"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"180","2019-12-04 15:25:29-03","PUCPR","HUCP","16054","S","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","Mart. ex O. Berg.","Selusniaki, M","Selusniaki, M","2004","10","22","Brasil","Paraná","Curitiba","Prado Velho","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00015334","HUCP00015334",NA,NA,NA,"159",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"181","2019-12-04 15:25:29-03","PUCPR","HUCP","1174","S","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","Mart. ex O. Berg.","Acra, LA","Lilian, C",NA,NA,NA,"Brasil","Paraná","Curitiba","Recreio da Serra","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00015215","HUCP00015215","1984","10","12","016",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"182","2019-12-04 15:25:29-03","PUCPR","HUCP","22024","S","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","Mart. ex O. Berg.","Sante, F","Borges, G",NA,NA,NA,"Brasil","Paraná","Curitiba","Vila Isabel","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"183","2019-12-04 15:25:29-03","PUCPR","HUCP","23393","S","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","Mart. ex O. Berg.","Cordeiro, J; Douid, F","Motta, JT","2014","11","23","Brasil","Paraná","Mangueirinha","Santo Antônio","-52.1755981445312","-25.9410991668701",NA,NA,NA,NA,"HUCP00015087","HUCP00015087",NA,NA,NA,"4496",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"42783","auto",NA,NA,NA,NA,NA
"184","2019-12-04 15:25:29-03","PUCPR","HUCP","21037","S","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","Mart. ex O. Berg.","Bolson, M","Bolson, M","2009","09","14","Brasil","Paraná","São Pedro do Iguaçu","Parque Estadual Cabeça do Cachorro","-53.8553009033203","-24.9356002807617",NA,NA,NA,NA,"HUCP00015110","HUCP00015110",NA,NA,NA,"298",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"24343","auto",NA,NA,NA,NA,NA
"185","2019-12-04 15:25:29-03","PUCPR","HUCP","13086","S","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","Mart. ex O. Berg.","Soares, LH","Chagas, F","1996","09","18","Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"HUCP00015121","HUCP00015121",NA,NA,NA,"1967","Nº 18504.",NA,NA,NA,"Eudicotiledonea",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"186","2021-03-02 16:29:05-03","CPAN-UFMS","COR","6334","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","(Mart.) O.Berg","Kawasaki, M. L.","Damasceno-Júnior, G. A.; Nakagima, J. & equipe do projeto Aquarap","1998","09","06","Brasil","Mato Grosso do Sul","Bonito","Ressurgência do rio Formoso","-56.636389","-21.256667","56º38'11''W","21º15'24''S","401","401",NA,NA,NA,NA,NA,"1654","Árvore, 15 m de altura; flor branca Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-10-09 11:21:07-03","UFBA","ALCB","036580","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg","Ibrahim, M","Harley, RM; Gasson, P; Nic Lughadha, E; Giulietti, AM; Silva, LB da","1997","03","06","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Estrada para Lagoa Nova","-41.055278","-11.749444","-41.055278","-11.749444","876","876","ALCB057633",NA,"2008","05",NA,"PCD6088","7,0 m. Folhas coriáceas, onduladas. Fruto imaturo verde, maduro, lacínios de cálice verde. Ocasional. Xiloteca.; Mata seca, semi-estacional. Solo arenoso.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-08-11 00:16:16-03","UFBA","ALCB","036622","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg","Ibrahim, M","Woodgyer, EM; Salimena-Pires, FR; Conceição, AA; Lima, R; Roque, N; Nobre, PH; Stannard, B; A","1996","03","14","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, A 5 km ao sul de Morro do Chapéu","-41.198333","-11.592778","-41.198333","-11.592778","1333","1333","ALCB057630",NA,"2008","05",NA,"PCD2391","8,0 m. Folhas simples. Frutos maduros amarelos. Raro.; Solo arenoso com afloramentos rochosos","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-02-24 18:14:01-03","UFBA","ALCB","49977","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg","Ibrahim, M","Fendrich, R; Pacheco, FRV; Ribas, OS","1999","01","18","Brasil","Paraná","Curitiba","Jardim Botnico Municipal","-49.266667","-25.416667","-49.266667","-25.416667",NA,NA,"ALCB057650",NA,"2010","09",NA,"7","3,50 m. Frutos amarelos.; com araucária.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-10-09 11:21:07-03","UFBA","ALCB","032197","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg","Sobral, M","Hatschbach, G","1992","12","27","Brasil","Paraná","Guarapuava",NA,"-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"ALCB057631",NA,"1993",NA,NA,"31035","Árvore do araucarieto; fruto amarelo.","Southern America",NA,NA,"Dicotyledon",NA,NA,"53832","auto",NA,NA,NA,NA,NA
"191","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438585","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","malifolia","Campomanesia malifolia","O.Berg",NA,"Mexia YEJ","1930","10","07","Brazil",NA,NA,"State of Minas Geraes, Fazenda de Deserto; roadside, on slope in cut-over woods.",NA,NA,NA,NA,NA,NA,"NL-U1438585","NL-U1438585",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438585 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"192","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.2501951","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","rhombea","Campomanesia rhombea","O.Berg",NA,"Reitz R; Klein RM","1962","12","13","Brazil",NA,NA,"Santa Catarina, Rio Bandeirinhas, Lajes, Orla de Pinhal.",NA,NA,NA,NA,NA,NA,"NL-L2501951","NL-L2501951",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2501951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"193","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.2501952","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","rhombea","Campomanesia rhombea","O.Berg",NA,"Hatschbach GG","1960","09","24","Brazil",NA,NA,"Parana (Brasil) Mun Rio Brance do Sul, Itapirucu.",NA,NA,NA,NA,NA,NA,"NL-L2501952","NL-L2501952",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2501952 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"194","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.3925939","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","rhombea","Campomanesia rhombea","O.Berg",NA,"Hagelund K","1980","11","08","Brazil",NA,NA,"Fazenda Faxinal - Arroio dos Ratos - RS - Brasil.",NA,NA,NA,NA,NA,NA,"NL-L3925939","NL-L3925939",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3925939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"195","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.2501955","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Reitz R; Klein RM","1962","12","22","Brazil",NA,NA,"Santa Catarina, Capao Alto, Lajes.",NA,NA,NA,NA,NA,NA,"NL-L2501955","NL-L2501955",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2501955 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"196","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.2501956","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Hatschbach GG","1966","08","17","Brazil",NA,NA,"Parana, Mun Campina Gde. do Sul., Sitio do Belizario.",NA,NA,NA,NA,NA,NA,"NL-L2501956","NL-L2501956",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2501956 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"197","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.2501957","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Pedersen TM","1962","09","23","Paraguay",NA,NA,"Estancia,, La Soledad'', Santiago, Dep. Misiones.",NA,NA,NA,NA,NA,NA,"NL-L2501957","NL-L2501957",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2501957 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"198","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.2501958","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Reitz R; Klein RM","1957","11","06","Brazil","Santa Catarina",NA,"Santa Catarina, Estrada Dona Francisca, Joinville, Mata.","-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-L2501958","NL-L2501958",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2501958 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"199","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.2501959","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Düsen P","1908","10","09","Brazil",NA,NA,"Parana: Rio Negro, in silvula.",NA,NA,NA,NA,NA,NA,"NL-L2501959","NL-L2501959",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2501959 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"200","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.3925940","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Hagelund K","1980","10","27","Brazil",NA,NA,"Fazenda Faxinal - Arroio dos Ratos - RS - Brasil.",NA,NA,NA,NA,NA,NA,"NL-L3925940","NL-L3925940",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3925940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"201","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.4148364","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Wasum R","2002","11","24","Brazil",NA,NA,"RS-Mun. Bom Jezus-Fazenda do Cilho, orla da mata.",NA,NA,NA,NA,NA,NA,"NL-L4148364","NL-L4148364",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4148364 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"202","2020-02-08 10:05:56-03","NBC","NL-BOTANY","L.4148365","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Wasum R","2002","11","24","Brazil",NA,NA,"RS-Mun. Bom Jezus-Fazenda do Cilho, orla da mata.",NA,NA,NA,NA,NA,NA,"NL-L4148365","NL-L4148365",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4148365 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"203","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U 0285262","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"sawmill N of Rio Chopim, ca. 20 km N of Clevelândia",NA,NA,NA,NA,NA,NA,"NL-U0285262",NA,NA,NA,NA,NA,"Araucaria forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","Uw12819",NA,NA,NA
"204","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U 0285263","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"E of Fazenda Lagoa, W of Rio Ivaí, 15 km E of S. Tomé",NA,NA,NA,NA,NA,NA,"NL-U0285263",NA,NA,NA,NA,NA,"forest on high river bank<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285263 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","Uw12777",NA,NA,NA
"205","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U 0285264","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"E of Cêrro Azul",NA,NA,NA,NA,NA,NA,"NL-U0285264",NA,NA,NA,NA,NA,"forest on steep dry ridge; sandy soil overlying soft bedrock<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285264 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","Uw13461",NA,NA,NA
"206","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U 0285265","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"near Rio Tigre Preto on border with Sta. catarina, S of Marmeleiro",NA,NA,NA,NA,NA,NA,"NL-U0285265",NA,NA,NA,NA,NA,"forest with abundant taquara bamboo<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285265 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","Uw13007",NA,NA,NA
"207","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U 0285266","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","São Paulo",NA,"along highway S. Paulo to Londrina near km 189",NA,NA,NA,NA,NA,NA,"NL-U0285266",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","Uw13998",NA,NA,NA
"208","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U 0294684","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"ca. 85 km SW of Guarapuava; rocky campo above Rio Reserva",NA,NA,NA,NA,NA,NA,"NL-U0294684",NA,NA,NA,NA,NA,"rocky campo<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","Uw14189",NA,NA,NA
"209","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U 0294852","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,"S of Cêrro Azul, above valley of Rio Pontagrossa",NA,NA,NA,NA,NA,NA,"NL-U0294852",NA,NA,NA,NA,NA,"forest on crest and flanks of seep ridge above valley<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","Uw13616",NA,NA,NA
"210","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U 0294863","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Reitz R; Klein RM","1957","11","06","Brazil","Santa Catarina",NA,"Santa Catarina, Estrada Dona Francisca, Joinville, Mata.","-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-U0294863",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294863 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","Uw6907",NA,NA,NA
"211","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U 0294864","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Reitz R; Klein RM","1956","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-U0294864",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae","Uw6380",NA,NA,NA
"212","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438567","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Haas JH de","1966","08","06","Brazil",NA,NA,"Est. Paraná, E. of Cêrro Azul.",NA,NA,NA,NA,NA,NA,"NL-U1438567","NL-U1438567",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438567 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"213","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438568","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Haas JH de","1966","08","05","Brazil",NA,NA,"Est. Paraná, E. of Cêrro Azul.",NA,NA,NA,NA,NA,NA,"NL-U1438568","NL-U1438568",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438568 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"214","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438569","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Haas JH de","1966","05","11","Brazil",NA,NA,"Est. Paraná, forest with abundant taquara bamboo near Rio Tigre preto on border with Sta. Catarina, S. of Marmeleiro.",NA,NA,NA,NA,NA,NA,"NL-U1438569","NL-U1438569",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438569 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"215","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438570","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Haas JH de","1966","04","25","Brazil",NA,NA,"Est. Paraná, Brandalize, sawmill N. of Rio Chopim, ca. 20km N. of Clevelândia. Araucaria forest.",NA,NA,NA,NA,NA,NA,"NL-U1438570","NL-U1438570",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438570 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"216","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438571","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Haas JH de","1966","04","05","Brazil",NA,NA,"Est. Paraná, forest on high bank Rio Ligeiro, E of Fazenda Lagoa, W. of Rio Ivaí, 15km E of S. Tomé.",NA,NA,NA,NA,NA,NA,"NL-U1438571","NL-U1438571",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438571 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"217","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438572","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Haas JH de","1966","10","20","Brazil",NA,NA,"Est. S. Paulo, along highway S. Paulo-Londrina near km 189.",NA,NA,NA,NA,NA,NA,"NL-U1438572","NL-U1438572",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438572 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"218","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438573","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Haas JH de","1966","08","11","Brazil",NA,NA,"Est. Paraná, S. of Cêrro Azul. Forest on crest and flanks of steep ridge above valley of Rio Pontagrossa.",NA,NA,NA,NA,NA,NA,"NL-U1438573","NL-U1438573",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438573 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"219","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438574","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Haas JH de","1966","11","11","Brazil",NA,NA,"Est. Paraná, vicinity of Campo Largo.",NA,NA,NA,NA,NA,NA,"NL-U1438574","NL-U1438574",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438574 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"220","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438575","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Haas JH de","1967","03","13","Brazil",NA,NA,"Est. Paraná, Fazenda Reserva, ca. 85km S.W. of Guarapuava. Rocky campo above Rio reserva.",NA,NA,NA,NA,NA,NA,"NL-U1438575","NL-U1438575",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"221","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438576","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Haas JH de","1966","10","15","Brazil",NA,NA,"Est. Paraná, second planalto 4km S of Imbituva, cleared wood with young Araucaria trees.",NA,NA,NA,NA,NA,NA,"NL-U1438576","NL-U1438576",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438576 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"222","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U.1438577","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","xanthocarpa","Campomanesia xanthocarpa","O.Berg",NA,"Lindeman JC; Irgang BE; Valls JFM","1972","10","09","Brazil",NA,NA,"Guaiba, Centro Agronômico, mata de galeria.",NA,NA,NA,NA,NA,NA,"NL-U1438577","NL-U1438577",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1438577 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
