"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus","relatedCatalogItem"
"48","2018-06-07 13:19:00-03","MO","MOBOT","3192188","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor (MO)","José Schunke V.","Schunke Vigo 7862","1974","7","28","South America","Peru","San Martín","Mariscal Cáceres","Rio de la Plara, 1 km abaje de Tocache, (margen derecha del rio Huallaga). Las hojas son brillosas de color verde oscuro.",NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"49","2018-10-03 04:36:00-03","MO","MOBOT","3219799","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","Xavier Cornejo S.|Carmen Bonifaz B.","Cornejo Sotomayor 2753","1994","5","28","South America","Ecuador","Guayas",NA,"Cerro Azul quebrada Seca. Bosque seco Tropical.","-79.9833333","-2.1333333",NA,NA,NA,NA,"175.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"50","2018-06-07 11:51:00-03","MO","MOBOT","3220472","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","P. H. A. Melo|et al.","Melo 665","2003","5","26","South America","Brazil","Minas Gerais",NA,"Iguatama: Fazenda Faroeste, margem esquerda do Rio Sao Miguel.","-45.6691667","-20.2563889",NA,NA,NA,NA,"700.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"51","2018-10-03 04:36:00-03","MO","MOBOT","3220596","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","Xavier Cornejo S.|Carmen Bonifaz B.","Cornejo Sotomayor 5186","1996","9","5","South America","Ecuador","Esmeraldas",NA,"Cerro Mutiles. Bosque humedo tropical, secundario","-79.6166667","0.9",NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"52","2018-10-03 04:36:00-03","MO","MOBOT","3220792","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","Xavier Cornejo S.|Carmen Bonifaz B.","Cornejo Sotomayor 4198","1995","7","8","South America","Ecuador","Guayas",NA,"Cord Chongon-Colonche. Bosque Protector Loma Alta. Bosque muy humedo premontano de garua. secundario","-80.6166667","-1.8",NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"53","2018-10-03 04:36:00-03","MO","MOBOT","3220935","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","Carmen Bonifaz B.|Xavier Cornejo S.","Bonifaz B. 3545","1997","1","23","South America","Ecuador","Guayas",NA,"Cordillera chongon-Colonche, Bosque Protector Loma Alta. Bosque humedo Premontano nublado estacinal, secundrio",NA,NA,NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"54","2018-10-03 04:36:00-03","MO","MOBOT","3221238","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","Xavier Cornejo S.|Carmen Bonifaz B.","Cornejo Sotomayor 7728","2003","4","26","South America","Ecuador","Esmeraldas",NA,"Reserva Mache-Chindul, cabecera Rio Ene alrededores de la propiedad de Luis Cabrera. Bosque muy humedo tropical intervenido.","-79.7333333","0.65",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"55","2018-06-26 05:23:00-03","MO","MOBOT","3221351","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","André M. Amorim|Pedro Fiaschi|J. Lima da Paixão|Sérgio C. de Sant'Ana","Amorim 3710","2003","6","18","South America","Brazil","Bahia",NA,"Jussari: RPPN Serra do Teimoso, Rod Jussari Palmira, entra ca. 7.5 km de Jussari, Faz Teimoso","-39.5388889","-15.1619444",NA,NA,NA,NA,"641.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"56","2018-10-03 04:36:00-03","MO","MOBOT","3221629","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","Xavier Cornejo S.|Carmen Bonifaz B.","Cornejo Sotomayor 5186","1996","9","5","South America","Ecuador","Esmeraldas",NA,"Cerro Mutiles. Bosque humedo Tropical, secundario en recuperacxion","-79.6166667","0.9",NA,NA,NA,NA,"200.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"57","2020-08-08 04:40:00-03","MO","MOBOT","3221796","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","A. M. G. de Azevedo Tozzi|Â.L.B. Sartori","Azevedo Tozzi 94265","1994","11","10","South America","Brazil","São Paulo",NA,"Cassia dos Coqueiros, mata mesofila, encosta do morro,","-47.2666667","-21.4666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"58","2011-06-14 16:14:00-03","MO","MOBOT","3222282","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","Loy R. Phillippe|Francisco J. Ortega|L. Crane|S. Huhndorf|J. Schocknecht","Phillippe 21262","1993","1","16","South America","Venezuela","Portuguesa",NA,"High Andes Mountain Road between La Estacion and Santa Rosa de Guache (about 2 miles southwest of Santa Rosa de Guache) Biscucuy Quadrangel #6244 scale 1:100,000 Along forest ravine with fat moving high mountain stream",NA,NA,NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","3222793","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Talylor","Thomas","Thomas 9107","1992","5","3","South America","Brazil","Bahia",NA,"Mun. Aurelino Leal 11.2 km W of Br 101 & Aurelino Leal on ed to Lage do Banco. Rocky somewhat distrbed sloe forest. Forest well-drained on slope. Flood-plain: forest along stream at its base","-39.38333","-14.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2018-06-07 11:46:00-03","MO","MOBOT","3223032","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","Pedro I.S. Braga|J.R. Stehmann","Braga 19309","1991","11","22","South America","Brazil","Minas Gerais",NA,"Caratinga","-42.1391666","-19.7897222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"61","2018-06-07 13:38:00-03","MO","MOBOT","3224406","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","Calaway H. Dodson|Alwyn H. Gentry","Dodson 12238","1982","2","7","South America","Ecuador","Cotopaxi",NA,"Tenefuerst. Rio Pilalo, km 52-53 Quevado, Latacunga,",NA,NA,NA,NA,NA,NA,"750.00000000","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"62","2018-10-03 04:36:00-03","MO","MOBOT","3224537","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","Xavier Cornejo S.|Carmen Bonifaz B.","Cornejo Sotomayor 4198","1995","7","8","South America","Ecuador","Guayas",NA,"Cord Chongon-Colonche. Bosque Protector Loma Alta. Bosque humedo premontano nublado estacional, secundario","-80.7833333","-1.8",NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"63","2018-10-03 04:36:00-03","MO","MOBOT","3255871","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","Carmen Bonifaz B.|Xavier Cornejo S.","Bonifaz B. 3545","1997","1","23","South America","Ecuador","Guayas",NA,"Cord. Chongón-Colonche. bosque Protector Loma Alta. Bosque húmedo premontano nublado estacional, secundario.",NA,NA,NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","3409420","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","CMT","Isidoro Cabrera","Cabrera 3608","1975","12","3","South America","Colombia","Caquetá",NA,"Carretera entre Puerto Rico y San Vicente del Caguan. Hacienda Las Palmas.",NA,NA,NA,NA,NA,NA,"350.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2018-06-07 13:46:00-03","MO","MOBOT","3466995","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor (MO)","Camilo Kajekai","Kajekai 1024","2007","1","1","South America","Ecuador","Morona-Santiago",NA,"Región de la Cordillera del Cóndor. Cantón Tiwintza. Centro Shuar Kaputna, costado sur del Río Santiago. En planicie aluvial de la comunidad y en colinas bajas. Bosque maduro, y bosque secundario con pastzal.","-77.9252778","-3.0194445",NA,NA,NA,NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","43",NA,NA
"66","2018-06-07 13:26:00-03","MO","MOBOT","508697","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor","Daniel Rubio|Galo A. Tipaz|W. Herzog|Carabajo, Sonia","Rubio 2003","1991","8","19","South America","Ecuador","Guayas","Guayaquil","Bosque Protector Cerro Blanco. Carretera a Salinas, km 15. Bosque seco Tropical. Suelo derivado de roca caliza.","-79.9666667","-2.1666667",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","91-11",NA,NA
"67","2018-06-07 13:34:00-03","MO","MOBOT","523438","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor (MO)","Calaway H. Dodson|et al.","Dodson 5844","1975","3","7","South America","Ecuador","Los Ríos",NA,"Río Palenque Biological Station. Km 56 Quevedo - Santo Domingo.","-79.3666667","-0.5833333",NA,NA,NA,NA,"150.00000000","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"68","2018-06-07 13:50:00-03","MO","MOBOT","525532","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","J. Dwyer","Bruce A. Stein|Lucinda A. McDade","Stein 3194","1986","1","13","South America","Colombia","Antioquia",NA,"Cordillera Occidental 6 km from Salgar on road to Bolívar via Samaria.","-76","5.95",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","86-20",NA,NA
"69","2018-06-07 13:41:00-03","MO","MOBOT","528805","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor (MO)","David A. Neill","Neill 9585","1990","12","7","South America","Ecuador","Zamora-Chinchipe","Nangaritza","Río Nangaritza. Shaime. Confluence of Nangaritza and Numpatakaime rivers. Tropical Premontane Wet Forest. Primary and disturbed forest. Limestone bedrock exposed in places.","-78.6666667","-4.3333333",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","90-19",NA,NA
"70","2018-06-07 13:42:00-03","MO","MOBOT","534162","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C.M. Taylor (MO)","Carlos E. Cerón|Alwyn H. Gentry|Gladys Benavides|C. Blaney","Cerón Martínez 5748","1988","12","23","South America","Ecuador","Napo",NA,"Carretera Hollin-Loreto-Coca. Comunidad Chaluayacu, km 25. Bosque muy húmedo Premontano Faldas al sur del Valcán Sumaco.","-77.6666667","-0.75",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","88-36",NA,NA
"71","2015-03-26 07:25:00-03","MO","MOBOT","540973","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","Galo A. Tipaz|Jorge Zuleta|Consuegra, Lorenzo","Tipaz 893","1992","5","6","South America","Ecuador","Guayas","Guayaquil","Bosque Protector Cerro Blanco. Carretera Guayaquil-Salinas, Km 15. Suelo formado de roca caliza.","-79.8333333","-2.1666667",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","92-10",NA,NA
"72","2018-06-07 13:48:00-03","MO","MOBOT","928068","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor (MO)","Pablo Stevenson","Stevenson Diaz 1310","1994","9",NA,"South America","Colombia","Meta","La Macarena","Serranía Chamusa. Centro de Investigaciones Primatológicas La Macarena. Trocha W 500. En Bosque maduro.",NA,NA,NA,NA,NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"73","2018-06-07 11:48:00-03","MO","MOBOT","3222581","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","C. M. Taylor","Julio A. Lombardi","Lombardi 3611","2000","3","24","South America","Brazil","Minas Gerais",NA,"Estação Biológical de Caratinga, Fazenda Montes Claros, Caratinga-MG. Mata altântica secundária e borda de caminhos para a mata do Jao.","-41.8188889","-19.7363889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"74","2019-05-20 08:20:11-03","UNIOESTE","UNOP","10125","S","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","Cordeiro, J.","Caxambu, M.G.; et al.; et al.","5886","2014","12","05",NA,"Brasil","Paraná","Fênix","RPPN Hilva Jandrey Marques","-51.984361","-23.884083",NA,"arbusto, 1 m, semi-ciófilo. Flores com cálice verde e corola alva.",NA,NA,"361","361",NA,"-51.984361","-23.884083","2016","05","03",NA,NA,NA,NA,NA,NA
"75","2021-03-04 11:06:21-03","UFRB","HURB","5170","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"Aona, L.Y.S.; Moreira, D.M.; Vitório, C.D.P.; Carvalho, C.A.L.","2633","2013","04","09",NA,"Brasil","Bahia","Cachoeira","Vila São Francisco do Iguape, baia do Iguape; comunidade Kalumba, apiário II, entrada a direita","-38.858944","-12.648583",NA,NA,"HURB000005170",NA,"117","117",NA,"38°51'32,2 W","12°38'54,9 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-09-12 05:00:02-03","US","US","1742410","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"O. Haught","2182","1937","4","23","South America - Neotropics","Colombia","Santander",NA,"Vicinity of Puerto Berrio, between Carare and Magdalena Rivers. Banks of La Dorada Creek",NA,NA,NA,NA,"US02520399","US02520399_01","200",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"77","2020-09-12 05:00:02-03","US","US","2029914","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"W. R. Philipson, J. M. Idrobo & A. Fernandez","1452","1949","11","16","South America - Neotropics","Colombia","Meta",NA,"Sierra de la Macarena; Plaza Bonita",NA,NA,NA,NA,"US02520397","US02520397_01","400",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"78","2020-09-12 05:00:02-03","US","US","2881034","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"M. T. Madison, E. O. Bush & E. W. Davis","3323","1976","11",NA,"South America - Neotropics","Ecuador","Morona-Santiago",NA,"Cutucuensis. Cordillera de Cutucú, western slopes along a trail from Logroño to Yaupi, in the general region","-78.1","-2.77",NA,NA,"US02520396",NA,"1300",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"79","2020-09-12 05:00:02-03","US","US","3387129","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"G. Hatschbach, J. M. Silva & L. Ferreira","69157","1999","5","18","South America - Neotropics","Brazil","Espírito Santo",NA,"Caxixe Quente (Mun. Castelo)",NA,NA,NA,NA,"US02734687","US02734687_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"80","2020-09-12 05:00:02-03","US","US","2338422","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"W. R. Philipson, J. M. Idrobo & A. Fernandez","1452","1949","11","16","South America - Neotropics","Colombia","Meta",NA,"Sierra de la Macarena; Plaza Bonita",NA,NA,NA,NA,"US02520398",NA,"400",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"81","2020-09-12 05:00:02-03","US","US","3594548","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"W. W. Thomas, A. Carvalho, S. C. Sant'Ana, J. G. Járdim & J. Gebhards","9107","1992","5","3","South America - Neotropics","Brazil","Bahia",NA,"Mun. Aurelino Leal, 11.2 km W of BR 101 & Aurelino Leal on rd to Lage do Banco","-39.38","-14.33",NA,NA,"US02734688","US02734688_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"82","2020-09-02 16:39:04-03","Cenargen","CEN","76977","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","J. Jardim","E. M. Francisco - UEL",NA,"1999","00","00",NA,"Brasil","PR","CORNELIO PROCOPIO","Brasil - Paraná - Cornélio Procópio - Parque Estadual Mata de Saõ Francisco.","-50.6467018127441","-23.1811008453369","Exsicatas","Arvoreta 3 m , frutos imaturos verdes, trilha no meio da mata. Doação da Universidade Estadual de Londrina. Departamento de Biologia Animal e Vegetal. Herbário FUEL (24.096).","CEN00076977","CEN00076977",NA,NA,NA,NA,NA,"2009","07",NA,"23842","auto","1",NA,NA,NA
"83","2019-10-07 09:14:51-03","UEFS","HUEFS","180622","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.",NA,"Matos, E.N.de","429","2011","08","25",NA,"Brasil","Bahia","Caravelas","Rio do Largo-Tucunzeiro.","-39.296111","-17.765833",NA,"Floresta","HUEFS0180622","HUEFS0180622",NA,NA,"Asteranae","39W17'46''","17S45'57''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-09-05 15:51:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","striolata","Psychotria striolata",NA,NA,"E. H. G. Ule","9844","1911","9",NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"85","2015-03-13 19:03:40-03","F","FMNH-SEEDPLANTS","V0238012F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,"V0238012F","V0238012F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-06-03 14:43:57-03","F","FMNH-SEEDPLANTS","V0089311F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia",NA,"C. M. Taylor","J. G. Graham & J. Schunke V.","1118","2000","2","25","South America","Peru","Ucayali","Purús","Dist. Purús, Cuenca del Río Purús. Río Curanja, cerca la comunidad nativa de Colombiana.","-71.1","-10.07",NA,NA,"V0089311F","V0089311F_01 V0089311F_02","300","350","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2015-03-13 19:03:40-03","F","FMNH-SEEDPLANTS","V0238013F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,"V0238013F","V0238013F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2015-03-13 19:03:40-03","F","FMNH-SEEDPLANTS","V0238014F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,"V0238014F","V0238014F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-03-18 15:13:08-03","F","FMNH-SEEDPLANTS","V0488165F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia",NA,"RRC ID Flag","A. P. Yánez","183","1991","7","8","South America","Ecuador","Los Ríos",NA,NA,"-79.4167","-1.5",NA,NA,"V0488165F","V0488165F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"183",NA,NA
"90","2020-02-20 14:37:33-03","IAC","IAC","53265","S","Plantae",NA,NA,"Rubiaceae-221.Rubioideae-Psychotrieae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","J.G. Jardim","V.M. Cotarelli & E.M. Francisco","683","2008","12","15",NA,"Brasil","Paraná","Sertanópolis","Fazenda Santo Antônio (antiga Ferraz)","-51.0364","-23.0586",NA,"Coordenadas do material: 23°09#?#S, 51°09#?#W",NA,NA,NA,NA,NA,"-51.0364","-23.0586","2009","07","15",NA,NA,NA,NA,NA,NA
"91","2020-07-23 12:21:13-03","CEPLAC","CEPEC","101284","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia",NA,"C. M. Taylor","P. Fiaschi","1976","2004","02","14",NA,"Brasil","Bahia","JUSSARÍ","Estrada de Jussarí/Palmira, entrada a esq. Ca. 7,5Km após Jussarí. Fazenda Teimoso. RPPN Serra do Teimoso.","-39.536111","-15.160278",NA,NA,NA,NA,NA,NA,NA,"39W32'10","15S9'37",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2012"
"92","2020-07-23 12:21:13-03","CEPLAC","CEPEC","56501","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia",NA,"C. M. Taylor","W. W. Thomas","9107",NA,NA,NA,NA,"Brasil","Bahia","AURELINO LEAL","11.2Km ao W da BR-101 e Aurelino Leal, Rod. p/ Lage do Banco.","-39.383333","-14.333333",NA,NA,NA,NA,NA,NA,NA,"39W23'","14S20'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1998"
"93","2020-07-23 12:21:13-03","CEPLAC","CEPEC","85062","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia",NA,"J. G. Jardim","A. M. Amorim","2884","1999","04","21",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari, Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2004"
"94","2020-07-23 12:21:13-03","CEPLAC","CEPEC","93886","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia",NA,"J. G. Jardim","J. L. da Paixão","200","2001","04","05",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/palmira, entrada ca. 7,5Km de Jussari, Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2004"
"95","2020-07-23 12:21:13-03","CEPLAC","CEPEC","96291","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia",NA,"J. G. Jardim","A. M. Amorim","3710","2003","06","18",NA,"Brasil","Bahia","JUSSARÍ","RPPN Serra do Teimoso, Rod. Jussari/Palmira, entra ca. 7,5Km de Jussari, Faz. Teimoso.","-39.538889","-15.161944",NA,NA,NA,NA,NA,NA,NA,"39W32'20","15S9'43",NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2004"
"96","2020-07-23 12:21:13-03","CEPLAC","CEPEC","16211","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia",NA,"C. M. Taylor","S. A. Mori","11582","1979","03","15",NA,"Brasil","Bahia","caatiba","Rod. BA-265, trecho Caatiba/Barra do Choca, 6Km ao W de Caatiba.","-40.4075012207031","-14.9766998291016",NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,NA,NA,"35485","auto",NA,NA,NA,"30/12/2012"
"97","2019-07-02 15:56:36-03","UEM","HUEM","25106","S","Plantae",NA,NA,"Rubiaceae","Psychotria","tenuifolia","Psychotria tenuifolia","Sw.","M. Ferreira Jr","Rosado","214","2012","10","31",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, trilha do trapiche, próximo à margem do rio","-52.863556","-22.608639",NA,"Arbustiva, 1m; botões florais de coloração rosa.; Floresta Estacional Semidecidual.","HUEM000012011","HUEM000012011",NA,NA,NA,"-52.863556","-22.608639","2012","11","29",NA,NA,NA,NA,NA,NA
