"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","minimumElevationInMeters","fieldNumber","maximumElevationInMeters","typeStatus"
"11","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1221933","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Pedersen TM",NA,"1961","10","14","Southern America","Argentina","Estancia,,Itá Caabó'. Dep. mercedes. Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1221933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1221933","NL-L1221933",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1221934","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Gallinal JP; et al.",NA,"1937","12","01","Southern America","Uruguay","Depto: Florida, Cerro Colorado, Estancia: San Pedro. Parcela: Panadería*.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1221934 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1221934","NL-L1221934",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1221935","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Gallinal JP; et al.",NA,"1937","12","01","Southern America","Uruguay","Depto: Cerro Largo, Río Negro, Estancia: Palleros. Parcela: 8 sur*.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1221935 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1221935","NL-L1221935",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1221936","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Herb Arechavaleta J",NA,"1845","02","01","Southern America","Uruguay","Montevideo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1221936 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1221936","NL-L1221936",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1221937","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Herb Arechavaleta J",NA,"1874","03","01","Southern America","Uruguay","Montevideo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1221937 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1221937","NL-L1221937",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1221938","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Herb Arechavaleta J",NA,"1874","08","01","Southern America","Uruguay","Montevideo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1221938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1221938","NL-L1221938",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1221939","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Balansa B",NA,"1875","10","28","Southern America","Paraguay","Paraguari, dans les pâturages.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1221939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1221939","NL-L1221939",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1221940","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Balansa B",NA,"1874","12","01","Southern America","Paraguay","Villa - Rica, sur les collines incultes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1221940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1221940","NL-L1221940",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1221941","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Balansa B",NA,"1874","05","09","Southern America","Paraguay","Paraguari, dans les pâturages á Sous - sol imperméable.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1221941 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1221941","NL-L1221941",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1221943","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Sellow F",NA,NA,NA,NA,"Southern America","Brazil","Brasilia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1221943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1221943","NL-L1221943",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1221951","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Balansa B",NA,"1874","01","23","Southern America","Uruguay","Montevidéo, dans les terrains escailleux. *.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1221951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1221951","NL-L1221951",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.3812339","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Pedersen TM",NA,"1969","12","17","Southern America","Paraguay","Estancia La Soledad, Santiago, dep. Misiones.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3812339 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3812339","NL-L3812339",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.3812340","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Pedersen TM",NA,"1969","12","17","Southern America","Paraguay","Estancia La Soledad, Santiago, dep. Misiones.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3812340 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3812340","NL-L3812340",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:16:27-03","NBC","NL-BOTANY","U.1491821","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Renvoize SA; Wilmot-Dear CM; Tur N",NA,"1978","11","23","Southern America","Argentina","Dept. San Fernando. Ruta 16,4 km from Belgrano Bridge.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1491821 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1491821","NL-U1491821",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:16:27-03","NBC","NL-BOTANY","U.1491822","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Pedersen TM",NA,"1956","03","25","Southern America","Argentina","Estancia 'La Pastoril'. Dep. Lavalle. Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1491822 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1491822","NL-U1491822",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:16:27-03","NBC","NL-BOTANY","U.1493243","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Pilg.",NA,"Lindeman JC; Haas JH de",NA,"1966","12","30","Southern America","Brazil","Est. Rio Grande do Sul, Torres, coastal sandstone rock, Vertica escarpment.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493243 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1493243","NL-U1493243",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:16:27-03","NBC","NL-BOTANY","L.1221847","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Bothriochloa","laguroides","imperatoides","Bothriochloa laguroides imperatoides","(Hack.) Henrard",NA,"Unknown",NA,"1874","01","29","Southern America","Uruguay","Montevideo. Terrains incultes.[!].",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1221847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1221847","NL-L1221847",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-02-15 11:47:29-02","IPA","IPA","31887","S","Plantae","Plantae",NA,"Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.)Herter",NA,"Schulz, A.G.","10137","1958","10","15","Southern America","Argentina","Chaco, Dep. 1 de Mayo, Colonia Benítez. Campo anegadizo, bajo.",NA,"40-70 cm alt.","IPA0031887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-02-15 11:47:29-02","IPA","IPA","44484","S","Plantae","Plantae",NA,"Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.)Herter","Barcellos, A.","Valls, J.; Barcellos, A.; Barcellos, A.","2954","1973","11","19","Southern America","Brasil","km 448 da Br-290.",NA,NA,"IPA0044484",NA,"Rio Grande do Sul","Alegrete","-55.7919006347656","-29.7831001281738",NA,"1973","89305","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-07 15:24:38-03","IAP","PACA-AGP","59382","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Bothriochloa","laguroides","subsp. laguroides","Bothriochloa laguroides subsp. laguroides","(DC.) Herter","M. M. Marchi","Camargo, O. R.","933","1956","11","15",NA,"Brasil","Est. Exp. Fruticultura",NA,"Habitat: in alte graminosis Fenofase: flor","PACA059382",NA,"RS","Farroupilha","-51.3478012084961","-29.2250003814697","Liliatae","1990","19545","auto","11",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-07 15:24:38-03","IAP","PACA-AGP","26311","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Bothriochloa","laguroides","subsp. laguroides","Bothriochloa laguroides subsp. laguroides","(DC.) Herter","M. M. Marchi","Rambo, B.",NA,"1945","01",NA,NA,"Brasil","Faz. Jarau",NA,"Habitat: in campestribus siccis alte graminosis Fenofase: fruto","PACA026311",NA,"RS","Quaraí","-56.4514007568359","-30.3875007629395","Liliatae","1993","74636","auto","01",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-07 15:24:38-03","IAP","PACA-AGP","56499","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Bothriochloa","laguroides","subsp. laguroides","Bothriochloa laguroides subsp. laguroides","(DC.) Herter","M. M. Marchi","Rambo, B.",NA,"1955","01","19",NA,"Brasil",NA,NA,"Habitat: in graminosis ad mare Fenofase: fruto","PACA056499",NA,"RS","Torres","-49.7268981933594","-29.3353004455566","Liliatae","1990","20837","auto","11",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-04 13:19:35-03","UDESC","LUSC","3424","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","Ludtke,R.","Marchi, M.","91","1990","03","01",NA,"Brasil","BR - 471.",NA,NA,"LUSC005174","LUSC005174","Rio Grande do Sul","Chuí","-53.4566993713379","-33.6911010742188",NA,NA,"15531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-04 13:19:35-03","UDESC","LUSC","3462","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","Marchi, M.","Marchi, M.",NA,"1989","12","18",NA,"Brasil","BR 472, a 20 Km de Itaqui.",NA,NA,"LUSC005171","LUSC005171","Rio Grande do Sul","Itaqui","-56.5531005859375","-29.1252994537354",NA,NA,"99792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-04 13:19:35-03","UDESC","LUSC","3374","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","Marchi, M.","Marchi, M.","73","1989","12","17",NA,"Brasil","BR-293, km 447.",NA,NA,"LUSC005177","LUSC005177","Rio Grande do Sul","Santana do Livramento","-55.5327987670898","-30.8908004760742",NA,NA,"79795","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-04 13:19:35-03","UDESC","LUSC","3376","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","Marchi, M.","Marchi, M.","93","1990","03","01",NA,"Brasil","BR-471, km 535.",NA,NA,"LUSC005176","LUSC005176","Rio Grande do Sul","Santa Vitória do Palmar","-53.3680992126465","-33.5189018249512",NA,NA,"130170","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-04 13:19:35-03","UDESC","LUSC","3456","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","Marchi, M.","Longhi-Wagner",NA,"1990","11","23",NA,"Brasil","Descida da Serra do Pinto.",NA,NA,"LUSC005178","LUSC005178","Rio Grande do Sul","Terra de Areia","-50.07080078125","-29.5853004455566",NA,NA,"32697","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-04 13:19:35-03","UDESC","LUSC","3457","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","Marchi, M.","Marchi, M.",NA,"1989","12","17",NA,"Brasil","Ponte sobre o Rio Uruguai.",NA,NA,"LUSC005173","LUSC005173","Rio Grande do Sul","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,"93142","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-04 13:19:35-03","UDESC","LUSC","3463","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","Marchi, M.","Marchi, M.; Araújo, A. & Canto, T.",NA,"1990","12","15",NA,"Brasil","BR 290, 26 Km de Vacaria.",NA,NA,"LUSC005172","LUSC005172","Rio Grande do Sul","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-04 13:19:35-03","UDESC","LUSC","3380","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","Marchi, M.","Marchi, M.; Araújo, A. & Canto, T.",NA,"1990","12","15",NA,"Brasil","BR-290, canteiro do posto de gasolina.",NA,NA,"LUSC007726","LUSC007726","Rio Grande do Sul","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-01-17 11:23:19-02","PUCRS","MPUC","21401","S","Plantae",NA,"Poales","Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","M.R. Freitas","G.M. Fernandes",NA,"1988","11","05","South America","Brasil","Estação Experimental",NA,NA,NA,NA,"RS","Uruguaiana","-57.0880556","-29.755","Liliopsida","1989",NA,NA,"01","01","-57.0880556000","-29.7550000000",NA,NA,NA,NA,NA
"42","2019-01-17 11:23:19-02","PUCRS","MPUC","21391","S","Plantae",NA,"Poales","Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","L.F. Bofill",NA,NA,"1984","11","11","South America","Brasil","Passo do Leão",NA,NA,NA,NA,"RS","Uruguaiana","-57.0880556","-29.755","Liliopsida","1984",NA,NA,"01","01","-57.0880556000","-29.7550000000","1",NA,NA,NA,NA
"43","2019-01-17 11:23:19-02","PUCRS","MPUC","21403","S","Plantae",NA,"Poales","Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","L. Décio",NA,NA,"1989","11","29","South America","Brasil",NA,NA,NA,NA,NA,"RS","São Borja","-56.0043983459473","-28.6606006622314","Liliopsida","1989","75549","auto","01","01",NA,NA,NA,NA,NA,NA,NA
"44","2020-01-24 17:51:11-03","PUCRS","MPUC","21392","S","Plantae",NA,"Poales","Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","G.M. Fernandes","J.R.C. Barcellos",NA,"1989","03","17","South America","Brasil","Fazenda Itaiassu",NA,NA,NA,NA,"RS","Uruguaiana","-57.0880556","-29.755","Liliopsida","1989",NA,NA,"01","01","-57.0880556000","-29.7550000000","1",NA,NA,NA,NA
"45","2019-01-17 11:23:19-02","PUCRS","MPUC","21402","S","Plantae",NA,"Poales","Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","N.L. Brasil",NA,NA,"1988","11","05","South America","Brasil","BR 472, Km 7 - Campus II da PUCRS",NA,NA,NA,NA,"RS","Uruguaiana","-57.0880556","-29.755","Liliopsida",NA,NA,NA,NA,NA,"-57.0880556000","-29.7550000000",NA,NA,NA,NA,NA
"46","2020-09-24 17:42:53-03","PUCRS","MPUC","6483","S","Plantae",NA,"Poales","Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","T. Strehl",NA,NA,"1988","01","21","South America","Brasil","Distrito Ferreira",NA,NA,NA,NA,"RS","Cachoeira do Sul","-52.8938889","-30.0394444","Liliopsida",NA,NA,NA,NA,NA,"-52.8938889000","-30.0394444000","1",NA,NA,NA,NA
"47","2019-01-17 11:23:19-02","PUCRS","MPUC","21404","S","Plantae",NA,"Poales","Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter",NA,"D. Sandi",NA,"1987","05","08","South America","Brasil","Estância Nazareth",NA,NA,NA,NA,"RS","Uruguaiana","-57.0880556","-29.755","Liliopsida",NA,NA,NA,NA,NA,"-57.0880556000","-29.7550000000",NA,NA,NA,NA,NA
"48","2019-01-17 11:23:19-02","PUCRS","MPUC","8136","S","Plantae",NA,"Poales","Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","C.R. Dillemburg",NA,NA,"1989","02","22","South America","Argentina","Porto Azara, arroio Chimiray I",NA,NA,NA,NA,"Misiones","Apóstoles",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"49","2019-01-17 11:23:19-02","PUCRS","MPUC","20479","S","Plantae",NA,"Poales","Poaceae","Bothriochloa","laguroides",NA,"Bothriochloa laguroides","(DC.) Herter","L. Eggers",NA,NA,"1988","04","08","South America","Brasil","Estação Experimental da UFRGS",NA,NA,NA,NA,"RS","Eldorado do Sul","-51.6161003112793","-30.0839004516602","Liliopsida","1988","33687","auto","01","01",NA,NA,"1",NA,NA,NA,NA
