"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","individualCount","occurrenceRemarks","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","locality","minimumElevationInMeters","preparationType","barcode","day","stateProvince","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","typeStatus","previousCatalogNumber"
"122","2021-03-31 13:41:09-03","MN","R","36286","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","allemanii","Oncidium allemanii",NA,NA,NA,NA,"Herbário J.Saldanha","Barb. Rodr.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-31 13:41:09-03","MN","R","3278","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum",NA,NA,NA,NA,NA,"(L.) Rchb. f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-31 13:41:09-03","MN","R","126064","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Pabst, G.F.J.","1970",NA,NA,"The New York Botanical Garden/Instituto Nacional de Pesquisas da Amazônia","(L.) Rchb. f.","Prance, G.T.; Steward, J.R.; Ramos, J.F. & Farias, L.G.","9759","1969","02",NA,"Brasil",NA,"760",NA,NA,"09","Roraima","Amajari","-64.366667","4.05","760",NA,"64°22'W","4°3'N",NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-31 13:41:09-03","MN","R","221864","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Hoehne, F.C.",NA,NA,NA,"Comissão Rondon","(L.) Rchb. f.","Hoehne, F.C.","493","1908","09",NA,"Brasil","Toscana",NA,NA,NA,NA,"Mato Grosso","São Luís de Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-31 13:41:09-03","MN","R","221867","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Hoehne, F.C.",NA,NA,NA,"Expedição Científica Roosevelt-Rondon","(L.) Rchb. f.","Hoehne, F.C.","5608","1914","01",NA,"Brasil",NA,NA,NA,NA,NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-31 13:41:09-03","MN","R","221868","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Hoehne, F.C.",NA,NA,NA,"Expedição Científica Roosevelt-Rondon","(L.) Rchb. f.","Hoehne, F.C.","5607","1914","01",NA,"Brasil",NA,NA,NA,NA,NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-31 13:41:09-03","MN","R","27817","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Hoehne, F.C.",NA,NA,NA,"Comissão Rondon","(L.) Rchb. f.","Hoehne, F.C.","1654","1919","02",NA,"Brasil",NA,NA,NA,NA,NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-31 13:41:09-03","MN","R","27818","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Hoehne, F.C.",NA,NA,NA,"Comissão Rondon","(L.) Rchb. f.","Rondon, C.M.S.","2420","1919","03",NA,"Brasil",NA,NA,NA,NA,NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-31 13:41:09-03","MN","R","3225","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Hoehne, F.C.",NA,NA,NA,"Comissão Rondon","(L.) Rchb. f.","Hoehne, F.C.","494","1908","09",NA,"Brasil","Toscana",NA,NA,NA,NA,"Mato Grosso","São Luís de Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-31 13:41:09-03","MN","R","3227","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Hoehne, F.C.",NA,NA,NA,"Expedição Científica Roosevelt-Rondon","(L.) Rchb. f.","Hoehne, F.C.","5606","1914","01",NA,"Brasil",NA,NA,NA,NA,NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-31 13:41:09-03","MN","R","3423","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Sampaio, A.J.",NA,NA,NA,NA,"(L.) Rchb. f.","Ule, E.H.G.",NA,"1892","03",NA,"Brasil",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-31 13:41:09-03","MN","R","3424","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Sampaio, A.J.",NA,NA,NA,NA,"(L.) Rchb. f.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-31 13:41:09-03","MN","R","44759","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Hoehne, F.C.",NA,NA,NA,NA,"(L.) Rchb. f.","Hoehne, F.C.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-31 13:41:09-03","MN","R","124637","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Pabst, G.F.J.","1970",NA,NA,"The New York Botanical Garden/Instituto Nacional de Pesquisas da Amazônia","(L.) Rchb. f.","Prance, G.T.; Ramos, J.F. & Farias, L.G.","7367","1968","09",NA,"Brasil",NA,NA,NA,NA,"18","Acre","Tarauacá","-70.7656021118164","-8.16139030456543",NA,NA,NA,NA,"171116","auto",NA,NA,NA,NA,NA,NA
"136","2021-03-31 13:41:09-03","MN","R","221865","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Hoehne, F.C.",NA,NA,NA,"Comissão Rondon","(L.) Rchb. f.","Hoehne, F.C.","986","1908","12",NA,"Brasil",NA,NA,NA,NA,NA,"Mato Grosso","Jauru","-58.8664016723633","-15.3418998718262",NA,NA,NA,NA,"40234","auto",NA,NA,NA,NA,NA,NA
"137","2021-03-31 13:41:09-03","MN","R","3226","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Hoehne, F.C.",NA,NA,NA,"Comissão Rondon","(L.) Rchb. f.","Hoehne, F.C.","853","1908","12",NA,"Brasil",NA,NA,NA,NA,NA,"Mato Grosso","Jauru","-58.8664016723633","-15.3418998718262",NA,NA,NA,NA,"40234","auto",NA,NA,NA,NA,NA,NA
"138","2021-03-31 13:41:09-03","MN","R","221866","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Hoehne, F.C.",NA,NA,NA,"Comissão Rondon","(L.) Rchb. f.","Hoehne, F.C.","932","1908","12",NA,"Brasil",NA,NA,NA,NA,NA,"Mato Grosso","Jauru","-58.8664016723633","-15.3418998718262",NA,NA,NA,NA,"40234","auto",NA,NA,NA,NA,NA,NA
"139","2021-03-31 13:41:09-03","MN","R","35905","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusillum","Oncidium pusillum","Hoehne, F.C.",NA,NA,NA,"Comissão Rondon","(L.) Rchb. f.","Hoehne, F.C.","1410","1909","03",NA,"Brasil","Tapirapoan",NA,NA,NA,NA,"Mato Grosso","Barra do Bugres","-57.1810989379883","-15.0725002288818",NA,NA,NA,NA,"173387","auto",NA,NA,NA,NA,NA,NA
"140","2016-02-02 14:38:42-02","BGBM","B","B -W 16994 -01 0","S","Plantae",NA,NA,"Orchidaceae","Cymbidium","pusillum","Cymbidium pusillum",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/BW16994010 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","Sw.",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"BW16994010",NA,NA,NA,NA,NA,NA,"BW16994010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2016-07-05 11:14:18-03","FFCLRP","LBMBP","1141","S","Plantae",NA,NA,"Orchidaceae","Erycina","pusilla","Erycina pusilla","E.R. Pansarin",NA,NA,NA,NA,"(L.) N.H.Williams & M.W.Chase",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"Maranhão","São Luís","-44.3","-2.516667",NA,NA,"44°18'W","02°31'S",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-27 13:51:18-03","UFS","ASE","16544","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Erycina","pusilla","Erycina pusilla","Carregosa, T","2010","06",NA,"Epífita, com flores amareas vistosas.; Epífita, com flores amareas vistosas.; Caatinga","(L.) N.H. Williams & M.W. Chase","Carregosa, T; Siqueira, NO; Silva, AS","44","2010","04","Southern America","Brasil","Fazenda Mercador, Borda da Mata",NA,NA,"ASE0007220","10","Sergipe","Simão Dias","-37.811111","-10.738333",NA,"ASE0007220","-37.811111","-10.738333",NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-27 13:51:18-03","UFS","ASE","2684","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Erycina","pusilla","Erycina pusilla","Carregosa, T","2010","07",NA,"erva epífita. Flores amarelas isoladas.; erva epífita. Flores amarelas isoladas.; Caatinga hipoxerófila","(L.) N.H. Williams & M.W. Chase","Viana, G","603","1982","08","Southern America","Brasil",NA,NA,NA,"ASE0007202","09","Sergipe","Riachão do Dantas","-37.724722","-11.068889",NA,"ASE0007202","-37.724722","-11.068889",NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-04-22 16:26:36-03","UFPB","JPB","120","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Orchidaceae","Erycina","pusilla","Erycina pusilla","Moreira, LHL","2019",NA,NA,"; DESC: Terrestre. Trepadeira. Lugares úmidos.","(L.) N.H. Williams & M.W.Chase","Xavier, LP","JPB120-A","1941","01","Southern America","Brasil","Cachoeira de Monte Cristo.",NA,NA,NA,"20","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-06 09:56:50-03","UFOP","OUPR","13827","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Erycina","pusilla","Erycina pusilla","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)","2012",NA,NA,"Epífita (sobre galhos secos). Erva. Flores amarelas","(L.) N.H.Williams & M.W.Chase","Mendonça, C.","s.n.","1983","12",NA,"Brasil","Antônio Pereira, Timbopeba",NA,NA,NA,"22","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"146","2019-03-16 12:49:27-03","UNEMAT","HERBAM","8315","S","Plantae",NA,NA,"Orchidaceae","Erycina","pusilla","Erycina pusilla","Petini-Benelli, A","2012","05",NA,NA,"(L.) N.H.Williams & M.W.Chase","Soares, C.R.A.; Petini-Benelli, A.; Rodrigues, C.; Moura, V.A.; Silvino, L.; Oliveira, O.F. & Ro","Triag. 2216301","2012","05",NA,"Brasil","Terra Firme.","198",NA,"HERBAM008315","07","Mato Grosso","Paranaíta","-56.780833","-9.331944","198",NA,"-56.780833","-9.331944",NA,NA,NA,NA,"07",NA,NA,NA
"147","2019-06-25 17:37:25-03","UNEMAT","HERBAM","1389","S","Plantae",NA,NA,"Orchidaceae","Erycina","pusilla","Erycina pusilla","Koch, AK; Hall, CF","2013","03",NA,NA,"(L.) N.H.Williams & M.W.Chase","Sasaki, D.; Henicka, G.S.; André, T.J.C. & Piva, J.H.","1506","2007","03",NA,"Brasil","Parque Estadual Cristalino, Vegetação aberta marginal do Rio Cristalino, onde formam lagoas. Em várzea.","238",NA,"HERBAM001389","18","Mato Grosso","Novo Mundo","-55.843611","-9.444167","238",NA,"-55.843611","-9.444167",NA,NA,NA,NA,"14",NA,NA,NA
"148","2019-03-16 16:14:20-03","UNEMAT","HERBAM","11126","S","Plantae",NA,NA,"Orchidaceae","Erycina","pusilla","Erycina pusilla","Koch, A K","2016","08",NA,NA,"(L.) N.H.Williams & M.W.Chase","Rodrigues, L.; Ferreira, A C T; Souza, A. .F. & Mendonça, L. .S.","030724","2015","03",NA,"Brasil","Casa de Sementes - Carlinda, Terra Firme, Capoeira, Topo de Morro.","258",NA,"HERBAM011126","13","Mato Grosso","Carlinda","-55.728056","-9.923917","258",NA,"-55.728056","-9.923917",NA,NA,NA,NA,"25",NA,NA,NA
"149","2019-03-16 12:49:27-03","UNEMAT","HERBAM","8315","S","Plantae",NA,NA,"Orchidaceae","Erycina","pusilla","Erycina pusilla","Petini-Benelli, A","2012","05",NA,NA,"(L.) N.H.Williams & M.W.Chase","Soares, C.R.A.; Petini-Benelli, A.; Rodrigues, C.; Moura, V.A.; Silvino, L.; Oliveira, O.F. & Ro","Triag. 2216301","2012","05",NA,"Brasil","Terra Firme.","198",NA,"HERBAM008315","07","Mato Grosso","Paranaíta","-56.780833","-9.331944","198",NA,"-56.780833","-9.331944",NA,NA,NA,NA,"07",NA,NA,NA
"150","2019-02-25 16:27:53-03","UNEMAT","HERBAM","13521","S","Plantae",NA,NA,"Orchidaceae","Erycina","pusilla","Erycina pusilla","Koch, AK","2016","09",NA,NA,"(L.) N.H.Williams & M.W.Chase","Zanzini, L.P.; Silva, R. & Santos, E.","203","2016","08",NA,"Brasil","UHE São Manoel - Área de supressão UTM(0498163/897","158",NA,"HERBAM013521","11","Pará","Jacareacanga","-57.752799987793","-6.22221994400024","158",NA,NA,NA,"393024","auto",NA,NA,"23",NA,NA,NA
"151","2020-12-21 16:38:28-03","MBM","MBM","417120","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Erycina","pusilla","Erycina pusilla","Engels, M.E.","2017","05",NA,"Erva epífita em ramos finos de copa de árvore, em ilha. Folhas verdes. Flores amarelas com pintas castanhas na base das pétalas e no calo do labelo.; Floresta do Planalto dos Percís, região de ecótono entre Floresta Amazônica e Cerra","(L.) N.H. Williams & M.W. Chase","Engels, M.E.","5409","2017","05","Southern America","Brazil","Resgate da Flora da UHE Colíder","265",NA,"MBM417120","10","Mato Grosso","Itaúba","-55.414722","-11.003889","265","MBM417120","-55.414722","-11.003889",NA,NA,NA,NA,"10",NA,NA,NA
"152","2020-12-21 16:38:28-03","MBM","MBM","417121","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Erycina","pusilla","Erycina pusilla","Engels, M.E.","2015","05",NA,"Epífita. FOlhas verdes. Flores amarelas. Pouco frequente. Em ramos finos de copa de árvore (docel).; Floresta do Planalto dos Percís, região de ecótono entre Floresta Amazônica e Cerrado.","(L.) N.H. Williams & M.W. Chase","Engels, M.E.","3438","2015","05","Southern America","Brazil","Resgate da Flora da UHE Colíder, Lote F de supressão.","279",NA,"MBM417121","10","Mato Grosso","Itaúba","-55.360278","-11.031111","279","MBM417121","-55.360278","-11.031111",NA,NA,NA,NA,"10",NA,NA,NA
"153","2020-12-21 16:38:28-03","MBM","MBM","417122","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Erycina","pusilla","Erycina pusilla","Engels, M.E.","2017","05",NA,"Epífita em fino ramo de liana as margens do rio Teles Pires, em ilha. Folhas verde claras. Flores amarelas com pintas castanhas claras. UNICATA.; Floresta do Planalto dos Percís, região de ecótono entre Floresta Amazônica e Cerrado.","(L.) N.H. Williams & M.W. Chase","Engels, M.E.; Silva, L.S.; Freitas, J.A.O.; Silva, L.S.; Freitas, J.A.O.","5339","2017","05","Southern America","Brazil","Resgate da Flora da UHE Colíder","263",NA,"MBM417122","03","Mato Grosso","Itaúba","-55.398889","-11.012778","263","MBM417122","-55.398889","-11.012778",NA,NA,NA,NA,"03",NA,NA,NA
"154","2020-12-21 16:38:28-03","MBM","MBM","403793","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Erycina","pussila","Erycina pussila","Engels, M.E.","2015","03",NA,"Epífita. Folhas e frutos verdes.; Floresta do Planalto dos Parecís, região de ecótono entre a Floresta Amazônica e Cerrado. Em ramos finos de árvores altas, no dossel.","(L.) N.H. Williams & M.W. Chase","Engels, M.E.","2955","2014","11","Southern America","Brazil","Resgate da Flora da UHE Colíder, Lote B de supressão","267",NA,"MBM403793","18","Mato Grosso","Colíder","-55.503056","-11.011389","267","MBM403793","-55.503056","-11.011389",NA,NA,NA,NA,"11",NA,NA,NA
"155","2020-12-21 16:38:42-03","MBM","MBM","96547","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusilum","Oncidium pusilum","Plowman, T.",NA,NA,NA,NA,"(L.) Rchb.","King, S.R.","382","1982","05","Southern America","Peru","Dep. Loreto, Prov. Maynas, dist. Napo",NA,NA,"MBM096547","05",NA,NA,NA,NA,NA,"MBM096547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:38:42-03","MBM","MBM","13962","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","pusilum","Oncidium pusilum","Pabst, G.",NA,NA,NA,NA,"(L.) Rchb.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","23297","1970","01","Southern America","Brazil","Rio do Cedro",NA,NA,"MBM013962","06","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,"MBM013962",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:38:49-03","MBM","MBM","66865","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla","Aguirre, E.",NA,NA,NA,NA,"Dodson","Calzada, J.I.; et al.; et al.","2928","1976","12","Northern America","Mexico","Alredores del Nuevo Centro de Poblacion Velasco, Suarez, Chiapas",NA,NA,"MBM066865","09",NA,NA,NA,NA,NA,"MBM066865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2015-10-04 07:24:47-03","MNHN","RECOLNAT_MNHN_P","P00669656","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Oncidium","iridifolium","Oncidium iridifolium","Kunth",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00669656' target='other'> <mi>dwc_moreinfo</mi></a>","Kunth","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,NA,"[Colombie]","s.loc. [Nov. gen. sp. : Crescit prope Turbaco Novo-Granatensium (cf. Corrigenda, vol. 2: 406)]",NA,"hb","P00669656",NA,NA,NA,NA,NA,NA,"P00669656_01",NA,NA,NA,NA,NA,NA,NA,"1467",NA,NA
"159","2015-09-04 12:19:40-03","MNHN","RECOLNAT_MNHN_P","P00441472","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Psygmorchis","allemanii","Psygmorchis allemanii",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441472' target='other'> <mi>dwc_moreinfo</mi></a>","(Barb.Rodr.) Garay","Allemao, F.",NA,NA,NA,NA,"Brésil","Brésil",NA,"hb","P00441472",NA,NA,NA,NA,NA,NA,"P00441472_01 P00441472_02",NA,NA,NA,NA,NA,NA,NA,"1481",NA,NA
"160","2015-09-04 12:19:41-03","MNHN","RECOLNAT_MNHN_P","P00441499","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441499' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","Sagot, P.A.",NA,NA,NA,NA,"Guyane Française","Guyane Française",NA,"dh","P00441499",NA,NA,NA,NA,NA,NA,"P00441499_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2015-09-16 20:23:55-03","MNHN","RECOLNAT_MNHN_P","P00441600","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441600' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","s.c.",NA,NA,NA,NA,"Brésil","Brésil : bords du Rio Madeira",NA,"hb","P00441600",NA,NA,NA,NA,NA,NA,"P00441600_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2015-09-03 19:47:43-03","MNHN","RECOLNAT_MNHN_P","P00441479","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla","Veyret",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441479' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","Barrier, S.|Feuillet, C.",NA,"1981","2",NA,"Guyane Française","Fleuve Approuague, Riv. Arataye, Sauts Parare",NA,"hb","P00441479","12",NA,NA,NA,NA,NA,"P00441479_01",NA,NA,NA,NA,NA,NA,NA,"2642",NA,NA
"163","2015-09-04 06:20:50-03","MNHN","RECOLNAT_MNHN_P","P00441480","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla","Veyret",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441480' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","Barrier, S.|Feuillet, C.",NA,"1981","2",NA,"Guyane Française","Fleuve Approuague, Riv. Arataye, Sauts Parare",NA,"hb","P00441480","12",NA,NA,NA,NA,NA,"P00441480_01",NA,NA,NA,NA,NA,NA,NA,"2642",NA,NA
"164","2015-09-04 12:19:40-03","MNHN","RECOLNAT_MNHN_P","P00441481","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla","Correa",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441481' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","Sastre, C.",NA,"1972","8",NA,"Guyane Française","Petit Mitaraka, 2 km N Mitaraka, lisière forestière","400","hb","P00441481","9",NA,NA,NA,NA,NA,"P00441481_01",NA,NA,NA,NA,NA,NA,NA,"1630",NA,NA
"165","2015-09-04 12:19:40-03","MNHN","RECOLNAT_MNHN_P","P00441482","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441482' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","Sastre, C.",NA,"1972","8",NA,"Guyane Française","Km 2 , tête des sauts de la crique Ouarépaman",NA,"hb","P00441482","27",NA,NA,NA,NA,NA,"P00441482_01",NA,NA,NA,NA,NA,NA,NA,"1762",NA,NA
"166","2015-09-03 19:47:44-03","MNHN","RECOLNAT_MNHN_P","P00441483","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441483' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","Granville, J.J. de",NA,"1969","2",NA,"Guyane Française","Bord de l'Arataye (affluent de l'Approuague) entre le saut Pararé et le saut Japigny",NA,"hb","P00441483","15",NA,NA,NA,NA,NA,"P00441483_01",NA,NA,NA,NA,NA,NA,NA,"94",NA,NA
"167","2015-09-03 19:47:44-03","MNHN","RECOLNAT_MNHN_P","P00441484","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441484' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","Aubréville, A.",NA,"1961","4",NA,"Guyane Française","bords de la rivière Comté, Bélézon",NA,"hb","P00441484",NA,NA,NA,NA,NA,NA,"P00441484_01",NA,NA,NA,NA,NA,NA,NA,"325",NA,NA
"168","2015-09-04 12:19:40-03","MNHN","RECOLNAT_MNHN_P","P00441485","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441485' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","Aubréville, A.",NA,"1961","4",NA,"Guyane Française","bords de la rivière Comté, Bélézon",NA,"hb","P00441485",NA,NA,NA,NA,NA,NA,"P00441485_01",NA,NA,NA,NA,NA,NA,NA,"325",NA,NA
"169","2015-09-04 12:19:40-03","MNHN","RECOLNAT_MNHN_P","P00441486","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441486' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","Lemée, A.",NA,"1901","1",NA,"Guyane Française","Crique du tour de l'Ile de Cayenne, rivière de l'Orapu",NA,"hb","P00441486",NA,NA,NA,NA,NA,NA,"P00441486_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2015-09-16 10:16:03-03","MNHN","RECOLNAT_MNHN_P","P00441487","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441487' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","Richard, L.C.",NA,NA,NA,NA,"Guyane Française","Guyane Française",NA,"hb","P00441487",NA,NA,NA,NA,NA,NA,"P00441487_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2015-09-04 12:19:41-03","MNHN","RECOLNAT_MNHN_P","P00441488","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Psygmorchis","pusilla","Psygmorchis pusilla",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441488' target='other'> <mi>dwc_moreinfo</mi></a>","(L.) Dodson & Dressler","Oldeman, R.A.A.",NA,"1967","9",NA,"Guyane Française","Fleuve Kourou : Saut Leodate",NA,"hb","P00441488","23",NA,NA,NA,NA,NA,"P00441488_01",NA,NA,NA,NA,NA,NA,NA,"B 1384",NA,NA
