"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","typeStatus"
"90","2019-08-27 13:29:07-03","IAP","PACA-AGP","1732","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","Emrich-Rambo","1954","07","30","Rambo, B.",NA,"1932","11","18","Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in silva primaeva Fenofase: flor","PACA001732",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"91","2019-08-27 13:29:07-03","IAP","PACA-AGP","109264","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","B. Rambo",NA,NA,NA,"B. Wagner",NA,NA,NA,NA,"Brasil","RS","São Salvador","Santo Inácio.",NA,NA,NA,NA,NA,NA,"0 gr. temp. mín. 30 máx.&nf;1,8 m pluv. Habitat: in silva primaeva","PACA109264",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"92","2019-08-27 13:29:07-03","IAP","PACA-AGP","98469","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","A. Sehnem",NA,NA,NA,"Sehnem, A.","12555","1971","10","31","Brasil","RS","Botucaraí","Morro",NA,NA,NA,NA,NA,NA,"Habitat: in silva Hábito: arbor","PACA098469",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"93","2019-08-27 13:29:07-03","IAP","PACA-AGP","93050","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.",NA,NA,NA,NA,"W. Boone","822","1985","10","08","Brasil","ES","Santa Teresa","São João de Petrópolis, Escola Agrotécnica Federal.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"HASU 6421.&nf;Arbusto com cerca de 2,5m. Lactescente. Botões florais verde claros semi-sombra. Habitat: Capoeirão. Fenofase: botão Hábito: arbusto","PACA093050",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"23813","auto","Magnoliatae",NA,NA,NA,NA,NA
"94","2019-08-27 13:29:07-03","IAP","PACA-AGP","45247","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","Emrich-Rambo","1954","07","30","Rambo, B.",NA,"1950","01","11","Brasil","RS","Gravataí","ad montem Itacolumi","-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,"SEM MATERIAL Habitat: in silva primaeva Fenofase: flor","PACA045247",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"25424","auto","Magnoliatae",NA,NA,NA,NA,NA
"95","2019-08-27 13:29:07-03","IAP","PACA-AGP","52196","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","Emrich-Rambo","1954","07","30","Rambo, B.",NA,"1951","11",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"fl. subaperto Habitat: in silva primaeva Fenofase: flor","PACA052196",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA
"96","2019-08-27 13:29:07-03","IAP","PACA-AGP","47883","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","Emrich-Rambo","1954","07","30","Sehnem, A.",NA,"1947","01","02","Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in silva primaeva Fenofase: flor","PACA047883",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA
"97","2019-08-27 13:29:07-03","IAP","PACA-AGP","98375","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","B. Rambo",NA,NA,NA,"Sehnem, A.","2433","1947","01","04","Brasil","RS","Montenegro","São Salvador","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Com duplicata no HASU. Habitat: in silva Hábito: arbórea","PACA098375",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA
"98","2019-08-27 13:29:07-03","IAP","PACA-AGP","67156","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium longifolium","(Nees) Johnston","W. Egler","1953","11","29","E. Pereira","149","1953","10","01","Brasil","MS","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Herb. do Jardim Botanico do Rio de Janeiro 86741; arbusto com 3-4m de altura","PACA067156",NA,"Magnoliophyta","Euphorbiales",NA,NA,"longifolium","295160","auto","Magnoliatae",NA,NA,NA,NA,NA
"99","2020-12-21 16:36:50-03","IAP","PACA-AGP","70426","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","A. Daniel",NA,NA,NA,"Daniel, A.",NA,"1987","10","14","Brasil","RS","Rolante","Cascata Tobogan, Linha Sao Judas Tadeu, margem direita do Arroio do Chuvisqueiro","-50.5758018493652","-29.6506004333496",NA,NA,NA,NA,"Ecossistema: Mata Atlântica","PACA070426",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"18269","auto","Magnoliatae",NA,NA,NA,NA,NA
"100","2019-08-27 13:29:07-03","IAP","PACA-AGP","38503","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","Emrich-Rambo","1954","07","30","Rambo, B.",NA,"1948","12","04","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA038503",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"101","2019-08-27 13:29:07-03","IAP","PACA-AGP","47502","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","Emrich-Rambo","1954","07","30","E. Schmitt SJ",NA,"1942",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: flor","PACA047502",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"102","2019-08-27 13:29:07-03","IAP","PACA-AGP","7550","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","Emrich-Rambo","1954","07","30","Rambo, B.",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: estéril","PACA007550",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"103","2019-08-27 13:29:07-03","IAP","PACA-AGP","40564","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","Emrich-Rambo","1954","07","30","Rambo, B.",NA,"1949","03","17","Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in silva campestri Fenofase: fs","PACA040564",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"104","2019-08-27 13:29:07-03","IAP","PACA-AGP","44253","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","Emrich-Rambo","1954","07","30","Rambo, B.",NA,"1949","11","05","Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: flor","PACA044253",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"105","2019-08-27 13:29:07-03","IAP","PACA-AGP","31554","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","Emrich-Rambo","1954","07","30","Rambo, B.",NA,"1946","02","03","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Habitat: in silva primaeva Fenofase: estéril","PACA031554",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"19353","auto","Magnoliatae",NA,NA,NA,NA,NA
"106","2019-08-27 13:29:07-03","IAP","PACA-AGP","58507","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","Asplund",NA,NA,NA,NA,NA,"1951","11","06","Brasil","SC","Turvo","Morro da Gavea","-49.67919921875","-28.9260997772217",NA,NA,NA,NA,"HBR 7029; det. (L. B. Smith): Pachystroma longifolium (Nees) I. J. Jonhston Habitat: in silva","PACA058507",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"18298","auto","Magnoliatae",NA,NA,NA,NA,NA
"107","2019-08-27 13:29:07-03","IAP","PACA-AGP","67156","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium longifolium","(Nees) Johnston","W. Egler","1953","11","29","E. Pereira","149","1953","10","01","Brasil","MS","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Herb. do Jardim Botanico do Rio de Janeiro 86741; arbusto com 3-4m de altura","PACA067156",NA,"Magnoliophyta","Euphorbiales",NA,NA,"longifolium","295160","auto","Magnoliatae",NA,NA,NA,NA,NA
"108","2019-08-27 13:29:07-03","IAP","PACA-AGP","93052","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I. M. Johnst.","J. Mauhs",NA,NA,NA,"Mauhs, J.","374","1992","10","12","Brasil","RS","Canela","Passo do Louro","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"HASU 2195 Habitat: Interior de mata. Fenofase: fruto","PACA093052",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA
"109","2019-08-27 13:29:07-03","IAP","PACA-AGP","93051","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I. M. Johnst.","J. Mauhs",NA,NA,NA,"Mauhs, J.","359","1994","09","18","Brasil","RS","Canela","Passo do Louro","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Material não fértil.&nf;HASU 3485. Habitat: Mata secundária.","PACA093051",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA
"110","2019-08-27 13:29:07-03","IAP","PACA-AGP","115716","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I. M. Johnst.","Verdi, M.","2009","11","07","Verdi, M.","3077","2009","11","07","Brasil","SC","Nova Veneza","São Bonifácio","-49.588611","-28.708056","49°35'19,00W","28°42'29,00S","124","124","florística IFFSC 39 (arbórea); estádio seuces.: médio de regeneração; altura: 18m Habitat: floresta ombrófila densa Hábito: árvore","PACA115716",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"111","2019-08-27 13:29:07-03","IAP","PACA-AGP","117935","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I. M. Johnst.","Junger, F.",NA,NA,NA,"Paula, Caliel & Jonathan",NA,"2013","06","10","Brasil","RS","Rolante",NA,"-50.433333","-29.55","50º26'W","29º33'S",NA,NA,"Habitat: interior","PACA117935",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"112","2019-08-27 13:29:07-03","IAP","PACA-AGP","117936","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I. M. Johnst.","Lippert, A. P. U.",NA,NA,NA,"Lippert, A. P. U.",NA,"2016","02","16","Brasil","RS","Campo Bom",NA,"-51.018333","-29.671389","51º01'06''W","29º40'17''S",NA,NA,"Habitat: interior florestal","PACA117936",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"113","2019-08-27 13:29:07-03","IAP","PACA-AGP","67157","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I. M. Johnst.","M. Senna","1982","09","27","D. Sucre","4359","1969","01","11","Brasil","RJ","Rio de Janeiro","Copacabana, Morro da Agulhinha de Inanga","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"arvore 7m alt., com fruto ainda verde Habitat: mata secundaria Ecossistema: Mata Atlântica","PACA067157",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"57442","auto","Magnoliatae",NA,NA,NA,NA,NA
"114","2019-08-27 13:29:07-03","IAP","PACA-AGP","65739","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium longifolium","(Nees) I. M. Johnst.","L. B. Smith","1957",NA,NA,"Reitz, R.","3837","1956","10","12","Brasil","SC","Ibirama",NA,"-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"HBR 14549 Habitat: beira do rio","PACA065739",NA,"Magnoliophyta","Euphorbiales",NA,NA,"longifolium","18533","auto","Magnoliatae",NA,NA,NA,NA,NA
"115","2019-08-27 13:29:07-03","IAP","PACA-AGP","93054","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I. M. Johnst.",NA,NA,NA,NA,"J. Larocca",NA,"1990","11","15","Brasil","RS","Sapiranga","Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"HASU 2730. Habitat: Interior de mata. Fenofase: botão Hábito: arvoreta","PACA093054",NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"11711","auto","Magnoliatae",NA,NA,NA,NA,NA
"116","2020-12-20 21:17:01-03","UFV","VIC","20460","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll. Arg.","Chagas; Silva, F.","1996","03",NA,"Chagas; Silva, F.","1813","1994","11","14","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore, c.a. de 18 metros de altura; botão floral masculino verde-amarelado; ovário verde. Raro na área.","VIC020460","VIC020460",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"117","2021-03-24 17:09:04-03","UFES","SAMES","2095","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","ilicifolium","Pachystroma ilicifolium","Müll.Arg.","Rossini,J.","2010","12","28","Broggio,I.S.; Menezes,L.F.T.;Ribeiro,M.","45","2010","07","09","Brasil","Espírito Santo","Pinheiros","Reserva Biológica Córrego do Veado. Trilha que vai para mata de água limpa.","-40.2132987976074","-18.3703002929688",NA,NA,NA,NA,"Árvore de 4,5 m, frutos verdes com manchas marrons no ápice. Possui látex.","SAMES02095",NA,NA,NA,NA,NA,NA,"28525","auto",NA,NA,NA,NA,NA,NA
"118","2019-11-21 14:35:48-03","UFJF","CESJ","38797","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","J.A. Lombardi","2002","05",NA,"F.R.G. Salimena","s.n.","2002","05","13","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"Mata. Arbóreo, com látex.","CESJ038797",NA,"Angiosperma",NA,"América do Sul",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"119","2019-11-21 14:35:48-03","UFJF","CESJ","18495","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","F.R.G. Salimena","2013","06","03","L. Krieger","CESJ18495","1969","09","08","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Frutos: Cápsulas triloculares. Material exclusivo da carpoteca.","CESJ018495",NA,"Angiosperma",NA,"América do Sul",NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"120","2019-11-21 14:35:48-03","UFJF","CESJ","31264","PreservedSpecimen","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","M.F.B. Lyra","2012","09","19","F.C. Silva","s.n.","1994","11","14","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore 18m alt; botão floral masculino verde-amarelado, ovário verde, raro na areia.","CESJ031264",NA,"Angiosperma",NA,"América do Sul",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"121","2019-08-20 10:11:37-03","UNICAMP","UEC","108514","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Grombone-Guaratini, MT",NA,NA,NA,"Grombone-Guaratini, MT; Belinello, R; Galvão, JC","45","1996","11","28","Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-48.058333","-22.829167","-48.058333","-22.829167",NA,NA,"flor, Árvore com cerca de 15 m de altura, látex esbranquiçado, frutos imaturos verdes.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-08-20 10:11:37-03","UNICAMP","UEC","110934","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Grombone-Guaratini, MT",NA,NA,NA,"Grombone-Guaratini, MT; Belinello, R","398","1997","12","12","Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-48.058333","-22.829167","-48.058333","-22.829167",NA,NA,"ori, Árvore com 15 m de altura, flores creme",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-08-20 10:11:37-03","UNICAMP","UEC","151649","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Costa, ACM","2009","12",NA,"Costa, ACM","225","2009","09","18","Brazil","São Paulo","Valinhos","Clube de Campo Valinhos, mata ciliar","-46.931944","-22.956667","-46.931944","-22.956667","955","955","Árvore ca 1m, em estado vegetativo. Interior da mata.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-08-20 10:11:37-03","UNICAMP","UEC","40743","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Webster, GL",NA,NA,NA,"Webster, GL; Tamashiro, JY; Martins, E","25461","1984","12","06","Brazil","São Paulo","Campinas","Reserva Florestal Santa Genebra, semi-de","-48.166667","-22.783333","-48.166667","-22.783333","650","650","flor, common tree c. 15 m high, latex cream-colored, viscid;staminate spikes yellowish",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-08-20 10:11:37-03","UNICAMP","UEC","46038","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Gentry, AH; Vieira, MC; Calos, A","59189","1987","09","08","Brazil","Minas Gerais","Fazenda Lagoa","Monte Belo, semideciduous forest","-46.25","-21.416667","-46.25","-21.416667","800","800","fruto, Tree 20 m, fruits green, locally dominant near base of rock cliff",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-08-20 10:11:37-03","UNICAMP","UEC","4946","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Hatschbach, G","39257","1976","11","19","Brazil","Paraná","Quatingá",NA,NA,NA,NA,NA,NA,NA,"ori, Árvore 10 m, muito lacticifera. Flor creme. Mata pluvial",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-08-20 10:11:37-03","UNICAMP","UEC","51867","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Oliveira, L","2009","01",NA,"Gonzaga, L","6514","1985","01",NA,"Brazil","São Paulo","Parque Da Capital","Horto Florestal",NA,NA,NA,NA,NA,NA,"fruto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:29:41-03","UNICAMP","UEC","159517","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Cordeiro, I","2015","05",NA,"Hatschbach, G; Hatschbach, M; Guimarães, D","55594","1991","06","07","Brazil","Espírito Santo","Afonso Claúdio","Empossdo.","-41.1239013671875","-20.0741996765137",NA,NA,"600","600","Árvore pequena de látex branco.; Mata pluvial da encosta do morro","UEC013160","UEC013160","Magnoliopsida",NA,NA,NA,NA,"25110","auto",NA,NA,NA,NA,NA,NA
"129","2019-08-20 10:11:37-03","UNICAMP","UEC","91120","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"?","s.n.","1994","08","24","Brazil","Minas Gerais","Monte Belo","Mata Olaria, Fazenda Lagoa","-46.3675003051758","-21.3264007568359",NA,NA,NA,NA,"ori, Árvore, material na trilha 8.132 nº 525 Vulgo Pau de jacaré",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"16667","auto",NA,NA,NA,NA,NA,NA
"130","2019-08-20 10:11:37-03","UNICAMP","UEC","97971","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Oliveira, L","2009","01",NA,"Chagas e Silva, F","1813","1994","01","14","Brazil","Paraná","Londrina","Parque Nacional Mata do Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"ori, Árvore 18 m alt, botão flora masculino verde-amarelo, ovario verde, raro na área",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"131","2019-08-20 10:11:37-03","UNICAMP","UEC","35767","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Senna, LM","1982","09",NA,"Sucre, D","4359","1969","01","11","Brazil","Rio de Janeiro","Rio de Janeiro","Morro da Agulhinha de Inhangá, Copacaban","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"ori, Árvore com até 7 metros de altura, crescendo em mata secundária, fruto ainda verde",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"132","2019-08-20 10:11:37-03","UNICAMP","UEC","70851","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Santin, DA; Bertani, DF; Cielo-Filho, R","33576","1995","03","23","Brazil","São Paulo","Campinas","Bosque São José","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"flor",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"133","2019-08-20 10:11:37-03","UNICAMP","UEC","4945","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Cordeiro, I","1984","06",NA,"Leitão Filho, HF; Semir, J; Shepherd, GJ; Gibbs, PE","4015","1976","11","23","Brazil","São Paulo","Campinas","Faz. Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"flor, Árvore até 15 m, flores cremes. MAta",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:29:41-03","UNICAMP","UEC","173229","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Santos, K; Belinello, R","300","1999","07","20","Brazil","São Paulo","Campinas","Mata furnas.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"árvore perenifólia, autocórica, córtex rugoso, madeira leve, altura total: 6m.; Floresta estacional semidecidual.","UEC016072","UEC016072","Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"135","2019-08-20 10:11:37-03","UNICAMP","UEC","60842","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.",NA,NA,NA,NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","216","1984",NA,NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"UEC106173","UEC106173","Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"136","2019-08-20 10:11:37-03","UNICAMP","UEC","37709","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Oliveira, L","2009","01",NA,"Martins, FR; Tamashiro, JY","15709","1984","02","13","Brazil","São Paulo","Guareí","Mata sobre latossolo vermelho amarelo. a","-48.1800003051758","-23.3700008392334",NA,NA,NA,NA,"fruto, Árvore de 14 m, frutos imaturos verdes",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"20393","auto",NA,NA,NA,NA,NA,NA
"137","2019-08-20 10:11:37-03","UNICAMP","UEC","75425","S","Plantae","Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Oliveira, L","2009","01",NA,"Barreto, KD; Fernandes, GD; Vitti, FX","1473","1993","10","21","Brazil","São Paulo","São Carlos","Fazenda Canchim","-47.8899993896484","-22.0100002288818",NA,NA,NA,NA,"flor, Cerrado, árvore 12 m alt.,borda de mata, floração, frutificado, sadia, tronco rugoso, com latex, flor AUSENTE, fruto marrom",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA,NA
