"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","stateProvince","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","relatedCatalogItem","infraspecificEpithet"
"216","2018-10-09 16:32:15-03","UFLA","ESAL","17745","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.",NA,NA,NA,NA,"Carvalho, WAC","376",NA,NA,NA,"Brasil","Lavras","Reserva Maxacalis","-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,"árvore; 3 m; ;; floresta",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-01-26 13:58:19-03","IMA","MAC","4465","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","D.C.Zappi","1995","02","14","R.M.Klein; Bresolin","6295","1965","10","20","Brasil","Florianópolis","Pântano do sul.","-48.549608","-27.5973","-48.549608","-27.5973",NA,NA,"Arbusto planta com ca. de 1,5m de alt. Flores brancas.; Restinga","MAC0004465","MAC0004465","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-03-17 14:38:20-03","UTFPR-SL","SHPR","306","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Biral, L.","2018","10",NA,"Biral, L.","1442","2018","10","13","Brasil","Paranaguá","Ilha do Mel.","-48.301389","-25.549722","48º18'05 W","25º32'59 S",NA,NA,"Arvoreta 2,5 m de altura, folhas cartáceas, inflorescências brancas.Habitat: Floresta ombrófila densa.","SHPR000306",NA,"Paraná",NA,"América do Sul","exsicata",NA,"Anthophyta",NA,NA,NA,NA,NA,NA,NA,NA
"219","2014-09-09 14:08:46-03","UNIVILLE","JOIW","703","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Charlin Manoel Raimundo",NA,NA,NA,"M.S.Weiers","13","2008","01","22","Brasil","Araquari- Scheneider - Moto Bombas (em Frente)","Restinga","-48.733389","-26.390083","48°44'00,2 W","26°23'24,3 S","38","38","Arbusto, MAD=base; CB=6cm; h=1m. Frutos maturos verdes.",NA,NA,"SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-01 11:51:53-03","UFPE","UFP","38071","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","D.Zappi","1996",NA,NA,"Kirizawa, M; José Angelo","UFP2296","1990","05","29","Brasil","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"Mata de restinga de loteamento. Árvore mais ou menos 2,5 de altura. Fruto verde-amarelado.; Mata de restinga de loteamento. Árvore mais ou menos 2,5 de altura. Fruto verde-amarelado.","UFP038071",NA,"São Paulo",NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA
"221","2020-09-12 05:00:02-03","US","US","289505","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"A. F. M. Glaziou","4828",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02742657","US02742657_01",NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"222","2020-09-12 05:00:02-03","US","US","2536503","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"G. Hatschbach","17960","1967","11","24","Brazil",NA,"Parana (Brasil) Mun. Paranagua, Taboleiro do Guarani",NA,NA,NA,NA,"5","10",NA,"US02742647","US02742647_01","Paraná",NA,"South America",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"223","2020-09-12 05:00:02-03","US","US","33145","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"-- Burchell","1233","1826",NA,NA,"Brazil",NA,"Brazil, Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"US02742659","US02742659_01","Distrito Federal",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"224","2020-09-12 05:00:02-03","US","US","249170","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"Riedel, -- & G. H. von Langsdorff","20","1832","11",NA,"Brazil",NA,"Brasilia, rep das Cosedrais [interpreted]",NA,NA,NA,NA,NA,NA,NA,"US02742658","US02742658_01",NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"225","2020-09-12 05:00:02-03","US","US","2142019","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"R. Reitz","5802","1953","10","29","Brazil",NA,"Araquari",NA,NA,NA,NA,"10",NA,NA,"US02742651","US02742651_01","Santa Catarina",NA,"South America",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"226","2020-09-12 05:00:02-03","US","US","2251251","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"L. Smith, R. Reitz & R. M. Klein","7238","1956","11","1","Brazil",NA,"Itopava, Mun. Itajai: Itajai to Limoeira",NA,NA,NA,NA,"2","25",NA,"US02742648","US02742648_01","Santa Catarina",NA,"South America",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"227","2020-09-12 05:00:02-03","US","US","2343358","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"ex herb. Paris","108","1816",NA,NA,"Brazil",NA,"Bresil, Province de Rio de Janeiro, Voyage d'Auguste de Saint-Hilaire",NA,NA,NA,NA,NA,NA,NA,"US02742660","US02742660_01","Rio de Janeiro",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"228","2020-09-12 05:00:02-03","US","US","1495718","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"P. K. Dusén","13795","1911","12","24","Brazil",NA,"Parana: ad Guaratuba pagum in silvula",NA,NA,NA,NA,NA,NA,NA,"US02742656","US02742656_01","Paraná",NA,"South America",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"229","2020-09-12 05:00:02-03","US","US","2142017","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"R. Reitz","5774","1953","10","29","Brazil",NA,"Santa Catarina, Brasil, Barra do Sul, Ararquari",NA,NA,NA,NA,"1","2",NA,"US02742652","US02742652_01","Santa Catarina",NA,"South America",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"230","2020-09-12 05:00:02-03","US","US","2340876","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"-- Reitz & Klein, --","9177","1959","10","9","Brazil",NA,"Cordeiros, Itajai",NA,NA,NA,NA,"5",NA,NA,"US02742649","US02742649_01","Santa Catarina",NA,"South America",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"231","2020-09-12 05:00:02-03","US","US","2123141","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"-- Reitz & Klein, --","513","1953","4","8","Brazil",NA,"Santa Catarina, Barra do Sul, Araquari",NA,NA,NA,NA,"5",NA,NA,"US02742653","US02742653_01","Santa Catarina",NA,"South America",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"232","2020-09-12 05:00:02-03","US","US","1998124","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"G. Hatschbach","1586","1949","11","1","Brazil",NA,"Est. Parana: Mun. Paranagua, Matinhos",NA,NA,NA,NA,NA,NA,NA,"US02742654","US02742654_01","Paraná",NA,"South America",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"233","2020-09-12 05:00:02-03","US","US","2271764","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"-- Reitz & Klein, --","5651","1957","11","7","Brazil",NA,"Mina Velha, Garuva, S. Francisco de Sul",NA,NA,NA,NA,"20",NA,NA,"US02742650","US02742650_01","Santa Catarina",NA,"South America",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"234","2020-09-12 05:00:02-03","US","US","1706191","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"ex herb. Mus. Paris","108","1816",NA,NA,"Brazil",NA,"Bresil, Province de Rio de Janeiro, Voyage d'Auguste de Saint-Hilaire",NA,NA,NA,NA,NA,NA,NA,"US02742661","US02742661_01","Rio de Janeiro",NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"235","2020-09-12 05:00:02-03","US","US","2281164","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.",NA,NA,NA,NA,"G. Tessmann","s.n.","1947","11","4","Brazil",NA,"Procedencia: Caioba Pr.Br.",NA,NA,NA,NA,NA,NA,NA,"US02742655","US02742655_01","Paraná",NA,"South America",NA,NA,NA,"Rubiales",NA,NA,"Dicotyledonae","1",NA,NA,NA
"236","2020-10-15 09:54:03-03","UFPR","EFC","15092","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Vieira, R.S.","2016","06","28","Kuniyoshi, Y.S.","6502","2016","03","24","Brasil","Paranaguá","Floresta Estadual do Palmito","-48.5364","-25.5787","-48.5364","-25.5787","11","11","Arbusto com flores alvas, comum no subosque. Com frutos.","EFC015092",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-10-15 09:54:03-03","UFPR","EFC","6241","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Hatschbach, G.","1997","01","01","Gatti, G.; Schütz, A.L.","58","1996","11","08","Brasil","Paranaguá","Floresta Estadual do Palmito","-48.5558","-25.5917","-48.5558","-25.5917","20","20","Arbusto 2m, flores brancas __COMMOM_NAME__: buquê-de-noiva","EFC006241",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-10-15 09:54:03-03","UFPR","EFC","13169","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Vieira, R.S.","2014","10","17","Vieira, R.S.; et al.","558","2014","10","12","Brasil","Paranaguá","P.E. Ilha do Mel","-48.3038","-25.556","-48.3038","-25.5560",NA,NA,"Arbusto com 1,5 m., no subosque de floresta de restinga. Com flores brancas.","EFC013169",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-10-15 09:54:03-03","UFPR","EFC","12852","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Caxambu, M.G.","2013","09","25","Caxambu, M.G.","4339","2012","11","03","Brasil","Itapoá","Balneário Itapema","-48.6341","-27.096","-48.6341","-27.0960",NA,NA,"arbusto ciófilo ca. 2,5m, ripário. Flores alvas. Vegetação ciliar do rio Saí-Mirim","EFC012852",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-10-15 09:54:03-03","UFPR","EFC","4426","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.",NA,NA,NA,NA,"Lima, R.X.","90","1993","10","22","Brasil","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"EFC004426",NA,"Paraná",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"241","2020-10-15 09:54:03-03","UFPR","EFC","2441","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Hatschbach, G.","1978","12","01","Kasper, A.; Hatschbach, G.",NA,"1978","11","10","Brasil","Paranaguá","Col. Pereira","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusto 2m, presente em mata pluvial, planície litorânea. Solo úmido. Flores alvas. Xiloteca nr. 011. __COMMOM_NAME__: Pimenteira","EFC002441",NA,"Paraná",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"242","2020-10-15 09:54:03-03","UFPR","EFC","4627","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Hatschbach, G.","1995","12","01","Roderjan, C.V.; Galvão, F.; Kuniyoshi, Y.S.","1221","1995","10","19","Brasil","Paranaguá","Rod. Alexandra Matinhos","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusto comum no interior da Floresta Ombrófila Densa aluvial. Flores alvas. __COMMOM_NAME__: Véu-de-noiva","EFC004627",NA,"Paraná",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"243","2020-10-15 09:54:03-03","UFPR","EFC","4530","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Hatschbach, G.",NA,NA,NA,"Kuniyoshi, Y.S.","5638","1995","10","25","Brasil","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"Arbusto em caxetal. Flores brancas.","EFC004530",NA,"Paraná",NA,NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA
"244","2020-10-15 09:54:03-03","UFPR","EFC","14687","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Vieira, R.S.","2016","02","18","Vieira, R.S.","829","2016","02","03","Brasil","Joinvile","Estrada do Barbante","-48.9155","-26.3135","-48.9155","-26.3135","20","20","Arbusto com 2 m de alt, no subosque. Com frutos.","EFC014687",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-10-15 09:54:03-03","UFPR","EFC","16069","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Souza, I.","2017","11","23","Souza, I.",NA,"2017","11","16","Brasil","Paranaguá","Vila do Farol - Ilha do Mel","-48.3304","-25.5195","-48.3304","-25.5195","20","20","Arbusto 2m, flores alvas. Formação Pioneira com influência Marinha Arbustiva","EFC016069",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-10-15 09:54:03-03","UFPR","EFC","16419","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Valério, D.A.","2018","04","11","Kuniyoshi, Y.S.","6545","2018","03","29","Brasil","Matinhos","Parque Estadual do Rio da Onça","-48.5295","-25.7891","-48.5295","-25.7891","24","24","Arbusto 2m, com frutos maduros. Formação Pioneira de Influência fluvio-lacruste / Restinga","EFC016419",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-10-15 09:54:03-03","UFPR","EFC","13474","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Völtz, R.R.","2014","10","12","Völtz, R.R.; et al.","435","2014","10","12","Brasil","Paranaguá","Ilha do Mel","-48.3035","-25.558","-48.3035","-25.5580","5","5","Arvoreta 2,5m alt. no interior da restinga arbórea sobre terraço marinho; flores alvas, vilosas. __COMMOM_NAME__: Pimenteira","EFC013474",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-10-15 09:54:03-03","UFPR","EFC","1220","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Hatschbach, G.","1987","04","21","Roderjan, C.V.; Kuniyoshi, Y.S.","618","1987","04","03","Brasil","Paranaguá","Ilha Rasa da Cotinga","-48.4465","-25.5143","-48.4465","-25.5143",NA,NA,"Arvoreta frequente em sub-bosque de restinga, planície de inundação. __COMMOM_NAME__: Jasmim-veludo","EFC001220",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-11-13 11:30:32-03","USP","SPF","102983","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Zappi, DC","2007",NA,NA,"Leitão Filho, HF","33083","1995","02","07","Brasil","Pariquera-Açu",NA,"-46.850833","-24.879722","-46.850833","-24.879722",NA,NA,NA,"SPF00102983",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2019-11-13 11:30:32-03","USP","SPF","102984","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Zappi, DC","2007",NA,NA,"Leitão Filho, HF","33084","1995","02","07","Brasil","Pariquera-Açu",NA,"-46.850833","-24.879722","-46.850833","-24.879722",NA,NA,NA,"SPF00102984",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-11-13 11:30:32-03","USP","SPF","187353","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Bruniera, CP","2014",NA,NA,"Weiers, MS","13","2008","01","22","Brasil","Araquari",NA,"-48.733389","-26.390083","-48.733389","-26.390083",NA,NA,NA,"SPF00187353",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2019-11-13 11:30:32-03","USP","SPF","105150","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Zappi, DC","1998","07",NA,"Rapini, A","49","1995","08","24","Brasil","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,NA,NA,NA,"SPF00105150",NA,"São Paulo",NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA
"253","2019-11-13 11:30:32-03","USP","SPF","15078","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Hoehne, W",NA,NA,NA,"Scavone, O","s.n.","1953","10","11","Brasil","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"SPF00015078",NA,"São Paulo",NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA
"254","2019-11-13 11:30:32-03","USP","SPF","82031","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Zappi, DC","1996",NA,NA,"Hoehne, FC","s.n.","1929","09","20","Brasil","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"SPF00082031",NA,"São Paulo",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA
"255","2019-11-13 11:30:32-03","USP","SPF","143286","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Costa, CB","2000","09",NA,"Vitta, FA","s.n.","1994","02","25","Brasil","Iguape","Morro do Espia","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"SPF00143286",NA,"São Paulo",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA
"256","2019-11-13 11:30:32-03","USP","SPF","16122","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Zappi, DC","1996",NA,NA,"Joly, AB","s.n.","1957","10","06","Brasil","Itanhaém",NA,"-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,"SPF00016122",NA,"São Paulo",NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA
"257","2019-11-13 11:30:32-03","USP","SPF","85791","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Zappi, DC","1996",NA,NA,"Joly, AB","s.n.","1957","10","06","Brasil","Itanhaém",NA,"-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,"SPF00085791",NA,"São Paulo",NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA
"258","2021-03-15 18:29:38-03","USP","SPF","38312","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Zappi, DC","1993","11",NA,"Oliveira, EC","s.n.","1964","10","22","Brasil","Itanhaém","Suarão.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Dunas.","SPF00038312",NA,"São Paulo",NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA
"259","2019-11-13 11:30:32-03","USP","SPF","82029","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Standley, PC",NA,NA,NA,"Hoehne, FC","s.n.","1922","10","05","Brasil","Santos",NA,"-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,NA,"SPF00082029",NA,"São Paulo",NA,NA,NA,NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA
"260","2019-11-13 11:30:32-03","USP","SPF","15586","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Hoehne, W",NA,NA,NA,"Hoehne, W","s.n.","1955","09","18","Brasil","São Vicente",NA,"-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,"SPF00015586",NA,"São Paulo",NA,NA,NA,NA,NA,NA,"25482","auto",NA,NA,NA,NA,NA
"261","2019-11-13 11:30:32-03","USP","SPF","139059","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Zappi, DC","2000",NA,NA,"Fiaschi, P","96","1999","10","31","Brasil","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"SPF00139059",NA,"São Paulo",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"262","2021-03-15 18:29:39-03","USP","SPF","215155","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.","Martins, EGA","2013","10",NA,"Martins, EGA","180","2011","10","08","Brasil","Cubatão","Parque Ecológico Perequê, Início da trilha em direção ao morro ao lado do campinho de futebol.","-46.413333","-23.8475","-46.413333","-23.8475",NA,NA,"Arbusto, 1,4 m alt. Ramos cinza-amarelados. Folhas glabras, discolores. Flores pilosas, ferrugíneas. Frutos vináceos.; Interior de Floresta Atlântica.","SPF00215155",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2014-04-04 18:28:35-03","PNFM","IRAI","1739","S","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.","Ferreira Jr, M.","2013","01",NA,"Kuchler, R.M.","117","2009","12","29","Brasil","Guaratuba","Carvoeiro","-48.597778","-25.893333","-48.597778","-25.893333",NA,NA,"Arbusto, flor alba","IRAI00001739",NA,"Paraná",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-03-25 13:53:33-03","UNIVILLE","JOI","12172","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","A.A. de Oliveira","2011","03","22","A. Korte","5787","2011","02","24","Brasil","Navegantes","Bairro Costa Azul.","-48.645","-26.853611","48º38'42''W","26º51'13''S","8","8","; HABITO: arbusto; TIPO VEGETACIONAL: FOD terras baixas","JOI012172",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-03-25 13:53:33-03","UNIVILLE","JOI","12166","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","A.A. de Oliveira","2011","03","22","A. Korte","5737","2011","02","22","Brasil","São Francisco do Sul","Praia do Ervino/Parque Estadual do Acaraí.","-48.610556","-26.393333","48º36'38''W","26º23'36''S","2","2","; HABITO: arbusto; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas","JOI012166",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2021-03-25 13:53:33-03","UNIVILLE","JOI","14846","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.",NA,NA,NA,NA,"Melo-Júnior, J.C.F.","1155",NA,NA,NA,"Brasil","São Francisco do Sul","Parque do Acaraí.","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,NA,"JOI014846",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA
"267","2021-03-25 13:53:33-03","UNIVILLE","JOI","6910","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.",NA,"2008","04","01","M.S. Weiers","13","2008","01","22","Brasil","Brasil","Araquari-Scneider - Moto Bombas (em frente).",NA,NA,NA,NA,NA,NA,"; TIPO VEGETACIONAL: Restinga","JOI006910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-03-25 13:53:33-03","UNIVILLE","JOI","1909","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.","Elaine Cristine Spitzner","2005","03","29","Elaine Cristine Spitzner","14","2005","03","24","Brasil","Araquari","Ilha dos Barcos.","-48.7221984863281","-26.3700008392334",NA,NA,"3","3","; HABITO: erva; TIPO VEGETACIONAL: FODTB","JOI001909",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,"25329","auto",NA,NA,NA,NA,NA
