"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount","typeStatus"
"49","2021-03-31 13:36:08-03","MN","R","11515","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Glaziou, A.F.M.","6587","1873","01","24",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000011515",NA,NA,"Bong.",NA,"Rio de Janeiro",NA,NA,NA,NA,"R000011515_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-20 21:15:59-03","UFV","VIC","22209","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Almeida, G.S.S.; Coser, T.","440440","2006","06","26",NA,"Brasil",NA,NA,"Subarbusto de 1 m, ramos vináceos, capítulos de flores amarelas, papilho alvo.","VIC022209",NA,NA,"Bong.",NA,"Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da lagoa seca","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-20 21:15:59-03","UFV","VIC","18791","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Paula, C.C. de; et al.","399","2002","11","03",NA,"Brasil",NA,NA,"Terrestre, campo brejoso, erva, 0,48m de altura, frequência de 3 individuos num raio de aproximadamnete 5 metros, folhas verdes, pétalas amarelas, em solo escuro altitude de 1389 m.","VIC018791",NA,NA,"Bong.","Hattori, E.K.O.","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Área 2","-43.6918983459473","-20.5207996368408","VIC018791",NA,NA,"2005","13809","auto","04",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-20 21:15:59-03","UFV","VIC","22212","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Almeida, G.S.S.; et al.","746746","2007","06","27",NA,"Brasil",NA,NA,"Subarbusto de 1 m, ramos vináceos, capítulos de flores amarelas, papilho alvo.","VIC022212",NA,NA,"Bong.",NA,"Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da lagoa seca","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-20 21:15:59-03","UFV","VIC","22210","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Almeida, G.S.S.; Custódio, J.","250250","2006","12","26",NA,"Brasil",NA,NA,"Subarbusto de 1 m, ramos vináceos, capítulos de flores amarelas, papilho alvo.","VIC022210",NA,NA,"Bong.",NA,"Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da lagoa seca","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-20 21:15:59-03","UFV","VIC","18792","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Paula, C.C. de; et al.","570","2002","12","22",NA,"Brasil",NA,NA,"Terrestre paludosa; erva, c.a. de 90 cm de altura; frequência abundante; folhas verdes com pelos brancos sendo as mais velhas com a face abaxial vinho; caule crescendo sob a lama, paralelo à superfície, assumindo coloração vinho; pedún","VIC018792",NA,NA,"Bong.","Hattori, E.K.O.","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 3, Campo brejoso.","-43.720556","-20.48075","VIC018792",NA,NA,"2005",NA,NA,"03",NA,NA,"-43.720556","-20.48075",NA,NA,NA,NA
"55","2020-12-20 21:15:59-03","UFV","VIC","5200","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Carvalho, L.C. de","s.n.","1977","07","16",NA,"Brasil",NA,NA,"Colhida durante estágio em Ecologia Vegetal. Flores amarelas.","VIC005200",NA,NA,"Bong.","Teles, A.M.","Minas Gerais",NA,"Parque Florestal da Serra de Ibitipoca, Brejo alto.",NA,NA,"VIC005200",NA,NA,"2005",NA,NA,"07","15",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-20 21:15:59-03","UFV","VIC","18782A","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Paula, C.C. de; et al.","570","1987","06","02",NA,"Brasil",NA,NA,"Terrestre , paludosa, campo brejoso,erva, 0,9 m, frequência abundante, folhas verdes com pêlo branco, as mais velhas com face abaxial vinho, caule crescendo soba lama, paralelo a superficie assumino doloração vinho, lanugem em toda par","VIC18782A",NA,NA,"Bong.","Hattori, E.K.O.","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Área 3.","-43.6918983459473","-20.5207996368408",NA,NA,NA,"2005","13809","auto","04",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-20 21:15:59-03","UFV","VIC","22211","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Almeida, G.S.S.; Coser, T.","441441","2006","06","26",NA,"Brasil",NA,NA,"Subarbusto de 1 m, ramos vináceos, capítulos de flores amarelas, papilho alvo.","VIC022211",NA,NA,"Bong.",NA,"Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da lagoa seca","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0027876","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","J. M. Silva; O. S. Ribas, J. Cordeiro, E. Barbosa","2746","1998","12","29",NA,"Brazil",NA,NA,"Ereta, capítulo amarelo.",NA,"Magnoliophyta","Asterales","Bong.","G. Hatschbach","Santa Catarina",NA,"Serra do Quiriri (Mun. Campo Alegre).","-49.265918","-26.192803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:32:10-03","UFJF","CESJ","72096","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","L.N. Gonçalves; P. Duffles","476","2017","10","19","América do Sul","Brasil",NA,NA,"Folhas simples, alternas, discolores; inflorescência amarela;","CESJ072096","Angiosperma",NA,"Benth.","A. Teles","Minas Gerais","Marmelópolis","Pico dos Marins, 1º maciço","-45.135556","-22.500833",NA,"1900","1900","2017",NA,NA,"10","23",NA,"-45.135556","-22.500833",NA,NA,NA,NA
"60","2019-11-21 14:32:10-03","UFJF","CESJ","13164","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","L. Krieger","CESJ13164","1973","11","01","América do Sul","Brasil",NA,NA,"No campo arenítico, erva, até 1 m de altura, flores amarelo-ouro; folhas esbranquiçadas na face dorsal.","CESJ013164","Angiosperma",NA,"Benth.","D.J.N. Hind","Minas Gerais","Lima Duarte","Serra de Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"1995","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-06-30 18:31:59-03","UFJF","CESJ","31984","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus integrifolius","F.S. Araújo; R.C. Forzza; M.A. Heluey","34","2001","02","10","América do Sul","Brasil",NA,NA,"Folhas discolores com face abaxial mais clara, campo encharcado 5. Material presençado em álcool.","CESJ031984","Angiosperma",NA,"Baker",NA,"Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,"integrifolius",NA,NA,NA
"62","2020-06-30 18:31:59-03","UFJF","CESJ","32431","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus integrifolius","M.A. Heluey; R.C. Forzza; F.C. Araújo","52","2001","02","10","América do Sul","Brasil",NA,NA,"No campo encharcável próximo ao Pião. Erva com brácteas involucrais verdes e flores liguladas amarelas. Folhas discolores.","CESJ032431","Angiosperma",NA,"Baker","M.A. Heluey","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,"integrifolius",NA,NA,NA
"63","2020-06-30 18:31:59-03","UFJF","CESJ","32480","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus integrifolius","M.A. Heluey","15","2000","12","27","América do Sul","Brasil",NA,NA,"Campo encharcavel sazonalmente, próximo ao Morro da Cruz. Erva, até 1 m de altura, flores amarelo ouro; folhas esbranquiçadas na face dorsal.","CESJ032480","Angiosperma",NA,"Baker","M.A. Heluey","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,"integrifolius",NA,NA,NA
"64","2020-06-30 18:31:59-03","UFJF","CESJ","33348","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus integrifolius","M.A. Heluey; F.C. Araújo","117","2001","05","19","América do Sul","Brasil",NA,NA,"Subarbusto com flores amarelas e folhas discolores.","CESJ033348","Angiosperma",NA,"Baker",NA,"Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,"integrifolius",NA,NA,NA
"65","2019-11-21 14:32:10-03","UFJF","CESJ","8530","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus integrifolius","L. Krieger","CESJ8530","1970","05","14","América do Sul","Brasil",NA,NA,"No brejo, erva de + 1 m, flores amarelas, folhas face ventral verde glauco, face dorsal branco-acastanhado.","CESJ008530","Angiosperma",NA,"Baker","D.J.N. Hind","Minas Gerais","Lima Duarte","Serra de Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"1995","30417","auto",NA,NA,NA,NA,NA,"integrifolius",NA,NA,NA
"66","2019-11-21 14:32:10-03","UFJF","CESJ","1801","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","L. Roth","s.n.","1960","09","14","América do Sul","Brasil",NA,NA,"Na baixada do morro, lugar úmido, flores amarelas.","CESJ001801","Angiosperma",NA,"Benth.","G.M.Barroso","Minas Gerais","Lagoa Comprida","BR - 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-06-30 18:31:59-03","UFJF","CESJ","32438","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus integrifolius","R.C. Forzza; M.A. Heluey; F.C. Araújo; A.S.M. Valente","1788","2001","02","08","América do Sul","Brasil",NA,NA,"Subarbusto, entre gramíneas, em solo úmido. Brácteas involucrais verdes. Flores amarelas. Material prensado em álcool.","CESJ032438","Angiosperma",NA,"Baker",NA,"Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, trilha para a Lombada.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,"integrifolius",NA,NA,NA
"68","2019-11-21 14:32:10-03","UFJF","CESJ","38655","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","O.S. Ribas; et al.","3340","2001","03","03","América do Sul","Brasil",NA,NA,"Ereta, até 1m, lígulas e capítulos amarelos. Campo de altitude da encosta do morro.Alt: 1400 m.","CESJ038655","Angiosperma",NA,"Benth.","G. Hatschbach","Santa Catarina","Campo Alegre","Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,"2001","37493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 14:32:10-03","UFJF","CESJ","61809","PreservedSpecimen","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","J.M. Silva; C.A.Andrade","5461","2006","12","20","América do Sul","Brasil",NA,NA,"Ereta, capítulo amarelo. Campo de altitude","CESJ061809","Angiosperma",NA,"Benth.","A.M. Teles","Santa Catarina","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,NA,"2007","22441","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:25:14-03","UNICAMP","UEC","116745","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Fonseca, ML; Alvarenga, D","2149","1999","10","18",NA,"Brazil",NA,NA,"Subarbusto heliófito; cespitoso; caule de cor verde, piloso; folhas cor verde, mambranáceas, dicolores; capítulos amarelo ouro. Ocasional.; Brejo seco. Solo preto, argiloso. Local queimado a 79 dias.","UEC130087","Magnoliopsida",NA,"Bong.","Teles, AM","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Área do Córrego Taquara.","-48.405833","-15.931944","UEC130087","1015","1015","2005",NA,NA,"03","15",NA,"-48.405833","-15.931944",NA,NA,NA,NA
"71","2019-08-20 10:06:37-03","UNICAMP","UEC","129887","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Prado, P; Lewinsohn, TM; Lopes, M; Silva, J","PIC95769","1995","12","13",NA,"Brazil",NA,NA,NA,"UEC130071","Magnoliopsida",NA,"Bong.",NA,"Minas Gerais","Diamantina","Estrada Cons. Matta.","-43.841944","-18.301111","UEC130071",NA,NA,NA,NA,NA,NA,NA,NA,"-43.841944","-18.301111",NA,NA,NA,NA
"72","2019-08-20 10:06:37-03","UNICAMP","UEC","129888","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Prado, P; Lewinsohn, TM; Lopes, M; Silva, J","PIC95636","1995","12","06",NA,"Brazil",NA,NA,NA,"UEC130072","Magnoliopsida",NA,"Bong.",NA,"Minas Gerais","Joaquim Felício","Serra do Cabral, vale córrego Jucão.","-44.288611","-17.709444","UEC130072",NA,NA,NA,NA,NA,NA,NA,NA,"-44.288611","-17.709444",NA,NA,NA,NA
"73","2019-08-20 10:06:37-03","UNICAMP","UEC","129889","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Lewinsohn, TM; Prado, P; Lopes, M; Silva, J","PIC95667","1995","12","07",NA,"Brazil",NA,NA,NA,"UEC130068","Magnoliopsida",NA,"Bong.",NA,"Minas Gerais","Joaquim Felício","Serra do Cabral, vale do Córrego Jucão.","-44.269167","-17.706667","UEC130068",NA,NA,NA,NA,NA,NA,NA,NA,"-44.269167","-17.706667",NA,NA,NA,NA
"74","2021-03-01 16:25:14-03","UNICAMP","UEC","181511","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Oliveira, CC","21","2013","05","14",NA,"Brazil",NA,NA,"Subarbusto de 30a 150 cm de altura.; Campo rupestre.","UEC130083","Magnoliopsida",NA,"Bong.","Teles, AM","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia, trilha para as Agulgas Negras, próximo à base das Agulhas Negras, antes do Riacho.","-44.672778","-22.383556","UEC130083","2419","2419","2013",NA,NA,"09","28",NA,"-44.672778","-22.383556",NA,NA,NA,NA
"75","2021-03-01 16:25:14-03","UNICAMP","UEC","25735","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Leitão Filho, HF; Gouvêa, LSK; Martins, FR; Tamashiro, JY","1436","1981","12","01",NA,"Brazil",NA,NA,"Subarbustivo de 1 m. Flores amarelas.","UEC130076","Magnoliopsida",NA,"Bong.","Teles, AM","Minas Gerais","Pocos de Caldas","Morro do Ferro.","-46.564722","-21.838889","UEC130076",NA,NA,"2005",NA,NA,"03","15",NA,"-46.564722","-21.838889",NA,NA,NA,NA
"76","2021-03-01 16:25:14-03","UNICAMP","UEC","28188","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Hensold, N; Rodrigues, MT; Menezes, NL; Kawasaki, ML","CFCR2795","1982","01","10",NA,"Brazil",NA,NA,"Erva 50 - 1,60 m. Flores amarelas.","UEC130069","Magnoliopsida",NA,"Bong.","Teles, AM","Minas Gerais","Serra Do Caraça","Trilha para Cascatinha.",NA,NA,"UEC130069",NA,NA,"2007",NA,NA,"10","10",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:25:14-03","UNICAMP","UEC","29490","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Shepherd, GJ; Vieira, AOS","12253","1981","01","29",NA,"Brazil",NA,NA,"Herva de 50 cm. Flores amarelas.; Brejo ao lado da estrada.","UEC130077","Magnoliopsida",NA,"Bong.","Teles, AM","Minas Gerais","Andradas","Estrada para Caldas","-46.516861","-22.034528","UEC130077",NA,NA,"2005",NA,NA,"03","15",NA,"-46.516861","-22.034528",NA,NA,NA,NA
"78","2021-03-01 16:25:14-03","UNICAMP","UEC","33223","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Leitão Filho, HF; Yamamoto, K; Martins, AB; Gabrielli, AC","14177","1982","09","09",NA,"Brazil",NA,NA,"Erva 60 cm, capítulos creme, imaturos.; Baixada úmida.","UEC130082","Magnoliopsida",NA,"Bong.","Teles, AM","Minas Gerais","Piumhi",NA,NA,NA,"UEC130082",NA,NA,"2005",NA,NA,"03","15",NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:25:14-03","UNICAMP","UEC","47800","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Morellato, LPC; Carvalho, MC; Meira Neto, JAA; Bernacci, LC; Nogueira-Borges, HB","19887","1987","12","07",NA,"Brazil",NA,NA,"Erva, 1,0 m brácteas amarelas.; Campo rupestre, local encharcado.","UEC130081","Magnoliopsida",NA,"Bong.","Sanches, MC","Goiás","Pirenóplis","Serra dos Pirineus.",NA,NA,"UEC130081",NA,NA,"1992",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:25:14-03","UNICAMP","UEC","49412","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Martins, FR; Silva, AF; Silva, SM; Santin, DA","20274","1987","12","07",NA,"Brazil",NA,NA,"Erva até 80 cm, capítulos amarelos, folhas discolores.; Cerrado, mata, campo rupestre.","UEC130089","Magnoliopsida",NA,"Bong.","Teles, AM","Goiás","Pirenóplis","Serra dos Pirineus.",NA,NA,"UEC130089",NA,NA,"2005",NA,NA,"03","15",NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:25:14-03","UNICAMP","UEC","66733","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Mello-Silva, R; Cordeiro, I; Assis, MC; Pirani, JR","CFCR11511","1987","11","04",NA,"Brazil",NA,NA,"Ervas, ca. 1 m alt. Brácteas involucrais verde-claras e flores inteiramente amarelo-ouro.; Solo arenoso graminoso.","UEC130092","Magnoliopsida",NA,"Bong.","Teles, AM","Minas Gerais","Grão Mogol","Bacia do Ribeirão da Morte.","-42.916667","-16.558333","UEC130092","1000","1150","2005",NA,NA,"03","15",NA,"-42.916667","-16.558333",NA,NA,NA,NA
"82","2021-03-01 16:25:14-03","UNICAMP","UEC","99472","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Longhi-Wagner, HM; Boechat, SC; Araújo, AC; et al.","2927","1996","01","22",NA,"Brazil",NA,NA,"Rara.","UEC130073","Magnoliopsida",NA,"Bong.","Teles, AM","São Paulo","São José do Barreiro","Serra do Bocaina - entrada para a Fazenda Pinheirinhos.","-43.535","-23.67","UEC130073","1800","1800","2007",NA,NA,"09","18",NA,"-43.535","-23.67",NA,NA,NA,NA
"83","2019-08-20 10:06:37-03","UNICAMP","UEC","118423","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Moraes, MD; Oliveira, RC","538","2000","10","26",NA,"Brazil",NA,NA,"herbácea ca. 60 cm, flores amarelas.","UEC130100","Magnoliopsida",NA,"Bong.","Teles, AM","Goiás","Goiás","Vila de São Jorge para Alto Paraíso, Campo úmido.","-50.1403007507324","-15.9343996047974","UEC130100",NA,NA,"2007","63502","auto","09","17",NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:25:14-03","UNICAMP","UEC","135692","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Simões, AO; Singer, RB; Matsumoto, K; Belinello, R","424","1998","11","10",NA,"Brazil",NA,NA,"Erva, 1 m, invólucro esvereado.","UEC130085","Magnoliopsida",NA,"Bong.","Semir, J","Minas Gerais","Carrancas","Toca da Ponte, a cerca de 3 km da cidade.","-44.6425018310547","-21.4874992370605","UEC130085",NA,NA,"2005","21143","auto","01",NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:25:14-03","UNICAMP","UEC","2972","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Shepherd, GJ; Andrade, JB; Andrade, LS; Kinoshita, LS; Tamashiro, JY","3912","1976","12","01",NA,"Brazil",NA,NA,"Subarbusto até 2 m, capítulos amarelo-ovo.; Campo rupestre e cerrado.","UEC130078","Magnoliopsida",NA,"Bong.","Teles, AM","Minas Gerais","Diamantina","Estrada Diamantina a Corinto até 20 km.","-43.6002998352051","-18.2493991851807","UEC130078",NA,NA,"2005","101169","auto","03","15",NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:25:14-03","UNICAMP","UEC","78257","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Leitão Filho, HF; et al.","27711","1992","12","10",NA,"Brazil",NA,NA,"Erva, 80cm, flores amarelas; Campo rupestre","UEC093989","Magnoliopsida",NA,"Bong.","Franco, IM","Minas Gerais","Diamantina","Estrada Diamantina-Mendanha","-43.6002998352051","-18.2493991851807","UEC093989",NA,NA,"2014","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:25:14-03","UNICAMP","UEC","28078","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Giulietti, AM; Furlan, A; Pirani, JR; Cordeiro, I; Rossi, L; Hensold, N; Menezes, NL","CFCR2365","1981","10","30",NA,"Brazil",NA,NA,"Erva 1 m. Capítulos amarelos.; Campo rupestre.","UEC130075","Magnoliopsida",NA,"Bong.","Teles, AM","Minas Gerais","Diamantina","Estrada Diamantina - Sopa, a 25 km de Diamantina. Caminho para São João da Chapada.","-43.6002998352051","-18.2493991851807","UEC130075",NA,NA,"2005","101169","auto","03","15",NA,NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:25:14-03","UNICAMP","UEC","52216","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Andrade, PM","2108","1988","01","13",NA,"Brazil",NA,NA,"Herbáceo. Flores amarelas.; Campo altimontano.","UEC130091","Magnoliopsida",NA,"Bong.","Teles, AM","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca.","-43.793098449707","-21.8425006866455","UEC130091",NA,NA,"2005","30417","auto","03","15",NA,NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:25:14-03","UNICAMP","UEC","2968","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Ramos, E; Garcia, MA; Rosim, R; Monteiro, R","9712","1978","12","14",NA,"Brazil",NA,NA,"Subarbusto até 1,5 m; lígulas amarelas.; Em campos rupestres e matas de altitude.","UEC130070","Magnoliopsida",NA,"Bong.","Teles, AM","Minas Gerais","Santa Bárbara","Serra do Caraça.","-43.4152984619141","-19.959400177002","UEC130070",NA,NA,"2007","33136","auto","10","10",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-01 16:25:14-03","UNICAMP","UEC","2973","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Sarti, SJ; Santos Filho, D","4658","1977","01","20",NA,"Brazil",NA,NA,"Arbusto, flores amarelas.; Nativo em Campo.","UEC130090","Magnoliopsida",NA,"Bong.","Teles, AM","Minas Gerais","São José da Barra","Furnas.","-46.3114013671875","-20.7180995941162","UEC130090",NA,NA,"2005","18099","auto","03","15",NA,NA,NA,NA,NA,NA,NA
"91","2021-03-01 16:25:14-03","UNICAMP","UEC","111851","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Nakajima, JN; Romero, R","705","1994","12","09",NA,"Brazil",NA,NA,"Brácteas esverdeadas. Corola e Estigmas amarelados. Anteras marrom.; Campo limpo. Solo areno-pedregoso, 2 meses após queimada.","UEC130074","Magnoliopsida",NA,"Bong.","Teles, AM","Minas Gerais","São Roque de Minas","4 km após a entrada para a Cachoeira da Casca D'Anta, estrada para Sacramento, PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688","UEC130074",NA,NA,"2005","57119","auto","03","15",NA,NA,NA,NA,NA,NA,NA
"92","2021-03-01 16:25:14-03","UNICAMP","UEC","103178","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Nakajima, JN; Kinoshita, LS","2443","1996","12","10",NA,"Brazil",NA,NA,"Subarbusto ereto. Brácteas esverdeadas. Corola amarelada.; Campo rupestre.","UEC130088","Magnoliopsida",NA,"Bong.","Teles, AM","Minas Gerais","São Roque de Minas","Morro após a nascente do rio São Francisco, Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688","UEC130088",NA,NA,"2005","57119","auto","03","15",NA,NA,NA,NA,NA,NA,NA
"93","2021-03-01 16:25:14-03","UNICAMP","UEC","45035","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Hatschbach, G","44338","1981","11","11",NA,"Brazil",NA,NA,"Ereta, capítulos amarelos.; Campo levemente úmido.","UEC130093","Magnoliopsida",NA,"Bong.","Hatschbach, G","Paraná","Balsa Nova","Purunã.","-49.6356010437012","-25.5839004516602","UEC130093",NA,NA,"1982","27346","auto","02",NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:25:14-03","UNICAMP","UEC","30183","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Sarti, SJ; Santos Filho, D","13495","1982","03","20",NA,"Brazil",NA,NA,"Herbáceo até 1,2 metros, capítulos com flores amarelas.","UEC130079","Magnoliopsida",NA,"Bong.","Leitão Filho, HF","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363","UEC130079",NA,NA,"1982","21048","auto","06","02",NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:25:14-03","UNICAMP","UEC","34973","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Santos Filho, D; Sarti, SJ","15809","1984","03","21",NA,"Brazil",NA,NA,"Herbáceo até1 m; capítulos com flores amarelas.","UEC130080","Magnoliopsida",NA,"Bong.",NA,"São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363","UEC130080",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:25:14-03","UNICAMP","UEC","25053","S","Plantae","Asteraceae","Senecio","adamantinus","Senecio adamantinus","Shepherd, GJ; Shepherd, SLK","12879","1981","01","02",NA,"Brazil",NA,NA,"Erva de até 1,2 m. Capítulos amarelos.","UEC130084","Magnoliopsida",NA,"Bong.","Robinson, H","São Paulo","São José do Barreiro","Serra da Bocaina, estrada S.J. do Barreiro para Silveiras, km 22.","-44.5699996948242","-22.6399993896484","UEC130084","1780","1780","1983","30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
