"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount","infraspecificEpithet","sex"
"11","2020-06-29 11:30:54-03","UFRJ","RFA","30244","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"B. Rambo SJ","54943",NA,"Brasil",NA,NA,"RFA41755",NA,"Emrich-Rambo","1954","02","24","Rio Grande do Sul","Caxias do Sul","Vila Oliva p. Caxias","-51.1794013977051","-29.1681003570557",NA,NA,"1954","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:30:54-03","UFRJ","RFA","30241","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"J. Costa Sacco","1174",NA,"Brasil",NA,"Abundante","RFA41823",NA,"B. Ramobo SJ","1959","05","08","Rio Grande do Sul","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:30:54-03","UFRJ","RFA","30240","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"B. Rambo SJ","57260",NA,"Brasil",NA,NA,"RFA41825",NA,"Emrich-Rambo","1955","10","22","Rio Grande do Sul","Porto Alegre","Vila Manresa para Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:30:54-03","UFRJ","RFA","30277","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"J. Costa Sacco","570",NA,"Brasil",NA,NA,"RFA42265",NA,"B. Ramobo SJ","1956","03","08","Rio Grande do Sul","Pelotas","Cerrito Alegre","-52.3424987792969","-31.771900177002",NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:30:54-03","UFRJ","RFA","30227","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"B. Rambo SJ","54439",NA,"Brasil",NA,"Flor","RFA41799",NA,"Emrich-Rambo","1953","11","12","Rio Grande do Sul","Porto Alegre","Vila Manresa próximo Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"1954","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:32:45-03","EAO","IAN","94393","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Glaziou, AFM","21933","Southern America","Brasil",NA,NA,"IAN094393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:32:45-03","EAO","IAN","105839","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Glechon","origanifolia","Glechon origanifolia","Benth.",NA,"Magalhães, MG","17183","Southern America","Brasil",NA,NA,"IAN105839",NA,NA,NA,NA,NA,"Minas Gerais","Nova Lima","Serra da Mutuca.","-43.8466987609863","-19.9855995178223",NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:32:45-03","EAO","IAN","102485","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Glechon","origanifolia","Glechon origanifolia","Benth.",NA,"Magalhães, MG","1472","Southern America","Brasil",NA,NA,"IAN102485",NA,"Barreto, M","1942","03","29","Minas Gerais","Nova Lima","Canga. Serra do Curral.","-43.8466987609863","-19.9855995178223",NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:32:45-03","EAO","IAN","14276","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Glechon","origanifolia","Glechon origanifolia","Benth.",NA,"Magalhães, MG","1472","Southern America","Brasil",NA,NA,"IAN014276","IAN014276 IAN014276_e","Barreto, M","1942","03","29","Minas Gerais","Nova Lima","Canga. Serra do Curral.","-43.8466987609863","-19.9855995178223",NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:32:18-03","NBC","NL-BOTANY","L.2777792","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Rambo B",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2777792 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2777792","NL-L2777792",NA,"1949","10","21",NA,NA,"Rio Grande do Sul, Morro do Osso, prope Porto Alegre.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:32:18-03","NBC","NL-BOTANY","L.2777794","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Rambo B",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2777794 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2777794","NL-L2777794",NA,"1950","10","18",NA,NA,"Rio Grande do Sul, Sila Mansesa, prope Porto Alegre. *.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:32:18-03","NBC","NL-BOTANY","L.2777795","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Pedersen TM",NA,"Southern America","Argentina",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2777795 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2777795","NL-L2777795",NA,"1977","11","05",NA,NA,"Itacuará, Dept. San Javier, Prov. Misiones.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:32:18-03","NBC","NL-BOTANY","L.2777796","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Pedersen TM",NA,"Southern America","Argentina",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2777796 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2777796","NL-L2777796",NA,"1969","10","10",NA,NA,"Estancia 'Garruchos', Dep. Santo Tomé, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:32:18-03","NBC","NL-BOTANY","L.2777797","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Ekman EL",NA,"Southern America","Argentina",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2777797 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2777797","NL-L2777797",NA,"1907","01","01",NA,NA,"Poisadas vel Banpland. *.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1354464","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Lindeman JC; Irgang BE; Valls JFM",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1354464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1354464","NL-U1354464",NA,"1972","10","09",NA,NA,"Campo Sujo, 22 km S. de Pantano Grande, serra granítica.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1354465","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Rambo B",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1354465 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1354465","NL-U1354465",NA,"1955","11","22",NA,NA,"RGS, Vila Manresa p. P. Alegre, in siccis graminosis.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1354466","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Rambo B",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1354466 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1354466","NL-U1354466",NA,"1953","11","12",NA,NA,"RGS, Vila Manresa p. P. Alegre, in campestribus graminosis.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1354467","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Regnell AF",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1354467 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1354467","NL-U1354467",NA,"1826","11","06",NA,NA,"Prov. Minas Geraïs.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1354468","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Widgren JF",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1354468 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1354468","NL-U1354468",NA,"1845","01","01",NA,NA,"Prov. Minas Geraes.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1354476","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Renvoize SA; Wilmot-Dear CM; Saenz A",NA,"Southern America","Argentina",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1354476 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1354476","NL-U1354476",NA,"1978","10","17",NA,NA,"Misiones, Apostoles, San Jose, Escuela Agrotecnico Don Bosco.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1354477","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Montes JE",NA,"Southern America","Argentina",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1354477 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1354477","NL-U1354477",NA,"1944","01","15",NA,NA,"Prov. Misiones, Dep. Candelaria, ! Loreto.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1354478","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Arbo MM; Ferrucci MS; Solís Neffa VG; Blanco S",NA,"Southern America","Argentina",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1354478 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1354478","NL-U1354478",NA,"1993","09","08",NA,NA,"Misiones, Dep. Candelaria, Ruta 204, camino a Profunidad, 5-10 Km S de Ruta 12.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1354479","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Arbo MM; Ferrucci MS; Solís Neffa VG; Blanco S",NA,"Southern America","Argentina",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1354479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1354479","NL-U1354479",NA,"1993","09","08",NA,NA,"Misiones, Dep. Candelaria, Ruta 204, camino a Profunidad, 5-10 Km S de Ruta 12.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:32:18-03","NBC","NL-BOTANY","WAG.1717908","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Rambo B",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1717908 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1717908","NL-WAG1717908",NA,"1955","11","22",NA,NA,"RGS, Vila Manresa p. P. Alegre, in siccis graminosis.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:32:18-03","NBC","NL-BOTANY","L.2777813","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Glechon","squarrosa","Glechon squarrosa","Benth.",NA,"Berol H",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2777813 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2777813","NL-L2777813",NA,"1833","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:11:32-03","ESALQ","ESA","121793","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata",NA,NA,"Montes, J.E.","583.0",NA,"Argentina",NA,NA,"ESA121793","ESA121793","Crespo, S.","1947","11","01","Misiones",NA,"Departamento Candelaria Loreto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:11:32-03","ESALQ","ESA","107151","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Romão, G.O. ; Dantas, A.P.T.","1906.0",NA,"Brasil",NA,"Erva, base procumbente, até 10cm alt.; corola branca.","ESA107151","ESA107151","Antar, G.M.","1905","06","28","Rio Grande do Sul","São Francisco de Paula","Campos de Cima da Serra; rodovia RS-110, entre Bom Jesus e São Francisco de Paula, ca. 200m do trevo para Tainhas no Km 10 da rodovia; defronte ao alambrado da empresa TBG.","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:11:32-03","ESALQ","ESA","121797","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata","origanifolia",NA,"Duarte, A.P.","624.0",NA,"Brasil",NA,NA,"ESA121797","ESA121797","Pereira, C.","1946","11","01","Minas Gerais","Carandaí","Km 416.","-43.8064002990723","-20.9535999298096",NA,NA,"1964","23079","auto",NA,"04","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:11:32-03","ESALQ","ESA","126093","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata",NA,NA,"Sobral, M.","15020.0",NA,"Brasil",NA,NA,"ESA126093","ESA126093","Sobral, M.","1905","07","04","Minas Gerais","Ouro Branco",NA,"-43.6918983459473","-20.5207996368408",NA,NA,"1905","13809","auto",NA,"07","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:11:32-03","ESALQ","ESA","60458","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata",NA,NA,"Jarenkow, J.A.","3544.0",NA,"Brasil",NA,NA,"ESA060458","ESA060458",NA,"1997","07","28","Rio Grande do Sul","Cerro Grande do Sul",NA,"-51.7522010803223","-30.5969009399414",NA,NA,NA,"14509","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:11:32-03","ESALQ","ESA","132471","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Queiroz, L.P. ; Machado, M.C.","12329.0",NA,"Brasil",NA,NA,"ESA132471","ESA132471","Antar, G.M.","2006","11","10","Rio Grande do Sul","Santana da Boa Vista",NA,"-53.1152992248535","-30.8719005584717",NA,NA,"2019","47489","auto",NA,"07","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:31:16-03","MN","R","11488","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Glaziou, A.F.M.","21933 a",NA,"Brasil",NA,"Plantas do Brasil Central","R000011488","R000011488_001",NA,"1894","08","18","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:31:16-03","MN","R","11493","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Glechon","origanifolia","Glechon origanifolia","Benth.",NA,"Glaziou, A.F.M.","18389",NA,"Brasil",NA,"Plantas do Brasil Central","R000011493","R000011493_001",NA,"1891","03","09","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-02-15 11:40:35-02","IPA","IPA","10128","S","Plantae","Plantae",NA,"Lamiaceae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Pickel, B.","5488","Southern America","Brasil",NA,"Erva com flor branca.","IPA0010128",NA,"Epling","1941","11","10","São Paulo","São Paulo","Bosque, em campo alto.","-46.6300010681152","-23.5400009155273",NA,NA,"1942","53584","auto",NA,"03","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:30:13-03","IAP","PACA-AGP","54943","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Rambo, B.",NA,NA,"Brasil",NA,"sicher, 7,8,1954. fl. Habitat: in campstribus saxosis","PACA054943",NA,"B. Rambo SJ","1954","02","24","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"1954","49662","auto","Magnoliatae","08","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:30:13-03","IAP","PACA-AGP","64038","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Sacco","570",NA,"Brasil",NA,"sicher, 14.9.1958. fl.; Habitat: in campestribus saxosis","PACA064038",NA,"Emrich-Rambo","1956","03","08","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,"1958","51462","auto","Magnoliatae","09","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:30:13-03","IAP","PACA-AGP","68920","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Glechon","ciliata","Glechon ciliata","Benth.",NA,"Edegar",NA,NA,"Brasil",NA,"Herb. PEL 8821.; flores amarelo claras","PACA068920",NA,"Sobral","1973","11","07","RS","Piratini",NA,"-53.1041984558105","-31.4480991363525",NA,NA,"1987","62286","auto","Magnoliatae","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
