"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","recordNumber","continentOcean","class","order","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","fieldNumber","preparationType","infraspecificEpithet","individualCount","typeStatus","relatedCatalogItem","previousCatalogNumber","sex"
"43","2009-10-26 23:35:00-02","MO","MOBOT","2782304","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G. Don",NA,"Ludwig Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Riedel s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2011-06-27 08:42:00-03","MO","MOBOT","2782305","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G. Don",NA,"F. Sellow","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sellow 131","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2014-09-17 05:30:00-03","MO","MOBOT","2782308","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G. Don",NA,"Sérgio C. de Sant'Ana","2000","8","16","Brazil","Bahia",NA,"Santa Cruz Cabrália: ca. 14 km na estrada que liga Santo André em direção a Belmomte. Restinga arbórea.","-38.96944","-16.16722",NA,NA,NA,NA,NA,"Sant'Ana 940","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","2782313","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G. Don",NA,"N.E. Brown","1878","9","2","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brown s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2018-12-10 13:05:00-02","MO","MOBOT","101088290","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G. Don",NA,"José R. Pirani|Daniela C. Zappi",NA,NA,NA,"Brazil","Espírito Santo","Cachoeiro de Itapemirim",NA,"-41.1128005981445","-20.8488998413086","35694",NA,NA,"auto",NA,"Pirani 1150","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-10 04:40:00-03","MO","MOBOT","101086583","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G. Don",NA,"H. C. de Lima",NA,NA,NA,"Brazil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094",NA,NA,"auto",NA,"Lima 1658","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-05-02 04:38:00-03","MO","MOBOT","101088989","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G. Don",NA,"Lívia G. Temponi|C. R. M. Abreu",NA,NA,NA,"Brazil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105","47209",NA,NA,"auto",NA,"Temponi 269","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2018-12-10 13:05:00-02","MO","MOBOT","101089688","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G. Don",NA,"M. A. Nadruz Coelho",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344","38539",NA,NA,"auto",NA,"Nadruz Coelho 1502","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-05-02 04:38:00-03","MO","MOBOT","101088997","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffm.) G. Don",NA,"Lívia G. Temponi|et al.",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344","38539",NA,NA,"auto",NA,"Temponi 315","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","922891","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium elongellum","Engl.","Graziela","Diogo, Julius Cesar","1905","2","24","Brazil",NA,NA,"Petropolis",NA,NA,NA,NA,NA,NA,NA,"Diogo s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"elongellum",NA,NA,NA,NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","922894","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium elongellum","Engl.",NA,"Auguste F.M. Glaziou","1888","6","2","Brazil",NA,NA,"Quinta",NA,NA,NA,NA,NA,NA,NA,"Glaziou 16511","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"elongellum",NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","922891","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium elongellum","Engl.","Graziela","Diogo, Julius Cesar","1905","2","24","Brazil",NA,NA,"Petropolis",NA,NA,NA,NA,NA,NA,NA,"Diogo s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"elongellum",NA,NA,NA,NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","922894","PreservedSpecimen","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium elongellum","Engl.",NA,"Auguste F.M. Glaziou","1888","6","2","Brazil",NA,NA,"Quinta",NA,NA,NA,NA,NA,NA,NA,"Glaziou 16511","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"elongellum",NA,NA,NA,NA,NA
"56","2020-01-09 11:37:24-03","UNIOESTE","UNOP","10502","S","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don","Nadruz, M.","Camelo, M.C.; Temponi, L.G.; Nadruz, M.; Ribeiro, R.; Temponi, L.G.; Nadruz, M.; Ribeiro, R.","2018","11","14","Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro. PESB, Trilha para a Pedra do Muriqui.","-42.48","-20.722778",NA,"Dentro da Mata. Pecíolo verde, cilíndrico, genículo saliente, lâmina foliar verde, linear a oblongo-lanceolada, membranácea, fortememte discolor, sem pontuações negras, nervura central verde em ambas as faces, obtuso na base e levemente agudo no ápic",NA,NA,NA,"39",NA,NA,NA,NA,"-42.48","-20.722778","1328","1328","2018","11","14",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-01-09 11:37:24-03","UNIOESTE","UNOP","10499","S","Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","(Hoffmanns.) G.Don","Nadruz, M.","Camelo, M.C.; Temponi, L.G.; Nadruz, M.; Ribeiro, R.; Temponi, L.G.; Nadruz, M.; Ribeiro, R.","2018","11","13","Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro. PESB, Trilha para a Pedra do Pato","-42.469722","-20.732778",NA,"Catafilos e profilos fibrosos, raízes vináceas, pecíolo verde, obtuso na abaxial, sulcado com margens agudas na adaxial, genículo saliente, curvo, lâmina foliar verde, linear a oblongo-lanceolada, membranácea, fortemente discolor, base obtusa, ápice",NA,NA,NA,"37",NA,NA,NA,NA,"-42.469722","-20.732778","1198","1198","2018","11","13",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","51316",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/27-03-2018","I.V. Damaceno","2012","11","02","Brasil","Espírito Santo","Ecoporanga","Patrimônio do Dois, Córrego do Paraiso, Mata do Tabernaculo","-40.8306007385254","-18.3733005523682","46687",NA,"MBML051316","auto",NA,"170",NA,NA,NA,"MBML051316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-07-10 09:43:27-03","MBML","MBML-HERBARIO","26504",NA,"Plantae","Araceae","Anthurium","cf. longifolium","Anthurium cf. longifolium","G.Don","R.T. Valadares/27-03-2018","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2006","05","25","Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Reinaldo Bautz","-40.534722","-19.3325",NA,"Rupícola, inflorescência vinho. Solo raso, mata alterada.","MBML026504",NA,NA,"2362",NA,NA,NA,"MBML026504","40W32'5","19S19'57","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-07-10 09:43:27-03","MBML","MBML-HERBARIO","29486",NA,"Plantae","Araceae","Anthurium","cf. longifolium","Anthurium cf. longifolium","G.Don","R.T. Valadares/27-03-2018","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","2007","03","21","Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.549389","-19.345972",NA,"Herbácea espádice marrom. Sobre rocha, interior de mata.","MBML029486",NA,NA,"3338",NA,NA,NA,"MBML029486","40W32'57,8","19S20'45,5","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-10 09:43:27-03","MBML","MBML-HERBARIO","30016",NA,"Plantae","Araceae","Anthurium","cf. longifolium","Anthurium cf. longifolium","G.Don","R.T. Valadares/27-03-2018","V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","2007","04","24","Brasil","Espírito Santo","Governador Lindenberg","Morelo, propr.: Fernando Nicolli","-40.457778","-19.148611",NA,"Epífita 2m espata e espádice marrom. Interior de mata.","MBML030016",NA,NA,"3759",NA,NA,NA,"MBML030016_1 MBML030016_2","40W27'28","19S8'55","110","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-07-10 09:43:27-03","MBML","MBML-HERBARIO","34854",NA,"Plantae","Araceae","Anthurium","cf. longifolium","Anthurium cf. longifolium","G.Don","R.T. Valadares/27-03-2018","A. P. Fontana; et al","2008","05","04","Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.533333","-20.266667",NA,NA,"MBML034854",NA,NA,"5157",NA,NA,NA,"MBML034854","40W31'60","20S16'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-07-10 09:43:27-03","MBML","MBML-HERBARIO","39073",NA,"Plantae","Araceae","Anthurium","cf. longifolium","Anthurium cf. longifolium","G.Don","R.T. Valadares/27-03-2018","L. Kollmann; B.Schwartsburd, A.P.Fontana & P.Labiak Evangelista.","2009","01","15","Brasil","Espírito Santo","Nova Venécia","APA da Pedra do Elefante. Serra de Baixo, Fazenda Neblina. Floresta Estacional Semidecidual.","-40.445556","-18.786944",NA,"Planta rupícola na sombra, espádice vináceo, espata seca.","MBML039073",NA,NA,"11409",NA,NA,NA,"MBML039073","40W26'44","18S47'13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-07-10 09:43:27-03","MBML","MBML-HERBARIO","46239",NA,"Plantae","Araceae","Anthurium","cf. longifolium","Anthurium cf. longifolium","G.Don","R.T. Valadares/27-03-2018","L. Kollmann; A. P. Fontana","2013","05","15","Brasil","Espírito Santo","Santa Teresa","Alto Rio Perdido","-40.741389","-19.827222",NA,"Terrestre na sombra, bracteas verdes.","MBML046239",NA,NA,"12711",NA,NA,NA,"MBML046239","40W44'29","19S49'38","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","10251",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/27-03-2018","L. Kollmann; E. Bausen & W. Pizziolo","1999","04","06","Brasil","Espírito Santo","Santa Teresa","Estrada do Vinte e Cinco de Julho","-40.615","-19.861111",NA,"Planta rupícola na sombra. Espiga púrpura.","MBML010251",NA,NA,"2396",NA,NA,NA,"MBML010251","40W36'54","19S51'40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-08-21 15:50:48-03","MBML","MBML-HERBARIO","13208",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","M. Nadruz/10-04-2003","V. Demuner; et al","2000","07","26","Brasil","Espírito Santo","Santa Teresa","Rio Quinze de Agosto","-40.565278","-19.784444",NA,"Rupícola. Espata de cor verde, espádice marrom. Ambiente aberto e ensolarado.","MBML013208",NA,NA,"1290",NA,NA,NA,"MBML013208","40W33'55","19S47'4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","13219",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","M. Nadruz/10-04-2003","V. Demuner; et al","2000","07","27","Brasil","Espírito Santo","Santa Teresa","Várzea Alegre","-40.795833","-19.887222",NA,"Rupícola, inflorescência cinza escuro. Subida da cachoeira, ambiente sombreado.","MBML013219",NA,NA,"1316",NA,NA,NA,"MBML013219","40W47'45","19S53'14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","1348",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","M. Nadruz/10-04-2003","J. A. R. Bittencourt","1976","07","14","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia","-40.510556","-19.823611",NA,NA,"MBML001348",NA,NA,"118",NA,NA,NA,"MBML001348","40W30'38","19S49'25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","14059",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","M. Nadruz/10-04-2003","V. Demuner; et al","2000","11","30","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Prop. A. Bringenti","-40.593889","-19.973333",NA,"Epífita 3m de altura, inflorescência jovem de cor verde, adulta com espata de cor verde e espádice de cor marrom. Área sombreada, meio úmida.","MBML014059",NA,NA,"1542",NA,NA,NA,"MBML014059","40W35'38","19S58'24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","16753",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","M. Nadruz/16-09-2002","R.R. Vervloet; et al","2002","04","02","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Epífita, a 1m do solo, inflorescência avermelhada, folhas verde escuras na parte dorsal, verde clara parte ventral.","MBML016753",NA,NA,"56",NA,NA,NA,"MBML016753","40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","17087",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","M. Nadruz/10-04-2003","L. Kollmann; et al","2002","08","07","Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875278","-19.942778",NA,"Rupícola na meia sombra. Espigas vináceas.","MBML017087",NA,NA,"5675",NA,NA,NA,"MBML017087","40W52'31","19S56'34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","17593",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","R.R. Vervloet; et al","2002","10","03","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Epífita, meia encosta, dossel 8m, local rochoso, inflorescência vinho, altitude 830m.","MBML017593",NA,NA,"1152",NA,NA,NA,"MBML017593","40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","23159",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","L. Kollmann; et al","2004","10","16","Brasil","Espírito Santo","São Roque do Canaã","Distrito São Jacinto, Militon","-40.608333","-19.725",NA,"Rupestre, na sombra. Inflorescência vinácea.","MBML023159",NA,NA,"7051",NA,NA,NA,"MBML023159","40W36'30","19S43'30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","23663",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","A. P. Fontana; et al","2004","10","16","Brasil","Espírito Santo","São Roque do Canaã","Militon","-40.608333","-19.725",NA,"Herbácea, umbrófila. Inflorescência cinza.","MBML023663",NA,NA,"928",NA,NA,NA,"MBML023663","40W36'30","19S43'30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","25534",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","A. P. Fontana; et al","2005","04","29","Brasil","Espírito Santo","Santa Teresa","Bela Vista","-40.604167","-19.780556",NA,"Terrestre, espada verde, espádice marrom","MBML025534",NA,NA,"1393",NA,NA,NA,"MBML025534","40W36'15","19S46'50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","25947",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/27-03-2018","L. Kollmann; et al","2006","05","11","Brasil","Espírito Santo","Santa Teresa","Santo Anselmo","-40.573056","-19.836944",NA,"Rupestre na meia sombra. Espádice vináceo.","MBML025947",NA,NA,"9039",NA,NA,NA,"MBML025947","40W34'23","19S50'13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","30318",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","V. Demuner; R. R. Vervloet, T. Cruz e Elias Bausen.","2007","06","14","Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Sônia (Reinaldo Bautz)","-40.535556","-19.335556",NA,"Rupícola espádice marrom. Interior de mata.","MBML030318",NA,NA,"4259",NA,NA,NA,"MBML030318","40W32'8","19S20'8","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","30369",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","V. Demuner; R. R. Vervloet, T. Cruz e Elias Bausen.","2007","06","12","Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Deoclécio. Lorenccini","-40.515278","-19.354444",NA,"Rupícola espádice marrom, espata verde. Interior de mata.","MBML030369",NA,NA,"4194",NA,NA,NA,"MBML030369","40W30'55","19S21'16","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","31044",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","R.R. Vervloet; V. Demuner, E. Bausen","2007","08","01","Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416389","-19.248889",NA,"Rupícula, infrutescência de cor vinho.","MBML031044",NA,NA,"3057",NA,NA,NA,"MBML031044","40W24'59","19S14'56","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","31046",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","R.R. Vervloet; V. Demuner, E. Bausen","2007","08","01","Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416389","-19.248889",NA,"Rupícula, infrutescência de cor vinho, espata seca. Em cultivo.","MBML031046",NA,NA,"3062",NA,NA,NA,"MBML031046","40W24'59","19S14'56","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","31802",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","V. Demuner; T. A. Cruz e R. R. Vervloet.","2007","11","05","Brasil","Espírito Santo","Governador Lindenberg","Morelo. propr.:Fernando Nicolli","-40.457778","-19.146389",NA,"Epífita 2m espádice vinho, espata verde. Interior de mata alterada.","MBML031802",NA,NA,"4453",NA,NA,NA,"MBML031802","40W27'28","19S8'47","120","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","31883",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","V. Demuner; T. A. Cruz e R. R. Vervloet.","2007","11","06","Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Grassi","-40.416389","-19.248889",NA,"Rupícola espata e espádice vinho. Interior de mata alterada.","MBML031883",NA,NA,"4467",NA,NA,NA,"MBML031883","40W24'59","19S14'56","280","280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","32904",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","R.R. Vervloet; V. Demuner, E. Bausen","2007","08","01","Brasil","Espírito Santo","Rio Bananal","Alto Rio Bananal","-40.416389","-19.248889",NA,"Rupícola, estéril em cultivo. (Herborizada por R.R. Vervloet em 21/01/2008: flrutos de cor vinho.","MBML032904",NA,NA,"3066",NA,NA,NA,"MBML032904","40W24'59","19S14'56","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","32908",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","V. Demuner; R. R. Vervloet, T. Cruz e Elias Bausen.","2007","06","14","Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Sônia (Reinaldo Bautz)","-40.535556","-19.335556",NA,"Rupícola, estéril (SÓ CULTIVO). Interior de mata. Herborizada por R.R. Vervloet em 21/01/2008: espata e espádice de cor vinho.","MBML032908",NA,NA,"4261",NA,NA,NA,"MBML032908","40W32'8","19S20'8","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","36096",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","R. C. Forzza; et al","2008","07","16","Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.432778","-18.7825",NA,NA,"MBML036096",NA,NA,"5142",NA,NA,NA,"MBML036096","40W25'58","18S46'57","154","154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","37997",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","A. M. Assis; Valdir G. Demuner","2008","01","25","Brasil","Espírito Santo","Itapemirim","Fazenda do Ouvidor - Usina Paineiras. Fragmento 125 ha (altitude 20-100 m). Acesso pela Rodovia ES-490, entrada à esquerda, 2,5 km após o trevo da SAFRA, em direção à Marataízes","-41.045556","-20.931667",NA,"Epífita. Bráctea e inflorescência vinosas. Interior da Mata. Floresta Estacional Semidecidual em Estágio Avançado de Regeneração.","MBML037997",NA,NA,"1365",NA,NA,NA,"MBML037997","41W2'44","20S55'54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","38720",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/27-03-2018","C. N. de Fraga; R.C.Forzza, L.Kollmann & P.Labiak","2008","10","21","Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas. Pau Amarelo, ex-Condomínio Rural Cantinho do Céu. Floresta Ombrófila Densa Montana","-40.55","-20.266667",NA,"Epífito, ciófilo. Folhas verde discolores, pecíolos cilindrico, pulvino proeminente. Inflorescência com espata pendente verde-avermelhado, espádice vinho.","MBML038720",NA,NA,"2301",NA,NA,NA,"MBML038720","40W32'60","20S16'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","38887",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","C. N. de Fraga; A.P.Fontana, R.Goldenberg, L.Kollmann, A.M.Amorim, L.Daneu & J.Meirelles","2009","04","11","Brasil","Espírito Santo","Santa Leopoldina","Reserva Biológica Duas Bocas. Boqueirão do Santilho, floresta na beira da estrada. Floresta Ombrófila Densa Montana.","-40.498611","-20.225556",NA,"Rupícola. Folhas verde brilhosas, pecíolo cilindrico.espata vede avermelhada pendente, espádice vinoso.","MBML038887",NA,NA,"2478",NA,NA,NA,"MBML038887","40W29'55","20S13'32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","41348",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","A. M. Assis; Valdir G. Demuner; Karla Fabiola O. Faria","2008","03","15","Brasil","Espírito Santo","Itapemirim","Fazenda do Ouvidor - Usina Paineiras. Porção oeste do Fragmento de 600 ha. Acesso pela Rodovia ES-490.","-41.047222","-20.938056",NA,"Epífita. Espata e espádice marrons. Interior da Mata. Floresta Estacional Semidecidual em Estágio Avançado de Regeneração.","MBML041348",NA,NA,"1447",NA,NA,NA,"MBML041348","41W2'50","20S56'17","20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-07-10 09:43:28-03","MBML","MBML-HERBARIO","41444",NA,"Plantae","Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","R.T. Valadares/15-08-2016","L. Kollmann; Milton Gropo","2011","03","29","Brasil","Espírito Santo","Santa Teresa","estrada 25 de julho, terr. Fracalossi","-40.610556","-19.84",NA,"Planta rupicola na sombra.","MBML041444",NA,NA,"12250",NA,NA,NA,"MBML041444","40W36'38","19S50'24","280","280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
