"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2020-06-29 11:29:40-03","UFRJ","RFA","28633","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","J.A. Lombardi; J.R. Stehmann; R.C. Moura; L.G. Temponi","2003","08","23",NA,"Brasil","Minas Gerais",NA,NA,"Erva epífita, pedúnculo e brácteas rosados, flores brancas de ápice rosado. Prensado em álcool","RFA51289",NA,NA,"Klotzsch ex Mez","5448","Fazenda Duas Barras","774","774","L.M. Versieux","Santa Maria do Salto","-40.047222","-16.411389",NA,"2004","04","27","40º2'50''W","16º24'41''S",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:27:37-03","UFBA","ALCB","36862","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","Carvalho, AM de; Amorim, AMA; Sant'Ana, SC de; Jardim, JG; Souza, GR; Cruz, NB","1994","10","25","Southern America","Brasil","Bahia",NA,NA,"epífita. Folhas simples. Botões róseos, flores com brácteas cinzentas. Ocasional.; Mata de encosta em grotão entre os dois morros. Afloramento rochoso de arenito.","ALCB010432","Monocotyledon",NA,"Klotzsch ex Mez","PCD954","Chapada Diamantina, Morro do Pai In cio","1080","1080","Martinelli, G; Wanderley, MGL","Palmeiras","-41.466667","-12.45","ALCB010432","1997","10",NA,"-41.466667","-12.45",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:27:37-03","UFBA","ALCB","36873","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","Giulietti, AM; Funch, L; Santos, ES; Paraguassu, A; Silva, MP da; Argôlo, AS","1995","02","04","Southern America","Brasil","Bahia",NA,NA,"epífita, principalmente na parte superior do tronco. Folhas simples. Frutos jovens de cor verde. Ocasional.; Mata de encosta com muitas gramíneas e marantáceas, ao longo do riacho pedregoso seco. Areno-argiloso afloramentos rochosos.","ALCB010433","Monocotyledon",NA,"Klotzsch ex Mez","PCD1541","Chapada Diamantina, Morro do Pai In cio","1080","1080","Martinelli, G; Wanderley, MGL","Palmeiras","-41.470833","-12.455556","ALCB010433","1997","10",NA,"-41.470833","-12.455556",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:27:37-03","UFBA","ALCB","73914","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","Sousa, DC de; Santana, FA; Nogueira, TF; Santos, JS; Valadão, RM; Carvalho, G","2006","06","15","Southern America","Brasil","Bahia",NA,NA,"Epífita. Folhas rosuladas cartáceas. Inflorecência com botões róseos. Flores liláses.; Trilha do Vale do Jajai","ALCB010435","Monocotyledon",NA,"Klotzsch ex Mez","35","Piemonte da Diamantina","812","812","Fiorato, L","Miguel Calmon","-40.538056","-11.3975","ALCB010435","2009","11","03","-40.538056","-11.3975",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:27:37-03","UFBA","ALCB","75253","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","Guedes, ML; Santos, JS; Carvalho, G; Valadão, RM; Alunos de Botânica III","2006","10","14","Southern America","Brasil","Bahia",NA,NA,"Folhas rosuladas, vilosas, com indumento esbranquiçado. Inflorescência com brácteas róseas. Ocasional.","ALCB010434","Monocotyledon",NA,"Klotzsch ex Mez","12742","Chapada Diamantina, Pico do Barbado",NA,NA,"Fiorato, L","Abaíra","-41.65","-13.233333","ALCB010434","2009","11","04","-41.65","-13.233333",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:12:29-03","NBC","NL-BOTANY","U.1168153","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Saunders SGE","1960","08","15","Southern America","Peru",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1168153 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1168153",NA,"Poales","Ruiz & Pav.",NA,"5 kms from Tarma on road from San Ramon, Distr. & Prov. of Tarma, Dept. of Junin.",NA,NA,NA,NA,NA,NA,"NL-U1168153",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:12:29-03","NBC","NL-BOTANY","U.1168151","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Heel ACS van","1959","10","01","Southern America","Peru",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1168151 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1168151",NA,"Poales","Ruiz & Pav.",NA,"Woestijn 30 km oost van Lima.",NA,NA,NA,NA,NA,NA,"NL-U1168151",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:12:29-03","NBC","NL-BOTANY","U.1168152","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Ellenberg H","1957","08","19","Southern America","Peru",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1168152 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1168152",NA,"Poales","Ruiz & Pav.",NA,"40 km südl. Camana Tillandsien-Grupen, 1000m.",NA,NA,NA,NA,NA,NA,"NL-U1168152",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:12:29-03","NBC","NL-BOTANY","U.1168154","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Ellenberg H","1957","08","20","Southern America","Peru",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1168154 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1168154",NA,"Poales","Ruiz & Pav.",NA,"42km östl. Ilo, Tillandsien-Düne, 1000m.",NA,NA,NA,NA,NA,NA,"NL-U1168154",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:26:06-03","MN","R","225665","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","Alves, R.J.V.","2006","05","18",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"R010002015",NA,NA,"Klotzsch ex Mez","7688","Ilha do Cabo Frio",NA,NA,NA,"Arraial do Cabo","-42.0278015136719","-22.966100692749","R010002015",NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA
"21","2021-01-14 15:26:06-03","MN","R","227475","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","Rogério, M. 106; Silva, N.","2006",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,"R010001962",NA,NA,"Klotzsch ex Mez",NA,"Ilha do Cabo Frio",NA,NA,NA,"Arraial do Cabo","-42.0278015136719","-22.966100692749","R010001962",NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA
"22","2021-01-14 15:26:06-03","MN","R","228220","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","Paixão-Souza, B. 372; Couto, D.R. ; Kessous, I.M. & Fontana, A.P.","2014","04","06",NA,"Brasil","Bahia",NA,NA,NA,"R010002170",NA,NA,"Klotzsch ex Mez",NA,"Serra da Fumaça",NA,NA,"Paixão-Souza, B.","Pindobaçu","-40.3608016967773","-10.7417001724243","R010002170","2014","04","06",NA,NA,NA,"20730","auto",NA,NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0037827","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Wendy Hodgson; Ted Anderson, Joe McAuliffe, K. & Fred Katterman, Camilo Diaz, C. Ostolaza, Guido Lombardi","1994","3","4",NA,"Peru","Lima",NA,NA,"Common, this one growing on Haageocereus, flowers lilac colored.",NA,"Magnoliophyta","Poales","Ruiz & Pav.","8012","In the Chillon Valley 4 km E of Yangas or 3 km E of Santa Rosa de Quives.","840",NA,"Michael Dillon",NA,"-76.9628","-11.6956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0037826","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Wendy Hodgson; Ted Anderson, Joe McAuliffe, K. & Fred Katterman, Camilo Diaz, C. Ostolaza, Guido Lombardi","1994","2","22",NA,"Peru","Arequipa",NA,NA,"Plants very local, rootless, flower pink-maroon, attractive.",NA,"Magnoliophyta","Poales","Ruiz & Pav.","7910-A","31 km SE of Camana at km 860.","870",NA,"Nancy Hensold",NA,"-72.5963","-16.5462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:19:29-03","MBM","MBM","230211","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","Laessoe, T.; et al.; et al.","1992","03","20","Southern America","Brazil","Bahia",NA,NA,NA,"MBM230211",NA,NA,"Klotz.","s.n.","Serra do Rei",NA,NA,"Wanderley, M.G.L.","Abaíra","-41.6636009216309","-13.2496995925903","MBM230211",NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA
"26","2019-08-15 09:04:27-03","UESC","UESC","11865","S","Plantae","Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","Fontoura, T.","2006","07","28",NA,"Brasil","Bahia",NA,NA,"Mata higrófila densa, próxima à área alagada.; Planta epífita.","UESC0011865","Angiospermae","Florideophycidae","Klotzsch ex Mez","493",NA,NA,NA,NA,"Una","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"Monocotyledoneae","36070","auto",NA,NA,NA,NA,NA
"27","2019-08-15 09:04:27-03","UESC","UESC","2530","S","Plantae","Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","L.A.Mattos Silva","1998","09","02",NA,"Brasil","Bahia",NA,NA,"Vegetação de Mata Higrófila Sul Baiana (Mata Atlântica). Coletas na mata.; Epífita sobre cacaueiro.","UESC0002530","Angiospermae","Florideophycidae","Klotzsch ex Mez","3862",NA,NA,NA,NA,"Una","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"Monocotyledoneae","36070","auto",NA,NA,NA,NA,NA
"28","2019-08-15 09:04:27-03","UESC","UESC","5147","S","Plantae","Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","Fontoura, T.","2000","04","21",NA,"Brasil","Bahia",NA,NA,"Mata de cabruca.; Epífita na copa.","UESC0005147","Angiospermae","Florideophycidae","Klotzsch ex Mez","453",NA,NA,NA,NA,"Una","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"Monocotyledoneae","36070","auto",NA,NA,NA,NA,NA
"29","2015-09-28 18:49:29-03","MNHN","RECOLNAT_MNHN_P","P00753268","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Dombey, J.",NA,NA,NA,NA,"Pérou",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753268' target='other'> <mi>dwc_moreinfo</mi></a>","P00753268",NA,NA,"Ruiz & Pav.",NA,"Habitat in collibus altis Limae et Arnedo",NA,NA,NA,NA,NA,NA,"P00753268_01 P00753268_02",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","142",NA,NA,NA
"30","2017-12-20 16:36:41-02","MNHN","RECOLNAT_MNHN_P","P00753269","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Dombey, J.",NA,NA,NA,NA,"Pérou",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753269' target='other'> <mi>dwc_moreinfo</mi></a>","P00753269",NA,NA,"Ruiz & Pav.",NA,"Habitat in collibus altis Limae et Arnedo",NA,NA,"Smith",NA,NA,NA,"P00753269_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","142",NA,NA,NA
"31","2015-09-03 21:19:03-03","MNHN","RECOLNAT_MNHN_P","P01641450","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Infantes, J.","1959","8","16",NA,"Peru",NA,"hb",NA,"Plantas del Perú. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641450' target='other'> <mi>dwc_moreinfo</mi></a>","P01641450",NA,NA,"Ruiz & Pav.",NA,"Perú. Arequipa, Cusco. Peru",NA,NA,NA,NA,NA,NA,"P01641450_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6267",NA,NA,NA
"32","2015-09-03 21:19:03-03","MNHN","RECOLNAT_MNHN_P","P01641451","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Hutchison, P.C.|Wright, J.K.","1964","5","11",NA,"Peru",NA,"hb",NA,"Seventh Botanical Garden Expedition to the Andes, 1963-1964 Director, Paul C. Hutchison. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641451' target='other'> <mi>dwc_moreinfo</mi></a>","P01641451",NA,NA,"Ruiz & Pav.",NA,"Province of Casma, Department of Ancash. On the Pan American Highway, 58km north of Huarmey, km335 north of Lima. Peru","150",NA,NA,NA,NA,NA,"P01641451_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5012",NA,NA,NA
"33","2015-09-03 21:19:03-03","MNHN","RECOLNAT_MNHN_P","P01641453","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Martinet",NA,NA,NA,NA,"Peru",NA,"hb",NA,". s.d. Reçu le 27 Décembre 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641453' target='other'> <mi>dwc_moreinfo</mi></a>","P01641453",NA,NA,"Ruiz & Pav.",NA,"Pérou. Peru",NA,NA,NA,NA,NA,NA,"P01641453_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1420",NA,NA,NA
"34","2015-09-03 21:19:03-03","MNHN","RECOLNAT_MNHN_P","P01641454","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Martinet, M.",NA,NA,NA,NA,"Peru",NA,"hb",NA,". s.d. Reçu le 27 décembre 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641454' target='other'> <mi>dwc_moreinfo</mi></a>","P01641454",NA,NA,"Ruiz & Pav.",NA,". Peru",NA,NA,NA,NA,NA,NA,"P01641454_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"548",NA,NA,NA
"35","2015-09-03 21:19:03-03","MNHN","RECOLNAT_MNHN_P","P01641455","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Martinet",NA,NA,NA,NA,"Peru",NA,"hb",NA,". s.d. Reçu le 27 Décembre 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641455' target='other'> <mi>dwc_moreinfo</mi></a>","P01641455",NA,NA,"Ruiz & Pav.",NA,"Pérou. Peru",NA,NA,NA,NA,NA,NA,"P01641455_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1420",NA,NA,NA
"36","2018-01-09 11:57:13-02","MNHN","RECOLNAT_MNHN_P","P06823790","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Emperaire, L.","1982","8","25",NA,"Equador",NA,"hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06823790' target='other'> <mi>dwc_moreinfo</mi></a>","P06823790",NA,NA,"Spreng.",NA,"Province de Loja. Equador","2090",NA,NA,NA,NA,NA,"P06823790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1100",NA,NA,NA
"37","2015-09-03 21:21:30-03","MNHN","RECOLNAT_MNHN_P","P01641645","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","Saint-Hilaire, A. de","1816","1","1",NA,"Brésil","Rio de Janeiro","hb",NA,"Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641645' target='other'> <mi>dwc_moreinfo</mi></a>","P01641645",NA,NA,"Klotzsch ex Mez",NA,"Brésil. Province. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"P01641645_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 106",NA,NA,NA
"38","2015-09-03 21:16:37-03","MNHN","RECOLNAT_MNHN_P","P01744231","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","Harley, R.M.|Bromley, G.L.|Carvalho, A.M.|Martinelli, G.","1980","3","22",NA,"Brasil","Bahia","hb",NA,". . Field work sponsered by the Royal Botanical Garden, Kew, and the Academia Brasileira de Ciências, and carried out with the collaboration of the Centro de Pesquisas do Cacau, Itabuna, Bahia, March-June, 1980 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01744231' target='other'> <mi>dwc_moreinfo</mi></a>","P01744231",NA,NA,"Klotzsch ex Mez",NA,"Brazil, estado da Bahia. Serra do Sincorá. 20 km W. of Barra da Estiva on the Capão da Volta road. Bahia, Nordeste, Brasil, América do Sul","1300",NA,NA,NA,"-41.45","-13.58333","P01744231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20719",NA,NA,NA
"39","2020-12-11 11:43:34-03","UFMG","BHCB","148400","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","sprengeliana","Tillandsia sprengeliana","De Paula, LFA; Viana, PL; Mota, NFO; Jorge, TB; Figueiroa, AC","2010","10","13","Southern America","Brasil","Bahia",NA,NA,"Planta com apoximadamente 10 cm de altura. Flor rosa. Presa em barranco.","BHCB005073","Monocotyledon",NA,"Klotzsch","8","Pico das Almas, Próximo ao último platô do Pico das Almas.","1784","1784",NA,"Rio de Contas","-41.963875","-13.525814",NA,NA,NA,NA,"-41.963875","-13.525814",NA,NA,NA,NA,NA,NA,NA,NA
"40","2015-08-18 12:27:00-03","MO","MOBOT","100850844","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Michael O. Dillon|Billie Lee Turner","1978","12","30","South America","Peru","La Libertad",NA,NA,NA,NA,NA,NA,"Ruiz & Pav.","Dillon 1518","Ca. 4 km NW of Coina. Rocky hillsides with southern exposure.","1500.00000000",NA,"Noema Cano-Flores SEL)","Otuzco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"41","2012-06-21 05:16:00-03","MO","MOBOT","1352862","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Alwyn H. Gentry|Michael O. Dillon|James Aronson|Camilo Díaz S.","1978","6","9","South America","Peru","La Libertad",NA,NA,NA,NA,NA,NA,"Ruiz & Pav.","Gentry 22518","N of Trujillo, 16 km S of Chicama, sand dunes partly covered by terrestrial bromeliads.","130.00000000",NA,"L.B. Small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1434","5",NA,NA
"42","2015-03-15 20:44:00-03","MO","MOBOT","1877221","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Thomas Duncan","1977","8","12","South America","Peru","Lima",NA,NA,NA,NA,NA,NA,"Ruiz & Pav.","Duncan 2726","Common element of desert along Pan American Hwy, 17 km N of side road to Sayan and Churin, 37 km N of Chancay.","0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2014-07-03 10:09:00-03","MO","MOBOT","1878839","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","purpurea","Tillandsia purpurea","Ernst Vitek","1982","7","22","South America","Peru","Lima",NA,NA,NA,NA,NA,NA,"Ruiz & Pav.","Vitek 3","An der Panamericana, etwas SE der Abzweigung nach Las Salinas, SE von Huacho.",NA,NA,NA,"Chancay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
