"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","relatedCatalogItem","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","01405610","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","margaritae","Passiflora margaritae","Sacco","J. da Costa Sacco","R. P. Belém","1503","1965","08","09","South America","Brazil","Espírito Santo","Reserva Florestal de Sooretama","-40.10894","-18.996963","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990207' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405610","NY01405610_01",NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","01405635","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","margaritae","Passiflora margaritae","Sacco","J. da Costa Sacco","R. P. Belém","1550","1965","08","10","South America","Brazil","Espírito Santo","Reserva Florestal de Sooretama","-40.10894","-18.996963","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990218' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405635","NY01405635_01",NA,NA,NA,NA,NA,NA,NA
"3","2020-07-23 12:17:47-03","CEPLAC","CEPEC","966","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","margaritae","Passiflora margaritae",NA,"J. C. Sacco","R. P. Belém","1550","1965","08","10",NA,"Brasil","Espírito Santo","Reserva Florestal de Sooretama.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Paratipo","LINHARES","0W0'0","0S0'0","48094","30/10/1967","auto"
"4","2020-07-23 12:17:47-03","CEPLAC","CEPEC","962","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","margaritae","Passiflora margaritae",NA,"J. C. Sacco","R. P. Belém","1503","1965","08","09",NA,"Brasil","Espírito Santo","Reserva Florestal de Sooretama.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Paratipo","LINHARES","0W0'0","0S0'0","48094","30/10/1967","auto"
"5","2021-03-08 15:44:10-03","MN","R-TIPOS","37633","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","margaritae","Passiflora margaritae","Sacco",NA,"Bueno, E.A. ; Mello Filho, L.E.","186","1942","07","11",NA,"Brasil","Espirito Santo","Rio Pancas","-40.8513984680176","-19.2250003814697",NA,NA,"R000037633","R000037633_001","Paratypus","Pancas",NA,NA,"32475",NA,"auto"
"6","2021-02-23 13:22:59-03","MN","R-TIPOS","116319a","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","margaritae","Passiflora margaritae","Sacco",NA,"Emmerich, M.; Andrade, A.G. 1942","2561","1965","10","23",NA,"Brasil","Espirito Santo",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"R000116319a","R000116319a_001","Isotypus","Santa Teresa",NA,NA,"23813",NA,"auto"
"7","2021-02-23 13:22:59-03","MN","R-TIPOS","116319b","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","margaritae","Passiflora margaritae","Sacco",NA,"Emmerich, M.; Andrade, A.G. 1942","2561","1965","10","23",NA,"Brasil","Espirito Santo",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"R000116319b","R000116319b_001","Isotypus","Santa Teresa",NA,NA,"23813",NA,"auto"
"8","2021-02-23 13:22:59-03","MN","R-TIPOS","116319","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","margaritae","Passiflora margaritae","Sacco",NA,"Emmerich, M.; Andrade, A.G. 1942","2561","1965","10","23",NA,"Brasil","Espirito Santo",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"R000116319","R000116319_001","Holotypus","Santa Teresa",NA,NA,"23813",NA,"auto"
