"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","individualCount","class","relatedCatalogItem"
"13","2019-10-09 11:16:15-03","UFBA","ALCB","114933","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith.","Posseto, RFS","Hatschbach, G; Ribas, OS; Carneiro, J","75605","2003","06","22","Southern America","Brasil","Bahia","Conde","Mata do Bu. Mata de tabuleiro.","-37.6105995178223","-11.8135995864868",NA,"5 m de altura, flor alva.","ALCB023042","ALCB023042",NA,NA,"2007",NA,"31737","auto",NA,NA,NA,NA,NA,NA,NA
"14","2019-02-22 11:45:24-03","IPA","IPA","84331","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","bollandii","Inga bollandii","Sprague & Sandwich","Lima, J.R.","Lima, J.R.","165","2007","09","18","Southern America","Brasil","Ceará","Guaramiranga","Pico Alto","-38.9331016540527","-4.26332998275757",NA,"Árvore.; Floresta Ombrófila Densa Montana. Vertente Barlavento.","IPA0084331",NA,"1000","1000",NA,NA,"13198","auto",NA,NA,NA,NA,NA,NA,NA
"15","2019-02-22 11:45:24-03","IPA","IPA","84321","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","bollandii","Inga bollandii","Sprague & Sandwich",NA,"Lima, J.R.","169","2007","09","18","Southern America","Brasil","Ceará","Guaramiranga","Pico Alto","-38.9331016540527","-4.26332998275757",NA,"Árvore 3m de altura.; Floresta Ombrófila.","IPA0084321",NA,"1000","1000",NA,NA,"13198","auto",NA,NA,NA,NA,NA,NA,NA
"16","2019-07-26 11:40:16-03","IPA","IPA","39510","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","bollandii","Inga bollandii","Sprague & Sandwich",NA,"Bolland, G.","39510",NA,NA,NA,"Southern America","Brasil","Ceará",NA,"Guaramaranga 3.000 ft.",NA,NA,NA,NA,"IPA0039510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-07-26 11:40:16-03","IPA","IPA","39511","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Inga","bollandii","Inga bollandii","Sprague & Sandwich",NA,"Bolland, G.","39511",NA,NA,NA,"Southern America","Brasil","Ceará",NA,"Guaramaranga 3.000 ft.",NA,NA,NA,NA,"IPA0039511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-20 21:17:26-03","UFV","VIC","21667","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima, J.R.","Lima, J.R.","108","2007","05","18",NA,"Brasil","Ceará","Guaramiranga","Pico Alto","-38.9331016540527","-4.26332998275757",NA,"Vertente barlavento. Mata úmida. Árvore.","VIC021667","VIC021667",NA,NA,"2008","01","13198","auto",NA,NA,"10",NA,NA,NA,NA
"19","2020-12-20 21:17:26-03","UFV","VIC","21668","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima, J.R.","Lima, J.R.","114",NA,NA,NA,NA,"Brasil","Ceará","Guaramiranga","Pico Alto, Mata úmida. Vertente barlavento.","-38.9331016540527","-4.26332998275757",NA,"Árvore.","VIC021668","VIC021668",NA,NA,"2008","01","13198","auto",NA,NA,"10",NA,NA,NA,NA
"20","2020-12-20 21:17:26-03","UFV","VIC","21666","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima, J.R.","Lima, J.R.","232","2007","02","08",NA,"Brasil","Ceará","Guaramiranga","Sítio Lagoa","-38.9331016540527","-4.26332998275757",NA,"Vertente sotavento. Mata seca. Árvore.","VIC021666","VIC021666",NA,NA,"2008","01","13198","auto",NA,NA,"10",NA,NA,NA,NA
"21","2019-11-27 13:48:49-03","UFS","ASE","5650","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Felix, LP; Mata, MF","Jardim, JG; Carvalho, AM; Sant'ana, SC; Argôlo, AJ; Delabie, J; Nerone, C","315","1993","10","08","Southern America","Brasil","Sergipe","Estância","Praia do Abais, Rodovia BR 101, no trecho Estância/ Aracaju, entrada no Km am à direita. 28 km da BR 101.","-37.438056","-11.268611",NA,"Solo arenoso com dunas. Arvoreta. Aproximadamente 3 m. Folíolos concolores verdes. Flores esverdeadas com estames brancos. Frutos imaturos verdes com pêlos marrons.; Restinga","ASE0032565","ASE0032565",NA,NA,"2007","05",NA,NA,"-37.438056","-11.268611","30",NA,NA,NA,NA
"22","2019-11-27 13:48:49-03","UFS","ASE","5732","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Felix, LP; Mata, MF","Amorim, AMA; Sant'ana, SC; Jardim, JG; Santos, EB","1544","1993","11","28","Southern America","Brasil","Sergipe","Estância","Praia do Abais","-37.438056","-11.268611",NA,"Arbusto formando aglomerações no alto das dunas. Folíolos verdes algo discolores. Flores com cálice verde. Corola alva. Estames amarelos. Frutos imaturos verdes.; Restinga","ASE0032566","ASE0032566",NA,NA,"2008","02",NA,NA,"-37.438056","-11.268611","15",NA,NA,NA,NA
"23","2019-11-27 13:48:49-03","UFS","ASE","5811","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Felix, LP; Mata, MF","Farney, C","2868","1991","11","18","Southern America","Brasil","Sergipe","Santo Amaro das Brotas","8 km após o terminal portuário de Aracaju","-37.054167","-10.789167",NA,"Arbusto. Aproximadamente 4 m. Folhas verdes. Flores pinadas castanhas.; Restinga","ASE0032567","ASE0032567",NA,NA,"2007","05",NA,NA,"-37.054167","-10.789167","04",NA,NA,NA,NA
"24","2020-03-02 09:10:54-03","UFRPE","PEUFR","37143","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","bollandii","Inga bollandii","Sprague & Sandwith","M.F.A. Lucena; A.C. Souto","K. Almeida; T.M.C. da Silva","121","2001","04","30",NA,"Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-34.950278","-8.012778",NA,"Árvore com cerca de 6 m; presença de pelos ferrugíneos por toda a planta; frutos maduros marrons","PEUFR037143",NA,NA,NA,"2006","02",NA,NA,"34º57'01W","8º00'46S","16",NA,NA,NA,NA
"25","2020-03-02 09:10:54-03","UFRPE","PEUFR","37146","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","bollandii","Inga bollandii","Sprague & Sandwith","M.F.A. Lucena; A.C. Souto","M.J.N. Rodal; A.M. da Silva","760","2000","01","04",NA,"Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-34.950278","-8.012778",NA,"Árvore com cerca de 6 m; folhas novas; frutos verdes imaturos","PEUFR037146",NA,NA,NA,"2006","02",NA,NA,"34º57'01W","8º00'46S","16",NA,NA,NA,NA
"26","2021-03-21 19:35:26-03","UFC","EAC","8636","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Fernandes, A.; Bezerra, P.","Nunes, E.; Martins, P.","EAC8636","1980","05","15","Southern America","Brasil","Ceará","Aratuba","Sítio Jacarandá.","-39.0449981689453","-4.41833019256592",NA,"Arvoreta. Flor Branca.; Mata","EAC0008636","EAC0008636",NA,NA,"1980","07","11686","auto",NA,NA,"16",NA,NA,NA,NA
"27","2021-03-21 19:35:26-03","UFC","EAC","19052","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima, H.C.","Félix, L.P.","5356","1992","10","09","Southern America","Brasil","Ceará","Baturité","Serra de baturité.","-38.8847007751465","-4.32860994338989",NA,"Arbusto. Flor Branca.","EAC0019052","EAC0019052",NA,NA,"2002","12","35980","auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-21 19:35:26-03","UFC","EAC","27201","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima, J.R.","Castro, A.S.F.","612","1998","11","01","Southern America","Brasil","Ceará","Guaramiranga",".","-38.9331016540527","-4.26332998275757",NA,"Arvoreta. Flor Alva; Mata úmida","EAC0027201","EAC0027201",NA,NA,"2007","07","13198","auto",NA,NA,"27",NA,NA,NA,NA
"29","2021-03-21 19:35:26-03","UFC","EAC","43310","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima, J.R.","Menezes, M.O.T.","32","2008","07","13","Southern America","Brasil","Ceará","Guaramiranga","Forquilha, Coletada na Serra de Baturité, nas proximidades da Estrada de Campos Belos a Guaramiranga. Coordenadas (Ponto M 14).","-38.9331016540527","-4.26332998275757",NA,"Árvore jovem. Folhas pinadas, com limbo no raque. 3 pares de folíolos, com uma glândula cada.; Floresta","EAC0043310","EAC0043310",NA,NA,"2008","07","13198","auto",NA,NA,"17",NA,NA,NA,NA
"30","2021-03-21 19:35:26-03","UFC","EAC","46044","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Castro, A.S.F.","Castro, A.S.F.","2217","2009","09","06","Southern America","Brasil","Ceará","Guaramiranga","Pico Alto","-38.9331016540527","-4.26332998275757",NA,"Arvoreta, flor branca; Mata úmida","EAC0046044","EAC0046044",NA,NA,"2009","09","13198","auto",NA,NA,"06",NA,NA,NA,NA
"31","2021-03-21 19:35:26-03","UFC","EAC","52835","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Castro, A.S.F.","Castro, A.S.F.","2657","2012","06","10","Southern America","Brasil","Ceará","Guaramiranga","Pico Alto","-38.9331016540527","-4.26332998275757",NA,"Arvoreta; flor branca.; Mata úmida","EAC0052835","EAC0052835",NA,NA,"2012","06","13198","auto",NA,NA,"10",NA,NA,NA,NA
"32","2021-03-21 19:35:26-03","UFC","EAC","42122","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith",NA,"Lima, J.R.","247","2007","10","08","Southern America","Brasil","Ceará","Guaramiranga","Pico Alto","-38.9331016540527","-4.26332998275757",NA,"Vertente barlavento","EAC0042122","EAC0042122","1000","1000",NA,NA,"13198","auto",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-21 19:35:26-03","UFC","EAC","46099","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima, J.R.","Lima, J.R.","s.n.","2009","01","25","Southern America","Brasil","Ceará","Guaramiranga","Pico Alto, Vertente barlavento.","-38.9331016540527","-4.26332998275757",NA,"Árvore.; Floresta-ombrófila-densa-montana","EAC0046099","EAC0046099","1000","1000",NA,NA,"13198","auto",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-21 19:35:26-03","UFC","EAC","31134","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima, J.R.","Castro, A.S.F.","1094","2001","11","03","Southern America","Brasil","Ceará","Guaramiranga","Sítio floresta.","-38.9331016540527","-4.26332998275757",NA,"Arvoreta.; Mata úmida","EAC0031134","EAC0031134",NA,NA,"2007","04","13198","auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-21 19:35:26-03","UFC","EAC","42151","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Nunes, E.","Lima, J.R.","232","2007","02","08","Southern America","Brasil","Ceará","Guaramiranga","Sítio Lagoa","-38.9331016540527","-4.26332998275757",NA,"Árvore. Vertente sotavento.; Mata seca","EAC0042151","EAC0042151",NA,NA,"2008","01","13198","auto",NA,NA,"10",NA,NA,NA,NA
"36","2021-03-21 19:35:26-03","UFC","EAC","924","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima, H.C.","Bezerra, P.","s.n.","1947","10","17","Southern America","Brasil","Ceará","Maranguape","Sítio S. José, Serra da Aratanha.","-38.6856002807617","-3.89083003997803",NA,NA,"EAC0000924","EAC0000924",NA,NA,"2002","12","40608","auto",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-21 19:35:26-03","UFC","EAC","23079","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima, H.C.","Cavalcanti, F.S.","s.n.","1995","08","29","Southern America","Brasil","Ceará","Mulungu","Sítio Heliomar.","-38.9963989257812","-4.30556011199951",NA,"Arvoreta.","EAC0023079","EAC0023079",NA,NA,"2002","12","10506","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-21 19:35:26-03","UFC","EAC","2923","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Fernandes, A.","Fernandes, A.","EAC2923","1976","09","24","Southern America","Brasil","Ceará","Pacatuba","Sítio Pitaguari - Serra de Pacatuba.","-38.6203002929688","-3.98416996002197",NA,"Árvore pequena.","EAC0002923","EAC0002923",NA,NA,NA,NA,"16295","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-21 19:35:26-03","UFC","EAC","44988","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Loiola, M.I.B.; Nunes, E.","Silveira, E.R.","s.n.","2009","02","18","Southern America","Brasil","Ceará","Pacoti","Pico Alto","-38.9233016967773","-4.22499990463257",NA,"Arvoreta, fruto amarelo","EAC0044988","EAC0044988",NA,NA,"2009","08","9622","auto",NA,NA,"06",NA,NA,NA,NA
"40","2021-03-21 19:35:26-03","UFC","EAC","9006","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima, H.C.","Fernandes, A.; Bezerra, P.","EAC9006","1980","09","06","Southern America","Brasil","Ceará","Pacoti","Pico Alto, Serra Baturité","-38.9233016967773","-4.22499990463257",NA,"Arvoreta. Flor Branca.; Capoeira","EAC0009006","EAC0009006",NA,NA,"2002","12","9622","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-21 19:35:26-03","UFC","EAC","4408","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima, H.C.","Figueiredo, M.A.","s.n.","1978","08","10","Southern America","Brasil","Ceará","Pacoti","Pico alto, Serra de Baturité.","-38.9233016967773","-4.22499990463257",NA,NA,"EAC0004408","EAC0004408",NA,NA,"2002","12","9622","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-21 19:35:26-03","UFC","EAC","23322","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima, J.R.","Lima-Verde, L.W.","s.n.","1995","10","18","Southern America","Brasil","Ceará","Pacoti","Sítio Alvoredo.","-38.9233016967773","-4.22499990463257",NA,"Arbusto;&nf;Substrato vermelho amarelado.. Flor Branca.; Mata úmida","EAC0023322","EAC0023322","960","960","2007","04","9622","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-21 19:35:26-03","UFC","EAC","40880","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Gomes, V.","Gomes, V.; Xavier, A.","10021","2004","02","10","Southern America","Brasil","Ceará","Guaramiranga","Sítio Lagoa","-38.971111","-4.371389",NA,"Floresta Ombrófila Montana","EAC0040880","EAC0040880",NA,NA,"2004","02",NA,NA,"-38.971111","-4.371389","10",NA,NA,NA,NA
"44","2021-03-21 19:35:26-03","UFC","EAC","42350","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Nunes, E.; Gomes, V.","Gomes, V.; Ribeiro, K.; Otutumi, A.","474","2003","08","20","Southern America","Brasil","Ceará","Guaramiranga","Sítio Lagoa","-38.971167","-4.206028",NA,"Floresta Ombrófila Montana","EAC0042350","EAC0042350",NA,NA,"2004","03",NA,NA,"-38.971167","-4.206028","12",NA,NA,NA,NA
"45","2021-03-21 19:35:26-03","UFC","EAC","45606","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Nunes, E.; Gomes, V.","Gomes, V.; Bruno, M.","538","2003","09","10","Southern America","Brasil","Ceará","Guaramiranga","Sítio Lagoa","-38.971167","-4.206028",NA,"Floresta Ombrófila Montana","EAC0045606","EAC0045606","940","940","2004","03",NA,NA,"-38.971167","-4.206028","12",NA,NA,NA,NA
"46","2021-03-21 19:35:26-03","UFC","EAC","45607","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Oliveira, R.F.; Silveira, A.","Gomes, V.; Oliveira, R.F.","357","2002","09","25","Southern America","Brasil","Ceará","Guaramiranga","Sítio Lagoa","-38.971167","-4.206028",NA,"Floresta Ombrófila Montana","EAC0045607","EAC0045607","940","940","2002","09",NA,NA,"-38.971167","-4.206028","25",NA,NA,NA,NA
"47","2021-03-21 19:35:26-03","UFC","EAC","45608","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Nunes, E.; Gomes, V.","Silveira, A.; Oliveira, R.F.","308","2002","09","23","Southern America","Brasil","Ceará","Guaramiranga","Sítio Lagoa","-38.971167","-4.206028",NA,"Floresta Ombrófila Montana","EAC0045608","EAC0045608","940","940","2004","03",NA,NA,"-38.971167","-4.206028","12",NA,NA,NA,NA
"48","2021-03-21 19:35:26-03","UFC","EAC","45609","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Nunes, E.; Gomes, V.","Gomes, V.; Bruno, M.","593","2003","09","10","Southern America","Brasil","Ceará","Guaramiranga","Sítio Lagoa","-38.971167","-4.206028",NA,"Floresta Ombrófila Montana","EAC0045609","EAC0045609","940","940","2004","03",NA,NA,"-38.971167","-4.206028","12",NA,NA,NA,NA
"49","2021-03-21 19:35:26-03","UFC","EAC","45611","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Nunes, E.; Gomes, V.","Silveira, A.; Oliveira, R.F.","357","2002","09","25","Southern America","Brasil","Ceará","Guaramiranga","Sítio Lagoa","-38.971167","-4.206028",NA,"Floresta Ombrófila Montana","EAC0045611","EAC0045611","940","940","2004","03",NA,NA,"-38.971167","-4.206028","12",NA,NA,NA,NA
"50","2021-03-21 19:35:26-03","UFC","EAC","46920","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bollandii","Inga bollandii","Sprague & Sandwith","Lima-Verde, L.W.","Silveira, A.; Oliveira, R.F.","816","2003","02","13","Southern America","Brasil","Ceará","Guaramiranga","Sítio Lagoa","-38.971167","-4.206028",NA,"Árvore, 7m.","EAC0046920","EAC0046920","940","940","2012","02",NA,NA,"-38.971167","-4.206028","29",NA,NA,NA,NA
