"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","verbatimLongitude","verbatimLatitude","individualCount"
"50","2020-12-11 11:44:12-03","UFMG","BHCB","37472","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,NA,"s.n.","1996","11","11","Southern America","Brasil","Minas Gerais","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,"Campo rupestre","BHCB004317",NA,"Belo Horizonte","17082","auto","2008","09",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:44:15-03","UFMG","BHCB","49698","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Trimezia","riopretensis","Trimezia riopretensis","Ravenna",NA,"Lombardi, JA","3368","1999","11","17","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Preto","-43.333333","-18.116667",NA,NA,NA,"Vegetação ripária próximo ao camping; Erva, flor externamente branca, tépalas da base rajada de ocre, ápice azulado.","BHCB000178","BHCB000178 BHCB000178_01","São Gonçalo do Rio Preto",NA,NA,"2003",NA,NA,NA,NA,"Holotypus","-43.333333","-18.116667",NA
"52","2010-08-24 09:46:00-03","MO","MOBOT","2454091","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"F. Sellow","Sellow 1210","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2009-07-31 17:16:00-03","MO","MOBOT","3037662","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Trimezia","glauca","Trimezia glauca","(Baker) Ravenna","P.F. Ravenna","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 20927","1968","2","26","South America","Brazil","Minas Gerais","Carradão and adjacent capoeira, Serra do Espinhaeo, 30 km N. of Sêrro on road (MG 2) to Diamantina",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","3038612","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Trimezia","glauca","Trimezia glauca","(Baker) Ravenna","D.M. Jarzen","William R. Anderson","Anderson 35973","1972","2","14","South America","Brazil","Minas Gerais","Valley ca. 5km SSE of Pico do Itambé; grassy, cut-over hillsides, with streams among shrubs and trees, and blocky sandstone outcrops.",NA,NA,"1140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","11816",NA,"Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","Sprague","A. Gil/IX-2008","V. Demuner; et al","345","1999","12","16",NA,"Brasil","Espírito Santo","São Lourenço, Country Club","-40.635556","-19.925556",NA,NA,NA,"Planta terrestre, bracteas com face ext.cor amarelas, face int.cor branca. Proximo a cachoeira.","MBML011816","MBML011816","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W38'8","19S55'32",NA
"56","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","16114",NA,"Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","Sprague","A. Gil/VIII-2008","L. Kollmann; et al","5455","2002","01","31",NA,"Brasil","Espírito Santo","Cabeceira do Rio Bonito","-40.583333","-19.984167",NA,NA,NA,"Planta 1,3m na sombra. Corola branca amarelada, base listrada de marrom, 3 lóbulos com ápice lilás.","MBML016114","MBML016114","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W34'60","19S59'3",NA
"57","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","1639",NA,"Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","Sprague","A. Gil/IX-2008","W. Boone","1063","1986","01","30",NA,"Brasil","Espírito Santo","Penha","-40.552778","-19.953333",NA,NA,NA,"Erva 1,2m, cálice alvo amarelado, listrado na base de amarelo e bruno, corola listrada de amarela e bruna e no terço superior roxa e branca, gineceu e androceu amarelos, filetes roxos, ciófila, mata em encosta suave;","MBML001639","MBML001639","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'10","19S57'12",NA
"58","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","1640",NA,"Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","Sprague","A. Gil/IX-2008","W. Boone","1019","1986","01","13",NA,"Brasil","Espírito Santo","Torre receptora de TV","-40.603611","-19.948611",NA,NA,NA,"Erva com frutos verdes, semi-sombra, capoeirão.","MBML001640","MBML001640","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W36'13","19S56'55",NA
"59","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","1647",NA,"Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","Sprague","A. Gil/VIII-2008","H. Q. Boudet Fernandes","1792","1986","01","21",NA,"Brasil","Espírito Santo","Country Club","-40.635556","-19.925556",NA,NA,NA,"Erva, 1,5m, flores com cálice amarelo, no interior alvo com faixas marrons na base, corola internamente branca com faixas roxas no terço superior e amarela com manchas marrons em direção à base.","MBML001647","MBML001647","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W38'8","19S55'32",NA
"60","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","16965",NA,"Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","Sprague","A. Gil/IX-2008","R.R. Vervloet; et al","261","2002","05","15",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Terrestre, folhas verdes, rizoma vinho, frutos quase maduros de coloração verde a amarelo, baixada, capoeira com dossel aproximado 12m.","MBML016965","MBML016965","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA
"61","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","19456",NA,"Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","Sprague","A. Gil/IX-2008","R.R. Vervloet; et al","1703","2003","01","21",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Terrestre, frutos imaturos de cor verde, topo de morro, dossel 15m, altitude 870m.","MBML019456","MBML019456","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA
"62","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","19519",NA,"Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","Sprague","A. Gil/IX-2008","R.R. Vervloet; et al","1793","2003","02","06",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Planta com 1cm, sépalas amarelo claro, base com listas marrons, pétalas listadas de marrom com ápice azul, estames amarelos, topo de morro com ápice azul, estames amarelos, topo de morro dossel de 18m.","MBML019519","MBML019519","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA
"63","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","20665",NA,"Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","Sprague","A. Gil/IX-2008","L. Kollmann; et al","6155","2003","04","30",NA,"Brasil","Espírito Santo","Caramuru","-40.676944","-20.096389",NA,NA,NA,"Erva, na sombra, Frutos verdes.","MBML020665","MBML020665","Santa Maria de Jetibá",NA,NA,NA,NA,NA,NA,NA,NA,"40W40'37","20S5'47",NA
"64","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","22228",NA,"Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","Sprague","A. Gil/IX-2008","L. Kollmann; et al","6538","2004","03","27",NA,"Brasil","Espírito Santo","Alto Misterioso","-40.775278","-19.796944",NA,NA,NA,"Terrestre no sol. Flores amarelas e lilás.","MBML022228","MBML022228","São Roque do Canaã",NA,NA,NA,NA,NA,NA,NA,NA,"40W46'31","19S47'49",NA
"65","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","24370",NA,"Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","Sprague","A. Gil/IX-2008","A. P. Fontana; et al","1172","2005","03","15",NA,"Brasil","Espírito Santo","Luxemburgo, Pedra Preta","-40.614444","-20.173056",NA,NA,NA,"Terrestre 1,5m, frutos verdes.","MBML024370","MBML024370","Santa Leopoldina",NA,NA,NA,NA,NA,NA,NA,NA,"40W36'52","20S10'23",NA
"66","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","4306",NA,"Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","Sprague","A. Gil/IX-2008","H. Q. Boudet Fernandes","2248","1987","09",NA,NA,"Brasil","Espírito Santo","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,NA,NA,"Erva formando touceira; tépalas externas amarelo claras com faixas marrons na base, tépalas internos amarelas com faixas marrons e ápice arroxeado. Culta. Herb. e álcool em 05/11/1987","MBML004306","MBML004306","Santa Maria de Jetibá",NA,NA,NA,NA,NA,NA,NA,NA,"40W38'39","19S58'37",NA
"67","2021-02-09 10:13:06-03","UENF","HUENF","1987","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"Grupo 10",NA,"2005","09","10",NA,"Brasil","Rio de Janeiro","Sítio St. Rosa","-42.122501373291","-21.2063999176025",NA,NA,NA,NA,"HUENF00001989",NA,"Laje do Muriaé","17626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-09-12 05:00:02-03","US","US","2630591","PreservedSpecimen","Plantae",NA,"Liliales","Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","19754","1968","2","10","South America - Neotropics","Brazil","Minas Gerais","Serra do Itabirito, ca. 50 Km SE of Belo Horizonte",NA,NA,NA,NA,NA,NA,"US01327873","US01327873_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"69","2020-09-12 05:00:02-03","US","US","2843152","PreservedSpecimen","Plantae",NA,"Liliales","Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","20927","1968","2","26","South America - Neotropics","Brazil","Minas Gerais","Serra do Espinhaço, ca. 30 km N of Serro on road (MG 2) to Diamantina",NA,NA,NA,NA,NA,NA,"US01327872","US01327872_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"70","2020-09-12 05:00:02-03","US","US","2109997","PreservedSpecimen","Plantae",NA,"Liliales","Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague",NA,"M. Barreto","3032","1933","11","6","South America - Neotropics","Brazil","Minas Gerais","Jardim Botânico","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"US01327874","US01327874_01","Belo Horizonte","17082","auto",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"71","2019-09-04 18:14:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Iridaceae","Cypella","glauca","Cypella glauca",NA,NA,"J. E. B. Warming","884",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"72","2019-09-04 18:45:24-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Iridaceae","Cypella","glauca","Cypella glauca",NA,NA,"F. Sellow","1210",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"Type [status unknown]",NA,NA,NA
"73","2020-11-12 16:58:07-03","UEL","FUEL","29672","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague","Chukr, NS","Marcelo Ferreira de Vasconcelos","s.n.","1996","10","11",NA,"Brasil","Minas Gerais","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"Belo Horizonte","17082","auto","2009","01","09",NA,NA,NA,NA,NA,NA
"74","2019-11-01 15:15:03-03","UnB","UB","106764","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague","Gil, ASB","Irwin, HS; Maxwell, H; Wasshausen, DC","20839","1968","02","25","Southern America","Brasil","Minas Gerais","Serra do Espinhaço at Lapinha, ca. 20km N of Serro on road (MG 2) to Diamantina",NA,NA,"1200","1200",NA,"Inflorescence to 50cm tall. Outer perianth white, inner violet, both banded brown and yellow at base.; Forest margin in shade. Disturbed slope forest and adjacent rocky campo.","UB0014283","UB0014283",NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-01 15:15:03-03","UnB","UB","106765","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague","Gil, ASB","Irwin, HS; Harley, RM; Onishi, E","28688","1971","01","18","Southern America","Brasil","Minas Gerais","Serra da Piedade, ca. 35km E of Belo Horizonte, near BR-31",NA,NA,"1800","1800",NA,"Leaves to ca. 1m tall; infructescence to ca. 75cm tall.; Fruto green.; Outcrops. Steep rocky iron-rich slopes.","UB0014282","UB0014282",NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-01 15:15:03-03","UnB","UB","106766","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague","Gil, ASB","Irwin, HS; Harley, RM; Onishi, E","29280","1971","01","27","Southern America","Brasil","Minas Gerais","Serra da Caraça, ca. 12km W of Barão de Cocais",NA,NA,"1500","1500",NA,"Infructescence to ca. 75cm tall.; Fruto green.; Lower slopes. Mainly campo and gallery forest on gray sand.","UB0014286","UB0014286",NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-01 15:15:03-03","UnB","UB","6060","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague","Gil, ASB","Irwin, HS; Maxwell, HH; Wasshausen, DC","19754","1968","02","10","Southern America","Brasil","Minas Gerais","50 Km SE de Belo Horizonte",NA,NA,"1500","1500",NA,"Verticilo interno com listas amarelas e púrpuras. Sombra de mata de galeria.; 2m. Flor lavanda; Inclinações íngremes, campo e floresta de galeria.","UB0014281","UB0014281",NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA
"78","2019-11-01 15:15:03-03","UnB","UB","6061","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague","Gil, ASB","Irwin, HS; Maxwell, HH; Wasshausen, DC","20927","1968","02","26","Southern America","Brasil","Minas Gerais","30 Km N do Serro, estrada para Diamantina MG 2",NA,NA,"1200","1200",NA,"Listas marrons na base.; 1m. Flor amarela; Sombra de capoeira adjacente a cerradão.","UB0014284","UB0014284",NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA
"79","2019-11-01 15:15:03-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague","Gil, ASB","Irwin, HS; Harley, RM; Onishi, E","29280","1971","01","27","Southern America","Brasil","Minas Gerais","Serra da Caraça, ca. 12km W of Barão de Cocais",NA,NA,"1500","1500",NA,"Infructescence to ca. 75cm tall.; Fruto green.; Lower slopes. Mainly campo and gallery forest on gray sand.","UB0014287","UB0014287",NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA
"80","2019-11-01 15:15:03-03","UnB","UB","6063","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague","Gil, ASB","Irwin, HS; Harley, RM; Onishi, E","29548","1971","02","01","Southern America","Brasil","Minas Gerais","3 Km S de Ouro Preto, na base do Pico do Itacolomi","-43.5080986022949","-20.2875003814697","1600","1600",NA,"Listada de amarelo e marrom na base.; 1,5m. Flor lavanda-pálido; Mata de galeria em um vale profundo.","UB0014285","UB0014285","Ouro Preto","44599","auto","2008","10",NA,NA,NA,NA,NA,NA,NA
"81","2019-11-01 15:15:06-03","UnB","UB","6244","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Iridaceae","Trimezia","glauca","Trimezia glauca","(Baker) Ravenna","Gil, ASB","Anderson, WR; Stieber, M; Kirkbride Junior, JH","35973","1972","02","14","Southern America","Brasil","Minas Gerais","5 Km SSE do Pico do Itambé",NA,NA,"1140","1140",NA,"Sépalas próximalmente amarelas com pontos marrons, pétalas amarelas e marrons, apicalmente púrpuras.; Flor branca; Colinas cortadas, graminosas com riachos.","UB0037114","UB0037114",NA,NA,NA,"2008","10",NA,NA,NA,"isoneotype",NA,NA,NA
"82","2019-11-21 10:07:08-03","IBt","SP","390613","S","Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague","Gil, A","Lima, LR; Catharino, ELM; Trindade, T; Castro, VP; Laetano, T","411","2006","12","15",NA,"Brasil","São Paulo","Serra da Bocaina, Campo sujo antropizado com solo vermelho","-44.45","-22.75","1210","1210",NA,"Erva em mata de araucária, tépalas com região basal amarela tigrada de vinho, estaminódios lilases, região estigmática amarela",NA,NA,"Bananal",NA,NA,"2008","08",NA,NA,NA,NA,"-44.45","-22.75",NA
"83","2019-11-21 10:07:08-03","IBt","SP","272470","S","Plantae",NA,NA,"Iridaceae","Neomarica","glauca","Neomarica glauca","(Seub. ex Klatt) Sprague","Gil, A","Simão Bianchini, R; Bianchini, S","548","1994","10","14",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, Inicio do caminho para os 3 picos, após o Hotel Simon","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Erva em local sombreado, tépalas brancas com a base amarela e a extremidade arroxeada",NA,NA,"Itatiaia","19648","auto","2008","10",NA,NA,NA,NA,NA,NA,NA
