"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"15","2021-02-08 11:07:06-03","UNESP-IBB","BOTU","24520","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Destro, G.F.G.","189","2004","09","16",NA,"Brasil","São Paulo","Centroflora, Anidro do Brasil, Rodovia Eduardo Zucari, km 21,182","-48.522222","-22.959444",NA,NA,"BOTU024520","BOTU024520","Campos, C.J.","Botucatu",NA,NA,NA,"48°31'20w","22°57'34s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-08 11:07:06-03","UNESP-IBB","BOTU","10407","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Gottsberger, I.S.","91R-3971","1971","09","03",NA,"Brasil","São Paulo","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.","-48.416667","-22.75",NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010407","BOTU010407","Pereira, F.J.","Botucatu",NA,NA,"1979","48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:28:39-03","UNESP-IBB","BOTU","17867","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Pinto, Y.Y.A.N.",NA,"1979","12","18",NA,"Brasil",NA,NA,NA,NA,NA,NA,"BOTU017867","BOTU017867","Farinaccio, M.A.",NA,NA,NA,"1997","9999","9999","12",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:28:39-03","UNESP-IBB","BOTU","338","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Amaral Jr., A.","1666","1973","10","05",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"BOTU000338","BOTU000338","Farinaccio, M.A.","Anhembí",NA,NA,"1997","9999","9999","12",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 11:07:06-03","UNESP-IBB","BOTU","10405","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Gottsberger, I.S.","13-28673 (92)","1973","06","28",NA,"Brasil","São Paulo","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.","-48.416667","-22.75",NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010405","BOTU010405","Pereira, F.J.","Botucatu",NA,NA,"1979","48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-06 11:41:52-03","UFPI-MRV","HDELTA","6149","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Araújo, L.S.; Lemos, J.R.","237","2018","03","29",NA,"Brasil","Piauí","Palmeira da Emília","-41.7811012268066","-4.13166999816895",NA,NA,"HDELTA006149",NA,NA,"Brasileira",NA,NA,NA,NA,NA,NA,"51782","auto",NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:28:53-03","UFRJ","RFA","22698","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","E.P. Heringer; J.E. Paula; R.C. Mendonça; A.E.H. Salles","939","1979","01","29",NA,"Brasil","Mato Grosso do Sul","Estrada para Três Lagoas",NA,NA,NA,"Trepadeira com látex alvo; fruto piriforme. Flor esverdeada","RFA35577",NA,"J.P. Fontella","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:34:22-03","EAO","IAN","102266","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Egler, WA; Silva, RR","998","1959","07","22","Southern America","Brasil","Pará","Alto Tapajós, rio Cururú, Missão, capoeira.",NA,NA,NA,"Flor esverdeada.","IAN102266",NA,"Fontelle, H",NA,NA,NA,"1988",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:34:22-03","EAO","IAN","144847","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Ratter, JA; Bertoldo, J","1218","1968","04","27","Southern America","Brasil","Mato Grosso","Córrego Surucucu, 13km N of the Base Camp of the Expedition on the of the Xavantina-São Félix road.","-51.866667","-12.9",NA,"Climbing to 1m shurbs on the banks of the stream.","IAN144847",NA,NA,NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:34:22-03","EAO","IAN","14108","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Magalhães, MG","982","1942","03","25","Southern America","Brasil","Minas Gerais","Capoeira, carlos Prates, muito frequente.","-43.937801361084","-19.9207992553711",NA,"Trepadeira; flores esverdeadas.","IAN014108","IAN014108 IAN014108_e","Barreto, M","Belo Horizonte",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"25","2019-11-25 16:50:13-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Assis, MA; Tannus, JLS","1448","2001","04","16","Southern America","Brasil","São Paulo",NA,"-49.233333","-22.866667",NA,"escndente. Corola verde-claro com pelos brancos no interior; anteras, filetes e pistilo creme.; borda do campo",NA,NA,"Farinaccio, MA","Águas de Sta. Bárbara",NA,NA,"2003","-49.233333","-22.866667","06",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:19:40-03","NBC","NL-BOTANY","U.1078658","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Ratter JA; et al.",NA,"1968","04","27","Southern America","Brazil",NA,"Mato Grosso. Corego Surucucu, 13 Km. N.of the Base Camp of the Expedition on the Xavantina-Sao Felix. Road. Climbing to 1 m on shrubs on the banks of the stream.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078658 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078658","NL-U1078658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 09:19:40-03","NBC","NL-BOTANY","U.1078659","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Irwin HS; Maxwell H; Wasshausen DC",NA,"1968","02","10","Southern America","Brazil",NA,"The Planalto do Brasil. Serra do Espinhaco. Gallery thicket. Gallery forest on steep slopes, Serra do Itabirito, Minas Gerais, ca. 55 Km S.E. of Belo Horizonte, ca. 1500 m. Elevation.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078659 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078659","NL-U1078659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 09:19:40-03","NBC","NL-BOTANY","U.1078660","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Ramos J; Sousa R",NA,"1967","10","01","Southern America","Brazil",NA,"Mato Grosso. Xavantina-Cachimbo Expedition. Collected near the base camp of the expedition,(c. 270 km N of Xavantina).","-51.866667","-12.9",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078660","NL-U1078660",NA,NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 09:19:40-03","NBC","NL-BOTANY","U.1078661","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Ramos J; Sousa R",NA,"1967","10","01","Southern America","Brazil",NA,"Mato Grosso. Xavantina-Cachimbo Expedition. Collected near the base camp of the expedition,( c. 270 Km N of Xavantina).","-51.866667","-12.9",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078661 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078661","NL-U1078661",NA,NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-11-04 10:59:42-03","ESALQ","ESA","6148","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Rodrigues, R.R. ; Leitão Filho, H.F.",NA,"1990","02","06",NA,"Brasil","São Paulo",NA,"-47.8199996948242","-22.25",NA,NA,"ESA006148","ESA006148","Farinaccio, M.A.","Itirapina",NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-04 10:54:42-03","ESALQ","ESA","138833","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Souza, V.C. & Flores, T.B.","40520.0","2017","02","26",NA,"Brasil","São Paulo","Arredores da UNESP. Cerrado.","-49.060001373291","-22.3099994659424",NA,"Volúvel; flores creme-esverdeadas.","ESA138833",NA,"Souza, V.C.","Bauru",NA,NA,"2017","-49,003,917","-22,347,472","02","29186","auto",NA,"27",NA,NA,NA,NA
"32","2020-11-04 10:59:42-03","ESALQ","ESA","43768","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E.Fourn.","Souza, V.C.; Souza, J.P.; Sanches, I.D.; Mazine, F.F.; Paiva, G.A.","10983.0","1996","02","20",NA,"Brasil","São Paulo","Rodovia SP 191, km 207. Próximo ao Condomínio Serra Verde. 22*34'13,8S; 47*59'01,6W. 560msm. Cerrado","-47.9099998474121","-22.5400009155273",NA,"Liana; flores alvo-esverdeadas, frutos verdes","ESA043768","ESA043768","Farinaccio, M.A.","São Pedro",NA,NA,NA,NA,NA,NA,"19379","auto",NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:20:37-03","MN","R","52829","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Hoehne, F.C.","5091","1912","12",NA,NA,"Brasil","Mato Grosso",NA,"-58.3588981628418","-10.3180999755859",NA,"Comissão Rondon",NA,NA,"Fontella, J.P.","Juruena",NA,NA,"1971",NA,NA,"05","65163","auto",NA,"08",NA,NA,NA,NA
"34","2021-01-14 15:20:37-03","MN","R","111111","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Mello Barreto, H.L.","943","1933","02","24",NA,"Brasil","Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Fontella, J.P.","Belo Horizonte",NA,NA,"1971",NA,NA,"05","17082","auto",NA,"09",NA,NA,NA,NA
"35","2021-01-14 15:20:37-03","MN","R","32637","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Mello Barreto, H.L.","943","1933","04","24",NA,"Brasil","Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"Belo Horizonte",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:20:37-03","MN","R","95118","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Mello Barreto, H.L.",NA,"1933","03","23",NA,"Brasil","Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Fontella, J.P.","Belo Horizonte","1020","1020","1971",NA,NA,"05","17082","auto",NA,"08",NA,NA,NA,NA
"37","2021-01-14 15:20:37-03","MN","R","96127","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Mello Barreto, H.L.",NA,"1933","04","24",NA,"Brasil","Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Fontella, J.P.","Belo Horizonte",NA,NA,"1971",NA,NA,"05","17082","auto",NA,"10",NA,NA,NA,NA
"38","2021-01-14 15:20:37-03","MN","R","111110","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Mello Barreto, H.L.","944","1933","02","26",NA,"Brasil","Minas Gerais",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,"Fontella, J.P.","Lagoa Santa",NA,NA,"1971",NA,NA,"05","12338","auto",NA,"08",NA,NA,NA,NA
"39","2021-01-14 15:20:37-03","MN","R","217637","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Hoehne, F.C.","5970","1915","11",NA,NA,"Brasil","Minas Gerais",NA,"-43.8897018432617","-19.6271991729736",NA,"Comissão Rondon","R010018580",NA,"Fontella, J.P.","Lagoa Santa",NA,NA,"1971",NA,NA,"05","12338","auto",NA,"08",NA,NA,NA,NA
"40","2021-01-14 15:20:37-03","MN","R","52862","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Hoehne, F.C.","5981","1915","11",NA,NA,"Brasil","Minas Gerais",NA,"-43.8897018432617","-19.6271991729736",NA,"Comissão Rondon",NA,NA,"Fontella, J.P.","Lagoa Santa",NA,NA,"1971",NA,NA,"05","12338","auto",NA,"08",NA,NA,NA,NA
"41","2021-01-14 15:20:37-03","MN","R","53793","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Palacios, M.A. 3283; Balegno, B. & Cuezzo, A.R.",NA,"1948","12","18",NA,"Brasil","Minas Gerais",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,"Fontella, J.P.","Lagoa Santa",NA,NA,"1971",NA,NA,"05","12338","auto",NA,"09",NA,NA,NA,NA
"42","2021-01-14 15:20:37-03","MN","R","52859","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Hoehne, F.C.","5969","1915","11",NA,NA,"Brasil","Minas Gerais",NA,"-43.8067016601562","-19.8864002227783",NA,"Comissão Rondon",NA,NA,"Fontella, J.P.","Sabará",NA,NA,"1971",NA,NA,"05","18805","auto",NA,"08",NA,NA,NA,NA
"43","2021-01-14 15:20:37-03","MN","R","217631","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Hoehne, F.C.","6834","1916","01",NA,NA,"Brasil","Minas Gerais",NA,"-43.8067016601562","-19.8864002227783",NA,"Comissão Rondon","R010018579",NA,"Fontella, J.P.","Sabará",NA,NA,"1971",NA,NA,"05","18805","auto",NA,"10",NA,NA,NA,NA
"44","2021-01-14 15:20:37-03","MN","R","52871","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Hoehne, F.C.","6734","1916","01",NA,NA,"Brasil","Minas Gerais",NA,"-43.8067016601562","-19.8864002227783",NA,"Comissão Rondon",NA,NA,"Fontella, J.P.","Sabará",NA,NA,"1971",NA,NA,"05","18805","auto",NA,"08",NA,NA,NA,NA
"45","2021-01-14 15:20:37-03","MN","R","52874","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Hoehne, F.C.","6799","1916","01",NA,NA,"Brasil","Minas Gerais",NA,"-43.8067016601562","-19.8864002227783",NA,"Comissão Rondon",NA,NA,"Fontella, J.P.","Sabará",NA,NA,"1971",NA,NA,"05","18805","auto",NA,"09",NA,NA,NA,NA
"46","2021-01-14 15:20:37-03","MN","R","52876","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Hoehne, F.C.","6815","1916","01",NA,NA,"Brasil","Minas Gerais",NA,"-43.8067016601562","-19.8864002227783",NA,"Comissão Rondon",NA,NA,"Fontella, J.P.","Sabará",NA,NA,"1971",NA,NA,"05","18805","auto",NA,"08",NA,NA,NA,NA
"47","2021-01-14 15:20:37-03","MN","R","52878","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","bicuspidatum","Blepharodon bicuspidatum","E. Fourn.","Hoehne, F.C.","6864","1916","01",NA,NA,"Brasil","Minas Gerais",NA,"-43.8067016601562","-19.8864002227783",NA,"Comissão Rondon",NA,NA,"Fontella, J.P.","Sabará",NA,NA,"1971",NA,NA,"05","18805","auto",NA,"10",NA,NA,NA,NA
