"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","class"
"54","2020-05-24 16:41:43-03","UFPB","JPB","4048","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Xavier, LP","JPB4048","1980","02","29","Southern America","Brasil","Paraíba",NA,"-34.978056","-7.114167","16",NA,NA,NA,NA,"Santa Rita",NA,NA,"-34.978056","-7.114167","16",NA,NA,NA,NA,NA,NA
"55","2020-05-27 09:24:55-03","UFPB","JPB","41216","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Araújo, CMLR","Araújo, CMLR; Araújo, AAM; Santiago, C","85","2008","09","19","Southern America","Brasil","Paraíba","Área de Preservação Permanente de Tambaba, Loteamento Enseada de Jacumã.","-34.9075","-7.26","112",NA,"; HABITAT: Mata de Tabuleiro.; DESC: Erva, ca 70 cm alt. Corola lilás. Gineceu branco.",NA,NA,"Conde","2009","04","-34.9075","-7.26","112",NA,NA,"13",NA,NA,NA
"56","2020-05-27 09:24:55-03","UFPB","JPB","41417","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Lima, RB","Lima, RB; Pessoa, MC","1920","2008","02","01","Southern America","Brasil","Paraíba","Área de Preservação Permanente de Tambaba","-34.9075","-7.276667","112",NA,"; HABITAT: Mata de Tabuleiro; DESC: Erva com com 30-40 cm de altura. Inflorescências lilases.",NA,NA,"Conde","2008",NA,"-34.9075","-7.276667","112",NA,NA,NA,NA,NA,NA
"57","2020-05-27 09:24:55-03","UFPB","JPB","41460","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Araújo, CMLR","Lima, RB; Pessoa, MC; Brito, MFM","2430","2008","07","11","Southern America","Brasil","Paraíba","Área de Preservação Permanente de Tambaba, Loteamento Barra de Jacumã","-34.9075","-7.276667","112",NA,"; HABITAT: Mata de Tabuleiro; DESC: Erva com com 30-40 cm de altura. Inflorescências lilases.","JPB0041460",NA,"Conde","2008","07","-34.9075","-7.276667","112",NA,NA,"24",NA,NA,NA
"58","2020-05-27 09:24:55-03","UFPB","JPB","42897","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Brito, MFM; Araújo, CMLR; Araújo, AA; Santiago, C","173","2009","11","06","Southern America","Brasil","Paraíba","Área de Preservação Permanente de Tambaba, Vale do Bucatú. Bacia hidrográfica.","-34.808939","-7.318414","30",NA,"; DESC: Erva, ca. 60cm, flor lilás, terreno alagado.",NA,NA,"Conde",NA,NA,"-34.808939","-7.318414","30",NA,NA,NA,NA,NA,NA
"59","2020-04-22 16:17:51-03","UFPB","JPB","47516","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Robinson, HE","Costa-Lima, JL; Cestaro, LA; Roque, AA","377","2011","02","12","Southern America","Brasil","Rio Grande do Norte","Fazenda Nossa Senhora do Carmo","-35.219417","-6.319814","120",NA,"; HABITAT: Floresta Estacional Semidecidual, fragmento bem conservado. Cerradinho próximo a uma trilha do fragmento.; DESC: Herbácea, ca. 10-30 cm alt. Folhas membranáceas, discolores, face superior verde-escuro, inferior prateada. Ca","JPB0047516",NA,"Goianinha","2012",NA,"-35.219417","-6.319814","120",NA,NA,NA,NA,NA,NA
"60","2020-04-22 16:17:51-03","UFPB","JPB","53206","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Robinson, HE","Gadelha Neto, PC; Pessoa, MC; Pereira, LA; Silva, FO","3496","2013","04","11","Southern America","Brasil","Rio Grande do Norte","EMPARN, Mata do Jiqui.","-35.198889","-5.928056","45",NA,"; HABITAT: Floresta Estacional Semidecidual das Terras Baixas; DESC: Erva com cerca de 30cm. Ramos decumbentes. Folhas simples, discolores. Inflorescência capituliforme terminal. Corola branca. Vegetando em Tabuleiro. Substrato arenos","JPB0053206",NA,"Parnamirim","2014",NA,"-35.198889","-5.928056","45",NA,NA,NA,NA,NA,NA
"61","2020-06-03 21:51:52-03","UFPB","JPB","5381","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Agra, MF","403","1982","09","28","Southern America","Brasil","Paraíba",NA,"-34.978056","-7.114167","16",NA,NA,NA,NA,"Santa Rita",NA,NA,"-34.978056","-7.114167","16",NA,NA,NA,NA,NA,NA
"62","2020-04-22 16:17:52-03","UFPB","JPB","62386","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Moreira, LHL; Mello, PPAC; Lima, JR","108","2015","09","10","Southern America","Brasil","Paraíba","Reserva Biológica Guaribas, Trilha do capim azul","-35.120383","-6.69855",NA,NA,"; HABITAT: Tabuleiro; DESC: Erva rastejante. Flor lilás.","JPB0062386",NA,"Mamanguape",NA,NA,"-35.120383","-6.69855",NA,NA,NA,NA,NA,NA,NA
"63","2020-04-22 16:17:52-03","UFPB","JPB","62404","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Moreira, LHL; Mello, PPAC; Lima, JR","126","2015","09","24","Southern America","Brasil","Rio Grande do Norte","RPPN Mata Estrela, Área de tabuleiro","-35.02495","-6.394783",NA,NA,"; HABITAT: Tabuleiro; DESC: Erva ereta. Folhas alternas. Sem estipula. Corola lilás. Anteras brancas.","JPB0062404",NA,"Baía Formosa",NA,NA,"-35.02495","-6.394783",NA,NA,NA,NA,NA,NA,NA
"64","2020-06-08 16:55:37-03","UFPB","JPB","7371","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Felix, LP","JPB7371","1987","09","20","Southern America","Brasil","Paraíba",NA,"-34.863056","-7.115","47",NA,"; DESC: Planta decumbente",NA,NA,"João Pessoa",NA,NA,"-34.863056","-7.115","47",NA,NA,NA,NA,NA,NA
"65","2020-06-05 22:41:58-03","UFPB","JPB","6321","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Agra, MF","365","1982","08","03","Southern America","Brasil","Rio Grande do Norte",NA,"-35.209400177002","-5.79500007629395",NA,NA,"; DESC: Erva",NA,NA,"Natal",NA,NA,NA,NA,NA,"12751","auto",NA,NA,NA,NA
"66","2020-06-09 11:44:44-03","UFPB","JPB","7768","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Agra, MF","365","1988","08","03","Southern America","Brasil","Rio Grande do Norte",NA,"-35.209400177002","-5.79500007629395",NA,NA,NA,NA,NA,"Natal",NA,NA,NA,NA,NA,"12751","auto",NA,NA,NA,NA
"67","2019-06-27 10:24:11-03","UFES","VIES","40818","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Pereira, O.J.; Oliveira Filho, N.E.","8006","2013","11","28",NA,"Brasil","Rio Grande do Norte",NA,"-35.307201385498","-5.70556020736694",NA,NA,NA,"VIES040818","VIES040818","Extremoz",NA,NA,NA,NA,NA,"13555","auto",NA,NA,NA,NA
"68","2020-04-27 16:08:53-03","UFES","VIES","18596","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Teles, A.M.","Pereira, O.J.","5237","1994","06","24",NA,"Brasil","Rio Grande do Norte",NA,"-35.0918998718262","-6.18666982650757",NA,NA,NA,"VIES018596","VIES018596","Tibau do Sul","2015","08",NA,NA,NA,"13790","auto",NA,NA,NA,NA
"69","2021-03-21 19:32:59-03","UFC","EAC","48465","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Cavalcanti, M.F.","Ribeiro, A.; Loiola, M.I.B.","3","2003","11","11","Southern America","Brasil","Rio Grande do Norte","Barreira do Inferno","-35.2627983093262","-5.91555976867676",NA,NA,"Herbácea, flor roxa, sistema radicular bem desenvolvido.; Tabuleiro","EAC0048465","EAC0048465","Parnamirim","2006","04",NA,NA,NA,"17237","auto","04",NA,NA,NA
"70","2015-10-04 05:54:42-03","MNHN","RECOLNAT_MNHN_P","P00683095","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Nakajima","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"Esp. Santo",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00683095' target='other'> <mi>dwc_moreinfo</mi></a>","P00683095","P00683095_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10965",NA,NA
"71","2020-03-29 15:24:35-03","MNHN","RECOLNAT_MNHN_P","P04287913","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Nakajima","Schnell, R.",NA,"1958","10","1",NA,"Brasil","Paraíba","Prés de João Pessoa, nord-est du Brésil. Paraíba, Nordeste, Brasil, América do Sul",NA,NA,NA,"hb","Plantes d'Amérique Tropicale, récoltées par R. Schnell. Voyage au Brésil, août-novembre 1958. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04287913' target='other'> <mi>dwc_moreinfo</mi></a>","P04287913","P04287913_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9490",NA,NA
"72","2020-03-29 15:24:35-03","MNHN","RECOLNAT_MNHN_P","P04287914","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Nakajima","Schnell, R.",NA,"1958","10","1",NA,"Brasil","Paraíba","Près de João Pessoa, nord-est du Brésil. Paraíba, Nordeste, Brasil, América do Sul",NA,NA,NA,"hb","Plantes d'Amérique Tropicale, récoltées par R. Schnell. Voyage au Brésil, août-novembre 1958. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04287914' target='other'> <mi>dwc_moreinfo</mi></a>","P04287914","P04287914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9490",NA,NA
"73","2016-06-17 13:14:00-03","MO","MOBOT","100913757","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","H.E. Robinson","P.C. Gadelha Neto|M.C. Pessoa|L.A. Pereira|F.O. Silva","Gadelha Neto 3496","2013","4","11","South America","Brazil","Rio Grande do Norte","Parnamirim, EMPARN: Mata do Jiqui. Floresta Estacional Semidecidual das Terras Baixas.","-35.1988889","-5.9280556","45.00000000",NA,NA,NA,NA,"Parnamirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2009-12-24 06:38:00-02","MO","MOBOT","3387973","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Shunsuke Tsugaru|Yotaro Sano","Tsugaru B-1219","1987","8","27","South America","Brazil",NA,"Estado de Rio Grande de Norte: Ponta Negra, Natal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2015-05-20 10:33:43-03","UFERSA","MOSS","2214","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Projeto Parque das Dunas","4","1980","04","23","América do Sul","Brasil","Rio Grande do Norte","Em frente ao D.O.L. - Setor A.","-35.216667","-5.8",NA,NA,"Herbácea; coletada nas dunas.",NA,NA,"Natal",NA,NA,"35W13'00","5S48'00",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-04 11:04:32-03","UFRB","HURB","16343","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Roque, A.A.; Costa, PL.; Vitorino, A.W.","1594","2015","05","02",NA,"Brasil","Rio Grande do Norte","Parque da Cidade Dom Nivaldo Monte; Trilha Pau Brasil","-35.229444","-5.849167","68",NA,"UFRN 19087.","HURB000016343",NA,"Natal",NA,NA,"35º13'46W","5º50'57S","68",NA,NA,NA,NA,NA,NA
"77","2014-11-21 11:55:22-02","UFPB","EAN","2148","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber.","R. Barros",NA,NA,"1959","05","31",NA,"Brasil","Paraíba",NA,"-35.1261","-6.83861",NA,NA,"Erva de capítulos roxos.",NA,NA,"Mamanguape","2002","06",NA,NA,NA,"36853","auto","15",NA,NA,NA
"78","2014-11-21 11:55:22-02","UFPB","EAN","8023","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber.","R. Barros","L. P. Félix; M. A. Sousa","4015","1991","06","14",NA,"Brasil","Paraíba","Campo Grande, Sema II","-35.1261","-6.83861",NA,NA,"Erva, flores azuis, face abaxial das folhas esbranquiçadas.",NA,NA,"Mamanguape","2002","06",NA,NA,NA,"36853","auto","15",NA,NA,NA
"79","2014-11-21 11:55:22-02","UFPB","EAN","8004","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber.","R. Barros","L. P. Félix; C. A. B. Miranda & M. A. Sousa","3943","1991","06","13",NA,"Brasil","Paraíba","Capim Azul, Sema I","-35.1261","-6.83861",NA,NA,"Erva, flores azuladas, folhas esbranquiçadas.",NA,NA,"Mamanguape","2002","06",NA,NA,NA,"36853","auto","15",NA,NA,NA
"80","2014-11-21 11:55:22-02","UFPB","EAN","7609","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber.","R. Barros",NA,"5213","1992","07","30",NA,"Brasil","Rio Grande do Norte","Frequente em locais abertos de Restinga","-35.2094","-5.795",NA,NA,"Subarbusto ramoso, subdecumbente, flores brancas.",NA,NA,"Natal","2002","06",NA,NA,NA,"12751","auto","15",NA,NA,NA
"81","2014-11-21 11:55:22-02","UFPB","EAN","7249","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber.","R. Barros",NA,"5501","1992","11","04",NA,"Brasil","Ceará","Frequente em Restinga","-38.3911","-3.90139",NA,NA,"Erva decumbente, flores roxas, arbustiva.Habitat: Terrestre",NA,NA,"Aquiraz","2002","06",NA,NA,NA,"22325","auto","15",NA,NA,NA
"82","2014-11-21 11:55:22-02","UFPB","EAN","6260","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber.","R. Barros","L. P. Félix; C. A. B. Miranda",NA,"1988","08","16",NA,"Brasil","Paraíba","Capim Azul, Sema I","-35.1261","-6.83861",NA,NA,"Subarbustivo decumbente, flores azuis.Habitat: Terrestre",NA,NA,"Mamanguape","2002","06",NA,NA,NA,"36853","auto","15",NA,NA,NA
"83","2014-11-21 11:55:22-02","UFPB","EAN","6085","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber.","R. Barros","L. P. Félix; C. A. B. Miranda & E. S. Santana","3660","1989","05","17",NA,"Brasil","Paraíba","Caiana, Sema II","-35.1261","-6.83861",NA,NA,"Erva decumbente, flores roxas.",NA,NA,"Mamanguape","2002","06",NA,NA,NA,"36853","auto","15",NA,NA,NA
"84","2014-11-21 11:55:22-02","UFPB","EAN","5782","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber.","R. Barros","L. P. Félix; E. S. Santana","2997","1990","05","22",NA,"Brasil","Paraíba","Capim Azul, Sema I","-35.1261","-6.83861",NA,NA,"Erva, flores roxas.",NA,NA,"Mamanguape","2002","05",NA,NA,NA,"36853","auto","15",NA,NA,NA
"85","2014-11-21 11:55:22-02","UFPB","EAN","5477","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber.","R. Barros","L. P. Félix; E. S. Santana","2592","1989","12","20",NA,"Brasil","Paraíba","Mata do Maracujá","-35.0806","-6.80306",NA,NA,"Erva, flores roxas, solos arenosos.Habitat: Terrestre",NA,NA,"Rio Tinto","2002","06",NA,NA,NA,"24573","auto","10",NA,NA,NA
"86","2014-11-21 11:55:22-02","UFPB","EAN","9022","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber.","R. Barros","L. P. Félix; C. A. B. Miranda & M. A. Sousa","3943","1991","06","13",NA,"Brasil","Paraíba","Capim Azul, Sema I","-35.1261","-6.83861",NA,NA,"Erva, flores azuladas, folhas esbranquiçadas.",NA,NA,"Mamanguape","2002","06",NA,NA,NA,"36853","auto","15",NA,NA,NA
"87","2021-02-04 10:26:32-03","UFRPE","HST","18240","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","F.Cavalcanti","M.I.B.Loiola","670","2002","04","25",NA,"Brasil","Rio Grande do Norte",NA,"-35.3830986022949","-5.27277994155884",NA,NA,"Erva ca. 20 cm alt.; flores lilás.","HST018240",NA,"Rio do Fogo","2006","04",NA,NA,NA,"22668","auto","04",NA,NA,NA
"88","2020-09-12 05:00:02-03","US","US","3246213","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"J. J. Wurdack","B-166","1946","9","8","South America - Neotropics","Brazil","Rio Grande do Norte","3 km north of Ponta Negra, south of Natal",NA,NA,NA,NA,NA,"US01635303","US01635303_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"89","2020-09-12 05:00:02-03","US","US","3109470","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"D. Araujo","7627",NA,NA,NA,"South America - Neotropics","Brazil","Rio Grande do Norte","Natal, en Parque Estadual das Dunas [interpreted]",NA,NA,NA,NA,NA,"US01635300","US01635300_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"90","2020-09-12 05:00:02-03","US","US","3246214","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"J. J. Wurdack","B-190","1946","9","21","South America - Neotropics","Brazil","Rio Grande do Norte","5 km NW of Parnamirim Air Field from Ponta Velha to Pitimbu, south of Natal",NA,NA,NA,NA,NA,"US01635302","US01635302_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"91","2020-09-12 05:00:02-03","US","US","3246204","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"J. J. Wurdack","B-115","1946","7","9","South America - Neotropics","Brazil","Rio Grande do Norte","2 km north of Ponta Negra, south of Natal",NA,NA,NA,NA,NA,"US01635304","US01635304_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"92","2020-09-12 05:00:02-03","US","US","2547909","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"S. Tavares","1051","1962","9","24","South America - Neotropics","Brazil","Paraíba","Pedras de Fogo, Sta. Emilia, entre Aurora e Fazendinha",NA,NA,NA,NA,NA,"US01635301","US01635301_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"93","2020-09-02 16:21:40-03","Cenargen","CEN","56143","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cf. cearensis","Stilpnopappus cf. cearensis","Huber","J. B. Bringel","Anderson Cássio Sevilha","2609","2002","11","30",NA,"Brasil","PB","Rebio Guaribas - Área II - PB 071 - Próximo à Sede.","-35.1260986328125","-6.83861017227173",NA,"Exsicatas",NA,"CEN00056143","CEN00056143","MAMANGUAPE","2008","08","-3491278.0","-682556.0",NA,"36853","auto",NA,NA,"4",NA
"94","2019-10-29 10:07:25-03","UFPR","EFC","17964","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Souza, I.","Souza, I.","431","2019","03","06",NA,"Brasil","PB","Falésia da praia de Coqueirinho","-34.798456","-7.32617","15",NA,"Erva 25 cm, capítulos lilás.","EFC017964",NA,"Conde","2019","03","-34.798456","-7.326170","15",NA,NA,"11",NA,NA,NA
"95","2020-12-02 09:06:53-03","UNITINS","HUTO","5781","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Bringel, J.B.A.","Sevilha, A.C.","2609","2002","11","30",NA,"Brasil","Paraíba","Rebio Guaribas - área II - PB 071 - Próximo à sede. Relevo altiplano. Solo arenoso com quartzo.","-34.912778","-6.825556",NA,NA,"Herbácea rastejante. Flor lilás.; Restinga","HUTO005781",NA,"Mamanguape","2008","08","-34.912778","-6.825556",NA,NA,NA,NA,NA,NA,NA
"96","2019-10-07 09:12:01-03","UEFS","HUEFS","200190","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Jardim, A.B.","282","2011","08","09",NA,"Brasil","Rio Grande do Norte","Área próxima ao condomínio.","-35.3293991088867","-5.79333019256592",NA,NA,NA,"HUEFS0200190","HUEFS0200190","São Gonçalo do Amarante",NA,NA,NA,NA,NA,"17881","auto",NA,NA,NA,"Asteranae"
"97","2019-05-06 11:54:09-03","UFU","HUFU","63984","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Bringel, J.B.","Sevilha, S.A.; Pereira-Silva, G.","2609","2002","11","30",NA,"Brasil","Paraíba","Rebio Guaribas, Área II - PB 071 - Próximo à Sede","-34.912778","-6.825556",NA,NA,"Erva rastejante. Flor lilás. Frequente no local.; Restinga, relevo altiplano, areia quartzosa.","HUFU00055599","HUFU00055599","Mamanguape","2008","08","-34.912778","-6.825556",NA,NA,NA,NA,NA,NA,NA
"98","2019-05-06 11:54:09-03","UFU","HUFU","64011","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber",NA,"Sevilha, A.C.; Pereira-Silva, G.","2269","2002","08","20",NA,"Brasil","Paraíba","Reserva Biológica Guaribas, Área 1 - Capim Azul","-35.122222","-6.698333","187",NA,"Erva decumbente. Flor roxa. Ocasional no local.; Tabuleiro: encrave de cerrrado em floresta estacional semidecidual, relevo ondulado, solo com areia quartzosa distrófico.","HUFU00055609","HUFU00055609","Mamanguape",NA,NA,"-35.122222","-6.698333","187",NA,NA,NA,NA,NA,NA
"99","2019-11-21 10:01:26-03","IBt","SP","342654","S","Plantae",NA,NA,"Asteraceae","Stilpnopappus","cearensis","Stilpnopappus cearensis","Huber","Esteves, RL","Fernandes, A; Bezerra, P; Nunes, E","s.n.","1983","09","03",NA,"Brasil","Ceará","Estrada litorânea","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,NA,"Fortaleza","2007","08",NA,NA,NA,"19924","auto","24",NA,NA,NA
