"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","class","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus"
"49","2019-08-27 13:33:39-03","IAP","PACA-AGP","92757","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","C. Mondin","1998","08",NA,"Mondin, C.","1998","12","17","Brasil","RS","São Francisco de Paula","Flona, no acesso ao arroio lajeado.","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"HASU 6732. Habitat: Barranco Fenofase: flor amarela","PACA092757",NA,"Magnoliophyta","Theales","1384",NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"50","2019-08-27 13:33:39-03","IAP","PACA-AGP","38860","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1948","12","17","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: fruto","PACA038860",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"10287","auto",NA,NA,NA
"51","2019-08-27 13:33:39-03","IAP","PACA-AGP","44218","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1949","11","02","Brasil","RS","São Leopoldo","ad montem Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in humidis dumetosis Fenofase: flor","PACA044218",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"10287","auto",NA,NA,NA
"52","2019-08-27 13:33:39-03","IAP","PACA-AGP","39011","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1948","12","20","Brasil","RS","São Leopoldo","ad montem Steinkopf","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor e fruto","PACA039011",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"10287","auto",NA,NA,NA
"53","2019-08-27 13:33:39-03","IAP","PACA-AGP","44101","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1949","10","24","Brasil","RS","São Leopoldo","Barreto Vianna","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in humidis dumetosis Fenofase: flor e fruto","PACA044101",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"10287","auto",NA,NA,NA
"54","2019-08-27 13:33:39-03","IAP","PACA-AGP","92755","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","C. Mondin","1997","10","07","Mondin, C.","1997","09","30","Brasil","RS","São Leopoldo","Morro do Paula","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"HASU 6245. Habitat: Campo","PACA092755",NA,"Magnoliophyta","Theales","1238",NA,NA,"Magnoliatae",NA,"10287","auto",NA,NA,NA
"55","2019-08-27 13:33:39-03","IAP","PACA-AGP","43917","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1949","10","18","Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in humidis dumetosis Fenofase: flor","PACA043917",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"10287","auto",NA,NA,NA
"56","2019-08-27 13:33:39-03","IAP","PACA-AGP","92751","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","T. C. de Marchi",NA,NA,NA,"T. C. de Marchi","2000","10","15","Brasil","RS","Taquara","Faz. Fialho","-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,"HASU 10786.","PACA092751",NA,"Magnoliophyta","Theales","6",NA,NA,"Magnoliatae",NA,"22252","auto",NA,NA,NA
"57","2019-08-27 13:33:39-03","IAP","PACA-AGP","92753","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","J. Mauhs",NA,NA,NA,"Mauhs, J.","1993","03","28","Brasil","RS","Canela","Passo do Louro","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"HASU 2970. Habitat: Capoeira","PACA092753",NA,"Magnoliophyta","Theales","008",NA,NA,"Magnoliatae",NA,"16452","auto",NA,NA,NA
"58","2019-08-27 13:33:39-03","IAP","PACA-AGP","92752","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","R. A. Wasum",NA,NA,NA,"D. Port","1991","11","24","Brasil","RS","Canela","Passo do Louro, margem do Rio Paranhana","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"HASU 1553.","PACA092752",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"16452","auto",NA,NA,NA
"59","2019-08-27 13:33:39-03","IAP","PACA-AGP","97453","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","A. C. Araújo","1998",NA,NA,"Adalberto","1998","12","01","Brasil","RS","Canoas","Capão do Corvo.","-51.1836013793945","-29.9178009033203",NA,NA,"20","20","HASU 7636.&nf;Abundante e pouco frequênte.&nf;AAO 447. Habitat: Heliófila e higrófila. Fenofase: flor","PACA097453",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"8037","auto",NA,NA,NA
"60","2019-08-27 13:33:39-03","IAP","PACA-AGP","37516","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1948","09","08","Brasil","RS","Caxias do Sul","Galopolis","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor","PACA037516",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"49662","auto",NA,NA,NA
"61","2019-08-27 13:33:39-03","IAP","PACA-AGP","55063","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","B. Rambo SJ","1954","08","03","Rambo, B.","1954","02","24","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor e fruto","PACA055063",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"49662","auto",NA,NA,NA
"62","2019-08-27 13:33:39-03","IAP","PACA-AGP","62635","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1958","09","26","Camargo, O. R.","1957","11","10","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in dumetosis humidis Fenofase: flor e fruto","PACA062635",NA,"Magnoliophyta","Theales","2486",NA,NA,"Magnoliatae",NA,"19545","auto",NA,NA,NA
"63","2019-08-27 13:33:39-03","IAP","PACA-AGP","59614","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1957","05","02","Camargo, O. R.","1956","10","22","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in dumetosis humidis Fenofase: flor e fruto","PACA059614",NA,"Magnoliophyta","Theales","849",NA,NA,"Magnoliatae",NA,"19545","auto",NA,NA,NA
"64","2019-08-27 13:33:39-03","IAP","PACA-AGP","45801","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1950","02","07","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in paludosis dumetosis Fenofase: flor e fruto","PACA045801",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"19545","auto",NA,NA,NA
"65","2019-08-27 13:33:39-03","IAP","PACA-AGP","40312","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1949","01","29","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor","PACA040312",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"19545","auto",NA,NA,NA
"66","2019-08-27 13:33:39-03","IAP","PACA-AGP","92761","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","C. Mondin","2001","10",NA,"Mondin, C.","2001","10","13","Brasil","RS","Maquiné","Entre Rincão dos Kroef e Barra do Ouro","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"Planta com cerca de 60 cm de altura.&nf;HASU 12855. Habitat: Em beira de estrada Fenofase: flor amarela Hábito: subarbusto","PACA092761",NA,"Magnoliophyta","Theales","2334",NA,NA,"Magnoliatae",NA,"28094","auto",NA,NA,NA
"67","2019-08-27 13:33:39-03","IAP","PACA-AGP","70325","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","J. A. Jarenkow","1988","11",NA,"J. A. Jarenkow","1988","10","08","Brasil","RS","Marcelino Ramos","Mata do Setimo Ceu","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"Herbario PEL 10207 Habitat: erva em borda de estrada","PACA070325",NA,"Magnoliophyta","Theales","926",NA,NA,"Magnoliatae",NA,"18635","auto",NA,NA,NA
"68","2019-08-27 13:33:39-03","IAP","PACA-AGP","100446","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","J. Larocca",NA,NA,NA,"J. Larocca","2002","06",NA,"Brasil","RS","Mariana Pimentel",NA,"-51.5830993652344","-30.3525009155273",NA,NA,NA,NA,"HASU-sem número","PACA100446",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"20931","auto",NA,NA,NA
"69","2019-08-27 13:33:39-03","IAP","PACA-AGP","39996","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1949","01","19","Brasil","RS","Montenegro","Linha Bonita","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor e fruto","PACA039996",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"21601","auto",NA,NA,NA
"70","2019-08-27 13:33:39-03","IAP","PACA-AGP","26550","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Henz, E.","1944",NA,NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor e fruto","PACA026550",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"21601","auto",NA,NA,NA
"71","2019-08-27 13:33:39-03","IAP","PACA-AGP","32666","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Henz, E.","1945","11","11","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor e fruto","PACA032666",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"21601","auto",NA,NA,NA
"72","2019-08-27 13:33:39-03","IAP","PACA-AGP","39869","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1949","01","12","Brasil","RS","Novo Hamburgo","ad montem Ferrabraz","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor","PACA039869",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"20722","auto",NA,NA,NA
"73","2019-08-27 13:33:39-03","IAP","PACA-AGP","92759","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.",NA,NA,NA,NA,"D. Port","1994","11","12","Brasil","RS","Novo Hamburgo","Parcão","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"HASU 4106. Habitat: Mata secundária Fenofase: flor","PACA092759",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"20722","auto",NA,NA,NA
"74","2019-08-27 13:33:39-03","IAP","PACA-AGP","92754","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","J. Larocca",NA,NA,NA,"M. Haussen","1989","10","24","Brasil","RS","Novo Hamburgo","Unisinos, próx. ao centro esportivo.","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"Arbusto pequeno. Freqüênte.&nf;HASU 933. Habitat: Em capoeira Fenofase: flor amarela Hábito: arbusto","PACA092754",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"20722","auto",NA,NA,NA
"75","2019-08-27 13:33:39-03","IAP","PACA-AGP","44718","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1949","12","14","Brasil","RS","Osório","Lagoa dos Barros","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: fruto","PACA044718",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"27350","auto",NA,NA,NA
"76","2019-08-27 13:33:39-03","IAP","PACA-AGP","98404","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","B. Rambo",NA,NA,NA,"Sehnem, A.","1945","10","24","Brasil","RS","Pareci Novo",NA,"-51.3974990844727","-29.6382999420166",NA,NA,NA,NA,"Com duplicata no HASU. Habitat: Ad viam. Hábito: erva","PACA098404",NA,"Magnoliophyta","Theales","1430",NA,NA,"Magnoliatae",NA,"9951","auto",NA,NA,NA
"77","2019-08-27 13:33:39-03","IAP","PACA-AGP","49184","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1950","11","20","Brasil","RS","Porto Alegre","Esteio","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor e fruto","PACA049184",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA
"78","2019-08-27 13:33:39-03","IAP","PACA-AGP","92758","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","V. Koch",NA,NA,NA,"V. Koch","1996","10","09","Brasil","RS","Riozinho","Km 45.","-50.4524993896484","-29.6410999298096",NA,NA,"430","430","Existe em grande quantidade.&nf;HASU 16974. Habitat: Beira de estrada, em ambiente de pleno sol.","PACA092758",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"18583","auto",NA,NA,NA
"79","2019-08-27 13:33:39-03","IAP","PACA-AGP","94921","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","R. Zaremba & A. C. Mondin",NA,NA,NA,"R. Zaremba","1998","05","06","Brasil","RS","São Francisco de Paula","Flona, A1.","-50.5835990905762","-29.4480991363525",NA,NA,"912","912","Planta com aprox. 60cm de altura.&nf;Projeto Flona - SFP N° 164. HASU 11937. Habitat: Borda de mata Fenofase: flor amarela Hábito: erva","PACA094921",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"80","2019-08-27 13:33:39-03","IAP","PACA-AGP","92756","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","C. Mondin",NA,NA,NA,"R. Zaremba","1997","12","16","Brasil","RS","São Francisco de Paula","Flona, A3.","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Solo coberto por gramíneas, ervas e arbustos; boa luminosidade.&nf;HASU 11962. Habitat: Capoeira alta","PACA092756",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"76715","auto",NA,NA,NA
"81","2019-08-27 13:33:39-03","IAP","PACA-AGP","38491","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1948","12","04","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor e fruto","PACA038491",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"10287","auto",NA,NA,NA
"82","2019-08-27 13:33:39-03","IAP","PACA-AGP","25126","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","F. Theissen SJ","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor e fruto","PACA025126",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"10287","auto",NA,NA,NA
"83","2019-08-27 13:33:39-03","IAP","PACA-AGP","25071","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","F. Theissen SJ","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor","PACA025071",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"10287","auto",NA,NA,NA
"84","2019-08-27 13:33:39-03","IAP","PACA-AGP","35517","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Henz, E.","1946","10","10","Brasil","RS","São Leopoldo","Dois Irmaos","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor","PACA035517",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"10287","auto",NA,NA,NA
"85","2019-08-27 13:33:39-03","IAP","PACA-AGP","98122","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","R. Wasum",NA,NA,NA,"R. Wasum","1975","04","02","Brasil","RS","São Leopoldo","Estrada Velha","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: beira de estrada","PACA098122",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"10287","auto",NA,NA,NA
"86","2019-08-27 13:33:39-03","IAP","PACA-AGP","41879","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1949","06","06","Brasil","RS","São Leopoldo","Reutersberg","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in umbrosis dumetosis subhumidis Fenofase: flor","PACA041879",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"10287","auto",NA,NA,NA
"87","2019-08-27 13:33:39-03","IAP","PACA-AGP","37941","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1948","11","10","Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in dumetosis subhumidis Fenofase: flor e fruto","PACA037941",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"10287","auto",NA,NA,NA
"88","2019-08-27 13:33:39-03","IAP","PACA-AGP","11146","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1954","08","03","Rambo, B.","1943","01",NA,"Brasil","RS","São Sebastião do Caí","Nova Petrópolos","-51.3755989074707","-29.5867004394531",NA,NA,NA,NA,"Habitat: in dumetosis rupestribus humidis Fenofase: fruto","PACA011146",NA,"Magnoliophyta","Theales",NA,NA,NA,"Magnoliatae",NA,"12036","auto",NA,NA,NA
"89","2019-08-27 13:33:39-03","IAP","PACA-AGP","61501","PreservedSpecimen","Plantae","Guttiferae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Emrich-Rambo","1958","09","30","Camargo, O. R.","1957","12","14","Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"Habitat: in dumetosis Fenofase: flor e fruto","PACA061501",NA,"Magnoliophyta","Theales","2965",NA,NA,"Magnoliatae",NA,"21657","auto",NA,NA,NA
"90","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0039789","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Stephen F. Smith",NA,NA,NA,"R. Wasum","1999",NA,"21","Brazil","Rio Grande do Sul",NA,"Mun. Sao Francisco de Paula-Jose Velho.","-50.648889","-29.470278",NA,NA,"780",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","294",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 14:37:29-03","UFJF","CESJ","71332","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schtdl.","F. Gonzatti","2014","10","19","F. Gonzatti","2014","10","19","Brasil","Rio Grande do Sul","Monte Belo do Sul","Linha 80, Sta. Leopoldina","-51.625875","-29.169483","-51.625875","-29.169483",NA,NA,"Arbusto em área de sucessão.","CESJ071332",NA,"Angiosperma",NA,"1341","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-27 13:49:32-03","UFS","ASE","40272","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schtdl.","Gonzatti, F","2014","10","19","Gonzatti, F","2014","10","19","Brasil","Rio Grande do Sul","Monte Belo do Sul","Linha 80, Santa Leopoldina","-51.3733","-29.101","-51.3733","-29.101",NA,NA,"Arbusto.; Área de sucessão..","ASE0041789",NA,"Magnoliophyta",NA,"1341","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-08-20 10:15:52-03","UNICAMP","UEC","81703","S","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","Jarenkow, JA","1995","04",NA,"Jarenkow, JA","1991","11","01","Brazil","Rio Grande do Sul","Arroio do Meio","Morro Gaúcho.","-51.9449996948242","-29.4011001586914",NA,NA,NA,NA,"Flores, Subarbusto com 50-60cm de alt. Flores amarelas.","UEC142883","UEC142883","Magnoliopsida",NA,"1932",NA,NA,NA,NA,"12656","auto",NA,NA,NA
"94","2020-12-04 13:19:19-03","UDESC","LUSC","9603","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","R.C. Bortoluzzi",NA,NA,NA,"R.C. Bortoluzzi",NA,NA,NA,"Brasil","Santa Catarina","Capão Alto","Fazenda Capoeira Alta.","-50.5119018554688","-27.9368991851807",NA,NA,NA,NA,NA,"LUSC009167","LUSC009167",NA,NA,"22",NA,NA,NA,NA,"41668","auto",NA,NA,NA
"95","2019-01-17 11:26:18-02","PUCRS","MPUC","10477","S","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","C. Vogel Ely","1995","01","01",NA,"1988","09","05","Brasil","SC","Concórdia","Engenho Velho, rio Jacutinga","-52.0277778","-27.2344444","-52.0277778000","-27.2344444000",NA,NA,NA,NA,NA,NA,"Malpighiales",NA,"South America",NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA
"96","2019-01-17 11:26:18-02","PUCRS","MPUC","1348","S","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","A. Sehnem","1978","01","01",NA,"1978","03","10","Brasil","RS","Farroupilha",".","-51.3500833","-29.2168889","-51.3500833000","-29.2168889000",NA,NA,NA,NA,NA,NA,"Malpighiales",NA,"South America",NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA
"97","2019-01-17 11:26:18-02","PUCRS","MPUC","2118","S","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","C. Vogel Ely","2013","01","01",NA,"1978","12","20","Brasil","RS","Três Coroas",".","-50.7791667","-29.5152778","-50.7791667000","-29.5152778000",NA,NA,NA,NA,NA,NA,"Malpighiales",NA,"South America",NA,"Magnoliopsida",NA,NA,NA,"1","715",NA
"98","2019-01-17 11:26:18-02","PUCRS","MPUC","1898","S","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","C. Vogel Ely","2013","01","01",NA,"1978","12","17","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,NA,"Malpighiales",NA,"South America",NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA
"99","2019-01-17 11:26:18-02","PUCRS","MPUC","12148","S","Plantae","Hypericaceae","Hypericum","caprifoliatum","Hypericum caprifoliatum","Cham. & Schltdl.","C. Vogel Ely","2013","01","01","C.S.A. Martins","1996","11","15","Brasil","SC","Capinzal","Sudoeste de Zortéia. Junto ao rio Uruguaí","-51.6072222","-27.3455556","-51.6072222000","-27.3455556000",NA,NA,NA,NA,NA,NA,"Malpighiales",NA,"South America",NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA
