"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"138","2019-11-27 13:47:28-03","UFS","ASE","8799","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Costa, SM; Prata, AP; Lemos, IC; M.Ibrahim; Silva, AC","74","Southern America","Brasil",NA,NA,". base rósea, inflorescencia verde, ráquis marrom.; . base rósea, inflorescencia verde, ráquis marrom.; restinga","ASE0006264","2006","07","22","Magnoliophyta",NA,"L.",NA,"Paraíba","Cabedelo",NA,"-34.5001","-7.0143",NA,NA,NA,"-34.5001","-7.0143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-27 13:47:28-03","UFS","ASE","9189","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Costa, SM","149","Southern America","Brasil",NA,NA,"Erva. 20. cm. Raiz aromática vinácea, base vinácea, infl. Esverdeada, bainha da infl. Vinácea.; Erva. 20. cm. Raiz aromática vinácea, base vinácea, infl. Esverdeada, bainha da infl. Vinácea.; Invasora de calçada urbana","ASE0006271","2007","06","28","Magnoliophyta",NA,"L.",NA,"Sergipe","Aracaju","Calçada da Av. Barão de Maruim, próximo ao Hospita","-37.071667","-10.911111",NA,NA,NA,"-37.071667","-10.911111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-27 13:47:28-03","UFS","ASE","9660","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Prata, AP; Aona, LYS; R.Belinello","942","Southern America","Brasil",NA,NA,"afloramento","ASE0006272","2000","08","21","Magnoliophyta",NA,"L.","Costa, SM","Bahia","Seabra","BA 242, 28,5km em dire","-41.993333","-12.431111",NA,NA,NA,"-41.993333","-12.431111","2007","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-27 13:47:28-03","UFS","ASE","9661","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Prata, AP; Aona, LYS; R.Belinello","913","Southern America","Brasil",NA,NA,"afloramentos rochosos (620m)","ASE0006273","2000","08","16","Magnoliophyta",NA,"L.","Costa, SM","Minas Gerais","Grão Mogol","estrada para Crisália a 13km da cidade","-42.889444","-16.559444",NA,NA,NA,"-42.889444","-16.559444","2007","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-27 13:47:28-03","UFS","ASE","9686","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Prata, AP; Aona, LYS; R.Belinello","923","Southern America","Brasil",NA,NA,"(800m)","ASE0006274","2000","08","16","Magnoliophyta",NA,"L.","Costa, SM","Minas Gerais","Grão Mogol","Parque Estadual de Grão Mogol, Serra do Barão","-42.893611","-16.554167",NA,NA,NA,"-42.893611","-16.554167","2007","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-27 13:47:28-03","UFS","ASE","8870","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Lemos, IC; Prata, AP; Silva, AC; Costa, SM; M.Ibrahim","15","Southern America","Brasil",NA,NA,". base rósea, inflorescencia verde.; . base rósea, inflorescencia verde.; beira de estrada","ASE0006267","2006","07","17","Magnoliophyta",NA,"L.",NA,"Alagoas","Canabrava","100m da entrada para Igreja Nova, BR-101","-36.554167","-9.933611",NA,NA,NA,"-36.554167","-9.933611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-27 13:47:28-03","UFS","ASE","9017","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Costa, SM; Prata, AP; Silva, AC; Lemos, IC; M.Ibrahim","36","Southern America","Brasil",NA,NA,". inflorescencia verde.; . inflorescencia verde.; beira de estrada","ASE0006268","2006","07","17","Magnoliophyta",NA,"L.",NA,"Alagoas","Canabrava","100m da entrada para Igreja Nova, BR-101","-36.554167","-9.933611",NA,NA,NA,"-36.554167","-9.933611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-27 13:47:28-03","UFS","ASE","36687","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Santos, MH; Santos, TLS; Lino, JB; Antônio, GM; Oliveira, MVN","170","Southern America","Brasil",NA,NA,"Inflorescência na forma de folha. UTM N (8868789.506) E (736583.364).","ASE0037148","2015","04","22","Magnoliophyta",NA,"L.","Santos, MH","Sergipe","Amparo de São Francisco","Lagoa dos campinhos, Lagoa dos Campinhos","-36.5428","-10.0819",NA,NA,"ASE0037148","-36.5428","-10.0819","2015","04","04",NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-27 13:47:28-03","UFS","ASE","37088","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Santos, E; Farias, MCV; Figueiredo, MAM","111","Southern America","Brasil",NA,NA,"Erva.; Restinga","ASE0038047","2016","04","19","Magnoliophyta",NA,"L.","Andrade, RS","Sergipe","Pacatuba","Povoado Poção","-36.3621","-10.2808",NA,NA,NA,"-36.3621","-10.2808","2016","06","21",NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-27 13:47:28-03","UFS","ASE","31480","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Bezerra, MAO; Damaceno, JS","67","Southern America","Brasil",NA,NA,"Inflorescência verde; Caatinga","ASE0003507","2012","08","16","Magnoliophyta",NA,"L.","Souza, JRP","Sergipe","Poço Redondo","Grota do Angico , Lagoa Cancela.","-37.4053","-9.4114",NA,NA,NA,"-37.4053","-9.4114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-27 13:47:28-03","UFS","ASE","31479","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Bezerra, MAO; Damaceno, JS","66","Southern America","Brasil",NA,NA,"Inflorescência verde.; Caatinga","ASE0003506","2012","08","17","Magnoliophyta",NA,"L.","Souza, JRP","Sergipe","Poço Redondo","Grota do Angico , Lagoa Escola.","-37.4052","-9.4037",NA,NA,NA,"-37.4052","-9.4037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-27 13:47:28-03","UFS","ASE","8797","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Costa, SM; Prata, AP; Lemos, IC; M.Ibrahim; Silva, AC","82","Southern America","Brasil",NA,NA,". inflorescencia verde/castanha, raiz alaranjada aromática.; . inflorescencia verde/castanha, raiz alaranjada aromática.","ASE0006860","2006","07","22","Magnoliophyta",NA,"L.",NA,"Paraíba","Sobrado","Granja Betel (propriedade particular)","-35.1303","-7.1122",NA,NA,NA,"-35.1303","-7.1122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-27 13:47:28-03","UFS","ASE","31844","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Ribeiro, ARO; Araújo, JE de; Silva, ML; Silva, AS; Leal, CCP; Santana, SH","222","Southern America","Brasil",NA,NA,"Erva cespitosa.","ASE0002703","2010","05","29","Magnoliophyta",NA,"L.","Ribeiro, ARO","Rio Grande do Norte","Campo Grande","Riacho Salgado","-37.1804","-5.433",NA,NA,NA,"-37.1804","-5.433","2010","05","29",NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-27 13:47:28-03","UFS","ASE","31140","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Ribeiro, ARO; Araújo, JE; Silva, ML; Silva, AS; Leal, CCP; Santana, SH","232","Southern America","Brasil",NA,NA,"Erva cespitosa; coletada em margem de riacho; substrato pedregoso, com fina camada de matéria orgânica formada pela decomposição de cactos frequente.","ASE0003306","2010","05","29","Magnoliophyta",NA,"L.","Ribeiro, ARO","Rio Grande do Norte","Campo Grande","Riacho Santa Maria , estrada entre Upanema e Campo Grande.","-37.1711","-5.4457",NA,NA,NA,"-37.1711","-5.4457","2010","05","29",NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-27 13:47:28-03","UFS","ASE","16821","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Oliveira, RC; Ribeiro, ARO; Araújo, JE de","2402","Southern America","Brasil",NA,NA,"Erva cespitosa; Coletada em caatinga antropizada; relevo levemente ondulado, substrato pedregoso, frequente.; Erva cespitosa; Coletada em caatinga antropizada; relevo levemente ondulado, substrato pedregoso, frequente.","ASE0006880","2009","05","14","Magnoliophyta",NA,"L.",NA,"Rio Grande do Norte","Santo Antônio","1 km após o povoado de Lagoa Limpa, em direção a Santo Antônio","-35.456667","-6.429722",NA,NA,NA,"-35.456667","-6.429722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-27 13:47:28-03","UFS","ASE","35213","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Almeida, ES","385","Southern America","Brasil",NA,NA,"Herbácea. Coordenadas UTM: E (0700141m) N (8815492m). Nº do conglomerado: 105, nº da subunidade: 3, nº da subprcela: 2, nº de coleta: 2B-F9.","ASE0035878","2014","06","10","Magnoliophyta",NA,"L.","Prata, AP","Sergipe","Divina Pastora",NA,"-37.0854","-10.4119",NA,NA,"ASE0035878","-37.0854","-10.4119","2016","03","02",NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-27 13:47:28-03","UFS","ASE","35742","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Farias, MCV; Figueiredo, MAM; Andrade, RS; Santos, E; Mota, AC","835","Southern America","Brasil",NA,NA,"Erva. Ca. de 40 cm.; Mata Atlântica","ASE0039659","2015","08","28","Magnoliophyta",NA,"L.",NA,"Sergipe","Itabaianinha","Fazenda Glória","-37.4045","-11.1641",NA,NA,NA,"-37.4045","-11.1641","2017","02","16",NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-07-24 11:01:05-03","UFCG","CSTR","6265","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Tores, C.","56",NA,"Brasil",NA,NA,"Frequente no local. Erva prostrada, colmo triangular, de inflorescência espiguetas verde.; Na margem do açude, na entrada próximo à BR.",NA,"2011","05","05",NA,NA,"L.","Torres, C.","Paraíba","Patos","Caatinga herbácea arbustiva aberta, com solo arenoso pedregoso.","-37.311056","-6.99825","251","251",NA,"-37.311056","-6.99825","2011","05","05",NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-05-26 14:30:29-03","UFCG","CSTR","4823","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Ferreira, C.D.; Lucena, D.S.","12",NA,"Brasil",NA,NA,"Erva ca 15cm alt., flores marronsclaras; Cachoeira de São Porfírio",NA,"2012","08","24",NA,NA,"L.","Ferreira, C.D.","Paraíba","Várzea","caatinga","-36.954833","-6.808917","271","271",NA,"-36.954833","-6.808917","2012","08","24",NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-05-26 14:30:29-03","UFCG","CSTR","6288","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Tores, C.","230",NA,"Brasil",NA,NA,"Erva ca de 30 cm, com colmo triangular, verde, inflorescência verde a marrom.; Espinho Branco.",NA,"2012","03","23",NA,NA,"L.","Torres, C.","Paraíba","Patos","Caatinga arbustiva aberta, com solo raso, arenoso-pedregoso a argiloso.","-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA
"158","2019-08-20 09:59:39-03","UNICAMP","UEC","109688","S","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Prata, AP; Rocha, IA; Neves, OS","576",NA,"Brazil",NA,NA,NA,"UEC025932","1998","10","29","Liliopsida",NA,"L.","Costa, SM","Roraima",NA,"Mucajaí, ESEC Caracaraí.",NA,NA,NA,NA,"UEC025932",NA,NA,"2012","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-08-20 09:59:39-03","UNICAMP","UEC","122937","S","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Tozzi, AMGA; Vilhalva, DAA","2001-466",NA,"Brazil",NA,NA,NA,"UEC075621","2001","11","13","Liliopsida",NA,"L.","Costa, SM","Minas Gerais","Itacambira","Local alagado","-43.345","-17.000444","1250","1250","UEC075621","-43.345","-17.000444","2016","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-08-20 09:59:39-03","UNICAMP","UEC","27510","S","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","19255",NA,"Brazil",NA,NA,"ori, Erect sedge ca 60cm. Leaves and stems mid-green. Spikelets greenish. With water worn horizontally-bedded sandstnoe at soil surface, with damp sand, sedge marsh, exposed rock & waterfall. Open scrub to closed low woodland in drier","UEC075287","1977","03","02","Liliopsida",NA,"L.","Mayo, SJ","Bahia",NA,"Morro do Chapéu, 19,5km SE of the town of Morro do Chapéu on the BA052 road to Mundo Novo, by the Rio Ferro Doido.","-41.333333","-11.633333","900","900","UEC075287","-41.333333","-11.633333","1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-08-20 09:59:39-03","UNICAMP","UEC","25132","S","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Cunha, CN; Rocha, D; Rodrigues, T","11419",NA,"Brazil",NA,NA,"ori","UEC075290","1980","04","07","Liliopsida",NA,"L.","Costa, SM","Mato Grosso","Poconé","Porto Cercado","-56.6227989196777","-16.2567005157471",NA,NA,"UEC075290",NA,NA,"2010","04",NA,"200792","auto",NA,NA,NA,NA,NA,NA
"162","2021-03-01 16:19:29-03","UNICAMP","UEC","79709","S","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Almeida, FS","34",NA,"Brazil",NA,NA,"Herbáceo + ou - 50cm de altura. Flores de cor.","UEC075289","1994","06","04","Liliopsida",NA,"L.","Tucker, GC","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Trilha do Morro do Diabo.","-52.1599998474121","-22.5300006866455",NA,NA,"UEC075289",NA,NA,"2000",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"163","2020-06-05 16:19:52-03","UFRPE","PEUFR","53387","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","M.C. Tonizza",NA,NA,"Brasil",NA,NA,NA,"PEUFR053387","2014","03","08",NA,NA,"L.",NA,"Pernambuco","Petrolina","IF","-40.1025","-9.5525",NA,NA,NA,"40º06'09W","09º33'09S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-11-19 14:06:14-03","UFRPE","PEUFR","13622","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","A.M.Miranda; L.P.Félix; M.L.Guedes; M.Grillo","858",NA,"Brasil",NA,NA,"Erva delgada, ereta, base avermelhada; folhas, ecarpo e inflorescência verdes; frequente sem terrenos inclusos","PEUFR013622","1993","06","01",NA,NA,"L.","M.Luceño","Pernambuco","Arquipélago de Fernando de Noronha","Ilha da Rata",NA,NA,NA,NA,NA,NA,NA,"1993","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-04-22 16:26:12-03","UFPB","JPB","42339","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Rocha, EA","178","Southern America","Brasil",NA,NA,"; DESC: Erva coletada em solo arenoso. Frequente no local. Inflorescência globosa, solitária, terminal, próximo a praia. Espiguetas com glumas esverdeadas.","JPB0042339","1997","05","23","Angiosperma","Monocotyledon","L.","Luceño, M","Pernambuco","Cabo","Nas proximidades do Hotel Cesar Park.",NA,NA,NA,NA,"JPB0042339",NA,NA,"1997","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-04-22 16:26:12-03","UFPB","JPB","62942","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Rocha, FV","128","Southern America","Brasil",NA,NA,"; HABITAT: Mata Atlântica; DESC: Erva de inflorescência castanho claro.","JPB0062942","2013","11","17","Angiosperma","Monocotyledon","L.","Lima, RB","Paraíba","Rio Tinto","APA da Barra do Rio Mamanguape","-34.907778","-6.779444",NA,NA,"JPB0062942","-34.907778","-6.779444","2014","08","06",NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-07-18 13:10:42-03","UFES","VIES","43216","S","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Machado, J.O.; Souza, W.O.; Alves-Araújo, A.","266",NA,"Brasil",NA,NA,NA,"VIES043216","2014","04","07",NA,NA,"L.",NA,"Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas, Sede do PEI.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES043216",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"168","2019-06-27 10:24:40-03","UFES","VIES","37434","S","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Machado, J.O.; Souza, W.O. & Alves-Araújo, A.","247",NA,"Brasil",NA,NA,NA,"VIES037434","2014","03","18",NA,NA,"L.",NA,"Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas. Trilha da Restinga.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES037434",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"169","2021-03-16 11:58:09-03","UTFPR","HCF","21698","S","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Guocheng-yong","318",NA,"China",NA,NA,NA,NA,"2006","08","25",NA,NA,"L.",NA,NA,"Shanting County, Shandong Province","Dianzizehen,",NA,NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-06-29 09:30:09-03","UFRRJ","RBR","20526","S","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","C.R. Campêlo; A.B. Campelo",NA,NA,"Brasil",NA,NA,NA,"RBR00020526","1972","02","15",NA,NA,"L.",NA,"Pernambuco","Ilha De Itamaracá",NA,NA,NA,NA,NA,"RBR00020526 RBR00020526_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-21 19:40:07-03","UFC","EAC","31031","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Matias, L.Q.","285","Southern America","Brasil",NA,NA,"Planta de ambientes alterados, herbácea.; Lacustre","EAC0031031","2000","05","16","Monocotyledon",NA,"L.","Amado, R.","Ceará","Beberibe","Lagoa do Uruaú, Substrato arenoso.","-38.1305999755859","-4.17971992492676",NA,NA,"EAC0031031",NA,NA,"2001","04","18","49277","auto",NA,NA,NA,NA,NA,NA
"172","2021-03-21 19:40:07-03","UFC","EAC","29326","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Amado, R.","183","Southern America","Brasil",NA,NA,NA,"EAC0029326","1999","08","29","Monocotyledon",NA,"L.","Amado, R.","Ceará","Fortaleza","Barra do Ceará, Entre as salinas e mangue.","-38.543098449707","-3.71722006797791",NA,NA,"EAC0029326",NA,NA,"1999","08","29","19924","auto",NA,NA,NA,NA,NA,NA
"173","2021-03-21 19:40:07-03","UFC","EAC","31026","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Amado, R.","s.n.","Southern America","Brasil",NA,NA,"Planta típica de áreas alteradas, agrupada com outras espécies.","EAC0031026","1999","06","20","Monocotyledon",NA,"L.","Amado, R.","Ceará","Pacatuba","Serra da Aratanha, Moita para trilha para o CETREF, substrato podzólico.","-38.6203002929688","-3.98416996002197",NA,NA,"EAC0031026",NA,NA,"2001","06","04","16295","auto",NA,NA,NA,NA,NA,NA
"174","2021-03-21 19:40:07-03","UFC","EAC","29299","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Amado, R.","106","Southern America","Brasil",NA,NA,"Flor verde com amarelo.; Litorâneo","EAC0029299","1999","04","19","Monocotyledon",NA,"L.","Amado, R.","Ceará","Trairi","Flexeiras, Terreno baldio após a praia, depois do campo de futebol.","-39.2689018249512","-3.27778005599976",NA,NA,"EAC0029299",NA,NA,"2000","05","27","35322","auto",NA,NA,NA,NA,NA,NA
"175","2021-03-21 19:40:07-03","UFC","EAC","55964","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Oliveira, R.C.; Araújo, J.E.; Silva, A.S.; Araújo, A.M.S.","2210","Southern America","Brasil",NA,NA,"Erva cespitosa.","EAC0055964","2008","04","05","Monocotyledon",NA,"L.","Ribeiro, A.R.O.","Rio Grande do Norte","Apodi","Vazante da Barragem de Santa Cruz, próximo a área, coletada na mata ciliar antropizada; solo arenoso.","-37.798900604248","-5.6641697883606",NA,NA,"EAC0055964",NA,NA,"2008","04","10","32753","auto",NA,NA,NA,NA,NA,NA
"176","2021-03-21 19:40:07-03","UFC","EAC","47823","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","334","Southern America","Brasil",NA,NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047823","2010","05","16","Monocotyledon",NA,"L.","Matias, L.Q.; Normando, L.R.O.","Ceará","Iguatu",NA,"-40.491667","-6.430056",NA,NA,"EAC0047823","-40.491667","-6.430056","2010","09","10",NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-03-21 19:40:07-03","UFC","EAC","47824","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","293","Southern America","Brasil",NA,NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047824","2010","05","16","Monocotyledon",NA,"L.","Prata, A.P.","Ceará","Iguatu",NA,"-39.188444","-6.497028",NA,NA,"EAC0047824","-39.188444","-6.497028","2015","10","02",NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-21 19:40:07-03","UFC","EAC","45181","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Ribeiro, A.R.O.","129","Southern America","Brasil",NA,NA,"Erva cespitosa, coletada em margem de lago, muito frequente","EAC0045181","2008","03","28","Monocotyledon",NA,"L.","Ribeiro, A.R.O.","Rio Grande do Norte","Mossoró","Margem de lago próx. à Feira do Bode, Próx. ao Rio, Substrato orgânico,","-37.325278","-5.199444",NA,NA,"EAC0045181","-37.325278","-5.199444","2008","04","11",NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-21 19:40:07-03","UFC","EAC","45238","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Ribeiro, A.R.O.; Oliveira, R.C.; et al.","176","Southern America","Brasil",NA,NA,"Erva cespitosa, frequente; Margem de riacho temporário","EAC0045238","2008","05","30","Monocotyledon",NA,"L.","Ribeiro, A.R.O.","Rio Grande do Norte","Luís Gomes","Est. para Tigre de Cima, margem de afluente do Rio, Substrato orgânico","-38.41","-6.398056",NA,NA,"EAC0045238","-38.41","-6.398056","2008","06","24",NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-21 19:40:07-03","UFC","EAC","45250","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Ribeiro, A.R.O.","102","Southern America","Brasil",NA,NA,"Erva cespitosa, ocasional; Margem de lago seco","EAC0045250","2008","01","29","Monocotyledon",NA,"L.","Ribeiro, A.R.O.","Rio Grande do Norte","Mossoró","Margem de lago próx. à Feira do Bode, Próx. ao Rio, Substrato aquático","-37.325278","-5.199444",NA,NA,"EAC0045250","-37.325278","-5.199444","2008","03","26",NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-21 19:40:07-03","UFC","EAC","47820","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","122","Southern America","Brasil",NA,NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047820","2010","05","14","Monocotyledon",NA,"L.","Matias, L.Q.; Normando, L.R.O.","Ceará","Iguatu",NA,"-39.420306","-6.409944",NA,NA,"EAC0047820","-39.420306","-6.409944","2010","09","10",NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-21 19:40:07-03","UFC","EAC","47821","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","199","Southern America","Brasil",NA,NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047821","2010","05","15","Monocotyledon",NA,"L.","Matias, L.Q.; Normando, L.R.O.","Ceará","Iguatu",NA,"-39.254583","-6.492222",NA,NA,"EAC0047821","-39.254583","-6.492222","2010","09","10",NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-21 19:40:07-03","UFC","EAC","47822","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","18","Southern America","Brasil",NA,NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047822","2010","05","12","Monocotyledon",NA,"L.","Matias, L.Q.; Normando, L.R.O.","Ceará","Iguatu",NA,"-39.411028","-6.403861",NA,NA,"EAC0047822","-39.411028","-6.403861","2010","09","10",NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-21 19:40:07-03","UFC","EAC","47859","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","304","Southern America","Brasil",NA,NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047859","2010","05","16","Monocotyledon",NA,"L.","Matias, L.Q.; Normando, L.R.O.","Ceará","Iguatu",NA,"-40.643889","-6.462972",NA,NA,"EAC0047859","-40.643889","-6.462972","2010","09","10",NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-03-21 19:40:07-03","UFC","EAC","56113","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Loiola, M.I.B.; Quaresma, A.S.","2302","Southern America","Brasil",NA,NA,"Erva, 0,25m; inflorescência marrom-esverdeada.","EAC0056113","2014","06","02","Monocotyledon",NA,"L.","Moura, R.","Ceará","Aracati","Fazenda Belém, antropizado; arenoso.","-37.538333","-4.745833","82","82","EAC0056113","-37.538333","-4.745833","2014","06","16",NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-21 19:40:07-03","UFC","EAC","30324","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","compressus","Cyperus compressus","Amado, R.","s.n.","Southern America","Brasil",NA,NA,"Herbácea.; Litorâneo-paludoso","EAC0030324","2000","06","09","Monocotyledon",NA,"L.","Amado, R.","Ceará","Aracati","alagados no caminho para Canoa Quebrada, Substrato lmoso.","-37.7696990966797","-4.56166982650757",NA,NA,"EAC0030324",NA,NA,"2001","02","01","56389","auto",NA,NA,NA,NA,NA,NA
