"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-04-08 17:40:48-03","EAO","IAN","179890a","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"Lima, HC de","3739","1990","04","10","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, canteiro 17, seção C.","-43.2075004577637","-22.9027996063232",NA,"Árvore com 20 m de alt. Flores perfumadas, alvas, ovário esverdeado.","IAN179890a",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:40:48-03","EAO","IAN","179890","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"Lima, HC de","3739","1990","04","10","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, canteiro 17, seção C..","-43.2075004577637","-22.9027996063232",NA,"Árvore com 20 m de alt. Flores perfumadas, alvas, ovário esverdeado.","IAN179890",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-08 17:40:48-03","EAO","IAN","179893","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"Tourinho, DM","s.n.","1993","04","27","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","JBRJ, Canteiro 09, Seção B.","-43.2075004577637","-22.9027996063232",NA,"Árvore de 15m de altura, botão início de antese e frutificação. Flor muito pequena e branca. Indivíduo 03.","IAN179893",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-08 17:40:48-03","EAO","IAN","179894","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"Tourinho, DM","s.n.","1993","02","12","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","JBRJ, Canteiro 11, Seção B.","-43.2075004577637","-22.9027996063232",NA,"Flores de cor verde no ápice da copa. Primeira ramificação bem alta.","IAN179894",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:40:48-03","EAO","IAN","179895","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"Tourinho, DM","18","1993","03","16","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","JBRJ, Canteiro 11, Seção B. Indivíduo 03.","-43.2075004577637","-22.9027996063232",NA,"Árvore com 20m de altura, início da frutificação. Pouca floração. Flor branca.","IAN179895",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:40:48-03","EAO","IAN","179896","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"Tourinho, DM","20","1993","03","16","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","JBRJ, Canteiro 20, Seção C. Indivíduo 03.","-43.2075004577637","-22.9027996063232",NA,"Árvore com 12m de altura. Copa com 80% florida, com início de frutificação. Cor da flor branca.","IAN179896",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 17:40:48-03","EAO","IAN","179891","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Detarioideae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"Farney, C; Gomes, JC","2993","1992","01","28","Southern America","Brasil","Sergipe","Santo Amaro das Brotas","Localidade de Sapê, Fazenda Arauari. Mata remanescente próximo a Torre da Embratel.","-37.0544013977051","-10.7889003753662",NA,"Arvoreta com 22m de altura. Flores verdes, discolores. Flores em botão verdes; com cálice esverdeado, corola alva; estames alvos.","IAN179891",NA,NA,"21551","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:15:49-03","UFBA","ALCB","121213","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer","Gomes, FS","Gomes, FS","1432","2013","05","18","Southern America","Brasil","Bahia","Mascote",NA,"-39.369444","-15.793056",NA,"Folhas com folíolos cartáceos, ápice cuspidado. Material estéril.","ALCB049565","ALCB049565","2013",NA,NA,"-39.369444","-15.793056",NA,NA,"11",NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:15:49-03","UFBA","ALCB","132339","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer","Guedes, ML","Guedes, ML","30269","2018","02","05","Southern America","Brasil","Bahia","Cruz das Almas","Mata da Cazuzinha.","-39.171667","-13.116667",NA,NA,"ALCB047972","ALCB047972","2018",NA,NA,"-39.171667","-13.116667",NA,NA,"07",NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:15:49-03","UFBA","ALCB","043462","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer","Jardim, JG","Sambuichi, RHR; Santos, LCCP; Souza, J; Jardim, JG","163","1998","09","07","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Fazenda Retiro. Rodovia Ilhéus/Uruçuca, Km 14","-39.033333","-14.783333",NA,"33m alt. DAP 53,8cm. Casca lisa.; cacu sobmata raleada. Argiloso.","ALCB026839","ALCB026839","1999",NA,NA,"-39.033333","-14.783333",NA,NA,"01",NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:15:49-03","UFBA","ALCB","049772","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer","Costa, J","Pacheco, LM","103","2001","11","22","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, Estação Veracruz","-39.016667","-16.266667",NA,"14,0 m. Folhas compostas, folíolos cartáceos, discolores. Estéril.; Estádio primário de desenvolvimento.","ALCB026840","ALCB026840","2006",NA,NA,"-39.016667","-16.266667",NA,NA,"10","05",NA,NA,NA,NA,NA
"22","2020-02-08 09:06:51-03","NBC","NL-BOTANY","U 0003216","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"Constantino D",NA,"1922","03","04","Southern America","Brazil","Rio de Janeiro",NA,"Horto Botanico Rio de Janeiro culta",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200003216 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0003216","NL-U0003216",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","41383 A",NA,NA
"23","2020-02-08 09:06:51-03","NBC","NL-BOTANY","U 0070806","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Caes.","Copaifera","lucens","Copaifera lucens","Dwyer","Costa J","Ducke A",NA,"1928","07","17","Southern America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro. Ad urbem in silvis Sumari.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200070806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0070806",NA,"2016",NA,NA,NA,NA,NA,NA,"01","07","Magnoliopsidae","paratype",NA,NA,NA
"24","2020-11-04 11:09:07-03","ESALQ","ESA","106561","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Copaifera","lucens","Copaifera lucens",NA,"Lima, H.C.","Lima, H.C.","4388.0","1992","02","20",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,"ESA106561","ESA106561","2009","21463","auto",NA,NA,NA,NA,"07","31",NA,NA,NA,NA,NA
"25","2016-02-02 14:38:27-02","BGBM","B","B 10 0089343","S","Plantae",NA,NA,"Leguminosae","Copaifera","lucens","Copaifera lucens",NA,NA,"Kuhlmann","46415",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100089343 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100089343","B100089343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-02-02 14:38:27-02","BGBM","B","B 10 0089344","S","Plantae",NA,NA,"Leguminosae","Copaifera","lucens","Copaifera lucens",NA,NA,"Kuhlmann","114",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100089344 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100089344","B100089344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-07-26 11:40:11-03","IPA","IPA","14417","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Copaifera","lucens","Copaifera lucens","Dwyer","Ducke, A.","Kuhlmann, J.G.","14417","1942","04","06","Southern America","Brasil","Rio de Janeiro",NA,"Jardim Botânico",NA,NA,NA,"Cultivada. Árvore pequena","IPA0014417",NA,"1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-02-22 11:44:30-03","IPA","IPA","27770","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Copaifera","lucens","Copaifera lucens","Dwyer","Cowan, R.S.","Santos, T.S.","310","1968","12","12","Southern America","Brasil","Bahia",NA,"Fazenda São Rafael",NA,NA,NA,"Árvore 25m x 30 cm. Flor em botões verdes","IPA0027770",NA,"1978",NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA
"29","2019-02-22 11:44:30-03","IPA","IPA","65609","S","Plantae","Plantae",NA,"Leguminosae-Caes.","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"Lima, H.C. de; Farney, C.; Gomes, J.C.; Wendt, T.; Andreata, P.; Farney, C.; Gomes, J.C.; Wendt, T.; Andreata, P.","3048","1987","06","30","Southern America","Brasil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Fazenda Forquilha, próxima ao Rio do Norte","-41.833333","-21.883333",NA,"Árvore alta cm 30m de altura, DAP 52cm. Tronco com casca lisa e acinzentada. Frutos passados no chão; sementes nigrescentes com arilo vermelho. Ocasional na mata alta de encosta","IPA0065609",NA,NA,NA,NA,"-41.833333","-21.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-20 21:17:19-03","UFV","VIC","32469","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer","Lima, H.C. de","Lima, H.C. de; et al.","4388","1992","02","20",NA,"Brasil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual do Paraíso, Parcela 11 - Cumieira do Morro das Pacas.","-42.833333","-22.433333",NA,"Árvore; botões alvo-esverdeados. DAP 28; fuste 10; Altura de 10 metros.","VIC032469","VIC032469","2009",NA,NA,"-42.833333","-22.433333",NA,NA,"07","31",NA,NA,NA,NA,NA
"31","2019-11-27 13:48:47-03","UFS","ASE","5832","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"Farney, C; Gomes, JC","2993","1992","01","28","Southern America","Brasil","Sergipe","Santo Amaro das Brotas","próximo a torre da Embratel","-37.054167","-10.789167",NA,"arvoreta. 22. m. folhas verdes discolores, flores em botões verdes, flores com cálice esverdeado, corola alva, estames alvos.; arvoreta. 22. m. folhas verdes discolores, flores em botões verdes, flores com cálice esverdeado, corola al","ASE0005642","ASE0005642",NA,NA,NA,"-37.054167","-10.789167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-19 14:07:38-03","UFRPE","PEUFR","15506","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Caes.","Copaifera","lucens","Copaifera lucens","Dwyer","H.C. de Lima","M.T. Monteiro","23675","1972","05","26",NA,"Brasil","Bahia","Itamaraju","Fazenda Palmeira","-39.5311012268066","-17.0391998291016",NA,"Flores verdes; perfume agradável; madeira dura; âmago marrom claro","PEUFR015506",NA,"2002","55932","auto",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA
"33","2019-11-19 14:07:38-03","UFRPE","PEUFR","4147","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Caes.","Copaifera","lucens","Copaifera lucens","Dwyer","H.C. de Lima","D. de Andrade-Lima; F. de A. Carvalho; P.F. de Araújo",NA,"1971","11","30",NA,"Brasil","Paraíba","Bonito de Santa Fé","2 km de pois da Mata Grande, na estrada para Bonito de Santa fé","-38.5149993896484","-7.31333017349243",NA,"Árvore de 7 m; frequente; flores alvas abundante e botões rosados","PEUFR004147",NA,"2002","16812","auto",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA
"34","2019-11-19 14:07:38-03","UFRPE","PEUFR","12505","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Caes.","Copaifera","lucens","Copaifera lucens","Dwyer","H.C. de Lima","E. Ferraz","71","1992","02","17",NA,"Brasil","Pernambuco","Triunfo","Sítio Lagoa Nova","-38.1016998291016","-7.83805990219116",NA,"Árvore com ca. de 10 m de alt.; frutos verdes","PEUFR012505",NA,"2002","14606","auto",NA,NA,"1100","1100","12",NA,NA,NA,NA,NA,NA
"35","2019-11-19 14:07:38-03","UFRPE","PEUFR","12497","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Caes.","Copaifera","lucens","Copaifera lucens","Dwyer","H.C. de Lima","E. Ferraz","41","1991","12","07",NA,"Brasil","Pernambuco","Triunfo","Sítio Lagoa Nova","-38.1016998291016","-7.83805990219116",NA,"Árvore com ca. de 10 m de alt.; botões imaturos verdes","PEUFR012497",NA,"2002","14606","auto",NA,NA,"1100","1100","12",NA,NA,NA,NA,NA,NA
"36","2019-06-27 10:25:02-03","UFES","VIES","20129","S","Plantae",NA,NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer","Lima, H.C. de","Pereira, M.A.","16","1992","01","10",NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,"VIES020129","VIES020129","1994","37987","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-04-27 16:09:49-03","UFES","VIES","20128","S","Plantae",NA,NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer","Menandro, M.S.","Oliveira, R.N.","414","1993","02","10",NA,"Brasil","Espírito Santo","Aracruz","Coqueiral.","-40.2733001708984","-19.8202991485596",NA,NA,"VIES020128","VIES020128","1993","37987","auto",NA,NA,NA,NA,"02","10",NA,NA,NA,NA,NA
"38","2020-03-05 18:19:15-03","UFES","VIES","46487","S","Plantae",NA,NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"Gomes, J.M.L.; Dutra, S.S.","4614","2010","03","24",NA,"Brasil","Espírito Santo","Serra","Mestre Álvaro. Floresta de Encosta.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES046487","VIES046487",NA,"16451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-04-27 16:09:49-03","UFES","VIES","10426","S","Plantae",NA,NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer","Lima, H.C. de","Lima, H.C. de; et al.","4388","1992","02","20",NA,"Brasil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso.","-42.9818992614746","-22.5372009277344",NA,NA,"VIES010426","VIES010426","2009","21463","auto",NA,NA,NA,NA,"07","31",NA,NA,NA,NA,NA
"40","2020-06-29 09:30:21-03","UFRRJ","RBR","11805","S","Plantae",NA,NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"F.C. Nettesheim","35","2003","07","13",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Maramabaia, Área da Gruta da Santa.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00011805",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 09:30:21-03","UFRRJ","RBR","43035","S","Plantae",NA,NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"L.H. Soares",NA,"2015","09","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F81/03.","-43.566667","-22.831944",NA,NA,"RBR00043035",NA,NA,NA,NA,"43º34'W","22º49'55''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 09:30:21-03","UFRRJ","RBR","46079","S","Plantae",NA,NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer","H.C. Lima","J.O. Mendonça-Junior","s/n","2015","10","21",NA,"Brasil","Rio de Janeiro","Piraí","vegetação secundária em encosta declivosa.","-43.829722","-22.77",NA,NA,"RBR00046079",NA,"2018",NA,NA,"43º49'47''W","22º46'12''S","585","585","05","09",NA,NA,NA,NA,NA
"43","2020-06-29 09:30:39-03","UFRRJ","RBR","26267","S","Plantae",NA,NA,"Leguminosae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"H.C. Lima","5225","1995","11","16",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Catanudo, picada para a Serra do Beco.","-43.451099395752","-22.7591991424561",NA,NA,"RBR00026267","RBR00026267",NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 09:30:21-03","UFRRJ","RBR","34121","S","Plantae",NA,NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"R.S. Nunes","22","2008","03","03",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Cota 500 m, parcela 33, planta 28; Vertente Baía de Sepetiba, 2ª parcela à direita do Totem","-44.040599822998","-22.9596996307373",NA,NA,"RBR00034121",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-21 19:35:08-03","UFC","EAC","6691","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer","Fernandes, A.","Del'Arco, M.R.","s.n.","1979","04","28","Southern America","Brasil","Piauí","Gilbués","lado Sul da cidade.","-45.3438987731934","-9.83166980743408",NA,"Arbusto.; Cerrado","EAC0006691","EAC0006691","1979","69776","auto",NA,NA,NA,NA,"07","27",NA,NA,NA,NA,NA
"46","2020-12-21 16:26:02-03","MBM","MBM","339880","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyes","Lima, H.C.","Silva, J.M.; Hatschbach, G.; Hatschbach, G.","6008","2007","08","17","Southern America","Brazil","Minas Gerais","Joaquim Felício","Arredores","-44.1721992492676","-17.7574996948242",NA,"Árvore, 10 m. Floresta da beira do rio","MBM339880","MBM339880","2009","37503","auto",NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:26:02-03","MBM","MBM","115701","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyes","Lima, H.C. de","Lima, H.C. de","3048",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Sossego","-42.0080986022949","-21.9552993774414",NA,NA,"MBM115701","MBM115701",NA,"30526","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-15 09:02:52-03","UESC","UESC","10013","S","Plantae",NA,NA,"Caesalpiniaceae","Copaifera","lucens","Copaifera lucens","Dwyer",NA,"Sambuichi, R.H.R.","346","2001","04","29",NA,"Brasil","Bahia","Ilhéus",NA,"-39.189722","-14.706944",NA,"Floresta higrófila sobre plantação de cacau abandonada.; Árvore, DAP 14,5. Individuo 450A.; Solo argiloso.","UESC0010013",NA,NA,NA,NA,"39W11'23''","14S42'25''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-15 09:02:56-03","UESC","UESC","21791","S","Plantae",NA,NA,"Fabaceae","Copaifera","lucens","Copaifera lucens","Dwyer","L.A.Mattos-Silva","L.A.Mattos Silva","5257","2016","11","02",NA,"Brasil","Bahia","Una","Comandatuba","-39.005","-15.298333",NA,"Restinga Alta. Solo arenoso.; Árvore, 35m de altura x 350cm de circunferência.; Produtora de óleo medicinal.","UESC0021791",NA,"2016",NA,NA,"39W0'18''","15S17'54''","8","8","10",NA,NA,NA,NA,NA,NA
