"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","infraspecificEpithet","class","fieldNumber","typeStatus","sex"
"53","2021-02-07 08:35:21-03","MN","R","107653","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.","1952","08",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017470",NA,"4055",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"54","2021-02-07 08:35:21-03","MN","R","107654","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.","1952","08",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017494","R010017494","4056",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"55","2021-02-07 08:35:21-03","MN","R","107660","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.","1952","08",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017526",NA,"4083",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"56","2021-02-07 08:35:21-03","MN","R","107661","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.","1952","08",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017496",NA,"4078",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"57","2021-02-07 08:35:21-03","MN","R","214658","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Costa, A.F.","2011","04","07","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017549",NA,"914",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"58","2021-02-07 08:35:21-03","MN","R","214667","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vargens, F.A.C.","2007","04","27","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017529",NA,"8",NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"59","2021-02-07 08:35:21-03","MN","R","46172","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Sampaio, A.J.",NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R010017465",NA,NA,NA,NA,"38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"60","2021-02-07 08:35:21-03","MN","R","214650","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Cadorin, T.J.","2010","04","07","Brasil","Santa Catarina","Garuva",NA,"-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,NA,"R010017535",NA,NA,NA,NA,"22441",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"61","2021-02-07 08:35:21-03","MN","R","214648","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Dreveck, S.","2010","11","20","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.0666999816895","-26.4860992431641",NA,NA,NA,NA,NA,"R010017516",NA,NA,NA,NA,"33840",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"62","2021-02-07 08:35:21-03","MN","R","214666","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Cadorin, T.J.","2010","02","02","Brasil","Santa Catarina","Joinville",NA,"-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,"R010017517",NA,NA,NA,NA,"37150",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"63","2021-02-07 08:35:21-03","MN","R","214659","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Cadorin, T.J.","2010","02","02","Brasil","Santa Catarina","Joinville",NA,"-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,"R010017487",NA,"1118",NA,NA,"37150",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"64","2021-02-07 08:35:21-03","MN","R","214649","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Schimitt, J.L.","2010","04","21","Brasil","Santa Catarina","Orleans",NA,"-49.2914009094238","-28.3589000701904",NA,NA,NA,NA,NA,"R010017538",NA,NA,NA,NA,"31549",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"65","2021-02-07 08:35:21-03","MN","R","214651","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Schimitt, J.L.","2010","04","27","Brasil","Santa Catarina","Praia Grande",NA,"-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,NA,"R010017533",NA,NA,NA,NA,"21549",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"66","2021-02-07 08:35:21-03","MN","R","214653","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Cadorin, T.J.","2010","05","10","Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,NA,"R010017515",NA,"2125",NA,NA,"23090",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"67","2021-02-07 08:35:21-03","MN","R","46304","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Mosén, C.W.H.","1875","03","05","Brasil","São Paulo","Santos",NA,"-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,NA,"R010017511",NA,"3248",NA,NA,"26836",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"68","2021-02-07 08:35:21-03","MN","R","214660","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Cadorin, T.J.","2010","03","30","Brasil","Santa Catarina","Biguaçu","Amâncio.","-48.6556015014648","-27.4941997528076",NA,NA,NA,NA,NA,"R010017522","R010017522","1824",NA,NA,"20442",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"69","2021-02-07 08:35:21-03","MN","R","192999","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Vidal, J.","1952","02",NA,"Brasil","Rio de Janeiro","Magé","Barreira.","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,NA,"R010017473",NA,"737",NA,NA,"20531",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"70","2021-02-07 08:35:21-03","MN","R","232704","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Uribbe, F.P.","2017","05","23","Brasil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano.","-42.0080986022949","-21.9552993774414",NA,NA,NA,NA,NA,"R010040741,R010041907,R010040742,R010040743,R010040744,R010040745,R010041907","R010040741 R010040742 R010040743 R010040744 R010040745 R010041907","282",NA,NA,"30526",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"71","2021-02-07 08:35:21-03","MN","R","128596","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Castellanos, A.","1963","04","24","Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010017510",NA,"23982",NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"72","2021-02-07 08:35:21-03","MN","R","192998","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Lutz, B.M.J.","1939","05","01","Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010017507",NA,"1447",NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"73","2016-02-02 14:37:51-02","BGBM","B","B 10 0172684","S","Plantae","Bromeliaceae","Vriesea","philippo-coburgii","Vriesea philippo-coburgii",NA,NA,NA,NA,NA,"Rambo","1950","12","18","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100172684 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100172684","B100172684","49425",NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA
"74","2016-02-02 14:37:51-02","BGBM","B","B 10 0172683","S","Plantae","Bromeliaceae","Vriesea","philippo-coburgii","Vriesea philippo-coburgii",NA,NA,NA,NA,NA,"Rambo","1958","01","23","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100172683 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100172683","B100172683","63569",NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA
"75","2016-02-02 14:37:51-02","BGBM","B","B 10 0172685","S","Plantae","Bromeliaceae","Vriesea","philippo-coburgii","Vriesea philippo-coburgii",NA,NA,NA,NA,NA,"Rambo","1950","12","18","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100172685 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100172685","B100172685","49425",NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA
"76","2019-08-27 13:25:17-03","IAP","PACA-AGP","63569","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippo-coburgii","Vriesea philippo-coburgii","Wawra","Emrich-Rambo","1958","09","17","Rambo, B.","1958","01","23","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: in silva Fenofase: flor","PACA063569",NA,NA,"Magnoliophyta","Bromeliales","27350",NA,"auto",NA,NA,NA,"Liliatae",NA,NA,NA
"77","2019-08-27 13:25:17-03","IAP","PACA-AGP","49425","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippo-coburgii","Vriesea philippo-coburgii","Wawra","L. B. Smith","1954","05","17","Rambo, B.","1950","12","18","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: in araucarieto ad arbores Fenofase: flor","PACA049425",NA,NA,"Magnoliophyta","Bromeliales","76715",NA,"auto",NA,NA,NA,"Liliatae",NA,NA,NA
"78","2019-08-27 13:25:17-03","IAP","PACA-AGP","49793","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippo-coburgii","Vriesea philippo-coburgii","Wawra","L. B. Smith","1954","05","17","Rambo, B.","1950","01","18","Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: in silva paludosa ad arbores Fenofase: flor","PACA049793",NA,NA,"Magnoliophyta","Bromeliales","20837",NA,"auto",NA,NA,NA,"Liliatae",NA,NA,NA
"79","2019-08-27 13:25:17-03","IAP","PACA-AGP","46043","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippo-coburgii","Vriesea philippo-coburgii","Wawra","Emrich-Rambo","1954","05","17","Rambo, B.","1950","02","21","Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"VULNERÁVEL Habitat: in silva paludosa ad arbores Fenofase: flor","PACA046043",NA,NA,"Magnoliophyta","Bromeliales","20837",NA,"auto",NA,NA,NA,"Liliatae",NA,NA,NA
"80","2019-08-20 09:59:18-03","UNICAMP","UEC","115686","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Wanderley, MDGL","2001","08",NA,"Hanazaki, N; Peroni, N; Mendonça, AP","2000","12","15","Brazil","São Paulo","Cananéia","Agrossolar","-47.912222","-24.964444","-47.912222","-24.964444",NA,NA,"ori, Epífita. Nome local: Caraguatá. Nativa. Floresta Ombrófila Densa de Terras Baixas.","UEC043338","UEC043338","221","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-08-20 09:59:18-03","UNICAMP","UEC","116313","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Forster, W","2000","04",NA,"Forster, W; Mendes, JCT; Ferraz, KMB; Ferraz, SFB; Silva, EV; Valente, R","2000","04","18","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Estrada Intermediária, km 30","-45.633333","-23.692222","-45.633333","-23.692222",NA,NA,"flor, Crescendo a 7m sobre hospedeiro, inflorescência com brácteas púrpuras, flores amarelas. Roseta com cerca de 1m de diâmetro. Epífita no interior da mata. Floresta Ombrófila densa de encosta com perturbação.","UEC043337","UEC043337","409","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-08-20 09:59:18-03","UNICAMP","UEC","138741","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Breier, TB","2004","09",NA,"Breier, TB; Singer, RB","2003","05","14","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Estrada de acesso a parcela.","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,NA,"UEC043344","UEC043344","1080","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:19:09-03","UNICAMP","UEC","134737","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Forster, W","2003",NA,NA,"Aguiar, AC; Souza, VC; Rodrigues, RR; Silva, RR; Pereira, ZV; Cerqueira, RM","2003","04","15","Brazil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Trilha da Caçadinha com iníciona estrada do Carmo. Vegetação Secundária de Floresta Ombrófila Densa Alto Montana","-48.419167","-24.7775","-48.419167","-24.7775","710","710","Eífita a 1,5m alt. Brácteas rosas com ápice verde, brácteas marrons, flores amarelas e verdes na base.","UEC043343","UEC043343","107","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-09-02 10:45:20-03","UNICAMP","UEC","90286","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Wanderley, MDGL","1998","06",NA,"Araújo, AC; Fischer, EA","1994","02","03","Brazil","São Paulo","Picinguaba",NA,NA,NA,NA,NA,NA,NA,NA,"UEC043333","UEC043333","33471a","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-08-20 09:59:18-03","UNICAMP","UEC","75773","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Silva, SM","1990","06",NA,"Britez, RM","1988","03","12","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"flor, Terrícola de 1,5m, flores amarelas, brácteas vermelhas; freqüente em floresta de restinga.","UEC043332","UEC043332","1834","Liliopsida",NA,"24916",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"86","2019-08-20 09:59:18-03","UNICAMP","UEC","75657","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Silva, SM","1990","06",NA,"Britez, RM","1988","03","12","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"flor, Terrícola de 1,5m, flores amarelas, brácteas vermelhas; freqüente em floresta de restinga.","UEC051419",NA,"1834","Liliopsida",NA,"24916",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"87","2019-08-20 09:59:18-03","UNICAMP","UEC","56529","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Wanderley, MDGL","1991","10",NA,"Araújo, AC; Fischer, EA","1991","06","06","Brazil","São Paulo","Iguape","Estação Ecológica de Juréia","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"flor, Bromélia epífita com brácteas vermelhas e flores amarelas.","UEC043335","UEC043335","24328","Liliopsida",NA,"55628",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"88","2019-08-20 09:59:18-03","UNICAMP","UEC","140466","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Rocca, MA","2004","05","27","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Epífita, brácteas da inflorescência avermelhadas, flores amarelas.","UEC043340","UEC043340","79","Liliopsida",NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"89","2019-08-20 09:59:18-03","UNICAMP","UEC","140459","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Rocca, MA","2004","04","07","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Base, Trilha da Figueira.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Epífita, brácteas da inflorescência avermelhadas; flores amarelas.","UEC043342","UEC043342","94","Liliopsida",NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"90","2019-08-20 09:59:18-03","UNICAMP","UEC","140500","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra",NA,NA,NA,NA,"Rocca, MA","2004","03","08","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Base; Trilha da Figueira.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Inflorescência amarela, flores amarela.","UEC043339","UEC043339","26","Liliopsida",NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"91","2019-08-20 09:59:18-03","UNICAMP","UEC","72898","S","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Costa, A","1998","07",NA,"Bernacci, LC; Belinello, R; Andrade, PRP; Falivene, SMP; Silva, AMC","1995","01","13","Brazil","São Paulo","Tapiraí","Rodovia para Sorocaba, beira de estrada","-47.5","-23.9599990844727",NA,NA,NA,NA,"ori, Erva epífita, brácteas e ápice das folhas vermelho-esverdeadas. Beira de estrada.","UEC043331","UEC043331","1167","Liliopsida",NA,"41034",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"92","2020-10-14 10:00:18-03","FURB","FURB","14881","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Meyer, FS","2008","03","28","Meyer, F.S.","2008","03","28","Brasil","Santa Catarina","São Bento do Sul","CEPA Rugendas.","-49.3786111","-26.2505556","-49.3786111","-26.2505556",NA,NA,NA,"FURB01163","FURB01163","631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-10-14 10:00:18-03","FURB","FURB","19704","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Cadorin, TJ","2010","03","05","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","05","Brasil","Santa Catarina","Antônio Carlos","Santa Maria.","-48.8702778","-27.5394444","-48.8702778","-27.5394444","220","220","Florística IFFSC 350 (Epífita), escapo floral com mais de 1 metro. Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: epífita; Fruto amarela; flor brácteas rosas","FURB20528","FURB20528","1686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-10-14 10:00:18-03","FURB","FURB","19720","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Cadorin, TJ","2010","03","05","Dreveck, S.; Carneiro, F.E.","2010","02","20","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.0516667","-26.4622222","-49.0516667","-26.4622222","219","219","Florística IFFSC 955 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB20526","FURB20526","1365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-10-14 10:00:18-03","FURB","FURB","19722","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Cadorin, TJ","2010","03","05","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","20","Brasil","Santa Catarina","Águas Mornas","Canto do Schutch.","-48.87","-27.63","-48.8700000","-27.6300000","413","413","Florística IFFSC 316 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: epífita de Alchornea sidifolia; flor amarela e brácteas vermelhas","FURB20525","FURB20525","1801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-14 10:00:18-03","FURB","FURB","20696","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Cadorin, TJ","2010","02","23","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","02","23","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.4755556","-27.5766667","-48.4755556","-27.5766667","444","444","Forófito 2. Epífita IFFSC e8004a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB20425","FURB20425 FURB20425_1","1394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-10-14 10:00:18-03","FURB","FURB","21120","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Cadorin, TJ","2010","02","02","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","02","02","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","770","770","Forófito 3. Epífita IFFSC e1025a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita;","FURB20519","FURB20519","1118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-10-14 10:00:18-03","FURB","FURB","22439","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Stival-Santos, A","2010","03","30","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","03","17","Brasil","Santa Catarina","São José","Forquilhas.","-48.6894444","-27.5402777","-48.6894444","-27.5402777","135","135","Florística IFFSC 352 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor botão floral amarelo","FURB20523","FURB20523 FURB20523_1","2151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-10-14 10:00:18-03","FURB","FURB","22473","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Cadorin, TJ","2010","03","10","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","317","317","Epífita IFFSC e8003a (Acima de 4m). Forófito 1. Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita;","FURB20524","FURB20524","1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-10-14 10:00:18-03","FURB","FURB","22556","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Cadorin, TJ","2010","03","16","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","46","46","Epífita IFFSC e8006a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto amarelo; flor bráctea rosa","FURB20522","FURB20522","1657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-10-14 10:00:18-03","FURB","FURB","24414","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Cadorin, TJ","2010","03","30","Cadorin, T.J.; Oliveira, C.P.L. & Boing, E.","2010","03","30","Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36","-48.7800000","-27.3600000","440","440",NA,"FURB20516","FURB20516","1824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-10-14 10:00:18-03","FURB","FURB","24493","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Schmitt, J","2010","03","29","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2010","03","29","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4977777","-26.9097222","-49.4977777","-26.9097222","788","788","Epífita IFFSC e689b (Acima de 4m). Forófito 23. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto amarela;","FURB20518","FURB20518","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-10-14 10:00:18-03","FURB","FURB","24543","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","philippocoburgii","Vriesea philippocoburgii","Wawra","Cadorin, TJ","2010","04","07","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","04","07","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","13","13","Forófito 1. Epífita IFFSC e8000b (Acima de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: epífita de arbórea; Fruto amarela;","FURB20514","FURB20514","1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
