"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus"
"1","2021-03-15 16:37:00-03","NY","NYBG","561486","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","M. V. Peron","875","1989","08","18","South America","Brazil","Rio de Janeiro","Nova Friburgo","Nova Friburgo, Reserva Ecológica Municipial de Macaé de Cima, Sítio Sophronites.","-42.05","-22","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=467644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561486","NY00561486_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-01 16:36:02-03","UNICAMP","UEC","11726","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Matthes, LAF","9258","1978","01","31",NA,"Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 847-D",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-01 16:36:02-03","UNICAMP","UEC","11724","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Matthes, LAF","7941",NA,NA,NA,NA,"Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 468-D",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-01 16:36:02-03","UNICAMP","UEC","11723","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Matthes, LAF","7951",NA,NA,NA,NA,"Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 300-D",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-01 16:36:02-03","UNICAMP","UEC","11722","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Matthes, LAF","7949",NA,NA,NA,NA,"Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 275-D",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-01 16:36:02-03","UNICAMP","UEC","11721","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Matthes, LAF","7950",NA,NA,NA,NA,"Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 293-D",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-01 16:36:02-03","UNICAMP","UEC","11719","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Matthes, LAF","7723","1977","10","31",NA,"Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 295-D",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-01 16:36:02-03","UNICAMP","UEC","11718","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Matthes, LAF","7940","1977","11","07",NA,"Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 124-A",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-01 16:36:02-03","UNICAMP","UEC","11717","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Matthes, LAF","7736","1977","09","29",NA,"Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 21-B",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-01 16:36:02-03","UNICAMP","UEC","11716","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Matthes, LAF","9262","1978","01","30",NA,"Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 988-A",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-01 16:36:02-03","UNICAMP","UEC","11720","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Matthes, LAF","7947",NA,NA,NA,NA,"Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Coleção Bosque dos Jequitibás nº 19-B",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-20 10:20:51-03","UNICAMP","UEC","71314","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Santin, DA; Bertani, DF; Cielo-Filho, R","33601","1994","11","04",NA,"Brazil","São Paulo","Campinas","Bosque São José","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:20:51-03","UNICAMP","UEC","71315","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Santin, DA; Bertani, DF; Cielo-Filho, R","33603","1994","11","07",NA,"Brazil","São Paulo","Campinas","Bosque São José","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:36:02-03","UNICAMP","UEC","34804","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Gandolfi, S","15618","1983","10","06",NA,"Brazil","São Paulo","Valinhos","Estação Experimental de Valinhos (IF)","-46.9900016784668","-22.9699993133545",NA,NA,NA,"Árvore, flores brancas.",NA,NA,"12075","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 09:31:29-03","UFRRJ","RBR","44166","S","Plantae",NA,NA,"Myrtaceae","Eugenia","leonorae","Eugenia leonorae","Mattos","N.E. Oliveira","389","2014","10","12",NA,"Brasil","Bahia","Ribeirão do Largo","Conglomerado BA_1328-2-10-55","-40.680278","-15.299444",NA,NA,NA,NA,"RBR00044166","RBR00044166",NA,NA,"M.C. Souza","2017","03","29","40º40'49''W","15º17'58''S",NA,NA
"16","2020-12-11 11:39:00-03","UFMG","BHCB","96433","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Fanrey, C; et al.","4441","2001","12","03","Southern America","Brasil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba, Mata de encosta,","-42.1027984619141","-22.8391990661621","28","300",NA,"Arvoreta; folhas verdes discolores; flores em botões castanhos; frutos imaturos verdes.","BHCB000710","BHCB000710","20879","auto",NA,"2005",NA,NA,NA,NA,NA,NA
"17","2020-12-11 11:39:10-03","UFMG","BHCB","24565","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","leonorae","Eugenia leonorae","N.F.Mattos",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-07 09:34:52-03","UEFS","HUEFS","87223","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Calycorectes","schottianus","Calycorectes schottianus","O.Berg","Schott","5830",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087223",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae","Tipo"
