"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","barcode","order","imagecode","class","relatedCatalogItem","fieldNumber","typeStatus","sex"
"397","2008-05-27 22:02:00-03","MO","MOBOT","1916461","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Quintana",NA,NA,NA,"* QUITANA","1998","9","19","Paraguay","Alto Paraguay",NA,"Parque Nacional Defensores del Chaco. 32 Km del cruce Agua Dulce hacia Lagerenza por Linea 1. Bosque abierto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUITANA 609","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2008-05-27 22:02:00-03","MO","MOBOT","1916462","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Quintana",NA,NA,NA,"* QUITANA","1998","9","4","Paraguay","Alto Paraguay",NA,"Parque Nacional Defensores del Chaco. 85 Km antes de la entrada a Cerro Leon.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUITANA 519","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2010-01-26 12:46:00-02","MO","MOBOT","1921083","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Pin",NA,NA,NA,"Frieda Billiet","1984","6","3","Paraguay","Boquerón",NA,"Cerro León, lado Sud-este. Matorral.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Billiet 3296","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","2012-04-12 13:16:00-03","MO","MOBOT","1921084","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Robbin C. Moran",NA,NA,NA,"Lidia Pérez de Molas|Victor Vera","1986","9","18","Paraguay","Alto Paraguay",NA,"San Carlos. Bosque de 15-20 m alt. Tabebuia ipe, Aspidosperma sp. Amburana cearensis, Trithrinax biflavelata, Ziziphus sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pérez de Molas 1125","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2008-05-27 22:02:00-03","MO","MOBOT","1923566","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Fátima Mereles","1997","4","17","Paraguay","Alto Paraguay",NA,"Parque Nacional Defensores del Chaco. Cerro Leon. Meseta de entrada sobre Picada 4, de Mayo-Madrejon. Sotobosque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mereles H. 6634","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","2008-05-27 22:02:00-03","MO","MOBOT","19887","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","R. Tyron (USF)",NA,NA,NA,"David N. Smith","1984","2","24","Peru","Cajamarca","Celendin","Balsas-Celendin road, 7-13 km from Balsas. Desert slopes, Río Marañón valley.",NA,NA,"1250.00000000","1600.00000000","2",NA,"-78.05","-6.83333",NA,NA,"Smith 6179","South America",NA,NA,NA,NA,NA,NA,NA,"84-183",NA,NA
"403","2014-09-17 05:30:00-03","MO","MOBOT","2481615","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Pellegrini, G., //",NA,NA,NA,"Maria M. Arbo|Jomar G. Jardim|M. Silvia Ferrucci|Sérgio C. de Sant'Ana","1997","1","19","Brazil","Bahia",NA,"15 km S de Xique-Xique, camino a Santo Inácio",NA,NA,NA,NA,NA,NA,"-42.68333","-10.96666",NA,NA,"Arbo 7512","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2014-09-17 05:30:00-03","MO","MOBOT","2481635","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Pellegrini, G., //",NA,NA,NA,"Maria M. Arbo|Jomar G. Jardim|M. Silvia Ferrucci|Sérgio C. de Sant'Ana","1997","1","15","Brazil","Bahia",NA,"candeal. 8 km al N de Tanquinho, camino a Ichu",NA,NA,NA,NA,NA,NA,"-39.1","-11.9",NA,NA,"Arbo 7258","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2015-09-16 06:16:00-03","MO","MOBOT","2515160","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Benedict (Benjamin) Balansa",NA,NA,NA,"Paraguay","Paraguarí",NA,"Cerro Pelado, near Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balansa 3293","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2014-03-14 05:46:00-03","MO","MOBOT","2823596","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","M. Kessler (GOET)",NA,NA,NA,"A.C.V.D. d'Orbigny","1826",NA,NA,"Bolivia","Santa Cruz","Chiquitos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orbigny 263","South America",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA
"407","2008-05-27 22:02:00-03","MO","MOBOT","3361041","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","I.A. Valdespino",NA,NA,NA,"Timothy J. Killeen","1985","5","16","Bolivia","Santa Cruz","Nuflo de Chavez","Rancho Zapocoz, 80 km SE of Concepción. Rolling plain of precambrian shield, with numerous granitic outcrops; mosaic of semideciduous forest, wooded savanna and savanna wetland.",NA,NA,"450.00000000",NA,NA,NA,"-61.63333","-16.48333",NA,NA,"Killeen 937","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2012-05-04 05:16:00-03","MO","MOBOT","3361614","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Henk van der Werff",NA,NA,NA,"Cyril Allen","1924","12","30","Colombia","Magdalena",NA,"Forest, Poponte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen 919","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2009-07-31 09:02:00-03","MO","MOBOT","3361983","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A.R. Smith",NA,NA,NA,"Franciso Delascio C.|Ronald L. Liesner","1978","7",NA,"Venezuela","Bolívar",NA,"Distrito Páez. La Grulla. 6 kmts al Sur-Este de Upata. Bosque semidecíduo. Temperatura media 26-28 C.",NA,NA,"340.00000000",NA,NA,NA,"-62.28333","8.15",NA,NA,"Delascio Chitty 6827","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2009-07-17 07:37:00-03","MO","MOBOT","3362704","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Smith",NA,NA,NA,"Julian A. Steyermark|Ronald L. Liesner","1980","3","29","Venezuela","Aragua",NA,"Distrito Ricaurte: gallery forest bordered by rocky boulders, in deep quebrada, along Río Tuy, 3 1/2 km by air) southeast of Colonia Tovar, at crossing of Río Tuy east of Topo El Zamuro.",NA,NA,"1080.00000000","1120.00000000",NA,NA,"-67.25555","10.38888",NA,NA,"Steyermark 121956","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","2015-08-13 05:50:00-03","MO","MOBOT","3363003","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","J.Grimes",NA,NA,NA,"R.M. Harley","1974","2","19","Brazil","Bahia",NA,"Serra de Itiuba, about 6 km. E of Itiuba, on granitic hillside with caatinga vegetation and small river with gallery forest. This plant growing in dry soil.",NA,NA,"500.00000000",NA,NA,NA,"-39.8","-10.68333",NA,NA,"Harley 16181","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2011-03-26 10:39:00-03","MO","MOBOT","3363017","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","C. Moran",NA,NA,NA,"Maria M. Arbo|Renato de Mello-Silva|Joao Vicente","1992","12","5","Brazil","Espírito Santo",NA,"Sitio Sturr, Feixe de Pedras, 6 Km ESE de Pancas ca. mino a Colatina. Borde de mata, sobre piedras.",NA,NA,"180.00000000",NA,NA,NA,"-40.76666","-19.25",NA,NA,"Arbo 5591","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2011-02-22 16:53:00-03","MO","MOBOT","3363212","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Brian M. Boom|Scott A. Mori","1981","6","7","Brazil","Bahia",NA,"Mpio of Paulo Afonso, BR 110, road from Paulo Afonso to Jeremoabo, 39-46 kkm S of Paulo Afonso. Caatinga, roadside.",NA,NA,"300.00000000","400.00000000",NA,NA,NA,NA,NA,NA,"Boom 1058","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2008-05-27 22:02:00-03","MO","MOBOT","3363743","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","C.V. Morton",NA,NA,NA,"Lyman B. Smith","1952","4","8","Brazil","Distrito Federal",NA,"Pedra da Gavea.",NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,"Smith 6447","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2014-04-24 12:35:00-03","MO","MOBOT","3364118","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","I. A. Valdespino (PMA)",NA,NA,NA,"Ana Valera","1994","3",NA,"Venezuela","Bolívar",NA,"Mpio. Piar. Baio Caroni. Bosque Tropofilo Marotermico Sector I. Afloramiento rocoso. Bosque Seco Tropical.",NA,NA,"125.00000000",NA,NA,NA,"-62.08333","7.06666",NA,NA,"Valera 286","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2014-04-24 12:36:00-03","MO","MOBOT","3364206","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","I. A. Valdespino (PMA)",NA,NA,NA,"H.Q. Boudet Fernandes","1988","12","9","Brazil","Espírito Santo",NA,"Pancas, próximo da rodovia Colatina-Pancas, lado esquerdo, após estrada para Lajinha. Vegetacã0 campestre sobre afloramento gneissico. Cerca de.",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"Boudet Fernandes 2666","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2011-02-18 15:11:00-02","MO","MOBOT","3364317","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Apparicio P. Duarte","1962","11","27","Brazil","Minas Gerais",NA,"Varzea da Palma, Faz. Mae d'Agua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duarte 7535","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2009-08-24 12:07:00-03","MO","MOBOT","3364366","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Iván Valdespino",NA,NA,NA,"Itaipú Binacional","1984","7","27","Paraguay","Canindeyú",NA,"Salto del Guairá. Sotobosque, suelo rocoso. Hierba tallo rastrero. Hoja escuamiformes y anisofilas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Itaipú Binacional 1093","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2008-05-27 22:02:00-03","MO","MOBOT","3364859","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A.R. Smith",NA,NA,NA,"Gert G. Hatschbach","1984","4","11","Brazil","Minas Gerais",NA,"Rod. BR-418, km 112 (mun. Carlos Chagas).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 47818","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2014-01-11 20:55:00-02","MO","MOBOT","3365459","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Pietrobom da Silva, M.R.",NA,NA,NA,"M.R.P. da Silva|F.R. Nonanto","1995","6","3","Brazil","São Paulo",NA,"Monte Alto. Serra Tabarana, ca. 10 km da Cidade.",NA,NA,NA,NA,NA,NA,"-48.46666","-20.36666",NA,NA,"Silva 1780","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2008-05-27 22:02:00-03","MO","MOBOT","3383506","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A.R. Smith",NA,NA,NA,"Gert G. Hatschbach|Maria M. Hatschbach|E.L. Barbosa","2003","10","30","Brazil","Mato Grosso do Sul",NA,"Estrada Velha Caracol-Porto Murtinho, próximo do Rio Perdido (Mun. Caracol).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 76544","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2013-11-26 05:40:00-02","MO","MOBOT","3436235","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A.R. Smith (UC)",NA,NA,NA,"Reinaldo Lozano","2006","2","3","Bolivia","Chuquisaca","Sud Cinti","Trayecto Chaco José-Casa Fidel (Las Abras). Laderas medianamente empinadas, bordeando el río Pilaya, con presencia de Bombacáceas, Leguminosas en el estrato arbóreo. En sotobosque con presencia de Poaceas y Briofitos terrestres, dispersos. Suelo pobre con afloramientos rocosos, franco-arcilloso.",NA,NA,"1478.00000000",NA,NA,NA,"-64.33833","-21.08055",NA,NA,"Lozano 2078","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2013-10-13 05:48:00-03","MO","MOBOT","933813","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Smith (UC)",NA,NA,NA,"Timothy J. Killeen|Corine Vriesendorp|W. Hawey","1994","10","19","Bolivia","Santa Cruz","Velasco","Reserva Forestal Bajo Paraguá, Cerro Pelao. Afloramiento de rocas graníticas del escudo Brasilero. Bosque seco y vegetación saxícola.",NA,NA,"450.00000000",NA,NA,NA,"-61.49222","-14.53166",NA,NA,"Killeen 7028","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2008-05-27 22:02:00-03","MO","MOBOT","937947","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Smith (UC)",NA,NA,NA,"Timothy J. Killeen|R.C. Quevedo|Luzmila Arroyo P.|E. Gutiérrez|Antony Jardim","1993","11","21","Bolivia","Santa Cruz","Velasco","Reserva Bajo Paraguá. Cerro pelao. Afloramiento granítico. Sobre laja en suelos superficiales.",NA,NA,"400.00000000",NA,NA,NA,"-61.4925","-14.60583",NA,NA,"Killeen 6210","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2008-05-27 22:02:00-03","MO","MOBOT","939299","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Smith (UC)",NA,NA,NA,"Timothy J. Killeen|Jean Wellens","1994","5","13","Bolivia","Santa Cruz","Velasco","Reserva Forestal Bajo Paraguá. Laja granítica grande cerca de caminos Moira-Cerro Pelado.",NA,NA,"250.00000000","350.00000000",NA,NA,"-61.4925","-14.60583",NA,NA,"Killeen 6335","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2008-05-27 22:02:00-03","MO","MOBOT","941036","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","R.C. Moran",NA,NA,NA,"Luzmila Arroyo P.","1993","6","25","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. 1 km del cruce a Piso Firme y Moira, viniendo hacia Concepcion; las primeras Lajas.",NA,NA,"255.00000000",NA,NA,NA,"-61.48333","-14.61666",NA,NA,"Arroyo Padilla 255","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2015-09-08 09:44:00-03","MO","MOBOT","1391440","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Robin Moran (NY)",NA,NA,NA,"Elsa M. Zardini|J. Godoy","1999","2","13","Paraguay","Alto Paraguay",NA,"Parque Nacional Defensores del Chaco: Cerro León Area.",NA,NA,NA,NA,"4",NA,"-60.0866666","-20.5844444",NA,NA,"Zardini 50146","South America",NA,NA,NA,NA,NA,NA,NA,"1168",NA,NA
"428","2014-04-24 12:35:00-03","MO","MOBOT","1751419","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","I. A. Valdespino (PMA)",NA,NA,NA,"Elsa M. Zardini|Apestegui, Isabelino","2002","2","8","Paraguay","Alto Paraguay",NA,"Proposed Biosphere Reserve Gran Chaco Americano: Agua Dulce. Humid forests on sandy soils.",NA,NA,"170.00000000",NA,"2",NA,"-59.75777","-19.98444",NA,NA,"Zardini 58236","South America",NA,NA,NA,NA,NA,NA,NA,"1253",NA,NA
"429","2015-05-20 10:37:16-03","UFERSA","MOSS","3890","S","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring.","Fernandes, A.G.",NA,NA,NA,"Figueiredo, M.A.","1991","03","21","Brasil","Ceará","Aiuaba",NA,NA,NA,NA,NA,NA,NA,"-40.1236","-6.57361","68662","auto","23","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2015-05-20 10:37:16-03","UFERSA","MOSS","3754","S","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring.","Oliveira, O.F. de","1999","05","07","Fernandes, A.","1988","06","07","Brasil","Rio Grande do Norte","Serra Negra do Norte",NA,NA,NA,NA,NA,NA,NA,"-37.3972","-6.66556","25572","auto","78","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2015-05-20 10:37:16-03","UFERSA","MOSS","13941","S","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring.","Oliveira, O.F. de","2003","06","24","Santos, L.C. dos","2003","06","15","Brasil","Rio Grande do Norte","Jucurutu",NA,NA,NA,NA,NA,NA,NA,"-37.0203","-6.03389","24072","auto","s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2015-05-20 10:37:16-03","UFERSA","MOSS","13454","S","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring.","Oliveira, O.F. de","2010","10","25","Lima, B.G. de","2010","06","22","Brasil","Ceará","Iguatu","Fazenda Trussu/ RPPN Trussu.",NA,NA,NA,NA,NA,NA,"-39.2986","-6.35944","29001","auto","572","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2015-05-20 10:37:16-03","UFERSA","MOSS","10455","S","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring.","Melo, J.I.M.","2007","04","21","Melo, J.I.M.","2007","04","21","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó - ESEC, descida para o Mirante.",NA,NA,NA,NA,NA,"erva; coletada em afloramento rochoso, trecho ensolarado.","-37.3972","-6.66556","25572","auto","600","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2015-05-20 10:37:16-03","UFERSA","MOSS","1709","S","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring.","Oliveira, O.F. de","1981","03","23","Oliveira, O.F. de","1981","03","23","Brasil","Rio Grande do Norte","Caicó",NA,"37W04'30","6S20'10",NA,NA,NA,NA,"-37.075","-6.336111",NA,NA,"1728","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2015-05-20 10:37:16-03","UFERSA","MOSS","2511","S","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring.","Lima-Verde, L.W.","1996","06","14","Oliveira, O.F. de","1980","03","02","Brasil","Rio Grande do Norte","Florânia",NA,"36W50'00","6S07'00",NA,NA,NA,NA,"-36.833333","-6.116667",NA,NA,"177","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2015-05-20 10:37:16-03","UFERSA","MOSS","2512","S","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring.","Lima-Verde, L.W.","1996","06","14","Oliveira, O.F. de","1980","03","02","Brasil","Rio Grande do Norte","Florânia",NA,"36W50'00","6S07'00",NA,NA,NA,NA,"-36.833333","-6.116667",NA,NA,"176","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2015-05-20 10:37:16-03","UFERSA","MOSS","8913","S","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring.","Maciel, J.R.","2006","07","31","Ferreira, C.G.T.","2006","06","23","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó.","37W15'59","6S34'07","326","326",NA,"coletada na serra que dá acesso ao mirante; solo pedergoso.","-37.266389","-6.568611",NA,NA,"208","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2020-08-31 09:18:36-03","INPA","INPA","89958","S","Plantae","Lycopodiopsida","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Góes-Neto, LAA","2015","01","21","Rodrigues, WA","1980","01","26","Brasil","Bahia","Maracás",NA,NA,NA,NA,NA,NA,NA,"-40.4308013916016","-13.4411001205444","50558","auto","10202","Southern America",NA,NA,"INPA0089958","Selaginellales","INPA0089958 INPA0089958_e",NA,NA,NA,NA,NA
"439","2020-08-31 09:18:36-03","INPA","INPA","99726","S","Plantae","Lycopodiopsida","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Alston, AHG",NA,NA,NA,"Alston, AHG","1939","01","17","Venezuela","Lara",NA,"Near Barquisimento. Among Cactaceae, on ground.",NA,NA,"500","500",NA,NA,NA,NA,NA,NA,"6383","Southern America",NA,NA,"INPA0099726","Selaginellales","INPA0099726 INPA0099726_e",NA,NA,NA,NA,NA
"440","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","201",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Lana Sylvestre/1997",NA,NA,NA,"H. Q. Boudet Fernandes","1985","10","08","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","40W40'53","19S48'20",NA,NA,NA,"Erva, semi-sombra, capoeirão, encosta.","-40.681389","-19.805556",NA,NA,"1550",NA,NA,NA,"MBML000201",NA,"MBML000201",NA,NA,NA,NA,NA
"441","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","23116",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","N.T.L. Pena/03-06-2016",NA,NA,NA,"L. Kollmann; et al","2004","10","16","Brasil","Espírito Santo","São Roque do Canaã","Distrito São Jacinto, Militon","40W36'30","19S43'30",NA,NA,NA,"Erva rupestre.","-40.608333","-19.725",NA,NA,"7059",NA,NA,NA,"MBML023116",NA,"MBML023116",NA,NA,NA,NA,NA
"442","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","32110",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","N.T.L. Pena/03-06-2016",NA,NA,NA,"H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","2007","10","03","Brasil","Espírito Santo","Águia Branca","Santa Lúzia. Pedra do Ciro.","40W39'44","18S59'8,9","175","175",NA,"Vegetação rupestre. Erva 20cm. Ao sol.","-40.662222","-18.985806",NA,NA,"3428",NA,NA,NA,"MBML032110",NA,"MBML032110",NA,NA,NA,NA,NA
"443","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","32611",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","L. Kollmann/04-10-2007",NA,NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","40W28'55,8","19S44'51,8","810","810",NA,"Erva rupestre no sol.","-40.482167","-19.747722",NA,NA,"10083",NA,NA,NA,"MBML032611",NA,"MBML032611",NA,NA,NA,NA,NA
"444","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","33871",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","N.T.L. Pena/03-06-2016",NA,NA,NA,"P. Labiak; et al","2008","02","18","Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","40W26'47","18S46'58",NA,NA,NA,"Rupícola em local exposto ao sol. Material prensado em álcool.","-40.446389","-18.782778",NA,NA,"4686",NA,NA,NA,"MBML033871",NA,"MBML033871",NA,NA,NA,NA,NA
"445","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","39414",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","N.T.L. Pena/03-06-2016",NA,NA,NA,"L. Kollmann; & E. Leme","2009","09","10","Brasil","Espírito Santo","Barra de São Francisco","estrada Ecopóranga/Barra de São Francisco","40W49'1","18S32'21",NA,NA,NA,"Erva rupícola ao sol.","-40.816944","-18.539167",NA,NA,"11784",NA,NA,NA,"MBML039414",NA,"MBML039414",NA,NA,NA,NA,NA
"446","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","40893",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","N.T.L. Pena/03-06-2016",NA,NA,NA,"R. C. Forzza; J. Silva, K.V. Hmeljeviski & E.S. Leal","2009","11","18","Brasil","Espírito Santo","Santa Teresa","Estrada vicinal ao lado da Escola Agrotécnica Federal. Pedra do Rúdio. Inselbergue","40W41'30","19S49'19",NA,NA,NA,"Erva frequente, em solo arenoso sobre afloramento","-40.691667","-19.821944",NA,NA,"5736",NA,NA,NA,"MBML040893",NA,"MBML040893",NA,NA,NA,NA,NA
