"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"142","2014-07-14 04:12:00-03","MO","MOBOT","2923994","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Hno. Daniel","Daniel 235",NA,NA,NA,"South America","Colombia",NA,NA,NA,NA,NA,NA,"R. Br.","Hno. Daniel","Antioquia",NA,NA,NA,NA,"Medellín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"143","2011-06-08 17:16:00-03","MO","MOBOT","3100008","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","José Steinbach","Steinbach G. 14872",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"R. Br.","Foster's catalog note file","Santa Cruz","Buenavista, near Dolores",NA,NA,NA,"Sara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2011-06-08 17:16:00-03","MO","MOBOT","3100009","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","José Steinbach","Steinbach G. 1895","1916","4",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"R. Br.","Foster's catalog note file","Santa Cruz","Dolores","-61.515278","-16.916389",NA,"Sara","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2008-08-07 03:32:00-03","MO","MOBOT","3100010","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Williams","Williams 931",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"R. Br.","Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2008-08-07 03:32:00-03","MO","MOBOT","3100011","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Williams","Williams 939",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"R. Br.","Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2009-07-17 13:01:00-03","MO","MOBOT","2913711","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Franciso Delascio C.|Rubén A. Montes|Gerrit Davidse","Delascio Chitty 11496","1981","12",NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.","G. Davidse","Guárico","Dtto. Infante: Parque Nacional Aguaro-Guariquito: Morichal Indio Viejo.","-67.86666","9.8",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2016-01-21 11:54:00-02","MO","MOBOT","265917","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Elsa M. Zardini|U. Velázquez","Zardini 25095","1990","12","8","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Paraguarí","Between Nueva Italia and Yuquyty, on a hill.","-57.4333333","-25.6166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"502","4",NA
"149","2008-05-27 22:02:00-03","MO","MOBOT","764772","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Elsa M. Zardini|P. Aquino","Zardini 31314","1992","3","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Paraguarí","Estero Ypoá. Between Nueva Italia and Yuquyty on a hill. Inundated savanna.","-57.43333","-25.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"672","4",NA
"150","2008-05-27 22:02:00-03","MO","MOBOT","1822500","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","QUIPUSCOA","QUIPUSCOA 1995","2000","8","8","South America","Peru",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"San Martín","Dist. Saposoa. Al Oeste de Achamal. Area deforestada y abundonada.","-77.41666","-6.53333",NA,"Huallaga","1420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-04-30 04:37:00-03","MO","MOBOT","2337044","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","RODRÍGUEZ","RODRÍGUEZ 484","1935","2","11","South America","Argentina",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Misiones","Itaimbé","-56","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2008-05-27 22:02:00-03","MO","MOBOT","1092849","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Marisol Garvizu|Nur Ritter","Garvizu 120","1996","4","5","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.","N. Ritter (NHA)","Santa Cruz","Parque Nacional Noel Kempff Mercado. Lago Caimán, sistema que recibe agua del Río Itenez, con poca agua en tiempo seco.","-60.89888","-13.63861",NA,"Velasco","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"153","2011-12-22 05:01:00-02","MO","MOBOT","1124054","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Teodoro Rojas","Rojas 1096","1915","3",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Central","Tacuaral (Ypacarai). Esteros camino a Tacuaral.","-57.26666","-25.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"154","2008-05-27 22:02:00-03","MO","MOBOT","1525321","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Michael H. Nee","Nee 43138","1992","12","17","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Santa Cruz","On road from Santa Cruz to Camiri, 1 km N of Pedro Lorenzo. Sandy roadside and grazed brushy savannas on sand, with Acrocomia totai, a few Curatella americana, Allagoptera leucocalyx.","-63.25","-17.95",NA,"Andrés Ibáñez","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2008-05-27 22:02:00-03","MO","MOBOT","1875948","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Francis W. Pennell","Pennell 2538","1917","10","20","South America","Colombia",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Cundinamarca","Zipaquira. Spring-head in meadow.",NA,NA,NA,NA,"2650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2011-02-22 06:39:00-03","MO","MOBOT","2194748","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","F. Biganzoli|Paola Peralta|G. Márquez","Biganzoli 1639","2004","1","28","South America","Argentina",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.","Guaglianone, E. R.","Misiones","Estancia de Elsa Prates sobre el río Uruguay. Bajo, zona con suelo inundable en campo pastoreado","-55.54166","-28.09722",NA,"Concepción","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2010-01-25 20:06:00-02","MO","MOBOT","2198013","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Troels M. Pedersen","Pedersen 10050","1972","1","7","South America","Argentina",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Corrientes","Carambola.",NA,NA,NA,"Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"158","2011-03-03 11:29:00-03","MO","MOBOT","2198041","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Tetsuo M. Koyama","Koyama 15885","1985","2","24","South America","Argentina",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Corrientes",NA,NA,NA,NA,"Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2010-04-30 10:26:00-03","MO","MOBOT","2251012","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","C.L. Spegazzini","Spegazzini 20743","1907","1","15","South America","Argentina",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Misiones","Posadas","-55.9","-27.3833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2009-07-17 06:52:00-03","MO","MOBOT","2293006","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Arturo E. Burkart","Burkart 30709","1974","12","17","South America","Argentina",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Corrientes","Paso Crucecita",NA,NA,NA,"Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2014-08-23 05:35:00-03","MO","MOBOT","2453016","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 26999","1970","3","5","South America","Brazil",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Minas Gerais","Serra do Cabral. Pastured meadow, ca. 3 km al N of Joaquim Felício, E. base.",NA,NA,NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2009-08-21 06:32:00-03","MO","MOBOT","2453035","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Balduino Rambo","Rambo 36650","1958","1","26","South America","Brazil",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Rio Grande do Sul","Cambará do Sul. Cambará","-50.0003131","-29.0008783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2015-02-02 22:40:00-02","MO","MOBOT","2453051","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","A. Bertels","Bertels 1041","1954","1","17","South America","Brazil",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Rio Grande do Sul","Pelotas. Canela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2009-08-21 06:32:00-03","MO","MOBOT","2453069","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Balduino Rambo","Rambo 52016","1952","2","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Rio Grande do Sul","São Francisco de Paula. Jaquirana p. S. Fr. de Paula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2009-08-21 06:32:00-03","MO","MOBOT","2453087","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Balduino Rambo","Rambo 30681","1946","1","6","South America","Brazil",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Rio Grande do Sul","São Francisco de Paula. Vila Oliva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2010-11-13 04:25:00-02","MO","MOBOT","2453104","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Roberto M. Klein","Klein 3254","1962","12","5","South America","Brazil",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Santa Catarina","Curitibanos. Banhado de campo",NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2018-06-22 05:25:00-03","MO","MOBOT","2453121","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Pe. Raulino Reitz|Roberto M. Klein","Reitz 11848","1962","1","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Santa Catarina","Curitibanos. Marombas, Curitibanos",NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2010-04-30 10:27:00-03","MO","MOBOT","2458098","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","C.L. Spegazzini","Spegazzini s.n.191","1907","1","15","South America","Argentina",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Misiones","Posadas","-55.9","-27.3833333",NA,"Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2011-12-22 05:01:00-02","MO","MOBOT","2488386","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Teodoro Rojas","Rojas 8772","1940",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Cordillera","Atyrá Ñú, campo terreno bajo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2009-07-17 07:39:00-03","MO","MOBOT","2488399","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Émile Hassler","Hassler 8571","1905",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Guairá","In regione collium: Cordillera de Villa Rica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-07-07 09:58:00-03","MO","MOBOT","2516585","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","J. Chebataroff","Chebataroff 9883","1943","1",NA,"South America","Uruguay",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Paysandú","Cueva del Tigre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"172","2008-05-27 22:02:00-03","MO","MOBOT","262453","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Osvaldo Morrone|José F. Pensiero","Morrone 170","1992","4","23","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.","Gerrit Davidse (MO)","Paraguarí","Próximo a Ibicui.","-57","-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","1",NA
"173","2009-08-21 06:03:00-03","MO","MOBOT","266139","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","David N. Smith|Judith M. Canne-Hilliker","Smith 5781","1984","1","21","South America","Peru",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Pasco","road to Mallampampa, ca. 10km SW of Huancabamba. Stream sides, river breaks, some marshy spots. Río Huaylamayo valley.","-75.56666","-10.41666",NA,"Oxapampa","1740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-145","5",NA
"174","2016-11-01 10:28:00-02","MO","MOBOT","266760","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Elsa M. Zardini|U. Velázquez","Zardini 18994","1990","2","10","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Central","Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada.","-57.4666667","-25.3333333",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"287","4",NA
"175","2014-04-24 09:33:00-03","MO","MOBOT","270954","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Gerrit Davidse|Otto Huber","Davidse 22551","1982","11","23","South America","Venezuela",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.","G.C.Tucker (EIU)","Bolívar","Uruyen, southeastern base of Auyan-tepui, along Rio Uruyen.","-62.45","5.7",NA,"Piar","480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-2","2",NA
"176","2008-08-07 03:32:00-03","MO","MOBOT","2908926","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Nur Ritter","Ritter 1774","1995","4","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.","N. Ritter","Cochabamba","Town of Mizque. Wetland adjacent to the Río Mizque, near the intersection with the road to Aiquille. Growing in standing water in various parts of the system. Vegetation type: Valles Secos Interandinos.","-65.30027","-17.92472",NA,"Mizque","1970.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2009-12-25 09:56:00-02","MO","MOBOT","3089770","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Shunsuke Tsugaru|Katsuhiro Oyama","Tsugaru B-2174","1987","11","22","South America","Brazil",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"São Paulo","Near Cargo do Meio, Mun. de Tanabi, 50 km NW from São José do Rio Preto. On open swampy ground.",NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2009-06-25 13:32:00-03","MO","MOBOT","3089771","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","William R. Anderson","Anderson 7456","1973","3","19","South America","Brazil",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Goiás","Chapada dos Veadeiros. 9 km by road S of Terezina; cerrado, gallery forest, and brejo on seeping slope next to forest.",NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2011-06-15 17:26:00-03","MO","MOBOT","3089772","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Rosa Guaglianone|Nuncia M. Tur|E.P. Carrillo F.","Guaglianone 870","1983","1","22","South America","Argentina",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Misiones","Ruta 14, 10 km al N de San José, bañado ácido.",NA,NA,NA,"Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2009-09-02 18:54:00-03","MO","MOBOT","3089773","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","George R. Proctor|Michael H. Nee","Proctor 46902","1991","5","22","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Santa Cruz","Road to Lomas de Arena c. 4 km SSW of Palma de Oratorio. Wet open savanna.","-63.16666","-17.91666",NA,"Andrés Ibáñez","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2010-10-07 15:18:00-03","MO","MOBOT","3089774","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 16960","1966","6","11","South America","Brazil",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Mato Grosso","Drainage of the upper Rio Araguaia. Periodically flooded campo, ca. 30 km S of Xavantina.",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2008-05-27 22:02:00-03","MO","MOBOT","3089775","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Timothy J. Killeen","Killeen 579","1984","11","17","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Santa Cruz","Concepción, outskirts of pueblo. Eroded tertiary planation surface overlying precambrian shield, hillside seep.","-62","-16.03333",NA,"Nuflo de Chavez","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2008-05-27 22:02:00-03","MO","MOBOT","3089776","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Timothy J. Killeen","Killeen 1411","1985","11","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Santa Cruz","Est. Las Madres, 12 km N of Concepción. Eroded tertiary planation surface overlying precambrian shield; mosaic of semideciduous forest, wooded savanna and savanna wetland.","-62","-16",NA,"Nuflo de Chavez","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2008-05-27 22:02:00-03","MO","MOBOT","3089777","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Miguel Bang","Bang 2262",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.","G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2009-08-07 05:34:00-03","MO","MOBOT","3089778","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Thomas Morong","Morong 416","1888",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.","G. Davidse","Central","Central Paraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2011-06-08 17:16:00-03","MO","MOBOT","3089779","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","José Steinbach","Steinbach G. 6909","1925","2","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Santa Cruz","Sitios humedos, campos de Buenavista.",NA,NA,NA,"Sara","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2009-07-10 17:57:00-03","MO","MOBOT","3089780","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Troels M. Pedersen","Pedersen 4509","1957","3","19","South America","Argentina",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Corrientes","Paso Crucecita. Swamp.",NA,NA,NA,"Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2018-06-22 05:25:00-03","MO","MOBOT","3089781","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Lyman B. Smith|Pe. Raulino Reitz","Smith 14268","1965","1","5","South America","Brazil",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Santa Catarina","Mun. São Joaquim: bog, near Encruzilhada de Boava, 8 km south of São Joaquim.","-49.93333","-28.33333",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2008-05-27 22:02:00-03","MO","MOBOT","3089782","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Gert G. Hatschbach","Hatschbach 30528","1972","10","18","South America","Brazil",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.","T. Koyama","Mato Grosso","Rio Verde (mun. Brasilandia).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2009-08-07 05:32:00-03","MO","MOBOT","3089784","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Rubén A. Montes","Montes 1140","1982","6","17","South America","Venezuela",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.","G. Davidse","Guárico","Morichal El Recreo, 5 km Sue de La Estación Biologica de los Llanos. Calabozo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2013-07-28 05:59:00-03","MO","MOBOT","3089785","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Gunnar Wilhelm Harling|Lennart Andersson","Harling 21826","1985","2","8","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Loja","Nudo de Sabanilla, W slope on road to Yangana-Valladolid, montane rain forest. In open bog-like areas in forest.",NA,NA,NA,NA,"2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2011-04-05 21:39:00-03","MO","MOBOT","3089786","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Rosa Guaglianone|V. Koyama|Aurelio Schinini|M.H. Urbani|Irene Caponio","Guaglianone s.n.","1985","2","24","South America","Argentina",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.",NA,"Corrientes","6 km al W del limite com Misiones, ruta 12.",NA,NA,NA,"Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2008-08-07 03:32:00-03","MO","MOBOT","270100","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Timothy J. Killeen|K. Smith","Killeen 3659","1992","2","17","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(R. Br.) Urb.","Gerrit Davidse (MO)","Beni","Pampa San Borja, 10 km sur-oeste de San Borja sobre la carretera hacia Yucumo. Savana inunda brevemente durante el año, formandose un mosaico con islas de matorral o bosque bajo. Suelos alluviales, con capa de arcilla, muy mal drenada. Muestras preservadas en alcohol.","-67.08333","-15",NA,"Gral. Ballivian","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","7",NA
"194","2021-03-04 11:05:05-03","UFRB","HURB","2696","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Aona, L.Y.S.; Sousa, M.P.;Guimarães, V.F.; Menezes, M.C.","1157","2008","04","25",NA,"Brasil",NA,NA,NA,"HURB000002696",NA,NA,"Urb.","G. Costa","Bahia","área da UFRB, Bica do Tororó (Jorrinho), Sapucaia;","-39.1018981933594","-12.6700000762939",NA,"Cruz das Almas",NA,NA,NA,"2014",NA,NA,"11",NA,NA,NA,"14660","auto",NA,NA,NA
"195","2021-03-04 11:05:05-03","UFRB","HURB","2702","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Aona, L.Y.S.; Guimarães,V.F; Menezes, M.C.;Souza,M.P.;Haroldo,L.","1080","2008","04","08",NA,"Brasil",NA,NA,NA,"HURB000002702",NA,NA,"Urb.","G. Costa","Bahia","Fonte do Doutor, sentido baixo da linha; área da UFRB, área alagada","-39.1018981933594","-12.6700000762939",NA,"Cruz das Almas",NA,NA,NA,"2014",NA,NA,"11",NA,NA,NA,"14660","auto",NA,NA,NA
