"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"292","2016-01-18 15:35:19-02","MNHN","RECOLNAT_MNHN_P","P00048680","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Pignal, M.|Lechat, F.",NA,"1993","7","15",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00048680' target='other'> <mi>dwc_moreinfo</mi></a>","P00048680",NA,NA,"(Aubl.) Naudin","Gonzalez","bahia","Pojuquinha",NA,NA,NA,"50","P00048680_01","pojuquinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H 200",NA,NA
"293","2015-11-07 08:43:22-02","MNHN","RECOLNAT_MNHN_P","P02274345","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Ferreira, A.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274345' target='other'> <mi>dwc_moreinfo</mi></a>","P02274345",NA,NA,"(Aubl.) Naudin",NA,NA,"s.loc.",NA,NA,NA,NA,"P02274345_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2015-11-07 08:45:47-02","MNHN","RECOLNAT_MNHN_P","P02274346","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Richard, L.C.",NA,NA,NA,NA,NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274346' target='other'> <mi>dwc_moreinfo</mi></a>","P02274346",NA,NA,"(Aubl.) Naudin",NA,NA,"s.loc.",NA,NA,NA,NA,"P02274346_01 P02274346_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2015-09-05 07:33:21-03","MNHN","RECOLNAT_MNHN_P","P04803416","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Prance, G.T.|Maas, P.J.M.|Monteiro, O.P.|Ramos, J.F.|Woolcott, D.B.",NA,"1971","10","30",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04803416' target='other'> <mi>dwc_moreinfo</mi></a>","P04803416",NA,NA,"(Aubl.) Naudin",NA,"Amazonas","Road from Camanaus to Uaupés. Disturbed roadside.",NA,NA,NA,NA,"P04803416_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15687",NA,NA
"296","2015-09-05 07:20:24-03","MNHN","RECOLNAT_MNHN_P","P04826275","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa",NA,NA,"1973","10","7",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04826275' target='other'> <mi>dwc_moreinfo</mi></a>","P04826275",NA,NA,"(Aubl.) Naudin",NA,NA,"Comm. Amazonas, rio Igara - Parana, base du Adofiki, 35 km en aval de la Chorrera.",NA,NA,NA,NA,"P04826275_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2401",NA,NA
"297","2015-09-05 07:20:24-03","MNHN","RECOLNAT_MNHN_P","P04826276","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Sastre, C.",NA,"1973","9","19",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04826276' target='other'> <mi>dwc_moreinfo</mi></a>","P04826276",NA,NA,"(Aubl.) Naudin",NA,NA,NA,NA,NA,NA,NA,"P04826276_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2256",NA,NA
"298","2015-09-05 07:20:24-03","MNHN","RECOLNAT_MNHN_P","P04826278","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Sastre, C.|Pinto, P.",NA,"1971","3","7",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04826278' target='other'> <mi>dwc_moreinfo</mi></a>","P04826278",NA,NA,"(Aubl.) Naudin",NA,NA,"Dept. Meta, alerd Villavicencio, Hacienda Mozambique, laguna de humacita.",NA,NA,NA,NA,"P04826278_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1015",NA,NA
"299","2015-09-05 07:20:24-03","MNHN","RECOLNAT_MNHN_P","P04826279","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Sastre, C.",NA,"1974","7","8",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04826279' target='other'> <mi>dwc_moreinfo</mi></a>","P04826279",NA,NA,"(Aubl.) Naudin",NA,NA,"Com. Amazonas, rio Igar-Parana (affl. rio Putumayo) corr. La Cahorrera San Antonio .",NA,NA,NA,NA,"P04826279_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3599",NA,NA
"300","2015-09-05 07:34:24-03","MNHN","RECOLNAT_MNHN_P","P04827369","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Raynal, A.",NA,"1976","3","18",NA,"Guyane française","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827369' target='other'> <mi>dwc_moreinfo</mi></a>","P04827369",NA,NA,"(Aubl.) Naudin","Guimarães",NA,"Savano Matiti, env. 32 km WNW du bac do Macouria, à 1° W de Cayenne. Marais à 3,5 km WNW du licu-dit la Briquetterie. Guiana Francesa",NA,NA,NA,NA,"P04827369_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18713",NA,NA
"301","2015-09-04 20:55:37-03","MNHN","RECOLNAT_MNHN_P","P05201995","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Glaziou, A.",NA,"1895","3","12",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05201995' target='other'> <mi>dwc_moreinfo</mi></a>","P05201995",NA,NA,"(Aubl.) Naudin",NA,NA,"Goyaz, Cabeceiras do Rio Bananal.",NA,NA,NA,NA,"P05201995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21323",NA,NA
"302","2015-09-04 20:55:37-03","MNHN","RECOLNAT_MNHN_P","P05201996","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Glaziou",NA,"1895","7","23",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05201996' target='other'> <mi>dwc_moreinfo</mi></a>","P05201996",NA,NA,"(Aubl.) Naudin",NA,NA,"Jaragma à notre pazo 2 Riacho Fundo.",NA,NA,NA,NA,"P05201996_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21322",NA,NA
"303","2015-09-04 20:55:37-03","MNHN","RECOLNAT_MNHN_P","P05201999","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Humbert, H.",NA,"1952","11","13",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05201999' target='other'> <mi>dwc_moreinfo</mi></a>","P05201999",NA,NA,"(Aubl.) Naudin",NA,NA,"Bassin de L´Amazone: Rio Negro, a San Felipe. Comisaria Del Vaupes.",NA,NA,NA,NA,"P05201999_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27487",NA,NA
"304","2015-09-04 20:55:37-03","MNHN","RECOLNAT_MNHN_P","P05202000","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Maguire, B.|Maguire, C.K.",NA,"1954","11","20",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202000' target='other'> <mi>dwc_moreinfo</mi></a>","P05202000",NA,NA,"(Aubl.) Naudin",NA,NA,"Guayana Highland. Serra Tepequem, Terr. Rio Branco, Rio Cabosobral.",NA,NA,NA,NA,"P05202000_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40007",NA,NA
"305","2015-09-04 20:55:37-03","MNHN","RECOLNAT_MNHN_P","P05202001","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","S Irwin, H.",NA,"1966","5","27",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202001' target='other'> <mi>dwc_moreinfo</mi></a>","P05202001",NA,NA,"(Aubl.) Naudin",NA,NA,"Mato Grosso. 160km N of Xavantina.",NA,NA,NA,NA,"P05202001_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16127",NA,NA
"306","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202002","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Glaziou",NA,"1898","3","12",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202002' target='other'> <mi>dwc_moreinfo</mi></a>","P05202002",NA,NA,"(Aubl.) Naudin",NA,NA,"Goyaz. Cabeceira do Rio Bananal.",NA,NA,NA,NA,"P05202002_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21323",NA,NA
"307","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202003","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Sastre, C.",NA,"1971","3","4",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202003' target='other'> <mi>dwc_moreinfo</mi></a>","P05202003",NA,NA,"(Aubl.) Naudin",NA,NA,"Dept. Meta, chemin longean le rio Guatequia, 12km en amont de Villavicencio, quebrada de la Mendonza.",NA,NA,NA,NA,"P05202003_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"933",NA,NA
"308","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202004","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Gardner",NA,"1841","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202004' target='other'> <mi>dwc_moreinfo</mi></a>","P05202004",NA,NA,"(Aubl.) Naudin",NA,"Piauí",NA,NA,NA,NA,NA,"P05202004_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2258",NA,NA
"309","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202005","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","García-Barriga, H.|Jaramello-M, R.",NA,"1959","1","11",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202005' target='other'> <mi>dwc_moreinfo</mi></a>","P05202005",NA,NA,"(Aubl.) Naudin",NA,NA,"Intendencia del Meta: Llanos Orientales; rio Guayabero. Aeropuerto, El Refugio.",NA,NA,NA,NA,"P05202005_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17010",NA,NA
"310","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202006","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Claussen",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202006' target='other'> <mi>dwc_moreinfo</mi></a>","P05202006",NA,NA,"(Aubl.) Naudin",NA,"Minas Gerais",NA,NA,NA,NA,NA,"P05202006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202007","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Humbert, H.|Fernandez, A.",NA,"1952","11","7",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202007' target='other'> <mi>dwc_moreinfo</mi></a>","P05202007",NA,NA,"(Aubl.) Naudin",NA,NA,"Bassin de l´Amazone: Rio Vaupes, a Mitu, comisaria del Vaupes.",NA,NA,"320",NA,"P05202007_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27229",NA,NA
"312","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202008","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Humbert, H.|Fernandez, A.",NA,"1952","11","7",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202008' target='other'> <mi>dwc_moreinfo</mi></a>","P05202008",NA,NA,"(Aubl.) Naudin",NA,NA,"Bassin de L´Amazone: Rio Vaupes, a Mitu Comisaria Del Vaupes.",NA,NA,NA,NA,"P05202008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27228",NA,NA
"313","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202010","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Triana, J.",NA,"1851","1","1",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202010' target='other'> <mi>dwc_moreinfo</mi></a>","P05202010",NA,NA,"(Aubl.) Naudin",NA,NA,"Nouvelle-Grenade. Prov. de Bogota.",NA,NA,NA,NA,"P05202010_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202011","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Sastre, C.",NA,"1971","3","6",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202011' target='other'> <mi>dwc_moreinfo</mi></a>","P05202011",NA,NA,"(Aubl.) Naudin",NA,NA,"Dept. Meta, route Villavicencio- Las Acacias, petit ruisseau près du rio Guayuriba.",NA,NA,NA,NA,"P05202011_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"984",NA,NA
"315","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202012","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Plowman, T.",NA,"1984","4","21",NA,"Venezuela","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202012' target='other'> <mi>dwc_moreinfo</mi></a>","P05202012",NA,NA,"(Aubl.) Naudin",NA,NA,"Territorio Federal Amazonas: Dept. Rio Negro. San Carlos de Rio Negro, km 8/10 north of San Carlos on road to Solano.",NA,NA,NA,NA,"P05202012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13692",NA,NA
"316","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202013","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Davidse, G.|González, A.",NA,"1978","2","9",NA,"Venezuela","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202013' target='other'> <mi>dwc_moreinfo</mi></a>","P05202013",NA,NA,"(Aubl.) Naudin",NA,NA,"Apure: Distrito San Fernando, ca.4,5km airline ESE of San Carlos del Meta along the banks of the Río Meta.","-67.83333","6.31667","60",NA,"P05202013_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13920",NA,NA
"317","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202014","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Cuatrecasas, J.",NA,"1938","10","12",NA,"Colômbia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202014' target='other'> <mi>dwc_moreinfo</mi></a>","P05202014",NA,NA,"(Aubl.) Naudin",NA,NA,"Int. El Meta: Villavicencio.",NA,NA,NA,NA,"P05202014_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982",NA,NA
"318","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202015","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Grosourdy",NA,NA,NA,NA,NA,"Venezuela","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202015' target='other'> <mi>dwc_moreinfo</mi></a>","P05202015",NA,NA,"(Aubl.) Naudin",NA,NA,"Guyana, canton de Oyata.",NA,NA,NA,NA,"P05202015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202016","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Samuels, J.A.",NA,"1916","5","23",NA,"Suriname","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202016' target='other'> <mi>dwc_moreinfo</mi></a>","P05202016",NA,NA,"(Aubl.) Naudin",NA,NA,"Near the 2n or Oude Ryweg, Paramaribo.",NA,NA,NA,NA,"P05202016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"437",NA,NA
"320","2015-09-04 20:56:22-03","MNHN","RECOLNAT_MNHN_P","P05202017","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Kappler",NA,NA,NA,NA,NA,"Suriname","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202017' target='other'> <mi>dwc_moreinfo</mi></a>","P05202017",NA,NA,"(Aubl.) Naudin",NA,NA,NA,NA,NA,NA,NA,"P05202017_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"615",NA,NA
"321","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202018","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Hostmann",NA,"1843","1","1",NA,"Suriname","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202018' target='other'> <mi>dwc_moreinfo</mi></a>","P05202018",NA,NA,"(Aubl.) Naudin",NA,NA,NA,NA,NA,NA,NA,"P05202018_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"615",NA,NA
"322","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202020","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Schomburgk",NA,"1839","1","1",NA,"British guiana","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202020' target='other'> <mi>dwc_moreinfo</mi></a>","P05202020",NA,NA,"(Aubl.) Naudin",NA,NA,NA,NA,NA,NA,NA,"P05202020_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"719",NA,NA
"323","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202021","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Schomburgk",NA,NA,NA,NA,NA,"Guiana","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202021' target='other'> <mi>dwc_moreinfo</mi></a>","P05202021",NA,NA,"(Aubl.) Naudin",NA,NA,NA,NA,NA,NA,NA,"P05202021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"719",NA,NA
"324","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202022","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Schomburgk",NA,NA,NA,NA,NA,"Guiana","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202022' target='other'> <mi>dwc_moreinfo</mi></a>","P05202022",NA,NA,"(Aubl.) Naudin",NA,NA,NA,NA,NA,NA,NA,"P05202022_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"719",NA,NA
"325","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202023","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Hostmann|Hohenacker, R.F.",NA,"1846","1","1",NA,"Suriname","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202023' target='other'> <mi>dwc_moreinfo</mi></a>","P05202023",NA,NA,"(Aubl.) Naudin",NA,NA,NA,NA,NA,NA,NA,"P05202023_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62",NA,NA
"326","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202024","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Hostman|Kappler",NA,NA,NA,NA,NA,"Suriname","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202024' target='other'> <mi>dwc_moreinfo</mi></a>","P05202024",NA,NA,"(Aubl.) Naudin",NA,NA,NA,NA,NA,NA,NA,"P05202024_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202025","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Hostmann",NA,NA,NA,NA,NA,"Suriname","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202025' target='other'> <mi>dwc_moreinfo</mi></a>","P05202025",NA,NA,"(Aubl.) Naudin",NA,NA,NA,NA,NA,NA,NA,"P05202025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62 a",NA,NA
"328","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202026","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Hostmann",NA,NA,NA,NA,NA,"Suriname","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202026' target='other'> <mi>dwc_moreinfo</mi></a>","P05202026",NA,NA,"(Aubl.) Naudin",NA,NA,NA,NA,NA,NA,NA,"P05202026_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62",NA,NA
"329","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202027","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Raynal, A.",NA,"1976","3","18",NA,"Guiana","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202027' target='other'> <mi>dwc_moreinfo</mi></a>","P05202027",NA,NA,"(Aubl.) Naudin",NA,NA,"Savano Matiti, env. 32 km WNW du bac de Macauria, à 1´W de Cayenne. Marais à 3,5 km WNW du licu-dit la Briquetterie.",NA,NA,NA,NA,"P05202027_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18713",NA,NA
"330","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202030","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Leprieur",NA,"1838","1","1",NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202030' target='other'> <mi>dwc_moreinfo</mi></a>","P05202030",NA,NA,"(Aubl.) Naudin",NA,NA,NA,NA,NA,NA,NA,"P05202030_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202031","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Lemée, A.",NA,"1901","2","1",NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202031' target='other'> <mi>dwc_moreinfo</mi></a>","P05202031",NA,NA,"(Aubl.) Naudin",NA,NA,NA,NA,NA,NA,NA,"P05202031_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202032","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Moech",NA,"1956","1","1",NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202032' target='other'> <mi>dwc_moreinfo</mi></a>","P05202032",NA,NA,"(Aubl.) Naudin",NA,NA,"Région de Keuireu.",NA,NA,NA,NA,"P05202032_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202034","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Leprieur",NA,"1838","1","1",NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202034' target='other'> <mi>dwc_moreinfo</mi></a>","P05202034",NA,NA,"(Aubl.) Naudin",NA,NA,NA,NA,NA,NA,NA,"P05202034_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202035","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Crivaux, Cl.",NA,NA,NA,NA,NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202035' target='other'> <mi>dwc_moreinfo</mi></a>","P05202035",NA,NA,"(Aubl.) Naudin",NA,NA,"Le Kourou.",NA,NA,NA,NA,"P05202035_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2015-09-04 20:56:23-03","MNHN","RECOLNAT_MNHN_P","P05202036","PreservedSpecimen",NA,"Melastomataceae","Desmoscelis","villosa","Desmoscelis villosa","Crevaux, J.",NA,"1892","3","1",NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202036' target='other'> <mi>dwc_moreinfo</mi></a>","P05202036",NA,NA,"(Aubl.) Naudin",NA,NA,"Riviere de Lourou.",NA,NA,NA,NA,"P05202036_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
