"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","class","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","individualCount"
"50","2004-01-08 14:52:18-02","MNHN","RECOLNAT_MNHN_P","P01167435","PreservedSpecimen",NA,"Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Claussen, P.",NA,"1839","1","1",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167435' target='other'> <mi>dwc_moreinfo</mi></a>","P01167435",NA,NA,"(DC.) Baker",NA,"Minas Gerais",NA,"Brasilia. Min. Ger.",NA,NA,"P01167435_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2016-09-26 16:29:52-03","MNHN","RECOLNAT_MNHN_P","P02447947","PreservedSpecimen",NA,"Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Glaziou, A.",NA,"1894","9","28",NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02447947' target='other'> <mi>dwc_moreinfo</mi></a>","P02447947",NA,NA,"(DC.) Baker",NA,"Goiás",NA,"(Goyaz) Ponte Alta, dans le campo",NA,NA,"P02447947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21571 a",NA
"52","2016-10-18 11:15:11-02","MNHN","RECOLNAT_MNHN_P","P02447948","PreservedSpecimen",NA,"Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02447948' target='other'> <mi>dwc_moreinfo</mi></a>","P02447948",NA,NA,"(DC.) Baker",NA,"Goiás",NA,"Province de Goyaz",NA,NA,"P02447948_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 699",NA
"53","2015-09-04 05:19:08-03","MNHN","RECOLNAT_MNHN_P","P02447949","PreservedSpecimen",NA,"Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Otto, E.",NA,"1932","1","1",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02447949' target='other'> <mi>dwc_moreinfo</mi></a>","P02447949",NA,NA,"(DC.) Baker",NA,NA,NA,"s.l.",NA,NA,"P02447949_01 P02447949_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-09-04 05:19:08-03","MNHN","RECOLNAT_MNHN_P","P02447951","PreservedSpecimen",NA,"Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Regnell",NA,NA,NA,NA,NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02447951' target='other'> <mi>dwc_moreinfo</mi></a>","P02447951",NA,NA,"(DC.) Baker",NA,NA,NA,NA,NA,NA,"P02447951_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 763",NA
"55","2020-10-01 14:15:31-03","JBB","HEPH","20859","S","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Salles, AEH","3136","2004","09","28","Southern America","Brasil",NA,NA,"Coordenadas em UTM L 0801322 8258900,",NA,"Dicotyledon","Asterales","(A.DC.) Baker","Bringel Júnior, JBA","Distrito Federal","Brazlândia","DF 240 Beira de estrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:33:02-03","UFMG","BHCB","27533","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:33:02-03","UFMG","BHCB","127017","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Mota, RC da; Santos, LM dos; Santos, SAT dos","3396","2008","03","16","Southern America","Brasil",NA,NA,"Plantas do Brasil. Cerrado. Herbáceo. Flores do capítulo creme.",NA,"Dicotyledon",NA,"Baker",NA,"Minas Gerais","Sabará","Mina do Segredão.","-43.766667","-19.333333",NA,"1200","1200",NA,"-43.766667","-19.333333",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:33:02-03","UFMG","BHCB","40792","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Barros, A; Stehmann, JR","18","1997","08","12","Southern America","Brasil",NA,NA,"Plantas do Brasil - Vegetação sobre canga. Campo 1. flores tenras. Capítulos brancos.",NA,"Dicotyledon",NA,"Baker",NA,"Minas Gerais","Brumadinho","Retiro das Pedras.","-43.983611","-20.093056",NA,"1480","1480",NA,"-43.983611","-20.093056",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-11 11:33:02-03","UFMG","BHCB","49520","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Lombardi, JA","3273","1999","10","22","Southern America","Brasil",NA,NA,"Plantas do Brasil. Campo rupestre sobre canga. Herbáceo. Folhas papiráceas. Inflorescências brancas. Anteras negras.",NA,"Dicotyledon",NA,"Baker",NA,"Minas Gerais","Nova Lima","Retiro das Pedras.","-43.983611","-20.096944",NA,NA,NA,NA,"-43.983611","-20.096944",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:33:02-03","UFMG","BHCB","64598","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Silva, AF","35","2001","02","16","Southern America","Brasil",NA,NA,"Plantas do Brasil. VOUCHER.",NA,"Dicotyledon",NA,"Baker",NA,"Minas Gerais","Jaboticatubas","São José de Almeida.","-43.966667","-19.866667",NA,NA,NA,NA,"-43.966667","-19.866667",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:33:02-03","UFMG","BHCB","79786","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Viana, PL","175","2001","09","12","Southern America","Brasil",NA,NA,"Plantas do Brasil. Canga nodular. Herbáceo. Floresceu um mês após queimada. Capítulos brancos.",NA,"Dicotyledon",NA,"Baker",NA,"Minas Gerais","Brumadinho","Retiro das Pedras. Serra da Calçada.","-43.983611","-20.093056",NA,"1400","1400",NA,"-43.983611","-20.093056",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:33:02-03","UFMG","BHCB","56244","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Regnell","III-763",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Baker",NA,"Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA
"63","2020-12-11 11:33:02-03","UFMG","BHCB","39181","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Salino, A","3592","1997","10","18","Southern America","Brasil",NA,NA,"Plantas do Brasil. Campo rupestre. Herbáceo. Flores brancas. Brácteas verdes.",NA,"Dicotyledon",NA,"Baker",NA,"Minas Gerais","Moeda","Serra da Moeda., Próximo a estrada que liga Moeda a BR 040.","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,NA,NA,NA,NA,"14750","auto",NA,NA,NA,NA
"64","2021-02-11 17:18:05-03","UFPR","UPCB","7721","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","cf. agrestis","Ichthyothere cf. agrestis","Hatschbach, G.","19911","1968","10","10",NA,"Brasil",NA,NA,"Subarbusto 35cm, capítulos alvescentes, campo limpo e seco..",NA,NA,NA,"Baker","Cabrera, A.L.","Paraná",NA,"Castrolândia",NA,NA,NA,NA,NA,NA,NA,NA,"1969",NA,NA,NA,"05",NA,NA,NA
"65","2021-02-11 17:18:05-03","UFPR","UPCB","41377","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Hatschbach, G.","69624","1999","10","24",NA,"Brasil",NA,NA,"Xilopodífera, capítulo alvo. Campo limpo de altitude..",NA,NA,NA,"(DC.) Baker",NA,"Minas Gerais","Gouveia","Serra do Espinhaço, rodovia para Barão do Guaçuí","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,NA,NA,NA,NA,"37970","auto",NA,NA,NA,NA
"66","2020-05-25 15:13:54-03","FSU","FSU","000074275","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","William R. Anderson","8126",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"(DC.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-08-31 08:52:58-03","INPA","INPA","184828","S","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","Munhoz, CBR","56","1993","09","24","Southern America","Brasil",NA,NA,NA,"INPA0184828","Dicotyledon Asterids","Asterales","Baker","Munhoz, CBR","Goiás",NA,"Mineiros. Parque Nacional das Emas, a divisa da Fazenda Quero-quero. CENTRO OESTE.","-52.75","-18","INPA0184828 INPA0184828_e","900","900",NA,"-52.75","-18",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-12-19 11:17:22-03","UFG","UFG","24120","S","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","C. Proença","2090","1999","07","26",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Baker","C.Proença","Distrito Federal","Brasiília","Chapada da Contagem","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"1999",NA,"70570","auto","07","26",NA,NA
"69","2019-12-19 11:17:22-03","UFG","UFG","47543","S","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Bringel, J.B.A.; et al.","244","2005","11","03",NA,"Brasil",NA,NA,NA,"UFG0047543",NA,NA,"(DC.) Baker","Bringel, J.B.","Distrito Federal","Brasília","Parque Ecológico Norte","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2009",NA,"70570","auto","01","01",NA,NA
"70","2020-09-12 05:00:02-03","US","US","1400625","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","L. E. Henschen","Herb. Regnell III 763","1868","10","9","South America - Neotropics","Brazil",NA,NA,NA,"US00604138",NA,"Asterales","Baker in Mart.",NA,"Minas Gerais",NA,"Cidade de Caldas.",NA,NA,"US00604138_01",NA,NA,"Possible syntype",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"71","2020-09-12 05:00:02-03","US","US","3383280","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","A. Salino","3592","1997","10","18","South America - Neotropics","Brazil",NA,NA,NA,"US01747328",NA,"Asterales","(DC.) S.F. Blake",NA,"Minas Gerais",NA,"Brasil, Estado de Minas Gerais, município de Moeda, Serra da Moeda, próximo a estrada que liga Moeda a BR-040. Campo Rupestre",NA,NA,"US01747328_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"72","2020-09-12 05:00:02-03","US","US","2569253","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","H. S. Irwin, R. Souza & R. Reis dos Santos","8996","1965","10","6","South America - Neotropics","Brazil",NA,NA,NA,"US01747320",NA,"Asterales","(DC.) S.F. Blake",NA,"Distrito Federal",NA,"Planalto do Brasil. Distrito Federal. Sandy slope, cerrado, 3 km. S. of Sobradinho, D.F.",NA,NA,"US01747320_01","1075",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"73","2020-09-12 05:00:02-03","US","US","3372238","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","A. Barros & J. R. Stehmann","18","1997","8","12","South America - Neotropics","Brazil",NA,NA,NA,"US01747329",NA,"Asterales","(DC.) S.F. Blake",NA,"Minas Gerais",NA,"Minas Gerais, Brumadinho: Retiro das Pedras","-43.9836","-20.0931","US01747329_01","1480",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"74","2020-09-12 05:00:02-03","US","US","3375344","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","M. A. Silva, B. A. S. Pereira & D. Alvarenga","3394","1997","10","10","South America - Neotropics","Brazil",NA,NA,NA,"US01747331",NA,"Asterales","(DC.) S.F. Blake",NA,"Goiás",NA,"Município de Flores de Goiás. Serra Geral de Goiás (Serra dos Gravias), entre a BR-020 e Formosa - MG",NA,NA,"US01747331_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"75","2020-09-12 05:00:02-03","US","US","3308790","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","G. Hatschbach, M. M. Hatschbach & J. M. Silva","62067","1995","3","20","South America - Neotropics","Brazil",NA,NA,NA,"US01747321",NA,"Asterales","(DC.) S.F. Blake",NA,"Minas Gerais",NA,"Rod. BR-452, 18km L de Santa Juliana (mun. Perdeizes) Minas Gerais",NA,NA,"US01747321_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"76","2020-09-12 05:00:02-03","US","US","3492009","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","R. Romero, J. N. Nakajima, A. Furlan & F. C. Garcia","1352","1994","10","18","South America - Neotropics","Brazil",NA,NA,NA,"US01747325",NA,"Asterales","(DC.) S.F. Blake",NA,"Minas Gerais",NA,"Próximo a Garagem de Pedras, Estrada para Sacramento, Parna Serra da Canastra, São Roque de Minas, Minas Gerais, Brasil",NA,NA,"US01747325_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"77","2020-09-12 05:00:02-03","US","US","3001985","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","B. A. S. Pereira","680","1983","8","4","South America - Neotropics","Brazil",NA,NA,NA,"US01747323",NA,"Asterales","(DC.) S.F. Blake",NA,"Distrito Federal",NA,"Margem direita rodovia DF-11, km 1,5",NA,NA,"US01747323_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"78","2020-09-12 05:00:02-03","US","US","3406752","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","R. Mota","65","1999","8","18","South America","Brazil",NA,NA,NA,"US01747324",NA,"Asterales","(DC.) S.F. Blake",NA,NA,NA,"MG, São Roque de Minas, Parque Nacional da Serra da Canastra",NA,NA,"US01747324_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"79","2020-09-12 05:00:02-03","US","US","2964554","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","H. S. Irwin & T. R. Soderstrom","6224","1964","9","14","South America - Neotropics","Brazil",NA,NA,NA,"US01747339",NA,"Asterales","(DC.) S.F. Blake",NA,"Distrito Federal",NA,"Planalto do Brasil. Distrito Federal. Burned-over cerrado, near Sobradinho, ca. 20km E. of Brasília",NA,NA,"US01747339_01","700","1000",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"80","2020-09-12 05:00:02-03","US","US","3398497","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","J. A. Lombardi","3273","1999","10","22","South America","Brazil",NA,NA,NA,"US01747326",NA,"Asterales","(DC.) S.F. Blake",NA,NA,NA,"Nova Lima - MG, Retiro das Pedras","-43.9869","-20.0971","US01747326_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"81","2020-09-12 05:00:02-03","US","US","3375331","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","M. Fonseca, F. R. Mendonca & G. Nunes","1577","1997","10","1","South America - Neotropics","Brazil",NA,NA,NA,"US01747332",NA,"Asterales","(DC.) S.F. Blake",NA,"Goiás",NA,"Município de Niquelândia: estrada a esquerda da mina de niquel; campo queimado à 30 dias",NA,NA,"US01747332_01","1015",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"82","2020-09-12 05:00:02-03","US","US","2555368","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","I. Mimura","527","1962","8","29","South America - Neotropics","Brazil",NA,NA,NA,"US01747334",NA,"Asterales","(DC.) S.F. Blake",NA,"São Paulo",NA,"Estado de São Paulo. Município de São José dos Campos: uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamente por mata. Ca. 8,8 km SSE em linha reta da praça principal de São José dos Campos",NA,NA,"US01747334_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"83","2020-09-12 05:00:02-03","US","US","2818504","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","B. Maguire, J. M. Pires, C. K. Maguire & N. T. Silva","57006","1963","10","4","South America","Brazil",NA,NA,NA,"US01747336",NA,"Asterales","(DC.) S.F. Blake",NA,NA,NA,"Belém-Brasília-Acre Highways. Estados Pará, Goiás, Mato Grosso, Terr. Rondónia, Brasíl. In cerrado 30 km north of Brasilia, Corrego Sobradinho, Farm No. 19, Distrito Federal.",NA,NA,"US01747336_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"84","2020-09-12 05:00:02-03","US","US","1424193","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","A. Usteri","16698","1906","10","19","South America - Neotropics","Brazil",NA,NA,NA,"US01747337",NA,"Asterales","(DC.) S.F. Blake",NA,"São Paulo",NA,"Villa Mariana, S. Paulo",NA,NA,"US01747337_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"85","2020-09-12 05:00:02-03","US","US","2962394","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","I. Marcondes","10",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01747335",NA,"Asterales","(DC.) S.F. Blake",NA,"Distrito Federal",NA,"Região de Palma","-48.03","-15.55","US01747335_01","1200",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"86","2020-09-12 05:00:02-03","US","US","3387184","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","G. Hatschbach, R. Spichiger, A. C. Cervi & E. L. Barbosa","69624","1999","10","24","South America - Neotropics","Brazil",NA,NA,NA,"US01747327",NA,"Asterales","(DC.) S.F. Blake",NA,"Minas Gerais",NA,"Serra do Espinhaço, rodovia para Barão do Guaçuí (Mun. Gouveia) Minas Gerais",NA,NA,"US01747327_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"87","2020-09-12 05:00:02-03","US","US","3260120","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","G. Hatschbach & R. Kummrow","37280","1975","9","29","South America - Neotropics","Brazil",NA,NA,NA,"US01747322",NA,"Asterales","(DC.) S.F. Blake",NA,"Goiás",NA,"Rod. GO-12 (mun. Planaltina) Goiás",NA,NA,"US01747322_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"88","2020-09-12 05:00:02-03","US","US","3314794","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","M. A. Silva","2442","1994","11","7","South America - Neotropics","Brazil",NA,NA,NA,"US01747342",NA,"Asterales","(DC.) S.F. Blake",NA,"Distrito Federal",NA,"Distrito Federal. Reserva Ecológica do IBGE.","-47.8853","-15.9447","US01747342_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"89","2020-09-12 05:00:02-03","US","US","3302986","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","M. Fonseca & F. C. A. Oliveira","67","1994","1","5","South America - Neotropics","Brazil",NA,NA,NA,"US01747341",NA,"Asterales","(DC.) S.F. Blake",NA,"Distrito Federal",NA,"Distrito Federal. Reserva Ecológica do IBGE. Area queimada próximo à estação me er lógica",NA,NA,"US01747341_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","3411302","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","T. Grandi","s.n.","1989","10","4","South America","Brazil",NA,NA,NA,"US01747330",NA,"Asterales","(DC.) S.F. Blake",NA,NA,NA,"Serra da Moeda, MG",NA,NA,"US01747330_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"91","2020-09-12 05:00:02-03","US","US","1424195","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","A. Puttemanns","16702","1902","9","18","South America - Neotropics","Brazil",NA,NA,NA,"US01747338",NA,"Asterales","(DC.) S.F. Blake",NA,"São Paulo",NA,"S. Bernardo, S. Paulo",NA,NA,"US01747338_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"92","2020-09-12 05:00:02-03","US","US","3375328","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","F. R. Mendonca, G. Nunes & M. Fonseca","3091","1997","10","1","South America - Neotropics","Brazil",NA,NA,NA,"US01747333",NA,"Asterales","(DC.) S.F. Blake",NA,"Goiás",NA,"Município de Niquelândia: Companhia de Níquel Tocantins - CNT. Estrada à esquerda da mina de níquel, ca de 2 Km da entrada","-48.3992","-14.3436","US01747333_01","1040",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"93","2020-09-12 05:00:02-03","US","US","2964546","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","H. S. Irwin & T. R. Soderstrom","6703","1964","10","9","South America - Neotropics","Brazil",NA,NA,NA,"US01747340",NA,"Asterales","(DC.) S.F. Blake",NA,"Mato Grosso",NA,"Planalto do Brasil. Vicinity of Xavantina, Mato Grosso. Burned-over cerrado, ca. 75km N. of Xavantina","-52.33","-14.67","US01747340_01","300","400",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"94","2020-09-12 05:00:02-03","US","US","2569855","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","H. S. Irwin, R. Souza & R. Reis dos Santos","7908","1965","8","27","South America - Neotropics","Brazil",NA,NA,NA,"US01747319",NA,"Asterales","(DC.) S.F. Blake",NA,"Distrito Federal",NA,"Planalto do Brasil. Distrito Federal. Parque Nacional de Brasília.",NA,NA,"US01747319_01","900",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"95","2020-09-02 16:21:16-03","Cenargen","CEN","81120","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","João Bernardo de Azevedo Bringel Jr.","855","2011","11","03",NA,"Brasil","Exsicatas",NA,"Brácteas involucrais verdes. Folhas coletadas em sílica gel. BRASIL - Distrito Federal - HERBARIO UB.","CEN00081120",NA,NA,"(DC.) Baker","J. B. Bringel","DF","BRASILIA","Rodovia DF - 250, morro após o rio São Bartolomeu, cerca de 1,4 km do entroncamento com a DF - 130.","-47.672222","-15.732777","CEN00081120","935","935",NA,"-47.672222","-15.732777","2011",NA,NA,NA,"11",NA,NA,"1"
"96","2020-09-02 16:21:16-03","Cenargen","CEN","53819","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","José Floriano Barêa Pastore","724","2003","10","30",NA,"Brasil","Exsicatas",NA,NA,"CEN00053819",NA,NA,"(DC.) Baker","J. B. Bringel","DF","BRASILIA","Poço Azul.","-47.9296989440918","-15.7797002792358","CEN00053819",NA,NA,NA,NA,NA,"2008",NA,"70570","auto","09",NA,NA,"4"
"97","2020-09-02 16:21:16-03","Cenargen","CEN","63345","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","João Bernardo de Azevedo Bringel Jr.","244","2005","11","03",NA,"Brasil","Exsicatas",NA,NA,"CEN00063345",NA,NA,"(DC.) Baker","J. B. Bringel","DF","BRASILIA","Asa Norte. Parque Burle Marx - Parque Ecológico Norte.","-47.9296989440918","-15.7797002792358","CEN00063345",NA,NA,NA,NA,NA,"2009",NA,"70570","auto","01",NA,NA,"6"
"98","2020-12-02 09:06:53-03","UNITINS","HUTO","3584","PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","Silva, M.A.","6201","2007","10","03",NA,"Brasil",NA,NA,"Erva 0,30 m de altura. Inflorescência branca com capitulos escuros. Folhas pubescentes discolores verdes. Comum; Campo sujo de cerrado com queima qadrienal no mês de setembro","HUTO003584",NA,NA,"(DC.) Baker","Silva, M.A.","Distrito Federal","Brasília","Reseva Ecologica do IBGE","-47.870833","-15.9525",NA,"1100","1100",NA,"-47.870833","-15.9525","2007",NA,NA,NA,"10","03",NA,NA
"99","2019-09-04 18:51:47-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","agrestis","Ichthyothere agrestis","F. Sellow","4920",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Type [status unknown]",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"100","2019-09-04 19:35:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","integrifolia","Ichthyothere integrifolia","C. Gaudichaud","447","1833",NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Type [status unknown]",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"101","2019-09-04 19:35:30-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Ichthyothere","ovata","Ichthyothere ovata","S. Moore","192","1891",NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Type [status unknown]",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
