"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","typeStatus","individualCount"
"104","2014-08-26 14:18:00-03","MO","MOBOT","100736012","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Jacques Jangoux|R.P. Bahia","Jangoux 180","1978","12","4","South America","Brazil","Maranhão","Rio Alto Turiaçu, Nova Esperança.",NA,NA,NA,NA,NA,"-45.75","-2.9166667","0E8","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"105","2014-08-26 14:21:00-03","MO","MOBOT","100736013","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Scott A. Mori|Carol A. Gracie","Mori 21726","1991","7","15","South America","Brazil","Amazonas","Río Solimões. Paraná do Mamuri. Near Janauacá. Várzea.",NA,NA,NA,NA,NA,"-60.2833333","-3.4666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"106","2018-05-17 05:28:00-03","MO","MOBOT","1356779","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","María E. Múlgura|F. Biganzoli|H. Illarraga|Andrea S. Vega","Múlgura 1795","1997","12","12","South America","Argentina","Misiones","Parque Prov. Cruce Caballero.",NA,NA,NA,NA,"San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"107","2014-08-26 14:24:00-03","MO","MOBOT","1358095","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","D.A. Folli","Folli 2907","1997","1","13","South America","Brazil","Espírito Santo","Reserva Florestal de Linhares - Linhares. Estrada: Aceiro com Pomar de Fru. Km: 0.7. As margens de represa. Área plantada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"108","2014-08-26 14:24:00-03","MO","MOBOT","237902","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Thomas B. Croat","Croat 19893","1972","9","1","South America","Peru","Loreto","Río Mamon near Río Nanay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"109","2014-08-26 15:05:00-03","MO","MOBOT","1725197","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Gerrit Davidse","Davidse 3000","1971","11","11","South America","Venezuela","Guárico","5.5 km west of Guayabol, NE of San Fernando de Apure; along small river with gallery forest on its banks.",NA,NA,NA,NA,NA,NA,NA,"40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"645",NA,"1"
"110","2014-08-26 15:00:00-03","MO","MOBOT","1741821","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Gerrit Davidse","Davidse 3716","1973","11","4","South America","Venezuela","Guárico","At the intersection of the Río Orituco and road from Calabozo to Cazorla.",NA,NA,NA,NA,NA,"-67.4","8.78333","90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"664",NA,"6"
"111","2014-08-26 14:54:00-03","MO","MOBOT","1844173","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Gerrit Davidse|Ángel C. González|R.A. León","Davidse 18411","1980","6","22","South America","Venezuela","Zulia","Distrito Perijá; 14 airline km NE of the intersection of the Río Aricuaisa and the Maracaibo-La Fria Hwy. (Hwy. 6), unnamed ciénaga at eastern end of LAGOVEN pica 80.",NA,NA,NA,NA,NA,"-72.4833333","9.4333333","30.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1408",NA,"1"
"112","2014-08-26 15:05:00-03","MO","MOBOT","1914155","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Julian A. Steyermark|Otto Huber|Paul E. Berry|Parker Redmond","Steyermark 117131","1978","5","12","South America","Venezuela","Amazonas","Dpto. Atures y Atabapo; bosque ribereño parcialmente inundado de la ribera sur y norte del río Orinoco, poco más abajo de la confluencia con el río Ventuari, alrededores de Santa Bárbara del Orinoco.",NA,NA,NA,NA,"Atures","-67.05","3.9833333","90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"113","2014-08-26 15:07:00-03","MO","MOBOT","1914161","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Manuel Rimachi Y.","Rimachi Y. 2471","1976","8","18","South America","Peru","Loreto","Dtto. Requena. Quebrada de Requena.",NA,NA,NA,NA,"Requena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"114","2018-01-27 05:29:00-02","MO","MOBOT","1918001","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Nur Ritter|Garrett E. Crow|Marisol Garvizu|Charlyn W. Crow","Ritter 4496","1998","7","12","South America","Bolivia","Santa Cruz","Puesto Gonzalo. Situated along a side channel of the Río Pando, near to the Bolivian-Brazilian border.",NA,NA,NA,NA,"Angel Sandoval","-57.7813889","-17.67","90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"115","2014-08-26 14:51:00-03","MO","MOBOT","1923369","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Fernando O. Zuloaga|et al.","Zuloaga 2293","1985","4","12","South America","Argentina","Corrientes","Puesto de Prefectura, 42 km al E de Ituzaingói. Borde del río Paraná.",NA,NA,NA,NA,"Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"116","2014-08-26 14:53:00-03","MO","MOBOT","1923374","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Franciso Delascio C.|Rubén A. Montes|Gerrit Davidse","Delascio Chitty 11319","1981","12",NA,"South America","Venezuela","Guárico","Parque Nacional Aguaro-Guariquito: Las Crucecitas",NA,NA,NA,NA,"Leonardo Infante","-67.52","8.88","40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"117","2020-01-25 04:33:00-03","MO","MOBOT","1923376","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Francico Guánchez M.","Guánchez Meza 2357","1982","12","5","South America","Venezuela","Amazonas","Terraplén y área de rebalse del río Orinoco, en el muelle de Puerte Ayacucho.",NA,NA,NA,NA,"Atures","-67.6166667","5.6666667","50.00000000","80.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"118","2014-08-26 14:59:00-03","MO","MOBOT","1923378","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Franciso Delascio C.|Rubén A. Montes|Gerrit Davidse","Delascio Chitty 11344","1981","12",NA,"South America","Venezuela","Guárico","Parque Nacional Aguaro-Guariquito. Montaña de Guardahumo.",NA,NA,NA,NA,"Francisco de Miranda","-67.4","8.88","40.00000000","60.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"119","2014-08-26 14:30:00-03","MO","MOBOT","1923381","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Antonio C. Allem|G. Vieira","Allem 1601","1978","2","8","South America","Brazil","Mato Grosso","Porto Cercado - Mun. Poconé.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"120","2014-08-26 14:32:00-03","MO","MOBOT","1923384","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","F.C. Hoehne","Hoehne s.n.","1936","3","25","South America","Brazil","São Paulo","São Paulo, nativa no Jardim Botânico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"121","2014-10-30 08:20:00-02","MO","MOBOT","1923386","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","André Goeldi","Goeldi 119","1914","7",NA,"South America","Brazil","Pará","Estate Cacanal Grande. Lower Amazon.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"122","2014-08-26 14:38:00-03","MO","MOBOT","1923388","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Jacques Jangoux|R.P. Bahia","Jangoux 177","1978","12","4","South America","Brazil","Maranhão","Rio Alto Turiacu, Nova Esperanca.",NA,NA,NA,NA,NA,"-45.75","-2.9166667","0E8","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"123","2014-08-26 14:39:00-03","MO","MOBOT","1923389","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","João Murça Pires|Paulo B. Cavalcante","Pires 52092","1962","7","12","South America","Brazil","Amapá","Coastal Region, swampy savanna, along border of Rio Matapi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"124","2018-01-27 05:29:00-02","MO","MOBOT","1917998","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Nur Ritter|Garrett E. Crow|Marisol Garvizu|Charlyn W. Crow","Ritter 4423","1998","7","9","South America","Bolivia","Santa Cruz","The southern edge of Laguna La Gaiba.",NA,NA,NA,NA,"Angel Sandoval","-57.6861111","-17.7358333","90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"125","2014-08-26 14:50:00-03","MO","MOBOT","210485","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Teodoro Rojas","Rojas 4292","1922","3",NA,"South America","Paraguay",NA,"Puerto Bandera (Sacarello). Barranca Río Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"126","2018-06-20 10:37:00-03","MO","MOBOT","223096","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Osvaldo Morrone|José F. Pensiero","Morrone 370","1992","4","28","South America","Paraguay","San Pedro","10 km. al N de San Estanilao, 1 km. al E de la ruta 3.",NA,NA,NA,NA,NA,"-56.4166667","-24.5833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,"1"
"127","2014-08-26 15:21:00-03","MO","MOBOT","2232129","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Osvaldo Morrone|Norma B. Deginani|Ana M. Cialdella","Morrone 1075","1996","2","21","South America","Argentina","Misiones","Parque Prov. Teyú Cuaré, Peñón de la Reina Victoria.",NA,NA,NA,NA,"San Ignacio","-55.5833333","-27.2666667","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"128","2018-05-17 05:28:00-03","MO","MOBOT","2232139","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Osvaldo Morrone|Norma B. Deginani|María E. Múlgura","Morrone 1860","1997","4","18","South America","Argentina","Misiones","Paraje El Payal, 6 km de San Ignacio camino al Peñon del Teyú Cuaré.",NA,NA,NA,NA,"San Ignacio","-55.5666667","-27.2666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"129","2014-08-26 14:45:00-03","MO","MOBOT","2232151","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1387","2000","2","25","South America","Argentina","Misiones","Parque Provincial Teyú Cuaré, alrededores del Peñón de la Reina Victoria, orilla del Río Paraná.",NA,NA,NA,NA,"San Ignacio","-55.5833333","-27.2833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"130","2014-08-26 14:46:00-03","MO","MOBOT","2232162","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1399","2000","2","25","South America","Argentina","Misiones","Parque Provincial Teyú Cuaré, alrededores del Peñón de la Reina Victoria, orilla del Río Paraná.",NA,NA,NA,NA,"San Ignacio","-55.5833333","-27.2833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"131","2014-08-26 15:25:00-03","MO","MOBOT","2247850","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Fernando O. Zuloaga|et al.","Zuloaga 2218","1985","4","11","South America","Argentina","Misiones","Santa Ana, camino al Balneario Municipal.",NA,NA,NA,NA,"Candelaria","-55.5833333","-27.3833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"132","2014-08-26 15:19:00-03","MO","MOBOT","227769","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","G. Navarro|Israel G. Vargas C.","Navarro Sánchez 342","1991","3","12","South America","Bolivia","Santa Cruz","Bañados del Izozog: Cachari: (Monte Alto). Bosque chaqueño inundado.",NA,NA,NA,NA,"Cordillera","-62.43333","-18.86666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"1"
"133","2014-08-26 15:16:00-03","MO","MOBOT","2290884","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Fernando O. Zuloaga|Cecilia Ezcurra|Osvaldo Morrone","Zuloaga 3197","1987","11","24","South America","Argentina","Misiones","Peñon del Teyucuaré.",NA,NA,NA,NA,"San Ignacio","-55.5833333","-27.2833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"134","2015-08-13 05:50:00-03","MO","MOBOT","231953","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","A.S. Hitchcock","Hitchcock 17313","1920","1","1","South America","Guyana",NA,"Rockstone, Essequibo River.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","1"
"135","2014-08-26 15:02:00-03","MO","MOBOT","232139","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Elsa M. Zardini|R. Velázquez","Zardini 27606","1991","6","18","South America","Paraguay","Central","Tavarory. Paraguay River. Gallery forest with patches of inundated savanna.",NA,NA,NA,NA,NA,"-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"586",NA,"5"
"136","2017-03-16 11:21:00-03","MO","MOBOT","232498","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Elsa M. Zardini|Ru. Velázquez","Zardini 27662","1991","6","18","South America","Paraguay","Central","Tavarory. Acosta Ñu. Paraguay River.",NA,NA,NA,NA,NA,"-57.5833333","-25.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"587",NA,"4"
"137","2014-08-26 14:24:00-03","MO","MOBOT","233025","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Elsa M. Zardini|Leongino Guerrero","Zardini 36364","1993","6","22","South America","Paraguay","Central","Estero del Ypoá: Puerto Guyratí on Paraguay River. Gallery forest on clay soil.",NA,NA,NA,NA,NA,"-57.6","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"830",NA,"4"
"138","2014-08-26 15:02:00-03","MO","MOBOT","233846","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Elsa M. Zardini|C. Velázquez","Zardini 25777","1991","1","11","South America","Paraguay","Cordillera","Río Piribebuy basin, 17 km W of Arroyos y Esteros. Inundated savanna.",NA,NA,NA,NA,NA,"-57.3","-25.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"520",NA,"4"
"139","2014-08-26 15:10:00-03","MO","MOBOT","235165","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Elsa M. Zardini|C. Velázquez","Zardini 19819","1990","3","3","South America","Paraguay","Cordillera","Western side of Río Piribebuy basin. 27 km W of Arroyos y Esteros. Inundated savanna on clay.",NA,NA,NA,NA,NA,"-57.3","-25.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"308",NA,"2"
"140","2014-08-26 15:03:00-03","MO","MOBOT","235292","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Elsa M. Zardini|C. Velázquez","Zardini 19828","1990","3","3","South America","Paraguay","Cordillera","Western side of Río Piribebuy basin. 27 km W of Arroyos y Esteros. Inundated savanna on clay.",NA,NA,NA,NA,NA,"-57.3","-25.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"308",NA,"4"
"141","2014-08-26 15:17:00-03","MO","MOBOT","210697","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","James C. Solomon","Solomon 16732","1987","5","23","South America","Bolivia","Beni","Riberalta. Llanura de inundación con Inga, Erythrina y abundante gramíneas.",NA,NA,NA,NA,"Vaca Diez","-66.0666667","-11","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-66",NA,"6"
"142","2014-08-26 15:02:00-03","MO","MOBOT","238847","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Elsa M. Zardini|C. Velázquez","Zardini 22440","1990","8","3","South America","Paraguay","Central","Tavarory, on Río Paraguay. Along tributary of Río Paraguay, Arroyo Abaí. Aquatic.",NA,NA,NA,NA,NA,"-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"401",NA,"4"
"143","2014-08-26 15:01:00-03","MO","MOBOT","242671","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Elsa M. Zardini|C. Velázquez","Zardini 23027","1990","8","31","South America","Paraguay","Central","Tavarory, along Arroyo Abaí. Savanna.",NA,NA,NA,NA,NA,"-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"421",NA,"4"
"144","2014-08-26 15:01:00-03","MO","MOBOT","243822","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Elsa M. Zardini|C. Velázquez","Zardini 25300","1991","1","4","South America","Paraguay","Central","Tavarory, around Administration. Inundated savanna.",NA,NA,NA,NA,NA,"-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"507",NA,"4"
"145","2017-07-13 05:17:00-03","MO","MOBOT","2906274","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Fernando O. Zuloaga|A. A. Sáenz|Marcelo D. Vázquez Á.","Zuloaga 624","1979","4","7","South America","Argentina","Corrientes","42 Km. E. de Ituzaingó, puerto de Prefectura.",NA,NA,NA,NA,"Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"146","2014-08-26 14:47:00-03","MO","MOBOT","2906467","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Fernando O. Zuloaga|Mauricio Ramia|R. Ortiz","Zuloaga 4315","1989","8","4","South America","Venezuela","Barinas","Cercanias Ciudad Nutrias.",NA,NA,NA,NA,NA,"-69.3166667","8.0833333","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"147","2014-08-26 15:19:00-03","MO","MOBOT","2958384","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Timothy J. Killeen","Killeen 1426","1985","11","11","South America","Bolivia","Santa Cruz","20 km NE of Concepción on road to San Ignacio de Velasco.",NA,NA,NA,NA,"Nuflo de Chavez","-61.9166667","-15.9166667","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"148","2014-08-27 08:25:00-03","MO","MOBOT","2958814","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Benkt Sparre|Federico B. Vervoorst","Sparre 898","1950","12","15","South America","Paraguay","Presidente Hayes","Ario Indiquis frente Trinadad.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"149","2014-08-26 15:08:00-03","MO","MOBOT","2959039","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Manuel Rimachi Y.","Rimachi Y. 7782","1985","2","26","South America","Peru","Loreto","Dtto. Iquitos. Río Nanay, Quebrada de caserio de Santa Rita, en terreno bajo.",NA,NA,NA,NA,"Maynas",NA,NA,"95.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"150","2017-09-26 13:08:00-03","MO","MOBOT","2959237","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Sidney T. McDaniel|Manuel Rimachi Y.","McDaniel 23263","1980","3","1","South America","Peru","Loreto","Dtto. Iquitos. Río Momón (trib. Río Nanay), mudbank margin of forest below Santa Rosa.",NA,NA,NA,NA,"Maynas",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"151","2014-08-26 15:01:00-03","MO","MOBOT","2960395","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Thomas Morong","Morong 1574","1888",NA,NA,"South America","Paraguay",NA,"Pilcomayo River, Paraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"152","2014-08-26 15:18:00-03","MO","MOBOT","2960807","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","E. Gutiérrez|S. Moye|E. Moye","Gutiérrez Crespo 1896","1996","1","30","South America","Bolivia","Beni","Territorio Indígena Parque Nacional Isiboro Sécure (TIPNIS). Centro de Gastión, camino hacia el módulo ganadero. Pampas de semialtura.",NA,NA,NA,NA,"Moxos",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"153","2014-08-26 15:20:00-03","MO","MOBOT","2961818","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Nur Ritter","Ritter 1995","1994","11","26","South America","Bolivia","Cochabamba","Valle Sajta Stream behind the University of San Simon reserve at Valle de Sajta.",NA,NA,NA,NA,"Carrasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"154","2015-08-23 05:45:00-03","MO","MOBOT","3016035","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","S.A. Renvoize","Renvoize 4644","1987","4","2","South America","Bolivia","Beni","Between San Borja and Porvenir on road to San Ignacio.",NA,NA,NA,NA,"Yacuma",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
