"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00568046","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","J. P. Lanna Sobrinho","935","1965","10","08","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Reserva Biológica de Jacarepaguá.","-43.398867","-23.010762","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568046","NY00568046_01 NY00568046_02 NY00568046_03","M. Moraes Ramírez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00568344","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","J. C. Lindeman","5538","1967","07","02","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes 30 km W. of Rio de Janeiro","-43.482796","-23.016442","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557788' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568344","NY00568344_01","J. G. Wessels Boer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 15:05:00-03","NY","NYBG","00568024","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria",NA,"P. R. J. Bamps","5051","1975","12","24","South America","Brazil","Espírito Santo","Conceiçao da Barra","Conceiçao da Barra","-39.73","-18.58","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568024","NY00568024_01","M. Moraes Ramírez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 15:05:00-03","NY","NYBG","00568026","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria",NA,"L. V. Pabst",NA,"1963","10","27","South America","Brazil","Rio de Janeiro","Saquarema","Restinga de Saquarema","-42.5103","-22.9203","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568026","NY00568026_01","M. Moraes Ramírez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-08 12:55:00-02","NY","NYBG","02681645","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria",NA,"A. J. Castelo","160","2012","08","12","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Area de Proteção Ambiental de Grumari.","-43.5269","-23.0481","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2959238' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681645","NY02681645_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02681652","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","A. J. Castelo","136","2012","08","11","South America","Brazil","Rio de Janeiro","Maricá",NA,"-42.8375","-22.960833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2959248' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681652","NY02681652_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 15:05:00-03","NY","NYBG","00568048","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria",NA,"J. R. Pirani","3306","1994","12","03","South America","Brazil","Espírito Santo","Sao Mateus","Praia de Guriri.","-39.8589","-18.7161","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568048","NY00568048_01 NY00568048_02 NY00568048_03 NY00568048_04","A. J. Henderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 15:05:00-03","NY","NYBG","00568023","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria",NA,"H. Q. B. Fernandes","523","1982","08","15","South America","Brazil","Rio de Janeiro","Cabo Frio","Km 129 - RJ 106, entre S. Pedro D'Aldeia e Barra de Sao Joao. Area vizinha ao loteamento Florestinha de Cabo Frio.","-42.0183","-22.8794","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568023","NY00568023_01","M. Moraes Ramírez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","568076","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","A. Krapovickas","23313","1973","02","15","South America","Brazil","Paraná","Ponta Grossa","10 km E de Vila Velha.","-49.9136806","-25.234872","unspecified","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557797' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568076","NY00568076_01","S. F. Glassman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00568056","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","S. A. Mori","9626","1978","03","17","South America","Brazil","Bahia","Alcobaça","Rad. BA 001, a 5 km ao Sul de Alcobaça. Folha SE - 24 (18-39a).","-39.19","-17.5194","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568056","NY00568056_01 NY00568056_02 NY00568056_03 NY00568056_04","M. Moraes Ramírez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00568047","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","W. W. Thomas","10053","1993","10","21","South America","Brazil","Bahia","Prado","4.5 km north of Prado on coast road to Cumuruxatiba.","-39.222039","-17.2839212","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568047","NY00568047_01 NY00568047_02 NY00568047_03 NY00568047_04","M. Moraes Ramírez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 15:05:00-03","NY","NYBG","00568043","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria",NA,"H. Q. B. Fernandes","2010","1986","08","09","South America","Brazil","Espírito Santo","Aracruz","Santa Cruz, Estaçao de Biologia Marinha.","-40.2731","-19.8206","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557796' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568043","NY00568043_01 NY00568043_02 NY00568043_03 NY00568043_04 NY00568043_05","H. Q. B. Fernandes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 15:05:00-03","NY","NYBG","00568029","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria",NA,"A. Krapovickas","23313","1973","02","15","South America","Brazil","Paraná","Ponta Grossa","10 km E de Vila Velha","-49.9136806","-25.234872","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568029","NY00568029_01","M. Moraes Ramírez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02681647","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","A. J. Castelo","81","2012","08","12","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Praia da Reserva. Área de Proteção Ambiental de Marapendi","-43.42","-23.016389","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2959241' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681647","NY02681647_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00568028","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","J. C. Lindeman","5538","1967","07","02","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes 30 km W. of Rio de Janeiro","-43.482796","-23.016442","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568028","NY00568028_01","J. G. Wessels Boer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 15:05:00-03","NY","NYBG","00568039","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria",NA,"L. R. Noblick","4752","1989","01","18","South America","Brazil","Bahia","Santa Cruz Cabrália","Near the coastal village of Mojiciçaba.","-39.03","-16.28","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557802' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568039","NY00568039_01 NY00568039_02 NY00568039_03 NY00568039_04 NY00568039_05 NY00568039_06","L. R. Noblick","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00568077","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","P. R. J. Bamps","5051","1975","12","24","South America","Brazil","Espírito Santo","Conceiçao da Barra","Conceiçao da Barra","-39.7319","-18.5933","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568077","NY00568077_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02681648","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","A. J. Castelo","98","2012","08","06","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Restinga da Marambaia. vegetação halófila-psamófila.","-43.630278","-23.0475","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2959243' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681648","NY02681648_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00568025","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","F. R. Fosberg","43379","1962","11","02","South America","Brazil","Rio de Janeiro","Barra de Tijuca","Restinga de Barros de Tijuca, Guanabara","-43.36594","-23.011012","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568025","NY00568025_01","M. Moraes Ramírez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02681653","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","A. J. Castelo","198","2012","08","05","South America","Brazil","Rio de Janeiro","Macaé","Entre as Lagoas Comprida e Carapebus. Parque Nacional da Restinga de Jurubatiba","-41.644444","-22.275833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2959249' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681653","NY02681653_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 11:07:10-03","UNESP-IBB","BOTU","30804","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","Costa, I.B.C.","2","2014","02","26",NA,"Brasil","Mato Grosso","Cuiabá","Baixada Cuiabana, comunidade rural dos couros","-55.583333","-15.5",NA,NA,"BOTU030804","BOTU030804",NA,NA,NA,"55°35'w","15°30's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:29:03-03","UFRJ","RFA","36970","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","H.S. Persechini","1","2010","10","23",NA,"Brasil","Rio de Janeiro","Macaé","Restinga de Jurubatiba, Lagoa de Cabiúnas","-41.7868995666504","-22.3708000183105",NA,"Palmeira 1,3 de altura. Caule subterrâneo, coloração verde. Aroma floral pouco atraente.","RFA23703",NA,"Hugo Silva Persechini",NA,NA,NA,NA,"2010","11","07","47209","auto",NA,NA,NA,NA,NA
"33","2020-06-29 11:29:03-03","UFRJ","RFA","34727","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","Ana Cecilia Rigueti de Resende","1","2009","05","09",NA,"Brasil","Rio de Janeiro","Macaé","Restinga de Jurubatiba, Lagoa de Cabiúnas","-41.7868995666504","-22.3708000183105",NA,"Palmeira, folhas alternas espiraladas, flores no espádice e presença de espata envolvendo-as","RFA22303",NA,"Ana Cecilia Rigueti de Resende",NA,NA,NA,NA,"2009","05","27","47209","auto",NA,NA,NA,NA,NA
"34","2020-06-29 11:29:03-03","UFRJ","RFA","36335","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","A.S. Andreazzi","1","2010","06","26",NA,"Brasil","Rio de Janeiro","Macaé","Restinga de Jurubatiba, Lagoa de Cabiúnas","-41.7868995666504","-22.3708000183105",NA,"Estipe heliófita ca. 120cm. Flores creme. Frutos não maduros verdes. Coletada no 1° cordão arenoso","RFA23156",NA,"M.O.O. Pellegrini",NA,NA,NA,NA,"2010","07","07","47209","auto",NA,NA,NA,NA,NA
"35","2020-06-29 11:29:03-03","UFRJ","RFA","35706","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","Jéssica de Cassia C. Ferreira Gomes","1","2009","10","09",NA,"Brasil","Rio de Janeiro","Macaé","Restinga de Jurubatiba, próximo ao mar","-41.683333","-22.283333",NA,"Arbusto ca. 1 m de altura, terrestre; caule estipe, subterrâneos; folhas membranáceas; inflorescência cimosa especiforme com espádice, com fragrância; flor pétalas e sépalas amarelo-esverdeadas; frutos verdes. presença de insetos","RFA23045",NA,"Jéssica de Cassia C. F. Gomes",NA,NA,"41º41'W","22º17'S","2009","11","17",NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:29:03-03","UFRJ","RFA","39011","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","R. Seixas; T. U. P Konno; N. C. Machado","11","2011","10","26",NA,"Brasil","Rio de Janeiro","Carapebus","Paque Nacional da Restinga de Jurubatiba. Estrada da Fazenda São Lazaro. Entre 1000 e 2400 m após o canal Macaé Campos","-41.422222","-22.141389",NA,NA,"RFA32597",NA,NA,NA,NA,"41º25'20''W","22º8'29''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:18:55-03","UFRJ","RFA","32608","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","R.C. Lopes; D. M. C. Santos, H. M. Dias, N. T. Rios, P. P. Melo","185","2006","04","13",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA), paralelo à Av. Estado da Guanabara.","-43.516667","-23.033333",NA,"Erva ca. 1,0 m altura. Inflorescência com flore amarelas.","RFA21310",NA,"R.C. Lopes",NA,NA,"43º31'0''W","23º2'0''S","2008","06","13",NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:29:03-03","UFRJ","RFA","34702","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","Guilherme Jacinto","1","2009","05","19",NA,"Brasil","Rio de Janeiro","Macaé","Restinga de Jurubatiba, Lagoa de Cabiúnas","-41.685556","-22.296944",NA,"Arbusto, caule subterrâneo, folhas compostas e glabras, bráctea grande, inflorescência amarelada","RFA22279",NA,"Guilherme Jacinto",NA,NA,"41º41'8''W","22º17'49''S","2009","05","22",NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:29:03-03","UFRJ","RFA","39954","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","R.C. Lopes","411","2014","04","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","APA Grumari, Rua Santa Beatriz, beira da estrada.","-43.533889","-23.048889",NA,"Palmeira ca. 2m de altura, folha ca. 1,60m, frutos maduros marrons. Comum no local.","RFA32300",NA,"Rosana C. Lopes",NA,NA,"43º32'2''W","23º2'56''S","2014","04","08",NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:29:03-03","UFRJ","RFA","39955","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","R","412","2014","04","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","APA Grumari, Rua Santa Beatriz, beira da estrada.","-43.533889","-23.048889",NA,"Palmeira ca. 2m de altura, folha ca. 1,60m, frutos maduros marrons. Comum no local.","RFA32298",NA,"Rosana C. Lopes",NA,NA,"43º32'2''W","23º2'56''S","2014","04","08",NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:29:03-03","UFRJ","RFA","40013","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","D.B. Reynaldo","2","2014","11","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","APA de Grumari.","-43.532778","-23.048611",NA,"Palmeira com caule do tipo estipe e subterrâneo, altura 1m, com inflorescência do tipo especiforme amarelada e flores brancas, bráctea do tipo espata de coloração amarelada.","RFA32299",NA,"D.B. Reynaldo",NA,NA,"43º31'58''W","23º2'55''S","2014","11","18",NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:29:03-03","UFRJ","RFA","40855","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","arenaria","Allagoptera arenaria","(Gomes) Kuntze","R.C.Albuquerque","9","2014","11","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","APA Grumari, entrada em frente a Sede/Horto","-43.536389","-23.045278",NA,"Palmeira, 3 m de alt., estipe liso. Folhas ca. 2,5m. Frequência baixa.","RFA29028",NA,"C. Y. G. Manão",NA,NA,"43º32'11''W","23º2'43''S","2018","10","30",NA,NA,NA,NA,NA,NA,NA
