"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem","infraspecificEpithet","sex"
"47","2020-12-20 21:17:01-03","UFV","VIC","40478","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Simão, M.V.R.C.","366","2012","10","29",NA,"Brasil",NA,NA,"Arvoreta, 4 m, botão floral verde. Flores masculinas basais: corola branca com manchas cor vinho. Flores doápice femininas: folha flor ramo e fruto com exsudação de latex branco abundante.","VIC040478",NA,NA,"Pohl",NA,"Minas Gerais","Mata do Paraíso","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Viçosa",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 14:35:42-03","UFJF","CESJ","32027","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pedicellaris","Manihot pedicellaris","R.M. Castro; L.D. Meireles; P. Fiaschi","127","2001","02","21","América do Sul","Brasil",NA,NA,"Arbusto ca 0,7m em interior da mata, ocasional. Folhas descolores. Pecíolo verde na base e vináceo no ápice, nervura central alva, folíolos creme. Frutos creme com listas longitudinais vermelhas.","CESJ032027","Angiosperma",NA,"Müll.Arg.","D.Medeiros","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Descoberto","2008",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 14:35:42-03","UFJF","CESJ","39527","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pedicellaris","Manihot pedicellaris","A.E. Brina; L.V. Costa","s.n.","1995","11","30","América do Sul","Brasil",NA,NA,NA,"CESJ039527","Angiosperma",NA,"Müll.Arg.","A.E.Brina","Minas Gerais","APA. Carste de Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,NA,"Lagoa Santa","1995","11","30","12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-08-20 10:11:33-03","UNICAMP","UEC","66651","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Viégas, AP","6681","1941","12","10",NA,"Brazil",NA,NA,"flor","UEC114098","Magnoliopsida",NA,"Pohl","Mendoza, M","São Paulo","Campo Experimental Instituto, proc. Água","-46.05","-22.8",NA,NA,"UEC114098","Campinas","2015","10","01",NA,NA,"-46.05","-22.8",NA,NA,NA,NA,NA,NA,NA
"51","2019-08-20 10:11:33-03","UNICAMP","UEC","54441","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Silva, AF; Capellari Jr, L; Linnaeus, C","1384","1986","03","06",NA,"Brazil",NA,NA,"flor, Arvoreta de 2 m, frutos imaturos de cor verde","UEC045798","Magnoliopsida",NA,"Pohl","Orlandini, P","São Paulo",NA,"-45.9375","-23.716667",NA,NA,"UEC045798","São José dos Campos","2012","06","11",NA,NA,"-45.9375","-23.716667",NA,NA,NA,NA,NA,NA,NA
"52","2019-08-20 10:11:33-03","UNICAMP","UEC","149085","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Aguirre, GH; et al.","50","2005","10","27",NA,"Brazil",NA,NA,NA,"UEC045771","Magnoliopsida",NA,"Pohl","Mendoza, M","São Paulo","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,"UEC045771","São Luiz do Paraitinga","2015","10","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-02-12 10:03:50-03","UNICAMP","UEC","70587","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Toledo, DV; Bertoni, JEA","26011","1992","02","17",NA,"Brazil",NA,NA,"fruto, Arbusto 2 -3 m com frutos, sub-bosque da mata.","UEC125365","Magnoliopsida",NA,"Pohl","Mendoza, M","São Paulo","Reserva Estadual de Águas da Prata, mata mesófila semidecídua","-47.333333","-21.866667",NA,NA,"UEC125365","Águas da Prata","2015","09","30",NA,NA,"-47.333333","-21.866667",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:29:41-03","UNICAMP","UEC","171261","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Milward-de-Azevedo, MA; Borges, KF; Cortelete, MA; Conceição, SF; Couto, DR; Manhães, VC","392","2010","11","28",NA,"Brazil",NA,NA,"Material com folha composta. Presença de látex.","UEC073113","Magnoliopsida",NA,"Pohl","Mendoza, M","Espírito Santo","Ibitirama. Parque Estadual Cachoeira da Fumaça. Área do Dr. Adalto de Oliveira.","-41.600278","-20.624444",NA,NA,"UEC073113","Alegre","2015","10","01",NA,NA,"-41.600278","-20.624444",NA,NA,NA,NA,NA,NA,NA
"55","2021-02-12 10:03:50-03","UNICAMP","UEC","69541","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Toledo, DV; Bertoni, JEA","25951","1990","11","19",NA,"Brazil",NA,NA,"flor, Arbusto ca 4 - 5 m interior da mata, flores","UEC045800","Magnoliopsida",NA,"Pohl","Orlandini, P","São Paulo","Reserva Estadual de Águas da Prata, Mata mesófila semidecídua","-47.333333","-21.866667",NA,NA,"UEC045800","Águas da Prata","2012","06","11",NA,NA,"-47.333333","-21.866667",NA,NA,NA,NA,NA,NA,NA
"56","2019-08-20 10:11:33-03","UNICAMP","UEC","149148","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Kinoshita, LS; Galvão, JC; Borges, A; Silveira, GAR; Caddah, MK; Silveira, AFP","08-193","2008","11","05",NA,"Brazil",NA,NA,"Subarbusto ca. 0,7m, botões verdes, látex branco","UEC114175","Magnoliopsida",NA,"Pohl","Mendoza, M","Minas Gerais","Vellozial, Campo Rupestre","-46","-20","1206","1206","UEC114175","Capitólio","2015","10","02",NA,NA,"-46","-20",NA,NA,NA,NA,NA,NA,NA
"57","2019-08-20 10:11:33-03","UNICAMP","UEC","149147","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Kinoshita, LS; Galvão, JC; Borges, A; Silveira, GAR; Caddah, MK; Silveira, AFP","08-192","2008","11","05",NA,"Brazil",NA,NA,"Látex branco, botões verdes, frutos imaturos verdes","UEC114172","Magnoliopsida",NA,"Pohl","Mendoza, M","Minas Gerais","Vellozial, Campo Rupestre","-46","-20","1206","1206","UEC114172","Capitólio","2015","10","02",NA,NA,"-46","-20",NA,NA,NA,NA,NA,NA,NA
"58","2021-02-16 14:02:10-03","UNICAMP","UEC","45054","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Weyland Vieira, MC","846","1986","01","13",NA,"Brazil",NA,NA,"flor, Árvore 186, ponto 47, Mato Olaria. Botões e frutos. Com leite branco. Mandioca brava.","UEC116371","Magnoliopsida",NA,"Pohl","Mendoza, M","Minas Gerais","Fazenda Lagoa","-46.25","-21.416667",NA,NA,"UEC116371","Monte Belo","2015","10","01",NA,NA,"-46.25","-21.416667",NA,NA,NA,NA,NA,NA,NA
"59","2019-08-20 10:11:33-03","UNICAMP","UEC","73810","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Martins, FR; Shepherd, GJ; Rocha, DMS","2178","1984","02","09",NA,"Brazil",NA,NA,"flor, Arvoreta de 8 m de altura, Dap 10 cm. Flores creme esverdeados externamente, com manchas cor de vinho internamente. Nome vulgar. Nome vulgar: Mandioca","UEC114090","Magnoliopsida",NA,"Pohl","Mendoza, M","Bahia","Poços de Caldas, Arvoreta Velha, Botelho, Morro do Graças a Deus.",NA,NA,NA,NA,"UEC114090","Poços","2015","10","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-02-16 14:02:10-03","UNICAMP","UEC","73811","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Weyland Vieira, MC","846","1986","01","13",NA,"Brazil",NA,NA,"flor, Árvore 186, ponto 47, Mato Olaria. Botões e frutos. Com leite branco. Mandioca brava.","UEC114106","Magnoliopsida",NA,"Pohl","Mendoza, M","Minas Gerais","Fazenda Lagoa","-46.25","-21.416667",NA,NA,"UEC114106","Monte Belo","2015","10","01",NA,NA,"-46.25","-21.416667",NA,NA,NA,NA,NA,NA,NA
"61","2019-08-20 10:11:33-03","UNICAMP","UEC","96811","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Goldenberg, R; Semir, J; Dutilh, JHA; Romero, R","498","1998","02","13",NA,"Brazil",NA,NA,"ori, Vegetação sobre canyon, às margens da represa de Furnas. Planta 2 m, frutos verdes.","UEC114074","Magnoliopsida",NA,"Pohl","Mendoza, M","Minas Gerais","Estrada Furnas - Capitólio",NA,NA,NA,NA,"UEC114074",NA,"2015","10","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-08-20 10:11:33-03","UNICAMP","UEC","64470","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Leitão Filho, HF; Tozzi, AMGA","27511","1992","12","08",NA,"Brazil",NA,NA,"flor, Sub-arbusto 40 cm. com botões","UEC114108","Magnoliopsida",NA,"Pohl","Mendoza, M","Minas Gerais","Estrada para Biribiri (Campos Rupestres","-43.6002998352051","-18.2493991851807",NA,NA,"UEC114108","Diamantina","2015","10","01","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-08-20 10:11:33-03","UNICAMP","UEC","23344","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Matthes, LAF","672","1981","01","12",NA,"Brazil",NA,NA,"flor, Arvoreta com cerca de 4 m, flores creme esverdeados extremamente com estrias vinosas no cálice, frutos verdes","UEC114091","Magnoliopsida",NA,"Pohl","Mendoza, M","Minas Gerais","Recanto Japonês, nativo em mata de encosta","-46.5614013671875","-21.7877998352051",NA,NA,"UEC114091","Poços de Caldas","2015","10","01","23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-08-20 10:11:33-03","UNICAMP","UEC","4925","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH","9650","1978","12","13",NA,"Brazil",NA,NA,"flor, Arbusto até 1,5 m, flores masculinas amarelo-esverdeadas.",NA,"Magnoliopsida",NA,"Pohl","Webster, GL","Minas Gerais","nativo em matas e campos da Serra do Car","-43.4152984619141","-19.959400177002",NA,NA,NA,"Santa Bárbara","1984","09",NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-08-20 10:11:33-03","UNICAMP","UEC","67044","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Viégas, AP","5624","1940","06","17",NA,"Brazil",NA,NA,"ori","UEC045772","Magnoliopsida",NA,"Pohl","Orlandini, P","São Paulo","Arbusto, mata","-46.7099990844727","-21.9300003051758",NA,NA,"UEC045772","Águas da Prata","2012","06","11","13435","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-08-20 10:11:33-03","UNICAMP","UEC","66643","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Viégas, AP","14","1941","12","10",NA,"Brazil",NA,NA,"flor, Arbusto, Campo Experimental Instituto, proc. W. Braz","UEC045774","Magnoliopsida",NA,"Pohl","Orlandini, P","São Paulo",NA,"-47.060001373291","-22.8999996185303",NA,NA,"UEC045774","Campinas","2012","06","11","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-08-20 10:11:33-03","UNICAMP","UEC","81752","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Kinoshita, LS; Sciamarelli, A","9480","1994","11","09",NA,"Brazil",NA,NA,"flor, Arvoreta 4 m, latescente, botões verdes amarelados","UEC045769","Magnoliopsida",NA,"Pohl","Orlandini, P","São Paulo","Beira de córrego","-47.1699981689453","-21.2800006866455",NA,NA,"UEC045769","Cássia dos Coqueiros","2012","06","11","13265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:29:41-03","UNICAMP","UEC","145752","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Arzolla, FARDP; Paula, GCR; Pavan, D; Ingui, DL","1286","2008","04","12",NA,"Brazil",NA,NA,"árvore, 4m, frutos imaturos; Floresta Estacional Semidecidual","UEC045770","Magnoliopsida",NA,"Pohl","Arzolla, FARDP","São Paulo","Parque Estadual do Juquery, margens de curso d#?#água","-46.7200012207031","-23.3199996948242",NA,NA,"UEC045770","Franco da Rocha","2008","07","29","12135","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-08-20 10:11:33-03","UNICAMP","UEC","22424","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Vanucci, AB","12309","1980","11","19",NA,"Brazil",NA,NA,"flor, Arbusto de até 4 m, podendo atingir até 10 mts.","UEC045775","Magnoliopsida",NA,"Pohl","Mendoza, M","São Paulo","Serra da Mantiqueira - mata","-46.2700004577637","-22.9300003051758",NA,NA,"UEC045775","Joanópolis","2015","10","01","22329","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-08-20 10:11:33-03","UNICAMP","UEC","186864","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Vanucci, AB","12309","1980","11","19",NA,"Brazil",NA,NA,"flor, Arbusto de até 4 m, podendo atingir até 10 mts.","UEC116367","Magnoliopsida",NA,"Pohl","Mendoza, M","São Paulo","Serra da Mantiqueira - mata","-46.2700004577637","-22.9300003051758",NA,NA,"UEC116367","Joanópolis","2015","10","01","22329","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-08-20 10:11:33-03","UNICAMP","UEC","80153","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Leitão Filho, HF","34179","1993","01","19",NA,"Brazil",NA,NA,"ori","UEC045797","Magnoliopsida",NA,"Pohl","Orlandini, P","São Paulo",NA,"-46.6500015258789","-22.5200004577637",NA,NA,"UEC045797","Lindóia","2012","06","11","6377","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-02-18 09:33:41-03","UNICAMP","UEC","96946","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Rozza, AF","176","1995","01","08",NA,"Brazil",NA,NA,"flor, Presença de flores creme-esverdeadas. Frutos imaturos verdes. Arbusto, 2,5 m.","UEC045773","Magnoliopsida",NA,"Pohl","Orlandini, P","São Paulo","Fazenda Cambuhy - Mata da Virgínia, Coleta feita às margens de uma das estradas que corta a mata","-48.3600006103516","-21.6000003814697",NA,NA,"UEC045773","Matão","2012","06","11","26922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-08-20 10:11:33-03","UNICAMP","UEC","74412","S","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Bernacci, LC; Belinello, R; Andrade, PRP; Camargo, O","30218","1995","03","17",NA,"Brazil",NA,NA,"flor, Arbusto ca. 4 m alt, látex leitoso, frutos em maturação","UEC045814","Magnoliopsida",NA,"Pohl","Orlandini, P","São Paulo","Fazenda Benatti","-46.6800003051758","-22.6800003051758",NA,NA,"UEC045814","Monte Alegre do Sul","2012","06","11","11114","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-06 09:55:18-03","UFOP","OUPR","17107","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Badini, J.","s.n.","1974","12","15",NA,"Brasil",NA,NA,"Ex Herb. Escola de Minas n. 4356",NA,NA,NA,"Pohl",NA,"Minas Gerais","Fazenda do Gualacho","-43.4160995483398","-20.377799987793",NA,NA,NA,"Mariana",NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-06 09:55:18-03","UFOP","OUPR","17108","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Badini, J.","s.n.","1974","11","26",NA,"Brasil",NA,NA,"Árvore, flores amareladas. Mata",NA,NA,NA,"Pohl",NA,"Minas Gerais","Fazenda do Gualacho","-43.4160995483398","-20.377799987793",NA,NA,NA,"Mariana",NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-06 09:55:18-03","UFOP","OUPR","20243","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Messias, M.C.T.B.","1076","2006","02","03",NA,"Brasil",NA,NA,"Arbusto ca. 3m, frutos verdes. Mata ripária",NA,NA,NA,"Pohl","Messias, M.C.T.B.","Minas Gerais","Parque Estadual do Itacolomi, Estrada para o Cibrão","-43.4160995483398","-20.377799987793",NA,NA,NA,"Mariana","2012","05","30","33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-06 09:55:18-03","UFOP","OUPR","17104","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Badini, J.","s.n.","1974","11","26",NA,"Brasil",NA,NA,"Árvore, flores amareladas. Mata",NA,NA,NA,"Pohl",NA,"Minas Gerais","Antônio Pereira, Frazão","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-12-18 15:50:40-03","UFOP","OUPR","9050","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Silveira, A.L.","5","1999","10","17",NA,"Brasil",NA,NA,"Arbusto. Mata ciliar",NA,NA,NA,"Pohl",NA,"Minas Gerais","APA Estadual Cachoeira das Andorinhas, Trilha na descida do véu","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-06 09:55:18-03","UFOP","OUPR","9044","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Nogueira, R.E.","127","1999","11","29",NA,"Brasil",NA,NA,"Arbusto ca. 2m. Terrestre heliófilo",NA,NA,NA,"Pohl",NA,"Minas Gerais","São Bartolomeu, Estrada de S. Bartolomeu","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-06 09:55:18-03","UFOP","OUPR","16869","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Badini, J.","s.n.","1974","11","26",NA,"Brasil",NA,NA,"Árvore, flores amarelas. Ex Herb. Escola de Minas n. 4339",NA,NA,NA,"Pohl",NA,"Minas Gerais","Serra do Frazão","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:24:40-03","MBM","MBM","226611","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67421","1997","11","23","Southern America","Brazil",NA,NA,NA,"MBM226611",NA,NA,"Pohl","Allem, A.C.","Minas Gerais","Rod. MG-010, Tanque","-43.3793983459473","-18.604700088501",NA,NA,NA,"Serro",NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:24:40-03","MBM","MBM","186822","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Kirkibride Jr.; J.H.","3428","1980","02","12","Southern America","Brazil",NA,NA,NA,"MBM186822",NA,NA,"Pohl","Smith, S.F.","Goiás","Fazenda das Esmeraldas, ca. 6km NE de Goiás Velho",NA,NA,NA,NA,"MBM186822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:24:40-03","MBM","MBM","420960","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","3957","2018","11","16","Southern America","Brazil",NA,NA,"Arbusto, 2-3 m, flores pestiladas esbranquiçadas. Crescendo na borda d; Vegetação secundária média/avançada","MBM420960",NA,NA,"Pohl","Mazziero, F.F.F.","Minas Gerais",NA,"-43.349444","-20.2475","621","621",NA,"Mariana","2018","12","01",NA,NA,"-43.349444","-20.2475",NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:24:40-03","MBM","MBM","62966","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Leitão Filho, H.F.","9650","1978","12","13","Southern America","Brazil",NA,NA,NA,"MBM062966",NA,NA,"Pohl","Allem, A.C.","Minas Gerais","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,"MBM062966","Santa Bárbara",NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:24:40-03","MBM","MBM","284888","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Thomas, W.W.; et al.; et al.","9060","1992","05","01","Southern America","Brazil",NA,NA,NA,"MBM284888",NA,NA,"Pohl","Liesner, R.","Bahia","Rodovia Olivença - Maruím","-39.0494003295898","-14.7889003753662",NA,NA,"MBM284888","Ilhéus",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2015-09-05 07:07:21-03","MNHN","RECOLNAT_MNHN_P","P04835902","PreservedSpecimen",NA,"Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Mexia, Y.",NA,"1929","12","23",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04835902' target='other'> <mi>dwc_moreinfo</mi></a>","P04835902",NA,NA,"Pohl",NA,"Minas Gerais","Road from Viçosa to São Miguel; km 20.",NA,NA,NA,NA,"P04835902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4153",NA,NA,NA,NA,NA
"87","2015-09-05 07:07:21-03","MNHN","RECOLNAT_MNHN_P","P04835905","PreservedSpecimen",NA,"Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Glaziou, A.",NA,"1876","1","9",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04835905' target='other'> <mi>dwc_moreinfo</mi></a>","P04835905",NA,NA,"Pohl",NA,"Minas Gerais","S. José dos Barreiros.",NA,NA,NA,NA,"P04835905_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8322",NA,NA,NA,NA,NA
"88","2015-09-05 07:07:21-03","MNHN","RECOLNAT_MNHN_P","P04835907","PreservedSpecimen",NA,"Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Allem, A.C.|Werneck, W.L.",NA,"1986","2","22",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04835907' target='other'> <mi>dwc_moreinfo</mi></a>","P04835907",NA,NA,"Pohl",NA,"Minas Gerais","7km a Sudeste de Barbacena altura do km 705 da Rodovia BR-040 rumo a Conselheiro Lafaiete.","-43.75","-21.16667","1100",NA,"P04835907_01","Barbacena",NA,NA,NA,NA,NA,NA,NA,NA,"3398",NA,NA,NA,NA,NA
"89","2015-09-05 07:07:21-03","MNHN","RECOLNAT_MNHN_P","P04835909","PreservedSpecimen",NA,"Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04835909' target='other'> <mi>dwc_moreinfo</mi></a>","P04835909",NA,NA,"Pohl",NA,NA,NA,NA,NA,NA,NA,"P04835909_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2015-09-05 07:07:21-03","MNHN","RECOLNAT_MNHN_P","P04835903","PreservedSpecimen",NA,"Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Regnell",NA,"1861","1","24",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04835903' target='other'> <mi>dwc_moreinfo</mi></a>","P04835903",NA,NA,"Pohl",NA,NA,NA,NA,NA,NA,NA,"P04835903_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1070",NA,NA,NA,NA,NA
"91","2015-09-25 17:30:47-03","MNHN","RECOLNAT_MNHN_P","P00648627","PreservedSpecimen",NA,"Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Warming, E.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648627' target='other'> <mi>dwc_moreinfo</mi></a>","P00648627",NA,NA,"Pohl",NA,NA,NA,NA,NA,NA,NA,"P00648627_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2015-09-05 07:47:28-03","MNHN","RECOLNAT_MNHN_P","P00648628","PreservedSpecimen",NA,"Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Riedel, L.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648628' target='other'> <mi>dwc_moreinfo</mi></a>","P00648628",NA,NA,"Pohl","Rogers D.J. & Appan S.G.",NA,NA,NA,NA,NA,NA,"P00648628_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2016-12-09 14:58:41-02","MNHN","RECOLNAT_MNHN_P","P00648629","PreservedSpecimen",NA,"Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Riedel",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648629' target='other'> <mi>dwc_moreinfo</mi></a>","P00648629",NA,NA,"Pohl","Rogers D.J. & Appan S.G.",NA,NA,NA,NA,NA,NA,"P00648629_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","1995-11-27 14:16:38-02","MNHN","RECOLNAT_MNHN_P","P00648630","PreservedSpecimen",NA,"Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Riedel",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648630' target='other'> <mi>dwc_moreinfo</mi></a>","P00648630",NA,NA,"Pohl","Rogers D.J. & Appan S.G.",NA,NA,NA,NA,NA,NA,"P00648630_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2015-09-25 17:51:11-03","MNHN","RECOLNAT_MNHN_P","P00648631","PreservedSpecimen",NA,"Euphorbiaceae","Manihot","pilosa","Manihot pilosa","Riedel",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648631' target='other'> <mi>dwc_moreinfo</mi></a>","P00648631",NA,NA,"Pohl","Rogers D.J. & Appan S.G.",NA,NA,NA,NA,NA,NA,"P00648631_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
