"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","county","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"21","2021-03-15 16:37:00-03","NY","NYBG","565846","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","W. W. Thomas","1991","07","01","South America","Brazil","Bahia","7.3 km N of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350873' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565846","Magnoliophyta","Rosales","(Aubl.) Huber","6924","Uruçuca","NY00565846_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-30 15:09:00-03","NY","NYBG","2171906","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","C. A. Cid Ferreira","1987","10","08","South America","Brazil","Amazonas","Boca do rio Ararirá, margem direita do rio Negro.","-63.5","-0.5",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317122' target='other'> <mi>dwc_moreinfo</mi></a>","NY02171906","Magnoliophyta","Rosales",NA,"9276","Barcelos","NY02171906_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2171890","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","B. A. Krukoff","1934","09","14","South America","Brazil","Amazonas","Basin of Rio Madeira; near Tres Casas.","-62.6839542","-6.9876421",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317103' target='other'> <mi>dwc_moreinfo</mi></a>","NY02171890","Magnoliophyta","Rosales","(Aubl.) Huber","6385","Humaitá","NY02171890_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2171888","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","G. T. Prance","1971","06","30","South America","Brazil","Amazonas","Rio Purus, rio Ituxi. Río Apitua tributary of Rio Purus, north of Seringal Jurucua, 120 km S of Lábrea.","-65.3019","-7.4458",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317101' target='other'> <mi>dwc_moreinfo</mi></a>","NY02171888","Magnoliophyta","Rosales","(Aubl.) Huber","13920",NA,"NY02171888_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-30 00:45:00-03","NY","NYBG","1018071","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","J. Fontella","1993","01","22","South America","Brazil","Rio de Janeiro","Reserva Ecológica de Jacarepia.","-42.5103","-22.9203",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248576' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018071","Magnoliophyta","Rosales",NA,"2888","Saquarema","NY01018071_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 11:32:00-03","NY","NYBG","565859","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","L. Riedel","1835",NA,NA,"South America","Brazil",NA,"Maudiocca",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350841' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565859","Magnoliophyta","Rosales",NA,"s.n.",NA,"NY00565859_01","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1414218","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","H. Medeiros","2010","04","21","South America","Brazil","Acre","Ramal do Toco Preto, BR 364, Km 107. Próximo a entrada da Fazenda São Jorge I.","-68.6239","-9.4317",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412439' target='other'> <mi>dwc_moreinfo</mi></a>","NY01414218","Magnoliophyta","Rosales","(Aubl.) Huber","464","Sena Madureira","NY01414218_01","C. C. Berg","217","217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2171897","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","D. C. Daly","1981","11",NA,"South America","Brazil","Pará","Approx. 70 km from Tucuruí; 65 km SSW on old BR 422, then 5 km NW on new logging road.","-49.733333","-4.183333",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317113' target='other'> <mi>dwc_moreinfo</mi></a>","NY02171897","Magnoliophyta","Rosales","(Aubl.) Huber","1503",NA,"NY02171897_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02171874","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","J. Lima","1987","05","16","South America","Brazil","Roraima","Mata algada na margem do rio Uraricoeira","-62.4129009","3.125861",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317079' target='other'> <mi>dwc_moreinfo</mi></a>","NY02171874","Magnoliophyta","Rosales","(Aubl.) Huber","753","Boa Vista","NY02171874_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","194209","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","W. L. Balée","1986","11","06","South America","Brazil","Maranhão","Gurupiuna, Ka'apor Indian Reserve, affluent of Rio Gurupi. Forest inventory 6km from village.","-46.43","-2.72",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194209","Magnoliophyta","Rosales","(Aubl.) Huber","2921","Carutapera","NY00194209_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 22:16:00-03","NY","NYBG","869103","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","J. Jangoux","1978","12","12","South America","Brazil","Maranhão","Alzilândia, Rio Pindaré.","-46.08","-3.75",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869103","Magnoliophyta","Rosales",NA,"443","Santa Luzia","NY00869103_01 NY00869103_02","N. T. da Silva",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-30 15:09:00-03","NY","NYBG","2171884","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","L. Riedel","1824",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317092' target='other'> <mi>dwc_moreinfo</mi></a>","NY02171884","Magnoliophyta","Rosales",NA,"s.n.",NA,"NY02171884_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-30 15:09:00-03","NY","NYBG","2171912","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","B. V. Rabelo","1983","08","03","South America","Brazil","Amapá","Parque Florestal da Fazendinha, 12 km S of Macapá","-51.09569","-0.04072",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317130' target='other'> <mi>dwc_moreinfo</mi></a>","NY02171912","Magnoliophyta","Rosales",NA,"2300","Macapá","NY02171912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-30 05:39:00-03","NY","NYBG","00191028","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","S. Tiwari","1995","02","26","South America","Guyana","Potaro-Siparuni","10km North of Orinduik","-59.83","4.7",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1664460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00191028","Magnoliophyta","Rosales",NA,"1405",NA,NA,"S. Tiwari","2500","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-01-26 16:37:00-02","NY","NYBG","886817","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","P. Fiaschi","2005","02","19","South America","Brazil","Bahia","Rodovia Ilhéus-Itacaré (BA --1), na altura do km 20, estrada à esquerda. Acesso ao Retiro. Ramal vicinal ca. 5.5 km à direita, para a Lagoa Encantada.","-39.1172","-14.5861",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064473' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886817","Magnoliophyta","Rosales",NA,"2717","Ilhéus","NY00886817_01","P. Fiaschi","170","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02171917","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","B. A. Krukoff","1933","08","13","South America","Brazil","Acre","Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317151' target='other'> <mi>dwc_moreinfo</mi></a>","NY02171917","Magnoliophyta","Rosales","(Aubl.) Huber","5477",NA,"NY02171917_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-29 11:32:00-03","NY","NYBG","565862","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","L. J. Gillespie","1989","10","10","South America","Guyana","Cuyuni-Mazaruni","Cuyuni R., between Aurora and ±7 km upstream","-59.73","6.78",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350842' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565862","Magnoliophyta","Rosales",NA,"2252",NA,NA,"C. C. Berg","60","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","565861","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","R. Vásquez Martínez","1987","03","29","South America","Peru","Loreto","Nauta","-73.58","-4.48",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565861","Magnoliophyta","Rosales","(Aubl.) Huber","9047","Loreto",NA,"C. C. Berg","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02098530","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","P. da C. Gadelha Neto","2009","09","06","South America","Brazil","Paraíba","Engenheiro Ávidos, Serra de Santa Catarina","-38.4553","-6.9714",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2488173' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098530","Magnoliophyta","Rosales","(Aubl.) Huber","2653",NA,"NY02098530_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 22:16:00-03","NY","NYBG","869105","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","C. A. Cid Ferreira","1985","10","13","South America","Brazil","Mato Grosso","BR 158, Rod. para Vila Rica, a 21 km S da Cidade de Sta. Terezinha, Serra da Cobrinha","-50.5","-10.5",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869105","Magnoliophyta","Rosales",NA,"6440","Santa Terezinha","NY00869105_01 NY00869105_02","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","869096","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","G. T. Prance","1973","10","10","South America","Brazil","Mato Grosso","Margin of new airstrip of Humboldt Center, Rio Aripuanã","-59.35","-10.2",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869096","Magnoliophyta","Rosales","(Aubl.) Huber","18375",NA,"NY00869096_01 NY00869096_02","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 22:16:00-03","NY","NYBG","869101","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","C. C. Berg","1973","10","13","South America","Brazil","Mato Grosso","Rio Aripuanã, at base of Salto dos Dardanelos, west side of river.","-59.35","-10.2",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869101","Magnoliophyta","Rosales",NA,"P18480",NA,"NY00869101_01 NY00869101_02","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","565858","PreservedSpecimen","Plantae","Moraceae","Brosimum","guianense","Brosimum guianense","L. Riedel","1824","10",NA,"South America","Brazil",NA,"Brasilia",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350870' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565858","Magnoliophyta","Rosales","(Aubl.) Huber","621",NA,"NY00565858_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
