"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","infraspecificEpithet","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters"
"1861","2019-10-07 09:11:52-03","UEFS","HUEFS","16246","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","M.Alves","2018","12",NA,"Ganev, W.","2648","1993","12","15","Brasil","Bahia","Abaíra","-41.883333","-13.283333","41W53'","13S17'","1200","1200","Com mata ciliar, solo argilo-arenoso.","HUEFS0016246","HUEFS0016246 HUEFS0016246_e1","Gregória, Beira do Córrego da mata, próximo a Cachoeira das anáguas. Catolés de cima.",NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"1862","2019-10-07 09:11:52-03","UEFS","HUEFS","16590","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","L.Moura","2014","07",NA,"Ganev, W.","2992","1994","03","03","Brasil","Bahia","Abaíra","-41.866667","-13.316667","41W52'","13S19'","1400","1400",NA,"HUEFS0016590","HUEFS0016590",NA,NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"1863","2019-10-07 09:11:52-03","UEFS","HUEFS","2017","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","M.Alves","2018","12",NA,"Noblick, L.R.","2562","1983","02","17","Brasil","Bahia","Camaçari","-38.3","-12.483333","38W18'","12S29'",NA,NA,NA,"HUEFS0002017","HUEFS0002017 HUEFS0002017_e1",NA,NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"1864","2019-10-07 09:11:52-03","UEFS","HUEFS","19507","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","M.Alves","2018","12",NA,"Sobral, M.","7640","1994","04",NA,"Brasil","Bahia","Carnaíba",NA,NA,NA,NA,NA,NA,NA,"HUEFS0019507","HUEFS0019507 HUEFS0019507_e1",NA,NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"1865","2019-10-07 09:11:52-03","UEFS","HUEFS","214737","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","M.Alves","2018","12",NA,"Santana, B.F.","249","2014","10","03","Brasil","Bahia","Maragojipe","-38.919444","-12.778333","38W55'10''","12S46'42''",NA,NA,"Floresta ombrófila","HUEFS0214737","HUEFS0214737 HUEFS0214737_e1","Quintal de morador da comunidade Salamina Putumuju e trilha dos vilarejos.",NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"1866","2019-10-07 09:11:52-03","UEFS","HUEFS","24040","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","M.Alves","2018","12",NA,"Guedes, M.L.S.","PCD2860","1996","04","06","Brasil","Bahia","Jacobina","-40.5","-11.15","40W30'","11S9'","700","700",NA,"HUEFS0024040","HUEFS0024040 HUEFS0024040_e1",NA,NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"1867","2019-10-07 09:11:52-03","UEFS","HUEFS","29561","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","M.Alves","2018","12",NA,"Hind, D.J.N.","PCD4020","1996","11","04","Brasil","Bahia","Piatã","-41.767778","-13.154444","41W46'4''","13S9'16''","1180","1180","Mata estacional.","HUEFS0029561","HUEFS0029561 HUEFS0029561_e1","Procimidades do riacho Toborou.",NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"1868","2019-10-07 09:11:52-03","UEFS","HUEFS","35607","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","M.Alves","2018","12",NA,"Schinini, A.","33692","1997","12","10","Paraguai","Amambay",NA,"-55.75","-22.416667","55W45'","22S25'","500","500","En campo cerrados.","HUEFS0035607","HUEFS0035607 HUEFS0035607_e1","Camino a Col. Ortiz, cercado al Hito 1/51.",NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"1869","2019-10-07 09:11:52-03","UEFS","HUEFS","3619","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","M.Alves","2018","12",NA,"Lemos, M.J.S.","70","1984","05","14","Brasil","Bahia","Feira de Santana","-38.966667","-12.25","38W58'","12S15'",NA,NA,NA,"HUEFS0003619","HUEFS0003619 HUEFS0003619_e1",NA,NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"1870","2019-10-07 09:11:52-03","UEFS","HUEFS","37827","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","M.Alves","2018","12",NA,"Harley, R.M.","53638","1999","03","23","Brasil","Bahia","Abaíra","-41.853611","-13.293889","41W51'13''","13S17'38''",NA,NA,"Capoeira e vegetação alterada na beira da estrada. Na zona montanhosa.","HUEFS0037827","HUEFS0037827 HUEFS0037827_e1","Catolés de Cima.",NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"1871","2019-10-07 09:11:52-03","UEFS","HUEFS","42678","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","M.Alves","2018","12",NA,"França, F.","3219","2000","01","29","Brasil","Bahia","Alagoinhas","-38.438056","-12.160278","38W26'17''","12S9'37''","170","220","Restinga. Solo arenoso duro. Morros.","HUEFS0042678","HUEFS0042678 HUEFS0042678_e1","Ca. 3 km W da sede do município.",NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"1872","2019-10-07 09:11:52-03","UEFS","HUEFS","71119","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","M.Alves","2018","12",NA,"Harley, R.M.","26497","1988","11","17","Brasil","Bahia","Barra da Estiva","-41.266667","-13.5","41W16'0''","13S30'0''","850","850","Capoeira e Cerrado pertubado.","HUEFS0071119","HUEFS0071119 HUEFS0071119_e1","23 km ao NE da cidade perto da Serra Ginete, na direção Sincorá da Serra.",NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"1873","2019-10-07 09:11:52-03","UEFS","HUEFS","104536","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","M.Alves","2018","12",NA,"Hatschbach, G.","77894","2004","06","15","Brasil","Bahia","Macaúbas","-42.698600769043","-13.0193996429443",NA,NA,NA,NA,"Caatinga.","HUEFS0104536","HUEFS0104536 HUEFS0104536_e1","Rodovia Macaúbas a Bom Jesus da Lapa, entre o alto da Serra Poções e a Lagoa do Mauirício.",NA,NA,NA,NA,NA,"Angiospermae","Asterales","71420","auto","Asteranae",NA,NA,NA,NA,NA,NA
"1874","2019-09-04 19:36:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Baccharis","lessingiana","Baccharis lessingiana",NA,NA,NA,NA,NA,"P. W. Lund",NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Type [status unknown]","Spermatophyta",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"1875","2019-06-11 13:08:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha",NA,"RRC ID Flag",NA,NA,NA,"A. Krapovickas","42091","1988","1","19","Brazil","Santa Catarina",NA,"-50","-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Spermatophyta",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"42091",NA,NA
"1876","2020-10-14 16:35:23-03","UFVJM","HDJF","7365","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Paixão, FA","63P1","2018","09","25","Brasil","Minas Gerais","Mariana","-43.415111","-20.233528","-43.415111","-20.233528","737","737",NA,"HDJF007365","HDJF007365_01","Bento Rodrigues, Afluente do Córrego Santarém, Margem Esquerda",NA,"Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877","2020-04-29 16:29:36-03","UFVJM","HDJF","6798","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Faria, JEQ","2017","06",NA,"Faria, JEQ","7860","2017","06","10","Brasil","Minas Gerais","Gouveia","-43.755556","-18.556389","-43.755556","-18.556389","963","963",NA,"HDJF006798",NA,"Margem do Ribeirão de Areia, próximo ao Povoado Pedro Pereira",NA,"Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1878","2020-04-29 16:29:36-03","UFVJM","HDJF","6825","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Faria, JEQ","2017","06",NA,"Faria, JEQ; Chaves, DA","7888","2017","06","14","Brasil","Minas Gerais","Diamantina","-43.961111","-18.219722","-43.961111","-18.219722","929","929",NA,"HDJF006825",NA,"Margem da estrada para Conselheiro Mata",NA,"Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879","2019-06-28 16:52:38-03","IAC","IAC","4474","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","J.M.F. Toledo","1941","10","21","A.P. Viégas","s/nº","1938","11","28","Brasil","São Paulo","Santa Bárbara d#?#Oeste","-47.4136","-22.7536","-47.4136","-22.7536",NA,NA,NA,NA,NA,"estrada santa Barbara, Tupi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880","2019-06-24 08:12:31-03","IAC","IAC","16436","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","D.M. Dedecca","1953","10","06","P.V.C. Bittencourt","s/nº","1953","10","06","Brasil","São Paulo","Campinas","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,"Nome popular: cambará, cambará do mato, cambará de folha grande, camará, tatané-morati dos guaranys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1881","2019-06-24 08:12:31-03","IAC","IAC","45131","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","L.C. Bernacci et al.","2004","12","01","L.C. Bernacci et al.","3856","2004","12","01","Brasil","São Paulo","Campinas","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,"Indivíduo 1103",NA,NA,"Bacia do Ribeirão Anhumas, fragmento do Laboratório Sincronton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882","2019-06-24 08:12:31-03","IAC","IAC","18242","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","D.M. Dedecca","1956","09","26","J. Vinicius","s/nº","1956","09","26","Brasil","São Paulo","Cosmópolis","-47.1961","-22.6458","-47.1961","-22.6458",NA,NA,"Nome popular: cambará do campo, cambará do mato, cambará de folha grande, camará, tatané-morati dos guaranys",NA,NA,"Fazenda São Francisco, da Cia Rhodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883","2019-06-24 08:12:31-03","IAC","IAC","19335","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","H.F. Leitão Filho","1967","10","12","H.F. Leitão Filho","156","1967","10","10","Brasil","São Paulo","Itapetininga","-48.0531","-23.5917","-48.0531","-23.5917",NA,NA,"Nome popular: camará, tatané-morati dos guaranys, cambará de folha grande, cambará do mato",NA,NA,"Horto Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884","2019-06-24 08:12:31-03","IAC","IAC","22380","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","M. Monge","2010","07","23","W. Hoehne","5512","1964","01","23","Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arredores de Guarapari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885","2019-06-24 08:12:31-03","IAC","IAC","22631","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","A.L. Cabrera","1971","06","11","A. Krapovickas; C.L. Cristóbal; M.M. Arbo; V.R.I. Maruñak & S.G. Tressens","12","1971","02","11","Argentina","Corrientes","Ituzaingó","-56.7333","-27.5667","-56.7333","-27.5667",NA,NA,NA,NA,NA,"km 15, E de Ruta Nac. n° 12, camino a San Carlos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886","2019-06-24 08:12:31-03","IAC","IAC","28707","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","L.C. Bernacci et al.","1994","04","12","L.C. Bernacci; R.B. Torres; C.A.F. Pinto-Maglio & O. Camargo","56","1994","04","12","Brasil","São Paulo","Jundiaí","-46.927972","-23.111861","-46.927972","-23.111861",NA,NA,NA,NA,NA,"IAC, Estação Experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1887","2019-06-24 08:12:31-03","IAC","IAC","29343","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","L.C. Bernacci","1994","09","28","S.L. Jung-Mendaçolli; E.G. Cardoso & A.M.C. Silva","656","1994","09","28","Brasil","São Paulo","Jundiaí","-46.927972","-23.111861","-46.927972","-23.111861",NA,NA,NA,NA,NA,"IAC, Estação Experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1888","2019-06-24 08:12:31-03","IAC","IAC","29920","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","M. Monge","2013","07","31","C.A.F. Pinto-Maglio & S.L. Jung-Mendaçolli","665","1994","10","31","Brasil","São Paulo","Campinas","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,NA,"Centro Experimental de Campinas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1889","2019-06-24 08:12:31-03","IAC","IAC","29997","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","P.R.P. Andrade & R.M. Chagas","1995","02","19","P.R.P. Andrade & R.M. Chagas","1191","1995","02","19","Brasil","São Paulo","Campinas","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,NA,"Parque Jambeiro, próximo a lagoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1890","2019-06-24 08:12:31-03","IAC","IAC","3178","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","J.M.F. Toledo","1941","10","21","A.P. Viégas & G.P. Viégas et al.","s/nº","1938","12","18","Brasil","São Paulo","Campinas","-47.169767","-22.922308","-47.169767","-22.922308",NA,NA,"Nome popular: cambará, camará, cambará do mato, tatané-morati dos guaranys, cambará de folha grande",NA,NA,"Fazenda Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1891","2019-06-24 08:12:31-03","IAC","IAC","36750","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","F. Chung et al.","1997","12","12","F. Chung et al.","78","1997","12","12","Brasil","São Paulo","Itararé","-49.2000001","-24.0666667","-49.2000001","-24.0666667",NA,NA,"Coordenadas do material: 24°04#?#S 49°12#?#W",NA,NA,"Estrada de Itararé a Capão Bonito e Rio Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892","2019-06-28 16:53:13-03","IAC","IAC","36854","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","S.I.Elias et al.","1997","12","17","S.I.Elias et al.","281","1997","12","17","Brasil","São Paulo","Itapeva","-49.0666667","-24.0666667","-49.0666667","-24.0666667",NA,NA,"Coordenadas do material: 24°04#?#S 49°04#?#W",NA,NA,"Estação Ecológica de Itapeva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893","2019-01-25 15:33:57-02","IAC","IAC","37576","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","S. Soriano & C.R. Meyer","1996","11","11","S. Soriano & C.R. Meyer","8","1996","11","11","Brasil","São Paulo","Campinas","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,NA,"Sítio Laranjal, Córrego Piçarrão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1894","2019-08-06 13:07:53-03","IAC","IAC","37844","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","J. Semir","1998","05","07","M.H.O. Pinheiro","242","1996","12","26","Brasil","São Paulo","Bauru","-49.0606","-22.3147","-49.0606","-22.3147",NA,NA,NA,NA,NA,"Jardim Botânico Municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895","2019-08-06 13:07:53-03","IAC","IAC","37845","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","J. Semir","1998","05","07","M.H.O. Pinheiro","212","1996","11","21","Brasil","São Paulo","Bauru","-49.0606","-22.3147","-49.0606","-22.3147",NA,NA,NA,NA,NA,"Jardim Botânico Municipal de Bauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896","2019-06-24 08:12:31-03","IAC","IAC","3788","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","A.P. Viégas","1939","01","08","A.P. Viégas","s/nº","1939","01","08","Brasil","São Paulo","Americana","-47.3314","-22.7392","-47.3314","-22.7392",NA,NA,"Nome popular: cambará de folha grande, cambará, camará, cambará do mato, fatané-marati dos guaranys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897","2019-06-24 08:12:31-03","IAC","IAC","38742","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","J. Semir","1999","11","25","R.B. Torres et al.","981","1999","11","25","Brasil","Minas Gerais","Camanducaia","-46.1447","-22.7553","-46.1447","-22.7553",NA,NA,NA,NA,NA,"Dentro da cidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898","2019-06-24 08:12:31-03","IAC","IAC","39509","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","J. Semir","2002","11","06","R.B. Torres et al.","1249","2000","06","06","Brasil","Minas Gerais","Camanducaia","-46.1447","-22.7553","-46.1447","-22.7553",NA,NA,"UTM(23)= 399 649 L e 7.486.177 N, 1563 m.s.m.",NA,NA,"Mata do Romulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1899","2019-06-24 08:12:31-03","IAC","IAC","40489","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","C. Medri & M.C. Dias","1999","06","06","C. Medri et al.","553","1997","12","06","Brasil","Paraná","Sapopema","-50.5803","-23.9108","-50.5803","-23.9108",NA,NA,"Material não localizado no acervo.",NA,NA,"Salto das Orquídeas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1900","2019-01-25 15:33:57-02","IAC","IAC","43115","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","L.C. Bernacci et al.","2001","03","06","L.C. Bernacci; G.A.D.C. Franco; G. Durigan; G.F. Árbocz & E. Furlan","3408","2001","03","06","Brasil","São Paulo","Ibiúna","-47.100922","-23.710157","-47.100922","-23.710157",NA,NA,NA,NA,NA,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Nelson, indivíduo N 29.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901","2019-06-28 16:52:38-03","IAC","IAC","4375","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","J.M.F. Toledo","1941","10","21","A.P. Viégas & G.P. Viégas","s/nº","1938","11","20","Brasil","São Paulo","Indaiatuba","-47.2181","-23.0903","-47.2181","-23.0903",NA,NA,NA,NA,NA,"5 km estrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1902","2019-06-24 08:12:31-03","IAC","IAC","46370","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","R.B. Torres et al.","2005","11","09","R.B. Torres; L.C. Bernacci; T.B. Conforti; R.M. Coelho; I.C.M. Ferreira; A.S. Espeleta & A.C. Lorandi","1594","2005","11","09","Brasil","São Paulo","Campinas","-47.148781","-23.016998","-47.148781","-23.016998",NA,NA,NA,NA,NA,"Viracopos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903","2019-06-24 08:12:31-03","IAC","IAC","48758","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","F.O. Souza-Buturi","2007","12","05","S.M.P. Silva; V.A. Matos; M.I. Ferreira; G.C. Cruz; E.O. Lima Jr.; A.M. Silva & J.D. Braz","190","2006","07","19","Brasil","São Paulo","Pindamonhangaba","-45.4617","-22.9239","-45.4617","-22.9239",NA,NA,"Aroma de própolis",NA,NA,"Fazenda São Sebastião do Ribeirão Grande, no Espigão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1904","2019-06-24 08:12:31-03","IAC","IAC","50642","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","M.F. Casali","2009","11","14","M.F. Casali","176","2008","11","14","Brasil","São Paulo","Iperó","-47.6886","-23.3503","-47.6886","-23.3503",NA,NA,NA,NA,NA,"Floresta Nacional de Ipanema, Área 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905","2019-06-24 08:12:31-03","IAC","IAC","51195","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","H.F. Leitão Filho","1988","06","30","R.B. Torres & N. Figueiredo","s/nº","1988",NA,NA,"Brasil","São Paulo","Angatuba","-48.35056","-23.423889","-48.35056","-23.423889",NA,NA,"nome popular: cambará; indivíduo P41",NA,NA,"Estação Ecológica de Angatuba (IF)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1906","2019-06-24 08:12:31-03","IAC","IAC","51196","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","H.F. Leitão Filho","1988","06","11","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","91","1986","11","11","Brasil","São Paulo","Angatuba","-48.35056","-23.423889","-48.35056","-23.423889",NA,NA,"nome popular: cambará",NA,NA,"Estação Ecológica de Angatuba (IF)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1907","2019-06-24 08:12:32-03","IAC","IAC","51367","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","E. Ramos et al.","2005","11","12","E. Ramos; A. Vemoto & G.M.S. Duarte","43","2005","11","12","Brasil","São Paulo","Hortolândia","-47.22","-22.8583","-47.2200","-22.8583",NA,NA,NA,NA,NA,"Bairro Taquara Branca, chácara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1908","2019-06-24 08:12:32-03","IAC","IAC","53542","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","M.B. Carvalho & J.F. Benedito","2010","10","26","M.B. Carvalho & J.F. Benedito","829","2010","10","26","Brasil","São Paulo","Campinas","-47.091238","-22.857566","-47.091238","-22.857566",NA,NA,"parcela 1.3",NA,NA,"IAC, Fazenda Santa Elisa, Cerrado CEC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909","2019-06-24 08:12:31-03","IAC","IAC","7527","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","M. Koscinski","1933","11","15","M. Koscinski","105","1933","11","15","Brasil","São Paulo","São Paulo","-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,"Nome popular: cambará, cambará de folha grande, cambará do mato, fataré-marati dos guaranys, camará. (material recebido do Sr. Bento Pickel em 27/07/1944",NA,NA,"Horto Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1910","2019-06-24 08:12:31-03","IAC","IAC","857","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","J.M.F. Toledo","1941","10","21","J. Santoro","s/nº","1936","11","25","Brasil","São Paulo","Campinas","-47.077171","-22.870251","-47.077171","-22.870251",NA,NA,"Nome popular: cambará de folha grande, cambará, cambará do mato, tatané-morati dos guaranis",NA,NA,"IAC, Fazenda Santa Elisa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
