"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","809947","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","W. A. Rodrigues","7724","1966","04","27","South America","Brazil","Amazonas","Manaus","Cachoeira Baixa do Tarumã","-60.0962609","-2.8743255","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809947","NY00809947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","685563","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","M. A. D. de Souza","478","1997","12","02","South America","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, Km 26",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832873' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685563","NY00685563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","809953","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","P. A. C. L. Assunção","89","1994","11","24","South America","Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Igarapé do Acará, próximo ao acampamento.","-59.97","-2.88","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809953","NY00809953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","809942","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","W. A. Ducke","18","1935","08","24","South America","Brazil","Amazonas","Manaus","Estrada do Aleixa","-60.17","-3.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812216' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809942","NY00809942_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","809941","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","P. A. C. L. Assunção","54","1994","09","09","South America","Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Igarapé do Barro Branco, a jusante da piscina.","-59.97","-2.88","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809941","NY00809941_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","809951","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","C. A. Cid Ferreira","6681","1986","03","09","South America","Brazil","Amazonas",NA,"Mun. de Pres. Fiqueredo, AM. Canteiro de obras da Hidreletrica de Balbina, a 8 km a montante da barragem, margem direita, area a ser inundada.","-59.4734144","-1.9155557","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809951","NY00809951_01 NY00809951_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","809944","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","C. A. Cid Ferreira","7569","1986","07","14","South America","Brazil","Amazonas","Presidente Figueiredo","Canteiro de obras da Usina Hidreletrica de Balbina, próximo a estação de tratamento de água.","-59.4734144","-1.9155557","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812221' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809944","NY00809944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","809950","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","P. A. C. L. Assunção","54","1994","09","09","South America","Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Igarapé do Barro Branco, a jusante da piscina.","-59.97","-2.88","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809950","NY00809950_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","809940","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","P. A. C. L. Assunção","89","1994","11","24","South America","Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Igarapé do Acará, próximo ao acampamento.","-59.97","-2.88","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809940","NY00809940_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","809952","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","C. A. Cid Ferreira","6760","1986","03","12","South America","Brazil","Amazonas",NA,"Mun. Pres. Fiqueredo, AM. Canteiro de obras da Hidreletrica de Balbina, a montante da barragem. Linha D-01, margem dir. do rio Uatumã","-59.5","-1.5","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809952","NY00809952_01 NY00809952_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","809946","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","C. A. Cid Ferreira","6681","1986","03","09","South America","Brazil","Amazonas",NA,"Mun. de Pres. Fiqueredo, AM. Canteiro de obras da Hidreletrica de Balbina, a 8 km a montante da barragem, margem direita, area a ser inundada.","-59.4734144","-1.9155557","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812229' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809946","NY00809946_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","809948","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","C. A. Cid Ferreira","6760","1986","03","12","South America","Brazil","Amazonas",NA,"Mun. Pres. Fiqueredo, AM. Canteiro de obras da Hidreletrica de Balbina, a montante da barragem. Linha D-01, margem dir. do rio Uatumã","-59.5","-1.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","809943","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","E. P. Killip","30127","1929","10","18","South America","Brazil","Amazonas","Manaus","Manáos, alt. 25 meters, dense forests.","-59.9953079","-3.0673242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812219' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809943","NY00809943_01","25","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","809945","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","C. A. Cid Ferreira","7569","1986","07","14","South America","Brazil","Amazonas","Presidente Figueiredo","Canteiro de obras da Usina Hidreletrica de Balbina, próximo a estação de tratamento de água.","-59.4734144","-1.9155557","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809945","NY00809945_01 NY00809945_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","809954","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","E. J. Ferreira","143/57","1957","10","15","South America","Brazil","Amazonas","Manaus","Reserva Florestal Ducke, picada P. F. piquete 31.","-59.97","-2.88","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809954","NY00809954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00809949","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","A. Vicentini","1093","1995","10","19","South America","Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Igarapé do Acará.","-60.0250015258789","-3.10193991661072","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809949",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00690341","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","integrifolia","Allantoma integrifolia","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","S. A. Mori; Y.-Y. Huang","S. A. Mori","27286","2008","09","02","South America","Brazil","Amazonas",NA,"Reserva Ducke, Km. 26 on the road to Itacoatiara.","-59.9281883","-2.9548699","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1153310' target='other'> <mi>dwc_moreinfo</mi></a>","NY00690341","NY00690341_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
