"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","class","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"96","2019-10-07 09:12:02-03","UEFS","HUEFS","116017","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,NA,NA,NA,"Ribas, O.S.","6683","2005","02","12","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri.","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"HUEFS0116017","HUEFS0116017","Angiospermae","Asterales",NA,NA,NA,"37493","auto",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"97","2020-11-04 17:28:40-03","UEM","HUEM","32506","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Robinson","Ferreira, P","2015","01","16","Silva, JM; Motta, JT","8693","2014","12","03","Brasil","Paraná","Quatro Barras","Estrada da Graciosa., Rio do Corvo. Transição de Floresta Ombrófila Densa para Floresta Ombrófila Mista.","-48.5447","-25.195","-48.5447","-25.195","893","893","HUEM000016039","HUEM000016039",NA,NA,NA,NA,"Arbusto de 2,0m de altura. Capítulos alvacentos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-11-04 17:28:40-03","UEM","HUEM","12186","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Robinson","Nakajima, J","2000",NA,NA,"Paiva, MRC; G.T. Correa; Dias, AT; J.A. Ferreira","s.n.","1996","03","01","Brasil","Paraná","Teixeira Soares","Cerro Verde, beira da estrada, próximo ao Parque F","-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,"HUEM000001871","HUEM000001871",NA,NA,NA,NA,"Árvore; 6 m de altura; flores roxas; beira da mata","31767","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2016-08-23 10:58:54-03","NHMLondon","NHM-LONDON-BOT","BM000795974","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,NA,NA,NA,"Lyman Bradford Smith; b.1904; d.1997; L.B.Sm.","1914",NA,NA,NA,"Brasil","São Paulo",NA,NA,"-48.476133","-22.204289","-48.476133","-22.204289",NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: On campo.<a href=http://www.nhm.ac.uk/services/media-store/asset/0fdc3f67703edca697453082b30450b97f67296e/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Isotype",NA,NA,"NHMUK:ecatalogue:4988442",NA
"100","2020-11-12 16:58:29-03","UEL","FUEL","20734","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Nakajima, JN","2000","08",NA,"Paiva, MRC; Correa, GT; Dias, AT; Ferreira, JA","s.n.","1996","03","01","Brasil","Paraná","Teixeira Soares","Beira da estrada do Cerro Verde, Próximo Parque FLONA","-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,"FUEL017668",NA,"Tracheophyta","Asterales",NA,NA,NA,"31767","auto",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-01 14:54:36-03","UnB","UB","123253","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.","Hattori, EKO","2018","09",NA,"Hoehne, W","SP46308","1942","01","14","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Southern America",NA,"Subarbóreo.; Cerrado","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-01 14:54:36-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.","Hattori, EKO","2018","09",NA,"Reitz; Klein","10661","1961","01","19","Brasil","Santa Catarina","Garuva","Monte Crista","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Southern America",NA,"Arbusto. Flor roxa; Capoeira","22441","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-05-06 11:54:10-03","UFU","HUFU","24029","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Nakajima, J.N.","1999",NA,NA,"Hoehne, W.","s.n.","1942","01","14","Brasil","São Paulo","São Miguel",NA,NA,NA,NA,NA,NA,NA,"HUFU00072372","HUFU00072372",NA,NA,NA,NA,"Subarbusto.; Subarbóreo do cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-05-06 11:54:10-03","UFU","HUFU","53447","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Hattori, E.K.O.","2012","08",NA,"Meireles, L.D.; Nunes, J.A. & Neto, J.O.C.","3037","2007","03","15","Brasil","Minas Gerais","Passa Quatro","Serra Fina","-44.907778","-22.450833","-44.907778","-22.450833","1500","1575","HUFU00055723","HUFU00055723",NA,NA,NA,NA,"Arbusto, ca. 1,8 m. Flores róseas.; Capim amarelo. Escrube montano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-05-06 11:54:10-03","UFU","HUFU","53448","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Hattori, E.K.O.","2012","08",NA,"Meireles, L.D.; Nunes, J.A. & Neto, J.O.C.","3005","2007","03","14","Brasil","Minas Gerais","Passa Quatro","Serra Fina","-44.893333","-22.441944","-44.893333","-22.441944","1974","2037","HUFU00055725","HUFU00055725",NA,NA,NA,NA,"Arbusto, ca. 1 m. Flores róseas.; Capim amarelo. Campo de Nifelina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-05-06 11:54:10-03","UFU","HUFU","53449","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Hattori, E.K.O.","2012","08",NA,"Meireles, L.D.; Nunes, J.A. & Neto, J.O.C.","3040","2007","03","15","Brasil","Minas Gerais","Passa Quatro","Serra Fina","-44.907778","-22.450833","-44.907778","-22.450833","1500","1575","HUFU00055720","HUFU00055720",NA,NA,NA,NA,"Arbusto, ca. 1,8 m. Capítulos róseos.; Capim amarelo. Escrube montano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-05-06 11:54:10-03","UFU","HUFU","53450","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Hattori, E.K.O.","2012","08",NA,"Meireles, L.D.; Nunes, J.A. & Neto, J.O.C.","2949","2007","03","14","Brasil","Minas Gerais","Passa Quatro","Serra Fina","-44.893333","-22.441944","-44.893333","-22.441944","1974","2037","HUFU00055719","HUFU00055719",NA,NA,NA,NA,"Arvoreta, ca. 1,8 m. Capítulos róseos.; Capim amarelo. Campo de Nifelina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-05-06 11:54:10-03","UFU","HUFU","64698","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Almeida-Scabbia, R.J.","2008","10","08","Santos-Neta, A.C.; Pelissari, G. & Almeida-Scabbia, R.J.","50","2008","02","14","Brasil","São Paulo","Santo André","Parabapiacaba, Jd. Joaquim Eugênio de Lima.","-46.376944","-23.745278","-46.376944","-23.745278",NA,NA,"HUFU00055721","HUFU00055721",NA,NA,NA,NA,"Arbusto 3m alt. Início de botões florais, creme com riscos vermelhos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-05-06 11:54:10-03","UFU","HUFU","71143","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Nakajima, J.N.","1999","01",NA,"Hoehne, W.","s.n.","1942","01","14","Brasil","São Paulo","São Miguel","Campo seco.",NA,NA,NA,NA,NA,NA,"HUFU00072371","HUFU00072371",NA,NA,NA,NA,"Sub. arbóreo.; Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-05-06 11:54:10-03","UFU","HUFU","71142","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Nakajima, J.N.","2000","08",NA,"Godoy, J.R.L.; Sugiyama, M. & Mariano Neto, E.","17","1996","01","29","Brasil","São Paulo","Santo André","Campo Grande, Morro da Antena, divisa com a Reserva de Paranapiacaba, próximo da caixa d'água.","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"HUFU00072370","HUFU00072370",NA,NA,NA,NA,"Arbusto, flores creme, estigma lilás.; Topo de morro.","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-05-06 11:54:10-03","UFU","HUFU","53451","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Hattori, E.K.O.","2012","08",NA,"Meireles, L.D.; Nunes, J.A. & Neto, J.O.C.","2883","2007","03","16","Brasil","Minas Gerais","Passa Quatro","Serra Fina, Campo do muro.","-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,"HUFU00055724","HUFU00055724",NA,NA,NA,NA,"Arbusto, ca. 1 m. Flores róseas.; Campo de altitude.","17293","auto",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-05-06 11:54:10-03","UFU","HUFU","64337","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Hattori, E.K.O.","2011","02","04","Hattori, E.K.O.; Barbosa, E. & Silva, J.M.","1329","2011","02","04","Brasil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"HUFU00055722","HUFU00055722",NA,NA,NA,NA,"Arbusto, ca. 2 m. Brácteas involucrais avermelhadas, flores alvas.","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-05-06 11:54:10-03","UFU","HUFU","24257","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Nakajima, J.N.","2000","08",NA,"Paiva, M.R.C.; Correa, G.T.; Dias, A.T. & Ferreira, J.A.","s.n.","1996","03","01","Brasil","Paraná","Teixeira Soares","Beira da Estrada do Cerro Verde, Próximo ao Parque FLONA.","-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,"HUFU00055718","HUFU00055718",NA,NA,NA,NA,"Árvore, ca. 6 m. Flores roxas.","31767","auto",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-04 15:42:41-03","IF","SPSF","33647","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii",NA,NA,NA,NA,NA,"M.R.C.Paiva",NA,"1996","03","01","Brasil","PR","Teixeira Soares","Cerro Verde","-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: beira da estrada, beira da mata&nf;;","31767","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"115","2021-03-04 15:42:41-03","IF","SPSF","36892","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii",NA,NA,NA,NA,NA,"O.S.Ribas & P.Labiak & M.Pichurim","6683","2005","02","12","Brasil","SC","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"GEOGRAFIA: matinha nebular, alto do morrp&nf;;","37493","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"116","2021-03-04 15:42:41-03","IF","SPSF","38052","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","O.S.Ribas","2005","02","12","O.S.Ribas & P.Labiak & M.Pichorim","6683","2005","02","12","Brasil","SC","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"COLETA: Matinha nebular do alto do morro.&nf;Arbusto 2m., capítulo lilás;","37493","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"117","2021-02-08 12:38:37-03","UFRGS","ICN","045730","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Matzenbacher, NI","1979","09","05","Hagelund, K","12670","1979","02","10","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"Botão floral vermelho-vinho.","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-02-08 12:38:37-03","UFRGS","ICN","053823","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Matzenbacher, NI",NA,NA,NA,"Sobral, M; Stehmann, JR","1599",NA,NA,NA,"Brasil","RS","São Francisco de Paula","Contendas","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"Arbusto ca. 2m alt.; Em beira de estrada","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-02-08 12:38:37-03","UFRGS","ICN","163242","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Schneider, AA",NA,NA,NA,"Grings, M; Grings, NJ","985","2009","12","27","Brasil","RS","São José dos Ausentes","Cachoeirão dos Rodrigues","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"arbusto de 1,8 m de alt.; flores brancas.; em sub-bosque de mata com araucária de encosta","42598","auto",NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-02-08 12:38:37-03","UFRGS","ICN","060158","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Matzenbacher, NI","1987","05","12","Krapovickas, A; Cristóbal, CL","s.n.","1982","01","27","Brasil","SC","Lauro Müller","15 km E de Bom Jardim da Serra. Serra do Rio do Rastro.","-49.3967018127441","-28.3927993774414",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"Doação CTES 37784; Cerca de 1 m de altura, flores lilás.; Borda de bosque.","15992","auto",NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-02-08 12:38:37-03","UFRGS","ICN","152463","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Hattori, EKO","2010","02",NA,"Schneider, AA","1562a","2007","12","12","Brasil","SC","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"Flores rosa claro; Borda de Mata","32577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-02-08 12:38:37-03","UFRGS","ICN","110869","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Hattori, EKO","2010","02",NA,"Bordignon, S",NA,"1985","12","13","Brasil","SC","Urubici","Serra do Corvo","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:01:26-03","IBt","SP","32791","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Robinson, BL","1931",NA,NA,"Smith, LB","1914","1929","02","15","Brasil","São Paulo","Santo André","Estação Biológica do Alto da Serra, On campo","-46.316667","-23.783333","-46.316667","-23.783333","800","900","SP000544","SP000544",NA,NA,NA,NA,"Bush 2-3 m high",NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA
"124","2019-11-21 10:01:26-03","IBt","SP","426220","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Almeida Scabbia, RJ","2008","10","08","Santos Neta, AC; Pelissari, G; Almeida Scabbia, RJ","50A","2008","02","14","Brasil","São Paulo","Santo André","Paranapiacaba, Jd. Joaquim Eugênio de Lima","-46.3525","-23.745","-46.3525","-23.745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:01:26-03","IBt","SP","382391","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Nakajima, JN","2000",NA,NA,"Paiva, MRC; Correa, GT; Dias, AT; Ferreira, JA","s.n.","1996","03","01","Brasil","Paraná","Teixeira Soares","Cerro Verde, beira da estrada próximo Parque FLONA","-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31767","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:01:26-03","IBt","SP","396491","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Ribas, OS","2005",NA,NA,"Ribas, OS; Labiak, P; Pichorim, M","6683","2005","02","12","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-17 09:29:05-03","IBt","SP","151544","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Nakajima, JN","1999","01",NA,"De-Grande, DA; Lopes, EA","91","1978","05","04","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-17 09:29:05-03","IBt","SP","138792","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Nakajima, JN","1999","01",NA,"Sakane, M","454","1976","03","16","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Praia do Marujá","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-21 10:01:26-03","IBt","SP","378314","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Souza, FO",NA,NA,NA,"Souza, FO; Simão Bianchini, R; Louzada, RB","233","2005","04","17","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Praia de Itacuruça","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 10:01:26-03","IBt","SP","293004","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Nakajima, JN","1999","01",NA,"Godoy, JRL; Sugiyama, M; Mariano Neto, E","17","1996","01","29","Brasil","São Paulo","Santo André","Campo Grande, Morro da Antena, divisa com a Reserva de Paranapiacaba. Escrube próximo da Caixa d'água. Topo de morro","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-21 10:01:26-03","IBt","SP","137787","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,NA,NA,NA,"Kuhlmann, M","s.n.","1947","06","28","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-21 10:01:26-03","IBt","SP","269568","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Sugiyama, M","1994","07",NA,"Sugiyama, M; Lopes, EA","1197","1994","06","17","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Campo Grande","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estéril, frequente no campo, podendo formar moitas","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-21 10:01:26-03","IBt","SP","46308","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Nakajima, JN","1999",NA,NA,"Hoehne, W","s.n.","1942","01","14","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-21 10:01:26-03","IBt","SP","76232","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Nakajima, JN","1999","01",NA,"Feliciano, JB","13","1962","01","30","Brasil","São Paulo","São Paulo","Santo Amaro, Interlagos","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2010-08-16 16:38:01-03","GH","HU-HERB","GH 00012939","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B. L. Robinson",NA,NA,NA,NA,"Lyman B. Smith","1914","1929","2","15","Brazil","São Paulo",NA,"Estacao Biologica, Alto da Serra","-46.31666667","-23.78333333",NA,NA,"800","900",NA,NA,NA,NA,"South America","Sheet",NA,NA,NA,NA,NA,NA,"Holotype","1914",NA,NA,"undetermined"
