"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","typeStatus","previousCatalogNumber"
"11","2020-11-04 11:11:09-03","ESALQ","ESA","104602","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern.","Messias, M.T.C.B.","761.0","2003","02","07",NA,"Brasil","Minas Gerais","Mariana Serrinha",NA,NA,NA,NA,NA,"ESA104602",NA,"Scatigna, A.V.",NA,NA,NA,NA,"2015","06","24",NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:11:09-03","ESALQ","ESA","73382","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25131.0","2001","07","05",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro. Próximo à Bifurcação para Morro do Pilar. 19o13'13S, 43o29'57W. 1500 m.s.m. Campo rupestre com mata ciliar no fundo do vale.","-43.7144012451172","-19.1688995361328",NA,"Erva; corola alva. Em barranco úmido. Foto: Souza, J.P.","ESA073382","ESA073382_1 ESA073382_2","Araújo, A.O.",NA,NA,"-43,499,167","-19,220,278",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"13","2020-11-04 11:11:09-03","ESALQ","ESA","108626","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis",NA,"Rodrigues, C.D.N.","122.0","2007","12","17",NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,NA,"ESA108626","ESA108626","Souza, V.C.",NA,NA,NA,NA,"2013",NA,NA,"33524","auto",NA,NA,NA,NA,NA
"14","2021-01-14 15:31:10-03","MN","R","11053","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Glaziou, A.F.M.","18418","1891","01","07",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000011053","R000011053_001","Chautems, A.",NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-11-21 14:37:20-03","UFJF","CESJ","48650","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","N.L. Abreu; L. Menini Neto; F.S. Souza","135","2007","02","28","América do Sul","Brasil","Minas Gerais","Rio Preto","Pousada Fazenda do Mato Limpo, Gruta dos Macacos.","-43.8278007507324","-22.0891990661621",NA,"Erva saxicola, na gruta. Flores alvas.","CESJ048650",NA,"A.Chautens",NA,NA,NA,NA,"2010","03",NA,"20815","auto",NA,NA,NA,NA,NA
"16","2019-11-21 14:37:20-03","UFJF","CESJ","15355","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","L. Roth","CESJ15355","1961","10",NA,"América do Sul","Brasil","Minas Gerais","Belo Horizonte","Ponte da Mutuca, BR 3, Km 443","-43.937801361084","-19.9207992553711",NA,"Erva de barranco úmido, à beira da mata.","CESJ015355",NA,"V.C. Souza",NA,NA,NA,NA,"2014",NA,NA,"17082","auto",NA,NA,NA,NA,NA
"17","2019-11-21 14:37:20-03","UFJF","CESJ","15879","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","L. Krieger","CESJ15879","1978","08","28","América do Sul","Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,"Sobre paredões de arenito, lugares úmidos e sombreados, sob mata (com frutos passados).","CESJ015879",NA,"V.C. Souza",NA,NA,NA,NA,"2014",NA,NA,"30417","auto",NA,NA,NA,NA,NA
"18","2020-11-09 19:01:09-03","UFJF","CESJ","62616","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","D.R. Gonzaga; L. Menini Neto; S.G. Furtado","232","2013","04","21","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Gruta do Monjolinho.","-43.793098449707","-21.8425006866455",NA,"Rupícola em paredão rochoso; frutos verdes imaturos.","CESJ062616",NA,"L. Menini Neto",NA,NA,NA,NA,"2013","04","22","30417","auto",NA,NA,NA,NA,NA
"19","2019-11-21 14:37:20-03","UFJF","CESJ","65963","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","L.L. Justino; J.H.C. Ribeiro; C. Nardy; P.T. Silva","148","2015","04","11","América do Sul","Brasil","Minas Gerais","Rio Preto","RPPN Mato Limpo","-43.8278007507324","-22.0891990661621",NA,"Erva rupícula, em paredão rochoso. Folhas discolores, com face abaxial vinosa e colora alva.","CESJ065963",NA,"L. Menini Neto",NA,NA,NA,NA,"2015","04","22","20815","auto",NA,NA,NA,NA,NA
"20","2021-03-01 16:31:42-03","UNICAMP","UEC","205750","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Scatigna, AV; Cândido, E; Carmo, JAM; Piassa, G","506","2014","07","11",NA,"Brazil","Minas Gerais","Ouro Preto","Serrinha. Trilha para captação de água. Barranco úmido.","-44.241111","-17.699722",NA,"Erva, ca. 10cm. Frutos.","UEC191031","UEC191031",NA,NA,NA,"-44.241111","-17.699722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-20 10:15:39-03","UNICAMP","UEC","5409","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Irwin, HS; Souza, R; Reis dos Santos, R","10247","1965","11","12",NA,"Brazil","Distrito Federal","Brasília","Parque Municipal do Gama","-47.9296989440918","-15.7797002792358",NA,"flor, Creeping herb, rooted in mud, shallow water. Corolla white. Cerrado seep, step slope and cliff face.","UEC134797","UEC134797","Chautems, A","1150","1150",NA,NA,"1990",NA,NA,"70570","auto",NA,NA,NA,NA,NA
"22","2021-03-01 16:31:42-03","UNICAMP","UEC","161401","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Ferreira Junior, CA; Ordones, J","1587","2015","11","25",NA,"Brazil","Minas Gerais","Rio Acima","Rio Acima/MG Referência:Ponte sobre Rio das Velhas.","-43.7893981933594","-20.0874996185303",NA,"Herbáceo.Erva de 3 a 5 cm.lores brancas crescendo em barranco.; Mata Atlântica.","UEC069091","UEC069091","Scatigna, AV",NA,NA,NA,NA,"2019","06","28","13827","auto",NA,NA,NA,NA,NA
"23","2019-11-06 09:55:45-03","UFOP","OUPR","15431","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Badini, J.","s.n.","1936",NA,NA,NA,"Indisponível",NA,NA,"Floresta de Mangueira",NA,NA,NA,"Erva, flor rósea. Terreno úmido",NA,NA,"Araújo, A.O.",NA,NA,NA,NA,"2002","02","20",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-06 09:55:45-03","UFOP","OUPR","17744","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Messias, M.C.T.B.","713","2003","02","07",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Serrinha","-43.4160995483398","-20.377799987793",NA,"Erva, flores róseas. Em barrancos úmidos, campo rupestre",NA,NA,"Piassa, G.; Scatigna, A.V.",NA,NA,NA,NA,"2014","07",NA,"33524","auto",NA,NA,NA,NA,NA
"25","2019-11-06 09:55:45-03","UFOP","OUPR","17717","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Messias, M.C.T.B.","761","2003","02","07",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Serrinha, próximo a captação de água","-43.4160995483398","-20.377799987793",NA,"Flores róseas. Em paredões úmidos",NA,NA,"Piassa, G.; Scatigna, A.V.",NA,NA,NA,NA,"2014","07",NA,"33524","auto",NA,NA,NA,NA,NA
"26","2019-11-06 09:55:45-03","UFOP","OUPR","13296","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Badini, J.","s.n.","1973","02","17",NA,"Brasil","Minas Gerais","Ouro Preto","Base do Itacolomy","-43.5080986022949","-20.2875003814697",NA,"Erva, flores brancas e lilases com estrias amarelas. Aderente a barrancos úmidos",NA,NA,"Araújo, A.O.",NA,NA,NA,NA,"2003","05",NA,"44599","auto",NA,NA,NA,NA,NA
"27","2019-11-06 09:55:45-03","UFOP","OUPR","13295","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Badini, J.","s.n.","1983","05","08",NA,"Brasil","Minas Gerais","Ouro Preto","Feixo do Funil","-43.5080986022949","-20.2875003814697",NA,"Erva. Barrancos úmidos",NA,NA,"Araújo, A.O.",NA,NA,NA,NA,"2003","05",NA,"44599","auto",NA,NA,NA,NA,NA
"28","2020-03-12 10:29:12-03","UFOP","OUPR","33653","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Pedrosa, L.G.","1510","2019","03","30",NA,"Brasil","Minas Gerais","Ouro Preto","Saramenha","-43.5080986022949","-20.2875003814697",NA,"Erva, 30cm. Raizes com cheiro de Gelol. Flores alvas. Barranco úmido, sombreado.",NA,NA,"Pedrosa, L.G.",NA,NA,NA,NA,"2019","03","30","44599","auto",NA,NA,NA,NA,NA
"29","2020-12-21 16:29:01-03","MBM","MBM","420954","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","3938","2018","11","14","Southern America","Brazil","Minas Gerais","Mariana","Samarco","-43.468333","-20.227222",NA,"Erva terrícola, crescendo no interior da floresta, em local sombreado.; Vegetação secundária média/avançada","MBM420954",NA,"Mazziero, F.F.F.","1005","1005","-43.468333","-20.227222","2018","12","01",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:29:01-03","MBM","MBM","24507","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","28893","1972","01","18","Southern America","Brazil","Minas Gerais","Conceição do Mato Dentro","Rio Santo Antônio","-43.4249992370605","-19.0372009277344",NA,"Erva, flor alvacenta, dos barrancos úmidos às margens da estrada Unicata","MBM024507","MBM024507","Araujo, A.O.",NA,NA,NA,NA,"2003","05","19","60318","auto",NA,NA,NA,NA,NA
"31","2015-09-04 09:52:30-03","MNHN","RECOLNAT_MNHN_P","P00606339","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00606339' target='other'> <mi>dwc_moreinfo</mi></a>","P00606339","P00606339_01","Wiehler",NA,NA,NA,NA,NA,NA,NA,NA,NA,"182",NA,NA,NA,NA
"32","2015-09-04 11:57:04-03","MNHN","RECOLNAT_MNHN_P","P03509098","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Weddell, H.A.",NA,"1847","5","1",NA,"Bolívia",NA,NA,"Prov de Larecaja et Caupolican (vallés entre Tiponi et Apolobamba).",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509098' target='other'> <mi>dwc_moreinfo</mi></a>","P03509098","P03509098_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 11:57:04-03","MNHN","RECOLNAT_MNHN_P","P03509099","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509099' target='other'> <mi>dwc_moreinfo</mi></a>","P03509099","P03509099_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2318",NA,NA,NA,NA
"34","2015-09-04 11:57:04-03","MNHN","RECOLNAT_MNHN_P","P03509100","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Claussen",NA,"1843","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509100' target='other'> <mi>dwc_moreinfo</mi></a>","P03509100","P03509100_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 11:57:04-03","MNHN","RECOLNAT_MNHN_P","P03509101","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Glaziou, A.",NA,"1892","2","4",NA,"Brasil","Rio de Janeiro",NA,"Alto Macahé.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509101' target='other'> <mi>dwc_moreinfo</mi></a>","P03509101","P03509101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19586",NA,NA,NA,NA
"36","2015-09-04 11:57:04-03","MNHN","RECOLNAT_MNHN_P","P03509102","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509102' target='other'> <mi>dwc_moreinfo</mi></a>","P03509102","P03509102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2318",NA,NA,NA,NA
"37","2015-09-04 11:57:04-03","MNHN","RECOLNAT_MNHN_P","P03509104","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Schunke",NA,"1972","3","24",NA,"Peru",NA,NA,"Dpto Huánuco: Prov. Leoncio prado; Dtto Rupa Rupa.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509104' target='other'> <mi>dwc_moreinfo</mi></a>","P03509104","P03509104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5311",NA,NA,NA,NA
"38","2015-09-04 11:57:04-03","MNHN","RECOLNAT_MNHN_P","P03509105","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Smith, L.B.",NA,"1965","3","7",NA,"Brésil",NA,NA,"Distrito Federal : Wef cliffe by Rio Gama, Gama","-48.13333","-16","hb","Prélèvement de fleur pour C.Neves de Souza & al., Sao Paulo, Brésil & Genève, Suisse, 09/2019, demande 138454 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509105' target='other'> <mi>dwc_moreinfo</mi></a>","P03509105","P03509105_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15062",NA,NA,NA,NA
"39","2015-09-04 11:57:04-03","MNHN","RECOLNAT_MNHN_P","P03509107","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Glaziou, A.",NA,"1891","1","27",NA,"Brasil","Minas Gerais",NA,"Brésil (Minas) Faria, près à Sabara.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509107' target='other'> <mi>dwc_moreinfo</mi></a>","P03509107","P03509107_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18413",NA,NA,NA,NA
"40","2015-09-04 11:57:04-03","MNHN","RECOLNAT_MNHN_P","P03509103","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Hiern",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509103' target='other'> <mi>dwc_moreinfo</mi></a>","P03509103","P03509103_01",NA,NA,NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA
"41","2015-09-04 11:57:04-03","MNHN","RECOLNAT_MNHN_P","P03509106","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Glaziou",NA,"1893","12","29",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509106' target='other'> <mi>dwc_moreinfo</mi></a>","P03509106","P03509106_01",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto","20431",NA,NA,NA,NA
"42","2018-01-15 15:44:55-02","MNHN","RECOLNAT_MNHN_P","P03509108","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Glaziou, A.",NA,"1891","1","27",NA,"Brasil","Minas Gerais","Barbacena","Prés de Sabara.","-43.7736015319824","-21.2257995605469","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509108' target='other'> <mi>dwc_moreinfo</mi></a>","P03509108","P03509108_01",NA,NA,NA,NA,NA,NA,NA,NA,"27982","auto","18413",NA,NA,NA,NA
"43","2020-12-11 11:36:40-03","UFMG","BHCB","184352","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Mota, RC da","3709","2016","03","16","Southern America","Brasil","Minas Gerais","Catas Altas","Chapada de Canga","-43.395","-20.165",NA,"Projeto desenvolvido pelo Instituto Prístino!; Erva rupícola em paredão rochoso; corola branca.; Coletada em Mata de Galeria","BHCB041412",NA,NA,"875","875","-43.395","-20.165","2016","03","30",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:36:40-03","UFMG","BHCB","149252","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Carmo, FF","3779","2008","12","06","Southern America","Brasil","Minas Gerais","Catas Altas","Chapada de Canga","-43.405278","-20.137361",NA,"Coletado em vestibulo de caverna. Afloramento de canga.","BHCB035269",NA,NA,"910","910","-43.405278","-20.137361","2011","06","03",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:36:40-03","UFMG","BHCB","149259","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Carmo, FF","4350","2009","02","17","Southern America","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela/C1","-43.683111","-20.093806",NA,"Coletado em afloramento de canga.","BHCB035268",NA,NA,"1624","1624","-43.683111","-20.093806","2011","06","03",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:36:40-03","UFMG","BHCB","184124","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Paiva, JAM; Souza, LS; Silva, E","1237","2016","12","01","Southern America","Brasil","Minas Gerais","Santa Bárbara","RPPN Capivari I","-43.583333","-20.148889",NA,"Herbáceo, 0,3m alt. Terrestre. Flores brancas. Caule avermelhado.; Floresta Ciliar. Área pós queimada. Próximo a mata ciliar.",NA,NA,NA,"1287","1287","-43.583333","-20.148889","2016","12","15",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:36:40-03","UFMG","BHCB","91833","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Anetanthus","gracilis","Anetanthus gracilis","Hiern","Salino, A; Almeida, TE","10018","2004","12","04","Southern America","Brasil","Minas Gerais","Nova Lima","RPPN Mata Samuel de Paula, Córrego dos Cristais","-43.860972","-19.999944",NA,"Floresta Estacional Semidecidual Montana. Rupícola em paredão úmido à margem dos córrego. Flores brancas",NA,NA,NA,"830","830","-43.860972","-19.999944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
