"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","infraspecificEpithet","class","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus","eventTime"
"106","2019-08-16 08:40:26-03","UTFPR","HCF","13962","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth.","P. Fiaschi","M.G. Caxambu","5219","2014","05","16","Brasil","PR","Fênix","-51.962556","-23.871222","51°57'45,2 W","23°52'16,4 S","311","311",NA,NA,"RPPN Vila Rica - Propriedade de Bernard","erva ca. 0,20 m, heliófita. Flores com cálice verde e corola amarela.","2015","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-10-18 17:38:56-03","UTFPR","HCF","26958","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth.","P. Fiaschi","M.G. Caxambu","8779","2018","12","06","Brasil","PR","Barbosa Ferraz","-52.081194","-23.939722","52°04'52,3 W","23°56'23 S","354","354",NA,NA,"Estação Ecológica Municipal de Barbosa","erva ca. 0,20 m, heliófita. Flores com cálice verde e corola amarela.","2019","10","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-08-16 08:40:26-03","UTFPR","HCF","16520","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth.","P. Fiaschi","E.L. Siqueira","1435","2015","03","12","Brasil","PR","Fênix","-51.954667","-23.896306","51°57'16,8 W","23°53'46,7 S","346","346",NA,NA,"RPPN Porto Velho, Propriedade de Ivan","erva semi-ciófila, ca. 0,25 m. Flores amarelas.","2015","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-10-18 17:38:56-03","UTFPR","HCF","22739","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth.",NA,"M.E. Dugonski","21","2016","10","15","Brasil","PR","Fênix","-51.978889","-23.915833","51°58'44 W","23°54'57 S",NA,NA,NA,NA,"Parque Estadual Vila Rica do Espírito","erva rasteira; Flores com pétalas de cor amarela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-08-16 08:40:26-03","UTFPR","HCF","17480","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth.","P. Fiaschi","M.G. Caxambu","6627","2015","07","02","Brasil","PR","Foz do Iguaçu","-54.462333","-25.630139","54°27'44,4 W","25°37'48,5 S","198","198",NA,NA,"Parque Nacional do Iguaçu, BR-469, Km 24","erva heliófita, ereta, reptante. Flores de cálice verde e corola amarela.","2015","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-10-18 17:38:56-03","UTFPR","HCF","12797","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth.","E. Barboza","R. Balbino",NA,"2013","09","22","Brasil","PR","Fênix","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,NA,NA,"Parque Estadual Vila Rica do Espírito","erva semi-ciófila, reptante. Flores amarelas.","2014","04",NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-08-16 08:40:26-03","UTFPR","HCF","10045","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth.","P. Fiaschi","B. Scipioni",NA,"2011","09","03","Brasil","PR","Fênix","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,NA,NA,"Parque Estadual Vila Rica do Espírito","erva, ca. 0,20 m, ciófila. Flores amarelas.","2015","09",NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-10-18 17:38:56-03","UTFPR","HCF","28247","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth.","E. Barboza & J. Cordeiro","J.M. Silva","7329","2009","09","16","Brasil","PR","Pato Branco","-52.6706008911133","-26.2285995483398",NA,NA,NA,NA,NA,NA,"Rio Chopinzinho","herbácea, flor amarela. Mata ciliar.","2010",NA,NA,NA,NA,NA,NA,"26000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-10-18 17:38:56-03","UTFPR","HCF","18255","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","Knuth.","E.D. Lozano","E.D. Lozano","2836","2014","11","15","Brasil","PR","Prudentópolis","-50.9777984619141","-25.2131004333496",NA,NA,NA,NA,NA,NA,"Rio dos Patos, Salto Manduri","herbácea, 40 cm, flores amarelas. Floresta Ombrófila Mista, margem do rio.","2015",NA,NA,NA,NA,NA,NA,"61049","auto",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-05-18 16:49:00-03","UFSM","SMDB","14717","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Grigoletto, D","s.n.",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"SMDB014717",NA,NA,"Material-testemunho de Dissertação em Agrobiologia - UFSM - Aluna: Daniele Grigoletto - Orientadoras: Sônia M. Eisinger & Thais Canto-Dorow.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-02-11 16:53:19-03","UFSM","SMDB","6085","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto","Záchia, R.A","024460","1996","09","22","Brasil","Rio Grande do Sul","Nova Santa Rita","-51.2738990783691","-29.8567008972168",NA,NA,NA,NA,"SMDB006085",NA,NA,NA,"2013","01","17",NA,NA,NA,NA,"12374","auto",NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-05-18 16:49:00-03","UFSM","SMDB","14720","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Grigoletto, D; et al.","24","2010","09","29","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB014720",NA,NA,"Material-testemunho de Dissertação em Agrobiologia - UFSM - Aluna: Daniele Grigoletto - Orientadoras: Sônia M. Eisinger & Thais Canto-Dorow.","2010","10","10",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-05-18 16:49:00-03","UFSM","SMDB","14727","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Grigoletto, D; et al.","99","2011","09","15","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB014727",NA,"Camobi",NA,"2011","09","25",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-05-18 16:49:00-03","UFSM","SMDB","14713","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Grigoletto, D","147","2011","10","13","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB014713",NA,"Estância do Minuano","Material-testemunho de Dissertação em Agrobiologia - UFSM - Aluna: Daniele Grigoletto - Orientadoras: Sônia M. Eisinger & Thais Canto-Dorow.","2011","10","22",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-05-18 16:49:00-03","UFSM","SMDB","14710","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Grigoletto, D; et al.","151","2011","10","22","Brasil","Rio Grande do Sul","Santiago","-54.8671989440918","-29.1916999816895",NA,NA,NA,NA,"SMDB014710",NA,NA,"Material-testemunho de Dissertação em Agrobiologia - UFSM - Aluna: Daniele Grigoletto - Orientadoras: Sônia M. Eisinger & Thais Canto-Dorow.","2011","11","04",NA,NA,NA,NA,"56006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-05-18 16:49:00-03","UFSM","SMDB","14716","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Grigoletto, D","86","2011","10","22","Brasil","Rio Grande do Sul","Santiago","-54.8671989440918","-29.1916999816895",NA,NA,NA,NA,"SMDB014716",NA,NA,"Material-testemunho de Dissertação em Agrobiologia - UFSM - Aluna: Daniele Grigoletto - Orientadoras: Sônia M. Eisinger & Thais Canto-Dorow.","2011","11","04",NA,NA,NA,NA,"56006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-05-18 16:49:00-03","UFSM","SMDB","14754","S","Plantae","Oxilidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Canto-Dorow, T","s.n.","2011","10","30","Brasil","Rio Grande do Sul","Santiago","-54.8671989440918","-29.1916999816895",NA,NA,NA,NA,"SMDB014754",NA,"caminho para Flórida",NA,"2011","12","10",NA,NA,NA,NA,"56006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-05-18 16:49:00-03","UFSM","SMDB","14708","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Grigoletto, D; et al.","s.n.","2010","10","05","Brasil","Rio Grande do Sul","Silveira Martins","-53.5856018066406","-29.6424999237061",NA,NA,NA,NA,"SMDB014708",NA,NA,"Material-testemunho de Dissertação em Agrobiologia - UFSM - Aluna: Daniele Grigoletto - Orientadoras: Sônia M. Eisinger & Thais Canto-Dorow.","2010","10","16",NA,NA,NA,NA,"11353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-05-18 16:49:00-03","UFSM","SMDB","14709","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Grigoletto, D","158","2011","12","03","Brasil","Rio Grande do Sul","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"SMDB014709",NA,NA,"Material-testemunho de Dissertação em Agrobiologia - UFSM - Aluna: Daniele Grigoletto - Orientadoras: Sônia M. Eisinger & Thais Canto-Dorow.","2012","12","18",NA,NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-25 12:12:23-03","UFSM","SMDB","1550","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Alvarez, A.F.","s.n.","1980","08","05","Brasil","Rio Grande do Sul","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"SMDB001550",NA,"Parque Est. do Turvo",NA,"2013","01","17",NA,NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-05-18 16:49:00-03","UFSM","SMDB","14715","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Grigoletto, D","134","2011","10","07","Brasil","Rio Grande do Sul","São Pedro",NA,NA,NA,NA,NA,NA,"SMDB014715",NA,NA,"Material-testemunho de Dissertação em Agrobiologia - UFSM - Aluna: Daniele Grigoletto - Orientadoras: Sônia M. Eisinger & Thais Canto-Dorow.","2011","10","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-11-11 11:05:14-03","UFSM","SMDB","16806","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Wolf, SM; Wolf, KM; Portalet, AA","Wolf, SM; Wolf, KM; Portalet, AA","151","2012","09","01","Brasil","Rio Grande do Sul","Santa Maria","-53.683333","-29.566667","-53.683333","-29.566667",NA,NA,"SMDB016806",NA,"Três Barras","Encontrada em solo de floresta. Rasteira, possui flores amarelas com breve pilosidade. Trabalho de conclusão de curso de Engenharia Florestal/UFSM de Sabrina Marques Wolf. Orientador: Luciano Denardi. Coordenadas: 29°34#?# S, 53°41#?# O","2014","04","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-05-18 16:49:00-03","UFSM","SMDB","14726","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Grigoletto, D; et al.","82","2011","09","03","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB014726",NA,"46 km de Santa Maria para Santana do Livramento.",NA,"2011","09","13",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-01-27 14:32:55-03","UFSM","SMDB","14702","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Canto-Dorow, TS","Canto-Dorow, TS","s.n.","2013","09",NA,"Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB014702",NA,"Camobi, Campus-ufsm",NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-05-18 16:49:00-03","UFSM","SMDB","14725","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Grigoletto, D; et al.","69","2011","08","24","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB014725",NA,"Camobi - Faixa Velha",NA,"2011","09","02",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-05-18 16:49:00-03","UFSM","SMDB","14719","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Grigoletto, D; et al.","113","2011","09","03","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB014719",NA,"próximo ao Restaurante Rota do Pampa.","Material-testemunho de Dissertação em Agrobiologia - UFSM - Aluna: Daniele Grigoletto - Orientadoras: Sônia M. Eisinger & Thais Canto-Dorow.","2011","09","13",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-05-18 16:49:00-03","UFSM","SMDB","14712","S","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Grigoletto, D","Canto-Dorow, T","s.n.","2011","10","30","Brasil","Rio Grande do Sul","Santiago","-54.8671989440918","-29.1916999816895",NA,NA,NA,NA,"SMDB014712",NA,"caminho para Flórida.","Material-testemunho de Dissertação em Agrobiologia - UFSM - Aluna: Daniele Grigoletto - Orientadoras: Sônia M. Eisinger & Thais Canto-Dorow.","2011","12","10",NA,NA,NA,NA,"56006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:39:04-03","MBM","MBM","391477","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Barboza, E.","Balbino, R.","s.n.","2013","09","22","Brazil","Paraná","Fênix","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,"MBM391477",NA,"Parque Estadual Vila Rica do Espírito Santo","Erva semi-ciófila, reptante. Flores amarelas.; Relevo: suave-ondulado - Vegetação: Floresta Estacional Semidecidual Submontana.","2014","04",NA,NA,NA,"Southern America",NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:39:04-03","MBM","MBM","203881","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Guimarães, O.","Cervi, A.C.; Guimarães, O.; Guimarães, O.","2556",NA,NA,NA,"Brazil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"MBM203881","MBM203881","Parque Nacional do Iguaçu, Poço Preto",NA,NA,NA,NA,NA,NA,"Southern America",NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:39:04-03","MBM","MBM","71897","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Lourteig, A.","Hatschbach, G.","44002",NA,NA,NA,"Brazil","Paraná","Marechal Cândido Rondon","-54.0567016601562","-24.5561008453369",NA,NA,NA,NA,"MBM071897",NA,"Porto Britânia",NA,NA,NA,NA,NA,NA,"Southern America",NA,"27823","auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:39:04-03","MBM","MBM","151294","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth",NA,"Abrão, H.R.S.; et al.; et al.","109",NA,NA,NA,"Brazil","Paraná","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"MBM151294","MBM151294","Rio Carpoteiro",NA,NA,NA,NA,NA,NA,"Southern America",NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:39:04-03","MBM","MBM","400060","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Lozano, E.D.","Lozano, E.D.","2836","2014","11","15","Brazil","Paraná","Prudentópolis","-50.9777984619141","-25.2131004333496",NA,NA,NA,NA,"MBM400060",NA,"Rio dos Patos, Salto Manduri","Herbácea, 40 cm, flores amarelas.; Floresta Ombrófila Mista, margem de rio.","2015",NA,NA,NA,NA,"Southern America",NA,"61049","auto",NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:39:04-03","MBM","MBM","25223","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Lourteig, A.","Hatschbach, G.","30306",NA,NA,NA,"Brazil","Paraná","Quedas do Iguaçu","-52.9081001281738","-25.4496994018555",NA,NA,NA,NA,"MBM025223","MBM025223","Quedas do Iguaçu",NA,NA,NA,NA,NA,NA,"Southern America",NA,"24667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:39:04-03","MBM","MBM","140863","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth",NA,"Hunziker, A.T.","24854",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM140863","MBM140863",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:39:04-03","MBM","MBM","125732","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth",NA,"Krapovickas, A.","42742",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM125732","MBM125732",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:39:04-03","MBM","MBM","236139","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth",NA,"Krapovickas, A.; et al.; et al.","15936",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM236139",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:39:04-03","MBM","MBM","384694","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Barboza, E.","Saueressig, D.","2049","2013","06","17","Brazil","Paraná","Cruz Machado","-50.760003","-26.100006","-50.760003","-26.100006",NA,NA,"MBM384694",NA,NA,"Herbácea.","2013","07","18",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:39:04-03","MBM","MBM","301627","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Ribas, O.S.","Possette, R.F.S.","s.n.","2004","08","26","Brazil","Paraná","Colombo","-49.216667","-25.283333","-49.216667","-25.283333","950","950","MBM301627","MBM301627","Projeto Poleiros Embrapa","Flores amarelas. Nome popular: trevo.; Floresta Ombrófila Mista.","2004","11",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:39:04-03","MBM","MBM","30953","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth",NA,"Krapovickas, A.","20403",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM030953","MBM030953",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:39:04-03","MBM","MBM","408864","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Fiaschi, P.","Silva, J.M.; Bayeri, I.; Bayeri, I.","9190","2015","12","12","Brazil","Paraná","Reserva do Iguaçu","-52.1075","-25.800556","-52.1075","-25.800556","757","757","MBM408864",NA,"UHE Ney Braga, Salto Segredo","Erva; flor amarela.; Margem de rodovia.","2019","10","14",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:39:04-03","MBM","MBM","426777","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth",NA,"Dugonski, M.E.; Torres, G.A.; Juski Junior, J.A.; Labiak, P.; Goldenberg, R.; Torres, G.A.; Juski Junior, J.A.; Labiak, P.; Goldenberg, R.","21","2016","10","15","Brazil","Paraná","Fênix","-51.978889","-23.915833","-51.978889","-23.915833",NA,NA,"MBM426777",NA,"Parque Estadual de Vila Rica do Espírito Santo","Erva rasteira; Flores com pétlas de cor amarela.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:39:04-03","MBM","MBM","48567","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth",NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","25104",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM048567","MBM048567",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:39:04-03","MBM","MBM","85068","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth",NA,"Arbo, M.M.; et al.; et al.","2254",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM085068","MBM085068",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:39:04-03","MBM","MBM","96109","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Alicia Lourteig","Pedersen, T.M.","12519",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM096109","MBM096109",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:39:04-03","MBM","MBM","45424","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Lourteig, A.","Pereira, E.; Hatschbach, G.; Hatschbach, G.","7781",NA,NA,NA,"Brazil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"MBM045424","MBM045424","Foz do Iguaçu","= 39732",NA,NA,NA,NA,NA,"Southern America",NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:39:04-03","MBM","MBM","11825","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Lourteig, A.","Hatschbach, G.","22367",NA,NA,NA,"Brazil","Paraná","Ivaí","-50.8588981628418","-25.010799407959",NA,NA,NA,NA,"MBM011825",NA,"Rio Palmital",NA,NA,NA,NA,NA,NA,"Southern America",NA,"21096","auto",NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:39:04-03","MBM","MBM","25919","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Lourteig, A.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","27215",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"MBM025919","MBM025919","Torres",NA,NA,NA,NA,NA,NA,"Southern America",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:39:04-03","MBM","MBM","39676","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Lourteig, A.","Hatschbach, G.","4070",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM039676","MBM039676","Barra Grande",NA,NA,NA,NA,NA,NA,"Southern America",NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:39:04-03","MBM","MBM","61160","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth",NA,"Hatschbach, G.","41899",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM061160",NA,"Bocaiúva do Sul, arredores",NA,NA,NA,NA,NA,NA,"Southern America",NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:39:04-03","MBM","MBM","27680","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Lourteig, A.","Hatschbach, G.","32808",NA,NA,NA,"Brazil","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"MBM027680","MBM027680","Rio Palmital",NA,NA,NA,NA,NA,NA,"Southern America",NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:39:04-03","MBM","MBM","16403","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Lourteig, A.","Hatschbach, G.","25319",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM016403","MBM016403","Barigui",NA,NA,NA,NA,NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:39:04-03","MBM","MBM","236138","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","niederleinii","Oxalis niederleinii","R. Knuth","Lourteig, A.","Dombrowski, L.T.","2949",NA,NA,NA,"Brazil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"MBM236138",NA,"Foz do Iguaçu",NA,NA,NA,NA,NA,NA,"Southern America",NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA
