"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","previousCatalogNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00972817","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.","G. T. Prance","H. S. Irwin","8633","1965","09","24","South America","Brazil","Distrito Federal","Ca. 15 km S. of Brasília on road to Goiânia","-47.99185","-15.8669","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110733' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972817","NY00972817_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00972758","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.","G. T. Prance","L. Riedel","s.n.","1824","10",NA,"South America","Brazil","Minas Gerais","Pr. Sabará","-43.8067","-19.8867",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972758","NY00972758_01 NY00972758_02","brasiliense","Sabará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00972741","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.","J. H. Kirkbride Jr.","M. P. Valle","10","1981","10","12","South America","Brazil","Distrito Federal","Estrada do SCEN; área entre CO-UnB e IBDF.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972741","NY00972741_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00972740","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.","G. T. Prance","R. S. Santos","24222","1963","09","18","South America","Brazil","Minas Gerais","Entre Pirapora e Montes Claros.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109513' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972740","NY00972740_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02199681","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.",NA,"G. T. Prance","25007","1977","11","07","South America","Brazil","Pará","BR 163 Cuiabá-Santarém; km 823","-54.869467","-9.2187147","570","570","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331810' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199681","NY02199681_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00972736","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.","G. T. Prance","A. F. M. Glaziou","20234","1894",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109492' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972736","NY00972736_01 NY00972736_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2199682","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.",NA,"A. S. L. da Silva","342","1979","08","21","South America","Brazil","Pará","Sa. do Cachimbo, próximo ao acampamento da COMARA","-55.9833","-4.2761","531","531","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331811' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199682","NY02199682_01",NA,"Itaituba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00972779","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.","G. T. Prance","J. R. Pirani","1197","1985","10","10","South America","Brazil","Mato Grosso","Perto da cidade, em pequena elevação à magem do Rio Araguaia.","-50.5","-10.42",NA,NA,"sheet","See Fruit Collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110492' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972779","NY00972779_01","brasiliense","Santa Terezinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00972765","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.","S. A. Mori; J. A. Kallunki","G. Schaller","57","1977","10","18","South America","Brazil","Mato Grosso do Sul","Fazenda Acurizal; Rio Paraguia; Pantanal.","-57.6531","-19.0094",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972765","NY00972765_01","brasiliense","Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00972767","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.","G. T. Prance","A. H. Gentry","49592","1985","01","16","South America","Brazil","Minas Gerais","Outskirts of Lagoa Santa on road to Jaboticatubas.","-43.8","-19.58","750","750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972767","NY00972767_01","brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00972832","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.","G. T. Prance","W. W. Thomas","4314","1985","10","08","South America","Brazil","Mato Grosso","Lake 2 km NW of Luciara.","-50.73","-11.18",NA,NA,"sheet","See fruit collection. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1111158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972832","NY00972832_01 NY00972832_02 NY00972832_03",NA,"Luciara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","393444","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.","G. T. Prance","P. K. H. Dusén","10591","1910","11","05","South America","Brazil","Paraná",NA,"-49.7056","-24.2511",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393444","NY00393444_01",NA,"Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00972766","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.","S. A. Mori; J. A. Kallunki","G. Schaller","59","1977","10","10","South America","Brazil","Mato Grosso do Sul","Fazenda Acurizal; Rio Paraguia; Pantanal. Quadrat E.","-57.6531","-19.0094",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972766","NY00972766_01","brasiliense","Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00972742","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.","G. T. Prance","E. P. Heringer","6998","1981","06","01","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109524' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972742","NY00972742_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2199688","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.",NA,"B. W. Nelson","377","1979","11","07","South America","Brazil","Rondônia","40 km N of Vilhena on BR-364.","-60.58","-12.42",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331817' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199688","NY02199688_01","brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02199686","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.",NA,"M. G. Vieira","640","1979","10","25","South America","Brazil","Rondônia","A 4 Km próximo de Vilhena","-60.166667","-12.75",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331815' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199686","NY02199686_01","brasiliense","Vilhena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2199684","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.",NA,"C. R. Sperling","6280","1982","06","21","South America","Brazil","Pará","Serra dos Carajas. 6 km northeast of AMZA camp N-5","-50.1","-6.05","650","650","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331813' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199684","NY02199684_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","393441","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense intermedium","(Wittm.) Prance & M.F.Silva","G. T. Prance","J. C. Lindeman","13271","1965","12","08","South America","Brazil","Paraná","Campo cerrado near Campo Mourao","-52.3831","-24.0458",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=669964' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393441","NY00393441_01","intermedium","Campo Mourao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00972784","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.","G. T. Prance","J. R. Pirani","1188","1985","10","10","South America","Brazil","Mato Grosso","Perto da cidade, em pequena elevação à magem do Rio Araguaia.","-50.5","-10.42",NA,NA,"sheet","See Fruit Collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110531' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972784","NY00972784_01","brasiliense","Santa Terezinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00972821","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.","G. T. Prance","G. T. Prance","59704","1964","11","02","South America","Brazil","Distrito Federal","University campus.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972821","NY00972821_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00972782","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.","G. T. Prance","J. R. Pirani","1197","1985","10","10","South America","Brazil","Mato Grosso","Perto da cidade, em pequena elevação à magem do Rio Araguaia.","-50.5","-10.42",NA,NA,"sheet","See Fruit Collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972782","NY00972782_01","brasiliense","Santa Terezinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00972778","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.","G. T. Prance","J. F. Widgren","s.n.","1845",NA,NA,"South America","Brazil","Minas Gerais","Vel Rio de Janeiro.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972778","NY00972778_01","brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","393434","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.","G. T. Prance","F. C. Hoehne","s.n.","1918","01","30","South America","Brazil","São Paulo","Tatuí, Campo de Santa Cruz","-47.8497","-23.3503",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393434","NY00393434_01","brasiliense","Tatuí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00972770","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.","G. T. Prance","J. R. Pirani","1188","1985","10","10","South America","Brazil","Mato Grosso","Perto da cidade, em pequena elevação á margem do Rio Araguaia.","-50.5","-10.42",NA,NA,"sheet","See Fruit Collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972770","NY00972770_01","brasiliense","Santa Terezinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","393501","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.",NA,"R. M. Harley","15065",NA,NA,NA,"South America","Brazil","Bahia","Serra do Rio de Contas",NA,NA,NA,NA,"sheet","In fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393501","NY00393501_01 NY00393501_02","brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00972818","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.","G. T. Prance","H. S. Irwin","6215","1964","09","13","South America","Brazil","Distrito Federal","ca. 30 km. E. of Brasília, on rd. to Planaltina.","-47.73","-15.63","700","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972818","NY00972818_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00972803","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense intermedium","(Wittm.) Prance & M.F.Silva","O. Kosovsky","S. Tsugaru","B-2078","1987","11","04","South America","Brazil","Mato Grosso do Sul","Near Anhanduí, 65 km SSE from Campo Grande, along the Rt. BR-163.","-54.4113","-21.3588","450","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972803","NY00972803_01","intermedium","Anhanduí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02332464","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense intermedium","(Wittm.) Prance & M.F.Silva",NA,"M. G. Vieira","640","1979","10","25","South America","Brazil","Rondônia","A 4 Km próximo de Vilhena","-60.166667","-12.75",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2516134' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332464","NY02332464_01","intermedium","Vilhena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00972771","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense brasiliense","Cambess.","G. T. Prance","J. A. Ratter","R.616","1967","09","05","South America","Brazil","Mato Grosso","Circa 50 km S of [Nova] Xavantina, on the Xavantina-Aragarças road.","-52.33","-14.73","500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972771","NY00972771_01 NY00972771_02","brasiliense","Nova Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00972737","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.",NA,"L. O. Williams","7441","1945","09","10","South America","Brazil","Minas Gerais","Near Lagôa Santa Airfield.","-43.8894","-19.6272","274","274","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972737","NY00972737_01",NA,"Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00972738","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Caryocaraceae","Caryocar","brasiliense","Caryocar brasiliense","Cambess.","I. Cordeiro; J. R. Pirani","M. Henrique","CFSC-7659","1981","10","31","South America","Brazil","Minas Gerais","Ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro. 10 km da entrada (perto da porteira).","-43.7142","-19.1692",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972738","NY00972738_01 NY00972738_02",NA,"Santana do Riacho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
