"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","relatedCatalogItem"
"11","2021-03-01 16:43:11-03","UNICAMP","UEC","65981","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","Shimizu, GH","Folli, DA","432","1983","03","10",NA,"Brazil","Espírito Santo","Linhares","Reserva Florestal da CRVD., Estrada BICUIBA, ant. 162, km 0,756; lado esquerdo.","-40.0722007751465","-19.3910999298096",NA,"Árvore em floresta alta. ca. 27m alt. e fuste 17m, DAP 56cm. Com flor branca e botão verde. Fuste cilíndrico e casca áspera.",NA,NA,NA,NA,"48094","auto","2008","04",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:43:11-03","UNICAMP","UEC","157386","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","Folli, DA","Farias, GL","505","1992","08","26",NA,"Brazil","Espírito Santo","Linhares","Reserva Natural Vake&nf;Localizada ao lado do Aceiro, próximo ao Viveiro.","-40.0722007751465","-19.3910999298096",NA,"Porte: Arbóreo&nf;Forma Vida: Terrestre&nf;Cor Fruto Maduro: Marrom&nf;Cor Exsudação: Roxo&nf;Descamação: Em Ripas&nf;Forma Fuste: Cilíndrico&nf;Superfície Casca: Áspera&nf;Altura Total (m): 28,0&nf;Altura Fuste (m): 17&nf;Cap Fuste (cm): 174,99&nf;Diamet","UEC072827","UEC072827",NA,NA,"48094","auto","1992","08","30",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:43:11-03","UNICAMP","UEC","157388","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","Folli, DA","Folli, DA","5100","2005","09","19",NA,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,"Estrada: Louro&nf;Porte: Arbóreo&nf;Forma Vida: Terrestre&nf;Cor Fruto Maduro: Marrom&nf;Cor Fruto Imaturo: Marrom&nf;Cor Exsudação: Incolor&nf;Descamação: Ausente&nf;Metros: 300&nf;Forma Fuste: Cilíndrico&nf;Superfície Casca: Áspera&nf;Altura Total (m):","UEC072825","UEC072825",NA,NA,"48094","auto","2005","09","19",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:43:11-03","UNICAMP","UEC","155565","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","Peixoto","Spada, JS","64/78","1978","03","07",NA,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale - LINHARES. Estrada Bicuíba.","-40.0722007751465","-19.3910999298096",NA,"Arbóreo, vida terrestre, botão verde, flor branco, descamação ausente, fuste cilindrico, superfície da casca áspera, altura 23m, altura do fuste 12m, cap Fuste 160,22 cm, diametro copa 10m, exsudação seiva.; Mata de Tabuleiro","UEC055802","UEC055802",NA,NA,"48094","auto","1979","01","09",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:43:11-03","UNICAMP","UEC","155567","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.",NA,"Spada, JS","22/72","1972","03","09",NA,"Brazil","Espírito Santo","Linhares","Reseva Natural Vale.&nf;Estrada Flamengo","-40.0722007751465","-19.3910999298096",NA,"Arbóreo, vida terrestre, botão verde, flor branco, descamação em ripas, fuste cilindrico, superfície da casca áspera, altura 28m, altura do fuste 20m, cap Fuste 201,06 cm, diametro copa 10m, exsudação seiva incolor.; Mata de Tabuleiro.","UEC055804","UEC055804",NA,NA,"48094","auto","1980","06","02","1190","1190",NA,NA,NA,NA,NA
"16","2019-12-19 16:37:07-03","UNESP-IBB","BOTUW","1305","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","magna","Qualea magna","Kuhlmann",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW001305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA
"17","2021-02-18 12:37:24-03","MBML","MBML-HERBARIO","39344",NA,"Plantae",NA,NA,"Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","M.C. Vianna/2004","A.M. Lino","10","1972","03","06",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale do Rio Doce (Particular). C.V.R.D. - Próximo a estrada 161 Talhão 605.","-40.070556","-19.151667",NA,"Árvore com + ou - 2om de altura. Fuste com + ou - 14m de altura crescendo em mata de tabuleiro. Flor de cor branca com riscos avermelhados. Contendo seiva de cor branca.","MBML039344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W4'14","19S9'6",NA,NA,NA
"18","2021-02-04 10:30:32-03","UFRPE","HST","3868","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","D.J.P.Gonçalves & G.H.Shimizu","M.T.Monteiro","23623","1972","03","23",NA,"Brasil","Bahia","Belmonte","Fazenda Nova Vida","-38.8828010559082","-15.8631000518799",NA,"Flores alvas externamente e rósea internamente, estames alvos.","HST003868",NA,NA,NA,"71281","auto","2014","07",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-25 10:13:11-03","CVRD","CVRD","2140","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","Marcos de Souza Menandro","Folli, D.A.","842","1989","01","09","América do Sul","BRASIL","BA","Porto Seguro","Nome vulgar na RFL: Vermelhinha.","-39.0647010803223","-16.4496994018555",NA,"<ll>dwc_commonname:</ll> Vermelhinha","CVRD002140",NA,"Magnoliopsida",NA,"68835","auto","1989","03","14",NA,NA,NA,NA,NA,NA,NA
"20","2021-02-25 10:13:11-03","CVRD","CVRD","589","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","Renato Moraes de Jesus","Spada, J.","22","1972","03","09","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Vermelhinha","CVRD000589",NA,"Magnoliopsida",NA,"48094","auto","1980","06","02",NA,NA,NA,NA,NA,NA,NA
"21","2021-02-25 10:13:11-03","CVRD","CVRD","9220","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","Domingos A. Folli","Folli, D.A.","5100","2005","09","19","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Vermelhinha","CVRD009220","CVRD009220","Magnoliopsida",NA,"48094","auto","2005","09","19",NA,NA,NA,NA,NA,NA,NA
"22","2021-02-25 10:13:11-03","CVRD","CVRD","181","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","Ariane Luna Peixoto","Spada, J.","64","1978","03","07","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Vermelhinha","CVRD000181","CVRD000181","Magnoliopsida",NA,"48094","auto","1979","01","09",NA,NA,NA,NA,NA,NA,NA
"23","2021-02-25 10:13:11-03","CVRD","CVRD","1020","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","Marcos de Souza Menandro","Folli, D.A.","432","1983","03","10","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Vermelhinha","CVRD001020",NA,"Magnoliopsida",NA,"48094","auto","1983","03","21",NA,NA,NA,NA,NA,NA,NA
"24","2021-02-25 10:13:11-03","CVRD","CVRD","3918","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","Domingos A. Folli","Farias, G.L.","505","1992","08","26","América do Sul","BRASIL","ES","Linhares","Localizada ao lado do Aceiro, próximo ao Viveiro.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Vermelhinha","CVRD003918",NA,"Magnoliopsida",NA,"48094","auto","1992","08","30",NA,NA,NA,NA,NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","1743785","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.",NA,"J. G. Kuhlmann","34385",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00108860","US00108860_01","Dicotyledonae","Type fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"26","2020-09-02 16:40:42-03","Cenargen","CEN","57364","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","M. S. Menandro","Domingos Antônio Folli","842","1989","01","09",NA,"Brasil","BA","PORTO SEGURO",NA,"-39.0647010803223","-16.4496994018555","Exsicatas","Aceiro com CEPLAC. Nome vulgar na RFL: Vermelhinha. Doação do Banco Genético do Pau Brasil. Registro nº 518. Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","CEN00057364","CEN00057364",NA,NA,"68835","auto","1989","03",NA,NA,NA,NA,NA,"1",NA,NA
"27","2019-10-07 09:36:05-03","UEFS","HUEFS","175957","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Qualea","magna","Qualea magna","Kuhlm.","D.J.P.Gonçalves & G.H.Shimizu","Monteiro, M.T.","23623","1972","03","23",NA,"Brasil","Bahia","Belmonte","Fazenda Nova Vida.","-38.8828010559082","-15.8631000518799",NA,NA,"HUEFS0175957","HUEFS0175957","Rosanae",NA,"71281","auto","2014","07",NA,NA,NA,NA,NA,NA,NA,NA
"28","2018-05-14 17:01:08-03","F","FMNH-SEEDPLANTS","V0326094F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Qualea","magna","Qualea magna",NA,"RRC ID Flag","R. P. Belém","3284",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,"V0326094F","V0326094F_01 V0326094F_02","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3284",NA
"29","2020-07-23 12:24:37-03","CEPLAC","CEPEC","128521","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","magna","Qualea magna",NA,"Piotto, D.","Piotto, D.","2440","2010","06","01",NA,"Brasil","Bahia","URUÇUCA","Parque Estadual da Serra do Conduru","-39.083333","-14.416667",NA,"Floresta madura, bosque: 28, parcela: 14, dist: 0, dap: 13.5 cm, altura: 13 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,"120","120","39W5'0","14S25'0",NA,NA,NA
"30","2020-07-23 12:24:36-03","CEPLAC","CEPEC","130654","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","magna","Qualea magna",NA,"M. C. Vianna","A. M. Line","10",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-23 12:24:36-03","CEPLAC","CEPEC","130816","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","magna","Qualea magna",NA,"M. C. Vianna","J. Spada","22",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-23 12:24:37-03","CEPLAC","CEPEC","140105","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","magna","Qualea magna",NA,"Sem Informação","Carvalho, G. M.",NA,NA,NA,NA,NA,"Brasil","Bahia","PORTO SEGURO","RPPN Estação Veracel","-39.133333","-16.333333",NA,"Indivíduo P40-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","100","39W8'0","16S20'0",NA,NA,NA
"33","2020-07-23 12:24:37-03","CEPLAC","CEPEC","8421","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","magna","Qualea magna",NA,"S. G. da Vinha","A. Eupunino","243","1972","03","08",NA,"Brasil","Bahia","PORTO SEGURO","Km 11 da Rod. P. Seguro/Eunapolis.","-39.0647010803223","-16.4496994018555",NA,"<ll>dwc_commonname:</ll> Louro-graveto",NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1973"
"34","2020-07-23 12:24:36-03","CEPLAC","CEPEC","42268","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","magna","Qualea magna",NA,"T. S. dos Santos","M. S. Menandro","48","1985","09","29",NA,"Brasil","Pará","ORIXIMINÁ","Mineracao Rio do Norte-Porto Trombetas-Ensaio M.Florestal, BL.D, Est. Sumauma Km 5","-55.8661003112793","-1.76556003093719",NA,NA,NA,NA,NA,NA,"479450","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/04/1987"
"35","2020-07-23 12:24:36-03","CEPLAC","CEPEC","4130","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","magna","Qualea magna",NA,"S. G. da Vinha","R. P. Belém","3284","1967","01","01",NA,"Brasil","Bahia","BELMONTE",NA,"-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,NA,NA,"71281","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1968"
"36","2021-03-04 15:45:42-03","IF","SPSF","14798","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","magna","Qualea magna",NA,NA,NA,NA,"1978","03","07","América do Sul","Brasil","ES","Rio Bananal","Reserva Florestal da CVRD","-40.3333015441895","-19.2649993896484",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliopsida",NA,"22148","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
