"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","occurrenceRemarks","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","typeStatus","recordNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","869336","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"J. P. P. Carauta","1978","01","29","Brazil","Goiás","Caldas Novas","-48.6247","-17.7419",NA,NA,NA,NA,"NY00869336",NA,"Pousada do Rio Quente","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1041121' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","separate fruit",NA,NA,"2817","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","609182","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"P. K. H. Dusén","1914","07","14","Brazil","Paraná","Jaguariaíva","-49.7056","-24.2511",NA,NA,NA,NA,"NY00609182","NY00609182_01","Jacarehý","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536298' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"15283","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","609176","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"D. S. D. de Araújo","1984","02","16","Brazil","Rio de Janeiro","Angra dos Reis","-44.28","-23.17",NA,NA,NA,NA,"NY00609176","NY00609176_01","Ilha Grande, Reserva Biológica Estadual da Praia do Sul","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536294' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"6126","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","869341","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"F. C. da Silva","1979","09","04","Brazil","Mato Grosso do Sul","Camapuã","-54.0439","-19.5317",NA,NA,NA,NA,"NY00869341",NA,"Fazenda Pontal (Lagoão).","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1041165' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","separate fruit",NA,NA,"122","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","869337","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"J. P. P. Carauta","1978","01","29","Brazil","Goiás","Caldas Novas","-48.6247","-17.7419",NA,NA,NA,NA,"NY00869337",NA,"Pousada do Rio Quente","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1041125' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","separate fruit",NA,NA,"2814","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","869335","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"Y. E. J. Mexia","1930","05","24","Brazil","Minas Gerais","Viçosa","-42.868031","-20.7613428",NA,NA,"680","680","NY00869335","NY00869335_01","Viçosa, Agricultural College lands.","Photos. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1041112' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","separate fruit",NA,NA,"4740","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","609179","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"S. Romaniuc Neto","1993","04","05","Brazil","São Paulo","Pedreiras",NA,NA,NA,NA,NA,NA,"NY00609179","NY00609179_01","Estrada Amparo-Pedreira","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536289' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"1362","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","869342","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"E. P. Heringer","1978","09","19","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,"NY00869342",NA,"RECOR- Picada R-1","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1041175' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","separate fruit",NA,NA,"621","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","869338","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"R. S. Santos","1963","09","11","Brazil","Minas Gerais","Varjao de Minas","-46.0317","-18.3781",NA,NA,NA,NA,"NY00869338",NA,"Faz. S. José, pr. Varjão.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1041127' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","separate fruit",NA,NA,"24122","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","869340","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"E. P. Heringer","1974","12","19","Brazil","Goiás","Caldas Novas","-48.75","-17.8",NA,NA,NA,NA,"NY00869340",NA,"At headwaters of the creek, Rio Quente, at the hotel, Pousada do Rio Quente, at foot of west slope of the Serra de Caldas (a flat-topped Batholithic dome), 13 km due WSW of city of Caldas Novas.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1041156' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","separate fruit",NA,NA,"14100","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","776831","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.",NA,NA,NA,NA,"R. Simão-Bianchini","2000","09","09","Brazil","São Paulo","Caraguatatuba","-45.43","-23.58",NA,NA,NA,NA,"NY00776831","NY00776831_01","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha da Poçao","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536297' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"1449","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","609180","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"J. C. Gomes","1965","04","01","Brazil","São Paulo","Ubatuba","-45.017173","-23.748254",NA,NA,NA,NA,"NY00609180","NY00609180_01","Ilha Vitória, Litoral Norte","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536293' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"2689","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01805833","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"M. M. M. Lopes","2005","11","22","Brazil","Bahia","Almadina","-39.6033","-14.7058",NA,NA,"650","900","NY01805833","NY01805833_01","Serra do Corcovado, 13,8 km ao SW de Coaraci, na estrada para Almadina. Fazenda São José. Propietário Senhor Francisco.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2123259' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"365","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","869345","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"J. A. Ratter","1967","08","22","Brazil","Mato Grosso",NA,"-52.33","-14.73",NA,NA,NA,NA,"NY00869345",NA,"c. 3 km S of Xavantina.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1041190' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","separate fruit",NA,NA,"R439","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","609178","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"S. B. Mikich","1996","12","07","Brazil","Paraná","Fênix","-51.97","-23.92",NA,NA,NA,NA,"NY00609178","NY00609178_01","Parque Estadual de Vila Rica do Espírito Santo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536296' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"s.n.","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","609186","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"R. M. Klein","1955","04","14","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"10","10","NY00609186","NY00609186_01","Cunhas, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536287' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"1269","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","609173","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"J. E. Simonis","1983","02","10","Brazil","Rio de Janeiro",NA,"-44.48358","-22.959576",NA,NA,"1000","1000","NY00609173","NY00609173_01","Serra dos Orgaos, Pico do Frade","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536281' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"38","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","609175","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"J. P. P. Carauta","1963","01","16","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,"340","340","NY00609175","NY00609175_01","Guanabara, Rio de Janeiro, Serra Carioca, 340 m s.m., perto do Instituto de Conservaçao da Natureza","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536291' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"168","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","609185","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"R. Reitz","1954","11","25","Brazil","Santa Catarina",NA,"-49.082834","-26.926032",NA,NA,"200","200","NY00609185","NY00609185_01","Mata da Cia. Hering, Blumenau","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536286' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"2290","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","869339","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"J. A. Ratter","1968","04","21","Brazil","Mato Grosso",NA,"-51.87","-12.9",NA,NA,NA,NA,"NY00869339",NA,"9 km E. of the Base Camp of the Expedition. c. 270 km N. of Xavantina.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1041153' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","separate fruit",NA,NA,"R1129","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-27 16:48:00-03","NY","NYBG","609189","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia",NA,"M. Vásquez Avila",NA,NA,NA,"T. Rojas","1944","09","13","Argentina","Formosa",NA,NA,NA,NA,NA,NA,NA,"NY00609189",NA,"Puerto Elsa - Carronca Pilcomayo frente Clorinda","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536284' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"12284","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","609177","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"J. P. P. Carauta","1982","08","14","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"NY00609177","NY00609177_01","Cabo Frio, Praia do Peró, nas dunas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536299' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"4354","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","609184","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"E. Pereira","1963","11","14","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"NY00609184","NY00609184_01","Guaíra, Sete Quedas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536292' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"7884","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","609187","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00609187","NY00609187_01","Brasilia","Dupla <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536288' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"1009","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","609188","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"B. Nelson","1980","11","05","Brazil","Acre","Brasiléia","-68.75","-11",NA,NA,NA,NA,"NY00609188","NY00609188_01","Vizinhança de Brasiléia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536283' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"854","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","869344","PreservedSpecimen","Plantae","Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott ex Spreng.","C. C. Berg",NA,NA,NA,"C. A. Cid Ferreira","1985","10","30","Brazil","Mato Grosso","Cáceres","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"NY00869344",NA,"BR 174, a 45 km S da Cidade de Pontes e Lacerda.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1041188' target='other'> <mi>dwc_moreinfo</mi></a>","172193","auto","South America","separate fruit",NA,NA,"6574","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","25320","PreservedSpecimen","Plantae","Moraceae","Ficus","mima","Ficus mima","Standl.","Unspecified Determiner",NA,NA,NA,"B. A. Krukoff","1931","12","21","Brazil","Rondônia","Machadinho d'Oeste","-61.9813995361328","-9.44388961791992",NA,NA,NA,NA,"NY00025320","NY00025320_01","Source of the Jatuarana River, Machado River region","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356524' target='other'> <mi>dwc_moreinfo</mi></a>","100916","auto","South America","sheet",NA,"possible type","1640","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","869430","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusiuscula","Ficus obtusiuscula","(Miq.) Miq.","C. C. Berg",NA,NA,NA,"E. P. Heringer","1980","09","30","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,"NY00869430","NY00869430_01","Bacia do Rio São Bartolomeu.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050234' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"5531","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","609190","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusiuscula","Ficus obtusiuscula","(Miq.) Miq.",NA,NA,NA,NA,"J. P. P. Carauta","1984","06","05","Brazil","Rio de Janeiro","Resende","-44.4467","-22.4692",NA,NA,NA,NA,"NY00609190","NY00609190_01","Resende, às margens do Rio Bonito, cerca de 10 km da cidade de Resende","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532898' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,"s.n.","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
