"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01397573","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","B. V. Rabelo","3282","1986","03","31","South America","Brazil","Amapá","Cidade de Macapá",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1642543' target='other'> <mi>dwc_moreinfo</mi></a>","NY01397573","R. Callejas Posada",NA,"-51.0703674","0.0437763","NY01397573_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 12:36:00-03","NY","NYBG","559612","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida",NA,"J. A. Rente","843","1949","01","28","South America","Brazil","Rio de Janeiro","Dist. Fed.",NA,"sheet","Coll. no. possibly erroneous. Could be 43. See NY barcode 559612 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559612",NA,"Rio de Janeiro","-43.2075","-22.9031","NY00559612_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4123656","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","H. Pittier","12476","1927","09","10","South America","Venezuela",NA,"Mata de la Laguna, Mesa de El Sombrero, Guárico",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442061' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00956992","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","G. Eiten | L. T. Eiten","3980","1962","04","04","South America","Brazil","Maranhão","Ilha de Balsas region, between the Rios Balsas and Parnaíba. Ca. 3 km NW of main house of Fazenda Morros, about 35 Km south Lorêto.","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084134' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956992","L. B. Smith; D. H. Nicolson","Lorêto","-45.08","-7.37","NY00956992_01","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4123570","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","M. H. Nee","51968","2002","03","24","South America","Bolivia","Santa Cruz","floodplain and adjacent upland along the Rio Seco, 1.5 km NW of highway at the town of Rio Seco along road to La Florida","525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4441973' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123570",NA,"Cordillera","-63.25","-18.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4123658","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","L. Aristeguieta","6278","1966","08",NA,"South America","Venezuela","Guárico","bosque dentro del Hato Estación Biologia de los Llanos",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442063' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01397571","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","G. T. Prance","15617","1971","10","27","South America","Brazil","Amazonas","Basin of rio Negro, Tapuruquara.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1642493' target='other'> <mi>dwc_moreinfo</mi></a>","NY01397571",NA,NA,"-65.0192","-0.4142","NY01397571_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","559601","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","J. L. Zarucchi","3301","1984","09","29","South America","Colombia","Antioquia","Valley of Río Anorí between Dos Bocas and Anorí. Planta and vicinity","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559601","R. Callejas Posada",NA,"-75.05","7.35","NY00559601_01","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","885111","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","A. Gehrt","s.n.","1935","11","15","South America","Brazil","São Paulo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885111","T. G. Yuncker","Santos","-46.33","-23.96","NY00885111_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 12:36:00-03","NY","NYBG","559609","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida",NA,"A. Gehrt","s.n.",NA,NA,NA,"South America","Brazil","São Paulo","Santos, em terreno de jardim",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559609",NA,"Santos","-46.343102","-23.950077","NY00559609_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","559604","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","P. von Luetzelburg","20576","1927","08","27","South America","Brazil",NA,"Lagoa Xiriry.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559604",NA,NA,NA,NA,"NY00559604_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4123623","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","G. Klug","1210","1930","04",NA,"South America","Peru","Loreto","Mishuyacu, near Iquitos","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442028' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4123591","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","E. Asplund","16028","1955","04","15","South America","Ecuador","Guayas","Guayaquil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4441994' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","4123598","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","L. B. Holm-Nielsen","2757","1973","03","30","South America","Ecuador","Los Ríos","Surrondings of Montalvo (foothills of the Andes. ca. 40 km E of Babahoyo","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442002' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123598",NA,NA,"-79.28","-1.78","NY04123598_01","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4123634","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","B. Maguire","22716","1944","04","04","South America","Suriname",NA,"vicinity Agricultural Experiment Station in Paramaribo",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442039' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 12:36:00-03","NY","NYBG","559615","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida",NA,"A. J. de Sampaio","1416","1915","04","01","South America","Brazil","Rio de Janeiro","DF, Rio de Janeiro, Boca do mata",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412149' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559615",NA,"Rio de Janeiro","-43.2075","-22.9031","NY00559615_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4123590","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","E. Asplund","16488","1955","05","26","South America","Ecuador","Esmeraldas","Timbre",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4441993' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 12:36:00-03","NY","NYBG","559613","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida",NA,"H. d. C. Monteiro","33","1931","04",NA,"South America","Brazil","Pernambuco","Vialis",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412124' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559613","H. d. C. Monteiro Filho","Recife","-34.8808","-8.0542","NY00559613_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4123646","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","G. S. Bunting","6535","1978","06","04","South America","Venezuela","Zulia","carretera Machiques-Kunana, en km 10, en zona de bosque seco","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442051' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123646",NA,"Perijá",NA,NA,NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","4123626","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","J. M. Schunke-Vigo","4125","1970","07","16","South America","Peru","San Martín","Dtto: Campanilla. A orilla del río en campo abierto, arena húmeda. Murga (margen izquierda del río Huallaga). Al oeste de la granja ganadera del Sr. Roldan Arávali Silva)","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442031' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123626",NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","4123648","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","G. S. Bunting","6598","1978","11","23","South America","Venezuela","Zulia","carretera Palito Blanco-Quiroz, en sitio 2 km al este del desvío hacia El Consejo, en bosque seco algo invadido por guadua con elementos de chaparral llanero",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442053' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123648",NA,"Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00956991","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","H. S. Irwin","21087","1968","03","13","South America","Brazil","Tocantins","Land of George Yunes & Cia., Rio das Lontras.","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956991","C. L. F. Ichaso","Araguaína","-48.22","-7.22","NY00956991_01","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4123597","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","L. Werling","591","1981","10","23","South America","Ecuador",NA,"Prov. Sto. Domingo de los Colorados: Sto. Domingo-Quevedo. road Km 35. Hacienda Margarita. Along small river and field-edges","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442000' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123597",NA,NA,NA,NA,"NY04123597_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4123595","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","E. Asplund","5721","1939","04","17","South America","Ecuador","Guayas","Guaayaquil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4441998' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00956993","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","G. Eiten | L. T. Eiten","3983","1962","04","04","South America","Brazil","Maranhão","Ilha de Balsas region, between the Rios Balsas and Parnaíba. Ca. 3 km NW of main house of Fazenda Morros, about 35 Km south Lorêto.","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956993","L. B. Smith; D. H. Nicolson","Lorêto","-45.08","-7.37","NY00956993_01","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","559602","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","B. M. Boom","5035","1984","04","15","South America","Bolivia","El Beni","Prov. of Vaca Diez. Vicinity of the Chácobo village Alto Ivon","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559602","R. Callejas Posada",NA,"-66.03","-11.75","NY00559602_01","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-29 12:36:00-03","NY","NYBG","559603","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida",NA,"L. O. A. Teixeira","837","1982","05","28","South America","Brazil","Rondônia","Município de Santa Barbara, Rodovia BR 364, km 120, 10 km W da Sede da Mineraçao",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559603","L. O. A. Teixeira",NA,"-63.12","-9.17","NY00559603_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4123578","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","E. Asplund","15169","1955","01","10","South America","Colombia","Valle del Cauca","Buenaventura",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4441981' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-30 09:13:00-03","NY","NYBG","1737859","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida",NA,"B. S. Amorim","1231","2011","11","08","South America","Brazil","Pernambuco","Jardim Botânico do Recife.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1943614' target='other'> <mi>dwc_moreinfo</mi></a>","NY01737859","B. S. Amorim","Recife","-34.9667","-8.0778","NY01737859_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","250518","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida becerrilana","Trel.","O. L. Haught","3622","1943","08","19","South America","Colombia","Magdalena","Stream course 5 km south of Becerril","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00250518",NA,NA,NA,NA,"NY00250518_01","100","becerrilana","possible type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","4123568","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","G. H. H. Tate","562","1926","04","14","South America","Bolivia",NA,"Guanay","549","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4441971' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","4123660","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","A. Fernandez","5150","1989","03",NA,"South America","Venezuela","Bolívar","Rio Caura, Jabillal","70","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442065' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123660",NA,"Sucre","-64.92","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","559596","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","H. L. Clark","8061","1981","05","29","South America","Venezuela","Amazonas","San Carlos de Rio Negro, ca. 20 km S of confluence of Rio Negro and Brazo Casiquiare. At garbage dump, NE side of San Carlos","119","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412122' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559596","R. L. Liesner",NA,"-67.05","1.93","NY00559596_01","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","559600","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","pellucida","Peperomia pellucida","(L.) Kunth","H. ter Steege","483","1988","08","29","South America","Guyana",NA,"West-Demerara, Mabura Hill, 180 km SSE of Georgetown. Kurupukari main road near township",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412136' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559600","R. Bakker",NA,"-58.67","5.33","NY00559600_01","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
