"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","typeStatus","yearIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","monthIdentified","dayIdentified","individualCount"
"41","2008-05-27 22:02:00-03","MO","MOBOT","1934977","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori","S. Mori","William C. Steward","Steward P20242","1974","2","13","South America","Brazil","Amazonas","Manaus-Caracarai Highway. Km. 130.5. Forest on terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2014-04-08 20:31:00-03","MO","MOBOT","3181418","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori","M. Nee","C. Dick","Dick 123","1992","5","19","South America","Brazil","Amazonas","Mun. de Manaus, ca. 80 km. N de Manaus, Distrito Agropecuário da Suframa, Rodovia BR 174, km 64, depois 7 km leste na ZF3, Fazenda Porto Alegre. Projeto Dinâmica Biológica de Fragmentos Florestais, Reserva No. 3304. Mata de terra firme sobre latosolo amarelo.","-59.95","-2.36666","50.00000000","125.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2012-03-06 05:13:00-03","MO","MOBOT","3181555","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori","S. Mori","C.A. Cid Ferreira|William R. Buck|Bruce W. Nelson|F. Almeida|C.D.A. da Mota|J. Lima","Cid Ferreira 941","1979","8","30","South America","Brazil",NA,"BR-174 estrada Manaus-Caracaraí km 97, ramal da estrada da Hidreletrica de Balbina km 7, á 600 m da margem da estrada lado direito; mata de terra firme; solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","3301120","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori","S. Mori","C.A. Cid Ferreira","Cid Ferreira 7589","1986","7","16","South America","Brazil","Amazonas","Mun de Presidente Figueredo, Estrada do Canteiro de obras da Usina Hidreletrica de Balbina, proximo ao aeroporto. Mata de terra firme, solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-07-01 03:33:00-03","MO","MOBOT","3466489","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori","S. Mori","M. Pacheco","Pacheco 14","1988","11","2","South America","Brazil","Amazonas","Distrito Agropecuário, Fazenda Dimona of the WWF/INPA MCS project, ca. 72 km N of Manaus. Non-flooded moist forest.","-60.08333","-2.31666","50.00000000","125.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","3181478","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori","S. Mori","Michael H. Nee","Nee 42483","1992","2","11","South America","Brazil","Amazonas","Mun. de Manaus, Distrito Agropecuário da Suframa, Rodovia BR 174, km 72, then 6 km west, Fazenda Dimona. Projeto Dinâmica Biológica de Fragmentos Florestais, Reserva 2303, tropical evergreen forest (mata de terra firme sobre latosolo amarelo).","-60.08333","-2.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-10 20:42:57-03","INPA","INPA","43697","Carpo","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Rodrigues, WA","9503","1974","07","11","Southern America","Brasil","Amazonas","AM 010, Km 134., Estrada Manaus-Itacoatiara, Km 134.","-59.291196","-2.942012",NA,NA,NA,NA,"INPA0043697","INPA0043697 INPA0043697_e INPA0043697_e1","Rio Preto da Eva",NA,NA,NA,"1984",NA,NA,"-59.291196","-2.942012",NA,NA,NA,NA
"48","2020-08-31 08:54:08-03","INPA","INPA","184438","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Cunha, NML da","944","1990","08","14","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., Distrito Agropecuário, Reserva 1501 (Km41) da Smithsonian/INPA. Projeto Dinâmica Biológica de Fragmentos Florestais.","-59.716667","-2.4","50","125",NA,NA,"INPA0184438","INPA0184438 INPA0184438_e","Manaus",NA,NA,NA,"1990",NA,NA,"-59.716667","-2.4",NA,NA,NA,NA
"49","2020-08-31 08:54:08-03","INPA","INPA","187887","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Silva, SS da","3304.5542.2","1989","09","20","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., Ca. 90 Km N. de Manaus, Distrito Agropecuário da SUFRAMA, Rod. BR-174, Km 64, depois 7Km Leste na ZF-3, Fazenda Porto Alegre","-59.95","-2.366667",NA,NA,NA,NA,"INPA0187887","INPA0187887 INPA0187887_e","Manaus",NA,NA,NA,"1993",NA,NA,"-59.95","-2.366667",NA,NA,NA,NA
"50","2020-08-31 08:54:08-03","INPA","INPA","198931","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Cunha, NML da","426","1989","10","10","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., Distrito Agropecuário, Reserva 1501 (Km41) da WWF/INPA. Projeto Dinâmica Biológica dos Fragmentos Florestais.","-59.716667","-2.4","50","150",NA,NA,"INPA0198931","INPA0198931 INPA0198931_e","Manaus",NA,NA,NA,"1989",NA,NA,"-59.716667","-2.4",NA,NA,NA,NA
"51","2020-08-31 08:54:08-03","INPA","INPA","172363","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Freitas, MA de","423","1990","10","21","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., Distrito Agropecuário - Reserva 1501 - Km 41 do Smithsonian/INPA.","-59.75","-2.4","50","50",NA,NA,"INPA0172363","INPA0172363 INPA0172363_e","Manaus",NA,NA,NA,"1991",NA,NA,"-59.75","-2.4",NA,NA,NA,NA
"52","2020-08-31 08:54:08-03","INPA","INPA","175191","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Nee, MH","Dick, CW","123","1992","05","19","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., Ca. 90 Km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, Km 64, depois 7 Km leste na ZF3, Fazenda Porto Alegre.","-59.95","-2.366667","50","50",NA,NA,"INPA0175191","INPA0175191 INPA0175191_e","Manaus",NA,NA,NA,"1992",NA,NA,"-59.95","-2.366667",NA,NA,NA,NA
"53","2020-08-31 08:54:08-03","INPA","INPA","173381","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Nee, MH","Nee, MH","42483","1992","02","11","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., Distrito Agropecuário da SUFRAMA, Rodovia BR 174, Km 72, then 6 Km west, Fazenda Dimona.","-60.083333","-2.316667",NA,NA,NA,NA,"INPA0173381","INPA0173381 INPA0173381_e","Manaus",NA,NA,NA,"1992",NA,NA,"-60.083333","-2.316667",NA,NA,NA,NA
"54","2020-08-31 08:54:08-03","INPA","INPA","174967","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Nee, MH","Pacheco, M","14","1988","11","02","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., Distrito Agropecuário, Fazenda Dimona of the WWF/INPA, ca. 72 Km N of Manaus.","-60.083333","-2.316667","50","50",NA,NA,"INPA0174967","INPA0174967 INPA0174967_e","Manaus",NA,NA,NA,"1992",NA,NA,"-60.083333","-2.316667",NA,NA,NA,NA
"55","2020-08-31 08:54:08-03","INPA","INPA","170560","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Mori, SA","20629","1989","07","23","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project. Ca. 50-125m alt. Non-flooded moist forest.","-59.75","-2.416667",NA,NA,NA,NA,"INPA0170560","INPA0170560 INPA0170560_e","Manaus",NA,NA,NA,NA,NA,NA,"-59.75","-2.416667",NA,NA,NA,NA
"56","2020-08-31 08:54:08-03","INPA","INPA","44067","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Steward, WC","P20145","1973","12","27","Southern America","Brasil","Amazonas","BR 174, km 65, Reserva Experimental, Manaus-Caracaraí Road, Km 65.","-60.047222","-2.413333",NA,NA,NA,NA,"INPA0044067","INPA0044067 INPA0044067_e INPA0044067_e1",NA,NA,NA,NA,"2010",NA,NA,"-60.047222","-2.413333",NA,"12","09",NA
"57","2020-08-31 08:54:08-03","INPA","INPA","44164","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Steward, WC","P20242","1974","02","13","Southern America","Brasil","Amazonas","BR174, Km 130,5, Manaus-Caracaraí road, Km 130.","-60.1","-1.85",NA,NA,NA,NA,"INPA0044164","INPA0044164 INPA0044164_e INPA0044164_e1","Presidente Figueiredo",NA,NA,NA,"1984",NA,NA,"-60.1","-1.85",NA,NA,NA,NA
"58","2021-01-10 20:43:00-03","INPA","INPA","48062","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Miranda, AP de","INPA48062","1974","03","22","Southern America","Brasil","Amazonas","BR 174, km 125, Estrada Manaus-Caracaraí, Km 125.","-60.1","-1.7",NA,NA,NA,NA,"INPA0048062",NA,NA,NA,NA,NA,"1984",NA,NA,"-60.1","-1.7",NA,NA,NA,NA
"59","2020-08-31 08:54:08-03","INPA","INPA","90379","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Ferreira, CAC","941","1979","08","30","Southern America","Brasil","Amazonas","BR174, Km 97, BR-(174.) Estrada Manaus-Caracaraí, km 97, ramal da estrada da Hidrelétrica de Balbina km 7, 600m da margem da estrada lado direito.","-59.718547","-2.046927",NA,NA,NA,NA,"INPA0090379",NA,"Presidente Figueiredo",NA,NA,NA,"1981",NA,NA,"-59.718547","-2.046927",NA,NA,NA,NA
"60","2020-08-31 08:54:08-03","INPA","INPA","92224","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Rankin, JM","47","1979","11",NA,"Southern America","Brasil","Amazonas","Distrito Agropecuário da SUFRAMA, Fazenda Esteio, ZF-3, Distrito Agropecuário da Suframa.","-59.79","-2.45",NA,NA,NA,NA,"INPA0092224","INPA0092224 INPA0092224_e INPA0092224_e1",NA,NA,NA,NA,"1984",NA,NA,"-59.79","-2.45",NA,NA,NA,NA
"61","2020-08-31 08:54:08-03","INPA","INPA","50045","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Monteiro, OP","INPA50045","1975","07","05","Southern America","Brasil","Amazonas","AM 010, Estrada Manaus-Itacoatiara, Km 130.","-59.323962","-2.942784",NA,NA,NA,NA,"INPA0050045","INPA0050045 INPA0050045_e","Rio Preto da Eva",NA,NA,NA,"1984",NA,NA,"-59.323962","-2.942784",NA,NA,NA,NA
"62","2021-01-10 20:43:00-03","INPA","INPA","43697","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Rodrigues, WA","9503","1974","07","11","Southern America","Brasil","Amazonas","AM 010, Km 134., Estrada Manaus-Itacoatiara, Km 134.","-59.291196","-2.942012",NA,NA,NA,NA,"INPA0043697","INPA0043697 INPA0043697_e INPA0043697_e1","Rio Preto da Eva",NA,NA,NA,"1984",NA,NA,"-59.291196","-2.942012",NA,NA,NA,NA
"63","2021-01-10 20:42:57-03","INPA","INPA","237791","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori",NA,"Palacios, SL","GPP52","2003","03","20","Southern America","Brasil","Amazonas","Distrito Agropecuário da SUFRAMA, Reserva PDBFF (1202) - Colosso","-59.79","-2.45",NA,NA,NA,NA,"INPA0237791",NA,"Manaus",NA,NA,NA,NA,NA,NA,"-59.79","-2.45",NA,NA,NA,NA
"64","2020-08-31 08:54:08-03","INPA","INPA","224551","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Mori, SA","27228","2008","08","20","Southern America","Brasil","Amazonas","Distrito Agropecuário, Reserva 1501 (Km 41) da WWF/INPA Projeto Dinâmica Biológica de Fragmentos Florestais. Non-flooded, lowland forest.","-59.763889","-2.407222",NA,NA,NA,NA,"INPA0224551",NA,"Manaus",NA,NA,NA,"2008",NA,NA,"-59.763889","-2.407222",NA,"08","20",NA
"65","2020-08-31 08:54:08-03","INPA","INPA","224510","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Mori, SA","27249","2008","08","23","Southern America","Brasil","Amazonas","Distrito Agropecuário, Reserva 1501 (Km 41) da WWF/INPA Projeto Dinâmica Biológica dos Fragmentos Florestais. Non-flooded, lowland forest.","-59.763889","-2.407222","164","492",NA,NA,"INPA0224510",NA,"Manaus",NA,NA,NA,"2008",NA,NA,"-59.763889","-2.407222",NA,"08","23",NA
"66","2020-08-31 08:54:08-03","INPA","INPA","172386","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Freitas, MA de","732","1991","04","17","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., Distrito Agropecuário - Reserva 1501 - Km 41 .","-59.716667","-2.4","50","50",NA,NA,"INPA0172386","INPA0172386 INPA0172386_e","Manaus",NA,NA,NA,"1991",NA,NA,"-59.716667","-2.4",NA,NA,NA,NA
"67","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori","Nee, M.","C. Dick","123","1992","5","19","South America - Neotropics","Brazil","Amazonas","80 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR-174, km 64, depois 7 km leste na ZF3, Fazenda Porto Alegre. Projeto Dinâmica Biológica de Fragmentos Florestais, Reserva #3304.","-60.0250015258789","-3.10193991661072","50","125",NA,NA,NA,NA,"Manaus","138090","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"68","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori",NA,"M. A. Freitas & et al.","423","1905","6","12","South America - Neotropics","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) da Smithsonian/INPA- Projeto Dinâmica Biológica dos Fragmentos Florestais. Árvore # 2580","-60.0250015258789","-3.10193991661072","50","125",NA,NA,NA,NA,"Manaus","138090","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"69","2020-09-12 05:00:02-03","US","US","3283193","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori",NA,"M. Pacheco, E. Palheta & S. Souza","14","1988","11","2","South America - Neotropics","Brazil","Amazonas","Distrito Agropecuário, Fazenda Dimona of the WWF/INPA MCS project, ca 72 km N of Manaus.","-60.0250015258789","-3.10193991661072","50","125",NA,NA,"US01885493","US01885493_01 US01885493_02","Manaus","138090","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"70","2020-09-12 05:00:02-03","US","US","3339125","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori",NA,"M. A. Freitas & et al.","732","1991","4","17","South America - Neotropics","Brazil","Amazonas","Distrito Agropecuário, Reserve 1501 (km 41)","-60.0250015258789","-3.10193991661072","50","125",NA,NA,"US01885497","US01885497_01 US01885497_02","Manaus","138090","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"71","2020-09-12 05:00:02-03","US","US","3337171","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori",NA,"C. Dick","123","1992","5","19","South America - Neotropics","Brazil","Amazonas","80 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR-174, km 64, depois 7 km leste na ZF3, Fazenda Porto Alegre. Projeto Dinâmica Biológica de Fragmentos Florestais, Reserva #3304.","-60.0250015258789","-3.10193991661072","50","125",NA,NA,"US01885499","US01885499_01 US01885499_02","Manaus","138090","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"72","2020-09-12 05:00:02-03","US","US","3314024","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori",NA,"M. Nee","42483","1992","2","11","South America - Neotropics","Brazil","Amazonas","Distrito Agropecuário da Suframa. Rodovia BR 174, km 72, then 6km west, Fazenda Dimona","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"US01885498","US01885498_01 US01885498_02","Manaus","138090","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"73","2020-09-12 05:00:02-03","US","US","3097534","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori",NA,"W. C. Steward","P20242","1974","2","13","South America - Neotropics","Brazil","Amazonas","Manaus-Caracarai road, km 130.5.",NA,NA,NA,NA,NA,NA,"US00005299","US00005299_01",NA,NA,NA,"Isotype",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"74","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori",NA,"C. A. Cid Ferreira, W. R. Buck & B. W. Nelson","941","1979","8","30","South America - Neotropics","Brazil","Amazonas","BR-174 estrada Manaus- Caracaraí km 97, ramal da estrada da Hidrelétrica de Balbina km 7, a 600 m da margem da estrada lado direito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"75","2020-09-12 05:00:02-03","US","US","3169398","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori",NA,"N. M. Lepsch da Cunha","426","1989","10","10","South America - Neotropics","Brazil","Amazonas","Distrito Agropecuário, Reserva 1501 (km, 41) da WWF/INPA Projeto da Dinâmica Biológica dos Fragmentos Florestais","-60.0250015258789","-3.10193991661072","50","150",NA,NA,"US01885494","US01885494_01 US01885494_02","Manaus","138090","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"76","2020-09-12 05:00:02-03","US","US","3007188","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori",NA,"C. A. Cid Ferreira, W. R. Buck & B. W. Nelson","941","1979","8","30","South America - Neotropics","Brazil","Amazonas","BR-174 estrada Manaus- Caracaraí km 97, ramal da estrada da Hidrelétrica de Balbina km 7, a 600 m da margem da estrada lado direito",NA,NA,NA,NA,NA,NA,"US01885500","US01885500_01 US01885500_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"77","2020-09-12 05:00:02-03","US","US","3215036","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori",NA,"N. M. Lepsch da Cunha","944","1990","8","14","South America - Neotropics","Brazil","Amazonas","Distrito Agropecuário - Reserva 1501 (km 41) da Smithsonian/INPA","-60.0250015258789","-3.10193991661072","50","125",NA,NA,"US01885496","US01885496_01 US01885496_02","Manaus","138090","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"78","2020-09-12 05:00:02-03","US","US","3327358","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori",NA,"C. A. Cid Ferreira, E. Fiuza & W. Thomas","7589","1986","7","16","South America - Neotropics","Brazil","Amazonas","Estrada do Canteiro de obras da Usina Hidrelétrica de Balbina, próximo ao aeroporto","-60.0250015258789","-2.03444004058838",NA,NA,NA,NA,"US01885492","US01885492_01 US01885492_02","Presidente Figueiredo","229398","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"79","2019-11-13 11:21:20-03","USP","SPF","126239","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Freitas, MA","423","1990","10","21",NA,"Brasil","Amazonas",NA,"-59.763889","-2.407222","50","125",NA,NA,"SPF00126239",NA,"Manaus",NA,NA,NA,"1991",NA,NA,"-59.763889","-2.407222",NA,NA,NA,NA
"80","2019-11-13 11:21:20-03","USP","SPF","126240","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Mori, SA","Freitas, MA","732","1991","04","17",NA,"Brasil","Amazonas",NA,"-59.763889","-2.407222","50","125",NA,NA,"SPF00126240",NA,"Manaus",NA,NA,NA,"1991",NA,NA,"-59.763889","-2.407222",NA,NA,NA,NA
"81","2019-02-20 19:55:39-03","F","FMNH-SEEDPLANTS","V0173354F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi",NA,NA,"C. A. Cid Ferreira","7551","1986","7","12","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0173354F","V0173354F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"82","2019-09-04 18:22:08-03","F","FMNH-SEEDPLANTS","V0061940F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi",NA,NA,"W. C. Steward et al.","P20242","1974","2","13","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0061940F","V0061940F_01",NA,NA,NA,"Isotype",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"83","2009-11-26 13:51:39-02","INPA","INPAW","5720","S","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori",NA,"Loureiro, A.A.",NA,"1974","03","22",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2009-11-26 13:51:39-02","INPA","INPAW","5826","S","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori",NA,"Rodrigues, W.A.",NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2009-11-26 13:51:39-02","INPA","INPAW","5892","S","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori","S.A. Mori","Prance, G.T.","20242",NA,NA,NA,NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,"01","01",NA
"86","2021-02-23 13:22:36-03","MN","R-TIPOS","223213","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A. Mori","Ribeiro, M.","Ramos, J.F.; Monteiro, O.P. & Steward, W.C.","P - 20242","1974","02","13",NA,"Brasil","Amazonas","Manaus-Caracarai Rd.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"R000223213","R000223213_001","Manaus","138090","auto","Isotypus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-05-17 13:37:56-03","UFMT","UFMT","22493","S","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Nee, M.","Nee, M.","s.n.","1992","02","11",NA,"Brasil","Amazonas","Distrito Agropecuário da SUFRAM, Rodovia BR 174, km 72, then 6 km west, Fazenda Dimona.","-60.083333","-3.5",NA,NA,NA,"Tree 18m tall, 20 cm in diameter; bark brown, shallowly furrowed into long flat-topped ridges. Fallen flowers white with dark red on outside of petals, with unpleasant musty fart-like odor, suggesting bat pollination.; Mata de terra firme.",NA,NA,"Manaus",NA,NA,NA,"1992",NA,NA,"-60.083333","-3.5",NA,NA,NA,NA
"88","2020-01-31 10:38:43-03","IFAM","EAFM","15730","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Lecythis","barnebyi","Lecythis barnebyi","S.A.Mori","Marra, D.M.; Carneiro, V.M.C.","Marra, D.M.; Neves, A.F. & Pereira, S. .L.","1347","2012","09","21",NA,"Brasil","Amazonas","Reserva de Desenvolvimento Sustentável do Rio Negr, Parcelas permanentes instaladas ao longo de transectos que cruzam uma área (ca. 75 hectares) de floresta atingida por uma tempestade de vento ocorrida no ano de 1987","-61.250856","-3.6727",NA,NA,NA,"; HABITAT: Floresta de terra-firme; DESC: árvore, DAP = 51.7 cm",NA,NA,"Manacapurú, Novo Airão",NA,NA,NA,"2012",NA,NA,"-61.250856","-3.6727",NA,"09","21",NA
