"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","imagecode","day","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet","sex"
"13","2020-11-04 11:12:12-03","ESALQ","ESA","19983","PreservedSpecimen","Plantae",NA,"Linderniaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Sobral, M.","Jarenkow, J.A.","1090.0","1988","12",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"ESA019983","Magnoliophyta","(Walt. ex J.F.Gmel.) Blake","Capão do Leão","-52.4838981628418","-31.7632999420166",NA,"17","28605","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:12:12-03","ESALQ","ESA","103114","PreservedSpecimen","Plantae",NA,"Linderniaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Souza, V.C.","Souza, V.C.","28779.0","2002","03",NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"ESA103114","Magnoliophyta",NA,"Aiuabá","-40.1236000061035","-6.57360982894897",NA,"20","68662","auto",NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:12:12-03","ESALQ","ESA","17667","PreservedSpecimen","Plantae",NA,"Linderniaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Souza, V.C.","Pott, A. et al.","4902.0","1989","05",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,"ESA017667","Magnoliophyta","(Walt. ex J.F.Gmel.) Blake","Corumbá","-57.6533012390137","-19.0091991424561",NA,"29","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:12:12-03","ESALQ","ESA","78364","PreservedSpecimen","Plantae",NA,"Linderniaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Souza, V.C.","Souza, V.C.; Lorenzi, H.; Fernandes, A.","28779.0","2002","03",NA,"Brasil","Ceará","9km de Aiuabá em direção a Antonina do Norte. Beira de açude","540","540",NA,"Erva rastejante; flores e frutos imaturos verdes","ESA078364","Magnoliophyta","(Walt. ex J.F.Gmel.) Blake","Aiuabá","-40.1236000061035","-6.57360982894897",NA,"20","68662","auto","-40,116,667","-6,633,333",NA,"2002","01","01",NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:12:12-03","ESALQ","ESA","88285","PreservedSpecimen","Plantae",NA,"Linderniaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Souza, V.C.","Souza, V.C.","30001.0","2004","08",NA,"Brasil","São Paulo","Horto do Departamento de Ciências Biológicas. Hidrofitotério.",NA,NA,NA,"Erva aquática; flores verdes.","ESA088285","Magnoliophyta","(Walt. ex J.F.Gmel.) Blake","Piracicaba","-47.6399993896484","-22.7199993133545",NA,"23","44778","auto",NA,NA,NA,"2004","08","23",NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:32:55-03","MN","R","11098","PreservedSpecimen","Plantae",NA,"Plantaginaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Emydio, L.","Glaziou, A.F.M.","3154","1869","03",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"Plantas do Brasil Central","R000011098",NA,"(J.F. Gmel.) S.F. Blake",NA,NA,NA,"R000011098_001","29",NA,NA,NA,NA,NA,"1977","03","23",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-19 10:25:29-03","CPAP","CPAP","6218","PreserverdSpecimen","Plantae",NA,"Scrophulariaceae","Micranthemum","umbrosum","Micranthemum umbrosum","V. C. Souza","Pott, A.","4902","1989","05",NA,"Brasil","MS","Fazenda Monjolo, a 10 km Norte da BR-262, 1 km do entrocamento para Mato Grande, Maria coelho","100","100",NA,"Erva prostrada. FLOR: não vista. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Abundante. AMBIENTE: Campo (secundária), com impressões de pisoteio de 10 cm profundidade. SUBSTRATO: planossolo (solódico). RELEVO: quase plano.",NA,NA,"(Wde altura. ex J.F.Gmel.) Blake","Corumbá","-57.583333","-19.3",NA,"25",NA,NA,"57°35' W","19°18' S",NA,"1996","09",NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-07-02 14:03:45-03","JBP","HPL","10218","S","Plantae",NA,"Plantaginaceae","Micranthemum","umbrosum","Micranthemum umbrosum","R. Tsuji","R. Tsuji","2516","2008","03",NA,"Brasil","SC","Coletado no município de Corupá; no hotel próximo à rodovia, crescendo de forma espontânea no lago.",NA,NA,NA,NA,NA,NA,"S.F. Blakee","Corupá","-49.2431","-26.4253",NA,"11","23917","auto",NA,NA,NA,"2008","03","11",NA,NA,NA,NA,NA,NA,NA
"21","2015-07-02 14:03:45-03","JBP","HPL","8546","S","Plantae",NA,"Plantaginaceae","Micranthemum","umbrosum","Micranthemum umbrosum","V.C. Souza","V.C. Souza, H. Lorenzi et al.","28779","2002","03",NA,"Brasil","CE","Coletado ca. 9km de Aiuabá em direção a Antonina do Norte; em beira de açude. S 06° 38' 67,0; W 40° 07' 17,6 (540m.s.m.)",NA,NA,NA,NA,NA,NA,NA,"Aiuabá","-40.1236","-6.57361",NA,"20","68662","auto",NA,NA,NA,"2002","03","20",NA,NA,NA,NA,NA,NA,NA
"22","2019-12-19 08:08:11-03","FPS","FPS","1906","MachineObservation","Plantae",NA,"Linderniaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Schwirkowski, P.","Schwirkowski, P.","1461","2016","01",NA,"Brasil","Santa Catarina","Serra Alta, Vila Pilz, trilhos",NA,NA,NA,NA,"FPS01906,FURB49529",NA,"(Walter ex J.F.Gmel.) S.F.Blake","São Bento do Sul","-49.460739","-26.284111","FPS01906_v01 FPS01906_v02 FPS01906_v03 FPS01906_v04 FPS01906_v05 FPS01906_v06 FPS01906_v07 FPS01906_v08 FPS01906_v09 FPS01906_v10 FURB49529","09",NA,NA,"-49.460739","-26.284111",NA,"2016","01","09","voucher","FURB 49529",NA,NA,NA,NA,NA
"23","2019-02-15 11:50:38-02","IPA","IPA","6594","S","Plantae",NA,"Scrophulariaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Giulietti, A.M.","Pickel, B.","3372","1963","09","Southern America","Brasil","Pernambuco","Tapera, São Bento, em um pântano seco. Cercado valado.",NA,NA,NA,"Forma alfombra sobre o lodo enxuto.","IPA0006594","Plantae","(J.F. Gmel.) S.F. Blake","São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,"22","21764","auto",NA,NA,NA,"1963","08","28",NA,NA,NA,NA,NA,NA,NA
"24","2019-02-15 11:50:38-02","IPA","IPA","25273","S","Plantae",NA,"Scrophulariaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Giulietti, A.M.; Castro, V.","Lima, V.C.; Andrade-Lima; Zoé Brito; Andrade-Lima; Zoé Brito","18","1980","07","Southern America","Brasil","Pernambuco","estrada Carqueja - Serra Talhada, 32 km para a ponte sobre o Rio Pajeú, na BR 232, formando tapetes em local úmido, associada com outras ervas.",NA,NA,NA,"ERva; flores esverdeadas.; Caatinga. Solo areno-argiloso.","IPA0025273","Plantae","(J.F. Gmel.) S.F. Blake","Serra Talhada","-38.2983016967773","-7.99194002151489",NA,"16","55090","auto",NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-02-15 11:50:38-02","IPA","IPA","19724","S","Plantae",NA,"Scrophulariaceae","Micranthemum","umbrosum","Micranthemum umbrosum",NA,"Academia Brasileira de Ciências","837","1971","05","Southern America","Brasil","Pernambuco","Serra da Carnaubeira, Serrote Redondo.",NA,NA,NA,"Erva natante em água limpa; flor amarelo-claro, minúsculas.","IPA0019724","Plantae","(J.F. Gmel.) S.F. Blake","Serra Talhada","-38.2983016967773","-7.99194002151489",NA,"22","55090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:33:12-03","IAP","PACA-AGP","104500","PreservedSpecimen","Plantae","Scrophulariales","Scrophulariaceae","Micranthemum","orbiculatum","Micranthemum orbiculatum","A. sehnem","Sehnem, A.","1348","1957","01",NA,"Brasil","RS","Vale Vêneto",NA,NA,NA,"Habitat: Em lugares úmidos. Fenofase: flor branca Hábito: erva","PACA104500","Magnoliophyta","Michx.",NA,NA,NA,NA,"02",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:33:12-03","IAP","PACA-AGP","33606","PreservedSpecimen","Plantae","Scrophulariales","Scrophulariaceae","Micranthemum","orbiculatum","Micranthemum orbiculatum","B. Rosengurtt Sicher","B. Rosengurtt","5551","1945","10",NA,"Uruguai",NA,"Florida",NA,NA,NA,"Habitat: In aqua fuitans. Fenofase: flor","PACA033606","Magnoliophyta","Michx.",NA,NA,NA,NA,"06",NA,NA,NA,NA,"Magnoliatae","1954","09","18",NA,NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:33:12-03","IAP","PACA-AGP","30899","PreservedSpecimen","Plantae","Scrophulariales","Scrophulariaceae","Micranthemum","orbiculatum","Micranthemum orbiculatum","Emrich-Rambo Sicher","Rambo, B.",NA,"1946","01",NA,"Brasil","RS","Vila Oliva",NA,NA,NA,"Habitat: In araucarieto rivulo fluitans. Fenofase: flor e fruto","PACA030899","Magnoliophyta","Michx.","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,"01","49662","auto",NA,NA,"Magnoliatae","1956","04","04",NA,NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:33:12-03","IAP","PACA-AGP","44591","PreservedSpecimen","Plantae","Scrophulariales","Scrophulariaceae","Micranthemum","orbiculatum","Micranthemum orbiculatum","Emrich-Rambo Sicher","Rambo, B.",NA,"1949","12",NA,"Brasil","RS","Vila Oliva",NA,NA,NA,"Sem material. Habitat: In araucarieti rivulo frigido fluit. Fenofase: flor e fruto","PACA044591","Magnoliophyta","Michx.","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,"03","49662","auto",NA,NA,"Magnoliatae","1956","04","04",NA,NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:33:12-03","IAP","PACA-AGP","55840","PreservedSpecimen","Plantae","Scrophulariales","Scrophulariaceae","Micranthemum","orbiculatum","Micranthemum orbiculatum","Emrich-Rambo Sicher","Rambo, B.",NA,"1954","07",NA,"Brasil","RS","Vila Oliva",NA,NA,NA,"Habitat: In rivulo Fenofase: flor","PACA055840","Magnoliophyta","Michx.","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,"15","49662","auto",NA,NA,"Magnoliatae","1955","04","09",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:33:12-03","IAP","PACA-AGP","54535","PreservedSpecimen","Plantae","Scrophulariales","Scrophulariaceae","Micranthemum","orbiculatum","Micranthemum orbiculatum","B. Rambo Sicher","Rambo, B.",NA,"1953","03",NA,"Brasil","RS","Taimbesinho",NA,NA,NA,"Sem material. Habitat: Ad rivum in paludosis. Fenofase: flor","PACA054535","Magnoliophyta","Michx.","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"13","76715","auto",NA,NA,"Magnoliatae","1954","09","18",NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:33:12-03","IAP","PACA-AGP","4228.1","PreservedSpecimen","Plantae","Scrophulariales","Scrophulariaceae","Micranthemum","orbiculatum","Micranthemum orbiculatum","Emrich-Rambo Sicher","Rambo, B.",NA,"1941","02",NA,"Brasil","RS","Passo do Inferno",NA,NA,NA,"Habitat: In humidis prostrata Fenofase: flor e fruto","PACA004228-1","Magnoliophyta","Michx.","Canela","-50.815601348877","-29.3656005859375",NA,"10","16452","auto",NA,NA,"Magnoliatae","1954","09","18",NA,NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:33:12-03","IAP","PACA-AGP","39046.1","PreservedSpecimen","Plantae","Scrophulariales","Scrophulariaceae","Micranthemum","orbiculatum","Micranthemum orbiculatum","Emrich-Rambo Sicher","Rambo, B.",NA,"1948","12",NA,"Brasil","RS","Itapoan",NA,NA,NA,"Sem material. Habitat: In paludosis herbosis. Fenofase: flor e fruto","PACA039046-1","Magnoliophyta","Michx.","Guaiba","-51.3250007629395","-30.113899230957",NA,"22","28343","auto",NA,NA,"Magnoliatae","1954","09","18",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:33:12-03","IAP","PACA-AGP","63331","PreservedSpecimen","Plantae","Scrophulariales","Scrophulariaceae","Micranthemum","orbiculatum","Micranthemum orbiculatum","Emrich-Rambo Sicher","Sacco","753","1957","12",NA,"Brasil","RS",NA,NA,NA,NA,"Abundante.&nf;Sem material. Habitat: In stagno Fenofase: flor","PACA063331","Magnoliophyta","Michx.","Pelotas","-52.3424987792969","-31.771900177002",NA,"02","51462","auto",NA,NA,"Magnoliatae","1958","07","18",NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:33:12-03","IAP","PACA-AGP","26107","PreservedSpecimen","Plantae","Scrophulariales","Scrophulariaceae","Micranthemum","orbiculatum","Micranthemum orbiculatum","Emrich-Rambo Sicher","Rambo, B.",NA,"1945","10",NA,"Brasil","RS","Faz. do Jarau",NA,NA,NA,"Aquática gregaria; flotante. Habitat: In humidis ad aquan Fenofase: flor e fruto","PACA026107","Magnoliophyta","Michx.","Quaraí","-56.4514007568359","-30.3875007629395",NA,"06","74636","auto",NA,NA,"Magnoliatae","1954","09","18",NA,NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:33:12-03","IAP","PACA-AGP","66497","PreservedSpecimen","Plantae","Scrophulariales","Scrophulariaceae","Micranthemum","orbiculatum","Micranthemum orbiculatum","O. R. Camargo","Camargo, O. R.","3250","1958","11",NA,"Brasil","RS","Est. Exp. de Pomicultura",NA,NA,NA,"Habitat: No campo úmido.","PACA066497","Magnoliophyta","Michx.","Taquari","-51.8643989562988","-29.7996997833252",NA,"08","21657","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:33:12-03","IAP","PACA-AGP","56205","PreservedSpecimen","Plantae","Scrophulariales","Scrophulariaceae","Micranthemum","orbiculatum","Micranthemum orbiculatum","Emrich-Rambo Sicher","Rambo, B.",NA,"1954","11",NA,"Brasil","RS",NA,NA,NA,NA,"Habitat: In paludosis. Fenofase: flor","PACA056205","Magnoliophyta","Michx.","Torres","-49.7268981933594","-29.3353004455566",NA,"12","20837","auto",NA,NA,"Magnoliatae","1954","11","12",NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:33:12-03","IAP","PACA-AGP","95000","PreservedSpecimen","Plantae","Scrophulariales","Scrophulariaceae","Micranthemum","umbrosum","Micranthemum umbrosum","J. M. Consoni & C. Mondin","J. M. Consoni",NA,"1998","09",NA,"Brasil","RS","Arroio Capivara",NA,NA,NA,"HASU 12755.","PACA095000","Magnoliophyta","S. F. Blake","Triunfo","-51.7181015014648","-29.9433002471924",NA,NA,"41194","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-07 11:45:23-03","UFMS","CGMS","74772","PreservedSpecimen","Plantae",NA,"Linderniaceae","Micranthemum","umbrosum","Micranthemum umbrosum","V.C. Souza","A. Pott; J. Ker, W. Carvalho & N. Pereira","4902","1989","05",NA,"Brasil","Mato Grosso do Sul","Fazenda Monjolo, 10 Km norte da BR-262, 1 Km antes do entrocamento para Mato Grande, Maria Coelho.","100","100",NA,"Flor não vista. CPAP - 6218. Habitat: Campo (secundário), com impressões de pisoteio de 10 cm profundidade. Planossolo (solódico). Relevo quase plano. Habito: Erva prostrada.","CGMS1107638",NA,"(Walter ex J.F.Gmel.) S.F.Blake","Corumbá","-57.5833333","-19.3",NA,"29",NA,NA,"-57,5833333","-19,3",NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-27 13:49:52-03","UFS","ASE","20726","PreservedSpecimen","Plantae",NA,"Linderniaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Nascimento - Júnior, JE","Nascimento - Júnior, JE; Amaral, MCE; Bittrich, V; Carregosa, T; Costa, SM","924","2011","07","Southern America","Brasil","Sergipe","Margem de lagoa.",NA,NA,NA,"Erva.; Erva.; Restinga.","ASE0027043","Magnoliophyta","(J.F. Gmel.) S.F. Blake","Santo Amaro das Brotas","-37.054167","-10.789167","ASE0027043","04",NA,NA,"-37.054167","-10.789167",NA,"2011","07","04",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:32:54-03","UNICAMP","UEC","142676","S","Plantae",NA,"Linderniaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Aranha, JLM","Aranha, JLM","38","2006","03",NA,"Brazil","São Paulo","Instituto de Biologia, Casa de vegetação do Departamento de Botânica da Universidade Estadual de Campinas.",NA,NA,NA,"Planta herbácea, ratejante, ca. 6cm compr. Flores minúsculas, lavas e brilhantes. Fruto capsular presente. Material testemunho de estudos moleculares.","UEC020798","Magnoliopsida","(Walter ex J.F.Gmel.) S.F.Blake","Campinas","-47.060001373291","-22.8999996185303","UEC020798","07","23900","auto",NA,NA,NA,"2006","03",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:02:22-03","FURB","FURB","40659","PreservedSpecimen","Plantae",NA,"Linderniaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Funez, L.A.","Funez, L.A.; Zermiani, A.E. & Kassner-Filho, A.","1882","2013","03",NA,"Brasil","Santa Catarina","Sede Parque Nacional da Serra do Itajaí.","287","287",NA,NA,"FURB05031",NA,"(Walter ex J.F.Gmel.) S.F.Blake","Blumenau","-49.0866666","-27.0569444","FURB05031","03",NA,NA,"-49.0866666","-27.0569444",NA,"2014","08","07",NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:02:22-03","FURB","FURB","43112","PreservedSpecimen","Plantae",NA,"Linderniaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Funez, L.A.","Gasper, A.L. de; Funez, L.A. & Bittencourt, F.","3369","2013","12",NA,"Brasil","Santa Catarina","Rio Hercílio, prox. a PCH Ibirama.","229","229",NA,"Projeto REFLORA FAPESC 14843/2011-1. Habitat: margem do rio Habito: erva aquática; flor alva","FURB38684",NA,"(Walter ex J.F.Gmel.) S.F.Blake","Ibirama","-49.5591667","-27.0369444","FURB38684","13",NA,NA,"-49.5591667","-27.0369444",NA,"2017","01","31",NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:02:22-03","FURB","FURB","49529","PreservedSpecimen","Plantae",NA,"Linderniaceae","Micranthemum","umbrosum","Micranthemum umbrosum","Funes, L","Schwirkowski, P.","1461","2016","01",NA,"Brasil","Santa Catarina","Trilha do Parque 23 de Setembro.","830","830",NA,NA,"FURB49529",NA,"(Walter ex J.F.Gmel.) S.F.Blake","São Bento do Sul","-49.3836111","-26.2755556","FURB49529","01",NA,NA,"-49.3836111","-26.2755556",NA,"2016","01","09",NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:02:22-03","FURB","FURB","51454","PreservedSpecimen","Plantae",NA,"Linderniaceae","Micranthemum","umbrosum","Micranthemum umbrosum",NA,"Funez, L.A.","5507","2016","09",NA,"Brasil","Santa Catarina","Prainha, Ponta Aguda.","15","15",NA,"Flores brancas Habitat: Vegetação ripária Habito: Erva aquática","FURB51454",NA,"(Walter ex J.F.Gmel.) S.F.Blake","Blumenau","-49.0605556","-26.92","FURB51454","10",NA,NA,"-49.0605556","-26.9200000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
