"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber"
"11","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","XIL016","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Doação SUDAM:não há dados sobre data e local da coleta, bem como coletor e identificador. Data de aquisição: Julho/83.",NA,NA,NA,NA,NA,NA,"Amazônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-09-10 21:42:11-03","UNEMAT","TANG","6183","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon","Engels, ME","Engels, ME; Bezerra, AS; Aquino, LMS","4424",NA,"Brasil","Mato Grosso",NA,NA,"TANG000006183",NA,"2016","05","09","Itaúba","Resgate de flora da UHE Colíder., Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado. Estrada de acesso ao lote F de supressão.","-55.371058","-11.393078","320","320","2016","05","17","-55.371058","-11.393078",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:33:54-03","EAO","IAN","113765","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon","Pereira, A","Pires, JM; Rodrigues, WA","51149","Southern America","Brasil","Amapá",NA,NA,"IAN113765",NA,"1961","09","21",NA,"On forest island in river, downriver from Porto Platon.","-52.916667","-0.916667",NA,NA,"2015","12","07","-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:33:54-03","EAO","IAN","113550","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon","Pereira, A","Pires, JM; Rodrigues, WA","50882","Southern America","Brasil","Amapá",NA,NA,"IAN113550",NA,"1961","09","12",NA,"Upland plant between Camps 6.","-0.75","-1.416667",NA,NA,"2015","12","07","-0.75","-1.416667",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:33:54-03","EAO","IAN","109037","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon","Pereira, A","Irwin, HS; Pires, JM","47847","Southern America","Brasil","Amapá",NA,NA,"IAN109037",NA,"1960","08","26","Oiapoque","Forest. Near second cachoeira on Rio Iaue, 3km east of confluence with Rio Oiapoque.","-52.366667","2.883333",NA,NA,"2015","12","07","-52.366667","2.883333",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:33:54-03","EAO","IAN","112302","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon","Pereira, A","Pires, JM; Rodrigues, WA","50702","Southern America","Brasil","Amapá",NA,NA,"IAN112302",NA,"1961","09","03",NA,"Occasional along river.","-51.966667","2.216667",NA,NA,"2015","12","07","-51.966667","2.216667",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:33:54-03","EAO","IAN","134394","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon","Pereira, ASS","Silva, NT da","2569","Southern America","Brasil","Pará",NA,"Árvore de 20m e 30cm diam. Flor amarelada.","IAN134394",NA,"1969","08","02",NA,"Planalto A, km 11, mata de terra firme.",NA,NA,NA,NA,"2015","04","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:33:54-03","EAO","IAN","154282","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon","Pereira, ASS","sc","205","Southern America","Suriname",NA,NA,NA,"IAN154282",NA,"1948","02","13",NA,NA,"-56.5","3.6",NA,NA,"2018","06",NA,"-56.5","3.6",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:33:54-03","EAO","IAN","154290","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon","Pereira, ASS","sc","205","Southern America","Suriname",NA,NA,NA,"IAN154290",NA,"1948","02","13",NA,NA,"-56.5","3.6",NA,NA,"2018","06",NA,"-56.5","3.6",NA,NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:36:45-03","EAO","IAN","XILO269","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon","Pereira, ASS","Silva, NT da","2569","Southern America","Brasil","Pará",NA,"Árvore de 20m e 30cm diam. Flor amarelada.","IANXILO269",NA,"1969","08","02",NA,"Planalto A, km 11, mata de terra firme.",NA,NA,NA,NA,"2015","04","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:36:45-03","EAO","IAN","XILO5564X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon",NA,"sc","s.n.","Southern America","Brasil",NA,NA,NA,"IANXILO5564X",NA,"1991","06","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:36:45-03","EAO","IAN","XILO5564X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon",NA,"sc","s.n.","Southern America","Brasil",NA,NA,NA,"IANXILO5564X",NA,"1991","06","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:33:54-03","EAO","IAN","53759","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon","Pereira, A","Black, GA","8406","Southern America","Brasil","Amapá",NA,NA,"IAN053759",NA,"1949","10","05","Oiapoque","Beira do caminho, mata virgem de terra firme.","-51.8349990844727","3.84306001663208",NA,NA,"2015","12","07",NA,NA,"254902","auto",NA,NA,NA,NA,NA
"24","2021-03-30 12:33:54-03","EAO","IAN","127295","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon","Pereira, A","Silva, NT da","918","Southern America","Brasil","Pará",NA,"Árvore com 35m de altura; flor creme.","IAN127295",NA,"1968","09","09","Almeirim","Monte Dourado, Rio Jarí, Planalto A, mata de terra firme.","-52.5816993713379","-1.52332997322083",NA,NA,"2016","12","22",NA,NA,"564600","auto",NA,NA,NA,NA,NA
"25","2021-03-30 12:33:54-03","EAO","IAN","135735","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon","Pereira, A","Pires, JM; Fróes, RL","5059","Southern America","Brasil","Pará",NA,NA,"IAN135735",NA,"1956","07","07","Breves","Perto do Igarapé Arapijó, Transecto para Inventário Florestal.&nf;Q.4 - 70.","-50.4803009033203","-1.68221998214722",NA,NA,"2014","06","10",NA,NA,"134266","auto",NA,NA,NA,NA,NA
"26","2021-03-30 12:33:54-03","EAO","IAN","135734","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon","Pereira, A","Pires, JM; Fróes, RL","5290","Southern America","Brasil","Pará",NA,NA,"IAN135734",NA,"1956","07","07","Breves","Transecto par Inventário Florestal.&nf;20-6 (sp nº3).","-50.4803009033203","-1.68221998214722",NA,NA,"2014","06","10",NA,NA,"134266","auto",NA,NA,NA,NA,NA
"27","2021-03-30 12:33:54-03","EAO","IAN","135736","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benth. ex Pichon","Pereira, A","Pires, JM; Fróes, RL","5452","Southern America","Brasil","Pará",NA,NA,"IAN135736",NA,"1956","07","07","Breves","Transecto par Inventário Florestal.&nf;70-80 (sp nº7ª).","-50.4803009033203","-1.68221998214722",NA,NA,"2014","06","10",NA,NA,"134266","auto",NA,NA,NA,NA,NA
"28","2021-03-30 12:33:57-03","EAO","IAN","38319","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","woodsonianum","Aspidosperma woodsonianum","Markgr.","Woodson","Boschwezen","77","Southern America","Suriname",NA,NA,NA,"IAN038319","IAN038319 IAN038319_e","1942","09","01",NA,NA,"-56.5","3.6",NA,NA,NA,NA,NA,"-56.5","3.6",NA,NA,NA,NA,NA,NA,NA
"29","2019-02-20 13:41:42-03","INPA","INPA-CARPOTECA","140856","Carpo","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon","Leeuwenberg, AJM","Ferreira, CAC","7469","Southern America","Brasil","Rondônia",NA,NA,"INPA0140856","INPA0140856 INPA0140856_e INPA0140856_e1","1986","06","15","Porto Velho","Área do Reservatório da Usina Hidrelétrica de Samuel. Mata de terra, solo argiloso.","-63.716667","-9.5",NA,NA,"1990",NA,NA,"-63.716667","-9.5",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:16:37-03","NBC","NL-BOTANY","U.1079700","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon","Markgraf F","Pires JM; Rodrigues WA; Irvine GC",NA,"Southern America","Brazil","Amapá",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079700 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079700","NL-U1079700","1961","09","12",NA,"Territorio Amapa, Brasil, Rio Araguari.","-51.808333","1.091667",NA,NA,NA,NA,NA,"-51.808333","1.091667",NA,NA,"Magnoliopsidae","U 0227017",NA,NA,NA
"31","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.1050497","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050497 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050497","NL-L1050497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.3977253","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Angel G",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3977253 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3977253",NA,"1994","03","22",NA,"Paracou.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","22255",NA,NA,NA
"33","2020-02-08 09:16:37-03","NBC","NL-BOTANY","U 0262405","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Fouquet",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200262405 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0262405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw31615",NA,NA,NA
"34","2020-02-08 09:16:37-03","NBC","NL-BOTANY","U 0262414","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Schulz JP",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200262414 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0262414",NA,"1960","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw6790",NA,NA,NA
"35","2020-02-08 09:16:37-03","NBC","NL-BOTANY","U.1079701","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Mori SA; Gracie CA",NA,"Southern America","French Guiana","Saint-Laurent-du-Maroni",NA,"Non-flooded moist forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079701 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079701","NL-U1079701","1994","09","19",NA,"French Guiana. Saül and vicinity: Leaux Claires, om hill behind large tourist 'carbet'.","-53.2","3.616667",NA,NA,NA,NA,NA,"-53.2","3.616667",NA,NA,"Magnoliopsidae","U 0182961",NA,NA,NA
"36","2020-02-08 09:16:37-03","NBC","NL-BOTANY","WAG.1475807","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Spada J",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1475807 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1475807","NL-WAG1475807","1978","03","08",NA,"Reserva Forestal da CVRD, Linghares Esp. Santo Est. 161, Km 2,640 talhao 601.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L 0369457","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200369457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0369457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.0966033","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.0966033 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0966033","NL-L0966033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.0966034","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.0966034 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0966034","NL-L0966034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.0966035","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.0966035 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0966035","NL-L0966035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.1050489","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050489 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050489","NL-L1050489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw77",NA,NA,NA
"42","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.1050490","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050490","NL-L1050490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw77",NA,NA,NA
"43","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.1050491","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050491 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050491","NL-L1050491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw77",NA,NA,NA
"44","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.1050492","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050492 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050492","NL-L1050492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw77",NA,NA,NA
"45","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.1050493","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Unknown",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050493 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050493","NL-L1050493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","UW413",NA,NA,NA
"46","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.1050494","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Unknown",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050494 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050494","NL-L1050494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","UW413",NA,NA,NA
"47","2020-02-08 09:16:37-03","NBC","NL-BOTANY","L.1050495","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","album","Aspidosperma album","(Vahl) Benoist ex Pichon",NA,"Stahel G",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1050495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1050495","NL-L1050495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw77",NA,NA,NA
