"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"298","2020-06-25 16:06:25-03","FUVATES","HVAT","2261","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","R. Trevisan","J. Spellmeier","2008","01","09","Brasil","Rio Grande do Sul","Estrela","Linha Arroio do Ouro.","-51.966389","-29.501944","-51º57'59''W","-29º30'7''S",NA,NA,"HVAT00002261",NA,NA,NA,"250",NA,NA,NA,NA,NA,NA,"2008","02","21",NA,NA,NA,NA
"299","2020-09-12 05:00:02-03","US","US","3083736","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","J. Dirven","1952","4",NA,"Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","s.n.","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"300","2020-09-12 05:00:02-03","US","US","3131289","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","J. J. Pipoly & H. Lall","1986","8","9","Guyana","Barima-Waini",NA,"Barima River head; small rapids 1.5 mi W Eclipse Falls; W of Arakaka","-60.0833","7.63333",NA,NA,NA,"10",NA,NA,NA,"Cyperales","8251","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"301","2020-09-12 05:00:02-03","US","US","3413008","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","J. Hoock","1957","12","24","French Guiana",NA,NA,"Rivière de Koru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","475","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"302","2020-09-12 05:00:02-03","US","US","3413007","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","J. Hoock","1956","2","28","French Guiana",NA,NA,"Regina, Distillerie Aubin","-52.13","4.31",NA,NA,NA,NA,NA,NA,NA,"Cyperales","473","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"303","2020-09-12 05:00:02-03","US","US","2540437","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Luces, --","J. A. Steyermark","1960","11","14","Venezuela","Delta Amacuro",NA,"Río Cuyubini, vic of sawmill, between mouth of Río Cuyubini and first main fork at Hacienda Caicarocoro","-60.48","8.35",NA,NA,"90",NA,NA,NA,NA,"Cyperales","87573","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"304","2020-09-12 05:00:02-03","US","US","2368566","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","S. G. Harrison","1958","9","30","Guyana","Demerara-Mahaica",NA,"C.A.S., Mon Repos, East Coast Demerara","-58.05","6.8",NA,NA,NA,NA,NA,NA,NA,"Cyperales","878","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"305","2020-09-12 05:00:02-03","US","US","2540436","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Luces, --","J. A. Steyermark","1960","11","1","Venezuela","Delta Amacuro",NA,"Río Amacuro, Venezuela-British Guiana frontier, Sierra Imataca; upstream from San Victor, past Quebrada Piedradero and Río Matanaima","-62.42","8.45",NA,NA,"65","80",NA,NA,NA,"Cyperales","87190","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"306","2020-09-12 05:00:02-03","US","US","1039456","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","G. S. Jenman","1881","9",NA,"Guyana",NA,NA,"Essequibo R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","1116","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"307","2020-09-12 05:00:02-03","US","US","3413016","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","J. Hoock","1955","10","18","French Guiana",NA,NA,"Rivière de Kouru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","175","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"308","2020-09-12 05:00:02-03","US","US","3413018","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","J. Hoock","1956","2","25","French Guiana",NA,NA,"Approuague, camp at Palmistes","-52.33","4.95",NA,NA,NA,NA,NA,NA,NA,"Cyperales","472","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"309","2020-09-12 05:00:02-03","US","US","3413019","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","J. Hoock","1958","3","15","French Guiana",NA,NA,"Mabury, Savane Gabrielle","-53.18","5.45",NA,NA,NA,NA,NA,NA,NA,"Cyperales","476","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"310","2020-09-12 05:00:02-03","US","US","1690684","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","W. A. Archer","1934","9","7","Guyana","Barima-Waini",NA,"Barima R., below Koriabo, Northwest Dist.","-59.5","7.75",NA,NA,NA,NA,NA,NA,NA,"Cyperales","2527","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"311","2020-09-12 05:00:02-03","US","US","2554015","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","J. Donselaar","1966","11","21","Suriname","Brokopondo",NA,"Brokopondo Village, near","-54.96","5.06",NA,NA,NA,NA,NA,NA,NA,"Cyperales","3843","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"312","2020-09-12 05:00:02-03","US","US","3450041","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Davidse, G.","A. M. Raynal","1978","2","26","French Guiana",NA,NA,"Savane Gabrielle, 28-30 km S of Cayenne","-52.26","4.69",NA,NA,NA,NA,NA,NA,NA,"Cyperales","20150","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"313","2020-09-12 05:00:02-03","US","US","1038871","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","A. S. Hitchcock","1919","11","19","Guyana","Essequibo Isl-W. Demerara",NA,"Parika, 18 mi. W of Georgetown, on Essequibo R.","-58.41","6.86",NA,NA,NA,NA,NA,NA,NA,"Cyperales","16810","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"314","2020-09-12 05:00:02-03","US","US","3413009","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","J. Hoock",NA,NA,NA,"French Guiana",NA,NA,"Crique Ipoucin, Carbet face, Approuague","-52.45","4.15",NA,NA,NA,NA,NA,NA,NA,"Cyperales","477","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"315","2020-09-12 05:00:02-03","US","US","3103245","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","L. P. Kvist, X. Londoño, O. C. Steele, S. Tiwari & M. Tamessar","1987","10","22","Guyana","Demerara-Mahaica",NA,"Near Mahaica village, dikes and water reservoir","-57.9","6.63333",NA,NA,NA,"3",NA,NA,NA,"Cyperales","414","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"316","2020-09-12 05:00:02-03","US","US","3413006","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","J. Hoock","1956","1","18","French Guiana",NA,NA,"Haut Litany, entre C4 et C5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","176","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"317","2020-09-12 05:00:02-03","US","US","3413017","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","J. Hoock","1955","10","18","French Guiana",NA,NA,"Rivière de Koru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","470","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"318","2020-09-12 05:00:02-03","US","US","1038532","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","A. S. Hitchcock","1920","1","16","Guyana","Barima-Waini",NA,"Issorora, vic of, on the Aruka River","-59.83","8.16",NA,NA,NA,NA,NA,NA,NA,"Cyperales","17587","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"319","2020-09-12 05:00:02-03","US","US","3040444","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","H. S. McKee","1963","9","18","Suriname",NA,NA,"Landbouwproef Station, Paramaribo","-55.16","5.83",NA,NA,NA,NA,NA,NA,NA,"Cyperales","10700","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"320","2020-09-12 05:00:02-03","US","US","2913934","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","J.-P. Lescure","1974","1","31","French Guiana",NA,NA,"Savane Gabrielle, Cayenne","-52.26","4.68",NA,NA,NA,NA,NA,NA,NA,"Cyperales","52","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"321","2020-09-12 05:00:02-03","US","US","1038612","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J.","A. S. Hitchcock","1919","11","17","Guyana","Demerara-Mahaica",NA,"Georgetown","-58.16","6.8",NA,NA,NA,NA,NA,NA,NA,"Cyperales","16792","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"322","2020-09-12 05:00:02-03","US","US","101473","PreservedSpecimen","Plantae","Poaceae","Panicum","cordatum","Panicum cordatum","Döll in Mart.",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01106186","US01106186_01",NA,"Cyperales","10159","South America - Neotropics",NA,"Fragmentary material of type specimen ex herb. Copenhagen",NA,NA,"Isosyntype",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"323","2020-09-12 05:00:02-03","US","US","80577","PreservedSpecimen","Plantae","Poaceae","Panicum","cordatum","Panicum cordatum","Döll in Mart.",NA,"A. F. M. Glaziou","1870","2","10","Brazil","Rio de Janeiro",NA,"Quinta.",NA,NA,NA,NA,NA,NA,"US00148378","US00148378_01",NA,"Cyperales","4326","South America - Neotropics",NA,"Photograph and fragmentary material of type specimen ex herb. Berlin.",NA,NA,"Isosyntype",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"324","2020-09-12 05:00:02-03","US","US","101472","PreservedSpecimen","Plantae","Poaceae","Panicum","cordatum","Panicum cordatum","Döll in Mart.",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01106186","US01106186_01",NA,"Cyperales","10159","South America - Neotropics",NA,"Fragmentary material of type specimen ex herb. Copenhagen",NA,NA,"Isosyntype",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"325","2020-09-12 05:00:02-03","US","US","1160487","PreservedSpecimen","Plantae","Poaceae","Panicum","cordatum","Panicum cordatum","Döll in Mart.",NA,"A. F. M. Glaziou","1870","2","10","Brazil","Rio de Janeiro",NA,"Quinta de S. Christorao [Aristorao?], R.J.",NA,NA,NA,NA,NA,NA,"US01165299","US01165299_01",NA,"Cyperales","4326","South America - Neotropics",NA,NA,NA,NA,"Isosyntype",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"326","2020-09-12 05:00:02-03","US","US","80647","PreservedSpecimen","Plantae","Poaceae","Panicum","donacifolium","Panicum donacifolium","Raddi",NA,"G. Raddi",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"US00148447","US00148447_01",NA,"Cyperales","---","South America - Neotropics",NA,NA,NA,NA,"Type fragment",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"327","2020-09-12 05:00:02-03","US","US","80646","PreservedSpecimen","Plantae","Poaceae","Panicum","donacifolium","Panicum donacifolium","Raddi",NA,"G. Raddi",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"US00148446","US00148446_01",NA,"Cyperales","---","South America - Neotropics",NA,NA,NA,NA,"Type fragment",NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"328","2020-09-02 16:36:43-03","Cenargen","CEN","107332","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","J. F. M. Valls","José Francisco Montenegro Valls","1985","05","27","Brasil","MT","COMODORO","Fazenda Estrela do Guaporé, 13,6 km da porteira de entrada e junto de um córrego.","-59.833055","-14.083611","-59.833055","-14.083611","270","270","CEN00107332","CEN00107332",NA,NA,"8883",NA,"Exsicatas","Estolonífera. Restrito a locais encharcados ao longo do córrego.",NA,NA,NA,"1985","05",NA,NA,NA,NA,"4"
"329","2020-09-02 16:36:43-03","Cenargen","CEN","100384","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","J. F. M. Valls","Glocimar Pereira-Silva","2015","11","14","Brasil","RO","PORTO VELHO","Margem esquerda do rio Madeira, transecto 05.","-65.049166","-9.5911111","-65.049166","-9.5911111","90","90","CEN00100384","CEN00100384",NA,NA,"16716",NA,"Exsicatas",NA,NA,NA,NA,"2015","11",NA,NA,NA,NA,"8"
"330","2020-09-02 16:36:43-03","Cenargen","CEN","106468","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V. J. Pott","Vali Joana Pott","2002","05","07","Brasil","MS","AQUIDAUANA","Ex piscicultura Pirah, próximo a Aldeia Limão Verde, 20km N de Aquidauana.","-55.709444","-20.335277","-55.709444","-20.335277","230","230","CEN00106468","CEN00106468",NA,NA,"5482",NA,"Exsicatas","Borda antropizada, de açude de peixe abandonado. Doação Herbário HMS n º 3024.",NA,NA,NA,"2002","05",NA,NA,NA,NA,"1"
"331","2020-09-02 16:36:43-03","Cenargen","CEN","71478","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","J. F. M. Valls","Glocimar Pereira-Silva","2007","05","10","Brasil","TO","PALMEIROPOLIS","Margem esquerda do rio Tocantins (fazenda do Sr. José Martins).","-48.140277","-13.133888","-48.140277","-13.133888","250","250","CEN00071478","CEN00071478",NA,NA,"11726",NA,"Exsicatas","Área de influência direta (lago).",NA,NA,NA,"2016","02",NA,NA,NA,NA,"4"
"332","2020-09-02 16:36:43-03","Cenargen","CEN","77470","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","T. S. Filgueiras & P. L. Viana","Glocimar Pereira-Silva","2010","06","20","Brasil","RO","PORTO VELHO","Margem esquerda do rio Madeira, sítio J. G.","-64.816111","-9.4930555","-64.816111","-9.4930555","90","90","CEN00077470","CEN00077470",NA,NA,"15414",NA,"Exsicatas","Área de influência direta (lago). Inflorescência verde.",NA,NA,NA,"2014","07",NA,NA,NA,NA,"8"
"333","2020-09-02 16:36:43-03","Cenargen","CEN","87419","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","J. F. M. Valls","Marcelo Fragomeni Simon","2014","03","25","Brasil","MT","VILA BELA DA SANTISSIMA TRINDADE","Subindo o rio Alegre, 5 km S da ponte da cidade.","-59.9725","-15.045555","-59.9725","-15.045555","200","200","CEN00087419","CEN00087419",NA,NA,"2407",NA,"Exsicatas","Erva aquática. Entre-nós vináceos.",NA,NA,NA,"2014","07",NA,NA,NA,NA,"2"
"334","2020-09-02 16:36:43-03","Cenargen","CEN","24414","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","J. F. M. Valls","Glocimar Pereira-Silva","1993","12","14","Brasil","GO","CORUMBAIBA","MARGEM ESQUERDA DO RIO CORUMBA. PROXIMO AO EIXO DA BARRAGEM","-48.5614013671875","-18.1424999237061","-4856667.0","-1796667.0","520","520","CEN00024414","CEN00024414",NA,NA,"2124",NA,"Exsicatas",NA,"40186","auto",NA,"2014","07",NA,NA,NA,NA,"3"
"335","2020-09-02 16:36:43-03","Cenargen","CEN","10714","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","J. F. M. Valls","José Francisco Montenegro Valls","1984","04","12","Brasil","MS","COXIM","Margem sul do rio Taquari, no Iate Clube Rio Verde. Ao sul de Coxim.","-54.7599983215332","-18.5067005157471","-5475000.0","-1853333.0","250","250","CEN00010714","CEN00010714",NA,NA,"7559",NA,"Exsicatas","Colmos ascendentes.","102528","auto",NA,"1984","04",NA,NA,NA,NA,"6"
"336","2020-09-02 16:36:43-03","Cenargen","CEN","87413","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","J. F. M. Valls","Marcelo Fragomeni Simon","2014","03","25","Brasil","MT","VILA BELA DA SANTISSIMA TRINDADE","Subindo o rio Alegre, 5 km S da ponte da cidade.","-59.9725","-15.045555","-59.9725","-15.045555","200","200","CEN00087413","CEN00087413",NA,NA,"2401",NA,"Exsicatas","Erva aquática.",NA,NA,NA,"2014","07",NA,NA,NA,NA,"4"
"337","2020-09-02 16:36:43-03","Cenargen","CEN","43158","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","J. F. M. Valls","Glocimar Pereira-Silva","2002","03","05","Brasil","GO","FORMOSA","Margem direita do rio Bezerra, cerca de 1 km a Leste da Lagoa Perta Pé (área do Exército).","-47.334400177002","-15.5371999740601","-4719306.0","-1598500.0","820","820","CEN00043158","CEN00043158",NA,NA,"5978",NA,"Exsicatas","Área de Influência da UHE Queimado; influência direta (lago).","113054","auto",NA,"2014","07",NA,NA,NA,NA,"4"
"338","2021-03-15 18:29:26-03","USP","SPF","206833","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Renvoize, SA","Zappi, DC; Milliken, W; Sasaki, D; Frisby, SM; Henicka, GS; Pena, EM; Leite, RA; Piva, JH","2008","08","27","Brasil","Mato Grosso","Novo Mundo","Parque Estadual do Cristalino, Parque Estadual Cristalino. Extremo nordeste do Parque, subindo o Rio Cristalino.","-55.4215","-9.2812","-55.4215","-9.2812","242","242","SPF00206833","SPF00206833",NA,NA,"1466",NA,NA,"Erva com Inflorescências velhas verde-claras.; Mata de cipó nas proximidades do rio Cristalino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2019-10-07 09:21:58-03","UEFS","HUEFS","27879","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Damasceno-Junior, G.A.","2007","07","14","Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.8300018310547","-21.1352996826172",NA,NA,NA,NA,"HUEFS0027879","HUEFS0027879","Angiospermae","Poales","4827",NA,NA,NA,"49299","auto",NA,NA,NA,NA,"Lilianae",NA,NA,NA
"340","2019-06-11 13:49:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia",NA,"RRC ID Flag","V. A. Funk","1986","5","31","Peru","Madre de Dios",NA,NA,"-70.25","-12",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"8329","South America",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"8329",NA
"341","2019-06-11 13:49:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia",NA,"RRC ID Flag","R. B. Foster","1989","10","1","Peru","Madre de Dios",NA,NA,"-70.25","-12",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"13291","South America",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,"13291",NA
"342","2020-04-09 15:17:39-03","F","FMNH-SEEDPLANTS","V0414364F","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia",NA,NA,"N. Dávila et al.","2007","10","12","Peru","Loreto",NA,"Campsite #2 (Redondococha) on Rapid Biological and Social Inventory #20.","-75.21922222","-0.57130556",NA,NA,"192","235","V0414364F","V0414364F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"343","2019-01-25 15:36:04-02","IAC","IAC","10964","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","C.A.G. Santos","R.M. Aguilar","1946","01","08","Argentina","Chaco","Primero de Mayo","Margarita Belén","-58.96671","-27.26671","-58.96671","-27.26671",NA,NA,NA,NA,NA,NA,"1632",NA,NA,"Material recebido do Instituto Miguel Lillo, Argentina em 14/06/1949.",NA,NA,NA,"1998","11","09",NA,NA,NA,NA
"344","2019-01-25 15:44:35-02","IAC","IAC","18472","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","D.M. Dedecca","E.P. Heringer","1957","04","22","Brasil","Minas Gerais","Paraopeba","Horto Florestal, em campos de cultura","-44.4042","-19.2744","-44.4042","-19.2744",NA,NA,NA,NA,NA,NA,"5574",NA,NA,NA,NA,NA,NA,"1958","01","22",NA,NA,NA,NA
"345","2021-03-23 11:45:27-03","URICER","HPBR","359","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","ZANIN,E.M.","ZANIN,E.M.","1985","04","08","Brasil","RS","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"HPBR000359",NA,NA,NA,NA,NA,NA,NA,"46790","auto",NA,"1985","04","08",NA,NA,NA,"1"
"346","2020-11-04 17:30:23-03","UEM","HUEM","19646","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","K.Kawakita","K.Kawakita; J.M.Garcia; J.G.Servilheri; Rosa, GS; Silva, AS","2010","11","22","Brasil","Paraná","Marilena","rio Areia, cerca de 100m da margem esquerda","-53.25","-22.716667","-53.25","-22.716667","258","258","HUEM000022439",NA,NA,NA,"1430",NA,NA,"Herbácea, 50cm de altura; sinflorescência coloração verde claro; solo alagado; local sombreado.",NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA
"347","2016-06-07 11:25:22-03","UEM","HUEM","15492","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","K.Kawakita","K.Kawakita; V.C.Harthman; J.M.Garcia; L. da S.Santos","2008","12","05","Brasil","Paraná","Porto Rico","córrego Caracu, margem direita, base de pesquisa do Nupélia","-53.2575","-22.769167","-53.2575","-22.769167","258","258",NA,NA,NA,NA,"1005",NA,NA,"Herbáceo; espiguetas coloração verde; solo úmido.",NA,NA,NA,"2013","09",NA,NA,NA,NA,NA
"348","2020-11-04 17:30:23-03","UEM","HUEM","27204","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","K.Kawakita","Lopes, CA","2000","10",NA,"Brasil","Mato Grosso do Sul","Taquarussu","rio Baía","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"HUEM000022926",NA,NA,NA,"s.n.",NA,NA,NA,"63482","auto",NA,"2013","09",NA,NA,NA,NA,NA
"349","2020-11-04 17:30:23-03","UEM","HUEM","22379","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","K.Kawakita","Ma.C.Souza; P.M.Silva","1993","03","09","Brasil","Mato Grosso do Sul","Taquarussu","rio Baía, margem direita","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"HUEM000022429",NA,NA,NA,"22",NA,NA,"Herbáceo; inflorescência coloração verde; frequente na área. Solo alagado.","63482","auto",NA,"2013","09",NA,NA,NA,NA,NA
"350","2019-07-03 20:06:37-03","UEM","HUEM","22458","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","K.Kawakita","Ma.C.Souza; G.F.Pereira; S.R.Slusarski; T.S.Michelan; V.C.Harthman","2000","05","05","Brasil","Paraná","Porto Rico","córrego Caracu, margem direita","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,NA,NA,NA,NA,"1630",NA,NA,"Herbácea; inflorescência coloração verde.","18063","auto",NA,"2013","09",NA,NA,NA,NA,NA
"351","2016-06-07 11:25:22-03","UEM","HUEM","23966","Extra","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","K.Kawakita","K.Kawakita","2011","12","21","Brasil","Paraná","Porto Rico","córrego Caracú, próximo à nascente","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,NA,NA,NA,NA,"1632",NA,NA,"Emersa no meio do córrego com cerca de 2m de largura, cerca de 60cm de altura, cespitosa, pré-foliação convoluta; espiguetas coloração verde claro; frequente no local.","18063","auto",NA,"2013","09",NA,NA,NA,NA,NA
