"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","year","month","continentOcean","preparationType","barcode","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relationshipType","relatedCatalogItem","fieldNumber","infraspecificEpithet"
"107","2020-06-30 18:32:06-03","UFJF","CESJ","48897","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","L.C.S. Assis; M.G. de Avelar; L.M. Bezerra; M.F.A. Calió; R.C. Forzza; L.G.Temponi","1093","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Ponte de Pedra.","-43.793098449707","-21.8425006866455","30417",NA,"Arbusto ca. 60cm alt., no campo rupestre. Caule verde a castanho-acinzentado. Frutos imaturos alvos, transparentes.","auto","D.C. Zappi","2005","01","América do Sul",NA,"CESJ048897",NA,"21",NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA
"108","2019-11-21 14:33:02-03","UFJF","CESJ","16565","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","L. Krieger","CESJ16565","Brasil","Minas Gerais","Olaria","Br 162 Km 163, Serra das Flores","-43.937198638916","-21.8607997894287","15222",NA,"Terreno arenítico, sobre rochas. Flores amarelas, frutos bagas róseas.","auto","I Fernandes","1979","09","América do Sul",NA,"CESJ016565",NA,"06",NA,NA,NA,NA,"1983","07","07",NA,NA,NA,NA,NA
"109","2019-11-21 14:33:02-03","UFJF","CESJ","49595","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","F.S. Souza; S.A. Roman; L.A.S.Abade; O.J. Bastos Neto; G.A.Ferreira; F.K.Jesus","284","Brasil","Minas Gerais","Rio Preto","Serra Negra, Cambuí.","-43.8278007507324","-22.0891990661621","20815",NA,"Epífita em interior de mata, frutos vedes.","auto","L. Menini Neto; D.R. Gonzaga","2007","10","América do Sul",NA,"CESJ049595",NA,"13",NA,NA,NA,NA,"2012","04","21",NA,NA,NA,NA,NA
"110","2019-11-21 14:33:02-03","UFJF","CESJ","60411","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","D.R. Gonzaga; S.G. Furtado; L. Menini Neto","29","Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata do Ninho da Égua.","-43.8278007507324","-22.0891990661621","20815",NA,"Epífita a ca. 1 m, ramos verde-escuros, frutos alvos maduros.","auto","D.R. Gonzaga","2012","09","América do Sul",NA,"CESJ060411",NA,"02",NA,NA,NA,NA,"2012","09","02",NA,NA,NA,NA,NA
"111","2019-11-21 14:33:02-03","UFJF","CESJ","46146","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","C.N. Matozinhos; K. Antunes; N.L. Abreu; F.S. Souza; P.L. Viana","260","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da égua","-43.8278007507324","-22.0891990661621","20815",NA,"Planta epífita em beira de riacho. Ramos pendentes. Inflorescências verdes.","auto","J.A. Lombardi","2005","11","América do Sul",NA,"CESJ046146",NA,"09",NA,NA,NA,NA,"2007","05",NA,NA,NA,NA,NA,NA
"112","2019-11-21 14:33:02-03","UFJF","CESJ","23293","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","L. Krieger; et al.","CESJ23293","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Córrego do Inácio.",NA,NA,NA,NA,"Epífita, frutos bacáceos esbranquiçados.",NA,"D.C. Zappi","1988","12","América do Sul",NA,"CESJ023293","CESJ023293","17",NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA
"113","2019-11-21 14:33:02-03","UFJF","CESJ","23996","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","L. Krieger; et al.","CESJ23996","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Vale Verde.",NA,NA,NA,NA,"Rupícola a beira do riacho. Flores laranja e amarelas.",NA,"S.M.S. Verardo","1988","11","América do Sul",NA,"CESJ023996","CESJ023996","19",NA,NA,NA,NA,"1989","08","16",NA,NA,NA,NA,NA
"114","2019-11-21 14:33:02-03","UFJF","CESJ","60591","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","D.R. Gonzaga; G.A. Souza; L.L. Justino; M.R.M. Silva","33","Brasil","Minas Gerais","Rio Preto","Mata do Cambuí, -22.01291S, -43.86288W.","-44.441333","-22.02475",NA,NA,"Epífita; a ca. 4m; botões florais creme e flores amarelas.",NA,"D.R. Gonzaga","2012","09","América do Sul",NA,"CESJ060591",NA,"29",NA,NA,"-44.441333","-22.02475","2012","09","29",NA,NA,NA,NA,NA
"115","2019-11-21 14:33:02-03","UFJF","CESJ","52413","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","F.R.G. Salimena; P.H. Nobre","2744","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Estrada para monte Verde de Cima.","-43.791889","-21.922306",NA,NA,"Epífita no interior de mata, frutos verdes claros.",NA,"L. Menini Neto","2008","11","América do Sul",NA,"CESJ052413",NA,"15","912","912","-43.791889","-21.922306","2009","07",NA,NA,NA,NA,NA,NA
"116","2019-11-21 14:33:02-03","UFJF","CESJ","60700","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","D.E.F. Barbosa; L. Menini Neto","33","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","-43.182222","-21.655833",NA,NA,"Interior de floresta, próximo ao curso d'água. Epífita a 2m de altura, fruto hialino com ápice arroxeado.",NA,"L. Menini Neto","2012","01","América do Sul",NA,"CESJ060700",NA,"19","750","800","-43.182222","-21.655833","2012","01","19",NA,NA,NA,NA,NA
"117","2019-11-21 14:33:02-03","UFJF","CESJ","60701","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","D.E.F. Barbosa; L. Menini Neto; S.G. Furtado","126","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","-43.182222","-21.655833",NA,NA,"Interior de floresta, próximo ao curso d'água. Epífita em tronco, a ca. 3m alt. Caule verde-escuro, flores laranja.",NA,"L. Menini Neto","2012","10","América do Sul",NA,"CESJ060701",NA,"06","750","800","-43.182222","-21.655833","2012","10","06",NA,NA,NA,NA,NA
"118","2019-11-21 14:33:02-03","UFJF","CESJ","67768","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","D.E.F. Barbosa; G.A. Basilio","153","Brasil","Minas Gerais","Lima Duarte","Conceição de Ibitipoca, Fazenda do Tanque, Floresta semidecidual montana","-43.913333","-21.698611",NA,NA,"Epífita facultativa, cespitosa. Frutos hialinos maculados de castanho. Interior e borda de mata.",NA,"L. Menini Neto","2013","12","América do Sul",NA,"CESJ067768",NA,"08","1300","1300","-43.913333","-21.698611","2013",NA,NA,NA,NA,NA,NA,NA
"119","2019-11-21 14:33:02-03","UFJF","CESJ","67827","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","D.E.F. Barbosa; G.A. Basilio","212","Brasil","Minas Gerais","Lima Duarte","Conceição de Ibitipoca, Fazenda do Tanque, Floresta semidecidual montana","-43.913333","-21.698611",NA,NA,"Epífita facultativa, cespitosa. Flores amarelas. Interior e borda de mata.",NA,"L. Menini Neto","2014","09","América do Sul",NA,"CESJ067827",NA,"28","1300","1300","-43.913333","-21.698611","2014",NA,NA,NA,NA,NA,NA,NA
"120","2019-11-21 14:33:02-03","UFJF","CESJ","71604","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","D.R. Gonzaga; A.M. Moraes; M.A. Martins; M.A. Milward-de-Azevedo; L.F. Skinner","412","Brasil","Minas Gerais","Pedra Bonita","Parque Estadual Serra do Brigadeiro, Fazenda Brigadeiro, trilha Matipó","-42.378889","-20.5825",NA,NA,"Epífita a ca. 5m, frutos alvos e levemente róseos maduros. Floresata Ombrófila Densa.",NA,"D.R. Gonzaga","2015","01","América do Sul",NA,"CESJ071604",NA,"15","1451","1451","-42.378889","-20.5825","2015","01","15",NA,NA,NA,NA,NA
"121","2019-11-21 14:33:02-03","UFJF","CESJ","26287","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","M.C. Brügger","s.n.","Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465","20996",NA,NA,"auto",NA,"1993","02","América do Sul",NA,"CESJ026287",NA,"03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 14:33:02-03","UFJF","CESJ","56045","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","F.S. Souza; J.H.C. Ribeiro; C.O.Rezende","898","Brasil","Minas Gerais","Descoberto","Serra do Relógio, RPPN Alto da Boa Vista","-42.9674987792969","-21.4596996307373","11991",NA,"Epífita no interior de mata. Botões florais verdes.","auto","D.R. Gonzaga","2010","04","América do Sul",NA,"CESJ056045",NA,"09",NA,NA,NA,NA,"2014","01","21",NA,NA,NA,NA,NA
"123","2020-06-30 18:32:06-03","UFJF","CESJ","46959","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","F.R.G. Salimena; F.M. Ferreira; P.L. Viana","1305","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Norte do Parque.","-43.793098449707","-21.8425006866455","30417",NA,"Subarbusto ca. 30cm no campo rupestre. Frutos róseos.","auto","L. Menini Neto; D.R. Gonzaga","2006","03","América do Sul",NA,"CESJ046959",NA,"06",NA,NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA
"124","2019-11-21 14:33:02-03","UFJF","CESJ","21541","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","R.F. Novelino; M.C. Brügger; F.M. Meirelles; R.D.V.Braga","s.n.","Brasil","Minas Gerais","Lima Duarte","Serra da Capoeira Grande","-43.793098449707","-21.8425006866455","30417",NA,"Epífita na mata de galeria a 1400m. Estéril.","auto","D.C. Zappi","1987","07","América do Sul",NA,"CESJ021541",NA,"17",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 14:33:02-03","UFJF","CESJ","48701","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","N.L. Abreu; L. Menini Neto; E.A. Feliciano","167","Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata do Cambuí.","-43.8278007507324","-22.0891990661621","20815",NA,"Epífita no interior da mata. Frutos hialinos.","auto","J.A. Lombardi","2007","03","América do Sul",NA,"CESJ048701",NA,"18",NA,NA,NA,NA,"2007","05",NA,NA,NA,NA,NA,NA
"126","2021-03-01 16:27:13-03","UNICAMP","UEC","098102","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Torezan, JMD; Arima, LIA; Pimenta, JA; Resende, JCF; Sifuentes, DVO; Rodrigues, RR","757","Brazil","Paraná","Sengés","Fazenda Pisa-Papel e celulose.","-49.403889","-24.202222",NA,NA,"Erva, epífita, frutos maduros róseos.; Floresta Higrófila, mata perturbada.",NA,"Souza, VC","1997","12",NA,NA,"UEC041222","UEC041222","18",NA,NA,"-49.403889","-24.202222","1997","12",NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:27:13-03","UNICAMP","UEC","109559","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Zappi, DC; Amaral, MCE; Costa, CB; Aona, LYS; Belinello, R","368","Brazil","Rio de Janeiro","Santa Maria Madalena","Subida da Pedra Dubois.","-41.991481","-21.94345",NA,NA,"Epífita ereta, estéril.; Mata semidecídua circundando o afloramento de gnaisse.",NA,"Zappi, DC","1999","11",NA,NA,"UEC041216","UEC041216","22","900","1140","-41.991481","-21.94345","1999",NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:27:13-03","UNICAMP","UEC","109592","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Zappi, DC; Amaral, MCE; Costa, CB; Aona, LYS; Belinello, R","340","Brazil","Rio de Janeiro","Resende","Visconde de Mauá, Estrada para a cidade, Km 26.","-44.524722","-22.333889",NA,NA,"Epífita com ramos eretos, flores alaranjadas. Material em Álcool. Mata com Rudgea Jasminoides e R. triflora (Rubiaceae) crescendo juntas, estéreis.; Mata no alto da serra, à beira da estrada.",NA,"Zappi, DC","1999","11",NA,NA,"UEC041227","UEC041227","19","1260","1260","-44.524722","-22.333889","1999",NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:27:13-03","UNICAMP","UEC","110277","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Zappi, DC; Costa, CB; Aona, LYS; Belinello, R","440","Brazil","Espírito Santo","Santa Teresa","Fazenda Santa Lúcia.","-40.543611","-19.956667",NA,NA,"Epífita ereta, frutos verdes a rosados, álcool.; Mata de altitude.",NA,"Zappi, DC","1999","11",NA,NA,"UEC041230","UEC041230","25","800","800","-40.543611","-19.956667","1999",NA,NA,NA,NA,NA,NA,NA
"130","2019-08-20 10:08:42-03","UNICAMP","UEC","137479","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Breier, TB; Budke, JC","0471","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Núcleo Sete Barras.","-47.916667","-24.166667",NA,NA,NA,NA,"Breier, TB","2002","08",NA,NA,"UEC041220","UEC041220","18",NA,NA,"-47.916667","-24.166667","2004","09",NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:27:13-03","UNICAMP","UEC","137480","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Breier, TB; Dittrich, VAO","0655","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, parcelas permanentes.","-47.916667","-24.166667",NA,NA,"Na parcela J11, caída no solo, flor amarela.",NA,"Breier, TB","2002","09",NA,NA,"UEC041217","UEC041217","27",NA,NA,"-47.916667","-24.166667","2004","09",NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:27:13-03","UNICAMP","UEC","161548","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Almeda, F; Martins, AB; Fritsch, PW; Belinello, R","8414","Brazil","Minas Gerais","Ouro Preto","Estação Ecológica Tripui. Along abandoned railroad track that crosses Córrego Tripui several times.","-43.536944","-20.395",NA,NA,"Terrestrial perennial 0,5 m tall. Perianth yellow. Uncommon. On Vertical shistose banks along the river.",NA,"Gonzaga, DR","2001","10",NA,NA,"UEC039127","UEC039127","09","1182","1182","-43.536944","-20.395","2015","09","15",NA,NA,NA,NA,NA
"133","2021-03-01 16:27:13-03","UNICAMP","UEC","73685","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Goldenberg, R; Shepherd, GJ","83","Brazil","São Paulo","Queluz","Ca. de 9 km ao norte de Queluz; beira do Rio das Cruzes.","-44.781667","-22.455556",NA,NA,"Mata, Epífita. Frutos brancos.",NA,"Zappi, DC","1995","04",NA,NA,"UEC041221","UEC041221","07",NA,NA,"-44.781667","-22.455556","1999","12",NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:27:13-03","UNICAMP","UEC","90222","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Leitão Filho, HF; et al.","32881","Brazil","São Paulo",NA,"BR 116, a 10 km de Barra do Turvo.",NA,NA,NA,NA,"Epífita, frutos róseos.",NA,"Aona, LYS","1994","02",NA,NA,"UEC041228","UEC041228","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-08-20 10:08:42-03","UNICAMP","UEC","125646","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Meireles, LD","825","Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Mista","-46.1446990966797","-22.7553005218506","22140",NA,"Epífita ereta, frutos verdes à avermelhados, flores e botões-florais alaranjados, sobre podocarpus.","auto","Meireles, LD","2001","12",NA,NA,"UEC087533","UEC087533","13",NA,NA,NA,NA,"2003","01",NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:27:13-03","UNICAMP","UEC","135636","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Simões, AO; Singer, RB","268","Brazil","Minas Gerais","Carrancas","Fazenda Grão-Mogol, mata junto a córrego.","-44.6425018310547","-21.4874992370605","21143",NA,"Epífita, flores amarelo-douradas. Em interior de mata.","auto","Saller, A","1998","09",NA,NA,"UEC041371","UEC041371","19",NA,NA,NA,NA,"2011","09","13",NA,NA,NA,NA,NA
"137","2021-03-01 16:27:13-03","UNICAMP","UEC","130850","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Pavão, OC; et al.","27093","Brazil","Paraná","Tamarana","Fazenda Pacaimbu.","-51.0971984863281","-23.7233009338379","23681",NA,"Árvore 3 m; frutos imaturos verdes; trilha no meio da mata.","auto","Freitas, MF","1999","04",NA,NA,"UEC041225","UEC041225","25",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:27:13-03","UNICAMP","UEC","59819","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Lombardi, JA","95","Brazil","São Paulo","Atibaia","Cultivada em Piracicaba-SP. Coletada na Fazenda Grota Funda, Atibaia-SP.","-46.5499992370605","-23.1100006103516","21675",NA,"Erva rupicola, ramo A cultivado ao sol, ramos curtos e avermelhados.","auto","Lombardi, JA","1992","06",NA,NA,"UEC041213","UEC041213","10",NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:27:13-03","UNICAMP","UEC","59152","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Bernacci, LC; Grombone-Guaratini, MT; Meira Neto, JAA","21430","Brazil","São Paulo","Atibaia","Fazenda Grota Funda.","-46.5499992370605","-23.1100006103516","21675",NA,"Erva rupícola, frutos róseos translúcidos, dentro da mata.","auto",NA,"1988","01",NA,NA,"UEC041223","UEC041223","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-08-20 10:08:42-03","UNICAMP","UEC","140452","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Breier, TB","1281","Brazil","São Paulo","Atibaia","Grota Funda.","-46.5499992370605","-23.1100006103516","21675",NA,NA,"auto","Breier, TB","2005","06",NA,NA,"UEC041229","UEC041229","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:27:13-03","UNICAMP","UEC","116148","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Aona, LYS; Faria, AD; Singer, R","777","Brazil","São Paulo","Atibaia","Grota Funda, afloramento dentro de mata.","-46.5499992370605","-23.1100006103516","21675",NA,"Sobre rochas, tépalas amarelas, 8-9 mm compr. pericarpelo 4 mm, fruto amarelo esverdeado a róseo, 3-7 mm.","auto","Aona, LYS","2000","10",NA,NA,"UEC041224","UEC041224","22","900","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:27:13-03","UNICAMP","UEC","136038","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Pansarin, ER","520","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758","17840",NA,"Flores amarelas Planta mandita em cultivo na casa de vegetação da UNICAMP, florescendo em 09/2004","auto","Aona, LYS","2002","11",NA,NA,"UEC041219","UEC041219","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:27:13-03","UNICAMP","UEC","85817","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose","Kiyama, CY; Simão-Bianchini, R; Rossi, L; Shirasuna, RT","50","Brazil","São Paulo","Salesópolis","Estação Biológica de Boracéia. Estrada para a barragem da SABESP no Rio Guaratuba.","-45.8400001525879","-23.5300006866455","18032",NA,"Epífita, botões amarelo-ouro. Frutos imaturos verde claro.","auto","Catharino, ELM","1994","09",NA,NA,"UEC041226","UEC041226","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-05 16:46:30-03","UFOP","OUPR","24875","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Cândido, E.S.; Stehmann, J.R.; Silva, J.L. & Bünger, M.O.","329","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Mata do Morro do Cachorro.","-43.507278","-20.422472",NA,NA,"Herbácea, 1m, frutos maduros rosa escuro. Coletada em tronco no interior da mata. Floresta.",NA,"Cândido, E.S.","2010","02",NA,NA,NA,NA,"11","1478","1478","-43.507278","-20.422472","2011","04","03",NA,NA,NA,NA,NA
"145","2019-11-05 16:46:30-03","UFOP","OUPR","25161","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Ferreira, M.T.M.","23","Brasil","Minas Gerais","Ouro Preto","Serra da Brígida, Parque Natural Municipal das Andorinhas.","-43.503056","-20.359722",NA,NA,"Epífita, pétalas amarelas, frutos róseos. Floresta estacional semidecidual altimontana, cercada por campo rupestre, acentuado declive, árvores com altura máxima de 8m, episódios frequentes de neblina no período da manhã.",NA,"Mota, R.C. da","2010","05",NA,NA,NA,NA,"04","1490","1490","-43.503056","-20.359722","2010","05",NA,NA,NA,NA,NA,NA
"146","2019-11-05 16:46:30-03","UFOP","OUPR","25397","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Freitas, G.P.P.; Antônio-Silva, L.","168","Brasil","Minas Gerais","Ouro Preto","APA Cachoeira das Andorinhas, Serra da Brígida. Campo sobre canga","-43.503475","-20.357758",NA,NA,"Herbácea, aproximadamente 48cm de altura. Frutos róseos claros e alguns róseos escuros. Botões florais esverdeados",NA,NA,"2010","03",NA,NA,NA,NA,"15","1466","1466","-43.503475","-20.357758",NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-05 16:46:30-03","UFOP","OUPR","25398","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Freitas, G.P.P.; Scalon, V.R.; Silva, J.L. & Martins, C.","7","Brasil","Minas Gerais","Ouro Preto","APA Cachoeira das Andorinhas, Serra da Brígida. Campo sobre canga","-43.503475","-20.357758",NA,NA,"Herbácea epífita, 15cm de altura. Vegetativa",NA,NA,"2009","07",NA,NA,NA,NA,"23","1466","1466","-43.503475","-20.357758",NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-05 16:46:30-03","UFOP","OUPR","29728","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Rossi, B.","s.n.","Brasil","Minas Gerais","Ouro Preto","Serra das Camarinhas","-43.504839","-20.388639",NA,NA,"Planta herbácea, crescendo sobre afloramento rochoso. Campo rupestre.",NA,NA,"2017","08",NA,NA,NA,NA,"06","1400","1400","-43.504839","-20.388639",NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-06 10:13:51-03","UFOP","OUPR","30417","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Badia, C.C.V.; Soldevila, A. & Zeferino, L.C.","30","Brasil","Minas Gerais","Ouro Preto","Serra das Camarinhas, Morro São Sebastião. A trilha se inicia na antiga pedreira e termina na nascente do Rio das Velhas, próxima à Rua das Camarinhas.","-43.505294","-20.382583",NA,NA,"Herbácea, flores com corola alaranjada.; Localizada na superfície do bloco em frente ao poroso, em área exposta ao sol e com pouco substrado.",NA,"Badia, C.C.V.","2017","10",NA,NA,NA,NA,"19",NA,NA,"-43.505294","-20.382583","2017","12",NA,NA,NA,NA,NA,NA
"150","2019-11-05 16:46:30-03","UFOP","OUPR","8872","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Nogueira, R.E.; Messias, M.C.T.B.","279","Indisponível",NA,NA,NA,NA,NA,NA,NA,"Erva epífita, flores com corola amarela.",NA,NA,"1999","10",NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-05 16:46:30-03","UFOP","OUPR","17449","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","Britton & Rose","Rochelle, A.L.C.","113","Brasil","Minas Gerais","Ouro Preto","APA Estadual Cachoeira das Andorinhas, Camarinhas.","-43.5080986022949","-20.2875003814697","44599",NA,"Rupícola sobre quartzito. Campo rupestre.","auto",NA,"2003","04",NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
