"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","dayIdentified","individualCount","class"
"48","2020-11-27 11:33:12-03","UFU","HUFU","71844","S","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera","Isotype","Hatschbach, G.","29951","1972","08","06",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,"Arbusto 2m, capítulos creme.; Margem córrego, zona de campo.","HUFU00070467",NA,NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA
"49","2020-03-16 13:43:57-03","UFU","HUFU","67250","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Fernandes, M.G.C.; et al.","1544","2012","07","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, BrumPPN. Ponto 108 636082 7894777 1312 m.","-43.7144012451172","-19.1688995361328",NA,"Flores cremes.; Arbusto Cerrado Campo rupestre. Levantamento florístico do RPPN.","HUFU00048807","HUFU00048807","Nakajima, J.N.","2016","03",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"50","2020-03-16 13:43:57-03","UFU","HUFU","62380","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Roque, N.; Artui, J.P.; Parra, L.R. & Sano, P.T.","297","1996","08","16",NA,"Brasil","Bahia","Diamantina","Estrada para Guinda, Local alterado pela extração de diamantes. Campo pertubado com afloramentos rochosos. Em beira de rio, solo úmido.",NA,NA,NA,"Árvore ca. 2m alt. brácteas involucrais, corola, estames e estilete creme-esverdeadpos.","HUFU00048804","HUFU00048804","Franco, I.M.","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-03-16 13:43:57-03","UFU","HUFU","62381","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Lima, L.R.; Santo, P.T.; Costa, F.N.; Scatena, V.; Santos G.A.G.; Rosa, M.M. & Coan, A.I.","50","1999","08","19",NA,"Brasil","Minas Gerais","Biribiri","Estrada Diamantina - Biribiri, Riacho dos cristais, na margem do riacho,",NA,NA,NA,"Arbusto, ca. 1,5m. alt. Flores brancas.","HUFU00048803","HUFU00048803","Franco, I.M.","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-03-16 13:43:57-03","UFU","HUFU","63723","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Franco, I.M.; Marques, D.; Araújo, I.M. & Silva, K.R.","1011","2012","06","25",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Serra do Carimbo.","-43.654722","-18.139167",NA,"Arbusto. Ramos decumbente. flores creme amareladas, com odor adocicado de mel. Presença de visitantes (formigas).; Cerrado rupestre. Próximo à área antropizada. Aloramento rochoso em curso d'água (Córrego do Carimbo).","HUFU00048802","HUFU00048802","Franco, I.M.","2014",NA,"-43.654722","-18.139167","891","891",NA,NA,NA,NA,NA
"53","2020-03-16 13:43:57-03","UFU","HUFU","64628","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Franco, I.M.; Andrino, C.O.; Marques, D.; Araújo, I.M. & Silva, K.R.","1067","2012","09","18",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Córrego do Mocotó.","-43.6125","-18.144722",NA,"Arvoreta. Flores creme amareladas cm cheiro adocicado de mel. Pápus cor de palha. Presença de flor e fruto.; Ao lado de curso d'água em solo arenoso pedregoso.","HUFU00048801","HUFU00048801","Franco, I.M.","2014",NA,"-43.6125","-18.144722","1053","1053",NA,NA,NA,NA,NA
"54","2020-03-16 13:43:57-03","UFU","HUFU","64631","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Franco, I.M.; Andrino, C.O.; Marques, D.; Araújo, I.M. & Silva, K.R.","1064","2012","09","18",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Saída do Córrego da Taioba.","-43.614722","-18.145278",NA,"Arvoreta, ca. 2m. Invólucro esverdeado. Flores passadas.; Cerrado rupestre. Fenda de rocha em afloramento rochoso.","HUFU00048809","HUFU00048809","Franco, I.M.","2014",NA,"-43.614722","-18.145278","1047","1047",NA,NA,NA,NA,NA
"55","2020-03-16 13:43:57-03","UFU","HUFU","67239","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Fernandes, M.G.C.; et al.","1440","2012","07","09",NA,"Brasil","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, BrumPPN. (Ponto 98, 634720 789813 1223 m.) Mirante do Vale do rio das Pedras perto do Pico do Sol.","-43.7144012451172","-19.1688995361328",NA,"Flores brancas com cheiro desagradável.; Arbustivo Cerrado Campo brejoso. Levantamento florístico do RPPN.","HUFU00048805","HUFU00048805","Nakajima, J.N.","2016","03",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"56","2020-03-16 13:43:57-03","UFU","HUFU","67689","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","hatschbachii","Moquiniastrum hatschbachii","(Cabrera) G. Sancho",NA,"Ordones, J.; et al.","2167","2013","01","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, Levantamento florítico do RPPN Brumas do Espinhaço e Ermo dos Geriais. Ermo.","-43.7144012451172","-19.1688995361328",NA,"Arbustivo. Flores cremes.; Cerrado. Campo rupestre.","HUFU00048806","HUFU00048806","Nakajima, J.N.","2016","03",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"57","2009-01-16 13:37:02-02","CAS","CAS-BOT","2860","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera","isotype","Hatschbach, Gerdt","29951","1972","8",NA,"South America","Brazil","Minas Gerais",NA,"Serra do Cipo (mun. Jaboticatuba)",NA,NA,NA,"Arbusto 2 m, capitulos creme",NA,NA,"A. Cabrera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"58","2019-11-21 10:00:39-03","IBt","SP","166600","S","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Menezes, NL; Semir, J; Furlan, A; Pirani, JR; Castro, NM","CFSC6332","1980","07","21",NA,"Brasil","Minas Gerais","Jaboticatubas","Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"Monge, M","2010","12",NA,NA,NA,NA,"31264","auto",NA,NA,NA
"59","2019-11-21 10:00:39-03","IBt","SP","143826","S","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Semir, J; Sazima, M","CFSC4745","1973","10","31",NA,"Brasil","Minas Gerais","Jaboticatubas","Km 120 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"Monge, M","2010","12",NA,NA,NA,NA,"31264","auto",NA,NA,NA
"60","2019-11-21 10:00:39-03","IBt","SP","143583","S","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Semir, J; Sazima, I; Giulietti, AM","CFSC4344","1973","09","03",NA,"Brasil","Minas Gerais","Jaboticatubas","Km 126 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"Monge, M","2010","12",NA,NA,NA,NA,"31264","auto",NA,NA,NA
"61","2019-11-21 10:00:39-03","IBt","SP","184529","S","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Forero, E; Wanderley, MGL; Menezes, NL; Dietrich, SMC","7974","1980","09","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 107 caminho para Usina Dr. Pacífico Mascarenhas","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Monge, M","2010","12",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"62","2019-11-21 10:00:39-03","IBt","SP","209916","S","Plantae",NA,NA,"Asteraceae","Gochnatia","hatschbachii","Gochnatia hatschbachii","Cabrera",NA,"Semir, J; Wanderley, MGL; Henrique, MC; Pirani, JR","CFSC5595","1979","08","14",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 126 antigo","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Monge, M","2010","12",NA,NA,NA,NA,"26557","auto",NA,NA,NA
