"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","sex"
"11","2021-04-05 14:33:29-03","UNESC","CRI","4904","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Vanilde Citadini- Zanette",NA,"Aurea S. Werche",NA,"1995","10","22","Brasil","Santa Catarina","Braço do Norte",NA,"-49.165833","-28.275556","49º9'57''W","28º16'32''S","Habitat: interior da mata","CRI002252","CRI002252",NA,NA,"89","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:14-03","UNESC","CRI","6128","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Vanilde Citadini- Zanette",NA,"Zenaide P. Topanotti","144","1996","09","15","Brasil","Santa Catarina","Nova Veneza",NA,"-49.498056","-28.637222","49º29'53''W","28º38'14''S","Habitat: interior da mata","CRI002278","CRI002278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:14-03","UNESC","CRI","6549","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Dolores Bosa","1999","Dolores Bosa; Magali Romagna",NA,"1999","10","17","Brasil","Santa Catarina","Morro Grande","Nova Roma.","-49.721111","-28.801111","49º43'16''W","28º48'4''S","Habitat: interior da mata Habito: arvoreta","CRI002273","CRI002273","10","17","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:13-03","UNESC","CRI","2767","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","L. B. Smith",NA,"Reitz; Klein","8091","1958","12","17","Brasil","Santa Catarina","Lauro Muller","Vargem Grande.","-49.396944","-28.393333","49º23'49''W","28º23'36''S","Habitat: mata Habito: árvore","CRI002257","CRI002257",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 15:16:31-03","UNESC","CRI","14745","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Vanilde Citadini-Zanette","2000","Jairo J. Zocche; Rogério & Marinalda",NA,"2000","09","30","Brasil","Santa Catarina","Turvo",NA,"-49.681944","-28.928056","49º40'55''W","28º55'41''S","Habito: Arbóreo","CRI014070","CRI014070","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:25:13-03","UNESC","CRI","1149","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Vanilde Citadini- Zanette",NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Ricardo Ribeiro Rodrigues","1399","1992","04","07","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S",NA,"CRI002266","CRI002266",NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:25:13-03","UNESC","CRI","1210","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Marcos Sobral",NA,"Vanilde Citadini-Zanette; Robson dos Santos","1455","1992","10","15","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S",NA,"CRI002285","CRI002285",NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:25:13-03","UNESC","CRI","1051","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Marcos Sobral",NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Clair Maria Martinello","1329","1991","10","24","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S",NA,"CRI002264","CRI002264",NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:25:13-03","UNESC","CRI","11224","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","A. L. de Gasper","2009","A.L. de Gasper; E. Brogni","2414","2009","09","15","Brasil","Santa Catarina","Brusque","RPPN Chácara Edith.","-48.896667","-27.100833","48º53'48''W","27º6'3''S","Floresta Ombrófila Densa Habitat: borda da mata Habito: arbustiva","CRI002247","CRI002247","09","15","112","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:33:29-03","UNESC","CRI","1775","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","V. C. Zanette",NA,"V. Citadini-Zanette; C. M. Martinello & A. J. de Aguiar","1752","1993","04","29","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","Habito: árvore","CRI002280","CRI002280",NA,NA,"110","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:25:13-03","UNESC","CRI","15235","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Aline Votri Guislon & Felipe Seron","2018","Aline V. Guislon; Renato Colares; Felipe Seron & Iara Z. Zanoni",NA,"2018","09","25","Brasil","Santa Catarina","Criciúma","APA Morro Albino e Estevão. Área L5 (Florística)","-49.358056","-28.749444","49º21'29''W","28º44'58''S","Habito: Arvoreta","CRI014650","CRI014650","09","25","170","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:33:29-03","UNESC","CRI","5202","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Vanilde Citadini- Zanette",NA,"V. Citadini-Zanette; V. Boff & A. Gozçe.","2353","1996","09","20","Brasil","Santa Catarina","Urussanga","Santana.","-49.321111","-28.518333","49º19'16''W","28º31'6''S",NA,"CRI002250","CRI002250",NA,NA,"48","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:25:13-03","UNESC","CRI","14578","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Aline Votri Guislon & Renato Colares","2018","Aline Votri Guislon; Renato Colares & Lucas Oliveira",NA,"2018","08","30","Brasil","Santa Catarina","Criciúma","APA Morro Albino e Esteves (L4)","-49.363611","-28.746944","49º21'49''W","28º44'49''S","Flor amarela. Habito: Arbóreo","CRI013883","CRI013883","08","30","140","140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:33:29-03","UNESC","CRI","5351","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","J. A. Jarenkow",NA,"J. A. Jarenkow","2147","1992","10","01","Brasil","Rio Grande do Sul","Torres","Perdida.","-49.727222","-29.335833","49º43'38''W","29º20'9''S","Habitat: mata atlântica de encosta Habito: árvore","CRI002272","CRI002272",NA,NA,"36","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:25:13-03","UNESC","CRI","1959","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","L. B. Smith",NA,"R. M. Klein","10194","1972","08","18","Brasil","São Paulo","São Paulo","Instituto de Biociência, Cidade Universitária.","-46.630278","-23.540556","46º37'49''W","23º32'26''S","Habito: arvoreta","CRI002268","CRI002268",NA,NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:25:14-03","UNESC","CRI","6754","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","L. B. Smith",NA,"R. M. Klein",NA,"1964","08","29","Brasil","Santa Catarina","Itapiranga",NA,"-53.7125","-27.17","53º42'45''W","27º10'12''S",NA,"CRI002275","CRI002275",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:25:14-03","UNESC","CRI","6738","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.",NA,NA,"Reitz & Klein","8901","1958","12","17","Brasil","Santa Catarina","Lauro Muller","Vargem Grande, Lauro Muller.","-49.395833","-28.391667","49º23'45''W","28º23'30''S",NA,"CRI002281","CRI002281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:25:13-03","UNESC","CRI","11954","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Aline Votri Guislon","2013","Aline Votri Guislon; Altamir Rocha Antunes; Robson dos Santos & Peterson Teodoro Padilha",NA,"2013","09","14","Brasil","Santa Catarina","Grão Pará",NA,"-49.421389","-28.136944","49º25'17''W","28º8'13''S",NA,"CRI010100","CRI010100","09","14","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-05 14:25:14-03","UNESC","CRI","813","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Vanilde Citadini- Zanette",NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Valdemar Piazza Boff","1176","1991","09","12","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S",NA,"CRI002274","CRI002274",NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-05 14:25:13-03","UNESC","CRI","11820","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Guilherme Lodetti",NA,"Guilherme Alves Elias; Robson dos Santos, Peterson T. Padilha & Guilherme Lodetti",NA,"2016","04","04","Brasil","Santa Catarina","Grão Pará","Parque Estadual Serra Furada.","-49.389167","-28.188889","49º23'21''W","28º11'20''S","Floresta Ombrófila Densa Montana Habito: árvore","CRI002249","CRI002249",NA,NA,"502","502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-05 14:25:13-03","UNESC","CRI","2013","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","L. B. Smith",NA,"R. M. Klein","5563","1964","08","27","Brasil","Santa Catarina","Xaxim",NA,"-52.535","-26.962222","52º32'6''W","26º57'44''S",NA,"CRI002255","CRI002255",NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-05 14:25:13-03","UNESC","CRI","12084","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Verdi, M","2010","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3674","2010","02","19","Brasil","Santa Catarina","Lauro Muller","Rio Oratório/Cabo Aereo.","-49.499722","-28.35","49º29'59''W","28º21'0''S","Florística IFFSC 95 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva;","CRI010262","CRI010262","02","19","449","449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-05 14:25:14-03","UNESC","CRI","5100","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","V. C. Zanette",NA,"V. Citadini-Zanette; V. Boff","2253","1996","09","19","Brasil","Santa Catarina","Lauro Muller","Rio Rocinha.","-49.396944","-28.393333","49º23'49''W","28º23'36''S","Habitat: interior da mata Habito: árvore","CRI002269","CRI002269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-05 14:25:13-03","UNESC","CRI","13000","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","Seubert, RC","2014","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","20","2014","09","08","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí. Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.196667","-27.101667","49º11'48''W","27º6'6''S","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arvoreta;","CRI011731","CRI011731","09","08","722","722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-05 14:33:29-03","UNESC","CRI","8446","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","concolor","Gymnanthes concolor","(Spreng.) Müll.Arg.","Vanilde C. Zanette",NA,"Régis Cardoso da Silva",NA,"2009","01","01","Brasil","Rio Grande do Sul","Torres","Parque Estadual Itapeva.","-49.727222","-29.335833","49º43'38''W","29º20'9''S",NA,"CRI002445","CRI002445",NA,NA,"36","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-05 14:33:29-03","UNESC","CRI","6285","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","concolor","Gymnanthes concolor","(Spreng.) Müll.Arg.","Vanilde Citadini- Zanette",NA,"R. dos Santos; C. A. Correa & Z. P. Topanotti",NA,"1997","09","12","Brasil","Santa Catarina","Criciúma","Reserva Ecológica da Primeira Linha.","-49.37","-28.678056","49º22'12''W","28º40'41''S",NA,"CRI002277","CRI002277",NA,NA,"58","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-05 14:25:14-03","UNESC","CRI","14613","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","concolor","Gymnanthes concolor","(Spreng.) Müll.Arg.","Citadini-Zanette, V.","2009","Pasetto, M. R.",NA,"2009","08","02","Brasil","Santa Catarina","Nova Veneza","Caravágio, beira de mata","-49.498333","-28.636944","49º29'54''W","28º38'13''S","Flores brancas Habito: Arbórea","CRI013921",NA,"08","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-05 14:33:29-03","UNESC","CRI","11867","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","concolor","Gymnanthes concolor","(Spreng.) Müll.Arg.","Jean Gabriel Cemim, Marciel Fernandes & Kleber Emerick",NA,"Jean Gabriel Cemin; Marciel Fernandes e Kleber Emerick",NA,"2009","08","04","Brasil","Santa Catarina","Turvo",NA,"-49.685","-28.915556","49º41'6''W","28º54'56''S",NA,"CRI008606","CRI008606",NA,NA,"30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-05 14:33:29-03","UNESC","CRI","8486","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","concolor","Gymnanthes concolor","(Spreng.) Müll.Arg.","Vanilde C. Zanette",NA,"Kleber Haileê Emerich",NA,"2008","01","01","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","Habitat: mata ciliar","CRI002448","CRI002448",NA,NA,"30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-05 14:33:29-03","UNESC","CRI","5119","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","concolor","Gymnanthes concolor","(Spreng.) Müll.Arg.","Vanilde Citadini- Zanette",NA,"Vanilde Citadini Zanette; V. P. Boff",NA,"1996","09","11","Brasil","Santa Catarina","Siderópolis","Barranca do Rio Fiorita.","-49.424722","-28.598333","49º25'29''W","28º35'54''S","Habito: arvoreta","CRI002276","CRI002276",NA,NA,"111","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-05 14:33:29-03","UNESC","CRI","11888","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","concolor","Gymnanthes concolor","(Spreng.) Müll.Arg.","Jean Gabriel Cemim, Marciel Fernandes & Kleber Emerick","2009","Jean Gabriel Cemin; Marciel Fernandes e Kleber Emerick",NA,"2009","08","04","Brasil","Santa Catarina","Turvo",NA,"-49.685","-28.915556","49º41'6''W","28º54'56''S",NA,"CRI002450","CRI002450","08","04","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-05 14:33:29-03","UNESC","CRI","11147","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","concolor","Gymnanthes concolor","(Spreng.) Müll.Arg.","San Zatta Custódio","2012","Karoline Felix; Robson dos Santos & Peterson T. Padilha",NA,"2012","09","05","Brasil","Santa Catarina","Criciúma","morro do céu.","-49.37","-28.678056","49º22'12''W","28º40'41''S",NA,"CRI002447","CRI002447","09","05","58","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","503711","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","G. G. Hatschbach",NA,"G. G. Hatschbach","19891","1968","10","03","Brazil","Paraná","Morretes","Col. Floresta (Morretes)","-48.8342","-25.4769",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=124091' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503711","NY00503711_01",NA,NA,"30","100","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1065373","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","E. Jablonski",NA,"T. N. Guedes","471","1958","01","20","Brazil","Ceará",NA,"Serra do Bezouro",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230820' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065373","NY01065373_01",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","503739","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","W. Punt",NA,"F. J. Breteler","4294","1964","12","15","Venezuela",NA,NA,"Península de Paraguaná. Cerro Santa Ana",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=124074' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503739",NA,NA,NA,"650","650","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","330669","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","L. Raz; D. C. Daly",NA,"M. Silveira","925","1994","09","27","Brazil","Acre","Tarauacá","Bacia do Rio Juruá, Rio Muru, Seringal Vitória Velha, Colocaçao Extrema, margem direita.","-70.8456","-8.4603",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=124096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330669","NY00330669_01",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","01300767","PreservedSpecimen","Plantae","Euphorbiaceae","Actinostemon","concolor","Actinostemon concolor","(Spreng.) Müll.Arg.","J. Külkamp",NA,"J. M. Pires","50447","1961","08","23","Brazil","Amapá",NA,"Rio Araguari, 5 hours above rio Maruré","-51.95","1.4",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1545375' target='other'> <mi>dwc_moreinfo</mi></a>","NY01300767","NY01300767_01",NA,NA,"130",NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
