"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"103","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595054","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","05","03","Brazil",NA,NA,"Est. Parana. Brandelize, sawmill N. of Rio Chopim. ca.20 km N. of Clevelandia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595054","NL-U1595054",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"104","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595055","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","04","27","Brazil",NA,NA,"Est. Parana. Brandelize, sawmill N. of Rio Chopim. ca.20 km N. of Clevelandia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595055 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595055","NL-U1595055",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"105","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595056","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","11","24","Brazil",NA,NA,"Est. Parana. Parque Nacional do Igacu; road in rainforest near Aranha.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595056 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595056","NL-U1595056",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"106","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595057","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","01","20","Brazil",NA,NA,"Est. Parana. From Icaraima to Porto Camargo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595057 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595057","NL-U1595057",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"107","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595058","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","01","23","Brazil",NA,NA,"a few km N. of Porto Byington.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595058 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595058","NL-U1595058",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"108","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595059","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","03","21","Brazil",NA,NA,"Est. Parana. Forest Reserve S. of Rio Ivai, ca. 30 km E. of Cianorte. Creek Valley.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595059 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595059","NL-U1595059",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"109","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595060","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Reitz R","1951","02","03","Brazil",NA,NA,"Santa Catarina. Itapiranga, Chapeco.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595060 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595060","NL-U1595060",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"110","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595061","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Renvoize SA; Wilmot-Dear CM; Saenz A","1978","10","23","Paraguay",NA,NA,"Itapua, Opposite Puerto Piray, Misiones Prov. Argentina. Beside road through dense forest.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595061 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595061","NL-U1595061",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"111","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595062","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Renvoize SA; Wilmot-Dear CM; Saenz A","1978","10","23","Paraguay",NA,NA,"Itapua, Opposite Puerto Piray, Misiones Prov. Argentina. Beside road through dense forest.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595062 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595062","NL-U1595062",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"112","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595063","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Stutz de Ortega LC","1983","12","05","Paraguay",NA,NA,"Lisiere de foret primaire, C.F.A.P. Pto Stroessner, km 12.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595063 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595063","NL-U1595063",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"113","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595064","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Stutz de Ortega LC","1983","12","05","Paraguay",NA,NA,"Lisiere de foret primaire, C.F.A.P. Pto Stroessner, km 12.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595064 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595064","NL-U1595064",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"114","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595065","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Woolston AL","1955","07","07","Paraguay",NA,NA,"Dep. San Pedro, Alto Paraguay: Primavera.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595065 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595065","NL-U1595065",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"115","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595066","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Hatschbach GG","1964","02","10","Brazil",NA,NA,"Est Parana, Mun. Quatro Barras, Rod. BR-2, rio Capivary.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595066 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595066","NL-U1595066",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"116","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595067","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Hatschbach GG","1964","02","19","Brazil",NA,NA,"Est. Parana, Mun. Quaro Barras. Parque Nacional.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595067 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595067","NL-U1595067",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"117","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595068","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Reitz R; Klein RM","1962","01","08","Brazil",NA,NA,"Santa Catarina, Rio dos Bugres, Cacador.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595068 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595068","NL-U1595068",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"118","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595069","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Stutz de Ortega LC","1983","12","03","Paraguay",NA,NA,"Foret Primare, C.F.A.P. Pto. Stroessner, Km. 12.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595069","NL-U1595069",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"119","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595070","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","05","07","Brazil",NA,NA,"Est. Parana. Brandalize, sawmill N of Rio Chopim, ca. 20 km N. Clevelandia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595070 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595070","NL-U1595070",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"120","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595071","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Bernardi M","1978","12","14","Paraguay",NA,NA,"Ad semitam in nemore subcollino ad septentrio = nem Cerro Cora monumenti trans rivulum Aquidaban, Amambay.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595071 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595071","NL-U1595071",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"121","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595072","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","07","01","Brazil",NA,NA,"Est. Parana. Fazenda Pelandra near Cinco Mil, ca. 25 km S.E. of Palotina.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595072 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595072","NL-U1595072",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"122","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595073","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","12","10","Brazil",NA,NA,"Est. Parana. Parque Nacional do Iguacu; road side between Jardinopolis and Iguacu.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595073 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595073","NL-U1595073",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"123","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595074","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","03","13","Brazil",NA,NA,"Est. Parana. Fazenda Reserva, ca. 85 km S.W. of Guarapuava. Campo thicket on slope towards rivulet.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595074 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595074","NL-U1595074",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"124","2020-02-08 09:50:42-03","NBC","NL-BOTANY","U.1595075","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Hatschbach GG","1966","02","09","Brazil",NA,NA,"Est. Parana, Mun. S. Mateus do Sul, Rio Petinga.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595075 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595075","NL-U1595075",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"125","2020-02-08 09:50:42-03","NBC","NL-BOTANY","WAG.1319030","PreservedSpecimen","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos",NA,NA,NA,NA,"Smith LB; Klein RM","1964","11","12","Brazil",NA,NA,"Santa Catarina, Mun. Itapirango: Forest, Conceição.","-53.783333","-27.083333","-53.783333","-27.083333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1319030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1319030","NL-WAG1319030",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"126","2020-11-04 11:19:12-03","ESALQ","ESA","64096","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.","Hassuike-Dolibaina, A.K.",NA,NA,NA,"Silva, F.C.","1991","12","10","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,"ESA064096","ESA064096","1470.0",NA,NA,"Magnoliophyta",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"127","2020-11-04 11:19:12-03","ESALQ","ESA","52486","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.","Hassuike-Dolibaina, A.K.",NA,NA,NA,"Chagas e Silva, F.","1991","12","10","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,"ESA052486","ESA052486","1470.0",NA,NA,"Magnoliophyta",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"128","2020-11-04 11:19:12-03","ESALQ","ESA","16081","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.","Hatschbach, G.","1994",NA,NA,"Guapiassu, M. ; Abrão, H.","1992","12","15","Brasil","Paraná","Maringá",NA,"-51.9385986328125","-23.4253005981445",NA,NA,NA,"ESA016081","ESA016081","213.0",NA,NA,"Magnoliophyta",NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA
"129","2020-11-04 11:19:12-03","ESALQ","ESA","37746","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.","Souza, V.C & Rodrigues, R.R.",NA,NA,NA,"Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","1997","12","13","Brasil","São Paulo","Apiaí","Estrada para Pinhalzinho/Apiaí, 11km de Bom Sucesso de Itararé. Interior de Floresta ombrófila mista","-490.437","-242.007","-490,437","-242,007","Árvore com 12m, frutos maduros amarelos","ESA037746","ESA037746","598.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-11-04 11:19:12-03","ESALQ","ESA","64099","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.","Hassuike-Dolibaina, A.K.","1995",NA,NA,"Silva, F.C.","1995","01","01","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,"ESA064099","ESA064099","1612.0",NA,NA,"Magnoliophyta",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"131","2020-11-04 11:19:12-03","ESALQ","ESA","19986","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.","Jarenkow, J.A.","1994",NA,NA,"Jarenkow, J.A.","1988","12","01","Brasil","Rio Grande do Sul","Canguçu",NA,"-52.6755981445312","-31.3950004577637",NA,NA,NA,"ESA019986","ESA019986","1067.0",NA,NA,"Magnoliophyta",NA,NA,NA,"68702","auto",NA,NA,NA,NA,NA
"132","2020-11-04 11:19:12-03","ESALQ","ESA","36824","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A. ; Widholzer, F.N.","1994","12","14","Brasil","Rio Grande do Sul","Capão do Leão",NA,"-52.4838981628418","-31.7632999420166",NA,NA,NA,"ESA036824","ESA036824","2470.0",NA,NA,"Magnoliophyta",NA,NA,NA,"28605","auto",NA,NA,NA,NA,NA
"133","2020-11-04 11:19:12-03","ESALQ","ESA","34992","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","1991","11","17","Brasil","Rio Grande do Sul","Marcelino Ramos",NA,"-51.9063987731934","-27.4617004394531",NA,NA,NA,"ESA034992","ESA034992","1946.0",NA,NA,"Magnoliophyta",NA,NA,NA,"18635","auto",NA,NA,NA,NA,NA
"134","2020-11-04 11:19:12-03","ESALQ","ESA","33558","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","1992","10","11","Brasil","Rio Grande do Sul","Vale do Sol",NA,"-52.6831016540527","-29.6035995483398",NA,NA,NA,"ESA033558","ESA033558","2153.0",NA,NA,"Magnoliophyta",NA,NA,NA,"19833","auto",NA,NA,NA,NA,NA
"135","2020-11-04 11:19:12-03","ESALQ","ESA","37503","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos.","Torres, R.B. & Ramos, E.",NA,NA,NA,"Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","1997","12","15","Brasil","São Paulo","Bom Sucesso de Itararé",NA,"-49.1399993896484","-24.3099994659424",NA,NA,NA,"ESA037503",NA,"155.0",NA,NA,"Magnoliophyta",NA,NA,NA,"14955","auto",NA,NA,NA,NA,NA
"136","2020-11-04 11:19:12-03","ESALQ","ESA","94839","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa",NA,"Souza, V.C.","2003",NA,NA,"Viani, R.A.G. et al.","2002","04","26","Brasil","Rio Grande do Sul","Barra do Ribeiro","Área da Riocell. Floresta Estacional.","-51.3011016845703","-30.2910995483398",NA,NA,NA,"ESA094839","ESA094839",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"31686","auto",NA,NA,NA,NA,NA
"137","2021-01-14 15:33:28-03","MN","R","211587","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Sleumer, H.",NA,NA,NA,"Smith, L.B.; Klein, R.M.","1964","11","12","Brasil","Santa Catarina","Itapiranga",NA,"-53.783333","-27.083333","53°47'W","27°05'S",NA,NA,NA,"13209","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-01-14 15:33:28-03","MN","R","211588","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Sleumer, H.",NA,NA,NA,"Smith, L.B.; Klein, R.M.","1965","01","23","Brasil","Paraná","Rio Negro",NA,"-49.833333","-26.083333","49°50'W","26°05'S",NA,NA,NA,"14996","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-01-14 15:33:28-03","MN","R","211589","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Sleumer, H.",NA,NA,NA,"Smith, L.B.; Klein, R.M.","1964","12","18","Brasil","Santa Catarina","Itapiranga",NA,"-53.783333","-27.116667","53°47'W","27°07'S",NA,NA,NA,"14125","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-01-14 15:33:28-03","MN","R","211592","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Sleumer, H.",NA,NA,NA,"Smith, L.B.; Klein, R.M.","1964","12","15","Brasil","Santa Catarina","Catanduvas",NA,"-51.75","-27.033333","51°45'W","27°02'S",NA,NA,NA,"13955","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-01-14 15:33:28-03","MN","R","211590","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Lovato, M.C.","2004",NA,NA,"Lovato, M.C.","2004","01","08","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"379",NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"142","2021-01-14 15:33:28-03","MN","R","211594","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Sleumer, H.","1957",NA,NA,"Smith, L.B.","1957","03","12","Brasil","Paraná","Rio Negro",NA,"-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,NA,"12079","800","800",NA,NA,NA,NA,"31514","auto",NA,NA,NA,NA,NA
"143","2021-01-14 15:33:28-03","MN","R","211591","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Dias, M.C.","2000",NA,NA,"Pavão, O.C.","2000","10","20","Brasil","Paraná","São Jerônimo da Serra",NA,"-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA
"144","2021-01-14 15:33:28-03","MN","R","211595","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Sleumer, H.",NA,NA,NA,"Smith, L.B.; Reitz, R.","1956","12","17","Brasil","Santa Catarina","Canoinhas",NA,"-50.3899993896484","-26.1772003173828",NA,NA,NA,NA,NA,"8594","750","750",NA,NA,NA,NA,"50616","auto",NA,NA,NA,NA,NA
"145","2021-01-14 15:33:28-03","MN","R","211586","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Sleumer, H.","1957",NA,NA,"Smith, L.B.; Klein, R.M. & Schnorrenberger, J.","1957","02","24","Brasil","Santa Catarina","Itapiranga",NA,"-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,NA,"11781","200","200",NA,NA,NA,NA,"18767","auto",NA,NA,NA,NA,NA
"146","2021-01-14 15:33:28-03","MN","R","211585","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Sleumer, H.","1957",NA,NA,"Smith, L.B.; Reitz, R.","1957","01","15","Brasil","Santa Catarina","Lajes",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"10090","900","900",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"147","2021-01-14 15:33:28-03","MN","R","211596","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Sleumer, H.",NA,NA,NA,"Smith, L.B.; Reitz, R.","1956","12","25","Brasil","Santa Catarina","Xanxerê",NA,"-52.4042015075684","-26.8768997192383",NA,NA,NA,NA,NA,"9205","500","500",NA,NA,NA,NA,"16278","auto",NA,NA,NA,NA,NA
"148","2021-01-14 15:33:28-03","MN","R","211593","PreservedSpecimen","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","Sleumer, H.","1957",NA,NA,"Smith, L.B.; Klein, R.M.","1957","02","19","Brasil","Santa Catarina","Xanxerê",NA,"-52.4042015075684","-26.8768997192383",NA,NA,NA,NA,NA,"11505","500","500",NA,NA,NA,NA,"16278","auto",NA,NA,NA,NA,NA
"149","2015-07-02 14:04:08-03","JBP","HPL","10214","S","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa",NA,"R. Tsuji","2008","03","11","R. Tsuji","2008","03","11","Brasil","RS","Morro Reuter","Coletado nas proximidades do município de Morro Reuter; em beira de estrada de terra.","-51.0808","-29.5381",NA,NA,NA,NA,NA,"2512",NA,NA,NA,NA,NA,NA,"12924","auto",NA,NA,NA,NA,NA
"150","2015-07-02 14:04:08-03","JBP","HPL","6212","S","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa","Clos","V.C. Souza","2012","04","02","H. Lorenzi","2005","12","09","Brasil","RS","Caçapava do Sul","Coletado na estrada de terra para a Pedra do Segredo.","-53.4914","-30.5122",NA,NA,NA,NA,NA,"5976",NA,NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA
"151","2015-07-02 14:04:08-03","JBP","HPL","11159","S","Plantae","Salicaceae","Banara","tomentosa","Banara tomentosa",NA,"H. Lorenzi","2007","11","29","H. Lorenzi","2007","11","29","Brasil","RS","Morro Reuter","Coletado nas proximidades do município de Morro Reuter; em área de mata de altitude.","-51.0808","-29.5381",NA,NA,NA,NA,NA,"6441",NA,NA,NA,NA,NA,NA,"12924","auto",NA,NA,NA,NA,NA
"152","2019-02-15 11:40:07-02","IPA","IPA","44254","S","Plantae","Flacourtiaceae","Banara","tomentosa","Banara tomentosa","Clos","Hatschbach, G.","1984","04",NA,"Hatschbach, G.","1984","01","12","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,"árvore 6m, flor creme. Capão com Araucaria.","IPA0044254",NA,"47659","930","930","Plantae",NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA
