"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"415","2019-08-27 13:32:46-03","IAP","PACA-AGP","95428","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.",NA,NA,NA,NA,"Ohlweiler, A. A.","1998","08",NA,"Brasil","RS","Caçapava do Sul","Guaritas","-53.4914016723633","-30.5121994018555",NA,NA,"HASU 14686","PACA095428",NA,NA,NA,NA,"50525","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"416","2019-08-27 13:32:46-03","IAP","PACA-AGP","95423","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","C. Mondin","1999","07",NA,"C. Mondin & A. Iob","1999","07","30","Brasil","RS","Camaquã","Pacheca, Ilha de Santo Antonio","-51.812198638916","-30.8511009216309",NA,NA,"HASU 7305&nf;c/ ca. 2 m alt. Habitat: vegetação arbustiva Hábito: arbusto","PACA095423",NA,"1837",NA,NA,"49429","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"417","2019-08-27 13:32:46-03","IAP","PACA-AGP","95422","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","C. Mondin","1998","10",NA,"C. Mondin et al.","1998","10","29","Brasil","RS","Camaquã","Pacheca, Rserva Indígena","-51.812198638916","-30.8511009216309",NA,NA,"HASU 6983&nf;c/ ca. 3 m alt. Habitat: a beira da mata Fenofase: frutos alados vermelhos Hábito: arbusto","PACA095422",NA,"1572",NA,NA,"49429","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"418","2019-08-27 13:32:45-03","IAP","PACA-AGP","48765","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1954","09","15","Rambo, B.","1950","09","11","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,"florens. Habitat: indumetosis arenosis","PACA048765",NA,NA,NA,NA,"27350","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"419","2019-08-27 13:32:45-03","IAP","PACA-AGP","44563","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1954","09","15","Rambo, B.","1949","11","24","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,"SEM MATERIAL. Habitat: in arenosis dumetosis Fenofase: fruto maturo","PACA044563",NA,NA,NA,NA,"27350","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"420","2019-08-27 13:32:45-03","IAP","PACA-AGP","26649","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","B. Rambo-Emrich","1954","09","15","Henz, E.","1944",NA,NA,"Brasil","RS","Pareci Novo",NA,"-51.3974990844727","-29.6382999420166",NA,NA,"fructu maturo. Habitat: in campestribus siccis dumetosis","PACA026649",NA,NA,NA,NA,"9951","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"421","2019-08-27 13:32:46-03","IAP","PACA-AGP","95418","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","C. Mondin","1998",NA,NA,"Henrich, R.","1995","08","07","Brasil","RS","Pelotas","Canguçu","-52.3424987792969","-31.771900177002",NA,NA,"HASU 4937","PACA095418",NA,NA,NA,NA,"51462","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"422","2019-08-27 13:32:46-03","IAP","PACA-AGP","95419","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","J. A. Jarenkow","1990","08",NA,"J. A. Jarenkow","1990","08","26","Brasil","RS","Pelotas","Praia do Laranjal","-52.3424987792969","-31.771900177002",NA,NA,"HASU 5937&nf;com 1-1,5 m de alt. Perianto externamente avermelhado e internamente verde Habitat: Em restinga arenosa Hábito: arbusto","PACA095419",NA,"1702",NA,NA,"51462","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"423","2019-08-27 13:32:45-03","IAP","PACA-AGP","113283","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","E. Valduga","2012",NA,NA,"E. Valduga","2011","12","16","Brasil","RS","Pinhal","Horto Florestal.","-53.2150001525879","-27.510799407959",NA,NA,"HUCS 38089 Habitat: margens da estrada","PACA113283",NA,"229","10","10","9882","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"424","2019-08-27 13:32:46-03","IAP","PACA-AGP","62718","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1958","09","25","Camargo, O. R.","1957","11","01","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"fr. Habitat: in dumetosis Fenofase: fruto","PACA062718",NA,"2390",NA,NA,"29946","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"425","2019-08-27 13:32:46-03","IAP","PACA-AGP","95413","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.",NA,NA,NA,NA,"V. F. Nunes","1988","08","22","Brasil","RS","Porto Alegre","Campus do Vale - UFRGS. Talude entre os blocos III e IV.","-51.2299995422363","-30.0331001281738",NA,NA,"HASU 294.&nf;Pioneira. Arbusto ou arvoreta. Flores verdes com marrom. Habitat: Solos degradados. Sol pleno. Fenofase: flor","PACA095413",NA,"23(5)",NA,NA,"29946","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"426","2019-08-27 13:32:45-03","IAP","PACA-AGP","44006","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1954","09","15","Rambo, B.","1949","10","21","Brasil","RS","Porto Alegre","Morro do Osso","-51.2299995422363","-30.0331001281738",NA,NA,"SEM MATERIAL. Habitat: in campestribus siccis dumetosis Fenofase: fruto maturo","PACA044006",NA,NA,NA,NA,"29946","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"427","2019-08-27 13:32:45-03","IAP","PACA-AGP","2543","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1954","09","15","Rambo, B.","1942","08","16","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"florens. Habitat: in campestribus siccis dumetosis","PACA002543",NA,NA,NA,NA,"29946","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"428","2019-08-27 13:32:45-03","IAP","PACA-AGP","305","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1954","09","15","Rambo, B.","1933","05","13","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"florens. Habitat: in campestribus siccis dumetosis","PACA000305",NA,NA,NA,NA,"29946","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"429","2019-08-27 13:32:45-03","IAP","PACA-AGP","43472","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1954","09","15","Rambo, B.","1949","09","20","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"SEM MATERIAL. Habitat: in campestribus dumetosis Fenofase: flores","PACA043472",NA,NA,NA,NA,"29946","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"430","2019-08-27 13:32:45-03","IAP","PACA-AGP","48686","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","B. Rambo SJ","1954","09","15","Rambo, B.","1950","07","31","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"florens. Habitat: in campestribus dumetosis","PACA048686",NA,NA,NA,NA,"29946","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"431","2019-08-27 13:32:46-03","IAP","PACA-AGP","50278","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1954","09","15","Rambo, B.","1951","06","07","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"SEM MATERIAL. Habitat: in campestribus siccis dumetosis","PACA050278",NA,NA,NA,NA,"29946","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"432","2019-08-27 13:32:46-03","IAP","PACA-AGP","7573","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1954","09","15","F. Theissen SJ","1903",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"fructu maturo.","PACA007573",NA,NA,NA,NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"433","2019-08-27 13:32:45-03","IAP","PACA-AGP","33482","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1954","09","15","Henz, E.","1946","07","25","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"florens. Habitat: in campestribus siccis dumetosis","PACA033482",NA,NA,NA,NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"434","2019-08-27 13:32:46-03","IAP","PACA-AGP","87028","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Marchioretto & Bastos",NA,NA,NA,"Marchioretto, M. S.","1991","09","24","Brasil","RS","São Leopoldo","Novo Campus","-51.1472015380859","-29.7602996826172",NA,NA,"arbustos com frutos trialados.","PACA087028",NA,"90",NA,NA,"10287","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"435","2019-08-27 13:32:45-03","IAP","PACA-AGP","114158","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","A. Sehnem",NA,NA,NA,"Sehnem, A.","1962","08","08","Brasil","RS","São Leopoldo","Prope.","-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: arbustum in fruticeto","PACA114158",NA,"8090","30","30","10287","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"436","2019-08-27 13:32:46-03","IAP","PACA-AGP","95429","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","L. Amaral & J. Larocca",NA,NA,NA,"L. Amaral","2000","12","02","Brasil","RS","Sapiranga","Alto Ferrabraz","-51.0069007873535","-29.6380996704102",NA,NA,"HASU 16064","PACA095429",NA,NA,NA,NA,"11711","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"437","2019-08-27 13:32:45-03","IAP","PACA-AGP","48735","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1954","09","15","Rambo, B.","1950","09","07","Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,"florens. Habitat: in campestribus dumetosis","PACA048735",NA,NA,NA,NA,"7291","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"438","2019-08-27 13:32:45-03","IAP","PACA-AGP","29521","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1954","09","15","Rambo, B.","1945","09","05","Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,"florens. Habitat: in campestribus arenosis dumetosis","PACA029521",NA,NA,NA,NA,"7291","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"439","2019-08-27 13:32:45-03","IAP","PACA-AGP","30095","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1954","09","15","Aristoteles","1945",NA,NA,"Brasil","RS","Taquari",NA,"-51.8643989562988","-29.7996997833252",NA,NA,"sterilis. Habitat: in campestribus dumetosis","PACA030095",NA,NA,NA,NA,"21657","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"440","2019-08-27 13:32:46-03","IAP","PACA-AGP","99923","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Z. F. Soares",NA,NA,NA,"Backes, A.","1975","12","12","Brasil","RS","Viamão","Morro do Coco","-51.0233001708984","-30.0811004638672",NA,NA,"HASU s/ n°.&nf;HAS n° 17026.&nf;Plantas do Morro do Coco, n° 688. Habitat: Em formações secundárias, em lugares abertos. Fenofase: flor Hábito: árvore","PACA099923",NA,NA,NA,NA,"41667","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"441","2019-08-27 13:32:46-03","IAP","PACA-AGP","99919","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Z. F. Soares",NA,NA,NA,"Backes, A.","1975","10","06","Brasil","RS","Viamão","Morro do Coco","-51.0233001708984","-30.0811004638672",NA,NA,"HASU s/ n°.&nf;Plantas do Morro do Coco, n° 806. Habitat: Muito frequênte nos estágios iniciais de formação secundária.","PACA099919",NA,NA,NA,NA,"41667","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"442","2019-08-27 13:32:46-03","IAP","PACA-AGP","99918","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Z. F. Soares",NA,NA,NA,"Backes, A.","1975","09","15","Brasil","RS","Viamão","Morro do Coco","-51.0233001708984","-30.0811004638672",NA,NA,"HASU s/ n°.&nf;Plantas do Morro do Coco, n° 743.&nf;Com cerca de 8m de altura. Habitat: Muito frequênte nos estádios iniciais de formação secundárias. Hábito: arvoreta","PACA099918",NA,NA,NA,NA,"41667","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"443","2019-08-27 13:32:46-03","IAP","PACA-AGP","95416","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","A. Backes",NA,NA,NA,"Backes, A.","1975","10","03","Brasil","RS","Viamão","Morro do Coco","-51.0233001708984","-30.0811004638672",NA,NA,"HEDU 2856&nf;Muito abundante Habitat: Na beira da mata, em pleno sol Fenofase: flor Hábito: arborescente","PACA095416",NA,"080",NA,NA,"41667","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"444","2019-08-27 13:32:46-03","IAP","PACA-AGP","50298","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Emrich-Rambo","1954","09","15","Rambo, B.","1951","07","14","Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,"florens, fructificans. Habitat: ad litus maritimum in arenosis","PACA050298",NA,NA,NA,NA,"27000","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"445","2019-08-27 13:32:46-03","IAP","PACA-AGP","74011","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","M. S. Marchioretto & J. Mahus","1994","09",NA,"A. O. Rosa","1994","03","20","Brasil","SC","Içara",NA,"-49.2999992370605","-28.7133007049561",NA,NA,"Habitat: na borda da mata","PACA074011",NA,NA,NA,NA,"18492","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"446","2019-08-27 13:32:46-03","IAP","PACA-AGP","74006","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","M. S. Marchioretto","1994","09",NA,"A. O. Rosa","1994","01","20","Brasil","SC","Içara","Barra Velha","-49.2999992370605","-28.7133007049561",NA,NA,"Habitat: no campo, próximo à mata","PACA074006",NA,NA,NA,NA,"18492","auto",NA,NA,NA,"Magnoliophyta","Santalales",NA,"Magnoliatae",NA,NA,NA,NA,NA
"447","2020-12-20 21:19:24-03","UFV","VIC","019573","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq",NA,NA,NA,NA,"De Camargos, V.L.","2007","06","06","Brasil","Minas Gerais","Nova Lima","Morro do Galo","-43.8466987609863","-19.9855995178223",NA,NA,"Arbusto de 1,5 m de flores amarelas","VIC019573","VIC019573","14",NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2020-12-20 21:19:24-03","UFV","VIC","012048","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq",NA,NA,NA,NA,"Grombone, M.T.; et al.","1987","06","01","Brasil","São Paulo","Atibaia","Fazenda Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,"Árvore de 4 m, caule marrom, de flores verdes e frutos imaturos verdes( vassourinha)","VIC012048","VIC012048","s.n.",NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2020-12-20 21:19:24-03","UFV","VIC","51266","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq",NA,NA,NA,NA,"Bovini, M.G.","2012","09","06","Brasil","Rio de Janeiro","Santa Maria Madalena","Entrada para a Estalagem Murimbeca","-41","-21","-41","-21","Arvoreta ca. 3,5M, heliófila. Folhas cartáceas, concolores. Frutos maduros secos, alados. Área bem mexida.","VIC051266","VIC051266","et al.","1065","1065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2020-12-20 21:19:24-03","UFV","VIC","017916","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq",NA,NA,NA,NA,"Da Silva, A.F.; et al.","1997","03","05","Brasil","Espirito Santo","Setiba","Parque Estadual Paulo Cesar Vinha, Restinga. Limite norte do Parque.",NA,NA,NA,NA,"Arbusto de ca de 1.5 m de altura e frutos imaturos.","VIC017916","VIC017916","1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2020-12-20 21:19:24-03","UFV","VIC","018648","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq",NA,NA,NA,NA,"Nunes, V.F.","1988","08","22","Brasil","Rio Grande do Sul",NA,"UFRGS Campus do Vale",NA,NA,NA,NA,"Arbusto de arvoreta,pioneira, flores verdes e marrons, talude entre os blocos III IV","VIC018648","VIC018648","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2020-12-20 21:19:24-03","UFV","VIC","023782","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq",NA,NA,NA,NA,"Carvalho, A.F.","1999","09","20","Brasil","Bahia","Cabrália",NA,NA,NA,NA,NA,"Árvore crescendo em restingamas não era comum e nos ultimos temos esta alastrando muito","VIC023782","VIC023782","636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2020-12-20 21:19:24-03","UFV","VIC","17916","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq",NA,NA,NA,NA,"Silva, A.F.; et al.","1997","03","05","Brasil","Espírito Santo","Setiba","P.E. Paulo Cesar Vinha",NA,NA,NA,NA,"Arbusto com ca 1,5m de altura com frutos imaturos.","VIC017916","VIC017916","1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2020-12-20 21:19:24-03","UFV","VIC","026330","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq",NA,NA,NA,NA,"Krieger, L.","1981","05","01","Brasil","Espirito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,"Arbusto na restinga, flores esverdeadas de frutos novos e maduros.","VIC026330","VIC026330","s.n.",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2020-12-20 21:19:24-03","UFV","VIC","027744","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq",NA,NA,NA,NA,"Valente, G.E.; et al.","2003","05","24","Brasil","Espirito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha","-40.5110015869141","-20.6580009460449",NA,NA,"Arbusto de cerca de 2 m, coletado na borda de trilha que liga a sede do parque á praia. Folhas luzidias após secagem.Flores verdolengas.","VIC027744","VIC027744","1341",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2020-12-20 21:19:24-03","UFV","VIC","034553","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq",NA,NA,NA,NA,"Estevan, D.A.; et al.","2005","06","08","Brasil","Paraná","Ventania","Morro do Chapéu","-50.2428016662598","-24.2458000183105",NA,NA,"Arvoreta de 1,8 cm, pétalas amarelo esverdeadas, afloramento rochosos","VIC034553","VIC034553","774",NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2020-12-20 21:19:24-03","UFV","VIC","024429","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq",NA,NA,NA,NA,"Stehmann, J.R.","1999","07","22","Brasil","Santa Catarina","Bombinhas","Canto Grande","-48.5169982910156","-27.1380004882812",NA,NA,"Arbusto em restinga","VIC024429","VIC024429","2552",NA,NA,"11943","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2021-01-28 10:48:42-03","IECOS","HBRA","8955","S","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","R. M. Silva","2014","01","01","R. M. Silva","2014","08","09","Brasil","Pará","São João de Pirabas","Praia do Buraco, Próximo ao mangue","-47.09305556","-0.69638889","-47.09305556","-0.69638889","Arbusto aprox. 1,5/metros de altura. Frutos imaturos alados","HBRA0005299","HBRA0005299","298",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2019-10-25 11:40:29-03","IECOS","HBRA","2364","S","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","U. Mehlig","2008","10","18","U. Mehlig","2008","10","17","Brasil","Pará","Bragança","Península de Ajuruteua, restinga nordeste da ponte da estrada Bragança-Ajuruteua (PA-548) sobre o canal de maré Furo da Estiva","-46.61055556","-0.83763889","-46.61055556","-0.83763889","Arvoreta <3 m, diâmetro aprox. 6 cm. Flores com sépalas verdes. Ovário 2-3 locular. Frutos papiráceos, semi-transparentes","HBRA0003582","HBRA0003582 HBRA0003582_v01 HBRA0003582_v02","571",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2019-10-25 11:40:29-03","IECOS","HBRA","9473","S","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","U. Mehlig","2015","06","26","U. Mehlig","2015","06","26","Brasil","Pará","Viseu","Fernandes Belo, praia da vila Apeu-Salvador. Duna próximo à beira mar","-46.18575","-0.94572222","-46.18575000","-0.94572222","Arbusto. Frutos maduros paleáceos","HBRA0004960","HBRA0004960","1716",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2021-03-24 17:09:59-03","UFES","SAMES","5285","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.",NA,NA,NA,NA,"Giaretta,A.O.; Martins,R.F.A.;Araújo-Filho,P.B.","2007","10","06","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Vegetação de restinga não inundável localizada à beira da estrada principal de Itaúnas. Mata sobre proteção do PEI.","-39.7322006225586","-18.5932998657227",NA,NA,"Planta de 3m com frutos passados.","SAMES05285",NA,"134",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2021-03-24 17:09:59-03","UFES","SAMES","7808","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","Jacq.","Wandekoken,D.T.","2017","07","25","Wandekoken,D.T.","2017","06","13","Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449","-407091667.0","-209925000.0","Abundante. Habito: Arbusto","SAMES07808",NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045853","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.","G. Hatschbach",NA,NA,NA,"G. Hatschbach","1986","8","22","Brazil","Santa Catarina",NA,"Praia da Teresa (mun. Laguna).","-48.781499","-28.482618",NA,NA,"Arbusto 2.50 m; flores creme.",NA,NA,"50553","20","50",NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
"464","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045852","PreservedSpecimen","Plantae","Sapindaceae","Dodonaea","viscosa","Dodonaea viscosa","(L.) Jacq.",NA,NA,NA,NA,"S. Ickert-Bond; Richard Bond","2000","10","24","Ecuador","Bolivar",NA,"Guaranda. Hwy 35 N from Quito to Ottavalo, at Guayllabamba river crossing, S of the city.","-78.350438","-0.060551",NA,NA,NA,NA,NA,"1111","1899",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA
