"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","coordinatePrecision","geoFlag","dayIdentified","individualCount","typeStatus"
"25","2019-02-15 11:34:23-02","IPA","IPA","63619","S","Plantae","Plantae",NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Barroso, G.M.","Hoehne, W.","3885","1953","07","16","Southern America","Brasil","São Paulo","Martim de Sá.","-45.4099998474121","-23.6200008392334",NA,"Trepadeira volúvel; flores alvas.","IPA0063619",NA,"Caraguatatuba",NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA
"26","2019-08-27 13:27:44-03","IAP","PACA-AGP","45090","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Mikania","ulei","Mikania ulei","Hieron.","Emrich-Rambo","Rambo, B.",NA,"1950","01","04",NA,"Brasil","RS","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,"VULNERÁVEL Habitat: in silvula arenosa scandens Fenofase: estéril","PACA045090",NA,"Osório",NA,NA,NA,NA,NA,NA,"Magnoliatae","27350","auto",NA,NA,NA
"27","2019-08-27 13:27:44-03","IAP","PACA-AGP","3069","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Mikania","ulei","Mikania ulei","Hieron.","Emrich-Rambo","Rambo, B.",NA,"1937","06","25",NA,"Brasil","RS","Morro Santana","-51.2299995422363","-30.0331001281738",NA,"VULNERÁVEL Habitat: in silvula campestri scandens Fenofase: flor","PACA003069",NA,"Porto Alegre",NA,NA,NA,NA,"1954","07","Magnoliatae","29946","auto","05",NA,NA
"28","2019-08-27 13:27:44-03","IAP","PACA-AGP","29835","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Mikania","ulei","Mikania ulei","Hieron.","Emrich-Rambo","Rau",NA,"1937","07","25",NA,"Brasil","RS",NA,"-55.5327987670898","-30.8908004760742",NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: in dumetosis campestribus scandens Fenofase: flor","PACA029835",NA,"Santana do Livramento",NA,NA,NA,NA,"1954","07","Magnoliatae","79795","auto","05",NA,NA
"29","2019-08-27 13:27:44-03","IAP","PACA-AGP","30486","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Mikania","ulei","Mikania ulei","Hieron.","Emrich-Rambo","Reitz, R.",NA,"1944","02","27",NA,"Brasil","SC","Sombrio","-49.4858016967773","-28.934700012207",NA,"VULNERÁVEL Habitat: in silvula campestri scandens Fenofase: flor","PACA030486",NA,"Araranguá",NA,NA,NA,NA,"1954","07","Magnoliatae","19353","auto","05",NA,NA
"30","2019-12-02 11:49:48-03","UNICAMP","UEC","77815","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.",NA,"Monteiro, CA; Souza, JP; Ferraro, L; Wongtschowski, M","13","1994","09","08",NA,"Brazil","São Paulo","Ilha Comprida, Estrada entre a balsa e a Praia da Ilha Comprida. Mata de restinga com trnsição para dunas.","-47.911944","-10.755556",NA,"Escandente, flores alvas.","UEC162900","UEC162900","Cananéia",NA,NA,"-47.911944","-10.755556",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:24:51-03","UNICAMP","UEC","76208","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.",NA,"Wongtschowski, M; Souza, JP; Ferraro, L; Monteiro, CA","29","1994","09","06",NA,"Brazil","São Paulo","Estrada Pariquera-açu - Cananéia.","-47.84175","-24.900806",NA,"Pappus creme.; Mata de restinga.","UEC128756","UEC128756","Cananéia",NA,NA,"-47.84175","-24.900806",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:24:51-03","UNICAMP","UEC","87051","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Hoehne, W","Hoehne, W","2626","1948","07","27",NA,"Brazil","São Paulo","Próximo a Interlagos.",NA,NA,NA,"Volúvel.","UEC128757","UEC128757",NA,NA,NA,NA,NA,"1964","10",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:24:51-03","UNICAMP","UEC","86767","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Barroso, GM","Hoehne, W","3885","1953","07","16",NA,"Brazil","São Paulo","Martim de Sá.","-45.4099998474121","-23.6200008392334",NA,"Trepadeira volúvel. Flores alvas.","UEC128754","UEC128754","Caraguatatuba",NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA
"34","2021-03-01 16:24:51-03","UNICAMP","UEC","86766","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Hoehne, W","Hoehne, W","2232","1946","07","31",NA,"Brazil","São Paulo","Campo de Congonhas.","-46.6300010681152","-23.5400009155273",NA,"Escandente.; Brejo.","UEC128755","UEC128755","São Paulo",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"35","2019-01-17 11:24:34-02","PUCRS","MPUC","11243","S","Plantae",NA,"Asterales","Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Equipe do Projeto",NA,NA,"2001","06","08","South America","Brasil","RS","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,"São Francisco de Paula",NA,NA,"-50.1744444000","-29.4808333000","2001","01","Magnoliopsida",NA,NA,"01","1",NA
"36","2019-01-17 11:24:34-02","PUCRS","MPUC","10974","S","Plantae",NA,"Asterales","Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","N.I. Matzenbacher",NA,NA,"2000","10","22","South America","Brasil","RS","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,"São Francisco de Paula",NA,NA,"-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA
"37","2019-01-17 11:24:34-02","PUCRS","MPUC","10455","S","Plantae",NA,"Asterales","Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","M. Sobral",NA,NA,"2000","11","25","South America","Brasil","RS","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,"São Francisco de Paula",NA,NA,"-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA
"38","2019-01-17 11:24:34-02","PUCRS","MPUC","9790","S","Plantae",NA,"Asterales","Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","M. Sobral",NA,NA,"2000","10","22","South America","Brasil","RS","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,"São Francisco de Paula",NA,NA,"-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA
"39","2019-01-17 11:24:34-02","PUCRS","MPUC","10031","S","Plantae",NA,"Asterales","Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","N.I. Matzenbacher",NA,NA,"2000","11","26","South America","Brasil","RS","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,"São Francisco de Paula",NA,NA,"-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA
"40","2021-03-16 17:50:58-03","UCS","HUCS","43372","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Gaio, J.","Gaio, J.","407","2015","07","11",NA,"Brasil","Rio Grande do Sul","Fazenda do Arroio","-50.212778","-29.976944",NA,"volúvel; bordo de mata paludosa",NA,NA,"Osório","8","8","-50.212778","-29.976944","2015","08",NA,NA,NA,"04",NA,NA
"41","2021-03-16 17:50:58-03","UCS","HUCS","42924","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Grings, M.","Grings, M.","1840","2014","05","30",NA,"Brasil","Rio Grande do Sul","Linha Imperial, Morro da Fome","-51.1143989562988","-29.3763999938965",NA,"trepadeira com flores passadas.; em interior de capoeirão, floresta em estágio médio de regeneração.",NA,NA,"Nova Petrópolis",NA,NA,NA,NA,"2014",NA,NA,"14669","auto",NA,NA,NA
"42","2021-03-16 17:50:58-03","UCS","HUCS","11797","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Butzke, A.","Butzke, A.","s.n.","1994","11","25",NA,"Brasil","Rio Grande do Sul","RS 479 - CTG Sentinela da Querência","-52.2738990783691","-27.6341991424561",NA,"HERBARA - 7585; Beira do asfalto",NA,NA,"Erechim",NA,NA,NA,NA,NA,NA,NA,"46790","auto",NA,NA,NA
"43","2020-12-21 16:16:44-03","MBM","MBM","324437","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Ritter, M.R.","Ritter, M.R.","1208","2000","06","23","Southern America","Brazil","Rio Grande do Sul","Faxinal, mata junto a estarda do Mar","-49.7268981933594","-29.3353004455566",NA,"Beira de mata alagada","MBM324437",NA,"Torres",NA,NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA
"44","2020-12-21 16:16:44-03","MBM","MBM","201333","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Barroso, G.M.","Hoehne, W.","3885","1953","07","16","Southern America","Brazil","São Paulo","Martim de Sá","-45.4099998474121","-23.6200008392334",NA,NA,"MBM201333","MBM201333","Caraguatatuba",NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA
"45","2020-12-21 16:16:44-03","MBM","MBM","324438","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Ritter, M.R.","Ritter, M.R.","1389","2001","08","11","Southern America","Brazil","Rio Grande do Sul","Mata do Faxinal, face norte","-49.7268981933594","-29.3353004455566",NA,"Em beira de mata paludosa","MBM324438",NA,"Torres",NA,NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA
"46","2020-12-21 16:16:44-03","MBM","MBM","201330","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Hoehne, W.","Hoehne, W.","2232","1946","07","31","Southern America","Brazil","São Paulo","Congonhas","-46.6300010681152","-23.5400009155273",NA,NA,"MBM201330","MBM201330","São Paulo",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"47","2020-12-21 16:16:44-03","MBM","MBM","201339","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Hoehne, W.","Hoehne, W.","2026","1948","07","27","Southern America","Brazil","São Paulo","Próximo a INterlagos","-46.6300010681152","-23.5400009155273",NA,NA,"MBM201339","MBM201339","São Paulo",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"48","2020-12-21 16:16:44-03","MBM","MBM","75788","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Riter, M.R.","Tessmann, G.","1181","1953","07","31","Southern America","Brazil","Paraná","Ilha do Mel, baía de Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM075788","MBM075788","Paranaguá",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA
"49","2020-12-11 11:33:19-03","UFMG","BHCB","36798","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.",NA,"Hoehne, W","3885","1953","07","16","Southern America","Brasil","São Paulo","Martim de Sá.","-45.4099998474121","-23.6200008392334",NA,"Trepadeira; volúvel. Flores alvas.",NA,NA,"Caraguatatuba",NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA
"50","2020-12-11 11:33:19-03","UFMG","BHCB","36771","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.",NA,"Hoehne, W","2626","1948","07","27","Southern America","Brasil","São Paulo","Próximo a Interlagos.","-46.6300010681152","-23.5400009155273",NA,"Volúvel.",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"51","2021-02-11 17:18:07-03","UFPR","UPCB","44268","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Kozera, C.","Kozera, C.","1413","2000","06","18",NA,"Brasil","Paraná","Estação Ecológica do Guaraguaçu","-48.5092010498047","-25.5200004577637",NA,"Trepadeira com botões florais em área alterada de floresta ombrófila densa das terras baixas..",NA,NA,"Paranaguá",NA,NA,NA,NA,"2000","01",NA,"24916","auto","01",NA,NA
"52","2021-02-11 17:18:07-03","UFPR","UPCB","41035","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Silva, S.M.","Gatti, G.","457","1999","07","13",NA,"Brasil","Paraná","Reserva Natural Salto Morato, Estrada da Figueira","-48.3288993835449","-25.3066997528076",NA,"Erva apoiante, pétalas alvas. Floresta ombrófila densa submontana, capoeirinha herbáceo/arbustiva, local sem sombreamento..",NA,NA,"Guaraqueçaba",NA,NA,NA,NA,"2000","03",NA,"37295","auto",NA,NA,NA
"53","2021-02-11 17:18:07-03","UFPR","UPCB","40164","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Borgo, M.","Borgo, M.","413","1999","07","27",NA,"Brasil","Santa Catarina","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,"Trepadeira de capítulos brancos, em brejo alterado (ponto 4)..",NA,NA,"Itapoá",NA,NA,NA,NA,"2000","01",NA,"18121","auto","14",NA,NA
"54","2021-02-11 17:18:07-03","UFPR","UPCB","34433","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","ulei","Mikania ulei","Hieron.","Ritter, M.R.","Fernandes, H.M.","70","1998","02","18",NA,"Brasil","Paraná","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,"Trepadeira, inflorescência creme. Interior da mata nebular, 1310m..",NA,NA,"Guaratuba",NA,NA,NA,NA,"2000","01",NA,"41937","auto","01",NA,NA
