"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","typeStatus","individualCount","fieldNumber","relatedCatalogItem"
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0022098","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","H. Robinson","G. Hatschbach; M. Hatschbach, E. Barbosa","72048","2001","5","15",NA,"Brazil","Minas Gerais","Serra do Cabral (Mun. Joaquim Felício).",NA,"Arbusto erèto, 4 m, capítulo lilás.",NA,NA,NA,"-44.2","-17.8","950","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0022099","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","H. Robinson","G. Hatschbach; M. Hatschbach, E. Barbosa","72048","2001","5","15",NA,"Brazil","Minas Gerais","Serra do Cabral (Mun. Joaquim Felício).",NA,"Arbusto ereto, 4 m, capítulo lilás.",NA,NA,NA,"-44.2","-17.8","950","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:05:57-03","UNICAMP","UEC","27976","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso",NA,"Duarte, AP","13263","1970","09",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,"UEC157724","UEC157724","Grão Mogol","-42.583333","-16.416667",NA,NA,NA,NA,NA,NA,"-42.583333","-16.416667",NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:24:33-03","UNICAMP","UEC","132005","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso",NA,"Mello-Silva, R; Cavalcanti, TB; Zappi, DC; Pirani, JR","s.n.","1985","09","05",NA,"Brazil","Minas Gerais","Jambeiro à 7km de Grão Mongol.",NA,"Planta com caule ereto, sem ramificação. Inflorescências alongadas e rosetas de folhas npo ápice. Capitulos em fruto.","UEC083586","UEC083586","Grão Mogol","-42.583333","-16.416667",NA,NA,NA,NA,NA,NA,"-42.583333","-16.416667",NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:24:33-03","UNICAMP","UEC","102639","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Nakajima, JN","Romero, R; Almeda, F; Robinson, D; Robinson, O; Martins, AB; Goldenberg, R","5440","1998","06","12",NA,"Brazil","Minas Gerais","Próximo à entrada da cidade",NA,"Árvore, ca 3m. Brácteas creme; flores lilases.; Campo rupestre.","UEC054657","UEC054657","Grão Mogol","-42.583333","-16.416667",NA,NA,NA,NA,"1998",NA,"-42.583333","-16.416667","11",NA,NA,NA,NA,NA
"16","2021-03-01 16:24:33-03","UNICAMP","UEC","112473","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Semir, J","Souza, VC; Souza, JP; Elias, SI; Forster, W; Oliveira, ACP","22568","1999","05","16",NA,"Brazil","Minas Gerais","Serra do Cabral",NA,"Planta lenhosa, esguia, até 7m alt, flores lilases; campo rupestre","UEC083679","UEC083679","Joaquim Felício","-44.267222","-17.698333",NA,NA,NA,NA,"2012",NA,"-44.267222","-17.698333","05",NA,NA,NA,NA,NA
"17","2021-03-01 16:24:33-03","UNICAMP","UEC","119141","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Semir, J","Aona, LYS; Belinello, R","701","2000","08","16",NA,"Brazil","Minas Gerais","Parque Estadual. G.M., trilha da Serra do Barão.",NA,"2m., inflorescência lilás.; Afloramento.","UEC083673","UEC083673","Grão Mogol","-42.893611","-16.554167","800","800",NA,NA,NA,NA,"-42.893611","-16.554167",NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:24:33-03","UNICAMP","UEC","126468","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Semir, J","Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, LD","285","2002","07","27",NA,"Brazil","Minas Gerais","5km da cidade de Grão Mogol, beira da estrada.",NA,"Arbusto até 2m, folhas verticiladas, prateadas, flores roxas a brancas, com estigma roxo escuro. Crescendo entre as pedras.","UEC083672","UEC083672","Grão Mogol","-42.913778","-16.603639","693","693",NA,NA,NA,NA,"-42.913778","-16.603639",NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:24:33-03","UNICAMP","UEC","126474","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Semir, J","Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, LD","304","2002","07","30",NA,"Brazil","Minas Gerais","Serra do Cabral",NA,"Arbustos de 3 a 4m.","UEC083680","UEC083680","Joaquim Felício","-44.270694","-17.708306","1156","1156",NA,NA,NA,NA,"-44.270694","-17.708306",NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:24:33-03","UNICAMP","UEC","127238","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Loeuille, BFP","Vichnewski, W","459A","1998","10","06",NA,"Brazil","Goiás","Rodovia GO 118 no km 178.",NA,"Arvoreta, 3m alt., flores roseas e adultas cremes.","UEC069313","UEC069313",NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:24:33-03","UNICAMP","UEC","128843","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso",NA,"Pirani, JR; Oliveira, AA; Simão-Bianchini, R; Zappi, DC","12933","1990","06","14",NA,"Brazil","Minas Gerais","Vale do Rio Itacambiruçu.",NA,"Arbusto 4m alt, com um só tronco delgado portando no ápice folhas grandes prateadas concentrados e longas inflorescências divaricadas (ca, 4-7). Flor lilás com papus seco. Heliófilo, frequente nos afloramentos rochosos que margeiam o v","UEC083674","UEC083674","Grão Mogol","-42.9","-16.55",NA,NA,NA,NA,NA,NA,"-42.9","-16.55",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:24:33-03","UNICAMP","UEC","132097","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Nakajima, JN","Giulietti, AM; Mamede, MCH; Hensold, N; Giulietti, N","CFCR3564","1982","05","23",NA,"Brazil","Minas Gerais","Próx. da ponte sobre o Rio das Mortes. Beira do rio.",NA,"Arbusto 2,5-3,0 m, ramos vegetativos com folhas no ápice abaixo saem os ramos floríferos. Flores lilases.; Campo rupestre.","UEC121014","UEC121014",NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"10",NA,NA,NA,NA,NA
"23","2021-03-01 16:24:33-03","UNICAMP","UEC","134901","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Monge, M","Souza, VC; Souza, JP; Romão, GO; Araújo, AO","25660","2001","07","10",NA,"Brazil","Minas Gerais","Serra do Cabral. Estrada Joaquim Felício - Várzea da Palma, ca. 24km de Joaquim Felício.",NA,"Planta de ca. 4m alt.; flores roxas. Entre rochas.; Afloramento rochoso comcamp arenoso adjacente.","UEC083585","UEC083585","Joaquim Felício","-44.296111","-17.702222","1030","1030",NA,NA,NA,NA,"-44.296111","-17.702222",NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:24:33-03","UNICAMP","UEC","135501","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso",NA,"Nakajima, JN; Romero, R","3112","2001","04","01",NA,"Brazil","Minas Gerais","Estrada para Serra do Cabral, ca. 12 km NE da cidade",NA,"Arvoreta, ca. 2,5m. Brácteas involucrais esverdeado-arroxeadas, corola e ramos do estilete lilás, anteras arroxeadas.; Campo rupestre, entre rochas.","UEC083677","UEC083677","Joaquim Felício","-44.191944","-17.7075","1045","1045",NA,NA,NA,NA,"-44.191944","-17.7075",NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:24:33-03","UNICAMP","UEC","185082","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Nakajima, JN","Lombardi, JA; Saka, MN; Araújo, DA","9061","2012","03","21",NA,"Brazil","Minas Gerais","Brasil, Rio Pardo de Minas-MG. Parque Estadual da Serra Nova, trilha para o escorregador no Córrego da Velha. Altitude de 834-858m.",NA,"Amostra em sílica. Cerrado pedregoso. Arbusto ca. 3m, folhas carnosas, brancas na face abaxial, brácteas brancas na face abaxial, verdes na adaxial, flores lilases, papus branco.","UEC104901","UEC104901","Rio Pardo de Minas","-42.739072","-15.614981","834","834",NA,NA,"2015",NA,"-42.739072","-15.614981","10",NA,NA,NA,NA,NA
"26","2021-03-01 16:24:33-03","UNICAMP","UEC","199359","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Monge, M","Nakajima, JN; Mello, FNA; Rosa, PO; Soares, PN","4710","2008","05","13",NA,"Brazil","Minas Gerais","Estrada para Franscisdo Sá 1km da cidade Grão Mogol.",NA,"Arvoreta,ca. 3m. Brácteas cinza, brácteas involucraias esverdeadas. Corola arroxeada, anteras lilás.; Campo Rupestre.","UEC024082","UEC024082","Grão Mogol","-42.899444","-16.580556","751","751",NA,NA,"2011",NA,"-42.899444","-16.580556","08",NA,NA,NA,NA,NA
"27","2021-03-01 16:24:33-03","UNICAMP","UEC","199360","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso",NA,"Rosa, PO; Nakajima, JN; Soares, PN; Mello, FNA","989","2008","05","14",NA,"Brazil","Minas Gerais","Trilha do Barão.",NA,"Arbusto, ca. 2m. Brácteas involucrais verdes, estilete alvo.","UEC038997","UEC038997","Grão Mogol","-42.891389","-16.555278","867","867",NA,NA,NA,NA,"-42.891389","-16.555278",NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:24:33-03","UNICAMP","UEC","199361","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Scatigna, AV","Scatigna, AV","309","2012","12","03",NA,"Brazil","Minas Gerais","Parque Estadual da Serra do Cabral, próximo à Água Fria.",NA,"Arvoreta ca. 2m, capitulos velhos.; Campo arenoso próximo a afloramento rochoso.","UEC157725","UEC157725","Joaquim Felício","-44.193056","-17.693889",NA,NA,NA,NA,NA,NA,"-44.193056","-17.693889",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:24:33-03","UNICAMP","UEC","202028","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Semir, J","Scatigna, AV","88","2012","07","17",NA,"Brazil","Minas Gerais","Serra do Cabral, estrada para Igrejinha. Afloramento rochoso",NA,"Árvore ca.3m. Brácteas verde claro. Corola vinácea. Estilete lilás. Anteras vináceas.; Serra do Cabral","UEC045110","UEC045110","Joaquim Felício","-44.274139","-17.699083","1144","1144",NA,NA,"2012",NA,"-44.274139","-17.699083","08",NA,NA,NA,NA,NA
"30","2021-03-01 16:24:33-03","UNICAMP","UEC","202029","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso",NA,"Santos, APM; Rosa, PO; Nakajima, JN; Mello, FNA","483","2007","10","22",NA,"Brazil","Minas Gerais","Estrada para Serra do Cabral",NA,"Campo rupestre. árvore ca. 3,0m. Brácteas involucrais creme.","UEC024014","UEC024014","Joaquim Felício","-44.195556","-17.708333",NA,NA,NA,NA,NA,NA,"-44.195556","-17.708333",NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:24:33-03","UNICAMP","UEC","196052","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Semir, J; Volet, DP","Souza, JP; Ferrucci, MS; Rando, JG","9503","2007","10","13",NA,"Brazil","Minas Gerais","Serra do Cabral, 8,5km da cidade.",NA,"Arvoreta ca. 3m alt. Flores passadas.; Campo úmido com afloramento rochoso e cerrados adjacentes.","UEC038029","UEC038029","Joaquim Felício","-44.3225","-18.186389",NA,NA,NA,NA,"2017",NA,"-44.3225","-18.186389","03",NA,NA,NA,NA,NA
"32","2021-03-01 16:24:33-03","UNICAMP","UEC","24543","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso",NA,"Furlan, A; Cordeiro, I; Pirani, JR; Rossi, L; Amaral, MCE","CFCR752","1981","04","12",NA,"Brazil","Minas Gerais","Próximo ao município de Grão Mogol.",NA,"Arbusto de 1,5 m. Flores roxas.; Campo rupestre com abundância de arenito.","UEC121012","UEC121012","Grão Mogol","-42.933333","-16.583333",NA,NA,NA,NA,NA,NA,"-42.933333","-16.583333",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:24:33-03","UNICAMP","UEC","45569","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso",NA,"Semir, J; Chukr, NS; Meneses, NL; Mello-Silva, R; Cavalcanti, TB","CFCR9606","1986","02","25",NA,"Brazil","Minas Gerais","Margens do Córrego à saída da cidade, na estrada para o rio Ventania.",NA,"Arbusto candelabriforme (hábito de Cecropia) até 5m alt., crescendo entre rochas. Flores lilás-claro, anteras roxas.","UEC121013","UEC121013","Grão Mogol","-42.933333","-16.583333","900","1000",NA,NA,NA,NA,"-42.933333","-16.583333",NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:24:33-03","UNICAMP","UEC","60465","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Semir, J; Monge, M","Mello-Silva, R; Affonso, P; Salatino, A; Salatino, MFL","446","1991","06","12",NA,"Brazil","Minas Gerais","Extremidade norte da Serra da Bocaina, na rodovia BR 251.",NA,"Planta até 5m alt., entre rochas. Corola lilás. Frutos comum.; Nascente do Rio Ventania","UEC083676","UEC083676","Grão Mogol","-42.933333","-16.616667",NA,NA,NA,NA,"2012",NA,"-42.933333","-16.616667","05",NA,NA,NA,NA,NA
"35","2021-03-01 16:24:33-03","UNICAMP","UEC","96743","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Semir, J","Borba, EL; Felix, JM; Vaccarelli, VN","512A","1997","12","15",NA,"Brazil","Minas Gerais","Trilha da Tropa na beira do riacho.",NA,"Arbusto ca. de 1m, capítulos velhos, sobre as rochas.; campo rupestre.","UEC083675","UEC083675","Grão Mogol","-42.9","-16.55","1300","1300",NA,NA,NA,NA,"-42.9","-16.55",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:24:33-03","UNICAMP","UEC","60464","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Semir, J","Mello-Silva, R; Affonso, P; Salatino, A; Salatino, MFL","516","1991","06","15",NA,"Brazil","Minas Gerais","Encosta leste da Serra da Canastra. Rochas no alto da Cachoeira da Noruega.",NA,"Arvoreta até 5m alt., sobre rochas ao lado do rio, flores passadas. Comum.","UEC083682","UEC083682","Botumirim","-43.010799407959","-16.872200012207",NA,NA,"39434","auto","2012",NA,NA,NA,"05",NA,NA,NA,NA,NA
"37","2021-03-01 16:24:33-03","UNICAMP","UEC","204092","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Davis, PH","Davis, PH; Gibbs, PE; Kinoshita, LS; Semir, J; Andrade, JB","2365","1976","07","28",NA,"Brazil","Minas Gerais","Estado de Minas Gerais, Serra do Cabral, Município de Joaquim Felício.",NA,"Altura até 4 m;capítulos lilás claro.","UEC173368","UEC173368","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:24:33-03","UNICAMP","UEC","3176","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso",NA,"Davis, PH; Gibbs, PE; Kinoshita, LS; Semir, J; Andrade, JB","2365","1976","07","28",NA,"Brazil","Minas Gerais","Serra do Cabral.",NA,"Altura até 4m, capítulos lilás claro.","UEC083678","UEC083678","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:24:33-03","UNICAMP","UEC","3174","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M.Barroso","Leitão Filho, HF","Gibbs, PE; Andrade, JB; R, Abbott","5081","1977","05","14",NA,"Brazil","Minas Gerais","Mirabela, ca. 45km.",NA,"cerrado","UEC083681","UEC083681","Montes Claros","-43.8616981506348","-16.7350006103516",NA,NA,"72568","auto","1977",NA,NA,NA,"08","01",NA,NA,NA,NA
"40","2021-03-16 17:50:54-03","UCS","HUCS","18470","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M. Barroso","Robinson, H.","Hatschbach, G.","72048","2001","05","15",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,"Herbario MBM",NA,NA,"Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"37503","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:16:30-03","MBM","MBM","227228","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M. Barroso","Robinson, H.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67984","1998","07","28","Southern America","Brazil","Minas Gerais","Estrada para Cristália, ponte sobre o Rio Itacambiruçu",NA,NA,"MBM227228","MBM227228","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:16:30-03","MBM","MBM","58554","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M. Barroso","Semir, J.","Hatschbach, G.","41478","1978","07","22","Southern America","Brazil","Minas Gerais","Grão Mogol, arredores",NA,NA,"MBM058554","MBM058554","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:16:30-03","MBM","MBM","55120","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M. Barroso","Barroso, G.M.","Duarte, A.P.","13263","1970","09","19","Southern America","Brazil","Minas Gerais","Serra do Grão Mogol",NA,NA,"MBM055120","MBM055120","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:16:30-03","MBM","MBM","258397","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M. Barroso","Robinson, H.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","72048","2001","05","15","Southern America","Brazil","Minas Gerais","Serra do Cabral",NA,NA,"MBM258397","MBM258397","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:16:30-03","MBM","MBM","190877","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","markgravii","Lychnophora markgravii","G.M. Barroso","Robinson, H.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64754","1996","04","14","Southern America","Brazil","Minas Gerais","Serra do Cabral",NA,NA,"MBM190877","MBM190877","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
