"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount"
"11","2020-12-15 11:14:53-03","FUNED","FUNED-POL","2309","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,NA,NA,"Brasil",NA,NA,NA,"POL002309",NA,NA,NA,NA,NA,"1990","01","MG",NA,"PAMG/Funed",NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-15 11:14:53-03","FUNED","FUNED-POL","2310","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,NA,NA,"Brasil",NA,NA,NA,"POL002310",NA,NA,NA,NA,NA,"1990","01","MG",NA,"PAMG/Funed",NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:47:18-03","EAO","IAN","63823","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Pires, JM; Black, GA","Southern America","Brasil",NA,NA,NA,"IAN063823","Dicotiledônea",NA,"(Klotzsch) Johnst.","Sleumer, HO","3380","1951","01","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,"17",NA,NA,"1971",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:23:13-03","UFBA","ALCB","53855","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Alves, L. de J.; Guedes, ML; Santana, DL; Loureiro, DM","Southern America","Brasil",NA,NA,"3,0m, ramos avermelhados. Folhas semi-crassas, discolores.; Área antropizada.","ALCB021209","Dicotyledon",NA,"(Klotzsch) I.M.Johnst.","Silva, MS","89","2001","05","Bahia","Bonito","Chapada Diamantina, Sede provisória do assentamento Santa Terezinha","-41.332778","-12.096111","ALCB021209 ALCB021209_1","21",NA,NA,"2014","09","03",NA,NA,"-41.332778","-12.096111",NA,NA,NA,NA,NA
"15","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1638879","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Martius CFP von","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638879",NA,"Proteales","(Klotzsch) I.M.Johnst.",NA,NA,NA,NA,NA,NA,"Brasil.",NA,NA,"NL-L1638879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"16","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1638880","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Martius CFP von","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638880 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638880",NA,"Proteales","(Klotzsch) I.M.Johnst.",NA,NA,NA,NA,NA,NA,"Brasil.",NA,NA,"NL-L1638880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L 0039448","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana","type","Sello F","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200039448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0039448",NA,"Proteales","(Klotzsch) I.M.Johnst.","Sleumer HO",NA,NA,NA,NA,NA,"Brasilia",NA,NA,"NL-L0039448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","908177541",NA,NA,NA
"18","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L 0039449","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana","type","Sello F","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200039449 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0039449",NA,"Proteales","(Klotzsch) I.M.Johnst.","Sleumer HO",NA,NA,NA,NA,NA,"Brasilia",NA,NA,"NL-L0039449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","908177545",NA,NA,NA
"19","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1638875","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Hatschbach GG","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638875 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638875",NA,"Proteales","(Klotzsch) I.M.Johnst.",NA,NA,"1975","01",NA,NA,"Serra do Votuvoru (mun. Rio Branco do Sul) Paraná.",NA,NA,"NL-L1638875","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1638876","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Hatschbach GG; Koczicki C","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638876",NA,"Proteales","(Klotzsch) I.M.Johnst.",NA,NA,"1974","10",NA,NA,"S'Ana do Riacho, arredores, Minas Gerais.",NA,NA,"NL-L1638876","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1638877","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Black GA; Magalhaes CM","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638877 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638877",NA,"Proteales","(Klotzsch) I.M.Johnst.",NA,NA,"1951","04",NA,NA,"Plantas do Brasil, Estado de Minas Gerais. Serra do Cipó, perto do Hotel Palacio.",NA,NA,"NL-L1638877","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1638878","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Pires JM; Black GA","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638878",NA,"Proteales","(Klotzsch) I.M.Johnst.",NA,NA,"1951","01",NA,NA,"Plantas do Brasil, Estado de M. Gerais, Ouro Preto.",NA,NA,"NL-L1638878","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 10:21:20-03","NBC","NL-BOTANY","WAG.1450802","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Hatschbach GG","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1450802 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1450802",NA,"Proteales","(Klotzsch) I.M.Johnst.",NA,NA,"1975","01",NA,NA,"Serra do Votuvoru (mun. Rio Branco do Sul) Paraná.",NA,NA,"NL-WAG1450802","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 10:21:20-03","NBC","NL-BOTANY","L.1638881","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana glabrata",NA,"Pereira E","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1638881 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1638881",NA,"Proteales",NA,NA,NA,"1955","06",NA,NA,"Proced. Minas Gerais-Diamantina.",NA,NA,"NL-L1638881","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"glabrata",NA,NA
"25","2020-11-04 11:17:50-03","ESALQ","ESA","107376","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Locardi, B.M.",NA,"Brasil",NA,NA,NA,"ESA107376","Magnoliophyta",NA,NA,"Locardi, B.M. et al.","16.0","2008","12","São Paulo","Ibira",NA,"-49.2400016784668","-21.0799999237061",NA,"17",NA,NA,NA,NA,NA,"14128","auto",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 16:51:10-03","UFPI","TEPB","32220","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"LOPES, M. S.",NA,"Brasil",NA,NA,"Árvore de aproximadamente 6,5m e CAP= 27,5cm. Ambiente: Mata Ripária (Cerrado)",NA,NA,NA,"(Klotzsch) I.M.Johnst.","Lima-Verde, JW","1092","2014","08","Piauí","Baixa Grande do Ribeiro","Estação ecológica Uruçui-Una.","-45.2136001586914","-7.85027980804443",NA,"09","315","315","2014","08","09","157537","auto","9018347'W","504469'S",NA,NA,NA,NA,NA
"27","2015-07-02 14:55:46-03","JBP","HPL","9130","S","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"H. Lorenzi",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Klotzsch) I.M. Johnst.","H. lorem","98","1992","01","MG","São Sebastião do Paraiso","Coletado no Posto do Sol na estrada para Monte Santo de Minas, 1200m.s.m.","-46.9914","-20.9169",NA,"18",NA,NA,"1992","01","18","24792","auto",NA,NA,NA,NA,NA,NA,NA
"28","2016-02-02 14:39:06-02","BGBM","B","B 10 0250360","S","Plantae","Proteaceae","Euplassa","incana","Euplassa incana","type","F. Sellow","Middle and South America","Brazil",NA,NA,"Ex reliquiis Sellowianis, Humboldt ded. 1836 <a href=http://herbarium.bgbm.org/object/B100250360 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250360",NA,NA,"I.M.Johnst.",NA,"3.b.II 1447",NA,NA,NA,NA,"Brasilia meridionalis.",NA,NA,"B100250360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-02-02 14:39:06-02","BGBM","B","B 10 0250362","S","Plantae","Proteaceae","Euplassa","incana","Euplassa incana","isotype","C. F. P. Martius","Middle and South America","Brazil",NA,NA,"Martii Herbar Florae Brasil; Roupala chrysogenia Mart. ex Meisn. <a href=http://herbarium.bgbm.org/object/B100250362 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250362",NA,NA,"I.M.Johnst.",NA,"Hb.Fl.Bras. 891",NA,NA,NA,NA,NA,NA,NA,"B100250362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-02-02 14:39:06-02","BGBM","B","B 10 0250361","S","Plantae","Proteaceae","Euplassa","incana","Euplassa incana","isolectotype","F. Sellow","Middle and South America","Brazil",NA,NA,"as Adenostephanus incana; Didymanthus incana <a href=http://herbarium.bgbm.org/object/B100250361 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250361",NA,NA,"I.M.Johnst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100250361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-02-15 11:48:58-02","IPA","IPA","76760","S","Plantae","Proteaceae","Adenostephanus","incana","Adenostephanus incana",NA,"Lima, D.P.","Southern America","Brasil",NA,NA,"Árvore ca. 8 m de altura por 35 cm de diâmetro; flores amarelas.","IPA0076760","Plantae",NA,"Klotzsch",NA,"13096","1972","10","Bahia","Ilhéus","Fazenda Ipiranga, Mata da fazenda.","-39.0494003295898","-14.7889003753662",NA,"12",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"32","2019-02-15 11:48:58-02","IPA","IPA","9354","S","Plantae","Proteaceae","Adenostephanus","incana","Adenostephanus incana",NA,"Pickel, B.","Southern America","Brasil",NA,NA,"Cultivada.","IPA0009354","Plantae",NA,"Klotzsch",NA,"s.n.","1942","11","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,"28",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"33","2019-02-15 11:48:58-02","IPA","IPA","9224","S","Plantae","Proteaceae","Adenostephanus","incana","Adenostephanus incana",NA,"Koscinski, M.","Southern America","Brasil",NA,NA,NA,"IPA0009224","Plantae",NA,"Klotzsch",NA,"s.n.","1938","12","São Paulo","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 14:44:02-03","UFJF","CESJ","979","PreservedSpecimen","Plantae","Proteaceae","Adenostephanus","incana","Adenostephanus incana",NA,"M.A. Cunha","América do Sul","Brasil",NA,NA,NA,"CESJ000979","Angiosperma",NA,"Kl.","Pickel","s.n.","1951","11","São Paulo","Vila Amalia","H. Florestal",NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:44:02-03","UFJF","CESJ","X-099","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"?","América do Sul","Brasil",NA,NA,"Nome vulgar: Carvalho nacional.Árvore regular,fornece madeira para construção civil,naval,carpintaria,etc.","CESJ00X099","Angiosperma",NA,"(Klotzsch) I. M. Johnst.",NA,"s.n.",NA,NA,"São Paulo",NA,"Museu Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:38:38-03","UNICAMP","UEC","168337","S","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Farinaccio, MA; Furlan, A; Scatena, VL; et al.",NA,"Brazil",NA,NA,"Árvore, flores amarelas, estigma verde, bastante perfumada.","UEC035671","Magnoliopsida",NA,"(Klotzsch) I.M.Johnst.","Prance, GT","105","1997","06","Minas Gerais",NA,"Serra do Cipó, Santana do Riacho-Cardeal.&nf;Mata ciliar, próximo a Fazenda Paláceo.",NA,NA,"UEC035671","03",NA,NA,"2011","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-19 14:08:59-03","UFRPE","PEUFR","9474","PreservedSpecimen","Plantae","Proteaceae","Adenostephanus","incana","Adenostephanus incana",NA,"D.P. Lima",NA,"Brasil",NA,NA,"Árvore ca. 8 m de alt. por 35 cm de diâmetro; flores amarelas","PEUFR009474",NA,NA,"Klotzsch",NA,"13096","1972","10","Pernambuco","Ilhéus","Fazenda Ipiranga",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-19 14:08:59-03","UFRPE","PEUFR","9473","PreservedSpecimen","Plantae","Proteaceae","Adenostephanus","incana","Adenostephanus incana",NA,"D.P. Lima",NA,"Brasil",NA,NA,"Árvore ca. 12 m de alt. por 25 cm de diâmetro; flor marrom","PEUFR009473",NA,NA,"Klotzsch",NA,"12729","1971","11","Bahia","Una","Mato dos Cagados, Fazenda do Rosário","-39.0752983093262","-15.2932996749878",NA,"10",NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA
"39","2019-11-19 14:08:59-03","UFRPE","PEUFR","977","PreservedSpecimen","Plantae","Proteaceae","Adenostephanus","incana","Adenostephanus incana",NA,"B. Pickel",NA,"Brasil",NA,NA,NA,"PEUFR000977",NA,NA,"Klotzsch",NA,NA,"1942","11","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,"28",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"40","2019-11-06 09:57:17-03","UFOP","OUPR","30273","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Damazio, L.B.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Klotzsch) I.M.Johnst.","Damazio, L.B.","s.n.","1908","06","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"1908","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-06 09:57:17-03","UFOP","OUPR","30272","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Badini, J.",NA,"Brasil",NA,NA,"Árvore. Flores amareladas. Beira de córrego.",NA,NA,NA,"(Klotzsch) I.M.Johnst.","Badini, J.; Kassis, A.","s.n.","1980","05","Minas Gerais","Ouro Preto","Chapada","-43.5080986022949","-20.2875003814697",NA,"26",NA,NA,"1980","05","26","44599","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:42:07-03","MBM","MBM","101422","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Landrum, L.R.","Southern America","Brazil",NA,NA,NA,"MBM101422",NA,NA,"(Klotzsch) Johnst.","Hatschbach, G.","4055",NA,NA,"Paraná","Rio Branco do Sul","Estrada para Cerro Azul","-49.3142013549805","-25.1900005340576","MBM101422",NA,NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:42:07-03","MBM","MBM","41982","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Hatschbach, G.; Koczicki, C.; Koczicki, C.","Southern America","Brazil",NA,NA,NA,"MBM041982",NA,NA,"(Klotzsch) Johnst.","Sleumer, H.","35319",NA,NA,"Minas Gerais","Santana do Riacho","Santana do Riacho, arredores","-43.7144012451172","-19.1688995361328","MBM041982",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:42:07-03","MBM","MBM","56968","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM056968",NA,NA,"(Klotzsch) Johnst.","Hatschbach, G.","37318",NA,NA,"Paraná","Rio Branco do Sul","Serra do Votuvoru","-49.3142013549805","-25.1900005340576","MBM056968",NA,NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:42:07-03","MBM","MBM","69552","PreservedSpecimen","Plantae","Proteaceae","Euplassa","incana","Euplassa incana",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM069552",NA,NA,"(Klotzsch) Johnst.","Cortéz, F.","43122",NA,NA,"Goiás","Cristalina","Fazenda Bela Vista","-47.6136016845703","-16.7686004638672","MBM069552",NA,NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA
"46","2015-09-04 01:22:55-03","MNHN","RECOLNAT_MNHN_P","P02310771","PreservedSpecimen",NA,"Proteaceae","Euplassa","incana","Euplassa incana",NA,"Barreto, M.",NA,"Brasil","hb",NA,"Reçu le 16/02/1938 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310771' target='other'> <mi>dwc_moreinfo</mi></a>","P02310771",NA,NA,"(Klotzsch) I.M.Johnst.",NA,NA,"1935","12",NA,NA,"Fazenda de Juca Cassimiro",NA,NA,"P02310771_01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7086",NA
"47","2015-09-04 01:22:56-03","MNHN","RECOLNAT_MNHN_P","P02310773","PreservedSpecimen",NA,"Proteaceae","Euplassa","incana","Euplassa incana",NA,"Claussen",NA,"Brasil","hb",NA,"1771. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310773' target='other'> <mi>dwc_moreinfo</mi></a>","P02310773",NA,NA,"(Klotzsch) I.M.Johnst.",NA,NA,"1841","1","Minas Gerais",NA,"Brésil (Minas Geraes).",NA,NA,"P02310773_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67",NA
"48","2018-05-30 11:46:48-03","MNHN","RECOLNAT_MNHN_P","P00750534","PreservedSpecimen",NA,"Proteaceae","Euplassa","incana","Euplassa incana",NA,"Sellow, F.",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00750534' target='other'> <mi>dwc_moreinfo</mi></a>","P00750534",NA,NA,"(Klotzsch) I.M.Johnst.","Stenner",NA,"1836",NA,NA,NA,"Brasilia",NA,NA,"P00750534_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
