"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00934148","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M.Carvalho & Barneby","A. M. V. de Carvalho","4116","1993","02","16","South America","Brazil","Bahia","Itacaré","Loteamento da Marambaia, ca 6km SW de Itacaré, na estrada para BR-101.","-39.0167","-14.3167","fluid-preserved","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593000' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","623554","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M.Carvalho & Barneby","W. W. Thomas","8052","1991","07","01","South America","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231","sheet","Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00623554","NY00623554_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:17:27-03","UFBA","ALCB","043687","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M. de Carvalho & Barneby","Guedes, ML; Cabral, L; Oliveira, H","6671","1997","07","29","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, Projeto Cedro da Veracel Celulose","-39.016667","-16.266667",NA,"Folhas cartáceas, discolores. Material estéril.; Mata ombrófila densa em estádio médio de regeneração.",NA,NA,"Guedes, ML",NA,"2000","01","-39.016667","-16.266667",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:15:26-03","UNICAMP","UEC","108500","S","Plantae","Magnoliopsida",NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M.Carvalho & Barneby","Mansano, VF","3","1996","08","25",NA,"Brazil","Bahia","Serra Grande",NA,NA,NA,NA,"folha, Arbusto 3m, folhas discolores.",NA,NA,"Mansano, VF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-20 10:15:26-03","UNICAMP","UEC","108518","S","Plantae","Magnoliopsida",NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M.Carvalho & Barneby","Folli, DA","1256","1991","01","08",NA,"Brazil","Espírito Santo","Córrego Santa Rita","Fazenda Joventino Altoé.",NA,NA,NA,"flor, Mata de Tabuleiro. Porte Arbóreo com 25m, flor rosa e botão verde claro.",NA,NA,"Mansano, VF",NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:15:26-03","UNICAMP","UEC","113324","S","Plantae","Magnoliopsida",NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M.Carvalho & Barneby","Mansano, VF; Rio, MC; Jardim, JG; Freitas, MF","78","1999","11","02",NA,"Brazil","Bahia","Marambaia","Acampamento dos sem terra.",NA,NA,NA,"flor, Árvore 17 m, flores com pétalas róseas e unguículas verdes, estames com anteras amarelas.",NA,NA,"Mansano, VF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-20 10:15:26-03","UNICAMP","UEC","113326","S","Plantae","Magnoliopsida",NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M.Carvalho & Barneby","Mansano, VF; Rio, MC; Jardim, JG; Freitas, MF","77","1999","11","02",NA,"Brazil","Bahia","Marambaia","Acampamento dos sem terra.",NA,NA,NA,"flor, Árvore 14 m, flores com pétalas róseas, unguícula verde, anteras amarelo - esverdeadas.",NA,NA,"Mansano, VF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:15:26-03","UNICAMP","UEC","133734","S","Plantae","Magnoliopsida",NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M.Carvalho & Barneby","Amorim, AMA; Sant'Ana, SC; Mansano, VF","2653","1998","10","11",NA,"Brazil","Bahia","Itacaré","Rodovia Itacaré, Ca. 6 km a partir da sede do município. Assentamento da marambaia. mata Higrófila sul bahiana.","-38.9967002868652","-14.2775001525879",NA,"Árvore ca. 10m altura. Folhas coriáceas, a face superior escura e brilhante. Frutos jovens verdes.",NA,NA,NA,NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:28:29-03","MBM","MBM","163287","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M. Carvalho & Barneby","Amorim, A.; Sant'Ana, S.; Santos, T.S.; Santos, E.B. dos; Brito, H.S.; Sant'Ana, S.; Santos, T.S.; Santos, E.B. dos; Brito, H.S.","448","1991","11","20","Southern America","Brazil","Bahia",NA,"Ramal à esquerda na estrada Ubaitaba/Itacaré, a 4 km do loteamento da Marambaia",NA,NA,NA,"Árvore com 7-8m de altura. Folhas verdes, flores c/ cálice verde, pétalas lilases c/ másculas róseas. Estames esverdeados; Árvore com 7-8m de altura. Folhas verdes, flores com cálice verde, pétalas lilazes com máculas róseas. Estames","MBM163287","MBM163287","Carvalho, J.M.","ISOTYPE","1992","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-01-23 23:23:00-02","MO","MOBOT","3224671","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M. Carvalho & Barneby","L.A.M. Silva|José L. Hage","Silva 317","1979","3","15","South America","Brazil","Bahia",NA,"Mun. de Ilhéus. Km 10 do Ramal qwe li ga a Rod. BR-145 (trecho Ilheus/Itabuna) ao Prov. da Japu, com entrada a 13 km de Ilhéus. Cacaual.",NA,NA,NA,NA,NA,NA,"R. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2008-05-27 22:02:00-03","MO","MOBOT","3224135","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M. Carvalho & Barneby","* FIASCH","FIASCH 1874","2003","11","11","South America","Brazil","Bahia",NA,"Itacaré: Loteamento Marambaia. Rodovia Itacaré-Ilhéus, ca. 6 km a partir da sede do município. Assentamento da marambaia.","-39.08333","-14.33333",NA,NA,NA,NA,"A.M. Carvelho & Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:46:57-03","MBML","MBML-HERBARIO","12224",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Zollernia","magnifica","Zollernia magnifica","Carvalho & Barneby","V. Demuner; et al","877","2000","03","29",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arbusto 5m, frutos jovem, cor verde. Interior de mata sombreada.","MBML012224","MBML012224","M. Sobral/2003",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:46:57-03","MBML","MBML-HERBARIO","7384",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Zollernia","magnifica","Zollernia magnifica","Carvalho & Barneby","L. D. Thomaz","1779","1993","06","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Altura 5m, PAP 22cm, caule interno branco, externo vinho, rebroto. Estéril.","MBML007384","MBML007384","M. Sobral/1995",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-09 10:13:22-03","UENF","HUENF","11559","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Zollernia","magnifica","Zollernia magnifica","A.M.Carvalho & Barneby","Haroldo C. de Lima; Marcelo T. Nascimento, Davi N.S. Machado, Herick B.M. Viana & Patrícia M. Santos","8905","2019","07","17",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Santa Luzia, Mata do Mico.","-41.234167","-21.338889",NA,"Arvoreta com 3 m alt. Indivíduo jovem no sub-bosque. Ocasional.","HUENF00012477",NA,"E.A. Fortes",NA,"2019","07","41º14'3''W","21º20'20''S",NA,NA,"30","74","74",NA,NA,NA
"25","2021-04-07 16:08:49-03","UENF","HUENF","9987","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Zollernia","magnifica","Zollernia magnifica","A.M.Carvalho & Barneby","Lima, H.C.; Nascimento, M.T.; D.N.S. Machado",NA,"2016","09","21",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Imburi.","-41.099167","-21.3275",NA,"Estéril. Ocasional no sub-bosque. Mat. DNA","HUENF00010536",NA,"Lima, H.C.",NA,NA,NA,"41º5'57''W","21º19'39''S",NA,NA,NA,"42","42",NA,NA,NA
"26","2021-02-25 10:12:14-03","CVRD","CVRD","3007","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M.de Carvalho & Barneby","Folli, D.A.","1256","1991","01","08","América do Sul","BRASIL","ES","Pinheiros","Próximo o Arrastão.","-40.2132987976074","-18.3703002929688",NA,"<ll>dwc_commonname:</ll> Juventino","CVRD003007",NA,"Vidal Freitas Mansano",NA,"1997","11",NA,NA,"28525","auto","14",NA,NA,"Magnoliopsida",NA,NA
"27","2020-09-12 05:00:02-03","US","US","3278455","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M. Carvalho & Barneby","A. M. Amorim, S. C. Sant' Ana, T. Santos & E. B. Santos","448","1991","11","20","South America - Neotropics","Brazil","Bahia","Itacaré","Restinga arbustiva Na Praia da Ribeira.","-38.9967002868652","-14.2775001525879",NA,NA,"US00432959","US00432959_01",NA,"Isotype",NA,NA,NA,NA,"41230","auto",NA,NA,NA,"Dicotyledonae","1",NA
"28","2019-11-13 11:23:23-03","USP","SPF","166012","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Zollernia","magnifica","Zollernia magnifica","A.M.Carvalho & Barneby","Fiaschi, P","1874","2003","11","11",NA,"Brasil","Bahia","Itacaré",NA,"-39.083333","-14.333333",NA,NA,"SPF00166012",NA,"Anônimo",NA,NA,NA,"-39.083333","-14.333333",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-05-08 11:13:19-03","UEFS","HUEFS","254941","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Zollernia","magnifica","Zollernia magnifica","A.M.Carvalho & Barneby","Folli, D.A.","1256","1991","01","08",NA,"Brasil","Espírito Santo","Pinheiros","Fazenda Joventino Altoé. Córrego Santa Rita. Próximo o Arrastão.","-40.2132987976074","-18.3703002929688",NA,"Mata de Tabuleiro.","HUEFS0254941",NA,NA,NA,NA,NA,NA,NA,"28525","auto",NA,NA,NA,"Rosanae",NA,NA
"30","2020-05-08 11:13:19-03","UEFS","HUEFS","141472","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Zollernia","magnifica","Zollernia magnifica","A.M.Carvalho & Barneby","Cardoso, D.","2345","2008","10","01",NA,"Brasil","Bahia","Uruçuca","Serra Grande. Rodovia Ilhéus-Itacaré, ca. de 5 km de Serra Grande.","-39.054722","-14.439722",NA,"Floresta ombrófila.","HUEFS0141472",NA,NA,NA,NA,NA,"39W3'17''","14S26'23''",NA,NA,NA,"135","135","Rosanae",NA,NA
"31","2020-05-08 11:13:19-03","UEFS","HUEFS","62987","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Zollernia","magnifica","Zollernia magnifica","A.M.Carvalho & Barneby","Jardim, J.G.","3967","2001","11","15",NA,"Brasil","Bahia","Ituberá","Vicinal para Gandu, saída pela igreja de Santo André, estrada que leva à Lagoa Santa, ca. 18,5km da sede municipal.","-39.103889","-13.9475",NA,"Floresta Higrófila.","HUEFS0062987","HUEFS0062987","V.F.Mansano",NA,"2007","02","39W6'14''","13S56'51''",NA,NA,NA,"170","170","Rosanae",NA,NA
"32","2020-07-23 12:08:11-03","CEPLAC","CEPEC","94001","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica",NA,"J. G. Jardim","3967","2001","11","15",NA,"Brasil","Bahia","ITUBERÁ","Vicinal para Gandu, saída pela igreja de Sto. André, estrada que leva a Lagoa Santa,ca. 18Km da sede do municipio.","-39.103889","-13.9475",NA,NA,NA,NA,"J. G. Jardim",NA,NA,NA,"39W6'14","13S56'51",NA,NA,NA,NA,NA,NA,NA,"30/12/2001"
"33","2020-07-23 12:08:11-03","CEPLAC","CEPEC","122623","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica",NA,"Martini, A.",NA,NA,NA,NA,NA,"Brasil","Bahia","URUÇUCA","Estrada de Itacaré para Ubaitaba. Área do inventário do plano manejo do Parque Estadual da Serra do Conduru. Mata da Fazenda Capitão.","-39.115","-14.499722",NA,"Indivíduo C 1.",NA,NA,"Sem Informação",NA,NA,NA,"39W6'54","14S29'59",NA,NA,NA,"380","380",NA,NA,NA
"34","2020-07-23 12:08:11-03","CEPLAC","CEPEC","54096","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica",NA,"W. W. Thomas","8056","2001","07","01",NA,"Brasil","Bahia","URUÇUCA","7,3Km ao N de Serra Grande, Rod. para Itacaré. Fazenda Lagoa. Parcela 27. Árvore #1202.","-39.016667","-14.416667",NA,NA,NA,NA,"A. M. Amorim","Paratipo",NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"35","2020-07-23 12:08:11-03","CEPLAC","CEPEC","54169","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica",NA,"W. W. Thomas","8052","2001","07","01",NA,"Brasil","Bahia","URUÇUCA","7,3Km ao N de Serra Grande, Rod. para Itacaré. Fazenda Lagoa. Parcela 26. Árvore #1175.","-39.016667","-14.416667",NA,NA,NA,NA,"A. M. Amorim","Paratipo",NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA,NA,"30/01/1993"
"36","2020-07-23 12:08:11-03","CEPLAC","CEPEC","52427","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica",NA,"A. M. Amorim","448","1980","04","29",NA,"Brasil","Bahia","ITACARÉ","Ramal a esquerda da estrada Ubaitaba/Itacaré, a 4Km do Loteamento da Marambaia.","-38.9967002868652","-14.2775001525879",NA,"<ll>dwc_commonname:</ll> Murrinha-de-estipula",NA,NA,"Carvalho & Barneby","Holótipo",NA,NA,"0W0'0","0S0'0","41230","auto",NA,NA,NA,NA,NA,"30/12/1992"
"37","2020-07-23 12:08:11-03","CEPLAC","CEPEC","58704","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica",NA,"A. M. de Carvalho","4116","1978","06","19",NA,"Brasil","Bahia","ITACARÉ","Loteamento da Marambaia. Ca. 6Km ao SW de Itacare, na estrada para BR-101.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,"Carvalho & Barneby","Paratipo",NA,NA,"0W0'0","0S0'0","41230","auto",NA,NA,NA,NA,NA,"30/12/1993"
"38","2020-07-23 12:08:11-03","CEPLAC","CEPEC","84218","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica",NA,"V. F. Mansano","69","1986","12","02",NA,"Brasil","Bahia","ITACARÉ","Marambaia, acampamento dos sem terra.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,"V. F. Mansano",NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,"30/12/1999"
"39","2020-07-23 12:08:11-03","CEPLAC","CEPEC","84324","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica",NA,"V. F. Mansano","77","1986","12","02",NA,"Brasil","Bahia","ITACARÉ","Marambaia. Acampamento dos se, terra.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,"V. F. Mansano",NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,"30/12/1999"
"40","2020-07-23 12:08:11-03","CEPLAC","CEPEC","100492","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica",NA,"P. Fiaschi","1874","2003","11","11",NA,"Brasil","Bahia","ITACARÉ","Loteamento Marambaia. Rod. Itacaré/Ilhéus, ca. 6Km a partir da sede do municipio. Assentamento Marambaia.","-39.083333","-14.333333",NA,NA,NA,NA,"P. Fiaschi",NA,NA,NA,"39W5'","14S20'",NA,NA,NA,NA,NA,NA,NA,"30/11/2003"
"41","2020-07-23 12:08:11-03","CEPLAC","CEPEC","54098","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica",NA,"W. W. Thomas","8058","1991","07","12",NA,"Brasil","Bahia","URUÇUCA","7,3Km ao N de Serra Grande Rod. para Itacaré. Fazenda Lagoa. Parcela 27. Árvore #1210.","-39.016667","-14.416667",NA,NA,NA,NA,"A. M. Amorim","Paratipo",NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"42","2020-07-23 12:08:11-03","CEPLAC","CEPEC","56870","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica",NA,"A. M. Amorim","891","1988","03","18",NA,"Brasil","Bahia","ITACARÉ","Estrada Itacaré/Taboquinhas, Ca 6Km de Itacaré. Loteamento da Marambaia.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,"Carvalho & Barneby","Paratipo",NA,NA,"0W0'0","0S0'0","41230","auto",NA,NA,NA,NA,NA,"30/12/1993"
"43","2020-07-23 12:08:11-03","CEPLAC","CEPEC","81586","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica",NA,"A. M. Amorim","2653","1988","11","11",NA,"Brasil","Bahia","ITACARÉ","Rod. Itacaré/Ilhéus, ca. 6Km a partir da sede do município. Assentamento Marambaia.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,"30/12/1998"
"44","2020-11-12 16:59:43-03","UEL","FUEL","33727","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Zollernia","magnifica","Zollernia magnifica","A.M.deCarvalho & Barneby","Mansano, VF; et al.","78","1999","11","02",NA,"Brasil","Bahia","Marambaia","Acampamento dos sem terra",NA,NA,NA,NA,NA,NA,"Mansano, VF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-23 13:22:32-03","MN","R-TIPOS","211385","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M. Carvalho & Barneby","Amorim, A.M.A.; Santos, T.S.; Sant'Ana, S.C. & Jardim, J.G.","891","1992","12","14",NA,"Brasil","Bahia","Itacaré","Estrada Itacaré/Taboquinhas","-38.9967002868652","-14.2775001525879",NA,NA,"R000211385","R000211385_001",NA,"Paratypus",NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,NA
"46","2021-02-23 13:22:32-03","MN","R-TIPOS","211384","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zollernia","magnifica","Zollernia magnifica","A.M. Carvalho & Barneby","Carvalho, A.M.; Sant'Ana, S.C. & Amorim, A.M.","4116","1993","02","16",NA,"Brasil","Bahia","Itacaré","Loteamento da Marambaia","-38.9967002868652","-14.2775001525879",NA,NA,"R000211384","R000211384_001",NA,"Isoparatypus",NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,NA
