"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","previousCatalogNumber","fieldNumber","individualCount","relatedCatalogItem","sex"
"139","2021-03-15 16:37:00-03","NY","NYBG","2833","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","invisiformis","Mimosa gracilis invisiformis","Barneby",NA,"H. S. Irwin","12359","1966","02","08","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros. Ca 15 km W of Veadeiros. Alt. 1000 m.","-47.5097","-14.1325","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=262394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002833","NY00002833_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-15 16:37:00-03","NY","NYBG","00933400","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","invisiformis","Mimosa gracilis invisiformis","Barneby","R. C. Barneby","R. M. Harley","11387","1968","12","21","South America","Brazil","Goiás",NA,"Chapada dos Veadeiros, c. 65 km due North of Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933400","NY00933400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-15 16:37:00-03","NY","NYBG","00933370","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","invisiformis","Mimosa gracilis invisiformis","Barneby","R. C. Barneby","H. S. Irwin","33129","1971","03","24","South America","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 40 km N of Alto Paraíso","-47.5167","-13.75517","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009354' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933370","NY00933370_01","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-15 16:37:00-03","NY","NYBG","00960637","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","invisiformis","Mimosa gracilis invisiformis","Barneby","R. C. Barneby","G. M. Barroso","625","1968","12","21","South America","Brazil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960637","NY00960637_01","1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-15 16:37:00-03","NY","NYBG","00933371","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","invisiformis","Mimosa gracilis invisiformis","Barneby","R. C. Barneby","H. S. Irwin","33129","1971","03","24","South America","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 40 km N of Alto Paraíso","-47.5167","-13.75517","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933371","NY00933371_01","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-15 16:37:00-03","NY","NYBG","00933372","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","invisiformis","Mimosa gracilis invisiformis","Barneby","R. C. Barneby","H. S. Irwin","24376","1969","03","14","South America","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 37 km north of Veadeiros","-47.5167","-13.78228","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933372","NY00933372_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-15 16:37:00-03","NY","NYBG","00933395","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","invisiformis","Mimosa gracilis invisiformis","Barneby","R. C. Barneby","W. R. Anderson","6684","1973","03","08","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 25 km by road N of Alto Paraíso","-47.3578","-13.9584","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009378' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933395","NY00933395_01","1700","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-15 16:37:00-03","NY","NYBG","419496","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","leiocarpa","Mimosa gracilis leiocarpa","(Burkart) Barneby","L. S. B. Jordão","G. G. Hatschbach","13091","1965","11","08","South America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.012929","-25.234872","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419496","NY00419496_01","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-15 16:37:00-03","NY","NYBG","419493","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","leiocarpa","Mimosa gracilis leiocarpa","(Burkart) Barneby","L. S. B. Jordão","A. Schinini","30088","1995","10","11","South America","Paraguay","Caaguazú",NA,"Cnia. Pindo, camino entre Itaquyry y Curuguati. Estribaciones de la Sra. de San Joaquin","-55.33","-24.58","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419493","NY00419493_01","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2016-09-27 19:50:00-03","NY","NYBG","01345695","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","leiocarpa","Mimosa gracilis leiocarpa","(Burkart) Barneby","R. C. Barneby","T. S. Ibarrola","1937","1945","01","04","South America","Argentina","Corrientes","Paso de los Libres","Topebicuá cercanias",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1616827' target='other'> <mi>dwc_moreinfo</mi></a>","NY01345695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-15 16:37:00-03","NY","NYBG","2835","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","longipes","Mimosa gracilis longipes","Barneby",NA,"H. S. Irwin","26119","1970","02","05","South America","Brazil","Minas Gerais",NA,"Serra de Anta. Ca 5 km N pf Paracatú. Alt., 800 m.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002835","NY00002835_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-15 16:37:00-03","NY","NYBG","00933389","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","longipes","Mimosa gracilis longipes","Barneby","R. C. Barneby","H. S. Irwin","10327","1965","11","16","South America","Brazil","Goiás","Cabeceiras","Serra do Rio Preto, ca.10 km E. of Cabeceiras","-46.89","-15.8","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933389","NY00933389_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-15 16:37:00-03","NY","NYBG","00933390","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","longipes","Mimosa gracilis longipes","Barneby","R. C. Barneby","H. S. Irwin","10366","1965","11","17","South America","Brazil","Goiás","Cabeceiras","Serra do Rio Preto, ca.10 km E. of Cabeceiras","-46.89","-15.8","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933390","NY00933390_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-15 16:37:00-03","NY","NYBG","00933531","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","stipitata","Mimosa gracilis stipitata","Barneby","R. C. Barneby","H. S. Irwin","27165","1970","03","08","South America","Brazil","Minas Gerais",NA,"Middle slopes of Serra do Cabral, ca. 2 km W. of Cantoni","-44.13","-17.57","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009797' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933531","NY00933531_01","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-15 16:37:00-03","NY","NYBG","2836","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","stipitata","Mimosa gracilis stipitata","Barneby",NA,"H. S. Irwin","33127","1971","03","24","South America","Brazil","Goiás","Teresina de Goiás","ca 40 km N of Alto do Paraíso. Alt. 1250 m.","-47.2644","-13.7767","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=274575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002836","NY00002836_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-15 16:37:00-03","NY","NYBG","00933530","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","stipitata","Mimosa gracilis stipitata","Barneby","R. C. Barneby","H. S. Irwin","27233","1970","03","09","South America","Brazil","Minas Gerais",NA,"Upper slopes of Serra do Cabral, ca. 3 km W. of Cantoni","-44.13","-17.57","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933530","NY00933530_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-15 16:37:00-03","NY","NYBG","00933533","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","gracilis","stipitata","Mimosa gracilis stipitata","Barneby","R. C. Barneby","G. G. Hatschbach","51182","1987","03","20","South America","Brazil","Minas Gerais","Gouveia","Barro Preto","-43.7406","-18.4544","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933533","NY00933533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-02-18 09:29:45-03","UNESP-IBB","BOTU","4613","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","gracilis","capillipes","Mimosa gracilis capillipes","(Benth.) Barneby","Gottsberger, I.S.","Garcia, D.O.",NA,"1974","11","05",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Flor maravilha","BOTU004613",NA,NA,NA,NA,NA,NA,"1976","11","9999","9999",NA,NA,NA,NA,NA,NA,NA
"157","2021-02-18 09:29:45-03","UNESP-IBB","BOTU","30817","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","gracilis",NA,"Mimosa gracilis","Benth.","Borges, L.M.","Souza, J.P.","3973","2000","01","26",NA,"Brasil","São Paulo","Pirassununga",NA,NA,NA,NA,"Erva rastejante, filetes rosa-forte","BOTU030817",NA,NA,NA,NA,NA,NA,"2012","07","9999","9999",NA,NA,NA,NA,NA,NA,NA
"158","2021-02-18 09:29:45-03","UNESP-IBB","BOTU","4622","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","gracilis","capillipes","Mimosa gracilis capillipes","(Benth.) Barneby","Gottsberger, I.S.","Sugizaki, M.F.","9","1974","10","05",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Plantas rastejantes, flores roxas, e cor-de-rosa","BOTU004622",NA,NA,NA,NA,NA,NA,"1976","11","9999","9999","19",NA,NA,NA,NA,NA,NA
"159","2021-02-18 09:29:45-03","UNESP-IBB","BOTU","1954","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","gracilis",NA,"Mimosa gracilis","Benth.","Jordão, L.S.B.","Bordin, D.J.",NA,"1971","11","06",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,NA,"BOTU001954",NA,NA,NA,NA,NA,NA,"2017","07","9999","9999","13",NA,NA,NA,NA,NA,NA
"160","2021-02-18 09:29:45-03","UNESP-IBB","BOTU","10112","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","gracilis","capillipes","Mimosa gracilis capillipes","(Benth.) Barneby",NA,"Yanagizawa, Y.","64","1982","01","12",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Arbusto, flores róseas","BOTU010112",NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"161","2021-02-18 09:29:45-03","UNESP-IBB","BOTU","20082","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","gracilis","capillipes","Mimosa gracilis capillipes","(Benth.) Barneby",NA,"Bertoncini, A.P.","104","1994","03","17",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Erva protrada, flores polistêmones de cor pink, folhas reduzidas","BOTU020082",NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"162","2021-02-18 09:29:45-03","UNESP-IBB","BOTU","3896","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","gracilis","capillipes","Mimosa gracilis capillipes","(Benth.) Barneby","Gottsberger, I.S.","Palastre, R.","74","1973","11","05",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Planta rastejante, raiz tuberosa, estames arroxeados para vinho","BOTU003896",NA,NA,NA,NA,NA,NA,"1976","11","9999","9999",NA,NA,NA,NA,NA,NA,NA
"163","2020-11-13 09:19:50-03","UFRJ","RFA","17682","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","gracilis",NA,"Mimosa gracilis","Benth.","L. M. Borges","E.P. Heringer","12027","1972","01","27",NA,"Brasil","Distrito Federal","Brasília","Batalhão da Guarda Presidencial (Em frente)","-47.9296989440918","-15.7797002792358",NA,"Planta delicada com 60 cm de altura, algumas vezes em lugares fechados é quase trepadeira, folhas sensitivas, flores em pomponsinhos, róseas","RFA14814",NA,NA,NA,NA,"70570","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-06-29 11:30:35-03","UFRJ","RFA","6263","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","gracilis",NA,"Mimosa gracilis","Benth.","L. M. Borges","P. Occhioni","2178","1960","12",NA,NA,"Brasil","Distrito Federal","Distrito Federal","Sobradinho",NA,NA,NA,"Flor rósea","RFA26287",NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-06-29 11:30:35-03","UFRJ","RFA","5219","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","gracilis","brevissima","Mimosa gracilis brevissima","Barneby","L. M. Borges","D. Occhioni",NA,"1959","12",NA,NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,"Flor rósea","RFA25584",NA,NA,NA,NA,"70570","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-06-29 11:30:35-03","UFRJ","RFA","8112","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","gracilis","filiformis","Mimosa gracilis filiformis","(Benth.) Barneby","L. M. Borges","P. Occhioni","3484","1966","11","09",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,"Reptante,flor lilás,do campo seco","RFA27383",NA,NA,NA,NA,"46557","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-11-13 09:19:50-03","UFRJ","RFA","17669","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","gracilis",NA,"Mimosa gracilis","Benth.",NA,"E.P. Heringer","15345","1975","01","15",NA,"Brasil","Goiás","Santo Antônio do Descoberto","Divisa com Distrito Federal","-48.2550010681152","-15.9397001266479",NA,"Planta de 80cm de altura,com flores róseas","RFA14775",NA,NA,NA,NA,"42587","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-11-13 09:19:50-03","UFRJ","RFA","17677","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","gracilis",NA,"Mimosa gracilis","Benth.",NA,"E.P. Heringer","12018","1972","01","15",NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,"Flores róseas na extremidade dos ramos, delicados, decumbentes sobre as gramíneas, sujeito ao fogo periódico","RFA14797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-04-08 17:40:05-03","EAO","IAN","35879","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","gracilis","capillipes","Mimosa gracilis capillipes","(Benth.) Barneby","Trindade, MJS","Lima, AS","7385","1943","12","08","Southern America","Brasil","São Paulo","Mogi-Mirim","Estrada de rodagem, km. 153",NA,NA,NA,"Herbaceo.","IAN035879",NA,NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-04-08 17:40:05-03","EAO","IAN","90766","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","gracilis","capillipes","Mimosa gracilis capillipes","(Benth.) Barneby","Rodrigues, WA","Macêdo, A","4341","1956","02","17","Southern America","Brasil","Goiás","Corumbá de Goiás","Serra do Pirineus.","-48.8086013793945","-15.9236001968384",NA,"Campestre meio prostrada, rosea.","IAN090766",NA,NA,NA,NA,"41388","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-04-08 17:40:05-03","EAO","IAN","104826","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","gracilis","capillipes","Mimosa gracilis capillipes","(Benth.) Barneby","Barneby, RC","Magalhães, MG","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Araguarí","Cerrado.","-48.187198638916","-18.6471996307373",NA,"Reptante. Flor rosea. Pequenos tapetes esparsos. Terra vermelha profunda.","IAN104826",NA,NA,NA,NA,"58653","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-11-06 15:26:57-03","EPAMIG","PAMG","6286","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","gracilis","var. brevissima","Mimosa gracilis var. brevissima","Barneby","L.S.B. Jordão","V. Mecenas","34","1978","04","14",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.929167","-15.78",NA,"Uma duplicata",NA,NA,"1130","1130",NA,NA,NA,"2015","10","47° 55' 45W","15° 46' 48S","27",NA,NA,NA,NA,NA,NA
"173","2020-10-26 10:25:09-03","EPAMIG","PAMG","20312","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","gracilis","var. capillipes","Mimosa gracilis var. capillipes","(Benth.) Barneby","V.F. Dutra","M. Brandão","14953","1989","02","22",NA,"Brasil","Minas Gerais","Araxá","Araxá - Sacramento, Km 15 após divisa de municípios","-46.940833","-19.593333",NA,"Unicata",NA,NA,"1008","1008",NA,NA,NA,"2008","02","46° 56' 27 W","19° 35' 36 S","12",NA,NA,NA,NA,NA,NA
"174","2020-10-22 10:34:28-03","EPAMIG","PAMG","43781","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","gracilis","var. capillipes","Mimosa gracilis var. capillipes","(Benth.) Barneby","V.F. Dutra","M.L. Gavilanes","5725","1993","02","02",NA,"Brasil","Minas Gerais","Divinópolis",NA,"-44.887222","-20.139444",NA,"Cerrado. Erva reptante, de 80 cm de altura, flores arroxeadas. Doação Herbário ESAL, UFLA, Lavras, MG. Unicata",NA,NA,"724","724",NA,NA,NA,"2008","02","44° 53' 14W","20° 8' 22S","12",NA,NA,NA,NA,NA,NA
"175","2020-11-06 15:26:57-03","EPAMIG","PAMG","4944","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","gracilis","var. capillipes","Mimosa gracilis var. capillipes","(Benth.) Barneby","V.F. Dutra","M. Brandão","7012","1978","03","15",NA,"Brasil","Minas Gerais","Patrocínio","Fazenda da EPAMIG","-46.9925","-18.944167",NA,"Cerrado. Subarbusto prostrado, flores róseas. Unicata",NA,NA,"973","973",NA,NA,NA,"2008","02","46° 59' 33W","18° 56' 39S","12",NA,NA,NA,NA,NA,NA
"176","2020-11-06 15:26:57-03","EPAMIG","PAMG","11895","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","gracilis","var. capillipes","Mimosa gracilis var. capillipes","(Benth.) Barneby","V.F. Dutra","N.M.S. Costa","494","1984","01","19",NA,"Brasil","Minas Gerais","Uberlândia","BR-050, Km 80 para Uberaba","-48.262222","-18.911389",NA,"Unicata",NA,NA,"843","843",NA,NA,NA,"2008","02","48° 15' 44W","18° 54' 41S","12",NA,NA,NA,NA,NA,NA
"177","2020-10-22 10:34:28-03","EPAMIG","PAMG","43847","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","gracilis","var. capillipes","Mimosa gracilis var. capillipes","(Benth.) Barneby","V.F. Dutra","M.L. Gavilanes","5588","1993","01",NA,NA,"Brasil","Minas Gerais","Divinópolis",NA,"-44.887222","-20.139444",NA,"Cerrado. Erva de 60 cm de altura, flores arroxeadas. Doação Herbário ESAL, UFLA, Lavras, MG. Unicata",NA,NA,"724","724",NA,NA,NA,"2008","02","44° 53' 14W","20° 8' 22S","12",NA,NA,NA,NA,NA,NA
"178","2020-10-22 10:34:28-03","EPAMIG","PAMG","14256","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","gracilis","var. capillipes","Mimosa gracilis var. capillipes","(Benth.) Barneby","V.F. Dutra","M. Brandão","11590","1986","03","05",NA,"Brasil","Minas Gerais","Unaí","Km 30 após Estação Experimental de Unaí","-46.911944","-16.351667",NA,"Unicata",NA,NA,"565","565",NA,NA,NA,"2008","02","46° 54' 43W","16° 21' 6S","12",NA,NA,NA,NA,NA,NA
"179","2020-10-22 10:34:28-03","EPAMIG","PAMG","11132","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","gracilis","var. gracilis","Mimosa gracilis var. gracilis","Benth.","V.F. Dutra","M. Brandão","11145","1985","03","28",NA,"Brasil","Minas Gerais","Itapagipe","Entroncamento dos Pastos - Itapagipe","-49.370556","-19.890833",NA,"Área desmatada próxima do Cerradão. Unicata",NA,NA,"503","503",NA,NA,NA,"2008","02","49° 22' 14W","19° 53' 27S","12",NA,NA,NA,NA,NA,NA
"180","2020-11-06 15:26:57-03","EPAMIG","PAMG","4534","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","gracilis","var. gracilis","Mimosa gracilis var. gracilis","Benth.","V.F. Dutra","M. Brandão","5971",NA,NA,NA,NA,"Brasil","Minas Gerais","Três Marias",NA,"-45.2325","-18.205",NA,"Cerrado. Unicata",NA,NA,"569","569",NA,NA,NA,"2008","06","45° 13' 57 W","18° 12' 18S","25",NA,NA,NA,NA,NA,NA
"181","2020-11-06 15:26:57-03","EPAMIG","PAMG","5008","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","gracilis","var. gracilis","Mimosa gracilis var. gracilis","Benth.","V.F. Dutra","M. Brandão","10138","1978","03","16",NA,"Brasil","Minas Gerais","Patrocínio","Fazenda da EPAMIG","-46.9925","-18.944167",NA,"Cerrado. Erva de 70 a 80 cm de altura, flores róseas em glomérulos, planta de hábito prostrado, delicada. Unicata",NA,NA,"973","973",NA,NA,NA,"2008","06","46° 59' 33W","18° 56' 39S","25",NA,NA,NA,NA,NA,NA
"182","2020-11-06 15:26:57-03","EPAMIG","PAMG","14229","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","gracilis","var. longipes","Mimosa gracilis var. longipes","Barneby","L.S.B. Jordão","M. Brandão","11557","1986","03","04",NA,"Brasil","Minas Gerais","João Pinheiro","João Pinheiro - Paracatu, 6 Km após Paracatu",NA,"-17.745833",NA,"Unicata",NA,NA,"768","768",NA,NA,NA,"2015","10","46° 10' 44'W","17° 44' 45S","27",NA,NA,NA,NA,NA,NA
"183","2020-11-06 15:26:57-03","EPAMIG","PAMG","14244","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","gracilis","var. longipes","Mimosa gracilis var. longipes","Barneby","L.S.B. Jordão","M. Brandão","11577","1986","03","04",NA,"Brasil","Minas Gerais","Paracatu","2 Km após Estação Experimental","-46.875278","-17.2225",NA,"Unicata",NA,NA,"696","696",NA,NA,NA,"2015","10","46° 52' 31W","17° 13' 21S","27",NA,NA,NA,NA,NA,NA
"184","2020-11-06 15:26:57-03","EPAMIG","PAMG","14655","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","gracilis","var. longipes","Mimosa gracilis var. longipes","Barneby","L.S.B. Jordão","M. Brandão","12217","1987","03","13",NA,"Brasil","Minas Gerais","Arinos","Arinos - Buritis","-46.108889","-15.905278",NA,"Unicata",NA,NA,"507","507",NA,NA,NA,"2015","10","46° 6' 32W","15° 54' 19S","27",NA,NA,NA,NA,NA,NA
"185","2019-10-09 11:16:35-03","UFBA","ALCB","55850","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","gracilis","leiocarpa","Mimosa gracilis leiocarpa","(Burkart) Barneby","Jordão, LSB","Arbo, MM; Schinini, A; Seijo, G","8423","1999","11","23","Southern America","Argentina","Corrientes",NA,"Paraje Galarza","-56.683611","-28.100556",NA,"Apoyante. Inflorescências nuevas, color fucsia, las viejas rosadas.; Campo inundable, pajonal de Andropogon lateralis.","ALCB023937","ALCB023937",NA,NA,NA,NA,NA,"2017","06","-56.683611","-28.100556","05",NA,NA,NA,NA,NA,NA
"186","2019-10-09 11:16:35-03","UFBA","ALCB","047251","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","gracilis","longipes","Mimosa gracilis longipes","Barneby","Jordão, LSB","Queiroz, LP de; Santos, CC dos; Torres, DC; Oliveira, AA; Rios, L","PFBa6073","2000","02","16","Southern America","Brasil","Bahia","Correntina","Oeste, ca. 46.3 km W de Correntina na estrada para Brasília","-45.015833","-13.519167",NA,"ereto de ca. 40 cm alt., pouco ramificado. Folíolos papiráceos, glaucos. Flores com cálice e corola creme com lacínios acastanhados e filetes rosa-choque.; baixo com estratos herbáceo e arbustivo densos e poucas árvores sobre solo are","ALCB024481","ALCB024481",NA,NA,NA,NA,NA,"2017","06","-45.015833","-13.519167","05",NA,NA,NA,NA,NA,NA
