"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","monthIdentified","class","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"47","2016-02-02 14:39:18-02","BGBM","B","B 10 0242205","S","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla var. subglaucescens","isotype","A. F. M. Glaziou","15507","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100242205 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100242205",NA,NA,NA,NA,NA,"Malme",NA,NA,NA,"Rio de Janeiro.",NA,NA,"B100242205",NA,NA,NA,"var. subglaucescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-02-02 14:39:18-02","BGBM","B","B 10 0242205","S","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla var. subglaucescens","isotype","A. F. M. Glaziou","15507","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100242205 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100242205",NA,NA,NA,NA,NA,"Malme",NA,NA,NA,"Rio de Janeiro.",NA,NA,"B100242205",NA,NA,NA,"var. subglaucescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-02-15 11:52:09-02","IPA","IPA","27530","S","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Harley, R.M.","19754","Southern America","Brasil",NA,NA,"Herb to 65 cm with distichous shoots. Leaves mid-green, leaf-sheaths beneath with pinkish-purple scarious margins. Involucral bracts brown with elongate green keel. Petals dark yellow; Sanstone, metamorphic and quartzite rock outcrops","IPA0027530","1977","03","20","Plantae",NA,"Mart.","Kral, R.","Bahia",NA,"Serra das Almas, Lower NE slopes of the Pico das Almas, ca. 25km WNW of the Vila do Rio de Contas.","-41.95","-13.55",NA,"1500","1500","1979",NA,NA,NA,NA,NA,"-41.95","-13.55",NA,NA,NA,NA
"50","2020-12-20 21:19:44-03","UFV","VIC","21388","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Valente, G.E.; et al.","1737",NA,"Brasil",NA,NA,"Inflorescência de cálice marrom e corola amarela.","VIC021388","2005","04","23",NA,NA,"Mart.","Silva, G.O.; Guedes, J.S.","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Campo rupestre. Planta coletada em borda de um curso d'água temporário.","-43.6918983459473","-20.5207996368408","VIC021388",NA,NA,"2011",NA,"13809","auto","11",NA,NA,NA,"24",NA,NA,NA
"51","2020-12-20 21:19:44-03","UFV","VIC","21387","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Valente, G.E.; et al.","1736",NA,"Brasil",NA,NA,"Inflorescência de cálice marrom e corola amarela.","VIC021387","2005","04","23",NA,NA,"Mart.","Silva, G.O.; Guedes, J.S.","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Campo rupestre. Planta coletada em solo arenoso-brejoso.","-43.6918983459473","-20.5207996368408","VIC021387",NA,NA,"2011",NA,"13809","auto","11",NA,NA,NA,"24",NA,NA,NA
"52","2019-11-21 14:49:03-03","UFJF","CESJ","22214","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"R.F. Novelino; et al.","s.n.","América do Sul","Brasil",NA,NA,"Solo negro, humoso, entre rochas; flores amarelas. Alt. 2000m. s.n.m. .","CESJ022214","1988","03","19","Angiosperma",NA,"Mart.","M.G.L. Wanderley","Minas Gerais",NA,"Serra do Caparaó",NA,NA,"CESJ022214",NA,NA,"1989",NA,NA,NA,"06",NA,NA,NA,"26",NA,NA,NA
"53","2019-11-21 14:49:03-03","UFJF","CESJ","72101","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"L.N. Gonçalves; P. Duffles","481","América do Sul","Brasil",NA,NA,"Flores amarelas;","CESJ072101","2017","10","19","Angiosperma",NA,"Mart.","N.F.O. Mota","Minas Gerais","Marmelópolis","Pico dos Marins, 1º maciço","-45.135556","-22.500833",NA,"1900","1900","2018",NA,NA,NA,"10",NA,"-45.135556","-22.500833","23",NA,NA,NA
"54","2020-06-30 18:32:57-03","UFJF","CESJ","32456","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"M.A. Heluey; R.C. Forzza; F.C. Araújo","24","América do Sul","Brasil",NA,NA,"No campo encharcável, erva com flores amarelas.","CESJ032456","2001","02","08","Angiosperma",NA,"Mart.","M.G.L. Wanderley","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"2006",NA,"30417","auto","06",NA,NA,NA,"01",NA,NA,NA
"55","2020-11-09 19:01:10-03","UFJF","CESJ","32706","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"F.R.G. Salimena","s.n.","América do Sul","Brasil",NA,NA,NA,"CESJ032706","2000","12",NA,"Angiosperma",NA,"Mart.","M.G.L. Wanderley","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"2006",NA,"30417","auto","06",NA,NA,NA,"01",NA,NA,NA
"56","2020-06-30 18:32:57-03","UFJF","CESJ","37354","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"B.C.Campos; S.V.Santos Jr.","30","América do Sul","Brasil",NA,NA,"Erva, próxima ao curso d'água, sob pedra, no caminho para o Lago dos Espelhos. Flores amarelas.","CESJ037354","2002","02","02","Angiosperma",NA,"Mart.","M.G.L. Wanderley","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"2006",NA,"30417","auto","06",NA,NA,NA,"01",NA,NA,NA
"57","2020-06-30 18:32:57-03","UFJF","CESJ","47798","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"F.M. Ferreira; P.L. Viana; F.R.G. Salimena","1064","América do Sul","Brasil",NA,NA,"Erva cespitosa no campo rupestre. Flores amarelas. Entre o Monjolinho e o Pico do Pião.","CESJ047798","2006","03","28","Angiosperma",NA,"Mart.","J.S.Guedes; G.O.Silva","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"2011",NA,"30417","auto","11",NA,NA,NA,"25",NA,NA,NA
"58","2020-06-30 18:32:57-03","UFJF","CESJ","46974","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"F.R.G. Salimena; F.M. Ferreira; PL.Viana","1320","América do Sul","Brasil",NA,NA,"Erva no campo rupestre, solo encharcável. Flores amarelas","CESJ046974","2006","03","06","Angiosperma",NA,"Mart.","J.S.Guedes; G.O.Silva","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, UTM 616776176027","-43.793098449707","-21.8425006866455",NA,NA,NA,"2011",NA,"30417","auto","11",NA,NA,NA,"25",NA,NA,NA
"59","2019-11-21 14:49:03-03","UFJF","CESJ","47018","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"P.L. Viana; N.F.O. Mota","1923","América do Sul","Brasil",NA,NA,"Erva terrestre, em campo de altitude, flores amarelas.","CESJ047018","2006","02","26","Angiosperma",NA,"Mart.","M.G.L. Wanderley","Minas Gerais","Rio Preto","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"2006",NA,"20815","auto","06",NA,NA,NA,"01",NA,NA,NA
"60","2019-11-21 14:49:03-03","UFJF","CESJ","48838","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"N.L. Abreu; K. Antunes; P.L. Viana; F.S. Souza; N.F.O. Mota; T.E. Almeida; A.M. Teles; B.No","184","América do Sul","Brasil",NA,NA,"Erva saxícola, no campo em terreno brejoso.","CESJ048838","2007","04","10","Angiosperma",NA,"Mart.","N.F.O. Mota","Minas Gerais","Rio Preto","Serra Negra, Região do Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"2011",NA,"20815","auto","06",NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:20:52-03","UNICAMP","UEC","137781","S","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Meireles, LD; Verola, CF; Caiafa, AN; Martins, FM","1359",NA,"Brazil",NA,NA,"Erva, flores amarela, campo sujo.","UEC019145","2003","04","19","Liliopsida",NA,"Mart.","Silva, GO","Minas Gerais","Ouro Preto","Lavras Novas","-43.511611","-20.486472","UEC019145","1400","1400","2012",NA,NA,NA,"03",NA,"-43.511611","-20.486472","13",NA,NA,NA
"62","2021-03-01 16:20:52-03","UNICAMP","UEC","138066","S","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Meireles, LD; Verola, CF; Caiafa, AN; Martins, FM","1398",NA,"Brazil",NA,NA,"Erva, flores amarelas, no serrote","UEC019146","2003","04","20","Liliopsida",NA,"Mart.","Silva, GO","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.720889","-20.483389","UEC019146",NA,NA,"2012",NA,NA,NA,"03",NA,"-43.720889","-20.483389","13",NA,NA,NA
"63","2021-03-01 16:20:52-03","UNICAMP","UEC","27504","S","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","19754",NA,"Brazil",NA,NA,"Herb to 65cm. with distichous shoots. Leaves mid-green, leaf-sheaths beneath with pinkish-purple scarious margins. Involucral bracts brown with elongate green keel. Petals dark yellow. This plant growing in marsh on lower slopes.; Sand","UEC060944","1977","03","20","Liliopsida",NA,"Mart.","Kral, R","Bahia",NA,"Serra das Almas","-41.95","-13.55","UEC060944","1500","1500","1979",NA,NA,NA,NA,NA,"-41.95","-13.55",NA,NA,NA,NA
"64","2021-03-01 16:20:52-03","UNICAMP","UEC","25067","S","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla microstachya",NA,"Shepherd, GJ; Shepherd, SLK","12889",NA,"Brazil",NA,NA,"Erva de 30 cms, flores amarelas.","UEC076096","1981","09","08","Liliopsida",NA,"Mart.","Wanderley, MDGL","São Paulo",NA,"Serra da Bocaina, Estr. S.J. do Barreiro p/ Silveiras, Km 25 estr. p/ faz. Pinheirinho. Campo ao lado do Rio Manbucada.",NA,NA,"UEC076096","1600","1600","2010","microstachya",NA,NA,"11",NA,NA,NA,"17",NA,NA,NA
"65","2019-08-20 10:01:57-03","UNICAMP","UEC","106574","S","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Crespo, S; Belinello, R; Feres, FR","26",NA,"Brazil",NA,NA,"Herbácea; flores amarelas.","UEC000491","1999","03","02","Liliopsida",NA,"Mart.","Wanderley, MDGL","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro Mata","-43.6002998352051","-18.2493991851807","UEC000491",NA,NA,"2001",NA,"101169","auto","08",NA,NA,NA,"27",NA,NA,NA
"66","2019-08-20 10:01:57-03","UNICAMP","UEC","54882","S","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Marcondes-Ferreira, W; Martins, AB; Semir, J; Martins, EF; Miotto, STS; Queiroz, EP","260",NA,"Brazil",NA,NA,"Erva de brejo; flores amarelas, brácteas castanhas.","UEC000492","1990","03","15","Liliopsida",NA,"Mart.","Wanderley, MDGL","Minas Gerais","Santa Bárbara","Caraça, Caminho de asfalto indo até ao encontro dos rios.","-43.4152984619141","-19.959400177002","UEC000492",NA,NA,"1998",NA,"33136","auto","06",NA,NA,NA,"24",NA,NA,NA
"67","2021-03-01 16:20:52-03","UNICAMP","UEC","17658","S","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH; et al.","9686",NA,"Brazil",NA,NA,"Herbáceo até 60cm; flores amarelas. (xyridaceae).","UEC054598","1978","12","13","Liliopsida",NA,"Mart.","Wanderley, MDGL","Minas Gerais","Santa Bárbara","Serra do Caraça, Nativo em matas e campos da Serra do Caraça.","-43.4152984619141","-19.959400177002","UEC054598",NA,NA,"2011",NA,"33136","auto","11",NA,NA,NA,"06",NA,NA,NA
"68","2019-08-20 10:01:57-03","UNICAMP","UEC","108922","S","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Freitas, L","574",NA,"Brazil",NA,NA,"Erva cespitosa; ca. 50 cm. Flor amarelo vivo.","UEC000494","1999","02","16","Liliopsida",NA,"Mart.","Wanderley, MDGL","São Paulo","São José do Barreiro","Campo de altitude, Próximo Cachoeira Sto. Isidro.","-44.5699996948242","-22.6399993896484","UEC000494",NA,NA,"1999",NA,"30784","auto","07",NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:20:52-03","UNICAMP","UEC","25067","S","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla microstachya",NA,"Shepherd, GJ; Shepherd, SLK","12889",NA,"Brazil",NA,NA,"Erva de 30 cms, flores amarelas.","UEC076096","1981","09","08","Liliopsida",NA,"Mart.","Wanderley, MDGL","São Paulo",NA,"Serra da Bocaina, Estr. S.J. do Barreiro p/ Silveiras, Km 25 estr. p/ faz. Pinheirinho. Campo ao lado do Rio Manbucada.",NA,NA,"UEC076096","1600","1600","2010","microstachya",NA,NA,"11",NA,NA,NA,"17",NA,NA,NA
"70","2019-11-06 09:57:57-03","UFOP","OUPR","26512","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.","2465",NA,"Brasil",NA,NA,"Erva, 30cm, flores amarelas. Nome popular: botão de ouro. Planta medicinal",NA,"2001","05","04",NA,NA,"Mart.","Messias, M.C.T.B.","Minas Gerais","Ouro Preto","Antônio Pereira, Campo ferruginoso","-43.483333","-20.3",NA,"1100","1100","2012",NA,NA,NA,"05",NA,"-43.483333","-20.3","03",NA,NA,NA
"71","2019-11-06 09:57:57-03","UFOP","OUPR","21429","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","2006",NA,"Brasil",NA,NA,"Erva, 30cm, flores amarelas. Campos rupestres, em platôs arenosos úmidos",NA,"2008","03","28",NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,"2011",NA,"33524","auto","05",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-06 09:57:57-03","UFOP","OUPR","21438","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","1860",NA,"Brasil",NA,NA,"Erva, flores amarelas. Campos rupestres quartzíticos, em áreas com afloramentos rochosos",NA,"2008","03","26",NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,"2011",NA,"33524","auto","05",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-06 09:57:57-03","UFOP","OUPR","21520","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","2087",NA,"Brasil",NA,NA,"Erva, 60cm, flores amarelas. Campos sujos (campos rupestres) sobre quartzito",NA,"2008","04","11",NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,"2011",NA,"33524","auto","05",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-06 09:57:57-03","UFOP","OUPR","21522","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","1941",NA,"Brasil",NA,NA,"Erva, 40cm, flores amarelas. Campos rupestres quartzíticos, em platôs arenosos úmidos",NA,"2008","04","04",NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,"2011",NA,"33524","auto","05",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-06 09:57:57-03","UFOP","OUPR","21524","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","1991",NA,"Brasil",NA,NA,"Erva, 35cm, flores amarelas. Campos rupestres quartzíticos, em platôs arenosos úmidos",NA,"2008","04","04",NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,"2011",NA,"33524","auto","05",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-06 09:57:57-03","UFOP","OUPR","21525","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","1992",NA,"Brasil",NA,NA,"Erva, 40cm, flores amarelas. Campos rupestres quartzíticos, em platôs arenosos úmidos",NA,"2008","04","04",NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,"2011",NA,"33524","auto","05",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-06 09:57:57-03","UFOP","OUPR","21526","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","1942",NA,"Brasil",NA,NA,"Erva, 40cm, flores amarelas. Campos rupestres quartzíticos, em platôs arenosos úmidos",NA,"2008","04","04",NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,"2011",NA,"33524","auto","05",NA,NA,NA,NA,NA,NA,NA
"78","2019-11-06 09:57:57-03","UFOP","OUPR","21529","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","1835",NA,"Brasil",NA,NA,"Erva, flores amarelas. Campos rupestres quartzíticos, em platôs arenosos úmidos",NA,"2008","02","29",NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,"2011",NA,"33524","auto","05",NA,NA,NA,NA,NA,NA,NA
"79","2019-11-06 09:57:57-03","UFOP","OUPR","21521","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","2090",NA,"Brasil",NA,NA,"Erva, 25cm. Flores amarelas. Em campos sujos (campos rupestres) sobre quartzito.",NA,"2008","04","11",NA,NA,"Mart.","Wanderley, M.G.L.","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão.","-43.4160995483398","-20.377799987793",NA,NA,NA,"2014",NA,"33524","auto","02",NA,NA,NA,"21",NA,NA,NA
"80","2019-11-06 09:57:57-03","UFOP","OUPR","21523","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","1966",NA,"Brasil",NA,NA,"Erva, 45cm. Flores amarelas. Campos campos rupestres quartzíticos, em platôs arenosos úmidos.",NA,"2008","04","04",NA,NA,"Mart.","Wanderley, M.G.L.","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão.","-43.4160995483398","-20.377799987793",NA,NA,NA,"2014",NA,"33524","auto","02",NA,NA,NA,"21",NA,NA,NA
"81","2019-11-06 09:57:57-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.; Silva, J.L. & Tonaco, A.C.","1966",NA,"Brasil",NA,NA,"Erva, 45cm. Flores amarelas. Campos campos rupestres quartzíticos, em platôs arenosos úmidos.",NA,"2008","04","04",NA,NA,"Mart.","Wanderley, M.G.L.","Minas Gerais","Mariana","Bento Rodrigues, Estrada para Santa Rita Durão.","-43.4160995483398","-20.377799987793",NA,NA,NA,"2014",NA,"33524","auto","02",NA,NA,NA,"21",NA,NA,NA
"82","2019-11-06 09:57:57-03","UFOP","OUPR","4780","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Badini, J.","s.n.",NA,"Brasil",NA,NA,"Em campo. Erva. Flores amarelas",NA,"1979","03","18",NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Ouro Preto","Cachoeira das Androinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2011",NA,"44599","auto","05",NA,NA,NA,NA,NA,NA,NA
"83","2019-11-06 09:57:57-03","UFOP","OUPR","17456","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Rochelle, A.L.C.","87",NA,"Brasil",NA,NA,"Em campo rupestre. Campos alagados. Erva",NA,"2003","01","23",NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Ouro Preto","Camarinhas, APA Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2011",NA,"44599","auto","05",NA,NA,NA,NA,NA,NA,NA
"84","2019-11-06 09:57:57-03","UFOP","OUPR","7846","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Ataíde, E.S.","s.n.",NA,"Brasil",NA,NA,"Em campo rupestre. Herbácea. 40 cm ca. de altura. Flores amarelas",NA,"1999","06","29",NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Ouro Preto","Campo próximo a Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2011",NA,"44599","auto","05",NA,NA,NA,NA,NA,NA,NA
"85","2019-11-06 09:57:57-03","UFOP","OUPR","4453","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Badini, J.; Badini, J.","s.n.",NA,"Brasil",NA,NA,"Em campo. Erva. Flores amarelas",NA,"1943","04","14",NA,NA,"Mart.","Peron, M.V.","Minas Gerais","Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1988",NA,"44599","auto","01",NA,NA,NA,"27",NA,NA,NA
"86","2019-11-06 09:57:57-03","UFOP","OUPR","1434","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Roschel, M.B.; Dias, S.","s.n.",NA,"Brasil",NA,NA,"Em campo rupestre. Erva. Flores amarelas",NA,"1994","05","17",NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2011",NA,"44599","auto","05",NA,NA,NA,NA,NA,NA,NA
"87","2019-11-06 09:57:57-03","UFOP","OUPR","8264","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Dias, S.","s.n.",NA,"Brasil",NA,NA,"Em campo rupestre. Erva. Flores amarelas",NA,"1994",NA,NA,NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2011",NA,"44599","auto","05",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-06 09:57:57-03","UFOP","OUPR","20765","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.","1622",NA,"Brasil",NA,NA,"Erva. Flores amarelas. Campo rupestre.",NA,"2007","12","05",NA,NA,"Mart.","Wanderley, M.G.L.","Minas Gerais","Ouro Preto","Serra de Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2014",NA,"44599","auto","02",NA,NA,NA,"21",NA,NA,NA
"89","2019-11-06 09:57:57-03","UFOP","OUPR","20605","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1682",NA,"Brasil",NA,NA,"Frutos secos castanhos. Campo rupestre",NA,"2007","12","12",NA,NA,"Mart.","Mota, N.F.O.","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco, Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2011",NA,"44599","auto","05",NA,NA,NA,NA,NA,NA,NA
"90","2019-11-06 09:57:57-03","UFOP","OUPR","1843","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Badini, J.","s.n.",NA,"Brasil",NA,NA,"Em campo. Erva. Flores amarelas",NA,"1981","04","18",NA,NA,"Mart.","Peron, M.V.","Minas Gerais","Ouro Preto","Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1988",NA,"44599","auto","01",NA,NA,NA,"27",NA,NA,NA
"91","2020-12-21 16:47:54-03","MBM","MBM","365911","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Brotto, M.L.","2607","Southern America","Brazil",NA,NA,"Erva de flor amarela.; Campo rupestre.","MBM365911","2018","04","15",NA,NA,"Mart.","Lozano, E.D.","Minas Gerais","São Gonçalo do Rio Preto","Pico Dois Irmãos","-43.310278","-18.208056",NA,"1805","1805","2018",NA,NA,NA,NA,NA,"-43.310278","-18.208056",NA,NA,NA,NA
"92","2020-12-21 16:47:54-03","MBM","MBM","406593","PreservedSpecimen","Plantae","Xyridaceae","Xyris","trachyphylla","Xyris trachyphylla",NA,"Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","950","Southern America","Brazil",NA,NA,"Erva 0,50 m alt.; flores amarelas: fisionomia herbáceo-arbustiva de encosta de morro.; Refúgio Vegetacional Altomontano.","MBM406593","2015","04","01",NA,NA,"Mart.","Lozano, E.D.","Rio de Janeiro","Campos dos Goytacases","Parque Estadual do Desengano, Alto da Malhada Branca","-41.8225","-21.844167","MBM406593","1515","1515","2016",NA,NA,NA,"10",NA,"-41.8225","-21.844167","07",NA,NA,NA
