"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","class","monthIdentified","dayIdentified","individualCount","fieldNumber","order","previousCatalogNumber"
"45","2021-03-15 16:37:00-03","NY","NYBG","2122931","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","R. Ochyra","N. Funck","s.n.",NA,NA,NA,"South America","Venezuela",NA,NA,"[No precise loc.]",NA,NA,NA,"packeted","[No precise loc.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290345' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122931","NY02122931_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","2122888","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","R. Ochyra","S. P. Churchill","13130","1985","06","25","South America","Colombia","Antioquia",NA,"20 km NE of Medellín. Piedras Blancas.","-75.5","6.25","2338","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290302' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122888","NY02122888_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","2122943","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","R. Ochyra","W. J. Burchell","3984-3",NA,NA,NA,"South America","Brazil",NA,NA,"[No precise loc.]",NA,NA,NA,"packeted","[No precise loc.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290357' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122943","NY02122943_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","2122880","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","S. P. Churchill","W. C. Steere","7900","1943","05","04","South America","Colombia","Cauca",NA,"Río López, above Tacueyó, northwest slopes of Nevado del Huila, Cordillera Central.",NA,NA,"2438","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290294' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122880","NY02122880_01","2743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","2122912","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","S. P. Churchill","B. R. Ramírez P.","4925","1992","04","16","South America","Colombia","Nariño","Pasto","Correg. de El Encano. Vereda Santa Rosa.",NA,NA,"2900","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290326' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122912","NY02122912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","2122899","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"S. P. Churchill","18887","1995","01","25","South America","Colombia","Norte de Santander","Toledo","Vereda El Enconto. Alta de La Virgen, ca. 5 km NO de La Mesa.","-72.3214","7.1153","2050","packeted","[Invalid Lat.: 07° 06 92' N. Invalid Long.: 72° 19 29' W.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290313' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122899","NY02122899_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","2122878","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","S. P. Churchill","W. C. Steere","7338","1942","11","15","South America","Colombia","Norte de Santander",NA,"Quebrada de los Indios, Los Alpes, Barrio Chucarima, valley of Río Valegrá, Cordillera Oriental.",NA,NA,"1829","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290292' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122878","NY02122878_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","2122929","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","R. Ochyra","D. G. Griffin","PV-1449","1985","03","06","South America","Venezuela","Trujillo",NA,"páramo El Jabón, al SE arriba de Carache.",NA,NA,"2900","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290343' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122929","NY02122929_01 NY02122929_02","3300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","2122911","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"S. P. Churchill","16676","1990","05","10","South America","Colombia","Nariño","Pasto","Vereda Daza, 10-12 km de Pasto via a Buesaco (sobre la carretera Pasto-Villa Moreno).","-77.27","1.25","2880","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290325' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122911","NY02122911_01","2900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","02514919","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","D. Cortés","J. Muñoz","98-187","1998","07","25","South America","Colombia","Nariño","Pasto","serranía de Morasurco","-77.22","1.27","3200","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2745908' target='other'> <mi>dwc_moreinfo</mi></a>","NY02514919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","2122887","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","R. Ochyra","S. P. Churchill","13239","1985","06","28","South America","Colombia","Antioquia","Urrao","ca. 58 km S de Urrao hacia Betulia, antes del decenso al valle del Río Pabón.","-75.92","6.08","2270","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290301' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122887","NY02122887_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","2122917","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"S. P. Churchill","18101","1991","05","13","South America","Colombia","Cauca","El Tambo","Abajo del Cerro Munchique (arribe de Fondas, cerca Km 54). Cordillera Occidental.","-76.93","2.48","2300","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290331' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122917","NY02122917_01","2555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","2122904","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","S. P. Churchill","D. A. Giraldo-Cañas","2025","1994","04","21","South America","Colombia","Putumayo","Mocoa","vereda Alto Campucana, finca La Mariposa.",NA,NA,"1300","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290318' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122904","NY02122904_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","2122921","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","D. G. Griffin","D. G. Griffin","PV-1449","1985","03","06","South America","Venezuela","Trujillo",NA,"páramo El Jabón, al SE y arriba de Carache.",NA,NA,"2900","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290335' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122921","NY02122921_01","3300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","2122941","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","R. Ochyra","Illegible collector name","29","1888","10",NA,"South America","Brazil","São Paulo",NA,"[Illegible precise loc.]",NA,NA,NA,"packeted","[Illegible precise loc.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290355' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122941","NY02122941_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","2122895","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","R. Ochyra","R. E. Halling","5035","1986","11","11","South America","Colombia","Antioquia","Guarne","Centro Experimental Piedras Blancas, 14 km E of Medellín.",NA,NA,"2350","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290309' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122895","NY02122895_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","2122927","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","D. G. Griffin","D. G. Griffin","PV-1449","1985","03","06","South America","Venezuela","Trujillo",NA,"páramo El Jabón, al SE y arriba de Carache.",NA,NA,"2900","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290341' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122927","NY02122927_01","3300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","2122930","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","R. Ochyra","M. H. Nee","16867-a","1979","07","26","South America","Venezuela","Federal",NA,"6 km W of El Junquito on road between Caracas and Colonia Tovar.",NA,NA,"1800","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290344' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122930","NY02122930_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","2122902","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","S. P. Churchill","D. A. Giraldo-Cañas","2106","1994","04","21","South America","Colombia","Putumayo","Mocoa","vereda Alto Campucana, finca La Mariposa.",NA,NA,"1300","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290316' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122902","NY02122902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","2122939","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","R. Ochyra","D. M. Vital","1250","1984","09","27","South America","Brazil","Santa Catarina",NA,"Serra Geral, Serra Rio do Rastro, ca. 12 km W of Bom Jardim da Serra on road to Lauro Muller, at rim of summit plateau.","-49.53","-28.37","1470","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290353' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122939","NY02122939_01 NY02122939_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","2122923","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","R. Ochyra","D. G. Griffin","2201","1972","08",NA,"South America","Venezuela","Táchira",NA,"Páramo La Negra en los límites entre los estados de Mérida y Táchira, arriba de Bailadores.",NA,NA,"2400","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290337' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122923","NY02122923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","576786","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","S. P. Churchill","S. P. Churchill","15616","1987","07","15","South America","Colombia","Antioquia","Belmira","NE de Belmira, en Paramo de Sabanas y abajo","-75.67","6.55",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=643874' target='other'> <mi>dwc_moreinfo</mi></a>","NY00576786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","2122890","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","R. Ochyra","S. P. Churchill","13928","1986","06","28","South America","Colombia","Antioquia","Medellín","ca. 25 km NO de Medellín hacia carretera a Boquerón.","-75.17","6.33","2400","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290304' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122890","NY02122890_01","2600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","2122940","PreservedSpecimen","Plantae","Bryophyta","Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","E. B. Bartram","A. Sehnem","247","1942","01","14","South America","Brazil","Rio Grande do Sul","Bom Jesus","[No precise loc.]","-50.4166984558105","-28.6678009033203","1100","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2290354' target='other'> <mi>dwc_moreinfo</mi></a>","NY02122940","NY02122940_01 NY02122940_02",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","1257801","PreservedSpecimen","Plantae","Bryophyta","Hookeriaceae","Hookeria","bogotensis","Hookeria bogotensis","Hampe","W. H. Welch","A. Lindig","s.n.",NA,NA,NA,"South America","Colombia",NA,NA,"Bogota. Azeradero.",NA,NA,"2500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1483911' target='other'> <mi>dwc_moreinfo</mi></a>","NY01257801","NY01257801_01",NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","1257800","PreservedSpecimen","Plantae","Bryophyta","Hookeriaceae","Hookeria","bogotensis","Hookeria bogotensis","Hampe","W. H. Welch","A. Lindig","s.n.",NA,NA,NA,"South America","Colombia",NA,NA,NA,NA,NA,NA,"sheet","Welch Hb 33912 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1483906' target='other'> <mi>dwc_moreinfo</mi></a>","NY01257800","NY01257800_01",NA,NA,NA,"type fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-18 09:29:53-03","UNESP-IBB","BOTU","9706","PreservedSpecimen","Plantae",NA,"Hookeriaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Sehnem, A.","Sehnem, A.",NA,"1951","02","23",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Taimbé",NA,NA,NA,NA,"Briófitas","BOTU009706",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-10-09 11:05:48-03","UFBA","ALCB","84178","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Bastos, C","5124","2008","09","05","Southern America","Brasil","Bahia","Abaíra","Serra do Barbado. Catolés","-41.904167","-13.290833","1594",NA,"Corticícolo; Mata da Forquilha",NA,NA,"1594",NA,NA,NA,"-41.904167","-13.290833",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-10-09 11:05:48-03","UFBA","ALCB","84382","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Vilas Bôas-Bastos, SB","2427","2008","09","06","Southern America","Brasil","Bahia","Abaíra","Serra do Barbado. Catolés","-41.903889","-13.279722","1734",NA,"Corticícolo; Mata do Cigano",NA,NA,"1734",NA,NA,NA,"-41.903889","-13.279722",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-10-09 11:05:48-03","UFBA","ALCB","84399","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Vilas Bôas-Bastos, SB","2448","2008","09","06","Southern America","Brasil","Bahia","Abaíra","Serra do Barbado. Catolés","-41.903889","-13.279722","1734",NA,"Corticícolo; Mata do Cigano",NA,NA,"1734",NA,NA,NA,"-41.903889","-13.279722",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-08 21:30:00-03","UFBA","ALCB","96410","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Penha, LT","s/n","2009","10","29","Southern America","Brasil","Espírito Santo","Domingos Martins","Parque Estadual Pedra Azul, Trilha do Mirante","-40.6591987609863","-20.3633003234863","1200",NA,"Corticícola",NA,NA,"1200","48150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-09 17:04:19-03","IAP","PACA-BRYOPHYTES","80953","PreservedSpecimen","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hamp.) Mitt.","Sehnem, A.","Sehnem, A.","6361","1953","02","03",NA,"Brasil","RS","Aparados da Serra","Serra da Rocinha",NA,NA,"1000",NA,"Habitat: Ad ramos arborum in silva nebulari","PACA080953",NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-09 17:04:19-03","IAP","PACA-BRYOPHYTES","80948","PreservedSpecimen","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hamp.) Mitt.","E.B. Bartram","Sehnem, A.","247","1942","01","14",NA,"Brasil","RS","Bom Jesus","Aparados","-50.4166984558105","-28.6678009033203","1100",NA,"Habitat: In arbore","PACA080948",NA,"1100","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-09 17:04:19-03","IAP","PACA-BRYOPHYTES","80950","PreservedSpecimen","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hamp.) Mitt.","Sehnem, A.","Sehnem, A.","4817","1950","01","19",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha.","-50.4166984558105","-28.6678009033203","1000",NA,NA,"PACA080950",NA,"1000","55856","auto",NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA
"79","2020-12-09 17:04:19-03","IAP","PACA-BRYOPHYTES","80958","PreservedSpecimen","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hamp.) Mitt.","Sehnem, A.","Sehnem, A.","11009","1970","05","02",NA,"Brasil","RS","Cambará do Sul","Fortaleza. Aparados.","-50.1446990966797","-29.0478000640869","1000",NA,"Habitat: ad arborem","PACA080958",NA,"1000","30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-09 17:04:19-03","IAP","PACA-BRYOPHYTES","80949","PreservedSpecimen","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hamp.) Mitt.","Sehnem, A.","Sehnem, A.","4670","1949","12","19",NA,"Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525","900",NA,"Habitat: Ad arboes in silva","PACA080949",NA,"900","76715","auto",NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA
"81","2020-12-09 17:04:19-03","IAP","PACA-BRYOPHYTES","80951","PreservedSpecimen","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hamp.) Mitt.",NA,"Sehnem, A.","5278","1950","12","18",NA,"Brasil","RS","São Francisco de Paula","Serra do faxinal.","-50.5835990905762","-29.4480991363525","1200",NA,"Habitat: ad ramulus in silva","PACA080951",NA,"1200","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-09 17:04:19-03","IAP","PACA-BRYOPHYTES","80952","PreservedSpecimen","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hamp.) Mitt.","Sehnem, A.","Sehnem, A.","5612","1951","02","23",NA,"Brasil","RS","São Francisco de Paula","Taimbé","-50.5835990905762","-29.4480991363525","950",NA,"Habitat: ad arborem in silva nebulari","PACA080952",NA,"950","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-09 17:04:19-03","IAP","PACA-BRYOPHYTES","80954","PreservedSpecimen","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hamp.) Mitt.","Sehnem, A.","Sehnem, A.","6413","1953","02","17",NA,"Brasil","RS","São Francisco de Paula","Taimbé","-50.5835990905762","-29.4480991363525","800",NA,"Habitat: ad ramulum","PACA080954",NA,"800","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-09 17:04:19-03","IAP","PACA-BRYOPHYTES","80955","PreservedSpecimen","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hamp.) Mitt.","Sehnem, A.","Sehnem, A.","6871a","1956","02","14",NA,"Brasil","RS","São Francisco de Paula","Taimbé.","-50.5835990905762","-29.4480991363525","900",NA,"Habitat: no tronco de árvore na mata","PACA080955",NA,"900","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-09 17:04:19-03","IAP","PACA-BRYOPHYTES","80957","PreservedSpecimen","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hamp.) Mitt.","Sehnem, A.","Sehnem, A.","7707","1957","01","17",NA,"Brasil","SC","Bom Retiro","campo dos Padres","-49.489200592041","-27.7971992492676","1700",NA,"Habitat: epiphytum","PACA080957",NA,"1700","35974","auto",NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA
"86","2020-12-09 17:04:19-03","IAP","PACA-BRYOPHYTES","80956","PreservedSpecimen","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hamp.) Mitt.","Sehnem, A.","Sehnem, A.","7094e","1957","01","18",NA,"Brasil","SC","Bom Retiro","Campo dos Padres.","-49.489200592041","-27.7971992492676","1700",NA,"Habitat: em árvore","PACA080956",NA,"1700","35974","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-02-08 10:39:39-03","NBC","NL-BOTANY","U 0031200","PreservedSpecimen","Plantae",NA,"Musci","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Sastre-De Jésus I",NA,"1984","11","30","Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031200 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031200",NA,NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA
"88","2020-02-08 10:39:39-03","NBC","NL-BOTANY","U 0031198","PreservedSpecimen","Plantae",NA,"Musci","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Schäfer-Verwimp A","Schäfer-Verwimp A; Verwimp",NA,"1988","09","24","Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031198 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031198",NA,NA,NA,NA,NA,NA,NA,"1988","Musci","09","01",NA,NA,NA,NA
"89","2020-02-08 10:39:39-03","NBC","NL-BOTANY","U 0031199","PreservedSpecimen","Plantae",NA,"Musci","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Jaramillo Mejía R",NA,"1975","08","03","Southern America","Colombia","Cundinamarca",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031199 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031199",NA,NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA
"90","2020-02-08 10:39:39-03","NBC","NL-BOTANY","U 0031201","PreservedSpecimen","Plantae",NA,"Musci","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Hammen T van der; Jaramillo Mejía R",NA,"1975","08","03","Southern America","Colombia","Cundinamarca",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031201 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031201",NA,NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA
"91","2020-02-08 10:39:39-03","NBC","NL-BOTANY","U 0031202","PreservedSpecimen","Plantae",NA,"Musci","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Churchill SP; et al.",NA,"1987","07","01","Southern America","Colombia","Antioquia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031202 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031202",NA,NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA
"92","2020-02-08 10:39:39-03","NBC","NL-BOTANY","U 0031203","PreservedSpecimen","Plantae",NA,"Musci","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Steere WC","Churchill SP; et al.",NA,"1985","06","25","Southern America","Colombia","Antioquia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200031203 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0031203",NA,NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA
