"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","class","order","scientificNameAuthorship","country","stateProvince","infraspecificEpithet","recordedBy","recordNumber","year","month","day","continentOcean","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus"
"50","2020-09-02 16:34:36-03","Cenargen","CEN","64700","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","L. B. Bianchetti","2007","02",NA,"1","Área de influência da AHE Queimado. Muda coletada em 03/07/2003 e mantida em cultivo no Cenargen. Material devidamente herborizado em 27/02/2007.",NA,NA,NA,"Lindl.","Brasil","MG",NA,"Aécio Amaral-Santos","2077","2003","07","03",NA,"UNAI","Cerca de 1 km a jusante do vertedouro. Rio abaixo, margem direita.","-46.9061012268066","-16.3575000762939","Unicata","CEN00064700","CEN00064700","772","772","97926","auto",NA,NA,NA,NA
"51","2020-09-02 16:34:36-03","Cenargen","CEN","47615","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","A. A. Santos","2003","03",NA,"2","Área de influência da AHE Queimado. Tépalas marrons.",NA,NA,NA,"Lindl.","Brasil","MG",NA,"Aécio Amaral-Santos","1927","2003","03","12",NA,"UNAI","Fazenda São Bento, cachoeira do rio Bezerra, margem esquerda.","-46.9061012268066","-16.3575000762939","Exsicatas","CEN00047615","CEN00047615",NA,NA,"97926","auto",NA,NA,NA,NA
"52","2020-09-02 16:34:36-03","Cenargen","CEN","47595","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","A. A. Santos","2003","02",NA,"2","Área de influência da AHE Queimado. Local sendo desmatado. Tépalas vináceas.",NA,NA,NA,"Lindl.","Brasil","MG",NA,"Aécio Amaral-Santos","1820","2003","02","17",NA,"UNAI","Fazenda São Bento, cerca de 400 m a montante da ponte nova sobre o rio Preto (divisa DF/MG).","-46.9061012268066","-16.3575000762939","Exsicatas","CEN00047595","CEN00047595",NA,NA,"97926","auto",NA,NA,NA,NA
"53","2020-09-02 16:34:36-03","Cenargen","CEN","64432","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","A. A. Santos","2002","09",NA,"1","Área de influência do AHE Queimado. Mudas coletadas em 12/09/2002 e mantidas em cultivo no CENARGEN. Material devidamente herborizado em 04/01/2007.",NA,NA,NA,"Lindl.","Brasil","MG",NA,"Aécio Amaral-Santos","1501","2002","09","12",NA,"UNAI","Ilha a montante do túnel de desvio, cerca de 500 m da ponte de madeira. Margem esquerda do rio Preto.","-46.9061012268066","-16.3575000762939","Unicata","CEN00064432","CEN00064432",NA,NA,"97926","auto",NA,NA,NA,NA
"54","2020-09-02 16:34:36-03","Cenargen","CEN","64697","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","L. B. Bianchetti","2002","05",NA,"2","Área de influência da AHE Queimado. Muda coletada em 17/05/2002 e mantida em cultivo no Cenargen. Material devidamente herborizado em 27/02/2007.",NA,NA,NA,"Lindl.","Brasil","MG",NA,"Aécio Amaral-Santos","1240","2002","05","17",NA,"UNAI","Margem esquerda do rio Preto, mata antes da guarita (saída p/ Palmital), á esquerda.","-46.9061012268066","-16.3575000762939","Exsicatas","CEN00064697","CEN00064697",NA,NA,"97926","auto",NA,NA,NA,NA
"55","2020-09-02 16:34:36-03","Cenargen","CEN","47596","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","A. A. Santos","2003","02",NA,"2","Área de influência da AHE Queimado. Tépalas (5) vináceas.",NA,NA,NA,"Lindl.","Brasil","MG",NA,"Aécio Amaral-Santos","1826","2003","02","18",NA,"UNAI","Mata abaixo do vertedouro, subindo o morro à direita.","-46.9061012268066","-16.3575000762939","Exsicatas","CEN00047596","CEN00047596",NA,NA,"97926","auto",NA,NA,NA,NA
"56","2020-09-02 16:34:36-03","Cenargen","CEN","43374","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","J. A. N. Batista","2002","02",NA,"3","Área de de influência do futuro reservatório do AHE Queimado. Planta formando uma população grande, com indivíduos bastante agregados, em um trecho sombreado de mata. Indivíduos vegetaram sobre o solo e também próximas ao chão. Labelo róseo (adaxial) e róseo alvo (abaxial). Pétalas e sépalas verde-amarronzadas com pintas vináceas. Erva padrão terrestre, na serrapilheira.",NA,NA,NA,"Lindl.","Brasil","MG",NA,"Bruno Machado Teles Walter","5000","2002","02","14",NA,"UNAI","Região da ponte sobre o rio Preto, a 29 km do entroncamento BsB/Unaí/Palmital. Na direção de Palmital. Divisa DF/MG.","-46.9061012268066","-16.3575000762939","Exsicatas","CEN00043374","CEN00043374","850","850","97926","auto",NA,NA,NA,NA
"57","2019-10-07 09:19:52-03","UEFS","HUEFS","152506","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Mata de Geleira.","Angiospermae","Lilianae","Asparagales","Lindl.","Brasil","Minas Gerais",NA,"Santos, A.A.","1820","2003","02","17",NA,"Cabeceira Grande","Fazenda São Bento, cerca de 400m a montante da ponte nova sobre o rio Preto (Divisa DF/MG).","-47.307222","-18.040278",NA,"HUEFS0152506","HUEFS0152506",NA,NA,NA,NA,"47W18'26''","18S2'25''",NA,NA
"58","2019-10-07 09:19:52-03","UEFS","HUEFS","152504","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Mata Ciliar.","Angiospermae","Lilianae","Asparagales","Lindl.","Brasil","Minas Gerais",NA,"Santos, A.A.","1927","2003","03","12",NA,"Cabeceira Grande","Fazenda São Bento, Cachoeira do Rio Bezerra, margem esquerda.","-47.297222","-16.025556",NA,"HUEFS0152504","HUEFS0152504",NA,NA,NA,NA,"47W17'50''","16S1'32''",NA,NA
"59","2019-10-07 09:19:52-03","UEFS","HUEFS","152505","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Mata de Geleira.","Angiospermae","Lilianae","Asparagales","Lindl.","Brasil","Minas Gerais",NA,"Santos, A.A.","1826","2003","02","18",NA,"Unaí","Mata abaixo do vertedouro, subindo o morro à direita.","-47.323056","-16.220556",NA,"HUEFS0152505","HUEFS0152505",NA,NA,NA,NA,"47W19'23''","16S13'14''",NA,NA
"60","2019-10-07 09:19:52-03","UEFS","HUEFS","152507","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Mata Ciliar.","Angiospermae","Lilianae","Asparagales","Lindl.","Brasil","Minas Gerais",NA,"Santos, A.A.","1240","2002","05","17",NA,"Cabeceira Grande","Margem esquerda do rio Preto, mata antes da guarita (saída para Palmital), à esquerda.","-47.334167","-16.203889",NA,"HUEFS0152507","HUEFS0152507",NA,NA,NA,NA,"47W20'3''","16S12'14''",NA,NA
"61","2019-10-07 09:19:52-03","UEFS","HUEFS","173161","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,"Angiospermae","Lilianae","Asparagales","Lindl.","Brasil","Minas Gerais",NA,"Hoehne, F.C.","174",NA,NA,NA,NA,NA,"Marsagão.",NA,NA,NA,"HUEFS0173161","HUEFS0173161",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-10-07 09:19:52-03","UEFS","HUEFS","75211","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,"Angiospermae","Lilianae","Asparagales","Lindl.","Brasil","Minas Gerais",NA,"Melo, P.H.A.","345","2002","12","31",NA,"Arcos","Fazenda Faroeste, margem direita do Rio São Miguel.","-45.663056","-20.251667",NA,"HUEFS0075211","HUEFS0075211",NA,NA,NA,NA,"45W39'47''","20S15'6''",NA,NA
"63","2019-10-07 09:19:52-03","UEFS","HUEFS","152502","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Mata de Geleira.","Angiospermae","Lilianae","Asparagales","Lindl.","Brasil","Minas Gerais",NA,"Walter, B.M.T.","5000","2002","02","14",NA,"Cachoeira Grande","Região da Ponte sobre o rio preto, a 29 Km do entrocamento BsB/Unaí/Palmital. Na direção de Palmital. Divisa DF/MG.","-47.309444","-16.0375",NA,"HUEFS0152502","HUEFS0152502",NA,NA,NA,NA,"47W18'34''","16S2'15''",NA,NA
"64","2019-07-09 12:46:46-03","F","FMNH-SEEDPLANTS","V0435855F","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","RRC ID Flag",NA,NA,NA,NA,NA,"Spermatophyta","Monocotyledoneae",NA,NA,"Brazil","São Paulo",NA,"F. C. Hoehne","5360","1921","3","7","South America",NA,NA,NA,NA,NA,"V0435855F","V0435855F_01 V0435855F_02",NA,NA,NA,NA,NA,NA,"5360",NA
"65","2020-04-29 16:30:32-03","UFVJM","HDJF","4769","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Borba, E","2016","05","18",NA,NA,"Monocotyledonae",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Moreira, SN; Pereira, E","1938","2016","03","15","Southern America","Conceição do Mato Dentro","Cava Sul - Anglo American","-43.427222","-18.905",NA,"HDJF004769","HDJF004769_01","849","849",NA,NA,"-43.427222","-18.905",NA,NA
"66","2019-11-01 15:15:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Pabst, GFJ","1979","03","01",NA,"Epiphyte, on shades branches of gallery trees. Perianth dark yellow-brown, the labellum lavender-magenta; Cerrado and gallery forest","Monocotyledonae",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Irwin, HS; et al.","28652","1970","03","30","Southern America","Serra do Espinhaço","Ca. 7km N of São João da Chapada, road to Inhaí",NA,NA,NA,"UB0015782","UB0015782","1150","1150",NA,NA,NA,NA,NA,NA
"67","2019-11-01 15:15:16-03","UnB","UB","121308","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Meneguzzo, TEC",NA,NA,NA,NA,"Erva epífita. Flor rósea; Mata alagada.","Monocotyledonae",NA,NA,"Lindl.","Brasil","Distrito Federal",NA,"Godoy, RZ","1","1998","02","06","Southern America","Brasília","Reserva Ecológica do Guará","-47.966667","-15.8",NA,"UB0019265","UB0019265",NA,NA,NA,NA,"-47.966667","-15.8",NA,NA
"68","2019-11-01 15:15:16-03","UnB","UB","2842","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Menezes, LC",NA,NA,NA,NA,".","Monocotyledonae",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Menezes, LC","33",NA,NA,NA,"Southern America",NA,"Serra da Canastra",NA,NA,NA,"UB0040137","UB0040137","800","800",NA,NA,NA,NA,NA,"holotype"
"69","2019-11-01 15:15:16-03","UnB","UB","4378","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Meneguzzo, TEC",NA,NA,NA,NA,"Epífita. Flor rosa; Pântano.","Monocotyledonae",NA,NA,"Lindl.","Brasil","Distrito Federal",NA,"Belém, RP","2032","1965","12","21","Southern America","Brasília",NA,"-47.8","-15.65",NA,"UB0019263","UB0019263","1060","1060",NA,NA,"-47.8","-15.65",NA,NA
"70","2019-11-01 15:15:16-03","UnB","UB","4471","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Meneguzzo, TEC",NA,NA,NA,NA,"Labelo bem destacado lilás-róseado com parte anterior mais escura, coluna grande da mesma cor do labelo.; Epífita. Flor rósea; Mata alagada.","Monocotyledonae",NA,NA,"Lindl.","Brasil","Distrito Federal",NA,"Oliveira, RS","72","1995","02","06","Southern America","Brasília","Reserva do Guará","-47.95","-15.833333",NA,"UB0019261","UB0019261","1050","1050",NA,NA,"-47.95","-15.833333",NA,NA
"71","2019-11-01 15:15:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Pabst, GFJ","1979","08","07",NA,"Epiphyte in low tree branches. Perianth brown-violet, the labellum lavender-purple and margined white; Gallery margin. Rocky summits and intervening gallery forest","Monocotyledonae",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Irwin, HS; et al.","27957","1970","03","20","Southern America","Serra do Espinhaço","Ca. 18km E of Diamantina",NA,NA,NA,"UB0015786","UB0015786","1050","1050",NA,NA,NA,NA,NA,NA
"72","2019-11-01 15:15:16-03","UnB","UB","87765","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Meneguzzo, TEC",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"Lindl.","Brasil","Distrito Federal",NA,"Heringer, EP","10899",NA,NA,NA,"Southern America","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,"UB0019259","UB0019259",NA,NA,"70570","auto",NA,NA,NA,NA
"73","2019-11-01 15:15:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Van den Berg, C","1996","09","04",NA,"Epífita; Mata","Monocotyledonae",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Heringer, EP","5885","1958","01","26","Southern America","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,"UB0015783","UB0015783",NA,NA,"26090","auto",NA,NA,NA,NA
"74","2019-11-01 15:15:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Van den Berg, C","1996","09","04",NA,"Epífita. Planta vigorosa, flores vistosas, várias em cacho","Monocotyledonae",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Heringer, EP","5508","1957","04","06","Southern America","Paraopeba","Distrito de Araçai","-44.4042015075684","-19.2744007110596",NA,"UB0015785","UB0015785",NA,NA,"26090","auto",NA,NA,NA,NA
"75","2019-11-01 15:15:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Heringer, EP","1957","03","03",NA,"Epífita","Monocotyledonae",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Heringer, EP","5508","1957","03","03","Southern America","Paraopeba","Fazenda da Vista Alegre, margem do Paraopeba, MG 3km de Paraopeba, MG","-44.4042015075684","-19.2744007110596",NA,"UB0015787","UB0015787",NA,NA,"26090","auto",NA,NA,NA,NA
"76","2019-11-01 15:15:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Van den Berg, C","1996","09","04",NA,NA,"Monocotyledonae",NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Heringer, EP","3980","1955","09","25","Southern America","Paraopeba","Horto Florestal de Paraopeba","-44.4042015075684","-19.2744007110596",NA,"UB0015784","UB0015784",NA,NA,"26090","auto",NA,NA,NA,NA
"77","2019-05-06 12:01:20-03","UFU","HUFU","10744","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Epífita, ca. 0,6m. Cálice e corola vinho, manchas escuras, labelo róseo e coluna rósea.; Mata de encosta.",NA,NA,NA,"Lindl.","Brasil","Minas Gerais",NA,"Romero, R.; Nakajima, J.N.; Chautems, A. & Peixoto, M.","3276","1996","01","12",NA,"São Roque de Minas","Córrego dos Rolinhos","-46.3657989501953","-20.2453002929688",NA,"HUFU00035478","HUFU00035478",NA,NA,"57119","auto",NA,NA,NA,NA
"78","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,NA,"St.-Hil, A","B2462?",NA,NA,NA,NA,NA,"in eadem prov. loco haud indicato",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,NA,"St.-Hil, A","B2462",NA,NA,NA,NA,NA,"in eadem prov. loco haud indicato",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil",NA,NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America",NA,"in Brasilia loco accurato haud indicato",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","São Paulo",NA,"St.-Hil, A","C1079?",NA,NA,NA,"Southern America",NA,"in prov. S. Paulo",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","São Paulo",NA,"Saint-Hilaire, AFCP","C1079",NA,NA,NA,"Southern America",NA,"in prov. S. Paulo",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro",NA,"Gardner, G","s.n.",NA,NA,NA,"Southern America",NA,"In prov. Rio de Janeiro ad Serra dos Orgãos",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil",NA,NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America",NA,"in Brasilia loco accurato haud indicato",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Floret Januari - Aprili",NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro",NA,"Gardner, G","655",NA,NA,NA,"Southern America",NA,"in rupibus et arboribus ad Serra dos Orgãos altit. 700m",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais",NA,"Descourtilz, ME","s.n.",NA,NA,NA,"Southern America",NA,"Habitat in arboribus et in rupibus ad Bananal prov. Minas Geraes",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America",NA,"in sylvis supra arbores ad Lagoa Santa",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais",NA,"Regnell, AF","s.n.",NA,NA,NA,"Southern America","Caldas","prope Caldas","-46.3861","-21.9236",NA,NA,"P03P5N0058",NA,NA,"25710","auto",NA,NA,NA,NA
"89","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Santa Catarina",NA,"Müller, G Dr","s.n.",NA,NA,NA,"Southern America","Blumenau","in prov. S. Catharina supra arbores ad Blumenau","-49.0661","-26.9194",NA,NA,"P03P5N0058",NA,NA,"34291","auto",NA,NA,NA,NA
"90","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro",NA,"Regnell, AF","s.n.",NA,NA,NA,"Southern America","Petrópolis","in prov. Rio de Janeiro ad arbores prope Petropolis","-43.1786","-22.505",NA,NA,"P03P5N0058",NA,NA,"36524","auto",NA,NA,NA,NA
"91","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil",NA,NA,"Williams","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"in Brasilia loco accurato haud indicato",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro",NA,"Harrison, DS","s.n.",NA,NA,NA,"Southern America",NA,"in prov. Rio de Janeiro ad Serra dos Orgãos",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais",NA,"Regnell, AF","2004?",NA,NA,NA,"Southern America","Caldas","prope Caldas","-46.3861","-21.9236",NA,NA,"P03P5N0058",NA,NA,"25710","auto",NA,NA,NA,NA
"94","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro",NA,"Wawra, H","225?",NA,NA,NA,"Southern America",NA,"in arboribus ad Villa Buen Retiro prope Tijuca",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"95","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America",NA,"Habitat in prov. Minas Geraes supra arbores ad Lagoa Santa",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"96","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America",NA,"Habitat in prov. Minas Geraes supra arbores ad Lagoa Santa",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais",NA,"Descourtilz, ME","s.n.",NA,NA,NA,"Southern America",NA,"Habitat in arboribus et in rupibus ad Bananal prov. Minas Geraes",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"98","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Floret Augusto - Septembri",NA,NA,NA,"Lindl.","Brazil",NA,NA,"Descourtilz, ME","s.n.",NA,NA,NA,"Southern America",NA,"In arboribus ad Alto Macahé et in Ilha Grande prov. S. Paulo",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"99","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil",NA,NA,"Schwacke, CAW","11127",NA,NA,NA,"Southern America",NA,"frequens in sylvis primaevis ad Ribeirão prope Rio Novo",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Floret Januari - Aprili",NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro",NA,"Gardner, G","655?",NA,NA,NA,"Southern America",NA,"in rupibus et arboribus ad Serra dos Orgãos altit. 700m",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America",NA,"in sylvis supra arbores ad Lagoa Santa",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil",NA,NA,"Schwacke, CAW","11127?",NA,NA,NA,"Southern America",NA,"frequens in sylvis primaevis ad Ribeirão prope Rio Novo",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"103","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Floret Augusto - Septembri",NA,NA,NA,"Lindl.","Brazil",NA,NA,"Descourtilz, ME","s.n.",NA,NA,NA,"Southern America",NA,"In arboribus ad Alto Macahé et in Ilha Grande prov. S. Paulo",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
