"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","individualCount","coordinatePrecision","geoFlag","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","infraspecificEpithet","fieldNumber","typeStatus","sex"
"99","2021-03-31 13:37:06-03","MN","R","9825","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","M. C. Almeida","2014","05","09","Glaziou, A.F.M.","14863","1883","02","06","Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"Plantas do Brasil Central","R000009825","R000009825_001",NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-31 13:37:06-03","MN","R","9822","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","M. C. Almeida","2014","05","09","Glaziou, A.F.M.","13916","1882","09","04","Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"Plantas do Brasil Central","R000009822","R000009822_001",NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-01-14 15:26:43-03","MN","R","218472","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Almeida, M.C.","2014",NA,NA,"Costa, A.; Rodrigues, P.; Moura, R. & Cabral, B.","706","2000","04","01","Brasil","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,NA,NA,"R010023413",NA,NA,NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-31 13:37:06-03","MN","R","218492","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.",NA,NA,NA,NA,"Smith, L.B.; Reitz, R.","9758","1957","01","02","Brasil","Santa Catarina","Palmitos",NA,"-53.1610984802246","-27.0674991607666",NA,NA,NA,"R010023390,R010023420",NA,"250","250",NA,NA,NA,"22050","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-01-14 15:26:43-03","MN","R","226525","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Almeida, M.C.","2015","01","09","Alves, R.J.V.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Arraial do Cabo","Ilha de Cabo Frio","-42.0278015136719","-22.966100692749",NA,NA,NA,"R010001671",NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-01-14 15:26:43-03","MN","R","226524","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Almeida, M.C.","2015","01","09","Alves, R.J.V.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Arraial do Cabo","Ilha de Cabo Frio","-42.0278015136719","-22.966100692749",NA,NA,NA,"R010001670",NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-31 13:37:06-03","MN","R","220100","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Almeida, M.C.","2014",NA,NA,"Alves, R.J.V.","6988","2002","04","11","Brasil","Rio de Janeiro","Cabo Frio","Ilha do Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,NA,"R010023405,R010023407",NA,NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-31 13:37:06-03","MN","R","220099","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Almeida, M.C.","2014",NA,NA,"Alves, R.J.V.","6622","1999","05","28","Brasil","Rio de Janeiro","Cabo Frio","Ilha do Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,NA,"R010023406",NA,NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-31 13:37:06-03","MN","R","218523","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Almeida, M.C.","2014",NA,NA,"Costa, J.A.F.; Silva, J.G.",NA,"1996","06","13","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador","-43.2075004577637","-22.9027996063232",NA,NA,NA,"R010023395",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-12-19 08:15:13-03","FPS","FPS","2613","MachineObservation","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.?","Schwirkowski, P.","2016","11","05","Schwirkowski, P.","2041","2014","11","05","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, entrada de ferro, próximo à Estação abandonada","-49.285673","-26.354516","-49.285673","-26.354516","<ll>dwc_commonname:</ll> Cruzeta","FPS02613,FURB52145","FPS02613_v01 FPS02613_v02 FPS02613_v03 FPS02613_v04 FPS02613_v05 FPS02613_v06 FPS02613_v07 FPS02613_v08 FURB52145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 52145","voucher",NA,NA,NA,NA
"109","2020-05-01 19:37:47-03","FPS","FPS","3662","MachineObservation","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Gonzaga, D.","2020","04","20","Schwirkowski, P.","3089","2018","10","17","Brasil","Santa Catarina","São Bento do Sul","Estrada Rio Natal, em mata ciliar ao lado da ponte pênsil para Oswaldo Amaral","-49.276574","-26.382323","-49.276574","-26.382323","<ll>dwc_commonname:</ll> Cruzeta, sordinha","FPS03662,FURB63385","FPS03662_v01 FPS03662_v02 FPS03662_v03 FPS03662_v04 FURB63385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 63385","voucher",NA,NA,NA,NA
"110","2019-02-15 11:35:50-02","IPA","IPA","43062","S","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Zappi, D.C.","1999","12",NA,"Andrade-Lima","75-8024","1975",NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"IPA0043062",NA,NA,NA,"Plantae",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-02-15 11:35:50-02","IPA","IPA","13372","S","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme myosurus","(Salm-Dyck ex DC.) Supplie","Castellanos, A.","1964",NA,NA,"Andrade-Lima","64-4222","1964","01","23","Brasil","Rio Grande do Sul","Calçado","margem do riacho da cachoeira.",NA,NA,NA,NA,"Epífita. Caule aplanado ou triquetro; flores róseas.","IPA0013372",NA,NA,NA,"Plantae",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"myosurus",NA,NA,NA
"112","2019-02-15 11:35:54-02","IPA","IPA","29898","S","Plantae","Cactaceae","Rhipsalis","cruciformis","Rhipsalis cruciformis","(Vell.) A. Cast.","Taylor, N.P.; Zappi, D.C.","1990",NA,NA,"Andrade-Lima","74-7720","1974",NA,NA,"Argentina",NA,NA,"viagem para a Argentina.",NA,NA,NA,NA,NA,"IPA0029898",NA,NA,NA,"Plantae",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-02-15 11:35:54-02","IPA","IPA","29901","S","Plantae","Cactaceae","Rhipsalis","cruciformis","Rhipsalis cruciformis","(Vell.) A. Cast.","Taylor, N.P.; Zappi, D.C.","1990",NA,NA,"Andrade-Lima","74-7724","1974",NA,NA,"Argentina",NA,NA,"viagem para a Argentina.",NA,NA,NA,NA,NA,"IPA0029901",NA,NA,NA,"Plantae",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-07-26 11:39:39-03","IPA","IPA","32353","S","Plantae","Cactaceae","Rhipsalis","cruciformis","Rhipsalis cruciformis","(Vell.) A. Cast.","Zappi, D.C.","1990",NA,NA,"Lima, V.C.; Lima, R.; Barreto, R.; Lima, R.; Barreto, R.","CFPE--819","1983","11","12","Brasil","Pernambuco","Taquaritinga do Norte","no alto da serra, próximo ao bananal.","-36.0442008972168","-7.90305995941162",NA,NA,"Sobre galho de árvore morto; flores alaranjadas, frutos cor-de-rosa choque.","IPA0032353",NA,NA,NA,"Plantae",NA,NA,"25558","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-02-15 11:35:54-02","IPA","IPA","21702","S","Plantae","Cactaceae","Rhipsalis","cruciformis","Rhipsalis cruciformis","(Vell.) A. Cast.","Taylor, N.P.; Zappi, D.C.","1990",NA,NA,"Porto, M.L.; et al.; et al.","1135","1974","11","16","Brasil","Rio Grande do Sul","Santo Ângelo","Chácara Piratini, São João Velho.","-54.2630996704102","-28.2992000579834",NA,NA,"Flores cor dearavilha, caule quadrangular. Para cultivo.","IPA0021702",NA,NA,NA,"Plantae",NA,NA,"25915","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-08-27 13:28:35-03","IAP","PACA-AGP","114275","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Dorneles, Maralise B.","2010","11","06","Dorneles, Maralise B.","14","2010","11","06","Brasil","RS","Novo Hamburgo","Henrique Luis Roessler.","-51.115556","-29.681667","51°06'56W","29°40'54S",NA,"PACA114275",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"117","2019-08-27 13:28:35-03","IAP","PACA-AGP","115339","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","M.L. Paz, V. Graeff, M.F. Parode & V.R.P da Silva","2014","09","30","M. L. Paz","10","2014","09","23","Brasil","RS","Palmares do Sul","Fazenda Marcelina","-50.3447","-30.37045","50° 20.682'W","30° 22.227'S","Habitat: epifico","PACA115339",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"118","2019-08-27 13:28:35-03","IAP","PACA-AGP","115492","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Kieling- Rubio, M. A.","2012","01","04","Rocha, L.D.","123","2012","01","04","Brasil","RS","Campo Bom","trecho inferior do Rio dos Sinos","-51.059722","-29.681667","51º3'35W","29º40'54S","Habitat: epífito","PACA115492",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"119","2019-08-27 13:28:35-03","IAP","PACA-AGP","41535","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","D. Bauer","2004","04","02","Rambo, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fenofase: estéril","PACA041535",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"120","2019-08-27 13:28:35-03","IAP","PACA-AGP","41651","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","D. Bauer","2004","04","02","Rambo, B.",NA,NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,NA,"Fenofase: estéril","PACA041651",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"121","2019-08-27 13:28:36-03","IAP","PACA-AGP","74291","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","I. Fernandes",NA,NA,NA,"I. Fernandes","806","1989","12","13","Brasil","RS","Bage","Casa de Pedra","-54.1068992614746","-31.3313999176025",NA,NA,"Herb. Depto. Bot. da UFRGS, ICN n° 89906.&nf;Flores rosadas e alaranjadas.&nf;Revisado por: D. Bauer, 05.03.2004. Habitat: Sobre plataforma em paredão. Fenofase: flor","PACA074291",NA,"280","280","Magnoliophyta","Caryophyllales",NA,"74087","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"122","2019-08-27 13:28:36-03","IAP","PACA-AGP","92282","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","A. A. Ohlweiler","1997",NA,NA,"Ohlweiler, A. A.","223","1996","09","11","Brasil","RS","Canoas","Parque Getúlio Vargas","-51.1836013793945","-29.9178009033203",NA,NA,"HASU 4192. Habitat: Epífito em Timbauva","PACA092282",NA,"20","20","Magnoliophyta","Caryophyllales",NA,"8037","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"123","2019-08-27 13:28:35-03","IAP","PACA-AGP","41777","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","D. Bauer","2004","04","02","Rambo, B.",NA,"1949","05","25","Brasil","RS","Novo Hamburgo","Schwabenschneis","-51.1305999755859","-29.6783008575439",NA,NA,"Habitat: In silva primaeva ad arbores. Fenofase: estéril","PACA041777",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"20722","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"124","2019-08-27 13:28:35-03","IAP","PACA-AGP","41949","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","D. Bauer","2004","04","02","Rambo, B.",NA,"1949","06","11","Brasil","RS","Porto Alegre","Esteio","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In silva primaeva ad arbores. Fenofase: estéril","PACA041949",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"29946","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"125","2019-08-27 13:28:35-03","IAP","PACA-AGP","1518","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","D. Bauer","2004","04","02","Rambo, B.",NA,"1933","09","20","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In silva campestri ad arbores. Fenofase: juvenilis","PACA001518",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"29946","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"126","2019-08-27 13:28:35-03","IAP","PACA-AGP","29452","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","D. Bauer","2004","04","02","Rambo, B.",NA,"1945","10","04","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In silva campestri ad arbores. Fenofase: estéril","PACA029452",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"29946","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"127","2019-08-27 13:28:35-03","IAP","PACA-AGP","30068","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","D. Bauer","2004","04","02","Rambo, B.",NA,"1945","06",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In silva campestri ad arbores. Fenofase: fruto novo","PACA030068",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"29946","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"128","2019-08-27 13:28:35-03","IAP","PACA-AGP","59348","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","D. Bauer","2004","04","02","Camargo, O. R.","30","1956","03","10","Brasil","RS","Santa Maria","Estação Exp. de Silvicultura.","-53.8069000244141","-29.6842002868652",NA,NA,"Habitat: In silva ad arbores. Fenofase: sterilis","PACA059348",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"37819","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"129","2019-08-27 13:28:35-03","IAP","PACA-AGP","38559","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","D. Bauer","2004","04","02","Rambo, B.",NA,"1948","11","22","Brasil","RS","São Leopoldo","Ad montem Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: In rupestribus Fenofase: flor","PACA038559",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"10287","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"130","2019-08-27 13:28:36-03","IAP","PACA-AGP","96299","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Zanoto, M.",NA,NA,NA,"Zanoto, M",NA,"2005","03","26","Brasil","SC","Maravilha","Mata do seminário","-53.1725006103516","-26.760799407959",NA,NA,NA,"PACA096299",NA,"550","550","Magnoliophyta","Caryophyllales",NA,"12440","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"131","2019-08-27 13:28:35-03","IAP","PACA-AGP","109326","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","A.P.U.Lippert et al",NA,NA,NA,"A.P.U.Lippert et al",NA,"2011","09","01","Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy","-49.8889007568359","-29.551399230957",NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA109326",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"15157","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"132","2019-08-27 13:28:35-03","IAP","PACA-AGP","109154","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","M.G.Staudt e A.P.U. Lippert","2011","06",NA,"M.S.Marchioretto et al",NA,"2011","01","07","Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy","-49.8889007568359","-29.551399230957",NA,NA,"Habitat: floresta de restinga","PACA109154",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"15157","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"133","2019-08-27 13:28:35-03","IAP","PACA-AGP","109165","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","M.G.Staudt et al",NA,NA,NA,"M.S.Marchioretto et al",NA,"2011","03","01","Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy","-49.8889007568359","-29.551399230957",NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA109165",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"15157","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"134","2019-08-27 13:28:35-03","IAP","PACA-AGP","109170","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","M.G.Staudt et al",NA,NA,NA,"M.G.Staudt et al",NA,"2011","04","08","Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy","-49.8889007568359","-29.551399230957",NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA109170",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"15157","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"135","2019-08-27 13:28:35-03","IAP","PACA-AGP","69903","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","D. Bauer","2004","03","19","J. A. Jarenkow","593","1986","12","23","Brasil","RS","Marcelino Ramos","Mata do Setimo Ceu","-51.9063987731934","-27.4617004394531",NA,NA,"PEL 9408 . Habitat: Beira de estrada, sobre barranco (junto a mata). Fenofase: flores vinosas","PACA069903",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"18635","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"136","2019-08-27 13:28:36-03","IAP","PACA-AGP","82022","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Danielle Bauer","2006","02","09","Sehnem, A.","3948","1949","10","21","Brasil","RS","Montenegro","São Salvador","-51.4611015319824","-29.6886005401611",NA,NA,"Hábito: epífita","PACA082022",NA,"550","550","Magnoliophyta","Caryophyllales",NA,"21601","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"137","2019-08-27 13:28:36-03","IAP","PACA-AGP","92281","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Bauer, D.",NA,NA,NA,"Bauer,D.",NA,"2001","07","01","Brasil","RS","Morro Reuter","Fazenda Padre Eterno","-51.0807991027832","-29.5380992889404",NA,NA,"Cresce diretamente sobre a rocha ou em árvores, com sol. HASU 16153. Hábito: rupícola","PACA092281",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"12924","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"138","2019-08-27 13:28:35-03","IAP","PACA-AGP","38560","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","D. Bauer","2004","04","02","Rambo, B.",NA,"1948","12","01","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In silva campestri ad arbores. Fenofase: estéril","PACA038560",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"29946","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"139","2019-08-27 13:28:35-03","IAP","PACA-AGP","61","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","D. Bauer","2004","04","02","Rambo, B.",NA,"1932","09","28","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: ad arbores in silva campestri Fenofase: estéril","PACA000061",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"29946","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"140","2019-08-27 13:28:36-03","IAP","PACA-AGP","8185","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Danielle Bauer","2004","04","02","F. Theissen",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: In silva campestri ad arbores. Fenofase: estéril","PACA008185",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"10287","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"141","2019-08-27 13:28:36-03","IAP","PACA-AGP","96298","PreservedSpecimen","Plantae","Cactaceae","Lepismium","cruciforme","Lepismium cruciforme","(Vell.) Miq.","Zanoto, M.",NA,NA,NA,"Zanoto, M",NA,"2005","02","10","Brasil","SC","Maravilha","Mata do seminário","-53.1725006103516","-26.760799407959",NA,NA,NA,"PACA096298",NA,"550","550","Magnoliophyta","Caryophyllales",NA,"12440","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"142","2019-08-27 13:28:39-03","IAP","PACA-AGP","52903","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","myosurus","Rhipsalis myosurus","(Salm-Dyck.) Foerst.","Emrich-Rambo","1954","05","19","Rambo, B.",NA,"1952","12","15","Brasil","RS","Montenegro","Fortaleza","-51.4611015319824","-29.6886005401611",NA,NA,"SEM MATERIAL Habitat: ad arbores in silvula rupestri Fenofase: flor","PACA052903",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"21601","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"143","2019-08-27 13:28:39-03","IAP","PACA-AGP","41955","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","myosurus","Rhipsalis myosurus","(Salm-Dyck.) Foerst.","Emrich-Rambo","1954","05","19","Rambo, B.",NA,"1949","06","11","Brasil","RS","Porto Alegre","Esteio","-51.2299995422363","-30.0331001281738",NA,NA,"SEM MATERIAL Habitat: in silva primaeva ad arbores Fenofase: estéril","PACA041955",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"29946","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"144","2019-08-27 13:28:39-03","IAP","PACA-AGP","31581","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","myosurus","Rhipsalis myosurus","(Salm-Dyck.) Foerst.","Emrich-Rambo","1954","05","19","Rambo, B.",NA,"1946","02","05","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,"SEM MATERIAL Habitat: in silva primaeva ad rupes Fenofase: estéril","PACA031581",NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,"19353","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"145","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0053952","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","cruciformis","Rhipsalis cruciformis",NA,"R. KiesIing",NA,NA,NA,"E. Zardini","11764","1989","3","18","Paraguay","Paraguari",NA,"Parque Nacional Ybycu`i. Forest on Arroyo Mina basin, 5 km N of administration area.","-56.83333","-26.05",NA,NA,"Epiphytic on tree. Fruit red.",NA,NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0053951","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","cruciformis","Rhipsalis cruciformis",NA,"R. KiesIing",NA,NA,NA,"E. Zardini","11764","1989","3","18","Paraguay","Paraguari",NA,"Parque Nacional Ybycu`i. Forest on Arroyo Mina basin, 5 km N of administration area.","-56.83333","-26.05",NA,NA,"Epiphytic on tree. Fruit red.",NA,NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0053953","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","cruciformis","Rhipsalis cruciformis",NA,"R. KiesIing",NA,NA,NA,"E. Zardini","10049","1989","1","27","Paraguay","Paraguari",NA,"Parque Nacional Ybycu`i. Forest near Salto Cristal.","-56.83333","-26.05",NA,NA,"Epiphytic on tree. Flower pink.",NA,NA,NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
