"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","dayIdentified","class","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus","sex"
"46","2021-03-16 17:50:18-03","UCS","HUCS","38107","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","Gonzatti, F.","195","2011","10","22",NA,"Brasil","Rio Grande do Sul","margens do rio Palmares",NA,"epífita sobre árvores em decomposição",NA,NA,"Gonzatti, F.","2012","02","Palmares do Sul","-50.5097007751465","-30.2577991485596","31350","auto",NA,NA,NA,NA,"10","10",NA,NA,NA,NA
"47","2019-08-16 08:40:26-03","UTFPR","HCF","8116","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","M.G. Caxambu","2683","2009","08","28",NA,"Brasil","PR","Parque Estadual Lago Azul (PELA)",NA,"erva epífita, ciófila, ripária, pilosa. Flores com cálice verde e corola alva. Labelo com tons verdes. Forófito: Luehea divaricata Mart.",NA,NA,"M.G. Caxambu","2009","09","Campo Mourão","-52.326889","-24.101306",NA,NA,"10",NA,"52°19'36,8 W","24°06'04,7 S","533","533",NA,NA,NA,NA
"48","2019-08-16 08:40:26-03","UTFPR","HCF","8341","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","M.G. Caxambu","2811","2009","10","18",NA,"Brasil","PR","Propriedade da família Rickli",NA,"erva epífita, semi-ciófila. Flores de cálice verde e corola alva, com labelo maculado de verde.",NA,NA,"M.G. Caxambu","2009","11","Turvo","-51.548444","-25.044028",NA,NA,"27",NA,"51°32'54,4 W","25°02'38,5 S","1009","1009",NA,NA,NA,NA
"49","2019-08-16 08:40:26-03","UTFPR","HCF","1349","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","E.G. Paulino","36","2004","08","16",NA,"Brasil","PR","Parque Municipal do Lago",NA,"planta herbácea, epífita, acaule, com folhas lanceoladas. Flores brancas, com labelo apresentando venações verdes, sobre haste pilosa.",NA,NA,"J. Cordeiro & E. Barboza","2004","11","Campo Mourão","-52.3830986022949","-24.0456008911133","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-08-16 08:40:26-03","UTFPR","HCF","1352","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","E.G. Paulino","38","2004","08","19",NA,"Brasil","PR","Parque Municipal do Lago",NA,"Planta herbácea, epífita, caule com folhas lanceoladas. Flores brancas, com labelo apresentando venação verde, em inflorescências sobre haste pilosa.",NA,NA,"J. Cordeiro & O.S. Ribas","2004","09","Campo Mourão","-52.3830986022949","-24.0456008911133","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-16 08:40:26-03","UTFPR","HCF","1254","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","E.G. Paulino","17","2004","07","23",NA,"Brasil","PR","Parque Municipal do Lago",NA,"Planta herbácea, epífitam com flores brancas, com sépalas pilosas e labelo com venação verde.",NA,NA,"J. Cordeiro & O.S. Ribas","2004","09","Campo Mourão","-52.3830986022949","-24.0456008911133","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-06-29 09:31:42-03","UFRRJ","RBR","44822","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","N.M. Corrêa; M.M.S. Murakami","228","2017","09","07",NA,"Brasil","Rio de Janeiro","Guapiaçu. Pastagem ao lado da estrada para a casa de Pesquisa da REGUA, próximo à casa do Sr Nickolas Locke.",NA,NA,"RBR00044822",NA,"F.F.V.A. Barberena","2017","11","Cachoeiras de Macacu","-42.746667","-22.425278",NA,NA,NA,NA,"42º44'48''W","22º25'31''S","95","95",NA,NA,NA,NA
"53","2020-12-07 11:51:18-03","UFSM","SMDB","12354","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","Portalet, AA","49","2006","08","28",NA,"Brasil","Rio Grande do Sul","Mata ciliar",NA,"Epífita, planta pequena formando pequena roseta, flores brancas. Apresentam uma mácula esverdeada no disco do labelo.","SMDB012354",NA,"Portalet, AA",NA,NA,"Santiago","-54.8671989440918","-29.1916999816895","56006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:38:35-03","MBM","MBM","297887","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Andrade, P.R.P. de","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Hotel Betânia",NA,"Epífita a cerca de 2m de altura na floresta ombrófila mista alterada","MBM297887","MBM297887","Kersten, R.A.","2004","01","Colombo","-49.2242012023926","-25.2917003631592","13536","auto","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:38:35-03","MBM","MBM","424229","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Ariati, V.; Roher, D.; Bittencourt, L.S.; Roher, D.; Bittencourt, L.S.","1767","2019","08","06","Southern America","Brazil","Paraná","UHE Tibagi Montante",NA,"Epífita, flora branca, labelo com quadriculado verde.; Floresta Ombrófila Mista.","MBM424229",NA,"Bittencourt, L.S.","2019","08","Tibagi","-50.4136009216309","-24.5093994140625","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:38:35-03","MBM","MBM","396214","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Engels, M.E.","2476","2014","05","17","Southern America","Brazil","Paraná","linha de transmissão elétrica Curitiba a Joinville",NA,"Epífita. Folhas verdes claras brilhantes. Flor com ovário verde. Sépalas alvas levemente acastanhado alaranjadas. Pétalas alvas levemente castanho alaranjadas, mas alvacentas que as sépalas. Labelo alvo com nervuras verdes. Cultivada","MBM396214","MBM396214","Engels, M.E.","2014","05","Guaratuba","-48.5746994018555","-25.8827991485596","41937","auto","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:38:35-03","MBM","MBM","17762","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Hatschbach, G.","25362","1970","11","05","Southern America","Brazil","Paraná","Estação Marumbi",NA,"Epífita, mata pluvial, vertente atlântica","MBM017762","MBM017762","Hatschbach, G.","1971","06","Morretes","-48.834400177002","-25.476900100708","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:38:35-03","MBM","MBM","411200","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Santos, T.F.; Royer, C.; Bolson, M.; Santos, M.; Royer, C.; Bolson, M.; Santos, M.","89","2015","05","15","Southern America","Brazil","Paraná","Floresta Estadual do Palmito",NA,"Epífita, flores brancas com estrias verdes no labelo.; Em borda de Floresta Ombrófila Densa das Terras Baixas.","MBM411200","MBM411200","Santos, T.F.","2015","05","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto","28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:38:35-03","MBM","MBM","68932","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Hatschbach, G.","43880","1981","05","14","Southern America","Brazil","Paraná","Pontal do Poço",NA,"Epífita, flor alvecente. Mata pluvial planície litorânea","MBM068932","MBM068932","Hatschbach, G.","1981",NA,"Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto",NA,NA,NA,NA,"3","5",NA,NA,NA,NA
"60","2020-12-21 16:38:35-03","MBM","MBM","49741","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Hatschbach, G.","9141","1962","05","31","Southern America","Brazil","Paraná","Rio Perequê",NA,"Epífita da restinga. Flor alva, base verde. Unicata","MBM049741","MBM049741","Pabst, G.","1962","08","Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto","17",NA,NA,NA,"3","5",NA,NA,NA,NA
"61","2020-12-21 16:38:35-03","MBM","MBM","424240","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Ariati, V.; Roher, D.; Bittencourt, L.S.; Roher, D.; Bittencourt, L.S.","1778","2019","08","15","Southern America","Brazil","Paraná","UHE Tibagi Montante",NA,"Epífita, flora branca, labelo com quadriculado verde.; Floresta Ombrófila Mista.","MBM424240",NA,NA,NA,NA,"Tibagi","-50.4136009216309","-24.5093994140625","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:38:35-03","MBM","MBM","49744","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Hatschbach, G.","14966","1966","10","17","Southern America","Brazil","Paraná","Rio Janguada",NA,"Epífita, mata de galeria, flor alvecente","MBM049744","MBM049744","Pabst, G.","1967",NA,"Bituruna","-51.5525016784668","-26.1613998413086","30743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:38:35-03","MBM","MBM","49743","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Hatschbach, G.","14736","1966","09","19","Southern America","Brazil","Paraná","Jaguatirica",NA,"Epífita, mata pluvial da vertente atlântica. Flor alva, labela com nervação verde na parte basal","MBM049743","MBM049743","Pabst, G.","1967",NA,"Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:38:35-03","MBM","MBM","298339","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Paulino, E.G.","36","2004","08","16","Southern America","Brazil","Paraná","Parque Nacional do Lago",NA,"Planta herbácea, epífita, acaule, com folhas lanceoladas. Flores brancas, com labelo apresentando venação verde, em inflorescências sobre haste pilosa","MBM298339","MBM298339","Cordeiro, J.; Barboza, E.","2004",NA,"Campo Mourão","-52.3830986022949","-24.0456008911133","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:38:35-03","MBM","MBM","49740","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Hatschbach, G.","4126","1957","08",NA,"Southern America","Brazil","Paraná","Serra Bejamim",NA,"Epífita (sobre Peroba, Aspidosperma sp. ?) . Cult. Curitiba","MBM049740","MBM049740","Pabst, G.","1957",NA,"Foz do Iguaçu","-54.5881004333496","-25.5478000640869","39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:38:35-03","MBM","MBM","34452","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Hatschbach, G.","32715","1973","10","18","Southern America","Brazil","Paraná","Passo do Jacu",NA,"Epífita, flor alva, erval","MBM034452","MBM034452","Pabst, G.","1975","07","Guaraqueçaba","-48.3288993835449","-25.3066997528076","37295","auto","20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:38:35-03","MBM","MBM","310900","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Sonehara, J.","18","2003","05","17","Southern America","Brazil","Paraná","Parque Estadual do Rio da Onça",NA,"Epífita; restinga arbórea","MBM310900","MBM310900","Stancik, J.F.",NA,NA,"Matinhos","-48.5428009033203","-25.8174991607666","15275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:38:35-03","MBM","MBM","49742","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Hatschbach, G.","11714","1964","10","11","Southern America","Brazil","Paraná","Morro Sete",NA,"Epífita, flor alva com base esverdeada, labelo estrito de verde.Unicata","MBM049742","MBM049742","Pabst, G.","1965","05","Morretes","-48.834400177002","-25.476900100708","30514","auto","13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:38:35-03","MBM","MBM","103225","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Cordeiro, J.; Silva, J.M.; Silva, J.M.","53","1985","05","23","Southern America","Brazil","Paraná","Saquarema",NA,"Epífita da restinga. Flor alvescente","MBM103225","MBM103225","Ghillány, A.","1988",NA,"Paranaguá","-48.5092010498047","-25.5200004577637","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:38:35-03","MBM","MBM","376814","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Silva, J.M.; Campos, R.P.; Campos, R.P.","8453","2012","05","08","Southern America","Brazil","Paraná","Rio Guaraguaçu, Estrada para o sambaqui",NA,"Epífita, flor alvacenta.; Restinga arbórea.","MBM376814","MBM376814","Engels, M.E.","2019","04","Pontal do Paraná","-48.511100769043","-25.6735992431641","19508","auto","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:38:35-03","MBM","MBM","1234","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","14679","1966","09","06","Southern America","Brazil","Paraná","Rio Tibagi",NA,"Epífita, flor alvescente, mata de galeria","MBM001234","MBM001234","Pabst, G.","1967",NA,"Tibagi","-50.4136009216309","-24.5093994140625","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-01 15:28:29-03","PUC-RIO","FCAB","2110","PreservedSpecimen","Plantae",NA,"Angiospermae","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","P.E. Leite S.J.","s.n.","1949","09",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"Epífita. Flores brancas; nervuras esverdeadas.","002110",NA,"P.E. Leite S.J.",NA,NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-09-17 08:11:19-03","MNHN","RECOLNAT_MNHN_P","P00345570","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Balansa, B.",NA,"1883","9","15",NA,"Paraguay",NA,"Cordillière de Péribébuy","hb","Reçu le 7 février 1885 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345570' target='other'> <mi>dwc_moreinfo</mi></a>","P00345570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4544",NA,NA,NA
"74","2020-10-01 14:26:07-03","JBB","HEPH","21267","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Salles, AEH","3467","2004","11","21","Southern America","Brasil","Minas Gerais","Pedra do Índio próximo a Pousada Serra d'água",NA,NA,NA,NA,"Buzatto, CR","2014","03","Araponga","-42.5208015441895","-20.6667003631592","16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-11 11:44:45-03","UFMG","BHCB","102201","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Viana, PL; et al.","2470","2006","03","10","Southern America","Brasil","Minas Gerais","Serra dos 2 Irmãos",NA,"Erva terrestre; frutos imaturos verdes.; em área úmida","BHCB001414","BHCB001414",NA,NA,NA,"Rio Vermelho","-43.0092010498047","-18.2936000823975","26996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-11 17:20:58-03","UFPR","UPCB","85656","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","aff. ceracifolia","Lankesterella aff. ceracifolia","(Barb.Rodr.) Mansf.","Klein, J.","167",NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,"Smidt, E.C.",NA,NA,"Canela","-50.815601348877","-29.3656005859375","16452","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-02-11 17:20:58-03","UFPR","UPCB","85657","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","aff. ceracifolia","Lankesterella aff. ceracifolia","(Barb.Rodr.) Mansf.","Klein, J.","168",NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,"Smidt, E.C.",NA,NA,"Canela","-50.815601348877","-29.3656005859375","16452","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:20:58-03","UFPR","UPCB","86750","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Caglioni, E. | Caglioni, G.","632","2016","04","30",NA,"Brasil","Santa Catarina","Parque Botânico Morro do Baú",NA,"Epífito coletado em subosque de floresta em estágio avançado de conservação; flor branca com detalhes verdes no labelo. Floresta Ombrófila Densa..",NA,NA,"Caglioni, E.","2016","04","Ilhota","-48.933914","-26.803464",NA,NA,"30",NA,"-48.933914","-26.803464","540","540",NA,NA,NA,NA
"79","2021-02-11 17:20:58-03","UFPR","UPCB","86751","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Caglioni, E. | Melo, E.J.","627","2016","04","29",NA,"Brasil","Santa Catarina","Parque Botânico Morro do Baú",NA,"Epífito coletado em dossel de floresta em estágio avançado de conservação. Com botão floral. Floresta Ombrófila Densa..",NA,NA,"Caglioni, E.","2016","04","Ilhota","-48.933914","-26.803464",NA,NA,"29",NA,"-48.933914","-26.803464","540","540",NA,NA,NA,NA
"80","2021-02-11 17:20:58-03","UFPR","UPCB","87234","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Mansf.","Santos, T. F.","205","2016","10","23",NA,"Brasil","Paraná","Cangoera",NA,NA,NA,NA,"Santos, T. F.","2016","10","Tijucas do Sul","-49.1988983154297","-25.9281005859375","25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-02-11 17:20:58-03","UFPR","UPCB","63277","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Bonnet, A.","712108",NA,NA,NA,NA,"Brasil","Paraná","Epífita. Ecótono (FOM, FES e Savana).",NA,"Floresta nas margens do rio Tibagi (Ilha Surubi)..",NA,NA,"Baptista, D.H.","2007","09","Tibagi","-50.4136009216309","-24.5093994140625","56988","auto","05",NA,NA,NA,"712","712",NA,NA,NA,NA
"82","2021-02-11 17:20:58-03","UFPR","UPCB","87224","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Santos, T. F. et al.","174","2016","04","20",NA,"Brasil","Paraná","Marumbi",NA,"Rio Nhundiaquara.",NA,NA,"Santos, T. F.","2016","04","Morretes","-48.834400177002","-25.476900100708","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-02-11 17:20:58-03","UFPR","UPCB","43973","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Borgo, M.","966","2001","02","09",NA,"Brasil","Paraná","Parque Barreirinha",NA,"Epífita sobre galho caído de guavirova, com restos de inflorescência, em bosque aberto..",NA,NA,"Borgo, M.","2001","02","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-02-11 17:20:58-03","UFPR","UPCB","6093","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Hatschbach, G.","14679","1966","09","06",NA,"Brasil","Paraná","Rio Tibagi",NA,"Epífita, flor alvescente, mata de galeria..",NA,NA,"Pabst, G.","1967","01","Tibagi","-50.4136009216309","-24.5093994140625","56988","auto","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2011-04-15 17:00:00-03","MO","MOBOT","2344596","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","Roberto M. Klein|Ulrich G. Eskuche","Klein 4162",NA,NA,NA,"South America","Argentina","Misiones","San Antonio",NA,NA,NA,NA,"Correa, M. N.",NA,NA,"General Manuel Belgrano","-54.75","-26.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2013-08-23 04:12:00-03","MO","MOBOT","1302825","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","Roberto Vásquez","Vásquez C. 663","1982","4","16","South America","Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,NA,NA,"Chapare",NA,NA,NA,NA,NA,NA,NA,NA,"1800.00000000",NA,NA,"1",NA,NA
"87","2011-03-02 00:00:00-03","MO","MOBOT","2293361","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","Ricardo O. Vanni|Victor Maruñak|Aurelio Schinini","Vanni 3420","1995","8","9","South America","Argentina","Misiones","Parque Nacional Iguazu. Sendero Jacaratia",NA,NA,NA,NA,"Schinini, A., //",NA,NA,"Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2013-02-20 11:37:00-03","MO","MOBOT","2457711","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","Maevia N. Correa","Correa s.n.2",NA,NA,NA,"South America","Argentina","Misiones","Corpus",NA,NA,NA,NA,"Correa, M. N.",NA,NA,"San Ignacio","-55.51666","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2012-11-24 05:13:00-02","MO","MOBOT","2480567","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","J. Dutra","Dutra 936",NA,NA,NA,"South America","Brazil","Rio Grande do Sul","Quinta São Manoel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2013-08-23 04:12:00-03","MO","MOBOT","3587564","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","Roberto Vásquez","Vásquez C. 663","1982","4","16","South America","Bolivia","Cochabamba","Cumbre de Sillar",NA,NA,NA,NA,NA,NA,NA,"Chapare",NA,NA,NA,NA,NA,NA,NA,NA,"1800.00000000",NA,NA,NA,NA,NA
"91","2010-04-12 17:23:00-03","MO","MOBOT","2442707","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","Ulrich G. Eskuche","Eskuche 9093",NA,NA,NA,"South America","Argentina","Misiones","San Antonio",NA,NA,NA,NA,"Correa, M. N.",NA,NA,"General Manuel Belgrano","-54.75","-26.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","22173","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","E.C. Smidt",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Ilha Anchieta",NA,"Flores alvas;",NA,NA,"Eric Smidt",NA,NA,"Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"93","2016-04-07 14:03:40-03","UNIOESTE","UNOP","2902","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","Boff, L.; Pereira, R.; Gonçalves, J.; Pereira, R.; Gonçalves, J.","57","2013","07","15",NA,"Brasil","Paraná","Parque Ecológico Tarquínio Joslin dos Santos",NA,"Folhas esbranquiçadas, estéril.",NA,NA,"Boff, L.","2013","07","Cascavel","-53.4552993774414","-24.9557991027832","47841","auto","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2015-10-22 10:03:11-02","UNIOESTE","UNOP","8148","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb. Rodr.) Ames","Boff, L.","38","2012","09","12",NA,"Brasil","Paraná","Parque Ecológico Paulo Gorski",NA,"Epífita. Folhas verdes esbranquiçadas. Tricomas em todas as suas estruturas. Cheiro fétido. Flor branca, labelo com estrias verdes.",NA,NA,"Boff, L.","2012","09","Cascavel","-53.4552993774414","-24.9557991027832","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","42965",NA,"Plantae",NA,NA,"Orchidaceae","Lankesterella","aff. ceracifolia","Lankesterella aff. ceracifolia","(Barb. Rodr.) Mansf.","J. Guiard","9223","2009",NA,NA,NA,"Brasil","Espírito Santo","Mestre Álvaro",NA,NA,"MBML042965","MBML042965","G. Chiron",NA,NA,"Serra","-40.3078002929688","-20.1285991668701","16451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
