"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"50","2020-10-01 14:26:46-03","JBB","HEPH","13816","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Oliveira, RC","912","1997","09","23","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília próximo a área de lazer","1020","1020",NA,"Area recem queimada",NA,NA,"Oliveira, RC","Brasília","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA
"51","2020-10-01 14:26:46-03","JBB","HEPH","14279","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Kirkbride Júnior, JH","4415","1982","04","27","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília Córrego Cabeça de Veado Brejo fora de mata ciliar",NA,NA,NA,NA,NA,NA,"Oliveira, RC","Brasília","-47.85","-15.533333","-47.85","-15.533333",NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA
"52","2020-10-01 14:26:46-03","JBB","HEPH","16781","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Rodrigues Silva, R","93","1998","11","19","Southern America","Brasil","Distrito Federal","ARIE do Santuário de Vida Silvestre do Riacho Fundo","1000","1000",NA,"Planta perene",NA,NA,"Rodrigues Silva, R","Brasília","-47.947222","-15.847222","-47.947222","-15.847222",NA,NA,"2000","02",NA,NA,NA,NA,NA,NA
"53","2020-10-01 14:26:46-03","JBB","HEPH","18313","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Rodrigues Silva, R","601","2002","10","01","Southern America","Brasil","Distrito Federal","ARIE do Santuário de Vida Silvestre do Riacho Fundo","1010","1010",NA,NA,NA,NA,"Rodrigues Silva, R","Brasília","-47.935278","-15.855556","-47.935278","-15.855556",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA
"54","2020-10-01 14:26:46-03","JBB","HEPH","18554","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Rodrigues Silva, R","687","2002","11","01","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília Cristo Redentor","1010","1010",NA,"rizoma forte (robusto)",NA,NA,"Rodrigues Silva, R","Brasília","-47.881111","-15.913889","-47.881111","-15.913889",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA
"55","2020-10-01 14:26:46-03","JBB","HEPH","18596","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Rodrigues Silva, R; Nóbrega, MGG","729","2002","11","01","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília Cristo Redentor","1020","1020",NA,"Perene, cespitosa, caule vináceo",NA,NA,"Rodrigues Silva, R","Brasília","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA
"56","2020-10-01 14:26:46-03","JBB","HEPH","18617","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Rodrigues Silva, R","747","2002","12","04","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília Cristo Redentor","1112","1112",NA,NA,NA,NA,"Rodrigues Silva, R","Brasília","-47.891111","-15.916667","-47.891111","-15.916667",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA
"57","2020-10-01 14:26:46-03","JBB","HEPH","22111","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Jesus, FPR de","296","2005","10","17","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília próximo a captação 3 da CAESB","1020","1020",NA,"area queimada ha mais ou menos 1mes",NA,NA,"Aguiar, SNF","Brasília","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"58","2020-10-01 14:26:46-03","JBB","HEPH","31368","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Fonseca, ML; Alvarenga, D","2070","1999","09","13","Southern America","Brasil","Distrito Federal","Reserva Ecológica do IBGE, Próximo ao Córrego Taquara","1015","1015",NA,"Local queimado há 44 dias, comum",NA,NA,"Filgueiras, TS","Brasília","-47.878464","-15.948214","-47.878464","-15.948214",NA,NA,"1999","10",NA,NA,NA,NA,NA,NA
"59","2020-10-01 14:26:46-03","JBB","HEPH","34272","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Soares, ACA; Rosa, PO","431","2018","07","23","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília, Área do Cristo Redentor na parte superior da estrada que divide a mata do Taquara do campo limpo","1051","1051",NA,"Experimento para retirada de bacharis",NA,NA,"Chacon, RG","Brasília","-47.903889","-15.918333","-47.903889","-15.918333",NA,NA,"2018","10","10",NA,NA,NA,NA,NA
"60","2020-10-01 14:26:46-03","JBB","HEPH","31383","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Fonseca, ML; Alvarenga, D","3615","2002","10","09","Southern America","Brasil","Distrito Federal","Área de Proteção Ambiental Gama e Cabeça de Veado, Lagoa do Córrego do Cedro, SMPW Q.16 conj. 1","990","990",NA,"Comum",NA,NA,"Filgueiras, TS","Núcleo Bandeirante","-47.943333","-15.896111","-47.943333","-15.896111",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA
"61","2020-10-01 14:26:46-03","JBB","HEPH","23339","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Martins, RC","742","2007","10","04","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília",NA,NA,NA,NA,NA,NA,"Oliveira, RC; Chacon, RG","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA
"62","2020-10-01 14:26:46-03","JBB","HEPH","23367","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Chacon, RG","161","2007","09","28","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília, área do poção, queimada em 20/08/2007.",NA,NA,NA,NA,NA,NA,"Chacon, RG","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA
"63","2020-10-01 14:26:46-03","JBB","HEPH","6182","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Filgueiras, TS","771","1980","09","29","Southern America","Brasil","Distrito Federal","Lago Norte",NA,NA,NA,NA,NA,NA,"Filgueiras, TS","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","1980",NA,NA,NA,NA,NA,NA,NA
"64","2020-10-01 14:26:46-03","JBB","HEPH","6629","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Salles, AEH","1302","1989","09","24","Southern America","Brasil","Minas Gerais","80km de Paracatu, Reserva da Campo",NA,NA,NA,"Folhas pilosas",NA,NA,"Oliveira, RC","Paracatu","-46.874698638916","-17.2222003936768",NA,NA,"72344","auto","1989",NA,NA,NA,NA,NA,NA,NA
"65","2020-10-01 14:26:46-03","JBB","HEPH","6453","S","Plantae","Monocotyledon","Poales","Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Oliveira, PEAM de","772","1989","09","01","Southern America","Brasil","Minas Gerais","80km de Paracatu, Reserva da Campo",NA,NA,NA,"Florescendo apos fogo",NA,NA,"Oliveira, RC","Paracatu","-46.874698638916","-17.2222003936768",NA,NA,"72344","auto","1989",NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:44:59-03","UFMG","BHCB","72549","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Barreto, HLM; Markgraf, F","12241",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:44:59-03","UFMG","BHCB","17270","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Filgueiras, TS","s.n.","1980","09","29","Southern America","Brasil","Distrito Federal","Lago Norte",NA,NA,NA,NA,NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:44:59-03","UFMG","BHCB","17270","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Filgueiras, TS","s.n.","1980","09","29","Southern America","Brasil","Distrito Federal","Lago Norte",NA,NA,NA,NA,NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-11 17:21:16-03","UFPR","UPCB","17485","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Filgueiras, T.S.","772","1980","09","29",NA,"Brasil","Distrito Federal","Lago Norte",NA,NA,NA,"Planta ca. 1m, cespitosa, espiguetas verdes, aristadas..","UPCB0037966","UPCB0037966","Filgueiras, T.S.","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","1981","01","01",NA,NA,NA,NA,NA
"70","2009-07-21 23:34:00-03","MO","MOBOT","2482942","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Per Dusén","Dusén s.n.27","1915","12","7","South America","Brazil","Paraná","Morungava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","1124076","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","S.P. Cordovil|et al.","Cordovil 41","1992","6","10","South America","Brazil","Goiás","Mpio. Uruacu. Campo cerrado alterado pelo fogo. Solo podzoi ico amarelo com incrustracoes lateriticas inclinado a levem. Ondulado.",NA,NA,NA,NA,NA,NA,"Gerrit Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","1560224","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Agnes Chase","Chase 8844","1925","3","11","South America","Brazil","Minas Gerais","Lavras. Brushy campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","1560228","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Agnes Chase","Chase 9283","1925","3","28","South America","Brazil","Minas Gerais","Serra do Cipó (110 kM NE of Bello Horizonte). Very scarce; open campo.","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","1560232","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Howard S. Irwin|Thomas R. Soderstrom","Irwin 6730","1964","10","10","South America","Brazil","Mato Grosso","Vicinity of Xavantina. Cespitose, rejuvenated. Burned-over cerrada, ca 70 kM N of Xavantina.","300.00000000","400.00000000",NA,NA,NA,NA,NA,NA,"-52.33333","-14.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2015-08-13 05:50:00-03","MO","MOBOT","1560242","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","R.M. Harley|R. Souza","Harley 10302","1968","9","28","South America","Brazil","Mato Grosso","10, ca 12 kM SW of base camp. Near Lago de Leo. On burnt cerrado, with few shrubs, on laterite ourcrop.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2012-12-29 19:17:00-02","MO","MOBOT","1560246","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Robert Kral|M.G.L. Wanderly|Taciana B. Cavalcanti|V.S. Pereira","Kral 75720","1988","11","29","South America","Brazil","Goiás","Highway between Planaltina & São Gabriel de Goiás ca 5 kM S of San Gabriel. Black sand peat of campo-cerrado transition.",NA,NA,NA,NA,NA,NA,"G. Davidse, MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","1560252","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Howard S. Irwin|et al.","Irwin 10022","1965","11","6","South America","Brazil","Goiás","Serra dos Cristais. Cerrado, 75 kM N of Cristalina, on road to Brisília.","1000.00000000",NA,NA,NA,NA,NA,"G. Davidse, MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2008-05-27 22:02:00-03","MO","MOBOT","1560259","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Timothy J. Killeen","Killeen 1112","1985","8","7","South America","Bolivia","Santa Cruz","Concepción. Eroded tertiary planation surface overlying precambrian shield; mosaic of semideciduous forest, wooded savanna and savanna wetlands.","500.00000000",NA,NA,NA,NA,NA,"T. Killeen","Nuflo de Chavez","-62","-16.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","1560260","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Timothy J. Killeen","Killeen 1178","1985","9","7","South America","Bolivia","Santa Cruz","Est. San Josecito, 2 kM NE of Concepción. Eroded tertiary planation surface overlying precambrian shield; mosaic of semideciduous forest, wooded savanna and savanna wetland.","500.00000000",NA,NA,NA,NA,NA,"T. Killeen","Nuflo de Chavez","-62.08333","-16.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2014-07-31 09:10:00-03","MO","MOBOT","1560265","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 12222A","1976","4","8","South America","Brazil","Bahia","22 km S of the Rio Galheirão along Highway BR-020.","860.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1243","1",NA
"81","2015-08-10 05:49:00-03","MO","MOBOT","1560271","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Amaro Macedo","Macedo 2711","1950","11","10","South America","Brazil","Minas Gerais","L. Vicinte, Ituiutaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","1560272","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Howard S. Irwin|et al.","Irwin 8174","1965","9","11","South America","Brazil","Distrito Federal","Burned-over campo and cerrado, summit of Chapada da Contagem, ca 10 kM NE of Brasília.","1000.00000000",NA,NA,NA,NA,NA,"G. Davidse, MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","1560273","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","FONSECA","FONSECA 1232","1996","10","19","South America","Brazil","Goiás","Muncipo de Niquelândia. Estrada de chão em direção a Reserva do IBAMA. Ca de 5 kM de Niquelândia. Solo: pedregoso/argiloso. Relêvo: ondulado. Vegetação: campo sujo queimado a 60 dias.","635.00000000",NA,NA,NA,NA,NA,"T. S. Tilgueiras, IBG",NA,"-48.45","-14.49611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2013-01-28 05:13:00-02","MO","MOBOT","1560274","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","René Guillén V.|et al.","Guillén Villarroel 3928","1995","8","12","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado, pampa grande Bella Vista, pampa termitera anegada temporalmente (resien quemada). Suelos franco arenosos.","180.00000000",NA,NA,NA,NA,NA,"G. Davidse, MO",NA,"-61.49083","-13.72305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","1560275","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Per Dusén","Dusén 17406","1915","12","7","South America","Brazil","Paraná","ad Morungava praedium pr. Itararé opp. situm in campo","720.00000000",NA,NA,NA,NA,NA,"P. Dusén",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2012-05-14 14:15:00-03","MO","MOBOT","1560276","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Tarciso S. Filgueiras","Filgueiras 765","1980","9","15","South America","Brazil","Distrito Federal","Brasília, Cabeça do Veado.",NA,NA,NA,NA,NA,NA,"T. S. Filgueiras, IBG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2012-05-14 14:15:00-03","MO","MOBOT","1560278","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Tarciso S. Filgueiras","Filgueiras 898","1981","8","9","South America","Brazil","Distrito Federal","Brasília, Área da Proflora entre Taguatingua e Braslandia.",NA,NA,NA,NA,NA,NA,"G. Davidse, MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2012-05-14 14:15:00-03","MO","MOBOT","1560279","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Tarciso S. Filgueiras","Filgueiras 899","1981","8","9","South America","Brazil","Distrito Federal","Brasíla, Área da Proflora entre Taguatinga e Braslandia.",NA,NA,NA,NA,NA,NA,"T. S. Filgueiras, IBG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2012-05-14 14:15:00-03","MO","MOBOT","1560280","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Tarciso S. Filgueiras","Filgueiras 900","1981","8","9","South America","Brazil","Distrito Federal","Brasília, Área da Proflora entre Taguatinga e Braslândia.",NA,NA,NA,NA,NA,NA,"T. S. Filgueiras, IBG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","1560282","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Howard S. Irwin|et al.","Irwin 8661","1965","9","25","South America","Brazil","Distrito Federal","Cerrado ca 20 kM S of Brasília on road to Goiânia, near Rio Melchoir.","1125.00000000",NA,NA,NA,NA,NA,"G. Davidse, MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","1560284","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Howard S. Irwin|et al.","Irwin 8309","1965","9","14","South America","Brazil","Distrito Federal","Cerrado. Gallery forest and adjacent burned-over cerrado, Córrego Urubu, wet slopes of Chapada da Contagem, ca 10 kM E of Brasília.","1000.00000000",NA,NA,NA,NA,NA,"G. Davidse, MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","1770019","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","F.C.A. Oliveira","Oliveira 1175","2000","11","1","South America","Brazil","Goiás","Mun. de Campos Belos. Fazenda Mundo Novo. Solo agriloso","700.00000000",NA,NA,NA,NA,NA,"T.S. Filgueiras",NA,"-46.49805","-12.97861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-02-19 04:30:00-03","MO","MOBOT","235603","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","C.F.P. Martius","Martius s.n.","1817",NA,NA,"South America","Brazil",NA,"Minarum, in Chapada de Paranan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2014-12-22 22:09:00-02","MO","MOBOT","2824708","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","F.C.A. Oliveira|Marina L. Fonseca|Roberta C. de Mendonça|G. Nunes de Jesus","Oliveira 851","1997",NA,NA,"South America","Brazil","Goiás","Mun de Niquelândia. Fazenda Engenho, ca. de 11 km de Niquelândia/Dois Irmãos. Cabeceira do rio Traíras. Relevo: pouco ondulado.","680.00000000",NA,NA,NA,NA,NA,"T.S. Filguerias",NA,"-48.42361","-14.67444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2013-01-28 05:13:00-02","MO","MOBOT","979385","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","René Guillén V.|et al.","Guillén Villarroel 3928","1995","8","12","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado, pampa grande de Bella Vista, pampa termitera anegada temporalmente (resien quemada). Suelos franco arenosos.","180.00000000",NA,NA,NA,NA,NA,"G. Davidse, June 2000 (MO)","Velasco","-61.49055","-13.72277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"96","2014-09-18 14:38:00-03","MO","MOBOT","1270192","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Feep|G.M. Araujo|J.N. Nakajima|P.E.A.M. Oliveira|P.R. Pereira|M.A. Ranal|I. Schiavini","Feep 298","1992","2","10","South America","Brazil","Minas Gerais","Estação Ecológica do Panga",NA,NA,NA,NA,NA,NA,"G. Davidse (MO)","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,"1",NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","1560247","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Howard S. Irwin","Irwin 10356","1965","11","16","South America","Brazil","Goiás","Serra do Rio Preto. Gallery forest, ca 14 kM E. of Cabeceiras.","1000.00000000",NA,NA,NA,NA,NA,"G. Davidse, MO",NA,"-47.00016","-16.00033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2015-05-20 10:36:21-03","UFERSA","MOSS","11587","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Rodrigues-da-Silva, R.","687","2002","11","01","América do Sul","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília - área do Cristo Redentor.","1010","1010",NA,"erva perene, coletada no cerrado, área quiemada; muito frequente; rizoma forte (robusto); flor verde-vináceo.HABITAT:Cerrado.;",NA,NA,"Rodrigues-da-Silva, R.","Brasília","-47.881111","-15.913889","47W52'52","15S54'50",NA,NA,"2002","11","01",NA,NA,NA,NA,NA
"99","2015-05-20 10:36:21-03","UFERSA","MOSS","9043","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Oliveira, R.C.","912","1997","09","23","América do Sul","Brasil","Distrito Federal","Jardim Botânico, próximo a área de lazer, caminho para o CESB.","1025","1025",NA,"erva; coletada em campo limpo de área recém queimada; solo areno-argiloso, inclinado; frequente.",NA,NA,"Oliveira, R.C.","Brasília","-47.85","-15.866667","47W51'00","15S52'00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2015-05-20 10:36:21-03","UFERSA","MOSS","11586","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Martins, R.C.","747","2007","10","04","América do Sul","Brasil","Distrito Federal","Lago Sul, Estação Ecológica do Jardim Botânico de Brasília.",NA,NA,NA,"erva, com cerca de 83cm de altura; coletada em campo limpo; haste vinácea; flósculo verde; base paliácea.HABITAT:Cerrado.;",NA,NA,"Chacon, R.G.; Oliveira, R.C.","Brasília","-47.9297","-15.7797",NA,NA,"70570","auto","2007","10","01",NA,NA,NA,NA,NA
"101","2018-10-09 16:32:02-03","UFLA","ESAL","352","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Black","699",NA,NA,NA,NA,"Brasil","Minas Gerais","ESAL",NA,NA,NA,"; ; ;",NA,NA,"A. G. Burman","Lavras","-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-11-24 14:12:00-02","UFLA","ESAL","9366","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","T. S. Filgueiras","772",NA,NA,NA,NA,"Brasil","Distrito Federal","Lago Norte",NA,NA,NA,"; 1.0; espiguetas verdes, aristadas;",NA,NA,"T. S. Filgueiras","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-12-19 11:20:02-03","UFG","UFG","44132","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Resende, I.L.M.","880","2008","12","15",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,"UFG0044132","UFG0044132","Resende, I.L.M.","Bela Vista de Goiás","-48.7925","-17.0175","-48.7925","-17.0175",NA,NA,"2010","04","20",NA,NA,NA,NA,NA
"104","2019-12-19 11:20:02-03","UFG","UFG","44178","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Resende, I.L.M.","1284","2009","03","03",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,"UFG0044178","UFG0044178","Resende, I.L.M.","Bela Vista de Goiás","-48.7925","-17.0175","-48.7925","-17.0175",NA,NA,"2010","04","20",NA,NA,NA,NA,NA
