"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"184","2021-04-07 11:43:07-03","UFMS","CGMS","9244","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","A.C. Araújo; R.S. de Arruda",NA,"1999","10","12",NA,"Brasil",NA,NA,"Flor branca. Habitat: Interior de capão. Habito: Arbóreo.","CGMS1016356",NA,NA,NA,"Mart.","U.M. Resende","Mato Grosso do Sul","Corumbá","Pantanal de Miranda/Abobral.","-57.0013889","-19.5530556",NA,NA,NA,"-57,0013889","-19,5530556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-04-07 11:43:07-03","UFMS","CGMS","9242","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","A.C. Araújo; R.S. de Arruda",NA,"1999","11","05",NA,"Brasil",NA,NA,"Flor branca. Habitat: Borda de capão. Habito: Arbóreo.","CGMS1016358",NA,NA,NA,"Mart.","U.M. Resende","Mato Grosso do Sul","Corumbá","Pantanal de Miranda/Abobral.","-57.0011111","-13.5511111",NA,NA,NA,"-57,0011111","-13,5511111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-04-07 11:43:07-03","UFMS","CGMS","65137","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","A.C. Rodrigues; A. Pott; K.C.B.S. Santos; A.C. Rodrigues","65","2017","10","25",NA,"Brasil",NA,NA,"Flor branca esverdeada. Habitat: Borda de Vereda com degraus areníticos. Habito: Erva. 1,00 m de altura.","CGMS1098098",NA,NA,NA,"Mart.","Diego J.G. Morais","Mato Grosso do Sul","Costa Rica","Parque Estadual das Nascentes do Rio Taquari.","-53.3758334","-18.1083333",NA,"546","546","-53,3758334","-18,1083333","2018","10","23",NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-04-07 11:43:07-03","UFMS","CGMS","21319","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","S.V. Boff","77","2006","10","01",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Borda de capão. Solo calcimórfico. Comum. Esparsa. Habito: Árvore.","CGMS1050724",NA,NA,NA,"Mart.","M.I.B. Loiola","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0188889","-19.5766667",NA,NA,NA,"-57,0188889","-19,5766667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-04-07 11:43:07-03","UFMS","CGMS","35123","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","A. Pott; V.J. Pott; M. Pereira; S. Salis; et alii","3443","1987","09","17",NA,"Brasil",NA,NA,"Flor esbranquiçada. Fruto ainda verde. Salina - lagoa salobra; alcalina. Habitat: Borda externa da mata de salina, com espécies de mata ciliar. Solo arenoso (podzol hidromórfico). Relevo plano com mesorelevo. Ocasional. Habito: Arbus","CGMS1064520",NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Corumbá","Invernada do Cabecinha. Fazenda Nhumirim, sub-região da Nhecolândia, Pantanal.","-56.65","-18.9833333",NA,"89","89","-56,65","-18,9833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-04-07 11:43:07-03","UFMS","CGMS","58792","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","A. Pott","11455","2003","09","17",NA,"Brasil",NA,NA,"Flor esbranquiçada. Habitat: Vegetação secundária de cerradão decidual com Myracrodruon. Solo latossolo argiloso (LVE). Relevo encosta de ondulado. Habito: Arbusto. 2,5 m de altura. Freqüente.","CGMS1088708",NA,NA,NA,"Mart.","A. Pott","Mato Grosso do Sul","Campo Grande","Embrapa Gado de Corte.","-54.6769445","-20.445",NA,"500","500","-54,6769445","-20,445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-04-07 11:43:07-03","UFMS","CGMS","39361","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","M.O. Córdova; J.A.Rotta; T.G. Freitas; G.A. Damasceno-Junior","22","2012","10","16",NA,"Brasil",NA,NA,"Flor branca. Fruto vermelho. Estípula formando ramento. Habitat: Beira de estrada. Habito: Árvore. 6m de altura.","CGMS1068743",NA,NA,NA,"Mart.","G.A. Damasceno-Junior","Mato Grosso do Sul","Corumbá","Rio Abrobal. Estrada Parque. Ponte 24. Sub-região do Abobral.","-57.0533333","-19.4352777",NA,"100","100","-57,0533333","-19,4352777","2012","10","16",NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-04-07 11:43:07-03","UFMS","CGMS","64932","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","L.C. Peinado; G.C.Andrella; S.M.L. de Souza; G.A. Damasceno Junior","30","2017","10","22",NA,"Brasil",NA,NA,"Fruto vermelho. Habitat: Floresta estacional semidecidual, via de acesso a sede Cuitelo. Habito: Arbusto. 2,00 m de altura.","CGMS1097893",NA,NA,NA,"Mart.","Diego J.G. Morais","Mato Grosso do Sul","Alcinópolis","Parque Estadual das Nascentes do Rio Taquari, estrada de acesso a sede Cuitelo.","-53.4116667","-18.1583333",NA,"447","447","-53,4116667","-18,1583333","2018","10","23",NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-04-07 11:43:07-03","UFMS","CGMS","77783","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","D.M. Pineda; E.B. Souza, G.A. Damasceno-Junior","92","2018","08","30",NA,"Brasil",NA,NA,"Flor branca. Fruto vermelho. Habitat: Savana, Pantanal Habito: Arbusto. 1,00 - 6,00 m de altura.","CGMS1110771",NA,NA,NA,"Mart.","G.A. Damasceno-Junior","Mato Grosso do Sul","Corumbá","Estrada 262 Miranda a Corumbá, Pantanal de Miranda-MS.","-57.0483333","-19.5927777",NA,"90","90","-57,0483333","-19,5927777","2018","12","07",NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-04-07 11:43:07-03","UFMS","CGMS","58295","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","V.A. Assunção","802","2013","11","20",NA,"Brasil",NA,NA,"Fruto preto avermelhado. Habitat: Chaco florestado. Habito: Árvore. 3,5m de altura.","CGMS1088208",NA,NA,NA,"Mart.","V.A. Assunção","Mato Grosso do Sul","Porto Murtinho","Fazenda Santa Virgínia Chaco florestado.","-57.8830556","-21.9977777",NA,NA,NA,"-57,8830556","-21,9977777","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-04-07 11:43:07-03","UFMS","CGMS","21332","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","T.S. Amaral; S. Ferreira; T.E. Lima; G.A. Damasceno-Junior","2","2007","10","06",NA,"Brasil",NA,NA,"Flor amarela-claro. Habitat: Borda externa de capão. Habito: Árvore. 4,50m de altura.","CGMS1050737",NA,NA,NA,"Mart.","M.I.B. Loiola","Mato Grosso do Sul","Corumbá","Fazenda Sagrado.","-56.9641667","-19.4552778",NA,NA,NA,"-56,9641667","-19,4552778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-04-07 11:43:07-03","UFMS","CGMS","7218","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","L.R.H. Bicudo; C.J. Campos; S.B. Barbosa","264","1998","10","17",NA,"Brasil",NA,NA,"Flor com cálice cerde,Corola esbranquiçada, sem odor. Frutos verdes. Habitat: Mata de galeria. Habito: 2,50m de altura.","CGMS1016364",NA,NA,NA,"Mart.",NA,"São Paulo","São Paulo","Margem do Rio Paraná, a montante da barragem de Porto Primavera.","-52.8952777","-22.4619444",NA,NA,NA,"-52,8952777","-22,4619444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-04-07 11:43:07-03","UFMS","CGMS","75032","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","A. Pott; V.J. Pott, M. Pereira, R.A. Mauro & W. Tomas","5809","1991","02","05",NA,"Brasil",NA,NA,"Flor branco-esverdeada. Fruto não visto. CPAP - 8614. Habitat: Mata Ciliar Inundavel. Solo siltoso, superficie orgânica. Relevo plano convexo. Habito: Arbusto. Freqüente.","CGMS1107900",NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Aquidauana","Fazenda Fazendinha (Brejo), Largo da Água Branca, área do Rio Negro, Pantanal.","-56.3833333","-19.4833333",NA,"90","90","-56,3833333","-19,4833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-04-07 11:43:07-03","UFMS","CGMS","9241","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","A.C. Araújo; R.S. de Arruda",NA,"1999","11","04",NA,"Brasil",NA,NA,"Flor branca. Habitat: Borda de capão. Habito: Arbóreo.","CGMS1016359",NA,NA,NA,"Mart.","U.M. Resende","Mato Grosso do Sul","Corumbá","Pantanal de Miranda/Abobral.","-57.0241667","-19.4794445",NA,NA,NA,"-57,0241667","-19,4794445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-04-07 11:43:07-03","UFMS","CGMS","54853","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","A. Pott; V.J. Pott","14469","2007","08","12",NA,"Brasil",NA,NA,"Flor branca. Habitat: Campo úmido de vereda. Solo hidromórfico. Relevo vale. Ocasional. Habito: Arbusto. 1,50 m de altura.","CGMS1084818",NA,NA,NA,"Mart.","A. Pott","Mato Grosso do Sul","São Gabriel do Oeste","Fazenda Cachoeira, Córrego Capão Redondo, 5 km W de São Gabriel do Oeste na rodovia a Rio Negro.","-54.6169445","-19.3819445",NA,"600","600","-54,6169445","-19,3819445","2016","07","16",NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-04-07 11:43:07-03","UFMS","CGMS","19423","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","M.L. Bueno; E.O. Rocha-Júnior; A.F. Souza; F. Belan","489","2007","08","01",NA,"Brasil",NA,NA,"Preto. Habitat: Cerrado. Comum. Habito: Arbustivo.","CGMS1048734",NA,NA,NA,"Mart.","A. Pott; G.A. Damasceno-Junior","Mato Grosso do Sul","Mato Grosso do Sul","Estrada Parque.","-57.0433333","-19.4877777",NA,NA,NA,"-57,0433333","-19,4877777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-04-07 11:43:07-03","UFMS","CGMS","65163","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","T.S.G. Botelho; K.C.B.S. Santos; A.C. Rodrigues; G.A. Damasceno Junior","104","2017","10","23",NA,"Brasil",NA,NA,"Fruto imaturo verde. Habitat: Floresta estacional semidecidual. Habito: Arvoreta. 3,00 - 4,00 m de altura.","CGMS1098124",NA,NA,NA,"Mart.","Diego J.G. Morais","Mato Grosso do Sul","Costa Rica","Parque Estadual das Nascentes do Rio Taquari. Estrada de acesso a sede do Cuitelo.","-53.4219445","-18.1555556",NA,"427","427","-53,4219445","-18,1555556","2018","10","23",NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-04-07 11:43:07-03","UFMS","CGMS","18315","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","G.A. Damasceno-Junior","3327",NA,NA,NA,NA,"Brasil",NA,NA,"Fruto vermelho.","CGMS1047610",NA,NA,NA,"Mart.","M.I.B. Loiola",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-04-07 11:43:07-03","UFMS","CGMS","7161","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","A. Amaral-Júnior; J.O. Mendonça; O. Dias","158","1998","10","14",NA,"Brasil",NA,NA,"Fruto vermelhos. Habitat: Mata de banhado. Habito: Arbusto. 1,50m de altura.","CGMS1016366",NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Brasilândia","Estrada Brasilândia-Bataguassu. Córrego Boa Esperança.","-52.1011111","-21.3583333",NA,NA,NA,"-52,1011111","-21,3583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-04-07 11:43:07-03","UFMS","CGMS","58795","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","A. Pott; V.J. Pott; L.C.P. Lima","9332","2001","08","14",NA,"Brasil",NA,NA,NA,"CGMS1088711",NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Campo Grande","Anel rodoviário entre Indubrasil e trevo para Sidrolândia.","-54.7016667","-20.5355555",NA,NA,NA,"-54,7016667","-20,5355555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-04-07 11:43:07-03","UFMS","CGMS","45805","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","A.K.D. Salomão; V.J. Pott; A. Pott","10","2006","08","26",NA,"Brasil",NA,NA,NA,"CGMS1075772",NA,NA,NA,"Mart.","A. Pott","Mato Grosso do Sul","Campo Grande","Reserva da Embrapa Gado de Corte.","-54.7147222","-20.4191667",NA,NA,NA,"-54,7147222","-20,4191667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-04-07 11:43:07-03","UFMS","CGMS","59213","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","C.S. Souza; C. Aoki; J.H.F. Dargas; A.C. Araújo","208","2014","11","25",NA,"Brasil",NA,NA,"Flor inconspícua verde. Habitat: Áreas de Canjiqueiral, Paratudal e Mata Ciliar dentro do Pantanal do Miranda e Abobral. Habito: Árvore.","CGMS1089129",NA,NA,NA,"Mart.","C.S. Souza","Mato Grosso do Sul","Corumbá","Base de Estudos do Pantanal.","-57.0308334","-19.6044444",NA,"250","250","-57,0308334","-19,6044444","2016","10","22",NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-04-07 11:43:07-03","UFMS","CGMS","47025","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","T.C. Piva; A.C. Gomes; A.G.S. Arruda; D.J. Machate; F. Macedo Alves","33","2014","11","25",NA,"Brasil",NA,NA,"Flor ausente. Fruto vermelho. Ramenta. Habitat: Cerradão. Solo arenoso. Habito: Árvore.","CGMS1077001",NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Aquidauana","Cerradinho (UEMS).","-55.6588889","-20.4358333",NA,"180","180","-55,6588889","-20,4358333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-04-07 11:43:07-03","UFMS","CGMS","3325","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","U.M. Resende","179","1990","09","14",NA,"Brasil",NA,NA,"Flores brancas. Folhas tenras. Habitat: Terrestre. Solo arenoso, distante da margem do rio. Habito: Arbusto.","CGMS1016375",NA,NA,NA,"Mart.","M.I.B. Loiola","Mato Grosso do Sul","Aquidauana","Estrada da ponte de ferro.","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA
"208","2021-04-07 11:43:07-03","UFMS","CGMS","58796","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","A. Pott; V.J. Pott","14183","2006","09","08",NA,"Brasil",NA,NA,NA,"CGMS1088712",NA,NA,NA,"Mart.","A. Pott","Mato Grosso do Sul","Aquidauana","Retiro Carandá Preto, Fazenda Remanso, Parque Estadual do Rio Negro.","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,"2006",NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA
"209","2021-04-07 11:43:07-03","UFMS","CGMS","24796","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","M.L. Bueno","628","2007","12","11",NA,"Brasil",NA,NA,NA,"CGMS1054223",NA,NA,NA,"Mart.","M.L. Bueno","Mato Grosso do Sul","Campo Grande","APA do Guariroba.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,"2009","01","05","161190","auto",NA,NA,NA,NA,NA,NA
"210","2021-04-07 11:43:07-03","UFMS","CGMS","10223","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","Alunos de Biologia",NA,"1992","03","09",NA,"Brasil",NA,NA,NA,"CGMS1039390",NA,NA,NA,"Mart.","M.I.B. Loiola","Mato Grosso do Sul","Campo Grande","Câmpus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"211","2021-04-07 11:43:07-03","UFMS","CGMS","8392","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","M.R. Sigrist; H.N. Consolaro; F. Tupinambá",NA,"1999","10","04",NA,"Brasil",NA,NA,"Flor comCorola branca e pequenos cálices esverdeados. Frutos verdes em desenvolvimento. Poucos frutos carnosos. Coleta 3. Visitante Apis milifera (14:30h) Habitat: Solo seco. Cerrado. Habito: Subarbusto. 2,00m de altura.","CGMS1016361",NA,NA,NA,"Mart.","M.I.B. Loiola","Mato Grosso do Sul","Campo Grande","Câmpus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"212","2021-04-07 11:43:07-03","UFMS","CGMS","8387","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","M.R. Sigrist; H.N. Consolaro; F. Tupinambá",NA,"1999","10",NA,NA,"Brasil",NA,NA,"Flor branca. Poucas flores. Muitos frutos. Muitas abelhas presentes.","CGMS1016362",NA,NA,NA,"Mart.","M.I.B. Loiola","Mato Grosso do Sul","Campo Grande","Campus UFMS. Área 1 quadros.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"213","2021-04-07 11:43:07-03","UFMS","CGMS","23344","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","E.P. Seleme; A.B. Martins","17","2006","11","12",NA,"Brasil",NA,NA,"Fruto vermelho e verde. Folhas repicadas, ramentas. Habitat: Cerrado. Cerradão. Habito: Arbóreo. 3,00m de altura.","CGMS1052751",NA,NA,NA,"Mart.","E.P. Seleme","Mato Grosso do Sul","Campo Grande","Fazenda Betânia.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,"2007","10","19","161190","auto",NA,NA,NA,NA,NA,NA
"214","2021-04-07 11:43:07-03","UFMS","CGMS","57202","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","C. Aoki","110","2003","03","07",NA,"Brasil",NA,NA,"Fruto maduro vermelho. Fruto é uma drupa. Habitat: Terrestre. Cerrado. Habito: Árvore. 4 m de altura.","CGMS1087122",NA,NA,NA,"Mart.","V.J. Pott","Mato Grosso do Sul","Campo Grande","Remanescente de cerrado próximo ao laboratório de Química (UFMS).","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"215","2021-04-07 11:43:07-03","UFMS","CGMS","57201","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","C. Aoki","72","2002","10","06",NA,"Brasil",NA,NA,"Fruto é uma drupa. Habitat: Terrestre. Habito: Árvore. 4 m de altura.","CGMS1087121",NA,NA,NA,"Mart.","V.J. Pott","Mato Grosso do Sul","Campo Grande","Remanescente de cerrado próximo ao laboratório de Química (UFMS).","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"216","2021-04-07 11:43:07-03","UFMS","CGMS","970","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","M.B. Baldini","3","1985","09","03",NA,"Brasil",NA,NA,"Flor branco-amarela. Habitat: Terrestre úmido. Habito: Subarbusto.","CGMS1016376",NA,NA,NA,"Mart.","M.I.B. Loiola","Mato Grosso do Sul","Campo Grande","Reserva Biológica da UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"217","2021-04-07 11:43:07-03","UFMS","CGMS","11900","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","R.S. de Arruda","142","1999",NA,NA,NA,"Brasil",NA,NA,NA,"CGMS1041248",NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"218","2021-04-07 11:43:07-03","UFMS","CGMS","55550","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","G.A. Damasceno-Junior; W.F. Melo","324","1992","05","08",NA,"Brasil",NA,NA,NA,"CGMS1085516",NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Corumbá","Base de Pesquisa da UFMS - Passo do Lontra.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"219","2021-04-07 11:43:07-03","UFMS","CGMS","55220","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","G.A. Damasceno-Junior; W.F. Melo","346","1992","11","21",NA,"Brasil",NA,NA,NA,"CGMS1084974",NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Corumbá","Base de Pesquisa da UFMS - Passo do Lontra.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"220","2021-04-07 11:43:07-03","UFMS","CGMS","10345","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","R.S. de Arruda","757","1996","10","12",NA,"Brasil",NA,NA,"Flor alva. Habitat: Solo arenoso/argiloso. Habito: Arbusto.","CGMS1039633",NA,NA,NA,"Mart.","U.M. Resende","Mato Grosso do Sul","Corumbá","Capão 26.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"221","2021-04-07 11:43:07-03","UFMS","CGMS","10357","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","R.S. de Arruda","58","1999","11","06",NA,"Brasil",NA,NA,"Flor alva. Habitat: Solo arenoso. Habito: Arvoreta.","CGMS1039645",NA,NA,NA,"Mart.","M.I.B. Loiola","Mato Grosso do Sul","Corumbá","Capão 29.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"222","2021-04-07 11:43:07-03","UFMS","CGMS","10369","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","R.S. de Arruda","892","1999","11","06",NA,"Brasil",NA,NA,"Frequente em orla de rios vazantes e borda de capões. Habitat: Solo arenoso. Habito: Arbusto.","CGMS1039657",NA,NA,NA,"Mart.","U.M. Resende","Mato Grosso do Sul","Corumbá","Capão 30.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"223","2021-04-07 11:43:07-03","UFMS","CGMS","11039","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","R.S. de Arruda","32","1999","12","06",NA,"Brasil",NA,NA,NA,"CGMS1040350",NA,NA,NA,"Mart.","U.M. Resende","Mato Grosso do Sul","Corumbá","Capão 33. Fazenda Xaraés. 21K 0497436 UTM 7846006.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"224","2021-04-07 11:43:07-03","UFMS","CGMS","12915","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","R.S. de Arruda","46","1999",NA,NA,NA,"Brasil",NA,NA,"Fruto carnoso.","CGMS1042319",NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Corumbá","Capão 50.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"225","2021-04-07 11:43:07-03","UFMS","CGMS","3993","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","U.M. Resende","566","1991","10","29",NA,"Brasil",NA,NA,"Flor branca. Planta comum nas matas e cordilheiras próximo ao rio. Trronco liso escuro. Habitat: Solo fértil, margem da vazantre do rio Miranda. Habito: Arbóreo. 8,00-10,00m de altura.","CGMS1016373",NA,NA,NA,"Mart.","M.I.B. Loiola","Mato Grosso do Sul","Corumbá","Cordilheira camping próximo à Base de pesquisas. Vazante do rio miranda.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"226","2021-04-07 11:43:07-03","UFMS","CGMS","5450","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","anguifugum","Erythroxylum anguifugum","U.M. Resende","579","1991","11","06",NA,"Brasil",NA,NA,"Flor branca. Fruto muito apreciado por pássaros. Habitat: Solo areno-argiloso. Planta comum nas matas ciliares e cordilheiras do Pantanal de Miranda. Habito: Arbóreo. 6,00-8,00m de altura.","CGMS1016372",NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Corumbá","Cordilheira próxima ao camping da B.P.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
