"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"201","2019-11-25 12:11:32-03","UFSM","SMDB","5355","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Ritter, M R",NA,NA,NA,"Ritter, M R","714",NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Água Boa","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB005355",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"202","2019-11-25 12:11:32-03","UFSM","SMDB","2150","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Figueira, M","2014","06","03","Ralf.","s.n.","1981","11","05","Brasil","Rio Grande do Sul","Santa Maria","Bairro camobi - Campus da UFSM","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB002150",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"203","2019-11-25 12:11:32-03","UFSM","SMDB","1478","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Figueira, M","2014","06","03","Beltrão, R","s.n.","1949","07","17","Brasil","Rio Grande do Sul","Santa Maria","Estrada de Caturrita","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB001478",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"204","2020-07-30 15:33:32-03","UFSM","SMDB","15225","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Wolf, S; Wolf, K; Portalet, A",NA,NA,NA,"Wolf, K; Portalet, A; Wolf, S","25","2012","07","14","Brasil","Rio Grande do Sul","Santa Maria","Três Barras","-53.683333","-29.566667","-53.683333","-29.566667",NA,NA,"Encontrada com flores. Possui espinhos axilares . Trabalho de Conclusão de Curso de Engenharia Florestal/UFSM de Sabrina Marques Wolf. Orientador:Prof. Luciano Denardi","SMDB015225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-07-30 15:33:32-03","UFSM","SMDB","15226","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Wolf, S; Wolf, K; Portalet, A",NA,NA,NA,"Wolf, K; Portalet, A; Wolf, S","26","2012","07","14","Brasil","Rio Grande do Sul","Santa Maria","Três Barras","-53.683333","-29.566667","-53.683333","-29.566667",NA,NA,"Coletada com flores e possui espinhos axilares. Trabalho de Conclusão de Curso de Engenharia Florestal/UFSM de Sabrina Marques Wolf. Orientador: Lucinao Denardi","SMDB015226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-09-15 11:53:14-03","UFSM","SMDB","15970","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Schaefer, J","2015",NA,NA,"Schaefer, J","362","2015","02","18","Brasil","Rio Grande do Sul","Passa Sete","Pitingal","-52.9613990783691","-29.4533004760742",NA,NA,NA,NA,NA,"SMDB015970",NA,NA,NA,NA,NA,"21578","auto",NA,NA,NA,NA,NA
"207","2020-11-20 18:12:47-03","UFSM","SMDB","15764","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Schaefer, J",NA,NA,NA,"Schaefer, J","362","2015","02","18","Brasil","Rio Grande do Sul","Passa Sete","Pitingal","-52.9613990783691","-29.4533004760742",NA,NA,NA,NA,NA,"SMDB015764",NA,NA,NA,NA,NA,"21578","auto",NA,NA,NA,NA,NA
"208","2020-08-10 11:15:22-03","UFSM","SMDB","15970","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Schaefer, J",NA,NA,NA,"Schaefer, J","362","2015","02","18","Brasil","Rio Grande do Sul","Passa Sete","Pitingal","-52.9613990783691","-29.4533004760742",NA,NA,NA,NA,NA,"SMDB015970",NA,NA,NA,NA,NA,"21578","auto",NA,NA,NA,NA,NA
"209","2019-11-25 12:11:32-03","UFSM","SMDB","5979","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Alvarez, A.F.; Bortoluzzi, R.L.C.","1995","11",NA,"Bortoluzzi, R.L.C.","0s.n.0","1995","04","18","Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB005979",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"210","2019-11-25 12:11:32-03","UFSM","SMDB","3035","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Figueira, M","2014","06","03","Canto-Dorow, T,S","s.n.","1989","07","16","Brasil","Rio Grande do Sul","Santa Maria","Boca do Monte","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB003035",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"211","2020-06-16 17:15:20-03","UFSM","SMDB","11173","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Budke, JC; Athayde, EA; Giehl, ELH","2001","04","24","Budke, JC; Giehl, ELH; Athayde, EA","292","2001","04","24","Brasil","Rio Grande do Sul","Santa Maria","Vila Maringá, área nova da UFSM. Margem do Arroio","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Terrestre, arbóreo, aprox. 10 m, flores se abrindo e botões florais, limbo com ápice pontiagudo espinescente, altitude de aprox. 100 m , solo sedimentar. Nome popular: Açucará. Florística e Fitossociologia em trecho de Mata Ciliar em Santa Maria, R","SMDB011173",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"212","2020-06-16 17:15:20-03","UFSM","SMDB","11171","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Budke, JC; Athayde, EA; Giehl, ELH","2003",NA,NA,"Budke, JC; Giehl, ELH; Athayde, EA","295","2001",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Vila Maringá, área nova da UFSM. Margem do Arroio","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Terrestre; flores abertas; aprox. 4,5 m; arbóreo; flores amarelas, com forte cheiro de néctar. Altitude aprox. 100m; solo sedimentar-arenoso. Florística e Fitossociologia em trecho de Mata Ciliar em Santa Maria, RS. Orientadores Záchia, R.A. & Eisi","SMDB011171",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"213","2020-06-16 17:15:20-03","UFSM","SMDB","11182","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Budke, JC; Athayde, EA; Giehl, ELH","2003",NA,NA,"Budke, JC; Giehl, ELH; Athayde, EA","291","2001",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Vila Maringá, área nova da UFSM. Margem do Arroio","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Terrestre, altura de aprox. 12m, arbóreo, flor aberta; altitude: aprox.100m; solo sedimentar.Florística e Fitossociologia em trecho de Mata Ciliar em Santa Maria, RS. Orientadores Záchia, R.A. & Eisinger, S.M.","SMDB011182",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"214","2020-06-16 17:15:20-03","UFSM","SMDB","11174","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Budke, JC; Athayde, EA; Giehl, ELH","2003",NA,NA,"Budke, JC; Giehl, ELH; Athayde, EA","293","2001",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Vila Maringá, área nova da UFSM. Margem do Arroio","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Terrestre, árvore, flores se abrindo, folhas com ápice do limbo espinescente, altitude de aprox. 100 m, solo sedimentar-arenoso. Florística e Fitossociologia em trecho de Mata Ciliar em Santa Maria, RS. Orientadores Záchia, R.A. & Eisinger, S.M.","SMDB011174",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"215","2020-06-16 17:15:20-03","UFSM","SMDB","11170","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Budke, JC; Athayde, EA; Giehl, ELH","2003",NA,NA,"Budke, JC; Giehl, ELH; Athayde, EA","296","2001",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Vila Maringá, área nova da UFSM. Margem do Arroio","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Terrestre, arbóreo, + ou - 4,5m, flores abertas ao máximo, altitude + ou - 100m, solo arenoso-sedimentar, região que sofre alagamento. Florística e Fitossociologia em trecho de Mata Ciliar em Santa Maria, RS. Orientadores Záchia, R.A. & Eisinger,","SMDB011170",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"216","2020-06-16 17:15:20-03","UFSM","SMDB","11172","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Budke, JC; Athayde, EA; Giehl, ELH","2001","04","24","Budke, JC; Giehl, ELH; Athayde, EA","297","2001","08","07","Brasil","Rio Grande do Sul","Santa Maria","Vila Maringá, área nova da UFSM. Margem do Arroio","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Terrestre; 4,5 m; arbóreo; flores abertas; flores amarelas, com forte cheiro de néctar, altitude de aprox. 100m; solo sedimentar-arenoso. Nome popular: Açucará. Florística e Fitossociologia em trecho de Mata Ciliar em Santa Maria, RS. Orientadores","SMDB011172",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"217","2020-06-16 17:15:20-03","UFSM","SMDB","11175","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabr.","Budke, JC; Athayde, EA; Giehl, ELH","2003","04","24","Budke, JC; Giehl, ELH; Athayde, EA","294","2001","08","07","Brasil","Rio Grande do Sul","Santa Maria","Vila Maringá, área nova da UFSM. Margem do Arroio","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Terrestre; flores abertas; altura de 4,5m; arbóreo; flores amarelas, com forte cheiro de néctar , altitude de aprox. 100m; solo sedimentar-arenoso, nome popular: açucará. Florística e Fitossociologia em trecho de Mata Ciliar em Santa Maria, RS. Ori","SMDB011175",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"218","2020-12-21 16:15:43-03","MBM","MBM","43897","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Cabrera, A.L.",NA,NA,NA,"Hatschbach, G.","4397","1958","02","15","Brazil","Paraná","Palmas","General Carneiro","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,"MBM043897","MBM043897",NA,NA,"Southern America",NA,"46666","auto",NA,NA,NA,NA,NA
"219","2020-12-21 16:15:43-03","MBM","MBM","187386","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,"Dombrowski, L.T.","13803","1979","06",NA,"Brazil","Paraná","Quatro Barras","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM187386",NA,NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA
"220","2020-12-21 16:15:43-03","MBM","MBM","119972","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Klein, R.M.",NA,NA,NA,"Pastore, U.","7A","1980","10","15","Brazil","Rio Grande do Sul","Farroupilha","Nova Milano","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,NA,"MBM119972","MBM119972",NA,NA,"Southern America",NA,"19545","auto",NA,NA,NA,NA,NA
"221","2020-12-21 16:15:43-03","MBM","MBM","3708","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Cabrera, A.L.",NA,NA,NA,"Hatschbach, G.; Haas, H.; Haas, H.","16221","1967","03","30","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM003708","MBM003708",NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA
"222","2020-12-21 16:15:43-03","MBM","MBM","43898","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Cabrera, A.L.",NA,NA,NA,"Hatschbach, G.","5407","1959","01","14","Brazil","Paraná","Rio Negro","Piên","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,NA,"MBM043898","MBM043898",NA,NA,"Southern America",NA,"31514","auto",NA,NA,NA,NA,NA
"223","2020-12-21 16:15:43-03","MBM","MBM","114253","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Robinson, H.",NA,NA,NA,"Rossato, M.; et al.; et al.","2460","1987","02","21","Brazil","Rio Grande do Sul","São Francisco de Paula","Carapina","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"MBM114253","MBM114253",NA,NA,"Southern America",NA,"76715","auto",NA,NA,NA,NA,NA
"224","2020-12-21 16:15:43-03","MBM","MBM","2775","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Cabrera, A.L.",NA,NA,NA,"Reitz, R.","6684",NA,NA,NA,"Brazil","Santa Catarina","Urubici","Vacas Gordas","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,"MBM002775","MBM002775",NA,NA,"Southern America",NA,"30102","auto",NA,NA,NA,NA,NA
"225","2020-12-21 16:15:43-03","MBM","MBM","423840","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Oliveira, A.A. de","2015","01","12","Oliveira, A.A. de","934","2015","01","12","Brazil","Santa Catarina","Jacinto Machado","Cará","-49.859167","-28.979444","-49.859167","-28.979444","311","311","FOD, estágio avançado.","MBM423840",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-12-21 16:15:43-03","MBM","MBM","425334","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Moura, R.","2016","11","04","Scarponi, T.M.; Nascimento, L.S.; Ammon, R.A.; Hottz, D.; Nascimento, L.S.; Ammon, R.A.; Hottz, D.","s.n.","2014","05","15","Brazil","Rio de Janeiro","São Jose de Ubá","Conglomerado 272-4-2-2-R, Conglomerado situado em vertente do relevo, com pastagem e árvore isoladas. Próximo à pedra Redonda","-41.94","-21.42","-41.94","-21.42","501","501","Arbusto, com 3,5 m de altura. Base reta. Botões, com formato oval, amarelados.","MBM425334",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-12-21 16:15:43-03","MBM","MBM","1303","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13853",NA,NA,NA,"Brazil","Paraná","Bituruna","Faxinal","-51.5525016784668","-26.1613998413086",NA,NA,NA,NA,NA,"MBM001303","MBM001303",NA,NA,"Southern America",NA,"30743","auto",NA,NA,NA,NA,NA
"228","2020-12-21 16:15:43-03","MBM","MBM","92140","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Robinson, H.",NA,NA,NA,"Kummrow, R.","2486","1984","08","02","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM092140","MBM092140",NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA
"229","2020-12-21 16:15:43-03","MBM","MBM","109224","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; et al.; et al.","121","1986","07","14","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM109224","MBM109224",NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA
"230","2020-12-21 16:15:43-03","MBM","MBM","245267","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Cordeiro, J.; Ribas, O.S.",NA,NA,NA,"Carneiro, J.","733","1999","08","09","Brazil","Paraná","Jundiaí do Sul","Fazenda Monte Verde","-50.247501373291","-23.4367008209229",NA,NA,NA,NA,NA,"MBM245267","MBM245267",NA,NA,"Southern America",NA,"17300","auto",NA,NA,NA,NA,NA
"231","2020-12-21 16:15:43-03","MBM","MBM","61548","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Nakajima, J.","2009","09",NA,"Landrum, L.R.","2307","1977","11","01","Brazil","Paraná","São José dos Pinhais","road to Guaricana, low area where the eletricity wires come near road","-49.2064018249512","-25.5347003936768",NA,NA,"900","1000","Evergreen forest, often misty or rainy, Araucaria uncommmon","MBM061548","MBM061548",NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA
"232","2020-12-21 16:15:43-03","MBM","MBM","266718","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,"Sobral, M.; et al.; et al.","9483","2002","01",NA,"Brazil","Rio Grande do Sul","São José dos Ausentes","Serra da Rocinha","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,NA,"MBM266718","MBM266718",NA,NA,"Southern America",NA,"42598","auto",NA,NA,NA,NA,NA
"233","2020-12-21 16:15:43-03","MBM","MBM","43899","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Cabrera, A.L.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","4110","1959","02","21","Brazil","Santa Catarina","Lauro Müller","Pinhal da Companhia, Lauro Muller - Urussanga","-49.3967018127441","-28.3927993774414",NA,NA,NA,NA,NA,"MBM043899","MBM043899",NA,NA,"Southern America",NA,"15992","auto",NA,NA,NA,NA,NA
"234","2020-12-21 16:15:43-03","MBM","MBM","51442","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Cabrera, A.L.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","12311","1962","02","22","Brazil","Santa Catarina","Lebon Régis","Lebon Régis","-50.6953010559082","-26.9288997650146",NA,NA,NA,NA,NA,"MBM051442","MBM051442",NA,NA,"Southern America",NA,"33793","auto",NA,NA,NA,NA,NA
"235","2020-12-21 16:15:43-03","MBM","MBM","262560","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Rodrigues, T.S.",NA,NA,NA,"Robim, M.J.; et al.; et al.","550","1988","03","01","Brazil","São Paulo","Campos do Jordão","Parque Estadual","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"MBM262560","MBM262560",NA,NA,"Southern America",NA,"21048","auto",NA,NA,NA,NA,NA
"236","2018-10-22 09:47:33-03","MNHN","RECOLNAT_MNHN_P","P00703455","PreservedSpecimen",NA,"Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Saavedra",NA,NA,NA,"Sellow, F.",NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saavedra scripsit It is not a type of Flotonia lanceolata but probably type of F. spinescens 31-3-2010 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703455' target='other'> <mi>dwc_moreinfo</mi></a>","P00703455","P00703455_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"type"
"237","2015-09-28 18:57:30-03","MNHN","RECOLNAT_MNHN_P","P00703456","PreservedSpecimen",NA,"Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Saavedra",NA,NA,NA,"Sellow, F.",NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703456' target='other'> <mi>dwc_moreinfo</mi></a>","P00703456","P00703456_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"isotype"
"238","2015-09-04 06:03:13-03","MNHN","RECOLNAT_MNHN_P","P02481264","PreservedSpecimen",NA,"Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil","São Paulo",NA,"Province. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821. No.1473 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02481264' target='other'> <mi>dwc_moreinfo</mi></a>","P02481264","P02481264_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"239","2015-09-04 06:03:13-03","MNHN","RECOLNAT_MNHN_P","P02481265","PreservedSpecimen",NA,"Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil","São Paulo",NA,"Province. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02481265' target='other'> <mi>dwc_moreinfo</mi></a>","P02481265","P02481265_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"240","2020-10-01 14:15:24-03","JBB","HEPH","34457","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,"Torres, RB; et al.","1278","2000","07","04","Brasil","Minas Gerais","Camanducaia","Floresta ciliar do Canela","-45.958889","-22.726111","-45.958889","-22.726111","623","623",NA,NA,NA,"Dicotyledon","Asterales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-10-01 14:15:24-03","JBB","HEPH","5738","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Hatschbach, G",NA,NA,NA,"Silva, JM da","121","1986","07","14","Brasil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon","Asterales","Southern America",NA,"55154","auto",NA,NA,NA,NA,NA
"242","2020-12-11 11:32:46-03","UFMG","BHCB","182331","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","Cabrera",NA,"2011","02","17","Guedes, R","2533","1995","03","27","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Três Picos, área perturbada.","-44.566667","-22.25","-44.566667","-22.25","1200","1200","Árvore cerca de 15m; ramos pardos, lenticelas alvas; inflorescência com invólucro castanho e papus sedosos paleos.","BHCB020115",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-12-11 11:32:46-03","UFMG","BHCB","116945","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","Cabrera",NA,NA,NA,NA,"Sanches, JH; Onofre, FF; Dechoum, MS; Rodrigues, LRNJr; Zaneti, BB; Souza, VC de; Tamashiro","88","2007","04","06","Brasil","Santa Catarina","Bocaina do Sul","Fazenda Farofa., Do outro lado do morro do campo drenado.","-49.861389","-27.891944","-49.861389","-27.891944","1334","1334","Vegetação secundária de Floresta Ombrófila Mista. Arbusto decumbente, 3-5m. Flores do disco creme. Frutos imaturos castanhos.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-12-11 11:32:46-03","UFMG","BHCB","150214","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","Cabrera",NA,"2013","08","08","Fontana, AP; Kollmann, L; Amorim, EG","5388","2008","07","16","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Mata próximo ao Mirante.","-41.083611","-20.516111","-41.083611","-20.516111","1100","1400","Árvore 7m, flores amarelas; Floresta Ombrófila Densa Altomontana com inselbergues","BHCB003362",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-12-11 11:32:46-03","UFMG","BHCB","199519","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","Cabrera",NA,"2008",NA,NA,"Verdi, M; Dreveck, S; Carneiro, FE","510","2008","03","27","Brasil","Santa Catarina","São José do Cerrito","Ponte Canoas.","-50.849167","-27.539167","-50.849167","-27.539167","850","850","Flor branca; Floresta em estágio médio de regeneração","BHCB199519",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-12-11 11:32:46-03","UFMG","BHCB","47833","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","Cabrera",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio.","-44.603099822998","-21.9755992889404",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"27460","auto",NA,NA,NA,NA,NA
"247","2020-12-11 11:32:46-03","UFMG","BHCB","76860","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","Cabrera",NA,NA,NA,NA,"Torres, RB","1278","2000","07","04","Brasil","Minas Gerais","Camanducaia","Rio Canela","-46.1446990966797","-22.7553005218506",NA,NA,"1623","1623","Árvore, ca 17 metros, inflorescências amareladas e perfumadas.; Mata ciliar",NA,NA,"Dicotyledon",NA,"Southern America",NA,"22140","auto",NA,NA,NA,NA,NA
"248","2021-02-11 17:18:03-03","UFPR","UPCB","68899","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Meyer, F.S.","2010","07",NA,"Matos, F.B.","1520","2008","03","11","Brasil","Paraná","Campina Grande do Sul","Morro Capivari.","-48.8225","-25.123333","-48.8225","-25.123333","1300","1300","Arbusto espinhoso de aproximadamente 1 m de altura, crescendo em local exposto. Campo de altitude..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
