"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","class","individualCount","fieldNumber","relatedCatalogItem","previousCatalogNumber","infraspecificEpithet","sex"
"187","2020-12-21 16:38:21-03","MBM","MBM","70817","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Imaguire, N.","2083","1968","06","05","Southern America","Brazil","Paraná","Canguiri",NA,"Terrícola, flor alva, capão. Unicata","MBM070817","MBM070817","Menini Neto, L.","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"2008","01","15",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-12-21 16:38:21-03","MBM","MBM","390772","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Ariati, V.; Czelusnik, B.H.; Czelusnik, B.H.","961","2014","04","10","Southern America","Brazil","Santa Catarina",NA,NA,"Herbácea em sub-bosque, flor branca.; Floresta Ombrófila Mista.","MBM390772","MBM390772","Barboza, E.","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"2014","08","07",NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-12-21 16:38:21-03","MBM","MBM","49127","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Hatschbach, G.","969","1948","04","01","Southern America","Brazil","Paraná","São Luís do Purunã",NA,NA,"MBM049127","MBM049127","Hoehne, F.C.","Campo Largo","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-12-21 16:38:21-03","MBM","MBM","395268","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2413","2014","04","29","Southern America","Brazil","Paraná","Refúgio de Vida Silvestre de Campos de Palmas",NA,"Humícola. Folhas verdes claras, membranáceas. Flores com pétalas e sépalas alvas. Labelo alvo com pintas verdes claras na face adaxial (interna). Pouco frequente. Cultivada até florir.; Floresta Ombrófila Mista, capão com araucária e","MBM395268","MBM395268","Engels, M.E.","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"2014","04","29",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-21 16:38:21-03","MBM","MBM","267463","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Varotti, R.J.H.","13","2001","04","11","Southern America","Brazil","Paraná","Chácara Estrala",NA,"Terrícola, flor creme","MBM267463","MBM267463","Menini Neto, L.","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"2008","01","16",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-12-21 16:38:21-03","MBM","MBM","49129","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Hatschbach, G.","11168","1964","04","14","Southern America","Brazil","Paraná","Relógio",NA,NA,"MBM049129","MBM049129","Pabst, G.","Prudentópolis","-50.9777984619141","-25.2131004333496",NA,NA,NA,NA,NA,NA,NA,"61049","auto",NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-12-21 16:38:21-03","MBM","MBM","396248","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Engels, M.E.","2511","2014","06","15","Southern America","Brazil","Paraná","Morro Mãe Catira",NA,"Humícola. Folhas verdes membránaceas. Flores alvas. Labelo com pintas verdes claras. Cultivada até florir. UNICATA.; Floresta Ombrófila Densa, de sub-bosque.","MBM396248","MBM396248","Engels, M.E.","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"2019","04","11",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-12-21 16:38:21-03","MBM","MBM","113248","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Hagelund, K.","13375","1980","05","25","Southern America","Brazil","Rio Grande do Sul","Fazenda Faxinal",NA,NA,"MBM113248","MBM113248","Waechter, J.H.","Arroio dos Ratos","-51.7291984558105","-30.0771999359131",NA,NA,NA,NA,NA,NA,NA,"29956","auto",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-12-21 16:38:21-03","MBM","MBM","402140","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Silva, J.M.","8866","2015","04","28","Southern America","Brazil","Santa Catarina","Rio Paciência",NA,"Terrícola. Flor alvacenta.; Mata de Galeria.","MBM402140","MBM402140","Barboza, E.","Canoinhas","-50.499444","-26.245556","765","765","2016","01",NA,"-50.499444","-26.245556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-12-21 16:38:21-03","MBM","MBM","406168","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Ferreira, P.C.; Ariati, V.; Marinero, F.; Ariati, V.; Marinero, F.","41","2015","07","16","Southern America","Brazil","São Paulo","RDS Lavras",NA,"Terrícola.; Floresta Ombrófila Densa Submontana.","MBM406168","MBM406168","Engels, M.E.","Cajati","-48.243889","-24.846944","337","337","2019","04","12","-48.243889","-24.846944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-12-21 16:38:21-03","MBM","MBM","414457","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Silva, J.M.","10214","2018","06","23","Southern America","Brazil","Paraná","Geada, Escarpa Devoniana",NA,"Erva terrícola.; Floresta Ombrófila Mista.","MBM414457","MBM414457","Silva, J.M.","Campo Largo","-49.762222","-25.294722","1100","1100","2018","08","28","-49.762222","-25.294722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-12-21 16:38:21-03","MBM","MBM","425916","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Völtz, R.R.; França, A.R.; França, A.R.","2097","2019","05","08","Southern America","Brazil","Paraná","Monumento Natural Salto São João",NA,"Erva terrestre no interior de Floresta Ombrófila Mista; flores alvas.; Floresta Ombrófila Mista.","MBM425916",NA,"Völtz, R.R.","Prudentópolis","-50.998611","-25.076944","755","755","2019","05","08","-50.998611","-25.076944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-12-21 16:38:21-03","MBM","MBM","428229","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Lozano, E.D.; Jurhosa, O.A.; Jurhosa, O.A.","3690","2017","05","17","Southern America","Brazil","Paraná","Bateias, LT 500kV Itatiba - Bateias",NA,"Terrícola, 30 cm, flores alvas, borda da mata.; Floresta Ombrófila Mista Montana.","MBM428229",NA,"Lozano, E.D.","Campo Largo","-49.509278","-25.378444",NA,NA,"2017",NA,NA,"-49.509278","-25.378444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-21 16:38:21-03","MBM","MBM","428978","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Lozano, E.D.; Nicolau, N.G.; Nicolau, N.G.","4122","2018","05","06","Southern America","Brazil","São Paulo","Próximo a LT-500KV Itatiba-Bateias",NA,"Herbácea, 30 cm, flores alvas, interios de mata alterada.; Floresta Ombrófila Mista Montana.","MBM428978",NA,"Lozano, E.D.","Ribeirão Branco","-48.750694","-24.352306",NA,NA,"2018",NA,NA,"-48.750694","-24.352306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-21 16:38:21-03","MBM","MBM","773","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Hatschbach, G.","14214","1966","04","14","Southern America","Brazil","Paraná","Rio Pitangui",NA,NA,"MBM000773","MBM000773","Hatschbach, G.","Castro","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-12-21 16:38:21-03","MBM","MBM","312445","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Pott, A.; et al.; et al.","5968","1991","05","20","Southern America","Brazil","Paraná","Centro Nacional de Pesquisa de Florestas/Embrapa. Estrada da Ribeira km 111",NA,"Sob podocarpus cultivado. Solo argiloso. Relevo ondulado. Manchas ocasionais.. Erva terrestre. Flor branca.","MBM312445","MBM312445","Menini Neto, L.","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,"2008","01","15",NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-12-21 16:38:21-03","MBM","MBM","387305","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Michelon, C.; Canestraro, B.K.; Lozzano, E.D.; Canestraro, B.K.; Lozzano, E.D.","1877","2013","04","21","Southern America","Brazil","Paraná","Pico do Marumbi, Morro do Canal",NA,"Flores alvas, labelo com máculas verdes.; Terrícola em beira de trilha.","MBM387305","MBM387305","Engels, M.E.","Morretes","-48.834400177002","-25.476900100708",NA,NA,"2013","04","22",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-12-21 16:38:21-03","MBM","MBM","49128","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Hatschbach, G.","3925","1957","03","30","Southern America","Brazil","Paraná","Serra das Furnas",NA,NA,"MBM049128","MBM049128","Pabst, G.","Piraí do Sul","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-12-21 16:38:21-03","MBM","MBM","161914","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Imaguire, N.","2308","1970","03","24","Southern America","Brazil","Paraná","Fazenda Experimental de Agronomia",NA,NA,"MBM161914","MBM161914","Pabst, G.","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-12-21 16:38:21-03","MBM","MBM","427883","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","3650","2017","04","23","Southern America","Brazil","Paraná","Morro Torre Amarela, trilha para o morro",NA,"Terrícola, 30 cm, flores alvas, interior da mata.; Floresta Ombrófila Densa Montana.","MBM427883",NA,"Lozano, E.D.","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"2017",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-12-21 16:38:21-03","MBM","MBM","395278","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Engels, M.E.; Ferneda Rocha, L.C.; Michelon, C.; Ferneda Rocha, L.C.; Michelon, C.","1100","2013","06","28","Southern America","Brazil","Paraná","Parque Estadual Pico do Marumbi, Morro do Canal",NA,"Humícola. Pecíolo alvo, limbo verde. Inflorescência verde clara. Frutos verde acastanhados.","MBM395278","MBM395278","Engels, M.E.","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"2013","06","28",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-12-21 16:38:21-03","MBM","MBM","17759","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Hatschbach, G.","26612","1971","04","07","Southern America","Brazil","Paraná","Saltinho",NA,NA,"MBM017759","MBM017759","Hatschbach, G.","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-12-21 16:38:21-03","MBM","MBM","136734","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Lindeman, J.C.; Haas, H.; Haas, H.","5134","1967","04","16","Southern America","Brazil","Rio de Janeiro","Parque Nacional do Itatiaia, entre a sede e o planalto",NA,NA,"MBM136734","MBM136734",NA,"Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-12-21 16:38:21-03","MBM","MBM","41338","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cranichis","candida","Cranichis candida","(Barb. Rodr.) Cogn.","Oswaldo Handro","2276","1975","06","04","Southern America","Brazil","São Paulo","Água Funda",NA,NA,"MBM041338","MBM041338","Oswaldo Handro","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-12-21 16:38:46-03","MBM","MBM","324707","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","micrantha","Prescottia micrantha","Lindl.","Borgo, M.","2649","2003","11","16","Southern America","Brazil","Paraná","Reserva Natural Morro da Mina, Rio Xaxim",NA,"Terrícola, flor alvacenta. Em caminho no interior da vegetação alterada","MBM324707","MBM324707","Menini Neto, L.","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"2008","01","15",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-12-21 16:38:46-03","MBM","MBM","22863","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","micrantha","Prescottia micrantha","Lindl.","Hatschbach, G.","29935","1972","08","05","Southern America","Brazil","Minas Gerais","Serra do Cipó",NA,NA,"MBM022863","MBM022863","Pabst, G.","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-12-21 16:38:46-03","MBM","MBM","214957","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Tessmann, G.","2515","1947","10","16","Southern America","Brazil","Paraná","Fazenda Padre Ignácio. Estrada Curitiba-Palmeira, 10 km antes de Palmeira",NA,"Campo limpo. Sobformação campo.","MBM214957","MBM214957","Azevedo, C.",NA,NA,NA,NA,NA,"2009","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-12-21 16:38:48-03","MBM","MBM","411207","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Santos, T.F.","63","2014","08","19","Southern America","Brazil","Paraná","São Luiz do Purunã",NA,"Terrícola.; Em banhado.","MBM411207","MBM411207","Santos, T.F.","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"2015","04","06",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-12-21 16:38:46-03","MBM","MBM","214953","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Dombrowski, L.T.; et al.; et al.","7583","1977","10","11","Southern America","Brazil","Paraná","Mandassaia",NA,"Em campo, não frequente","MBM214953","MBM214953","Azevedo, C.","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"2009","01",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-12-21 16:38:46-03","MBM","MBM","10179","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Hatschbach, G.","19869","1968","09","26","Southern America","Brazil","Paraná","Cantagalo",NA,"Flor alva, de campo pedregoso. Unicata","MBM010179","MBM010179","Azevedo, C.","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"2009","02",NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-12-21 16:38:48-03","MBM","MBM","50037","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Hatschbach, G.","2118","1950","08","13","Southern America","Brazil","Paraná","Brejatuba",NA,"Rupícola de flor alvecente","MBM050037","MBM050037","Azevedo, C.","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"2009","01",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-12-21 16:38:46-03","MBM","MBM","214951","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Kuniyoshi, Y.S.","4022","1976","10","13","Southern America","Brazil","Paraná",NA,NA,"Não frequente, local arenoso beira de estrada","MBM214951","MBM214951","Azevedo, C.","Morretes","-48.834400177002","-25.476900100708",NA,NA,"2009","01",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-12-21 16:38:46-03","MBM","MBM","10180","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Hatschbach, G.","19943","1968","10","08","Southern America","Brazil","Paraná","Rio Taquari",NA,"Da encosta de morro. Flor alva. Unicata","MBM010180","MBM010180","Azevedo, C.","Quatro Barras","-49.0769004821777","-25.3656005859375","1100","1200","2009","12",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-12-21 16:38:48-03","MBM","MBM","49285","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Gibbs, P.E.; et al.; et al.","3261","1976","10","26","Southern America","Brazil","São Paulo","ca. 50 km S de Itapetininga, estrada a Registro. Reserva Florestal de Carlos Botelho",NA,"Beira de mata úmida. Herbáceo até 30 cm. Flores brancas","MBM049285","MBM049285","Azevedo, C.","Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,"2009","07",NA,NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-12-21 16:38:48-03","MBM","MBM","22847","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Hatschbach, G.","30128","1972","08","09","Southern America","Brazil","Minas Gerais","Pico Itambé",NA,"Flor alva, sobre pedras ao longo de corrego. Unicata","MBM022847","MBM022847","Azevedo, C.","Santo Antônio do Itambé","-43.3067016601562","-18.465799331665","1200","1200","2009","07",NA,NA,NA,"19014","auto",NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-12-21 16:38:46-03","MBM","MBM","208796","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Ribas, O.S.; et al.; et al.","1535","1996","10","28","Southern America","Brazil","Paraná","Rod. BR 277, Serra São Luiz do Purunã",NA,"Terrícola, flor alva. Campo limpo, úmido. Unicata","MBM208796","MBM208796","Azevedo, C.","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"2009","02",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-12-21 16:38:48-03","MBM","MBM","50051","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Hatschbach, G.","1542","1949","10","16","Southern America","Brazil","Paraná","Capivari",NA,"Flor alvecente, do campo","MBM050051","MBM050051","Azevedo, C.","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"2009","01",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-12-21 16:38:46-03","MBM","MBM","158582","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Cordeiro, J.; Barboza, E.; Barboza, E.","893","1992","11","05","Southern America","Brazil","Paraná","Jardim das Américas",NA,"Terrícola, flor alva. Campo limpo, seco","MBM158582","MBM158582","Azevedo, C.","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"2009","07",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-12-21 16:38:46-03","MBM","MBM","18934","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Hatschbach, G.","27659","1971","10","18","Southern America","Brazil","Paraná","Tarumã",NA,"Flor alva, do campo. Unicata","MBM018934","MBM018934","Azevedo, C.","Curitiba","-49.2731018066406","-25.4277992248535","920","920","2009","12",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-12-21 16:38:46-03","MBM","MBM","160977","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Silva, J.M.; Guimarães, D.; Guimarães, D.","1258","1993","06","11","Southern America","Brazil","Paraná","Balneário Nereidas",NA,"Terrícola, flor alva. restinga arbórea.","MBM160977","MBM160977","Azevedo, C.","Guaratuba","-48.5746994018555","-25.8827991485596","3","5","2007","07",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-12-21 16:38:46-03","MBM","MBM","145366","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Silva, J.M.","1016","1991","05","19","Southern America","Brazil","Paraná","Brejatuba",NA,"Terrícola da restinga arbórea.","MBM145366","MBM145366","Azevedo, C.","Guaratuba","-48.5746994018555","-25.8827991485596","3","5","2007","01",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-12-21 16:38:48-03","MBM","MBM","239116","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Santos, E.P.; et al.; et al.","761","1999","03","05","Southern America","Brazil","Paraná","Serra de Araçatuba, Morro dos Perdidos",NA,"Erva rupícola, ca. 40 cm, flores alvas. Campo rupestre de altitude","MBM239116","MBM239116","Azevedo, C.","Guaratuba","-48.5746994018555","-25.8827991485596","1240","1240","2009","07",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-12-21 16:38:48-03","MBM","MBM","262679","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Silva, J.M.; Ribas, O.S.; Barboza, E.; Ribas, O.S.; Barboza, E.","3434","2001","09","04","Southern America","Brazil","Paraná","Rio Iguaçu, próximo da ponte na Rod. PR 427",NA,"Terrícola, flor alva. Mata de galeria. Unicata","MBM262679","MBM262679","Azevedo, C.","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,"2009","02",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-12-21 16:38:46-03","MBM","MBM","214954","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Tessmann, G.","2612","1947","11","05","Southern America","Brazil","Paraná","Caiobá. Na costa do atlântico, 35 km ao sul de Paranaguá",NA,"Mata pluvial-tropical do litoral. Na encosta dum morro em lugar aberto da capoeira no canto da estrada raro. Erva. Flor cálice verde; corola branco só estigma pardo. Floresc. nov.","MBM214954","MBM214954","Azevedo, C.","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,"2009","01",NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-12-21 16:38:48-03","MBM","MBM","50038","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Hatschbach, G.","377","1946","09","22","Southern America","Brazil","Paraná","Morretes, arredores",NA,"Flor branca, orla da mata","MBM050038","MBM050038","Azevedo, C.","Morretes","-48.834400177002","-25.476900100708",NA,NA,"2009","07",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-12-21 16:38:48-03","MBM","MBM","395673","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Engels, M.E.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.","1806","2013","10","19","Southern America","Brazil","Paraná","Parque Nacional Saint-Hilaire/Lange, próximo do rio Henrique",NA,"Terrícola. Folhas verdes. Flores alvas.; Floresta Ombrófila Densa.","MBM395673","MBM395673","Engels, M.E.","Morretes","-48.834400177002","-25.476900100708",NA,NA,"2013","10","19",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-12-21 16:38:46-03","MBM","MBM","214959","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Lange, R.","6642","1908","10","19","Southern America","Brazil","Paraná","Porto de Cima",NA,"In gramininisis","MBM214959",NA,"Azevedo, C.","Morretes","-48.834400177002","-25.476900100708",NA,NA,"2009","02",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-12-21 16:38:48-03","MBM","MBM","77093","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Hatschbach, G.","45798","1982","09","30","Southern America","Brazil","Paraná","Córrego da Anta",NA,"Flor alva. Campo limpo. Borda de capão","MBM077093","MBM077093","Azevedo, C.","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"2009","02",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-12-21 16:38:46-03","MBM","MBM","214952","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Prescottia","oligantha","Prescottia oligantha","(Sw.) Lindl.","Dombrowski, L.T.; et al.; et al.","3001","1970","10","12","Southern America","Brazil","Paraná","Entre Rio das Pombas e Rio dos Papagaios",NA,"Em lugar bastante úmido, pouco frequente.","MBM214952","MBM214952","Azevedo, C.","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"2009","02",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
