"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","locality","minimumElevationInMeters","coordinatePrecision","maximumElevationInMeters","geoFlag","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"1","2020-09-23 10:40:32-03","E","E","173552","PreservedSpecimen","Plantae","Leguminosae","Caesalpinia","echinata","Caesalpinia echinata","Sellow, F.","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:178929","<a href=http://data.rbge.org.uk/herb/E00173552 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00173552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","02687000","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","E. P. Heringer","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961994' target='other'> <mi>dwc_moreinfo</mi></a>","NY02687000","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","16969","1978","03","16","Distrito Federal","Brasília","-47.9294","-15.7797","NY02687000_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","2480161","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","H. C. de Lima","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2700166' target='other'> <mi>dwc_moreinfo</mi></a>","NY02480161","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","7595","2012","10","13","Bahia","Ubata","-39.5522","-14.2139","NY02480161_01","Fazenda Vapor, área de Cabruca","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1738221","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","J. R. Maciel","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1983828' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738221","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","1544","2011","11","08","Pernambuco","Recife","-34.9686","-8.0786","NY01738221_01","Jardim Botânico do Recife.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1738339","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","P. da C. Gadelha Neto","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1988998' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738339","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","3102","2011","10","20","Paraíba",NA,"-34.9769","-6.5022",NA,"Mataraca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","1146726","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","R. D. Santana","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298162' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146726","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","1","2001","10","25","Bahia","Potiraguá","-39.5778","-15.6986","NY01146726_01","Rodovia para Potiraguá, entrada para o distrito da Coréa, Fazenda Independência (Propietário - Luiz Bozetti), ca. 3 km do povoado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","1738373","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","P. da C. Gadelha Neto","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007420' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738373","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","3299","2012","05","22","Paraíba","Santa Rita","-35.135","-6.9603","NY01738373_01","Destilaria Miriri: Barragem de Curralinho. Floresta Estacional Semidecidual das Terras Baixas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","593303","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","J. A. de Jesus","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593303","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","2143","1995","04","10","Bahia","Ilhéus","-39.0492","-14.7892","NY00593303_01","Distrito de Castelo Novo. Estaçao Experimental do Almada. Ramal com entrada no km 20 da Rodovia Ilhéus/Uruçuca, lado direito. Sede da estaçao a 4,5 km ao Norte da entrada. Margem do Rio Almada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1039243","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","V. de F. Mansano","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482533' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039243","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","633","2009","11","21","Bahia","Mata de São João","-38.0161","-12.5736","NY01039243_01","Praia do Forte. Próximo a pista de pouso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","593302","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","H. C. de Lima","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593302","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","2690","1986","08","29","Rio de Janeiro","Cabo Frio","-42.0183","-22.8794","NY00593302_01","Próximo a Barra, Morro do Farol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","593308","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","T. S. dos Santos","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593308","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","1239","1970","10","30","Bahia","Ipiaú","-39.7339","-14.1372","NY00593308_01","Estrada a Ibirataia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02687001","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","S. C. de Sant'Ana","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961996' target='other'> <mi>dwc_moreinfo</mi></a>","NY02687001","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","586","1995","09","29","Bahia","Ilhéus","-39.0494003295898","-14.7889003753662","NY02687001_01","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415)","50","61245","50","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02686994","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","W. Boone","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961988' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686994","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","852","1985","11","07","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","NY02686994_01","Patio do MBML",NA,"23813",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02686998","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","F. F. A. Aguiar","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961992' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686998","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis",NA,"1981","06","15","Rio Grande do Norte","Natal","-35.209400177002","-5.79500007629395","NY02686998_01","Reserva Florestal do IBDF",NA,"12751",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2480160","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","H. C. de Lima","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2700165' target='other'> <mi>dwc_moreinfo</mi></a>","NY02480160","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","7595","2012","10","13","Bahia","Ubata","-39.5522","-14.2139","NY02480160_01","Fazenda Vapor, área de Cabruca","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","593306","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","L. A. Mattos Silva","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593306","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","3459","1996","08","27","Bahia","Ilhéus","-39.0492","-14.7892","NY00593306_01","Residencia do coletor, Conjunto Habitacional da Sapetinga (Pontal), Rua 2","10",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02686997","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","G. P. Lewis","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961991' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686997","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","1635","1987","05","14","Espírito Santo","Linhares","-40","-19","NY02686997_01","Reserva Biologica de Sooretama, oeste de BR-101, norte de Linhares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","593307","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","J. Horst","South America","Brazil","sheet",NA,"Coleçao de madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593307","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","3","1978","09",NA,"Espírito Santo","Aracruz","-40.2731","-19.8206","NY00593307_01","Guraná. Perto de Linhares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2480157","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","H. C. de Lima","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2700139' target='other'> <mi>dwc_moreinfo</mi></a>","NY02480157","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","7597","2012","10","13","Bahia","Ubata","-39.5533","-14.2125","NY02480157_01","Fazenda Vapor, área de Cabruca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","593304","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","G. P. Lewis","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593304","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","1624","1987","05","07","Rio de Janeiro","Sao Pedro da Aldeia","-42.17","-22.83","NY00593304_01","Sao Mateus. Fazenda da Cavera, km 117-118","50",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02687003","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","H. C. de Lima","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961997' target='other'> <mi>dwc_moreinfo</mi></a>","NY02687003","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","2705","1986","10","09","Rio de Janeiro",NA,NA,NA,"NY02687003_01","Cultivado no JBRJ, canteiro VII-E, planta No. 628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02686999","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","G. P. Lewis","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961993' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686999","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","1634","1987","05","14","Espírito Santo","Linhares","-40","-19.5","NY02686999_01","Reserva Florestal de CVRD, by main entrance and sede",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1146727","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","R. D. Santana","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298166' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146727","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","2","2002","01","01","Bahia","Potiraguá","-39.5778","-15.6986","NY01146727_01","Rodovia para Potiraguá, entrada para o distrito da Coréa, Fazenda Independência (Propietário - Luiz Bozetti), ca. 3 km do povoado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","593305","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","G. P. Lewis","South America","Brazil","sheet",NA,"Bark & fruit sample, photographs <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593305","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","1624","1987","05","07","Rio de Janeiro","Sao Pedro da Aldeia","-42.17","-22.83","NY00593305_01","Sao Mateus. Fazenda da Cavera, km 117-118","50",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","03570589","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","C. D. Niell","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3950789' target='other'> <mi>dwc_moreinfo</mi></a>","NY03570589","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","s.n.","1927","07","12",NA,NA,"-61.514077","10.664628","NY03570589_01","Trinidad. Port of Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1146728","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","R. D. Santana","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298167' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146728","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","3","2002","01","16","Bahia","Pau Brasil","-39.66336","-15.55","NY01146728_01","Fazenda Bom Jardim (Propietário - Cosme Leone), ca. 15 da sede municipal, pelo Ramal da Vadiação.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02686995","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","R. P. Lyra-Lemos","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961989' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686995","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","233","1981","03","31","Alagoas","Maceió","-35.7352981567383","-9.6658296585083","NY02686995_01","Km 95 da AL-104",NA,"34538",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02686996","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","I. Damis","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961990' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686996","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis",NA,"1987","10","10","Minas Gerais","Indianópolis","-47.9169006347656","-19.0386009216309","NY02686996_01","Fazenda Indaiá",NA,"30244",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02687002","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","G. H. Langsdorff","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2975479' target='other'> <mi>dwc_moreinfo</mi></a>","NY02687002","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis",NA,NA,NA,NA,"Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","NY02687002_01","Serra do Corcovado",NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
