"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","locality","minimumElevationInMeters","coordinatePrecision","maximumElevationInMeters","geoFlag","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"30","2021-03-15 16:37:00-03","NY","NYBG","593270","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","K. Almeida","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593270","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","145","2001","06","13","Pernambuco","Sao Lourenço da Mata","-34.95027778","-8.0127778","NY00593270_01","Estaçao Ecológica do Tapacurá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","593269","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","K. Almeida","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593269","Magnoliophyta","Fabales","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","175","2001","07","19","Pernambuco","Sao Lourenço da Mata","-34.95027778","-8.0127778","NY00593269_01","Estaçao Ecológica do Tapacurá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-01-28 13:11:15-03","MCN-PUC-MINAS","HPUC-MG","ANG4317","S","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","Maielo-Silva, L. et al.",NA,"Brasil",NA,NA,"N° IBAMA (CTF): 4477412.",NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro","Itaperuna","-41.8877983093262","-21.2049999237061",NA,NA,NA,"32377",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-01-28 13:11:15-03","MCN-PUC-MINAS","HPUC-MG","ANG4194","S","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","Maielo-Silva, L.; Vieira, B., de C.; Lima R. de P.",NA,"Brasil",NA,NA,"N° IBAMA (CTF): 4477412.",NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro","Itaperuna","-41.8877983093262","-21.2049999237061",NA,NA,NA,"32377",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","28021","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","echinata","Caesalpinia echinata","Dias, M.C.",NA,"Brasil",NA,NA,"Árvore 6-8 m de altura, flores amarelas e bordô","BOTU028021",NA,NA,"Lam.",NA,"1986","09","08","Paraná","Londrina",NA,NA,NA,NA,NA,NA,NA,NA,"Tamashiro, J.Y.","1999","9999","9999",NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","24404","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","echinata","Caesalpinia echinata","Campos, C.J.",NA,"Brasil",NA,NA,"Árvore com ca., 9 m de altura, ca., 40 cm de perímetro, espinhos ao longo dos ramos, flores amarelas com manchas vermelhas em uma pétala, aroma agradável","BOTU024404",NA,NA,"Lam.",NA,"2002","11","14","São Paulo","Botucatu","-48.4325","-22.842222",NA,NA,NA,NA,NA,NA,"Campos, C.J.",NA,"48°25'57w","22°50'32s",NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","34747","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","echinata","Caesalpinia echinata",NA,NA,"Brasil",NA,NA,NA,"BOTU034747",NA,NA,"Lam.",NA,"1994","11","23","São Paulo","Piracicaba",NA,NA,NA,NA,NA,NA,NA,NA,"Moraes, F.A.L.","1999","9999","9999","11","23",NA,NA,NA,NA,NA
"37","2021-02-19 11:35:10-03","UFPI-MRV","HDELTA","2952","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","Santos, M.V",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Pau-Brasil","HDELTA002952",NA,NA,"(Lam.) Gagnon, H.C.Lima & G.P.Lewis","32","2016","02","22","Piauí",NA,NA,NA,NA,"UFPI",NA,NA,NA,NA,"Santos, M.V","2016",NA,NA,"02","29",NA,NA,NA,NA,NA
"38","2021-02-19 11:35:10-03","UFPI-MRV","HDELTA","2410","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","Oliveira, R.",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Pau-Brail","HDELTA002410",NA,NA,"(Lam.) Gagnon, H.C.Lima & G.P.Lewis",NA,"2012","10","20","Píauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leal, B.","2012",NA,NA,"10","20",NA,NA,NA,NA,NA
"39","2021-02-19 11:35:10-03","UFPI-MRV","HDELTA","3005","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","Silva, M.S.S.",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Pau-Brasil","HDELTA003005",NA,NA,"(Lam.) Gagnon, H.C.Lima & G.P.Lewis","1","2014","01","17","Piauí","Praça da prefeitura",NA,NA,NA,NA,NA,NA,NA,NA,"Vieira, I. R.","2017",NA,NA,"10","06",NA,NA,NA,NA,NA
"40","2021-02-19 11:35:10-03","UFPI-MRV","HDELTA","2651","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","Sousa, M. A. S.",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Pau-Brasil","HDELTA002651",NA,NA,"(Lam.) Gagnon, H.C.Lima & G.P.Lewis","02","2008","11","21","Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vieira, I. R.","2017",NA,NA,"10","05",NA,NA,NA,NA,NA
"41","2021-02-19 11:35:10-03","UFPI-MRV","HDELTA","5332","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","Revilla, J.; Ramos, J. F.; Guimarães, A. & Lima, M.",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> pau brasil","HDELTA005332",NA,NA,"(Lam.) Gagnon, H.C.Lima & G.P.Lewis",NA,"2016","10","30","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,"Em bancas variadas de feira.",NA,"48462",NA,"auto","Ramos, J.F.","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-19 11:35:10-03","UFPI-MRV","HDELTA","4802","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","Sousa, R.M.S. ; Araújo; J.V",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Pau-Brasil","HDELTA004802",NA,NA,"(Lam.) Gagnon, H.C.Lima & G.P.Lewis","120","2017","12","11","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,"Campus Ministro Resis Velloso",NA,"25571",NA,"auto","Sousa, R.M.S.","2017",NA,NA,"12","15",NA,NA,NA,NA,NA
"43","2021-02-19 11:35:10-03","UFPI-MRV","HDELTA","442","PreservedSpecimen","Plantae","Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","Santos, J. D.",NA,"Brasil",NA,NA,"árvore <ll>dwc_commonname:</ll> Pau Brasil","HDELTA000442",NA,NA,"(Lam.) Gagnon, H.C.Lima & G.P.Lewis","01","2010","06","18","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,"Centro",NA,"25571",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
