"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","county","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","class","infraspecificEpithet","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","786861","PreservedSpecimen","Plantae","Poaceae","Stipa","neesiana","Stipa neesiana","C. J. F. Skottsberg","1017","1917","09","23","South America","Chile","Valparaíso","Las Zorras","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=375909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00786861",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Poales","Trin. & Rupr.","R. K. F. Pilger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:54:25-03","EAO","IAN","67231","PreservedSpecimen","Plantae","Poaceae","Stipa","neesiana","Stipa neesiana","Fagundes, AB","s.n.",NA,NA,NA,"Southern America","Brasil","Rio Grande do Sul",NA,NA,NA,"Tem alto valor nutritivo.","IAN067231",NA,NA,NA,NA,NA,NA,NA,"Monocotiledônea",NA,"Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:54:25-03","EAO","IAN","67469","PreservedSpecimen","Plantae","Poaceae","Stipa","neesiana","Stipa neesiana","sc","s.n.",NA,NA,NA,"Southern America","Brasil","Rio Grande do Sul",NA,NA,NA,NA,"IAN067469",NA,NA,NA,NA,NA,NA,NA,"Monocotiledônea",NA,"Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:54:25-03","EAO","IAN","67884","PreservedSpecimen","Plantae","Poaceae","Stipa","neesiana","Stipa neesiana","Nicora, EG","5640","1950","11","10","Southern America","Argentina",NA,"Prov. de Corrientes: Dep. Monte Caseios. M. Caseios, quinta de citrus.",NA,NA,"Muy comum.","IAN067884",NA,NA,NA,NA,NA,NA,NA,"Monocotiledônea",NA,"Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:54:25-03","EAO","IAN","69382","PreservedSpecimen","Plantae","Poaceae","Stipa","neesiana","Stipa neesiana","Black, GA; Parodi, LR","11550","1951","03","10","Southern America","Argentina",NA,"Universidade Nacional; ex Horto Parodi.",NA,NA,"Perene.","IAN069382",NA,NA,NA,NA,NA,NA,NA,"Monocotiledônea",NA,"Triana","Parodi, LR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338698","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Pedersen TM",NA,"1961","10","27","Southern America","Argentina",NA,"near the A!oyo Villaguay. Dep/ Villaguay Prov. Entre Rios.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338698 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338698",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338698","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:20:26-03","NBC","NL-BOTANY","L.1338608","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Pedersen TM",NA,"1964","11","25","Southern America","Argentina",NA,"Estancia ''Las Aguadas'', Distr. Crucecitas-Dep. Nogoyá, Prov. Entre Rios.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338608 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338608",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338608","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338609","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Pedersen TM",NA,"1964","11","13","Southern America","Argentina",NA,"Ruta 14, by the entrance to Estancia ''Aguay'', Dep. Curuzú Cuatiá, Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338609 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338609",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338609","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338610","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Parodi LR",NA,"1933","11","10","Southern America","Argentina",NA,"Flor de Oro (F.C.S.Fé) provincia de Santa Fé alt s.mar.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338610 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338610",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338610","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338611","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Unknown",NA,NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338611 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338611",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338611","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338612","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Arechavaleta J",NA,"1874","11","01","Southern America","Argentina",NA,"Montevideo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338612 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338612",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338612","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338614","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Castellanos A",NA,"1919","11","01","Southern America","Uruguay",NA,"Colonia Republica del Uruguay.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338614 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338614",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338614","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338615","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Parodi LR",NA,"1925","11","12","Southern America","Argentina",NA,"Basmaldo= Pergamino: prov. Buenos Aires.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338615 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338615",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338615","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338684","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Vervoorst F",NA,"1957","11","11","Southern America","Argentina",NA,"Buenos Aires.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338684",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338684","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338686","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Vervoorst F",NA,"1956","11","08","Southern America","Argentina",NA,"Buenos Aires, Morón, Villa Udaondo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338686 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338686",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338686","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338687","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Stuckert TJV",NA,"1900","10","26","Southern America","Argentina",NA,"Auf feuchtem Wiesen- und Waldboden, auch unter Celtis- und Prosopis Gebüsch etc. bei Estancia San Teodoro.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338687 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338687",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338687","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338688","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Herter WGF",NA,"1925","11","01","Southern America","Uruguay",NA,"Uruguayenses Montevideo- Lista de correos.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338688 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338688",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338688","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338689","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Stuckert TJV",NA,"1900","10","26","Southern America","Argentina",NA,"Auf feuchtem Wiesen- und Waldboden, auch unter Celtis- und Prosops Gebüsch etc. bei Estancia San Teodoro.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338689 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338689",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338689","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338692","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Balansa B",NA,"1874","01","28","Southern America","Uruguay",NA,"Santa - Lucia, prés de Montevideo Terrains incultes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338692 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338692",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338692","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338693","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Holway EWD; Holway MM",NA,"1929","04","12","Southern America","Bolivia",NA,"Plants of South AMerica.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338693 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338693",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338693","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338695","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Parodi LR",NA,"1925","11","10","Southern America","Argentina",NA,"Palemo - Capital Federal.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338695 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338695",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338695","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338696","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Pedersen TM",NA,"1961","11","12","Southern America","Argentina",NA,"Estancia ''Las Tres Marias'' dep. Empedrado Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338696",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338696","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338697","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Pedersen TM",NA,"1961","10","15","Southern America","Argentina",NA,"Estancia 'Itá Caabó'' Dep. Mercedes Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338697",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338697","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338699","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Pedersen TM",NA,"1961","10","26","Southern America","Argentina",NA,"Ruta 12 km Dep. Concordia Prov. Entre Rios.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338699 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338699",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-L1338699","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:20:27-03","NBC","NL-BOTANY","U.1521538","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Renvoize SA; Wilmot-Dear CM; Kiesling R",NA,"1978","11","04","Southern America","Argentina",NA,"Tucuman, Tafi Viejo, San Javier, Ruta Provincial.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1521538 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1521538",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-U1521538","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:20:27-03","NBC","NL-BOTANY","U.1521539","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Renvoize SA; Wilmot-Dear CM; Tur N",NA,"1978","11","22","Southern America","Argentina",NA,"Corrientes, Ruta Nacional 12, Ao. Riachuelo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1521539 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1521539",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-U1521539","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:20:27-03","NBC","NL-BOTANY","U.1521540","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Herter WG",NA,"1925","11","01","Southern America","Uruguay",NA,"Plantae Uruguayenses, Loc. Dict. Sayago, Departamento de Montevideo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1521540 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1521540",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-U1521540","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:20:27-03","NBC","NL-BOTANY","U.1521541","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Black GA; Parodi LR",NA,"1951","03","10","Southern America","Argentina",NA,"Universidade Nacional; ex Horto Parodi, Perene.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1521541 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1521541",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-U1521541","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:20:27-03","NBC","NL-BOTANY","U.1521549","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Lindeman JC",NA,"1980","12","29","Southern America","Brazil",NA,"Flora Brasiliensis, Rio Grande do sul, Embrapa-Uepae, former Faz. 5 Cruzes, 10 km SE of Bagé.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1521549 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1521549",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-U1521549","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:20:27-03","NBC","NL-BOTANY","WAG.1423642","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","Stuckert TJV",NA,"1900","10","26","Southern America","Argentina",NA,"Auf feuchtem Wiesen und Waldboden, auch unter Celtis-und Prosopis Gebúsch etc. bei Estancia San Teodoro in Argentinien.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1423642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1423642",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Trin. & Rupr.",NA,"NL-WAG1423642","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:20:27-03","NBC","NL-BOTANY","U.1521542","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana gracilior","Pedersen TM",NA,"1965","11","10","Southern America","Argentina","Corrientes","Descabezado. Dep. Saladas. Prov. Corrientes.",NA,NA,"On rather dry ground, soil clay, in half shade.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1521542 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1521542",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Burkart","Caponio I","NL-U1521542","Magnoliopsidae","gracilior","U 0249833",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 10:20:27-03","NBC","NL-BOTANY","L.1338617","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana virescens","Pedersen TM",NA,"1971","10","24","Southern America","Argentina",NA,"Los Místoles, Dep. Totoral, Prov. Córdoba.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1338617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1338617",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","Hack.",NA,"NL-L1338617","Magnoliopsidae","virescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:26:12-03","IAP","PACA-AGP","2911","PreservedSpecimen","Plantae","Gramineae","Stipa","neesiana","Stipa neesiana","F. Baglione",NA,"1942",NA,NA,NA,"Brasil","RS",NA,NA,NA,"Habitat: In campestribus siccis alta dumetosis Fenofase: fruto","PACA002911","São Borja",NA,NA,"-56.0043983459473","-28.6606006622314",NA,NA,"Magnoliophyta","Cyperales","Trin. & Rupr.","Ana Zanin",NA,"Liliatae",NA,NA,"1989","08","20","75549","auto",NA,NA,NA
"44","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0016089","PreservedSpecimen","Plantae","Poaceae","Stipa","neesiana","Stipa neesiana","E. Grondona;","7934","1959","11","14",NA,"Argentina","Buenos Aires","pdo. Balcarce, Balcaroe, Estacion Experimental Cerrito Pasquale.",NA,NA,NA,NA,NA,NA,NA,"-58.26","-37.84",NA,NA,"Magnoliophyta","Poales","Trin. & Rupr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0016091","PreservedSpecimen","Plantae","Poaceae","Stipa","neesiana","Stipa neesiana","A. Lourteig; A. Schinini & V. Marunak","2834","1973","11","20",NA,"Argentina","Corrientes","Dep. Gral. Alvear. Ruta 40 y R. Aguapey",NA,NA,NA,NA,NA,NA,NA,"-56.6","-29.08",NA,NA,"Magnoliophyta","Poales","Trin. & Rupr.","M.G.Lopez,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
