"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"18","2020-11-24 17:11:04-03","UTFPR","DVPR","2543","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Rosado, A","Silva, JB; et al.","1993","11","27","Brasil","Paraná","Paranaguá","Morro do Forte- Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"DVPR002543",NA,"2017","04",NA,"3","Árvore 7m, frutos verdes, odor.","Magnoliophyta",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"19","2021-03-30 12:48:54-03","EAO","IAN","6433","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.",NA,"Glaziou, AFM",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN006433",NA,NA,NA,NA,"8607",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:50-03","PUCPR","HUCP","3524","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Rosado","Souza, WS; Silva, SM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha das Cobras","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00003796","HUCP00003796","2017","05","30","344/830",NA,"Eudicotiledonea",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"21","2019-10-09 11:24:38-03","UFBA","ALCB","123529","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Guedes, ML","Guedes, ML; Velozo, ES; Casaes, M; Araújo, F; Costa, R dos S; Abreu, LS","2016","03","25","Brasil","Bahia","Morro do Chapéu","4 a 8 km de Morro do Chapéu para Utinga.","-41.033333","-12.133333","-41.033333","-12.133333",NA,NA,"ALCB012631","ALCB012631","2016","05",NA,"24529","Folhas com folíolos cartáceos, discolores. Inflorescência com flores cremes. Frutos jovens imaturos.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:19:28-03","ESALQ","ESA","107559","PreservedSpecimen","Plantae","Sapindaceae","Matayba","aff. intermedia","Matayba aff. intermedia","Radlk.","Coelho, R.L.G.","Araújo, F.S.","1993","10","15","Brasil","Ceará","Guaramiranga",NA,"-38.9331016540527","-4.26332998275757",NA,NA,NA,NA,"ESA107559",NA,"2015","05","25","177.0",NA,"Magnoliophyta",NA,NA,NA,"13198","auto",NA,NA,NA,NA,NA
"23","2020-11-04 12:16:08-03","ESALQ","ESA","134500","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Coelho, R.L.G.",NA,"2013","06","23",NA,NA,NA,NA,NA,NA,"23.38.25",NA,NA,NA,"ESA134500",NA,"2014",NA,NA,"549.0","Floresta de Restinga Alta, fragmento no Bairro Gaivotas. Árvore da fitossociologia placa no. 18212. Altura: 10m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:19:28-03","ESALQ","ESA","106496","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia",NA,"Coelho, R.L.G.","Pardo, C.S.","1999","12","15","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"ESA106496",NA,"2010","04","20","372.0",NA,"Magnoliophyta",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"25","2020-11-04 11:19:28-03","ESALQ","ESA","109272","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia",NA,NA,"Sampaio, D.",NA,NA,NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA109272",NA,NA,NA,NA,"90.0",NA,"Magnoliophyta",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"26","2020-11-04 11:19:28-03","ESALQ","ESA","105526","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Coelho, R.L.G.","Aguiar, O.T.","2002","03","13","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA105526",NA,"2015","08","04",NA,NA,"Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"27","2020-11-04 12:16:08-03","ESALQ","ESA","139090","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia",NA,NA,"Colletta, G.D","2016","03","29","Brasil","SP","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA139090",NA,NA,NA,NA,"2608.0","Árvore, 7m, estéril",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"28","2020-11-04 11:19:28-03","ESALQ","ESA","109727","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia",NA,"Coelho, R.L.G.","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109727",NA,NA,NA,NA,"29308.0",NA,"Magnoliophyta",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"29","2020-11-04 11:19:28-03","ESALQ","ESA","106514","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia",NA,"Coelho, R.L.G.","Castro, R.M.","2003","11","22","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA106514",NA,"2010","04","20","237.0",NA,"Magnoliophyta",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"30","2020-11-04 11:19:28-03","ESALQ","ESA","106493","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia",NA,"Coelho, R.L.G.","Kuhlmann, J.G.","1945","12","09","Brasil","Rio de Janeiro","Ilha de Paquetá",NA,NA,NA,NA,NA,NA,NA,"ESA106493",NA,"2010","04","20","6273.0",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:19:28-03","ESALQ","ESA","114000","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia",NA,"Coelho, R.L.G","Urbanetz, C.","2003","11","18","Brasil","São Paulo","Cananeia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA114000",NA,NA,NA,NA,"212.0",NA,"Magnoliophyta",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"32","2020-11-04 11:19:28-03","ESALQ","ESA","114001","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia",NA,"Coelho, R.L.G","Urbanetz, C.","2004","01","16","Brasil","São Paulo","Cananeia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA114001",NA,NA,NA,NA,"299.0",NA,"Magnoliophyta",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"33","2020-11-04 11:19:28-03","ESALQ","ESA","85373","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Coelho, R.L.G.","Bopp, L.T.","2003","02","12","Brasil","São Paulo","Rio Grande da Serra",NA,"-46.3899993896484","-23.7399997711182",NA,NA,NA,NA,"ESA085373",NA,"2015","05","25",NA,NA,"Magnoliophyta",NA,NA,NA,"7673","auto",NA,NA,NA,NA,NA
"34","2020-11-04 11:19:28-03","ESALQ","ESA","85372","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Coelho, R.L.G.","Bopp, L.T.","2003","02","12","Brasil","São Paulo","Rio Grande da Serra",NA,"-46.3899993896484","-23.7399997711182",NA,NA,NA,NA,"ESA085372",NA,"2015","05","25",NA,NA,"Magnoliophyta",NA,NA,NA,"7673","auto",NA,NA,NA,NA,NA
"35","2020-11-04 11:19:28-03","ESALQ","ESA","109837","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia",NA,"Coelho, R.L.G.","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109837",NA,NA,NA,NA,"29363.0",NA,"Magnoliophyta",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"36","2021-01-14 15:33:33-03","MN","R","8347","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Coelho, R.L.S.","Glaziou, A.F.M.","1876","09","10","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"R000008347","R000008347_001","2009","10","05","8607","Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:32:46-03","IAP","PACA-AGP","115790","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Gasper, A. L. de","Stival-Santos, A.","2009","11","17","Brasil","SC","Brusque","Barracão","-48.869722","-27.005556","48°52'11,00W","27°00'20,00S","45","45","PACA115790",NA,"2010","03","23","1241","Florística IFFSC 639 (arbórea); estádio suces.: médio de regeneração; altura: 10m; fruto: maduro avermelhado Habitat: entorno Hábito: arbórea Ecossistema: floresta ombrófila densa","Magnoliophyta","Santalales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"38","2019-08-27 13:32:46-03","IAP","PACA-AGP","115791","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Sobral, M.","Stival-Santos, A.","2009","11","26","Brasil","SC","Canelinha","Moura","-48.871111","-27.181944","48°52'16,00W","27°10'55,00S","260","260","PACA115791",NA,"2010","01","25","1391","Florística IFFSC 522 (arbórea); estádio suces.: avançado; altura: 7m; fruto: maduro vermelho claro Habitat: beira da estrada Hábito: árvore Ecossistema: floresta ombrófila densa","Magnoliophyta","Santalales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"39","2021-03-24 17:09:59-03","UFES","SAMES","7305","PreservedSpecimen","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Sobral,M.","Stival-Santos,A.; Legal,E.;Silveira,S.","2009","11","20","Brasil","Santa Catarina","Itajaí","Brilhante","-48.6618995666504","-26.9078006744385","-487802778.0","-269997222.0","72","72","SAMES07305",NA,"2010","01","25","1247","Habito: Árvore",NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA
"40","2021-03-01 16:40:47-03","UNICAMP","UEC",NA,"S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.",NA,"Urbanetz, C; Mariuza; Lelo; Domingos","2004","01","14","Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha Kaá-pozanga","-47.916667","-24.883333","-47.916667","-24.883333","30","155","UEC154849","UEC154849",NA,NA,NA,"299","Árvore de 20m, conhecida como cuvatã.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:40:47-03","UNICAMP","UEC","188315","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.",NA,"Stival-Santos, A; Legal, E; Silveira, S","2009","11","20","Brazil","Goiás","Itajaí",NA,"-48.766667","-27","-48.766667","-27","72","72","UEC118100","UEC118100",NA,NA,NA,"1247","floresta ombrofila densa","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:40:47-03","UNICAMP","UEC","166671","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Tamashiro, JY","Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.068333","-23.325278","-45.068333","-23.325278","1069","1093","UEC039957","UEC039957","2009",NA,NA,"222","K0254 Árvore, ca. 13 m, sem flores ou frutos. Abundância: 4 ind.ha-1.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:40:47-03","UNICAMP","UEC","113807","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Coelho, RLG","Pedroni, F; Sanches, M","1997","09","11","Brazil","São Paulo","Ubatuba","Picinguaba","-44.8","-23.366667","-44.8","-23.366667",NA,NA,"UEC170720","UEC170720","2008","04",NA,"946","Árvore 758 com 15m de altura, com botões.; Mata de planicie, restinga.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:40:47-03","UNICAMP","UEC","133490","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Coelho, RLG","Urbanetz, C; Mariuza; Lelo; Domingos","2003","11","18","Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha Kaá-pozanga e trilha Paranã.","-47.916667","-24.883333","-47.916667","-24.883333","30","155","UEC154850","UEC154850",NA,NA,NA,"212","árvore de 25m.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:40:47-03","UNICAMP","UEC","133556","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.",NA,"Urbanetz, C; Mariuza; Lelo; Domingos","2004","01","14","Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha Kaá-pozanga","-47.916667","-24.883333","-47.916667","-24.883333","30","155",NA,NA,NA,NA,NA,"299","Árvore de 20m, conhecida como cuvatã.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-20 10:25:48-03","UNICAMP","UEC","148790","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Aranha, BA","Aranha, BA","2007","01","10","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389","-45.084167","-23.366389","380","380","UEC170716","UEC170716","2008","10",NA,"461","Indivíduo regenerante no sobosque","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:40:47-03","UNICAMP","UEC","166863","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","2010","06","01","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar.","-45.501944","-23.627222","-45.501944","-23.627222","50","90","UEC059353","UEC059353","2010","12",NA,"116","Árvore com 9 m.; Mata Atlântica.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:40:47-03","UNICAMP","UEC","167072","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","2011","06","29","Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar.","-45.538889","-23.589444","-45.538889","-23.589444","800","900","UEC018055","UEC018055","2011","10",NA,"238","Árvore com 22 m.; Mata atlântica.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:40:47-03","UNICAMP","UEC","188971","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.",NA,"Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD","2015","01","07","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.999722","-24.067778","-47.999722","-24.067778","800","800","UEC119510","UEC119510",NA,NA,NA,"202","Árvore, 3 m de altura e 3,2 cm de DAP; Floresta Ombrófila Densa","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:40:47-03","UNICAMP","UEC","35780","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Coelho, RLG","Sucre, D; Hun, H","1969","10","30","Brazil","Rio de Janeiro","Jacarepaguá","Lado norte da pedra do Itaúna.",NA,NA,NA,NA,NA,NA,"UEC170718","UEC170718","2008","04",NA,"5992","Árvore com +/- 6 metros de altura flor branco-esverdeado.; Restinga arbustiva.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:40:47-03","UNICAMP","UEC","91626","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Coelho, RLG","Ivanauskas, NM","1995","11","12","Brazil","São Paulo","Pariquera-Açu","Prorpiedade de Sr. Antônio Povinski.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"UEC170721","UEC170721","2008","04",NA,"555","Árvore de 8m. Flores brancas.; Floresta atlântica.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:40:47-03","UNICAMP","UEC","85925","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Coelho, RLG","Britez, RM; Silva, SM","1986","11","07","Brazil","Paraná","Paranaguá","Reserva Ecológica","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC119140","UEC119140","2008","04",NA,"24841","Árvore de 13m, cap=155cm, flores creme-esverdeadas.; Floresta de planície costeira.","Magnoliopsida",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"53","2021-03-01 16:40:47-03","UNICAMP","UEC","33765","S","Plantae","Sapindaceae","Matayba","intermedia","Matayba intermedia","Radlk.","Coelho, RLG","Figueiredo, N; Rodrigues, R","1983","01","16","Brazil","São Paulo","Iguape","Estação Ecológica da Juréia","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"UEC170722","UEC170722","2008","04",NA,"14405","Árvore 5m, com frutos.","Magnoliopsida",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA
